#a																																																	
∅	[1]□{遮羞}煨{～煲}偎隈[5]秽{污～}猥[6]卫																																																
#uai																																																	
k	[1]乖[2]□{～头：棺木首尾的木板}[3]拐[5]怪																																																
kʰ	[5]快块蒯筷																																																
ŋ	[6]外																																																
x	[2]怀淮槐徊[6]坏=																																																
∅	[1]歪																																																
#ui																																																	
p	[1]背{～包袱}[2]肥-[5]沸痱[6]吠-																																																
pʰ	[5]屁-啡{～㘓：吐痰}																																																
t	[1]追[2]捶{动词，原文作“搥”}锤{千～百炼}[5]队坠缒																																																
tʰ	[2]锤{铁～}棰{柴～}																																																
n	[3]蕊																																																
l	[2]累{～计}缧螺骡纍[3]垒儡馁[5]累{连～}类颣泪酹彙																																																
k	[1]龟{乌～}归皈妫[2]葵揆暌睽夔馗隗{姓}逵[3]鬼宄轨诡晷簋匦{投票～}[5]贵癸瑰[6]跪柜匮𫻑篑馈																																																
kʰ	[1]亏开-岿[3]傀[5]愧溃䙌{～头}喟																																																
ŋ	[1]危嵬巍[8]魏伪																																																
x	[1]挥麾徽晖辉珲{瑷～：地名}袆[3]毁[5]讳																																																
ts	[1]椎{脊～}锥佳萑觜[3]水[5]萃悴粹翠醉赘																																																
tsʰ	[5]喙{嘴}																																																
s	[1]虽绥睢{原文作“瞧”}濉荽[2]隋随遂{半身不～}谁垂陲[5]睡祟[6]遂{未～}隧邃瑞蕤																																																
∅	[1]威逶[2]为{行～}韦帏围闱苇桅[3]委萎诿痿伟炜韪洧{～川：地名}玮[5]畏尉{～官}慰纬蔚喂[6]为{因～}位胃渭谓猬																																																
#yø																																																	
k	[2]茄																																																
kʰ	[5]去-																																																
ts	[2]□{斜}																																																
∅	[2]□{拖拖拉拉}																																																
#aŋ																																																	
p	[1]班斑瘫扳颁[2]平-坪-[3]板=阪坂版舨[5]柄-[6]病-																																																
pʰ	[1]攀甏□{分开，原文作“拌”}番{～禺：广州别名}[2]彭澎膨蟛庞逢评伻抨怦砰[5]盼□{俗作“冇”}																																																
m	[1]鞔颟[2]瞒盲蛮矕{原文作“𰥠”}氓虻蔓{～菁}馒鬘[3]螨蜢-猛-{火力～}[5]□{饭}[6]曼慢谩{～骂}幔熳墁蔓{～延}嫚漫缦镘																																																
t	[1]担{～负}丹单{清～}郸殚箪耽眈躭儋{～耳：地名}酖聃㬹{手～：肘端；骹～：脚根}珊[2]谈痰澹{～台：复姓}坛弹{～簧}□{湿}檀[3]胆疸亶{姓}掸笪{打}[5]旦担{名词}疍袒膻诞疸[6]淡啖澹{恬～}惮弹{子～}萏郑□{□，原文注释不清}																																																
tʰ	[1]滩摊瘫贪坍撑瞠[2]覃潭谭罈曇[3]坦毯忐[5]炭碳叹探撑-																																																
n	[2]南男楠喃难{困～}[3]赧[5]□{～起：站起}[6]难{灾～}																																																
l	[2]蓝篮褴岚阑兰澜{波～}攔欄婪谰[3]览揽灠榄㘓{口涎}灡{口涎}懒[5]僆{鸡～：未生蛋的母鸡}[6]烂缆滥澜{湿}□{湿}两-																																																
k	[1]乾{～净}杆竿肝奸甘泔坩柑疳苷更{五～}监{～工}尴间{房～}艰菅{牛食～}[2]寒-衔-[3]敢橄感㔶秆赶擀哽-{～喉}埂{坝}简锏[5]幹{～部}旰骭绀赣淦鉴涧锏监{～寮}柬谏槛[6]汗{流～}间{离～}																																																
kʰ	[1]看堪勘戡坤龛坑炕[3]坎砍侃槛{门～}舰[6]看{～见}墈瞰阚{姓}																																																
ŋ	[1]颜[3]眼[5]岸犴{狴～}雁赝																																																
x	[1]蚶邯酣顸夯[2]含函涵晗寒=邗鼾憨咸=衔=闲=娴韩汗{可～}[3]罕喊颔菡撼[5]汉捍[6]翰瀚憾旱=悍焊=陷																																																
ts	[1]簪[2]残惭孱潺瀺馋巉谗[3]斩崭=盏井-[5]赞瓒蘸[6]暂錾栈站																																																
tsʰ	[1]参{～加}骖觇搀掺青-生-{～熟}眚{～盲}[2]□{～心：狠心}[3]惨崭-醒-[5]灿粲璨忏																																																
s	[1]三叁潸山舢杉衫姗删跚芟生-{～仔}牲-{头～：牲畜}[2]晴-[3]伞省{节～}产散{丸～}□{摇，原文作“㧲”}剷[5]散{解～}汕讪疝姓-性-{急～}																																																
∅	[1]安庵谙鞍桉鹌盦[2]桁[3]饮-{米汤}揞[5]暗按晏案黯[6]馅旱-焊-																																																
#ɔŋ																																																	
p	[1]邦帮梆[2]旁滂膀{～胱}傍磅{～礴}螃鳑{～鲏，俗叫□□，原文注释不清}傍彷搒{用掌打人}[3]榜绑膀{肩～}棒[5]谤[6]镑磅{～秤}蚌泵{水～}																																																
pʰ	[1]乓[2]□{～炮：鸣放鞭炮}[3]膀{肩～}[5]□{凸}肨{胀}[6]碰																																																
m	[1]芒-{□～，原文注释不清}[2]芒={～种}忙茫邙[3]莽蟒[6]望-																																																
t	[1]当{应～}铛墩桩珰[2]堂螳膛棠唐溏塘搪屯囤{～积}豚臀窀{～穸}长{～短}[3]党盾墩{柴～；石～，原文作“𡎆”}挡{抵～}趸{整批地买进}涨-谠[5]当{～真}挡{摒～}蹾顿{三～饭}撞[6]丈段缎塅{地～}锻宕菪{莨～}砀□{上埋，人死埋土俗叫～上圹}撞																																																
tʰ	[1]汤吞[2]糖[3]倘傥帑{公～：公家钱库}汆{～船}[5]褪烫{～面：烫面条}[6]□{～酒：热酒，原文作“烫”}																																																
n	[2]囊瓤[3]暖曩[5]□{乱，原文作“𣰶”}[6]酿嫩																																																
l	[2]郎廊娜啷㝗{㝩～}榔瑯螂狼粮[3]朗㝗{房子广阔}[5]㫰[6]浪阆莨{～菪}乱-卵-{蛋}																																																
k	[1]江扛{～杠}豇缸肛冈刚纲岗罡根跟=[2]□{～工：花工}□{烫，原文作“灴”}[3]讲[5]艮降{～旗}绛钢杠冈{山～}茛{毛～}																																																
kʰ	[1]康慷糠槺㝩坤髡[2]扛{～木头}[3]垦恳[5]亢伉抗囥{存；放}睏{睡}																																																
ŋ	[2]昂[6]戆{～仔：傻子，原文作“𪴯”}																																																
x	[1]薰{～仔：香烟}烘-[2]行{银～}绗{～衣裳}杭防妨阆航颃降{投～}[5]□{～坪：瞭台}[6]恨限-																																																
ts	[1]庄妆装脏臧尊樽遵[2]存藏{～书}[3]撙{～节}□{壮大，原文作“奘”}[5]壮僮{～族}葬钻{钻子}奘{玄～：唐僧}																																																
tsʰ	[1]仓沧伧舱苍疮创{～伤}窗村[2]床噇忖幢{经～}[3]□{草木初生的嫩叶芽，原文作“𡭆”}[5]闯																																																
s	[1]桑丧{～事}酸孙霜孀礵狲拴闩飧[3]损爽选繏{荐～}磉颡嗓[5]丧{～失}漱涮{洗～}算蒜逊巽																																																
∅	[1]恩秧䱀[2]□{长久，原文作“𣆯”}[3]影-[5]眏{看，看守}[6]笐{竹～：竹竿}□{疮疖出脓}																																																
#ɛŋ																																																	
p	[1]斑-[2]爿{边}[3]板-版-反-{翻转}[6]办扮																																																
pʰ	[3]□{反复寻找}																																																
m	[2]门=们扪[6]慢-																																																
t	[1]砧□{阻挠}[2]填[3]点[5]店[6]殿垫簟橂{硬；结实。俗作“𠕇”}																																																
tʰ	[1]蛏[2]沉-[5]□{篾～：竹匠用的工具}[6]□{～名：指名}																																																
n	[1]□{细小}□{鄙吝}[2]□{橡皮}[5]□{～汁：乳汁，原文作“𬂌”}[6]念-																																																
l	[2]莲[5]□{犬～屎：狗用舌舔取人粪吃}[6]撵-																																																
k	[2]鹹悬{高}[3]揀减[5]惯-[6]县																																																
kʰ	[1]牵[3]犬[5]㪠{覆盖}																																																
x	[2]还-{～数}悬-{～挂}[3]很狠[5]苋{～菜}																																																
ts	[1]针斟箴鍼榛臻蓁[3]怎剪翦戬谫[5]荐-{草～}																																																
tsʰ	[1]千-呻-{呻吟}[2]塍{田}蚕[3]筅{～帚}																																																
s	[1]参{人～}森先-□{看；偷看}[2]前-[3]糁{饭～：饭粒}㾪{～肉}																																																
∅	[1]阴-[2]闲-[5]揞-[6]限=																																																
#œŋ																																																	
p	[1]崩绷[2]朋鹏棚[3]蚌{～埠}																																																
pʰ	[1]烹[2]硼{～砂}□{搪瓷}																																																
m	[2]萌盟[3]猛=蜢=[6]孟锰网{网，原文作“𦁧”}																																																
t	[1]登冬-东-灯簦瞪[2]铜-桐-同{合～}筒{竹～}誊腾滕澄縢[3]等□{谁，“底侬”合音，原文作“是‘底侬’二字连读的音”}[5]冻-栋-[6]重-{轻～}洞-动-筒{烟～}邓蹬																																																
tʰ	[1]通-□{～去：滚蛋，原文作“㲂”}[2]虫[3]捅桶[5]□{～气：通气}																																																
n	[2]能脓侬{人}[5]□{软}																																																
l	[1]扔[2]砻-聋-笼-咙-垄-[3]冷[6]弄-{路～}																																																
k	[1]庚赓耕更{变～}羹肱觥工-供-{～仔：养子}[3]耿鲠=梗绠炯港哽=埂=[5]更{～好}亘粳[6]共-																																																
kʰ	[1]空-硁铿[3]肯[5]空{孔洞，原文作“銎”}[6]虹-																																																
ŋ	[6]硬																																																
x	[1]亨鲂{～鱼}哼[2]行={～为}珩弘泓宏雄{鸭～}[5]杏荇巷[6]行{品～}幸横{～侬：不讲理的人}																																																
ts	[1]曾{姓}憎僧增争筝挣峥狰睁棕鬃铮[2]曾{～经}[3]稯[5]粽罾{帘～：帘；捕鱼网；绳子，原文作“缯”}诤甑[6]赠																																																
tsʰ	[1]葱□{煽动}																																																
s	[1]生{学～}牲{牺～}笙甥[3]𢱤{用力推}[5]送																																																
ŋ	[1]莺翁{舅-～：舅祖父}塕{～尘：灰尘}																																																
#iaŋ																																																	
p	[3]饼-[5]并																																																
pʰ	[1]𩩍{背部}[3]饼{量词}[6]□{品评}																																																
m	[2]名-明-{松～}[6]命-																																																
t	[2]呈埕程酲[3]鼎{铁锅；饭～，原文作“鐤”}[6]定-锭{元宝～}埞{八～：地名}懒{懒惰}																																																
tʰ	[1]厅听□{浪费；糟蹋}[3]□{～草：锄草}[5]□{疼，原文作“忝”}																																																
n	[5]□{踮起}																																																
l	[1]□{板壁收缩裂缝}[2]□{打}[3]领-岭-[5]□{亮}[6]□{～侬：讨厌人}																																																
k	[1]惊[2]行{走}[3]囝{子；小，原文作“仔”}[5]镜-																																																
kʰ	[2]□{关闭}[5]□{出色}																																																
ŋ	[2]岩严癌迎-{～神}[3]俨																																																
x	[1]兄-[3]□{掀起}[5]□{惧怕}□{过目}																																																
ts	[1]煎正{～月}[3]䭕{味淡}[5]正-{～当}[6]净-																																																
tsʰ	[2]□{～尾：扫尾}□{大步走}[3]请-[5]倩-{～担}[6]鳝{～鱼}																																																
s	[1]声-[2]成-城-[5]线圣-{显～}渗[6]□{盛礼品或祭品的器具，原文作“𣛮”}																																																
∅	[2]营-赢-[3]影-{毛渍毛～}[5]映[6]焱焰艳滟																																																
#ieŋ																																																	
p	[1]边□{行不正}鞭编[2]便{～宜}[3]扁匾藊贬砭窆蝙匾{～蓄：中药名}[5]变遍徧[6]便{方～}卞弁辨辫瓣楩汴忭																																																
pʰ	[1]偏篇翩[5]片骗																																																
m	[2]棉绵{～延}[3]免勉娩冕湎缅丏沔[5]眄[6]麵																																																
tn	[1]颠巅癫甜[2]田畋恬滇嗔=填=缠躔廛[3]典展辗[5]店=惦站玷□{～豆：种豆}[6]佃甸钿电奠□{盛满；涨满，原文作“滇”}																																																
tʰ	[1]天添[3]忝舔殄腆觍谄[5]䋎{缝}																																																
n	[1]拈[2]年粘鲶[3]染碾[6]廿念																																																
l	[2]连涟莲=链裢廉濂臁镰帘蠊联怜奁匳林[3]琏辇脸敛撵辗-[6]练炼楝链殓潋																																																
k	[1]坚间{房～，原文作“㭴”}兼鹣肩□{碱}[2]乾虔舷{边沿，俗作“墘”}[3]检硷茧笕睑检𥽋{油～：糯米粉做的饺子}[5]见{看～}剑[6]俭																																																
kʰ	[1]愆谦骞褰搴悭[2]擒钤黔钳嵌[3]遣谴缱[5]欠芡歉堑椠																																																
ŋ	[1]妍[2]□{□，原文注释不清，疑似为“勤”}[3]研碾-[5]砚瘾[6]彦谚唁验																																																
x	[2]贤悬={～挂}玄嫌弦舷痃[3]显险蚬岘[5]□{抛弃}[6]现																																																
ts	[1]尖笺缄櫼占{～卦}詹旃苫{杆～}沾毡谵瞻邅拶{～指}[2]前=钱潜[3]渐践溅□{未成熟}[5]战箭荐{～举}荐{～厝：房子斜了，把它～直，原文作“牮”}占{～领}颤僭[6]贱																																																
tsʰ	[1]迁鲜{～鱼}纤歼佥签跹仟=阡扞莶{豨～草：中药名}韆[2]寻{两手张开的长度}[3]浅[5]茜																																																
s	[1]先=仙籼腥羶[2]盐蝉禅单{～于}蟾蝉暹澶[3]鲜{少}洗筅=跣藓狝燹陕[5]扇煽盐{动词}霰㮼{旧时木构房子纵行一排柱子联结在一起叫一㮼}[6]善缮膳鳝=鄯嬗擅𫮃掸{～族：民族名}赡羡																																																
∅	[1]淹阉腌咽{～喉}烟胭燕{～京}湮[2]炎延檐阎涎蜒筵[3]奄掩弇靥魇兖演衍偃琰[5]厌燕{～雀}宴咽{～吞}□{比，原文作“𢳃”}冉苒餍䜩[6]院																																																
#iŋ																																																	
p	[1]兵冰栟{～□，原文注释不清}宾侯滨缤槟斌豳郴邠濒[2]平=苹坪=凭瓶屏{～风}帡频蘋颦贫萍[3]丙秉炳柄=禀屏{～息}箳饼=[5]并{～且}摈殡膑髌鬓摒迸[6]病=																																																
pʰ	[1]乒拼{～命}[2]评=[3]品[5]娉聘																																																
m	[2]民明名=茗铭冥溟暝螟鸣盟{～誓}闽岷眠[3]敏黾皿闵悯愍鳘酩[5]面[6]命=泳咏																																																
t	[1]丁仃叮玎町疔钉{铁～}盯酊{～剂}徴贞侦桢珍惩[2]亭婷葶停廷蜓藤-陈尘沉=忱澂[3]顶鼎戥酊{酩～}等-[5]凳镫淀订饤钉{动词}镇圳{深～}[6]定□{炖，俗作“𤊟”}阵朕靛{蓝～}锭=碇{～步}																																																
tʰ	[1]厅=听=琛汀□{～来～去：推来推去}[2]沉-□{～酒：斟酒，原文作“漀”}□{～直：挺直}[3]挺梃艇逞骋□{～头：点头}[5]听={～取}趁																																																
n	[2]宁拧柠咛狞聍仁-{花生～}[6]佞赁认																																																
l	[1]□{说理斗争}[2]伶苓囹玲瓴鸰聆蛉羚零龄灵凌陵菱崚绫棱鲮邻粼䗲遴璘辚磷鳞麟临琳淋{～水}[3]领=岭=凛廪懔檩[5]□{瓣，原文作“楞”}□{～菜汤：泡菜汤}[6]令另吝蔺躏																																																
k	[1]京猄惊=鲸荆经兢今衿矜{～持}金禁{弱不～风}襟黥擎檠[2]□{遮盖}[3]仅谨馑瑾槿锦景憬璟警境紧殣觐[5]禁{～止}劲敬径迳镜=竞獍痉泾颈儆胫噤□{物热放入水中使冷，俗作“□”，原文注释不清}[6]妗{外～：舅母}																																																
kʰ	[1]顷{～斜}倾轻卿衾钦嵚[2]琴禽芩岑噙檎涔琼[3]顷{～刻}肯-謦[5]庆罄磬																																																
ŋ	[2]迎=吟凝																																																
x	[1]兴{～旺}歆馨鑫[2]形刑型硎荥{～阳：地名}眩[3]擤[5]兴{高～}囟衅																																																
ts	[1]真精菁晶旌津蒸征{～伐}怔甄晴丞[2]情层秦晴=[3]振拯整诊疹轸赈震娠枕井=卺阱[5]浸进晋正=鸩搢缙证政症[6]静净尽靖靓{打扮}荩烬																																																
tsʰ	[1]青=清圊蜻亲{～人}侵骎称{～呼}深[3]请=锓寝[5]亲{排～家}沁秤称{对～}衬倩=凊榇{棺材}																																																
s	[1]新薪心芯辛莘星猩腥=胜{弱不～衣}申伸呻绅珅鉎{锈}□{锈}升声=身娠{带～}燊惺先{～生}[2]承成=城=诚寻浔蟳鲟辰宸晨神臣丞绳盛{～水}乘{～数}[3]审渖谉婶沈{姓}省=哂[5]信性=姓=胜{～利}圣迅讯汛[6]甚葚慎盛{兴～}乘{千～之围}剩肾蜃																																																
∅	[1]英瑛应{～该}膺鹰婴嘤缨樱鹦罂因茵裀氤音瘖阴=𬮱[2]人仁仍礽壬任{姓}盈嬴楹赢=瀛淫霪寅夤[3]影=颖颍郢饮{～食}瘿[5]印饮{～马}窨应{～付}媵荫廕[6]任{～意}妊饪纴荏刃仞纫韧孕胤																																																
#uaŋ																																																	
p	[1]般搬瘢[2]盘槃磐磻盆蟠蹒{～跚}[5]半[6]伴拌□{～粙}绊畔叛																																																
pʰ	[1]潘藩番{今～}[5]判泮胖{肥～}																																																
m	[2]鳗[3]满																																																
t	[1]端[3]短=[5]断{决～}[6]断{～绝}																																																
tʰ	[2]团糰抟湍																																																
l	[2]峦挛孪鸾銮[3]恋-卵[6]乱=																																																
k	[1]官棺棺观{～看}冠{衣～}关瘰鳏纶{～巾}[3]管琯馆莞{东～：县名}[5]观{道～}冠{～军}贯惯盥灌罐鹳[6]□{穿物提起，俗作“毌”，原文作“⿷匚乚”}																																																
kʰ	[1]宽髋[2]环{圈}圜寰[3]款窾																																																
ŋ	[2]顽[6]玩																																																
x	[1]欢獾番{～钱}蕃{同番}翻幡[2]凡还=桓烦樊繁莞{□草，原文注释不清}横矾[3]反返[5]奂唤焕浣{～纱}饭=贩汎泛痪涣梵[6]患宦豢犯范缓幻																																																
ts	[3]鑽{金刚～}[5]纂缵[6]撰馔																																																
tsʰ	[1]佺铨痊悛餐笙[3]舛喘[5]篡窜爨																																																
s	[1]双=																																																
∅	[1]弯湾{水～}塆{山～}[3]碗婉菀腕豌蜿宛脘皖晚莞{～然}绾挽[6]换万{数词}																																																
#uoŋ																																																	
p	[1]奔分-[3]本畚[6]饭{俗作“飰”}																																																
m	[2]门-文-{～书}蚊-{～虫}[5]问-																																																
t	[2]传{～达}[3]转[6]传{人物～}篆																																																
tʰ	[2]椽[6]彖{易经，”象辞”}																																																
n	[3]软																																																
l	[3]□{砍}□{禃～：一截}																																																
k	[1]光胱关-[2]权颧狂惓[3]广捲[5]卷{～宗}桊{牛鼻上环}眷贯{量词}[6]倦																																																
kʰ	[1]框眶[3]圹矿旷纩[5]劝券																																																
ŋ	[2]元鼋原源螈垣[6]愿																																																
x	[1]方芳昉鲂=昏肓荒慌坊枋=婚阍[2]妨{不～}黄=潢璜磺簧蟥癀皇惶凰遑徨隍煌楻{大木桶}蝗园□{马虎了结}[3]仿访昉纺恍晃滉[5]放=况[6]远-																																																
ts	[1]专砖䏝颛[2]全泉																																																
tsʰ	[1]穿川[5]串钏□{承载楼板的木条，原文作“梙”}																																																
s	[2]缘{徐行，原文作“𨁁”}[6]吮																																																
∅	[1]冤{原文作“寃”}鸳汪-榅{～木：柳杉}眢[2]王黄-{～色}亡丸完芫袁猿圆员{成～}媛{美好}爰忘辕尪{～师：巫师}[3]往网罔枉远=惘魍[5]怨苑[6]王{动词}旺望妄媛{美女}																																																
#uŋ																																																	
p	[1]枋-崩-[2]房㖹{～火：吹火}[5]粪放-[6]笨																																																
pʰ	[1]潘-{～水}峰-蜂-[2]蓬篷帆捧{～茶}[3]纺-捧{禃～：一捧}[5]喷																																																
m	[2]蒙濛曚朦檬礞{～石：中药名}[3]懵[5]梦=[6]闷焖懑																																																
t	[1]中{～国}忠衷冬=东=敦{～厚}[2]同=侗峒彤童僮{～仆}重{～复}潼瞳[3]董懂冢[5]冻=栋=顿吨中{～意}蝀[6]重{～量}动=洞=遁钝沌炖侗{～族}恸恫																																																
tʰ	[1]通痌窗[2]重{～复}[3]统捅桶=[5]痛																																																
n	[2]浓脓[5]□{湿}[6]闰{～月}□{松脆的反面}																																																
l	[2]龙聋=砻=咙=珑昽胧笼=隆癃窿仑崙抡{～材}纶{丝～}囵沦轮[3]拢陇垄{～断}笼{～络}宠[6]弄=																																																
k	[1]公君军工=攻功蚣皲[2]裙群拳[3]衮滚汞窘菌鲧辊[5]贡棍[6]郡																																																
kʰ	[1]空=混崆鵾[3]孔{姓}悃捆壶倥[5]空{亏～}控困睏																																																
x	[1]风枫疯丰酆峰烽锋蜂封烘分吩芬氛纷轰[2]焚冯逢缝{裁～}浑荤魂洪红=虹=云鸿哄芸纭耘坟[3]粉管{脰～：脖子，原文作“项”}[5]训讽风{春风～人}奋忿愤赗{送葬物}□{升}[6]份分{部～}混{～合}讧奉凤缝{裂～}																																																
ts	[1]钟盅终忪{怔～}宗舂踪综{～合}鬃=螽[2]从{服～}丛崇纵{～横天下}[3]种{～籽}肿踵总准[5]种{耕～}众从{同纵}纵{放～}俊峻竣骏馂浚畯隽																																																
tsʰ	[1]充冲憧囱聪春忡茺匆葱=驄[2]淙□{～筋：挫伤筋腱}[3]蠢□{小睡}[5]铳□{连接}□{火烟刺激眼睛}																																																
s	[1]鬆嵩双-[2]松{～树}淳纯唇船巡旬驯循旋凇淞鹑醇旋漩莼惇[3]笋隼榫悚竦耸怂洵殉徇荀[5]送-宋舜瞬□{喜欢动手动脚}[6]讼颂诵顺																																																
∅	[1]翁{渔～}温氲瘟醖雍饔臃痈煴邕[2]文=闻[3]稳吻刎抆殒[5]愠揾{沾水}蕴拥[6]汶问=紊韵璺运郓恽晕员{姓}																																																
#yøŋ																																																	
t	[1]张[2]长=场{～位：所在，原文韵母作iaŋ，根据词表更正}[3]长{～大}[5]帐账胀涨[6]长{剩余}																																																
tʰ	[1]张{量词}[5]畅怅鬯[8]丈=杖=仗																																																
n	[2]娘酿{酒～}[5]让{转～}壤{又读}攘{又读}																																																
l	[2]良粮踉{～跄}量{动词}凉梁粱[3]两魉[6]亮量{器～}谅晾辆																																																
k	[1]姜僵缰疆涓娟捐鹃蠲[2]强{～弱}[3]强{勉～}蹇[5]建毽绢弶{张弓于道猎取鸟兽}𣨣{死尸强直}[6]件健键腱																																																
kʰ	[1]腔匡羌																																																
ŋ	[2]言[3]仰																																																
x	[1]香乡轩[3]响享飨[5]向宪献绚饷																																																
ts	[1]章漳樟璋嫜獐蟑将{～军}浆[3]蒋{姓}掌奖仉{姓}□{～鞋：补鞋}[5]酱将{～帅}障嶂瘴幛																																																
tsʰ	[1]昌娼菖猖鲳阊枪彰戗伥[2]墙嫱樯蔷戕[3]抢厂氅敞[5]倡唱创怆[6]匠象像橡上-鞝{～鞋}																																																
s	[1]相厢箱伤襄觞商宣谖萱湘缃镶殇[2]常尝庠裳祥详翔徜倘償嫦[3]想鲞赏晌渲上{～声}[6]上{～下}尚鞝痒-																																																
∅	[1]央鸯渊焉{疑问词}蔫{腐}泱殃鞅鄢嫣[2]羊洋佯烊徉阳扬杨炀旸疡沿铅然燃鸢缘橼焉{语助词}[3]养{营～}痒=[6]样让壤攘怏恙漾养{奉～}																																																
#yŋ																																																	
k	[1]弓躬恭官供{～给}均钧筠{～连：县名}巾斤筋芎根-跟-[2]穷邛筇蛩䒮[3]拱巩栱龚[5]供{～佛}[6]共=近靳																																																
kʰ	[2]勤芹懃廑[3]恐																																																
ŋ	[2]银龈																																																
x	[1]凶讻汹匈胸勋埙熏{火气盛}薰獯忻欣殷[2]熊雄=戎[5]熏																																																
∅	[1]殷慇[2]容熔榕蓉溶荣嵘蝾茸融绒匀筠{竹皮}鋆莹滢荥{～经：县名}荧萤茔庸傭慵镛[3]永涌隐引蚓勇允忍冗甬尹踊瘾=狁俑恿[6]用闰=润																																																
#aʔ																																																	
p	[7]掰百-伯-蘖□{心肝里～侬：心里难过}□{～纸：撕纸}[8]白-																																																
pʰ	[7]拍																																																
m	[7]骂[8]麦脉																																																
t	[7]硩{压}□{压}□{～番薯：插番薯苗}□{～豆：施豆肥}[8]□{略洗，原文作“汰”}																																																
tʰ	[7]䖳□{洁，原文作“沏”}[8]宅																																																
n	[8]拿																																																
l	[7]旯{旮～：边角头；角落}																																																
k	[7]格-隔□{～罗经}旮{～旯}[8]隔{～间里：隔房间}																																																
kʰ	[7]客																																																
ŋ	[8]□{意见～去：意见矛盾；榫头～去：榫头对不起来}																																																
x	[7]孝																																																
ts	[7]□{纃，连段苎麻纤维，原文作“绩”}窄眨仄																																																
tsʰ	[7]册																																																
s	[7]撒{～胡椒粉}																																																
#ɔʔ																																																	
p	[7]□{～侬：骂人}[8]薄箔																																																
pʰ	[7]粕																																																
m	[7]膜[8]莫																																																
t	[7]卓-桌-[8]择{掇；摘取}																																																
tʰ	[7]托{～起}																																																
n	[7]乇{呢～：什么}[8]捼{蹂躏}																																																
l	[7]□{套入}[8]□{门～：门栓}落-																																																
k	[7]角{牛～}																																																
x	[7]熇																																																
ts	[7]作做[8]□{□，原文注释不清，疑似为“敲”}																																																
s	[7]索-欶{吮，原文作“嗍”}[8]镯																																																
∅	[7]□{乖；乖巧}[8]学-																																																
#iʔ																																																	
ŋ	[7]𠁣{～𠃛：开门声}																																																
∅	[7]□{刺}																																																
#iaʔ																																																	
p	[7]壁-																																																
pʰ	[7]僻-																																																
t	[7]摘谪掷[8]籴																																																
tʰ	[7]拆{～厝：拆房子；～数：还账}																																																
n	[8]搦{～侬：抓人}																																																
l	[8]𤘃{晒物用的竹制圆形器具}																																																
ŋ	[8]额																																																
x	[7]吓-□{～件事：那件事}																																																
ts	[7]跖{足底}□{这}																																																
tsʰ	[7]刺{～鞋口，原文作“缉”}赤-□{感染}食-{～饭}勺扯{闲～}																																																
s	[8]食{～饭，多出文人之口}																																																
∅	[8]□{飞～：飞蛾}																																																
#uaʔ																																																	
∅	[8]划画{笔～}曰																																																
#uoʔ																																																	
p	[7]布{白～}剥[8]缚-																																																
pʰ	[7]铺{禃～：十华里}[8]瀑曝																																																
m	[7]墓{做～}																																																
t	[7]敠咄□{以手捉物}																																																
n	[7]□{骹～：脚软}																																																
l	[7]劣碌埒捋=[8]录绿箓																																																
ŋ	[8]玉-狱																																																
ts	[7]註{～解}痊铸烛																																																
tsʰ	[7]厝粟{稻谷}																																																
s	[7]□{削；切}																																																
∅	[7]沃{～雨}																																																
#yøʔ																																																	
t	[7]贮{贮}[8]着-																																																
tʰ	[7]□{滑溜}																																																
n	[8]箬{叶子；树叶}																																																
k	[7]决抉诀羯{阉（猪），原文作“刔”}鴃孑																																																
kʰ	[7]缺=																																																
x	[7]歇																																																
ts	[7]借																																																
tsʰ	[7]尺[8]蓆																																																
s	[7]惜{爱惜}[8]石射{～箭}□{快跑}																																																
∅	[7]钥龠阅[8]药悦																																																
#ak																																																	
p	[7]□{响声}□{□～：用稀浆糊刷在布上，使之硬化，一般用于做鞋，原文注释不清}□{火屎～出：火花溅出}[8]跋□{～薰：吸烟，原文作“拔”}																																																
pʰ	[7]啪{响声}[8]□{～的：停掉}																																																
m	[7]□{塌}																																																
t	[7]荅搭瘩褡妲笪{敲}靼剳答[8]达鞑踏																																																
tʰ	[7]塔嗒挞闼榻蹋塌沓錔{笔～}褟[8]踏{骹～：□，原文注释不清}																																																
n	[7]□{泄气}[8]捺呐纳肭讷衲																																																
l	[7]痢邋□{惹}蚓[8]剌辣腊{～月：十二月}蜡擸镴猎躐鬣粒喇捋																																																
k	[7]甲岬胛戛䰲鸽割噶蛤合{～朋友：交朋友，原文作“佮”}合{禃□十～：一升十合，原文注释不清}裌{～袄，原文作“夹”}[8]□{粘住}																																																
kʰ	[7]渴□{拾}卡{关～}恰洽[8]□{～痰：吐痰}																																																
ŋ	[7]□{鼻～：鼻梁，原文作“頞”}																																																
x	[7]喝□{～勤：努力，原文作“㔠”}[8]合{～作}閤盒颌瞎辖匣曷褐餲{一种面食}鞨																																																
ts	[7]扎札匝洽轧{～钢}[8]铡杂闸栅																																																
tsʰ	[7]诧衩刹{古～}察插擦镲礤																																																
s	[7]杀刹{～车}煞萨飒卅撒[8]霎□{蜚蠊，蟑螂，原文作“𧑎”}煠{清水煮}																																																
∅	[7]压=押鸭遏狎																																																
#ɔk																																																	
p	[7]博搏膊驳																																																
pʰ	[7]扑朴璞蝮=[8]□{生泡}																																																
m	[7]摸陌幕万{～俟：复姓}[8]莫=寞																																																
