繁體	简体	吳拼	備注
艇	艇	tʰiŋ³⁵	
挺	挺	tʰiŋ³⁵	挺直
枕	枕	tɕiŋ³⁵	
錦	锦	tɕiŋ³⁵	
緊	紧	tɕiŋ³⁵	
拯	拯	tɕiŋ³⁵	拯救
境	境	tɕiŋ³⁵	
景	景	tɕiŋ³⁵	
警	警	tɕiŋ³⁵	
井	井	tɕiŋ³⁵	
整	整	tɕiŋ³⁵	
頸	颈	tɕiŋ³⁵	
請	请	tɕʰiŋ³⁵	
沈	沈	ɕiŋ³⁵	
審	审	ɕiŋ³⁵	
省	省	ɕiŋ³⁵	反省
醒	醒	ɕiŋ³⁵	
嬸	婶	ɕiŋ³⁵	阿嬸
擤	擤	ɕiŋ³⁵	擤鼻頭：捻鼻涕
飲	饮	iŋ³⁵	
隱	隐	iŋ³⁵	
影	影	iŋ³⁵	
癊	癊	iŋ³⁵	血癊
並	并	biŋ²⁴	
錠	锭	diŋ²⁴	
領	领	liŋ²⁴	
嶺	岭	liŋ²⁴	
謹	谨	dʑiŋ²⁴	
幸	幸	ɦiŋ²⁴	
靜	静	ɦiŋ²⁴	
穎	颖	ɦiŋ²⁴	
引	引	ɦiŋ²⁴	
殯	殡	piŋ⁴⁴	
鬢	鬓	piŋ⁴⁴	
柄	柄	piŋ⁴⁴	
併	并	piŋ⁴⁴	合併
迸	迸	piŋ⁴⁴	迸裂
鈵	鈵	piŋ⁴⁴	雙方力量相等而抵住
聘	聘	pʰiŋ⁴⁴	
釘	钉	tiŋ⁴⁴	釘牢
訂	订	tiŋ⁴⁴	
澄	澄	tiŋ⁴⁴	水澄澄清
聽	听	tʰiŋ⁴⁴	
浸	浸	tɕiŋ⁴⁴	
禁	禁	tɕiŋ⁴⁴	禁止
進	进	tɕiŋ⁴⁴	
勁	劲	tɕiŋ⁴⁴	
證	证	tɕiŋ⁴⁴	
症	症	tɕiŋ⁴⁴	
敬	敬	tɕiŋ⁴⁴	
竟	竟	tɕiŋ⁴⁴	
鏡	镜	tɕiŋ⁴⁴	
正	正	tɕiŋ⁴⁴	
政	政	tɕiŋ⁴⁴	
經	经	tɕiŋ⁴⁴	經線
晉	晋	tɕiŋ⁴⁴	
撳	揿	tɕʰiŋ⁴⁴	按
親	亲	tɕʰiŋ⁴⁴	親密
趁	趁	tɕʰiŋ⁴⁴	
稱	称	tɕʰiŋ⁴⁴	稱呼
秤	秤	tɕʰiŋ⁴⁴	
慶	庆	tɕʰiŋ⁴⁴	
磬	磬	tɕʰiŋ⁴⁴	
信	信	ɕiŋ⁴⁴	
訊	讯	ɕiŋ⁴⁴	
勝	胜	ɕiŋ⁴⁴	
釁	衅	ɕiŋ⁴⁴	
迅	迅	ɕiŋ⁴⁴	迅速
汛	汛	ɕiŋ⁴⁴	定期漲潮水：春汛
蔭	荫	iŋ⁴⁴	
印	印	iŋ⁴⁴	
熨	熨	iŋ⁴⁴	熨鬥
應	应	iŋ⁴⁴	響應
病	病	biŋ¹³	
命	命	miŋ¹³	
定	定	diŋ¹³	
碇	碇	diŋ¹³	漁業上的張網作者固定器具，形如錨
吝	吝	liŋ¹³	
另	另	liŋ¹³	
僅	仅	dʑiŋ¹³	
陣	阵	dʑiŋ¹³	
勁	劲	dʑiŋ¹³	
剩	剩	dʑiŋ¹³	
競	竞	dʑiŋ¹³	
鄭	郑	dʑiŋ¹³	
嵊	嵊	dʑiŋ¹³	嵊泗，地名
蕈	蕈	dʑiŋ¹³	香蕈：香菇
埕	埕	dʑiŋ¹³	酒埕：裝酒的壇
認	认	ȵiŋ¹³	
韌	韧	ȵiŋ¹³	
寧	宁	ȵiŋ¹³	寧可
䵑	䵑	ȵiŋ¹³	粘性大：湯糰䵑滴滴
葚	葚	ʑiŋ¹³	桑葚
行	行	ʑiŋ¹³	品行
淨	净	ʑiŋ¹³	
盛	盛	ʑiŋ¹³	
掍	掍	kuɐŋ⁵³	掍邊：用線縫邊
昆	昆	kʰuɐŋ⁵³	
坤	坤	kʰuɐŋ⁵³	
琨	琨	kʰuɐŋ⁵³	
鯤	鲲	kʰuɐŋ⁵³	
昏	昏	huɐŋ⁵³	
婚	婚	huɐŋ⁵³	
葷	荤	huɐŋ⁵³	
溫	温	uɐŋ⁵³	
瘟	瘟	uɐŋ⁵³	
魂	魂	ɦuɐŋ²²	
餛	馄	ɦuɐŋ²²	餛飩
渾	浑	ɦuɐŋ²²	
滾	滚	kuɐŋ³⁵	
捆	捆	kʰuɐŋ³⁵	
穩	稳	uɐŋ³⁵	
混	混	ɦuɐŋ²⁴	
棍	棍	kuɐŋ⁴⁴	棍子
睏	睏	kʰuɐŋ⁴⁴	睏覺
困	困	kʰuɐŋ⁴⁴	
綑	綑	kʰuɐŋ⁴⁴	
搵	揾	uɐŋ⁴⁴	蘸：搵醬油
諢	诨	ɦuɐŋ¹³	擾亂：諢打（擾亂別人談話）
風	风	foŋ⁵³	
楓	枫	foŋ⁵³	
瘋	疯	foŋ⁵³	
封	封	foŋ⁵³	
峯	峰	foŋ⁵³	
鋒	锋	foŋ⁵³	
蜂	蜂	foŋ⁵³	
諷	讽	foŋ⁵³	
丰	丰	foŋ⁵³	
豐	丰	foŋ⁵³	
烽	烽	foŋ⁵³	
東	东	toŋ⁵³	
冬	冬	toŋ⁵³	
倲	㑈	toŋ⁵³	老木仃倲：形容老年人行動遲緩遲鈍
通	通	tʰoŋ⁵³	
珍	珍	tsoŋ⁵³	
真	真	tsoŋ⁵³	
診	诊	tsoŋ⁵³	
疹	疹	tsoŋ⁵³	
肫	肫	tsoŋ⁵³	雞肫皮：雞胃的內膜
棕	棕	tsoŋ⁵³	
鬃	鬃	tsoŋ⁵³	
宗	宗	tsoŋ⁵³	
中	中	tsoŋ⁵³	
終	终	tsoŋ⁵³	
忠	忠	tsoŋ⁵³	
蹤	踪	tsoŋ⁵³	
縱	纵	tsoŋ⁵³	
鍾	钟	tsoŋ⁵³	
盅	盅	tsoŋ⁵³	茶盅：茶杯
春	春	tsʰoŋ⁵³	
聰	聪	tsʰoŋ⁵³	
匆	匆	tsʰoŋ⁵³	
蔥	葱	tsʰoŋ⁵³	
囪	囱	tsʰoŋ⁵³	
充	充	tsʰoŋ⁵³	
衝	冲	tsʰoŋ⁵³	
沖	冲	tsʰoŋ⁵³	
從	从	tsʰoŋ⁵³	從容
皴	皴	tsʰoŋ⁵³	皴㿭：皮膚受寒而裂
㷓	㷓	tsʰoŋ⁵³	火㷓：手爐
身	身	soŋ⁵³	
申	申	soŋ⁵³	
伸	伸	soŋ⁵³	
旬	旬	soŋ⁵³	
荀	荀	soŋ⁵³	
松	松	soŋ⁵³	
鬆	松	soŋ⁵³	
嵩	嵩	soŋ⁵³	
叔	叔	soŋ⁵³	阿叔：鄉下叫夫之弟
公	公	koŋ⁵³	
蚣	蚣	koŋ⁵³	蜈蚣
工	工	koŋ⁵³	
功	功	koŋ⁵³	
攻	攻	koŋ⁵³	
弓	弓	koŋ⁵³	
躬	躬	koŋ⁵³	
宮	宫	koŋ⁵³	
恭	恭	koŋ⁵³	
供	供	koŋ⁵³	供品
龔	龚	koŋ⁵³	
肛	肛	koŋ⁵³	胴肛：大腸末端
拱	拱	koŋ⁵³	攻、走：拱卒
魟	魟	koŋ⁵³	魟魚
空	空	kʰoŋ⁵³	
轟	轰	hoŋ⁵³	
烘	烘	hoŋ⁵³	烘幹
蕻	蕻	hoŋ⁵³	雪裏蕻：菜名
翁	翁	oŋ⁵³	
嗡	嗡	oŋ⁵³	
蓬	蓬	boŋ²²	
篷	篷	boŋ²²	
塳	塳	boŋ²²	塳塵：塵埃
髼	髼	boŋ²²	髼鬆：頭髮散亂
槰	槰	boŋ²²	柴槰：柴垛
蒙	蒙	moŋ²²	
懞	懞	moŋ²²	
蠓	蠓	moŋ²²	
逢	逢	voŋ²²	
縫	缝	voŋ²²	
馮	冯	voŋ²²	姓
同	同	doŋ²²	
銅	铜	doŋ²²	
桐	桐	doŋ²²	
童	童	doŋ²²	
瞳	瞳	doŋ²²	
胴	胴	doŋ²²	胴肛：大腸末端
烔	烔	doŋ²²	暖和：熱烔烔
農	农	noŋ²²	
儂	侬	noŋ²²	
籠	笼	loŋ²²	
聾	聋	loŋ²²	
攏	拢	loŋ²²	靠攏
隆	隆	loŋ²²	
龍	龙	loŋ²²	
隴	陇	loŋ²²	
壠	垅	loŋ²²	田壠：菜畦
礱	砻	loŋ²²	磨谷用器具
蟲	虫	dzoŋ²²	
叢	丛	dzoŋ²²	
重	重	dzoŋ²²	重復
從	从	dzoŋ²²	跟從
慫	怂	dzoŋ²²	慫恿
辰	辰	zoŋ²²	
晨	晨	zoŋ²²	
娠	娠	zoŋ²²	
忍	忍	zoŋ²²	
腎	肾	zoŋ²²	
循	循	zoŋ²²	
巡	巡	zoŋ²²	
脣	唇	zoŋ²²	
純	纯	zoŋ²²	
醇	醇	zoŋ²²	
茸	茸	zoŋ²²	參茸
人	人	zoŋ²²	
仁	仁	zoŋ²²	仁義
虹	虹	ɦoŋ²²	
弘	弘	ɦoŋ²²	
宏	宏	ɦoŋ²²	
紅	红	ɦoŋ²²	
洪	洪	ɦoŋ²²	
鴻	鸿	ɦoŋ²²	
捧	捧	pʰoŋ³⁵	
懂	懂	toŋ³⁵	
董	董	toŋ³⁵	
捅	捅	tʰoŋ³⁵	捅破
統	统	tʰoŋ³⁵	
準	准	tsoŋ³⁵	
總	总	tsoŋ³⁵	
冢	冢	tsoŋ³⁵	墳墓：義冢地（公衆埋葬地）
種	种	tsoŋ³⁵	種類
腫	肿	tsoŋ³⁵	腫塊
蠢	蠢	tsʰoŋ³⁵	
寵	宠	tsʰoŋ³⁵	
揔	揔	tsʰoŋ³⁵	揔手：扒手
筍	笋	soŋ³⁵	
榫	榫	soŋ³⁵	榫頭
慫	怂	soŋ³⁵	弄慫人家：作弄人
拱	拱	koŋ³⁵	拱手
鞏	巩	koŋ³⁵	
孔	孔	kʰoŋ³⁵	
恐	恐	kʰoŋ³⁵	
哄	哄	hoŋ³⁵	
奉	奉	voŋ²⁴	
桶	桶	doŋ²⁴	
動	动	doŋ²⁴	
筒	筒	doŋ²⁴	
儂	侬	noŋ²⁴	你
重	重	dzoŋ²⁴	輕重
忍	忍	zoŋ²⁴	忍耐
俸	俸	foŋ⁴⁴	
凍	冻	toŋ⁴⁴	
棟	栋	toŋ⁴⁴	
𤷆	𤷆	toŋ⁴⁴	因受凍而得病
痛	痛	tʰoŋ⁴⁴	
𪖵	𪖵	ʔnoŋ⁴⁴	𪖵鼻頭：鼻子不通，說話帶鼻音
鎮	镇	tsoŋ⁴⁴	
振	振	tsoŋ⁴⁴	
震	震	tsoŋ⁴⁴	
俊	俊	tsoŋ⁴⁴	
糉	粽	tsoŋ⁴⁴	
峻	峻	tsoŋ⁴⁴	
縱	纵	tsoŋ⁴⁴	放縱
種	种	tsoŋ⁴⁴	種樹
楤	楤	tsʰoŋ⁴⁴	柴楤：兩頭尖的扁擔
銃	铳	tsʰoŋ⁴⁴	舊時的響器
𧼙	𧼙	tsʰoŋ⁴⁴	走路不穩
𠑙	𠑙	tsʰoŋ⁴⁴	七𠑙八跌：走路不穩
𥅻	𥅻	tsʰoŋ⁴⁴	瞌𥅻
掱	掱	tsʰoŋ⁴⁴	掱手，扒手小偷
殉	殉	soŋ⁴⁴	
舜	舜	soŋ⁴⁴	
送	送	soŋ⁴⁴	
誦	诵	soŋ⁴⁴	
頌	颂	soŋ⁴⁴	
訟	讼	soŋ⁴⁴	
貢	贡	koŋ⁴⁴	
汞	汞	koŋ⁴⁴	
供	供	koŋ⁴⁴	上供
空	空	kʰoŋ⁴⁴	空缺
控	控	kʰoŋ⁴⁴	
轟	轰	hoŋ⁴⁴	
甕	瓮	hoŋ⁴⁴	甕洞捉鱉，十拿九穩
鎓	鎓	hoŋ⁴⁴	鋤頭鎓：鋤頭裝柄處
槰	槰	boŋ¹³	樹槰。稻槰：稻垛
夢	梦	moŋ¹³	
鳳	凤	voŋ¹³	
縫	缝	voŋ¹³	一條縫
洞	洞	doŋ¹³	
膿	脓	noŋ¹³	
弄	弄	noŋ¹³	咋弄弄：怎麼辦
弄	弄	loŋ¹³	弄堂：巷
仲	仲	dzoŋ¹³	
任	任	zoŋ¹³	任
紝	纴	zoŋ¹³	
慎	慎	zoŋ¹³	
順	顺	zoŋ¹³	
潤	润	zoŋ¹³	
冗	冗	zoŋ¹³	
訟	讼	zoŋ¹³	訴訟
誦	诵	zoŋ¹³	
頌	颂	zoŋ¹³	
仞	仞	zoŋ¹³	兩臂伸開的長度
認	认	zoŋ¹³	
刃	刃	zoŋ¹³	
共	共	ɡoŋ¹³	
均	均	tɕyoŋ⁵³	
鈞	钧	tɕyoŋ⁵³	
軍	军	tɕyoŋ⁵³	
君	君	tɕyoŋ⁵³	
迥	迥	tɕyoŋ⁵³	
楎	楎	tɕyoŋ⁵³	穿楎：牛鼻貫以短木
窘	窘	tɕʰyoŋ⁵³	
菌	菌	tɕʰyoŋ⁵³	
頃	顷	tɕʰyoŋ⁵³	
薰	熏	ɕyoŋ⁵³	
勳	勋	ɕyoŋ⁵³	
胸	胸	ɕyoŋ⁵³	
兄	兄	ɕyoŋ⁵³	
凶	凶	ɕyoŋ⁵³	
兇	凶	ɕyoŋ⁵³	
薰	薰	ɕyoŋ⁵³	
雍	雍	yoŋ⁵³	
癰	痈	yoŋ⁵³	
擁	拥	yoŋ⁵³	
羣	群	dʑyoŋ²²	
裙	裙	dʑyoŋ²²	
窮	穷	dʑyoŋ²²	
瓊	琼	dʑyoŋ²²	
戎	戎	ȵyoŋ²²	
絨	绒	ȵyoŋ²²	
濃	浓	ȵyoŋ²²	
勻	匀	ɦyoŋ²²	
允	允	ɦyoŋ²²	
云	云	ɦyoŋ²²	
雲	云	ɦyoŋ²²	
雄	雄	ɦyoŋ²²	
熊	熊	ɦyoŋ²²	
融	融	ɦyoŋ²²	
容	容	ɦyoŋ²²	
蓉	蓉	ɦyoŋ²²	芙蓉
庸	庸	ɦyoŋ²²	
溶	溶	ɦyoŋ²²	
榮	荣	ɦyoŋ²²	
螢	萤	ɦyoŋ²²	
窘	窘	tɕyoŋ³⁵	
炯	炯	tɕyoŋ³⁵	
迥	迥	tɕyoŋ³⁵	
菌	菌	tɕʰyoŋ³⁵	細菌
永	永	yoŋ³⁵	
詠	咏	yoŋ³⁵	
泳	泳	yoŋ³⁵	
勇	勇	yoŋ³⁵	
涌	涌	yoŋ³⁵	
甬	甬	yoŋ³⁵	
蛹	蛹	yoŋ³⁵	蠶蛹
孕	孕	ɦyoŋ²⁴	懷孕
訓	训	ɕyoŋ⁴⁴	
嗅	嗅	ɕyoŋ⁴⁴	用鼻嗅嗅看
供	供	tɕyoŋ⁴⁴	供養
蠢	蠢	tɕʰyoŋ⁴⁴	蠢頭子：傻子一樣的人
壅	壅	yoŋ⁴⁴	壅地：施肥
甕	甕	yoŋ⁴⁴	
郡	郡	dʑyoŋ¹³	
閏	闰	ɦyoŋ¹³	
韻	韵	ɦyoŋ¹³	
運	运	ɦyoŋ¹³	
用	用	ɦyoŋ¹³	
暈	晕	ɦyoŋ¹³	
傭	佣	ɦyoŋ¹³	傭人
孕	孕	ɦyoŋ¹³	
八	八	pɐʔ⁵	
鉢	钵	pɐʔ⁵	
撥	拨	pɐʔ⁵	
不	不	pɐʔ⁵	
百	百	pɐʔ⁵	
柏	柏	pɐʔ⁵	
伯	伯	pɐʔ⁵	
迫	迫	pɐʔ⁵	
粕	粕	pɐʔ⁵	布粕
缽	缽	pɐʔ⁵	陶製盛器
潑	泼	pʰɐʔ⁵	
泊	泊	pʰɐʔ⁵	
拍	拍	pʰɐʔ⁵	
魄	魄	pʰɐʔ⁵	
帕	帕	pʰɐʔ⁵	
擘	擘	pʰɐʔ⁵	
𤖼	𤖼	pʰɐʔ⁵	𤖼開：撕開、分開
發	发	fɐʔ⁵	
髮	发	fɐʔ⁵	
法	法	fɐʔ⁵	
勿	勿	fɐʔ⁵	
弗	弗	fɐʔ⁵	
答	答	tɐʔ⁵	
搭	搭	tɐʔ⁵	動詞：搭搭開（分分開）介詞：我搭儂講（我同你說）
掇	掇	tɐʔ⁵	端也
得	得	tɐʔ⁵	
德	德	tɐʔ⁵	
㿯	㿯	tɐʔ⁵	皮膚寬鬆：寬㿯㿯
塔	塔	tʰɐʔ⁵	
搨	搨	tʰɐʔ⁵	
塌	塌	tʰɐʔ⁵	
榻	榻	tʰɐʔ⁵	
獺	獭	tʰɐʔ⁵	水獺
脫	脱	tʰɐʔ⁵	
忒	忒	tʰɐʔ⁵	
禿	秃	tʰɐʔ⁵	
脫	脱	tʰɐʔ⁵	脫手：手中的貨賣完了
𡍲	𡍲	tʰɐʔ⁵	地方：堂𡍲（這裏）
鰨	鳎	tʰɐʔ⁵	鰙鰨：比目魚
遢	遢	tʰɐʔ⁵	邋遢：不清潔
拓	拓	tʰɐʔ⁵	拓片
蛻	蜕	tʰɐʔ⁵	蛻皮
扎	扎	tsɐʔ⁵	
札	札	tsɐʔ⁵	
卒	卒	tsɐʔ⁵	
則	则	tsɐʔ⁵	
側	侧	tsɐʔ⁵	側面
摘	摘	tsɐʔ⁵	
責	责	tsɐʔ⁵	
只	只	tsɐʔ⁵	
鍘	铡	tsɐʔ⁵	鍘刀
仄	仄	tsɐʔ⁵	
𡇠	𡇠	tsɐʔ⁵	堅固：𡇠硬
隻	隻	tsɐʔ⁵	
插	插	tsʰɐʔ⁵	
擦	擦	tsʰɐʔ⁵	
察	察	tsʰɐʔ⁵	
撮	撮	tsʰɐʔ⁵	
測	测	tsʰɐʔ⁵	
拆	拆	tsʰɐʔ⁵	
策	策	tsʰɐʔ⁵	
冊	册	tsʰɐʔ⁵	
斥	斥	tsʰɐʔ⁵	
尺	尺	tsʰɐʔ⁵	
㿭	㿭	tsʰɐʔ⁵	皴㿭：皮膚開裂
轍	辙	tsʰɐʔ⁵	
側	侧	tsʰɐʔ⁵	側綱繩：加固網口主繩
薩	萨	sɐʔ⁵	
殺	杀	sɐʔ⁵	
瑟	瑟	sɐʔ⁵	
虱	虱	sɐʔ⁵	
蝨	虱	sɐʔ⁵	
率	率	sɐʔ⁵	率領
蟀	蟀	sɐʔ⁵	蟋蟀
塞	塞	sɐʔ⁵	
色	色	sɐʔ⁵	
嗇	啬	sɐʔ⁵	吝嗇
柵	栅	sɐʔ⁵	
眨	眨	sɐʔ⁵	
煞	煞	sɐʔ⁵	
撒	撒	sɐʔ⁵	撒手不管
鴿	鸽	kɐʔ⁵	
蛤	蛤	kɐʔ⁵	
夾	夹	kɐʔ⁵	
割	割	kɐʔ⁵	
葛	葛	kɐʔ⁵	
格	格	kɐʔ⁵	
隔	隔	kɐʔ⁵	
疙	疙	kɐʔ⁵	疙瘩
嗝	嗝	kɐʔ⁵	打嗝頓：中間停頓
膈	膈	kɐʔ⁵	膈膜
合	合	kɐʔ⁵	十合爲一升
甲	甲	kɐʔ⁵	盔甲
磕	磕	kʰɐʔ⁵	
渴	渴	kʰɐʔ⁵	
刻	刻	kʰɐʔ⁵	
克	克	kʰɐʔ⁵	
客	客	kʰɐʔ⁵	
掐	掐	kʰɐʔ⁵	
甲	甲	kʰɐʔ⁵	指甲
胛	胛	kʰɐʔ⁵	肩胛
瞌	瞌	kʰɐʔ⁵	瞌𥅻
咳	咳	kʰɐʔ⁵	
扤	扤	ʔŋɐʔ⁵	搖動：瓶子扤一扤（瓶子輕輕搖動）
黑	黑	hɐʔ⁵	
瞎	瞎	hɐʔ⁵	
嚇	吓	hɐʔ⁵	
赫	赫	hɐʔ⁵	
駭	骇	hɐʔ⁵	
喝	喝	hɐʔ⁵	
郝	郝	hɐʔ⁵	
壓	压	ɐʔ⁵	
押	押	ɐʔ⁵	
扼	扼	ɐʔ⁵	
軛	轭	ɐʔ⁵	牛軛
藹	蔼	ɐʔ⁵	
鴨	鸭	ɐʔ⁵	鴨蛋
阿	阿	ɐʔ⁵	阿哥
拔	拔	bɐʔ¹²	
勃	勃	bɐʔ¹²	
渤	渤	bɐʔ¹²	
脖	脖	bɐʔ¹²	
浡	浡	bɐʔ¹²	
白	白	bɐʔ¹²	
帛	帛	bɐʔ¹²	
𡋯	𡋯	bɐʔ¹²	泥𡋯：泥塊
鼻	鼻	bɐʔ¹²	鼻頭官：鼻子
抹	抹	mɐʔ¹²	
末	末	mɐʔ¹²	
沫	沫	mɐʔ¹²	
襪	袜	mɐʔ¹²	
沒	没	mɐʔ¹²	嘸沒：沒有
默	默	mɐʔ¹²	
陌	陌	mɐʔ¹²	
麥	麦	mɐʔ¹²	
脈	脉	mɐʔ¹²	
𧻙	𧻙	mɐʔ¹²	轉彎𧻙角
麼	么	mɐʔ¹²	格麼：那麼
乏	乏	vɐʔ¹²	
伐	伐	vɐʔ¹²	
筏	筏	vɐʔ¹²	
罰	罚	vɐʔ¹²	
物	物	vɐʔ¹²	
佛	佛	vɐʔ¹²	
勿	勿	vɐʔ¹²	
𠲎	𠲎	vɐʔ¹²	
踏	踏	dɐʔ¹²	
沓	沓	dɐʔ¹²	
達	达	dɐʔ¹²	
奪	夺	dɐʔ¹²	
突	突	dɐʔ¹²	
特	特	dɐʔ¹²	
疊	叠	dɐʔ¹²	一疊
凸	凸	dɐʔ¹²	
納	纳	nɐʔ¹²	
捺	捺	nɐʔ¹²	
臘	腊	lɐʔ¹²	
蠟	蜡	lɐʔ¹²	
獵	猎	lɐʔ¹²	
辣	辣	lɐʔ¹²	
捋	捋	lɐʔ¹²	捋袖子
劣	劣	lɐʔ¹²	
肋	肋	lɐʔ¹²	
勒	勒	lɐʔ¹²	
邋	邋	lɐʔ¹²	邋遢：不清潔
迾	迾	lɐʔ¹²	遮迾：遮擋
鑞	镴	lɐʔ¹²	鑞茶壺
嘞	嘞	lɐʔ¹²	
𢈠	𢈠	lɐʔ¹²	𢈠腳屋：最差的屋子
雜	杂	dzɐʔ¹²	
澤	泽	dzɐʔ¹²	
擇	择	dzɐʔ¹²	
宅	宅	dzɐʔ¹²	
閘	闸	zɐʔ¹²	
鍘	铡	zɐʔ¹²	鍘刀
賊	贼	zɐʔ¹²	
石	石	zɐʔ¹²	
煠	煠	zɐʔ¹²	油煠鬼：油條
𧾁	𧾁	zɐʔ¹²	亂竄：𧾁來𧾁去
軋	轧	ɡɐʔ¹²	軋碎
戛	戛	ɡɐʔ¹²	
額	额	ŋɐʔ¹²	
合	合	ɦɐʔ¹²	
盒	盒	ɦɐʔ¹²	
狹	狭	ɦɐʔ¹²	
匣	匣	ɦɐʔ¹²	
核	核	ɦɐʔ¹²	
轄	辖	ɦɐʔ¹²	直轄市
峽	峡	tɕiɐʔ⁵	
爵	爵	tɕiɐʔ⁵	
酌	酌	tɕiɐʔ⁵	
腳	脚	tɕiɐʔ⁵	
甲	甲	tɕiɐʔ⁵	
胛	胛	tɕiɐʔ⁵	
恰	恰	tɕʰiɐʔ⁵	
雀	雀	tɕʰiɐʔ⁵	山雀
鵲	鹊	tɕʰiɐʔ⁵	
卻	却	tɕʰiɐʔ⁵	
掐	掐	tɕʰiɐʔ⁵	
洽	洽	tɕʰiɐʔ⁵	接洽
削	削	ɕiɐʔ⁵	
約	约	iɐʔ⁵	
瘧	疟	ȵiɐʔ¹²	
藥	药	ɦiɐʔ¹²	
葯	药	ɦiɐʔ¹²	
鑰	钥	ɦiɐʔ¹²	鑰匙
躍	跃	ɦiɐʔ¹²	
弱	弱	ɦiɐʔ¹²	
刮	刮	kuɐʔ⁵	
括	括	kuɐʔ⁵	
聒	聒	kuɐʔ⁵	
骨	骨	kuɐʔ⁵	
摑	掴	kuɐʔ⁵	摑耳光
簂	簂	kuɐʔ⁵	帽簂：帽沿
闊	阔	kʰuɐʔ⁵	
擴	扩	kʰuɐʔ⁵	
窟	窟	kʰuɐʔ⁵	
豁	豁	huɐʔ⁵	
忽	忽	huɐʔ⁵	
劐	劐	huɐʔ⁵	劐開：割開
㧾	㧾	huɐʔ⁵	㧾令子：暗示
挖	挖	uɐʔ⁵	
𩑦	𩑦	uɐʔ⁵	溺死
屋	屋	uɐʔ⁵	屋裏
殟	殟	uɐʔ⁵	胃不適：殟老老（胃難過）
活	活	ɦuɐʔ¹²	
滑	滑	ɦuɐʔ¹²	
猾	猾	ɦuɐʔ¹²	
核	核	ɦuɐʔ¹²	桃核
獲	获	ɦuɐʔ¹²	
劃	划	ɦuɐʔ¹²	劃開
還	还	ɦuɐʔ¹²	還即，剛剛
惑	惑	ɦuɐʔ¹²	疑心疑惑
決	决	tɕyɐʔ⁵	
厥	厥	tɕyɐʔ⁵	
橘	橘	tɕyɐʔ⁵	
菊	菊	tɕyɐʔ⁵	
掬	掬	tɕyɐʔ⁵	
鞠	鞠	tɕyɐʔ⁵	
缺	缺	tɕʰyɐʔ⁵	
確	确	tɕʰyɐʔ⁵	
曲	曲	tɕʰyɐʔ⁵	
喫	吃	tɕʰyɐʔ⁵	喫飯。喫酒。喫菸。
血	血	ɕyɐʔ⁵	
畜	畜	ɕyɐʔ⁵	畜牧
蓄	蓄	ɕyɐʔ⁵	
恤	恤	ɕyɐʔ⁵	
抈	抈	yɐʔ⁵	
橛	橛	dʑyɐʔ¹²	一橛：一段
鐲	镯	dʑyɐʔ¹²	
局	局	dʑyɐʔ¹²	
蹶	蹶	dʑyɐʔ¹²	蹺
撅	撅	dʑyɐʔ¹²	
肉	肉	ȵyɐʔ¹²	
玉	玉	ȵyɐʔ¹²	
𢫭	𢫭	ȵyɐʔ¹²	揉：𢫭面
悅	悦	ɦyɐʔ¹²	
月	月	ɦyɐʔ¹²	
越	越	ɦyɐʔ¹²	
閱	阅	ɦyɐʔ¹²	
曰	曰	ɦyɐʔ¹²	
粵	粤	ɦyɐʔ¹²	
穴	穴	ɦyɐʔ¹²	
樂	乐	ɦyɐʔ¹²	音樂
域	域	ɦyɐʔ¹²	
疫	疫	ɦyɐʔ¹²	
役	役	ɦyɐʔ¹²	
育	育	ɦyɐʔ¹²	
欲	欲	ɦyɐʔ¹²	
浴	浴	ɦyɐʔ¹²	
獄	狱	ɦyɐʔ¹²	
剝	剥	poʔ⁵	
駁	驳	poʔ⁵	
卜	卜	poʔ⁵	
博	博	poʔ⁵	
北	北	poʔ⁵	
樸	朴	pʰoʔ⁵	
撲	扑	pʰoʔ⁵	
仆	仆	pʰoʔ⁵	
𩔈	𩔈	pʰoʔ⁵	發𩔈：溺屍泡脹
醭	醭	pʰoʔ⁵	
福	福	foʔ⁵	
幅	幅	foʔ⁵	
蝠	蝠	foʔ⁵	蝙蝠
複	复	foʔ⁵	
腹	腹	foʔ⁵	
蝮	蝮	foʔ⁵	
覆	覆	foʔ⁵	反覆
篤	笃	toʔ⁵	篤定
督	督	toʔ⁵	
豛	豛	toʔ⁵	豛鼓：小鼓
厾	厾	toʔ⁵	厾落：掉下、遺失
𧝴	𧝴	toʔ⁵	𧝴角：衣服拼角
㧻	㧻	toʔ⁵	直擊：過去
拓	拓	tʰoʔ⁵	開拓
託	托	tʰoʔ⁵	
庹	庹	tʰoʔ⁵	拇指與中指伸開的長度
忲	忲	tʰoʔ⁵	體忲：辦事有條理效果好
袥	袥	tʰoʔ⁵	墊肩
睩	睩	ʔloʔ⁵	注視：眼睛睩來睩去
碌	碌	ʔloʔ⁵	
摝	摝	ʔloʔ⁵	搖：摝摝其（搖搖它）
浙	浙	tsoʔ⁵	
拙	拙	tsoʔ⁵	笨拙
作	作	tsoʔ⁵	
卓	卓	tsoʔ⁵	
啄	啄	tsoʔ⁵	
琢	琢	tsoʔ⁵	
足	足	tsoʔ⁵	
捉	捉	tsoʔ⁵	
㰵	㰵	tsoʔ⁵	用力吸：㰵奶
蜇	蜇	tsoʔ⁵	海蜇
竹	竹	tsoʔ⁵	
築	筑	tsoʔ⁵	
