字	音	注
□	tsʰai[2]	臭～：馊
□	tsʰai[2]	kʰy22～：猪圈
凑	tsʰai[5]	
□	sai[3]	kɛ44～：鸡窝；kʰy42～；猪窝
扫	sai[5]	
瘦	sai[5]	又音ʃuɛ44
□	kai[1]	～lai44：佗背
勾	kai[1]	
钩	kai[1]	
沟	kai[1]	
狗	kai[3]	
够	kai[5]	
抠	kʰai[1]	文读
猴	kʰai[2]	
口	kʰai[3]	
扣	kʰai[5]	
侯	hai[2]	姓
喉	hai[2]	
候	hai[6]	ʃi22～；时候
后	hai[6]	～面
□	ŋai[3]	丑，不好看
瓯	∅ai[1]	建～
呕	∅ai[3]	
标	piau[1]	
表	piau[3]	
飘	pʰiau[1]	
瓢	pʰiau[2]	
薸	pʰiau[2]	浮萍
漂	pʰiau[3]	
票	pʰiau[5]	
苗	miau[2]	
秒	miau[3]	
庙	miau[6]	
妙	miau[6]	文读
刁	tiau[1]	
雕	tiau[1]	
钓	tiau[5]	
吊	tiau[5]	
调	tiau[5]	
超	tʰiau[1]	
条	tʰiau[2]	
调	tʰiau[2]	
□	tʰiau[3]	当面骂
挑	tʰiau[3]	
跳	tʰiau[5]	
疗	liau[2]	文读
辽	liau[2]	文读
料	liau[6]	文读，又音lau51
蕉	tʃiau[1]	香～
椒	tʃiau[1]	huan44～：番～
锹	tʃʰiau[1]	
俏	tʃʰiau[5]	美
消	ʃiau[1]	文读
宵	ʃiau[1]	
硝	ʃiau[1]	
销	ʃiau[1]	
萧	ʃiau[1]	文读
箫	ʃiau[1]	
屑	ʃiau[1]	tʰai22-44～：头皮屑
小	ʃiau[3]	
饺	kiau[3]	
叫	kiau[5]	
乔	kʰiau[2]	
桥	kʰiau[2]	
侨	kʰiau[2]	
养	kʰiau[2]	又音kʰio22
巧	kʰiau[3]	
轿	kʰiau[6]	tsʰuɛʔ32～：坐轿
妖	∅iau[1]	
腰	∅iau[1]	
要	∅iau[1]	又音iɔ̃51
窖	∅iau[2]	
摇	∅iau[2]	
窑	∅iau[2]	
姚	∅iau[2]	
谣	∅iau[2]	tso44～；造谣
尧	∅iau[2]	
舀	∅iau[3]	文读
耀	∅iau[6]	文读
尿	∅iau[6]	
□	pʰø̃[2]	水沸腾
膨	pʰø̃[2]	
喷	pʰø̃[5]	
春	tʰø̃[1]	又音tʃʰyø̃44
□	tʰø̃[2]	～lã42：干涉
传	tʰø̃[2]	
椽	tʰø̃[2]	
□	lø̃[1]	kø̃44～：缩成一团
专	tʃø̃[1]	
砖	tʃø̃[1]	
遵	tʃø̃[1]	文读
转	tʃø̃[3]	
准	tʃø̃[3]	
全	tʃʰø̃[1]	
泉	tʃʰø̃[1]	
川	tʃʰø̃[1]	
穿	tʃʰø̃[1]	
伸	tʃʰø̃[1]	白读，又音ʃin44
春	tʃʰø̃[1]	又音tʰø̃44
串	tʃʰø̃[5]	
闩	ʃø̃[1]	
宣	ʃø̃[1]	
旋	ʃø̃[1]	
纯	ʃø̃[2]	
旬	ʃø̃[2]	文读
巡	ʃø̃[2]	文读
循	ʃø̃[2]	文读
船	ʃø̃[2]	
卵	ʃø̃[3]	ke44～-22：鸡蛋
选	ʃø̃[3]	
笋	ʃø̃[3]	
筋	kø̃[1]	白读，又音kiŋ44
均	kø̃[1]	
菌	kø̃[1]	细～。又音kø̃42
君	kø̃[1]	
军	kø̃[1]	
□	kø̃[2]	阉鸡牛猪。又音ɔ̃44
卷	kø̃[2]	动词
捐	kø̃[2]	
群	kø̃[2]	
裙	kø̃[2]	
菌	kø̃[3]	菇
眷	kø̃[5]	
卷	kø̃[5]	～子
圈	kʰø̃[1]	
拳	kʰø̃[2]	
权	kʰø̃[2]	
劝	kʰø̃[5]	
券	kʰø̃[5]	
玄	hø̃[2]	
悬	hø̃[2]	
训	hø̃[6]	
冤	ŋø̃[1]	～ŋɔ̃22
渊	ŋø̃[1]	文读
园	ŋø̃[2]	幼儿～
元	ŋø̃[2]	～tan51：～旦
完	ŋø̃[2]	
丸	ŋø̃[2]	
员	ŋø̃[2]	
缘	ŋø̃[2]	
原	ŋø̃[2]	
源	ŋø̃[2]	
袁	ŋø̃[2]	
援	ŋø̃[2]	文读
软	ŋø̃[3]	
院	ŋø̃[6]	
愿	ŋø̃[6]	
怨	ŋø̃[6]	
匀	∅ø̃[2]	
云	∅ø̃[2]	
允	∅ø̃[3]	文读
熨	∅ø̃[6]	文读
运	∅ø̃[6]	
鞭	pɛ̃[1]	
编	pɛ̃[1]	
边	pɛ̃[1]	
扁	pɛ̃[3]	
匾	pɛ̃[3]	
辨	pɛ̃[5]	
辩	pɛ̃[5]	
变	pɛ̃[5]	
篇	pʰɛ̃[1]	
偏	pʰɛ̃[1]	
便	pʰɛ̃[2]	
彭	pʰɛ̃[2]	
棚	pʰɛ̃[2]	
劈	pʰɛ̃[3]	文读
骗	pʰɛ̃[5]	
遍	pʰɛ̃[5]	
片	pʰɛ̃[5]	
便	pʰɛ̃[6]	
冥	mɛ̃[1]	ɔ̃35～：夜里。又音mɔ̃22
绵	mɛ̃[2]	
棉	mɛ̃[2]	
免	mɛ̃[3]	
勉	mɛ̃[3]	
面	mɛ̃[6]	
孟	mɛ̃[6]	
梦	mɛ̃[6]	白读，pʰaʔ32～：作～；又音moŋ51
颠	tɛ̃[1]	
瞪	tɛ̃[1]	
钉	tɛ̃[1]	名词
㬹	tɛ̃[1]	骹～：脚跟；校：原作⿰骨丁
点	tɛ̃[3]	几～。又音tɔ̃42
典	tɛ̃[3]	
等	tɛ̃[3]	
顶	tɛ̃[3]	
凳	tɛ̃[5]	
店	tɛ̃[5]	
钉	tɛ̃[5]	动词
订	tɛ̃[5]	
定	tɛ̃[5]	～做。又音tʰiŋ51
添	tʰɛ̃[1]	
藤	tʰɛ̃[2]	
亭	tʰɛ̃[2]	
电	tʰɛ̃[6]	
奠	tʰɛ̃[6]	
垫	tʰɛ̃[6]	
邓	tʰɛ̃[6]	
□	lɛ̃[1]	乳汁；乳房
连	lɛ̃[1]	
联	lɛ̃[1]	
□	lɛ̃[1]	a44～；娘，面称
帘	lɛ̃[2]	文读
怜	lɛ̃[2]	
莲	lɛ̃[2]	
能	lɛ̃[2]	
练	lɛ̃[6]	
链	lɛ̃[6]	
恋	lɛ̃[6]	
浅	tsʰɛ̃[3]	
溅	tsʰɛ̃[5]	
仙	sɛ̃[1]	
鲜	sɛ̃[1]	
星	sɛ̃[1]	
锡	sɛ̃[2]	
□	sɛ̃[3]	～sɛ̃35：苍蝇
线	sɛ̃[5]	
扇	sɛ̃[5]	
钱	tʃʰɛ̃[2]	
羹	kɛ̃[1]	条～
艰	kɛ̃[1]	
煎	kɛ̃[1]	
坚	kɛ̃[1]	
跟	kɛ̃[1]	沿，介词
根	kɛ̃[1]	～据
□	kɛ̃[3]	ɔ̃22～：女儿
囝	kɛ̃[3]	男孩，单用
钳	kɛ̃[5]	又音kʰiɛ̃35
箭	kɛ̃[5]	
贱	kɛ̃[5]	文读
键	kɛ̃[5]	
建	kɛ̃[5]	
荐	kɛ̃[5]	
见	kɛ̃[5]	
迁	kʰɛ̃[1]	
牵	kʰɛ̃[1]	
澄	kʰɛ̃[2]	又音tʰiŋ22
恳	kʰɛ̃[3]	ʃin44～：诚～
件	kʰɛ̃[6]	又音kʰiɛ̃51
健	kʰɛ̃[6]	
掀	hɛ̃[1]	
衔	hɛ̃[2]	军～
咸	hɛ̃[2]	
嫌	hɛ̃[2]	
贤	hɛ̃[2]	
弦	hɛ̃[2]	
痕	hɛ̃[2]	
横	hɛ̃[2]	～竖
显	hɛ̃[3]	
远	hɛ̃[3]	
很	hɛ̃[3]	
昏	hɛ̃[5]	
宪	hɛ̃[6]	文读
献	hɛ̃[6]	
现	hɛ̃[6]	
县	hɛ̃[6]	
恨	hɛ̃[6]	
颜	ŋɛ̃[1]	
岩	ŋɛ̃[2]	
延	ŋɛ̃[2]	
研	ŋɛ̃[2]	
演	ŋɛ̃[3]	
燕	ŋɛ̃[5]	
□	ŋɛ̃[6]	～ɔ̃44：播种
□	∅ɛ̃[1]	～～35：盖子
恩	∅ɛ̃[1]	
盖	∅ɛ̃[5]	动词
㔶	∅ɛ̃[5]	动词
帮	pɔ̃[1]	
榜	pɔ̃[3]	
膀	pɔ̃[3]	su42～hɔ42：腋下
□	pʰɔ̃[1]	瓮类，水缸
旁	pʰɔ̃[2]	
螃	pʰɔ̃[2]	～ha42：～蟹
棚	pʰɔ̃[2]	～tɔ44：供以蔬菜攀牵的架子。又音pʰɛ̃22
□	pʰɔ̃[5]	中空，不仅仅指不饱满的稻谷
□	pʰɔ̃[5]	tɔ22～：说谎
冥	mɔ̃[2]	又音mɛ̃44
忙	mɔ̃[2]	
芒	mɔ̃[2]	
茫	mɔ̃[2]	文读
□	mɔ̃[5]	kɔ44～：螳螂
耽	tɔ̃[1]	
□	tɔ̃[1]	～py44：男人
担	tɔ̃[1]	文读，又音tʰɔ̃ʔ32
丹	tɔ̃[1]	
单	tɔ̃[1]	
□	tɔ̃[1]	～心：中间
当	tɔ̃[1]	
装	tɔ̃[1]	
胆	tɔ̃[3]	
点	tɔ̃[3]	～22hɛʔ54：～穴
党	tɔ̃[3]	
贪	tʰɔ̃[1]	
汤	tʰɔ̃[1]	米～
滩	tʰɔ̃[1]	文读
摊	tʰɔ̃[1]	
甜	tʰɔ̃[2]	
潭	tʰɔ̃[2]	
谭	tʰɔ̃[2]	
谈	tʰɔ̃[2]	
檀	tʰɔ̃[2]	
坛	tʰɔ̃[2]	
弹	tʰɔ̃[2]	tsi51～：子～
堂	tʰɔ̃[2]	
棠	tʰɔ̃[2]	
唐	tʰɔ̃[2]	
塘	tʰɔ̃[2]	
长	tʰɔ̃[2]	形容词
肠	tʰɔ̃[2]	
坦	tʰɔ̃[3]	
探	tʰɔ̃[5]	又音lɔʔ32
叹	tʰɔ̃[5]	
糖	tʰɔ̃[5]	
烫	tʰɔ̃[5]	
南	lɔ̃[2]	
男	lɔ̃[2]	
蓝	lɔ̃[2]	
篮	lɔ̃[2]	又音sɔ̃35
难	lɔ̃[2]	～易。又音laŋ22
兰	lɔ̃[2]	
拦	lɔ̃[2]	
栏	lɔ̃[2]	kʰy42～；猪～
燃	lɔ̃[2]	
廊	lɔ̃[2]	tsai42～走～
榄	lɔ̃[3]	
瓤	lɔ̃[5]	
赃	tsɔ̃[1]	
樟	tsɔ̃[1]	
疮	tsɔ̃[2]	tʃi44～：痔～
展	tsɔ̃[3]	
占	tsɔ̃[5]	文读，又音tsã35
青	tsʰɔ̃[1]	～tsʰiɛ35：青菜。又音tsiŋ44
参	tsʰɔ̃[1]	
餐	tsʰɔ̃[1]	
仓	tsʰɔ̃[1]	
昌	tsʰɔ̃[1]	
生	tsʰɔ̃[1]	与熟相对
蚕	tsʰɔ̃[2]	文读
残	tsʰɔ̃[2]	
缠	tsʰɔ̃[2]	
昨	tsʰɔ̃[2]	～mɔ̃22：昨天
晴	tsʰɔ̃[2]	
惨	tsʰɔ̃[3]	
铲	tsʰɔ̃[3]	
产	tsʰɔ̃[3]	
厂	tsʰɔ̃[3]	
醒	tsʰɔ̃[3]	moʔ54kø35～：睡醒
蚕	tsʰɔ̃[5]	白读
床	tsʰɔ̃[5]	
唱	tsʰɔ̃[5]	
暂	tsʰɔ̃[6]	～时
錾	tsʰɔ̃[6]	～tsʰi51：～字
状	tsʰɔ̃[6]	
撐	tsʰɔ̃[6]	
□	sɔ̃[1]	mue35-44～：无所谓
杉	sɔ̃[1]	
珊	sɔ̃[1]	文读
生	sɔ̃[1]	①活，与死相对；2长，动词。又音siɛ̃44
桑	sɔ̃[1]	
商	sɔ̃[1]	
伤	sɔ̃[1]	文读
霜	sɔ̃[1]	
甥	sɔ̃[1]	
常	sɔ̃[2]	
尝	sɔ̃[2]	
陕	sɔ̃[3]	
赏	sɔ̃[3]	文读
省	sɔ̃[3]	白读，又音ʃiɛ42
篮	sɔ̃[5]	
膻	sɔ̃[5]	
上	sɔ̃[6]	名词
尚	sɔ̃[6]	uɛ22～：和～
抢	tʃʰɔ̃[3]	
□	ʃɔ̃[2]	tʰai44～：畜生
甘	kɔ̃[1]	～sĩ44：～心
泔	kɔ̃[1]	猪～：泔水
钢	kɔ̃[1]	
缸	kɔ̃[1]	
光	kɔ̃[1]	
纲	kɔ̃[1]	
江	kɔ̃[1]	
扛	kɔ̃[1]	抬
敢	kɔ̃[3]	
橄	kɔ̃[3]	～榄
减	kɔ̃[3]	
杆	kɔ̃[3]	
岗	kɔ̃[3]	
广	kɔ̃[3]	
讲	kɔ̃[3]	
港	kɔ̃[3]	
梗	kɔ̃[3]	
干	kɔ̃[5]	～pʰu51：～部
降	kɔ̃[5]	下～
康	kʰɔ̃[1]	
糠	kʰɔ̃[1]	
坑	kʰɔ̃[1]	
□	kʰɔ̃[2]	刚
囥	kʰɔ̃[5]	隐藏
况	kʰɔ̃[5]	文读
鼾	hɔ̃[1]	文读
荒	hɔ̃[1]	
慌	hɔ̃[1]	
方	hɔ̃[1]	-22～ho22：方法
芳	hɔ̃[1]	
栿	hɔ̃[1]	～ti35：房梁
欢	hɔ̃[1]	
行	hɔ̃[2]	ka35-44～：一条
衔	hɔ̃[2]	用嘴含。又音hɛ̃22
凡	hɔ̃[2]	
帆	hɔ̃[2]	文读
韩	hɔ̃[2]	
环	hɔ̃[2]	
航	hɔ̃[2]	
杭	hɔ̃[2]	
降	hɔ̃[2]	投～
喊	hɔ̃[3]	
仿	hɔ̃[3]	文读
纺	hɔ̃[3]	文读
访	hɔ̃[3]	文读
缓	hɔ̃[3]	
贩	hɔ̃[5]	
横	hɔ̃[5]	～ti42kʰaŋ22：～着走
范	hɔ̃[6]	文读
犯	hɔ̃[6]	
竿	hɔ̃[6]	ty22～：竹～
黄	ŋɔ̃[2]	①姓；②颜色
王	ŋɔ̃[2]	
枉	ŋɔ̃[3]	ŋø̃44～；冤枉
□	ŋɔ̃[5]	laŋ22～；鱼腮
□	∅ɔ̃[1]	～iɔ̃35：①妇女；②老婆
庵	∅ɔ̃[1]	
□	∅ɔ̃[1]	阉鸡牛猪。又音kø̃22
安	∅ɔ̃[1]	～名：取名字
鞍	∅ɔ̃[1]	
□	∅ɔ̃[1]	ŋɛ̃51～：播种
□	∅ɔ̃[2]	～ki35ti35：小女孩子
轭	∅ɔ̃[2]	ŋy22-44～：牛轭
晏	∅ɔ̃[5]	～mɔ̃：夜里。又音mɛ̃44
暗	∅ɔ̃[5]	
岸	∅ɔ̃[5]	
眠	miɛ̃[2]	
面	miɛ̃[3]	
天	tʰiɛ̃[1]	又音tʰaŋ44
填	tʰiɛ̃[2]	
电	tʰiɛ̃[6]	
僧	siɛ̃[1]	
□	siɛ̃[5]	锈
尖	tʃiɛ̃[1]	
曾	tʃiɛ̃[1]	姓
增	tʃiɛ̃[1]	文读
叠	tʃiɛ̃[2]	动词。又音tʰɔ51
层	tʃiɛ̃[2]	
签	tʃʰiɛ̃[1]	
前	tʃʰiɛ̃[2]	tu35～昼：上午
田	tʃʰiɛ̃[5]	□kaʔ54kʰy44～；一丘田；2～kɔ̃42：田埂
称	tʃʰiɛ̃[5]	
秤	tʃʰiɛ̃[5]	
□	ʃiɛ̃[1]	mi42～：量米器
升	ʃiɛ̃[1]	mi42～：量米器；校：补，便于匹配
参	ʃiɛ̃[1]	人～
声	ʃiɛ̃[1]	
省	ʃiɛ̃[3]	文读，又音sɔ̃42
兼	kiɛ̃[1]	
碱	kiɛ̃[3]	文读
检	kiɛ̃[3]	
俭	kiɛ̃[3]	
监	kiɛ̃[5]	
舰	kiɛ̃[5]	
剑	kiɛ̃[5]	
歉	kiɛ̃[5]	文读
涧	kiɛ̃[5]	to35-44～；道～
谦	kʰiɛ̃[1]	
险	kʰiɛ̃[3]	y22-35～：危险
乾	kʰiɛ̃[3]	
钳	kʰiɛ̃[5]	
嵌	kʰiɛ̃[5]	
欠	kʰiɛ̃[5]	
件	kʰiɛ̃[6]	条～
烟	ŋiɛ̃[1]	
炎	ŋiɛ̃[2]	
盐	ŋiɛ̃[2]	
阎	ŋiɛ̃[2]	
檐	ŋiɛ̃[2]	文读
染	ŋiɛ̃[3]	～po35：～布
厌	ŋiɛ̃[5]	
艳	ŋiɛ̃[5]	文读
焰	ŋiɛ̃[5]	文读
雁	ŋiɛ̃[5]	
年	ŋiɛ̃[5]	
验	ŋiɛ̃[6]	文读，ʃi35-44～：试验
严	∅iɛ̃[2]	
本	puɛ̃[3]	
笨	puɛ̃[5]	
饭	puɛ̃[6]	
盆	pʰuɛ̃[2]	
篷	pʰuɛ̃[2]	
蠓	pʰuɛ̃[2]	
门	muɛ̃[2]	
明	muɛ̃[2]	～tsau44明朝：明天
敦	tuɛ̃[1]	
墩	tuɛ̃[1]	
蹲	tuɛ̃[1]	文读
锻	tuɛ̃[5]	
盾	tuɛ̃[5]	
顿	tuɛ̃[5]	
钝	tuɛ̃[5]	
吞	tʰuɛ̃[1]	
团	tʰuɛ̃[2]	
脱	tʰuɛ̃[5]	
□	tʰuɛ̃[6]	掉下去
段	tʰuɛ̃[6]	
缎	tʰuɛ̃[6]	
伦	luɛ̃[2]	
轮	luɛ̃[2]	
暖	luɛ̃[3]	
乱	luɛ̃[6]	
嫩	luɛ̃[6]	
论	luɛ̃[6]	
朵	tsuɛ̃[3]	
钻	tsuɛ̃[5]	
村	tsʰuɛ̃[1]	
存	tsʰuɛ̃[2]	
寸	tsʰuɛ̃[5]	
孙	suɛ̃[1]	～子：侄子
酸	suɛ̃[1]	
损	suɛ̃[3]	
算	suɛ̃[5]	
蒜	suɛ̃[5]	
尊	tʃuɛ̃[1]	
滚	kuɛ̃[3]	水开
棍	kuɛ̃[5]	
昆	kʰuɛ̃[1]	
捆	kʰuɛ̃[3]	
困	kʰuɛ̃[5]	
婚	huɛ̃[1]	
荤	huɛ̃[1]	
魂	huɛ̃[2]	
浑	huɛ̃[2]	
坟	huɛ̃[2]	
混	huɛ̃[6]	
温	∅uɛ̃[1]	
瘟	∅uɛ̃[1]	
圆	∅uɛ̃[2]	
稳	∅uɛ̃[3]	
卵	ʃyɛ̃[3]	
张	tiɔ̃[1]	
章	tiɔ̃[1]	
涨	tiɔ̃[3]	
仗	tiɔ̃[5]	
帐	tiɔ̃[5]	
账	tiɔ̃[5]	
胀	tiɔ̃[5]	
剩	tʰiɔ̃[6]	
长	tʰiɔ̃[6]	
良	liɔ̃[2]	
凉	liɔ̃[2]	
量	liɔ̃[2]	动词
粮	liɔ̃[2]	
梁	liɔ̃[2]	
谅	liɔ̃[6]	
量	liɔ̃[6]	
浆	tʃiɔ̃[1]	
蒋	tʃiɔ̃[3]	
奖	tʃiɔ̃[3]	
桨	tʃiɔ̃[3]	
酱	tʃiɔ̃[5]	
将	tʃiɔ̃[5]	
枪	tʃʰiɔ̃[1]	
墙	tʃʰiɔ̃[2]	
抢	tʃʰiɔ̃[3]	
像	tʃʰiɔ̃[6]	
匠	tʃʰiɔ̃[6]	
镶	ʃiɔ̃[1]	
香	ʃiɔ̃[1]	
乡	ʃiɔ̃[1]	
详	ʃiɔ̃[2]	文读
祥	ʃiɔ̃[2]	文读
享	ʃiɔ̃[3]	
响	ʃiɔ̃[3]	
相	ʃiɔ̃[5]	～44mɛ35-51：～貌
向	ʃiɔ̃[5]	
象	ʃiɔ̃[6]	
姜	kiɔ̃[1]	
强	kʰiɔ̃[2]	
秧	∅iɔ̃[1]	
铅	∅iɔ̃[2]	～笔
羊	∅iɔ̃[2]	
洋	∅iɔ̃[2]	
杨	∅iɔ̃[2]	
阳	∅iɔ̃[2]	
□	∅iɔ̃[5]	ɔ̃44～：①妇女；②老婆
影	∅iɔ̃[5]	影子，单用
要	∅iɔ̃[6]	想要。又音iau44
样	∅iɔ̃[6]	
般	paŋ[1]	
搬	paŋ[1]	
班	paŋ[1]	
斑	paŋ[1]	
扳	paŋ[1]	
板	paŋ[3]	
版	paŋ[3]	
扮	paŋ[5]	
瓣	paŋ[5]	
办	paŋ[5]	文读
半	paŋ[5]	～44冥：半夜
绊	paŋ[5]	
伴	paŋ[5]	
拌	paŋ[5]	
棒	paŋ[6]	文读
盘	pʰaŋ[2]	
□	pʰaŋ[2]	～水：舀水
判	pʰaŋ[5]	
叛	pʰaŋ[5]	
办	pʰaŋ[6]	白读，～ʃiɛ51：～事
□	maŋ[1]	a42～：母亲，面称
瞒	maŋ[2]	
馒	maŋ[2]	
蟒	maŋ[2]	
蛮	maŋ[2]	1ɔ̃44～：南～
满	maŋ[3]	
慢	maŋ[6]	
毯	tʰaŋ[3]	
炭	tʰaŋ[5]	
天	tʰaŋ[5]	～tsʰa22：天才。又音tʰiɛ̃44
□	laŋ[2]	～ŋɔ̃35：鱼腮
难	laŋ[2]	困～。又音lɔ̃22
捻	laŋ[3]	以指捻物
难	laŋ[6]	文读逃～
正	tsaŋ[1]	～月
整	tsaŋ[3]	又音tsiŋ42
盏	tsaŋ[3]	
正	tsaŋ[5]	①～事；②表示右
站	tsaŋ[5]	车～
占	tsaŋ[5]	白读，又音tsɔ̃35
千	tsʰaŋ[1]	
偿	tsʰaŋ[3]	文读
赚	tsʰaŋ[6]	
先	saŋ[1]	
山	saŋ[1]	
删	saŋ[1]	文读
成	saŋ[2]	
散	saŋ[3]	松
伞	saŋ[3]	
散	saŋ[5]	云～
间	kaŋ[1]	鼎～：厨房
奸	kaŋ[1]	
碱	kaŋ[3]	kʰø42tʃyø42～：肥皂
赶	kaŋ[3]	～墟
简	kaŋ[3]	
感	kaŋ[3]	
轻	kʰaŋ[1]	
行	kʰaŋ[2]	动词。又音kʰiaŋ22
肝	haŋ[1]	
闲	haŋ[2]	
还	haŋ[2]	～钱。又音a35
□	haŋ[2]	～44tsʰɔ44：疟疾，又叫ta42pʰi44haŋ22
鼾	haŋ[5]	校：原正文缺，据注文补；～mĩ22：打鼾
焊	haŋ[5]	
汉	haŋ[6]	
汗	haŋ[6]	
限	haŋ[6]	
苋	haŋ[6]	～菜
按	∅aŋ[5]	
案	∅aŋ[5]	
捧	poŋ[3]	
蜂	pʰoŋ[1]	牛～：牛虻
缝	pʰoŋ[6]	缝隙
蒙	moŋ[1]	
懵	moŋ[3]	
梦	moŋ[6]	文读，又音mɛ̃
东	toŋ[1]	
冬	toŋ[1]	
冻	toŋ[5]	
栋	toŋ[5]	
中	toŋ[5]	动词
通	tʰoŋ[1]	
同	tʰoŋ[2]	
铜	tʰoŋ[2]	
筒	tʰoŋ[3]	文读
桶	tʰoŋ[3]	
捅	tʰoŋ[3]	文读
统	tʰoŋ[3]	文读
桐	tʰoŋ[5]	
虫	tʰoŋ[5]	
洞	tʰoŋ[6]	
笼	loŋ[2]	
农	loŋ[2]	
垅	loŋ[2]	成片的农田
茸	loŋ[2]	文读
拢	loŋ[3]	
聋	loŋ[5]	
弄	loŋ[6]	
脓	loŋ[6]	
棕	tsoŋ[1]	
鬃	tsoŋ[1]	
宗	tsoŋ[1]	
终	tsoŋ[1]	送～。又音tʰioŋ44
□	tsoŋ[1]	～tʃʰɔ̃22：筑墙
踪	tsoŋ[1]	
钟	tsoŋ[1]	
总	tsoŋ[3]	
种	tsoŋ[3]	名词
肿	tsoŋ[3]	
粽	tsoŋ[5]	
种	tsoŋ[5]	动词
深	tsʰoŋ[1]	
聪	tsʰoŋ[1]	
葱	tsʰoŋ[1]	
囱	tsʰoŋ[1]	
充	tsʰoŋ[1]	文读
冲	tsʰoŋ[1]	
铳	tsʰoŋ[5]	
松	soŋ[1]	文读
送	soŋ[5]	
颂	soŋ[6]	“穿衣”的“穿”义
公	koŋ[1]	又音kuŋ44
工	koŋ[1]	
功	koŋ[1]	
弓	koŋ[1]	
宫	koŋ[1]	
恭	koŋ[1]	
空	kʰoŋ[1]	～的
孔	kʰoŋ[3]	
空	kʰoŋ[5]	～缺
共	kʰoŋ[6]	
轰	hoŋ[1]	文读
烘	hoŋ[1]	
丰	hoŋ[1]	
封	hoŋ[1]	
峰	hoŋ[1]	文读
锋	hoŋ[1]	luɛ22-44～：雷～
含	hoŋ[2]	
红	hoŋ[2]	
洪	hoŋ[2]	
凤	hoŋ[6]	
□	∅oŋ[6]	不
宾	piŋ[1]	
冰	piŋ[1]	
兵	piŋ[1]	
丙	piŋ[3]	文读
殡	piŋ[5]	文读
拼	pʰiŋ[1]	文读
贫	pʰiŋ[2]	
频	pʰiŋ[2]	
凭	pʰiŋ[2]	
评	pʰiŋ[2]	
品	pʰiŋ[3]	
並	pʰiŋ[5]	～在一起
病	pʰiŋ[6]	
並	pʰiŋ[6]	～排
民	miŋ[2]	
明	miŋ[2]	～huɛ42：～火。又音muɛ̃22
闽	miŋ[3]	
敏	miŋ[3]	
贞	tiŋ[1]	
侦	tiŋ[1]	又音tsiŋ44
丁	tiŋ[1]	
镇	tiŋ[5]	
沉	tʰiŋ[2]	
陈	tʰiŋ[2]	
尘	tʰiŋ[2]	
澄	tʰiŋ[2]	又音kʰɛ̃22
停	tʰiŋ[2]	
庭	tʰiŋ[2]	
趁	tʰiŋ[6]	
阵	tʰiŋ[6]	
定	tʰiŋ[6]	一～。又音tɛ̃35
林	liŋ[2]	
淋	liŋ[2]	
临	liŋ[2]	
邻	liŋ[2]	文读
宁	liŋ[2]	
灵	liŋ[2]	
零	liŋ[2]	
铃	liŋ[2]	
另	liŋ[6]	文读
珍	tsiŋ[1]	
征	tsiŋ[1]	文读
蒸	tsiŋ[1]	
侦	tsiŋ[1]	又音tiŋ44
楔	tsiŋ[2]	
櫼	tsiŋ[2]	校：补，便于匹配
整	tsiŋ[3]	又音tsaŋ42
浸	tsiŋ[5]	
进	tsiŋ[5]	
证	tsiŋ[5]	
政	tsiŋ[5]	
亲	tsʰiŋ[1]	
清	tsʰiŋ[1]	
青	tsʰiŋ[1]	～年。又音tsʰɔ̃44
秦	tsʰiŋ[2]	
情	tsʰiŋ[2]	
凊	tsʰiŋ[5]	冷
尽	tsʰiŋ[6]	又音kʰiŋ51
静	tsʰiŋ[6]	
净	tsʰiŋ[6]	
心	siŋ[1]	
欣	siŋ[1]	文读
升	siŋ[1]	
辛	siŋ[2]	
新	siŋ[2]	
薪	siŋ[2]	文读
城	siŋ[2]	
诚	siŋ[2]	
成	siŋ[2]	～绩。又音saŋ22
信	siŋ[5]	
衅	siŋ[5]	文读tʰiau42～
性	siŋ[5]	～44kɛ22：～格
姓	siŋ[5]	文读
针	tʃiŋ[1]	
斟	tʃiŋ[1]	
真	tʃiŋ[1]	
枕	tʃiŋ[3]	
诊	tʃiŋ[3]	文读
疹	tʃiŋ[3]	文读mɔ44白读：痲～
振	tʃiŋ[3]	
颈	tʃiŋ[3]	
震	tʃiŋ[6]	
身	ʃiŋ[1]	
申	ʃiŋ[1]	
伸	ʃiŋ[1]	文读，又音tʃʰyø̃44
神	ʃiŋ[2]	
辰	ʃiŋ[2]	
臣	ʃiŋ[2]	
乘	ʃiŋ[2]	
承	ʃiŋ[2]	
沈	ʃiŋ[3]	
审	ʃiŋ[3]	
婶	ʃiŋ[3]	a44～：叔母
渗	ʃiŋ[5]	
慎	ʃiŋ[5]	文读
盛	ʃiŋ[5]	
今	kiŋ[1]	
金	kiŋ[1]	
津	kiŋ[1]	tʰaŋ44～；天～
巾	kiŋ[1]	
斤	kiŋ[1]	
筋	kiŋ[1]	文读，又音kø̃44
京	kiŋ[1]	
精	kiŋ[1]	～ʃin35：～神
晶	kiŋ[1]	
经	kiŋ[1]	
锦	kiŋ[3]	
紧	kiŋ[3]	
谨	kiŋ[3]	文读
景	kiŋ[3]	
警	kiŋ[3]	文读
禁	kiŋ[5]	～tsi22：～止
晋	kiŋ[5]	文读
劲	kiŋ[5]	
敬	kiŋ[5]	
仅	kiŋ[6]	文读
侵	kʰiŋ[1]	
钦	kʰiŋ[1]	
