tsɿ	1	□[滲水]治[官話音，人名]刺[～刀]		
tsɿ	3	紫姊子		
tsɿ	4	□[緊握]資[官話音]		
tsɿ	5	制至致置		
tsʰɿ	2	池瓷磁糍慈詞祠辭飼[官話音，～料]訴[官話音，告～]		
tsʰɿ	3	此止址		
tsʰɿ	4	似		
tsʰɿ	5	砌[～屋]次		
tsʰɿ	6	自[～家]寺賜字牸[牛～]		
sɿ	1	私師[～傅]獅司絲思詩市[官話音]		
sɿ	3	死屎史[官話音]駛[官話音]始[官話音]		
sɿ	4	柿[西紅～]師[官話音]		
sɿ	5	伺試四志士仕		
sɿ	6	事使		
pi	1	備[官話音]弊[官話音]幣[官話音]		
pi	2	皮脾[～氣]枇琵□[量詞，一～葉子]		
pi	4	被婢		
pi	6	鼻箅吠		
pʰi	1	秕披[～風]批□[量詞，頁]		
pʰi	5	屁		
mi	1	碑蜱		
mi	2	迷彌		
mi	3	比		
mi	4	米		
mi	5	痱[沙～仔]痹		
fi	1	飛		
fi	2	肥-		
fi	5	肺廢費		
ti	2	題帝		
ti	4	弟地		
ti	5	第		
tʰi	1	遞[官話音，郵～]		
tʰi	5	剃		
tʰi	6	替		
li	1	低□[～～：父親]		
li	2	驢厘犁離[～開]璃尼[～姑婆]泥		
li	3	底抵裹		
li	4	禮裡理鯉		
li	5	□[一些]		
li	6	旅呂李[～姓]厲利[利息；鋒利]		
tsi	1	雞支枝知[～心]梔機饑[～餓]		
tsi	2	疑		
tsi	3	擠紙旨幾嘴		
tsi	5	濟劑計寄記既季痣智醉		
tsi	6	藝[手～]		
tsʰi	1	欺技[～術]		
tsʰi	2	奇騎祁[～劇]其棋旗期遲宜[便～]		
tsʰi	3	取[～錢]		
tsʰi	4	□[站]		
tsʰi	5	脆契汽戲器氣=		
tsʰi	6	趣嫉忌		
si	1	西屍熙希稀系[官話音]		
si	2	時匙[鎖～]		
si	3	洗起喜		
si	4	是		
si	5	世勢細歲示豉氣-		
i	1	衣毅[官話音]異[官話音]義[官話音]		
i	2	移姨		
i	3	以		
i	5	意蟻翳		
pu	2	蒲菩蔔		
pu	5	部		
pu	6	步		
pʰu	1	鋪[動詞]訃[～告]		
pʰu	3	譜普[官話音]浦[官話音]		
pʰu	5	鋪[名詞]副[量詞]幅[量詞]		
pʰu	6	輔[～導]		
mu	2	模[～子]目[官話音，～的]		
mu	3	補斧		
mu	4	母[～親]畝		
mu	5	簿		
fu	1	夫膚敷呼富[官話音]副[副的職位]		
fu	2	胡湖葫狐壺扶符芙法[官話音，人名]		
fu	3	虎府撫腐		
fu	4	苦戶-		
fu	5	付[托～]去-		
tu	1	租豬車杜[官話音]		
