字	IPA	備注（常用：ʰ ŋ ȵ ɿ ȶ ʃ）□	整理自《馬太傳福音書客家俗話》，已完整收1-9章，例詞句出於原文。原文時口語、時文言，同一個詞有不同的翻譯（如異邦人/異族个人），聲調、韻尾錯記不少，應是傳教初期草稿，不太成熟，但好在腔調統一。								
亞	a1			陰平	陽平	上聲	去聲	陰入	陽入		
阿	a1		原文	ˌ	ˌˍ	ˈ	`	、ˍ	、		
啞	a3		參考現代深圳	44	11	31	52	2	5		
埃	ai1										
暗	am5										
□	at7	好～氣，很生氣。									
忦	at7	【替字】好～氣，很生氣。									
□	en1	我。									
漚	eu5										
花	fa1										
華	fa2										
壞	fai5										
凡	fam2	大～，但凡。									
犯	fam5										
翻	fan1										
繁	fan2										
法	fap7										
發	fat7	打～，差遣。									
闊	fat7										
乏	fat8										
罰	fat8										
或	fet8										
惑	fet8	～佢，騙他。									
和	fo2										
火	fo3										
賀	fo5										
會	foi5	～好，會好起來。									
歡	fon1	～喜，高興。									
方	foŋ1										
房	foŋ2										
訪	foŋ3										
放	foŋ5	～下你禮物。									
乎	fu1										
呼	fu1										
狐	fu2	疑～，疑惑。		陰平	陽平	上聲	去聲	陰入	陽入		
湖	fu2			ˌ	ˌˍ	ˈ	`	、ˍ	、		
府	fu3			33	11	31	53	2	5		
父	fu5										
負	fu5										
護	fu5										
咐	fu5										
富	fu5										
非	fui1										
回	fui2										
會	fui5	公～。									
廢	fui5										
費	fui5										
悔	fui5										
毀	fui5										
慧	fui5										
福	fuk7										
服	fuk8										
復	fuk8										
分	fun1										
吩	fun1										
墳	fun2										
忽	fut7										
窟	fut7										
風	fuŋ1										
下	ha1	樹頭～，樹墩處。									
傞	ha2	【替字】la5～，誰。兩～，倆人。									
□	ha2	la5～，誰。兩～，倆人。									
下	ha5	今～。翻～轉，反過來。									
鞋	hai2										
陷	ham5										
喊	ham5										
還	han2										
閒	han2										
合	hap8										
盒	hap8										
毫	hau2										
好	hau3										
坑	haŋ1	～澇水。									
行	haŋ2	善～。									
桁	haŋ2	棟～，木梁。									
行	haŋ5	品～。可能原文誤。									
係	he5										
恆	hen2										
肯	hen3										
□	het8	～緊在，住在。									
域	het8	～緊在，住在。									
後	heu1	尾～，後面。～來。									
侯	heu2	～王。									
口	heu3										
後	heu5	然～。									
侯	heu5										
希	hi1										
虛	hi1										
起	hi3										
喜	hi3										
氣	hi5										
去	hi5										
□	hiap8	關～，關係。									
曉	hiau3										
顯	hien3										
現	hien5										
獻	hien5										
血	hiet7										
穴	hiet8										
刑	hin2										
形	hin2										
鄉	hioŋ1										
香	hioŋ1										
響	hioŋ3										
向	hioŋ5										
訓	hiun5										
兇	hiuŋ1										
兄	hiuŋ1										
何	ho2										
開	hoi1	～口。死～，死了。									
海	hoi3										
害	hoi5										
學	hok8										
寒	hon2										
罕	hon3										
翰	hon5										
喝	hot7	喝斥。									
渴	hot7										
糠	hoŋ1										
以	i1										
衣	i1										
醫	i1										
於	i1										
而	i2										
雨	i3										
異	i5										
易	i5										
意	i5										
也	ia1	主～！									
野	ia1										
爺	ia2										
耶	ia2										
鹽	iam2										
要	iau5										
完	ien2	講～li1，講完了。									
然	ien2										
緣	ien2	～故。									
遠	ien3										
縣	ien5										
越	iet8										
遠	ieŋ3	原文可能誤。									
陰	im1										
音	im1										
淫	im2										
飲	im3										
□	in1	丈～婆，岳母。									
引	in1	～路。									
因	in1										
仍	in2										
榮	in2										
緣	in2	無～白事，無緣無故。原文可能誤。									
孕	in3	得～，懷孕。									
應	in5	～當。～該。									
約	iok7										
若	iok8										
藥	iok8										
養	ioŋ1										
揚	ioŋ2										
羊	ioŋ2										
讓	ioŋ2	～耶穌个名聲在箇處地方，讓耶穌名聲在那傳。									
樣	ioŋ5										
邑	ip7										
一	it7										
友	iu1										
有	iu1										
由	iu2										
猶	iu2										
憂	iu2										
揉	iu2	～抹你頭，梳理你的頭髮。									
遊	iu2										
誘	iu3										
又	iu5										
佑	iu5										
乳	iui1	～香。									
辱	iuk8										
永	iun3										
容	iuŋ2										
用	iuŋ5										
加	ka1										
家	ka1	屋～，家。									
假	ka3										
嫁	ka5										
繫	kai1	～皮帶。									
个	kai3	晨朝日～憂慮，明天的憂慮。可能原文誤。									
个	kai5	的。麼～，什麼。									
箇	kai5	那。									
芥	kai5										
界	kai5										
監	kam1										
敢	kam3										
感	kam3										
姦	kan1										
間	kan1										
咁	kan2	【替字】～樣，這樣。									
咁	kan5	【替字】像餓想食渴想飲～，像餓了想吃渴了想喝那樣。									
鴿	kap7										
夾	kap8	海浪～去～轉，海浪連連打來。									
交	kau1										
教	kau1	～人。									
較	kau3	比～。									
告	kau5										
較	kau5	ken3～，更加。～好，更好。									
教	kau5	～訓。									
耕	kaŋ1										
徑	kaŋ5										
跟	ken1										
更	ken3	～kau5，更加。									
□	ken5	你也咁樣～審斷，你也這樣被審斷。									
見	ken5										
潔	ket7										
狗	keu3										
夠	keu5										
居	ki1										
基	ki1										
箕	ki1										
佢	ki2										
幾	ki3										
記	ki5										
既	ki5	～然，已經。									
佢	kia1	他的。									
兼	kiam1										
撿	kiam3										
叫	kiau5	哭。									
噭	kiau5	哭。									
今	kim1	【又音】～日。少量出現。									
金	kim1										
禁	kim5										
今	kin1	～日。多次出現。									
京	kin1										
經	kin1										
荊	kin1										
緊	kin3	做～，正在做。									
竟	kin3										
境	kin3	～遇。									
敬	kin5										
腳	kiok7										
強	kioŋ3										
吉	kit7	耳～，耳朵。									
棘	kit7										
九	kiu3										
久	kiu3										
救	kiu5										
謹	kiun3										
恭	kiuŋ1										
果	ko3										
