pʰi44□{吐□水、吐痰等}
kia31臼舅
kia33灸救究咎枢
kia213旧
kia233茄
hia44丘休邱
hia52朽
kua44乖归
kua52拐
kua33怪
kʰua52□{斗~，打架}
kʰua33块{土~}快筷
pɛ33百伯陌
pɛ213白帛
pʰɛ44□{扑克牌}
pʰɛ33拍魄柏
mɛ44擘
mɛ213麦脉
wɛ44□{粪~：拾粪工具}
wɛ31□{啊~：婴儿}
wɛ213画划{~拨}
tɛ213□{~日：明天}
lɛ33□{赤~：赤膊}
lɛ213□{睾丸}
tʃɛ52者
tʃɛ33窄摘责
tʃʰɛ33策册拆
ʃɛ213泽择{选~}宅
kɛ52□{~出头，把头往外伸出}
kɛ33格革隔
kʰɛ44□{屎的俗称}
ŋɛ33□{塑料、玻璃等罐子}
ŋɛ52□{青蛙、牛的小称，如蛤~、牛~表示小青蛙和小牛}
hɛ33客
jɛ31嘢
ɛ44镯
ɛ33扼轭
kuɛ33□{用棍子挑弄}
pɔ44巴芭疤笆
pɔ233蟆浮琶杷耙
pɔ52把{~握}
pɔ31爬
pɔ33霸坝{水~}爸
pɔ213罢
pʰɔ33怕帕
mɔ44妈□{芋头、泥土等蓬松状}
mɔ233麻{~疯}骂谋
mɔ31马码
m33孖
fɔ44花
fɔ33化
wɔ44蛙{青~}洼
wɔ233华{中~}桦
wɔ213话
tɔ44兜
tɔ233头投
tɔ52打
tʰɔ44他它偷
nɔ233拿
lɔ44搂{(用手)~钱}篓
lɔ233笊楼□{~兜：里面}
tʃɔ44楂渣抓邹周舟州洲趋
tʃɔ52骤
tʃɔ33诈榨炸{爆~}
tʃʰɔ44叉权差{~别}钗抽
tʃʰɔ233茬
tʃʰɔ52丑{子~}
tʃʰɔ33岔汊
ȵɔ44□{抓}
ȵɔ233柔揉
ʃɔ44沙纱收
ʃɔ233茶搽查绸稠筹愁仇{恩~}酬售巢
ʃɔ213□{藏起来}
ʃɔ52耍稍
ʃɔ31□{盲目摸}
kɔ44家{~庭}加痂嘉鸠阄
kɔ52假{真~}贾遐暇
kɔ33架嫁稼价
kɔ213驾
kʰɔ44卡
ŋɔ233牙芽衙
ŋɔ52雅瓦{砖~}
hɔ44虾哈{~腰}
ɔ44鸦丫桠
ɔ233霞侯喉猴
ɔ52哑亚
ɔ31下{底~}
kuɔ52寡
kuɔ33挂卦
kʰuɔ33跨胯
tø233□{就是，表肯定语气}
lø233□{椭圆形状}
lø52□{很，~长：很长}
ŋø31□{~大：很大}
po44波菠玻
po233婆
po33簸{~米}播博剥驳
po213泊{湖~}薄{厚~}
pʰo44坡
pʰo52颇
pʰo33破剖
mo44摩
mo233馍
fo44科蝌
fo52火伙{~计}
fo33货
wo44窝涡莴蜗屙锅
wo233和{~气}禾
wo31祸
to44多
to233驼紽驮{~起}
to52朵躲
to31舵剁堕惰
to213踱
tʰo44拖
tʰo52妥椭
tʰo33讬托铎
θo44梭唆莎
θo33索
lo44箩啰
lo233罗锣萝{菠~}螺脶
lo33酪洛
lo213落乐{快~}
tʃo52左佐
tʃo33作{工~}桌捉
tʃʰo44搓
tʃʰo33挫锉措错{写~}
ʃo233傻
ʃo33朔
ʃo213座凿{开~}昨浊
jo233惠慧
ko44歌哥戈
ko33个阁搁胳角
kʰo44颗
kʰo52可课
ŋo233讹
ho233河何
ho33荷{薄~}
o44苛阿{~胶}
o233荷{~花}贺
o33恶{善~}
o213鹤学
θio44蓑斯厮私司思
θio233辞词祠
θio52锁琐
θio31祀巳士仕坐
θio33赐伺
θio213嗣饲
lio233骡
tʃio44栀资姿咨兹滋辎紫雌
tʃio233疵
tʃio52子梓滓
tʃʰio52此
tʃʰio33次茨
ʃio44师狮蛳缲
ʃio233瓷糍慈磁鹚
ʃio52史驶
ʃio213自事
hio44靴
luo52裸
kuo44瓜
kuo52果裹馃
kuo31□{~ʃat⁵：蟑螂}
kuo33过{太~}
kʰuo44棵夸
kʰuo52垮
pai44跛碑卑悲
pai233皮琵枇
pai52陛疲比畀{~(给)我一本书}
pai31被{棉~}婢篦
pai33蓖臂秘泌痹滗畀{给/被}稗
pai213脾币毙被{~迫}避备鼻纰
pʰai44披
pʰai52彼秕
pʰai31庇丕
pʰai33譬屁
mai44觅
mai233迷谜{~语}眉楣微
mai31美尾
mai33屌□{谷~：小鸟的总称}
mai213媚寐未味沕
wai33喂
tai52抵{~牾}
tai33蒂
tai213隶地
tʰai52睇
tʰai213□{含水太多}
nai233弥
nai31你
nai33腻
θai44丝
θai52玺死
θai31似
θai33四肆
θai213寺□{嚼}
lai44璃
lai233荔篱离{距~}梨厘狸
lai52□{骂人}□{~鸡毛：拔鸡毛}
lai31李里{公~}理鲤履
lai33□{啃}
lai213厉励丽利痢吏
tʃai52挤济剂姊
tʃʰai33砌刺
ȵai44□{掐}
ȵai213□{荤菜，肉}
ʃai233脐荠
ʃai213字牸
jai44□{泥泞}
jai233□{能力差}
kai233偈
kai52□{现在}□{这，~阵，这个时候}
kai33髻
kʰai44□{偷窃}
kʰai33契
hai44□{女阴}
ai33隘瞖
ei
pei44包胞苞鲍膘标飙
pei233刨{~刀}瓢嫖龅
pei52饱表{外~，手~}裱
pei31鳔
pei33豹
pʰei44抛飘漂{~浮}彪
pʰei33炮漂{~白}票
mei44猫{野~}
mei233茅锚苗描矛瞄
mei31卯藐渺秒
mei33猫
mei213貌庙妙
wei44□{叫}
tei44朝{今~}刁貂雕
tei233条涤
tei31鸟{屌}
tei33钓吊
tei213掉调{~查}
tʰei44挑{~战}
tʰei31俏
tʰei33跳粜
ne233尿{撒~}
nei31鸟{禽~}
θei44萧箫消宵霄逍硝销鞘
θei52小
θei33笑
θei213嚼
lei233燎疗聊辽撩僚嘹瞭
lei52□{推，~落：推下去}
lei31了
lei33镣
lei213料廖□{缝，~衫：缝衣服}
tʃei44焦蕉椒樵瞧
tʃei52剿
tʃei33醮
tʃʰei44锹
tʃʰei33悄俏
kei44交郊胶狡
kei52绞较饺
kei33教{~书}窖觉{睡~}铰
kei213搞搅
kʰei44拷敲
kʰei52考烤巧
ŋei233肴淆
ŋei31咬
hei33酵孝
hei213效校{学~}
ei44坳
ui
pui44杯
pui233赔肥
pui31培陪裴倍
pui33贝辈背{~书包}
pui213焙吠
pʰui44胚坯
pʰui33沛配佩
mui44霉
mui233梅枚玫媒煤脢莓妹昧
mui31每
fui44盔恢灰磨非飞妃挥辉徽
fui52海贿悔毁匪
fui33晦废肺费翡痱
wui44煨威哀
wui233害回茴为{行~}维惟围违
wui52萎委倭畏慰
wui31亥汇{~报}卫唯伟苇纬胃谓猬讳
wui33爱秽
wui213会{~计}桧绘彗位汇{~集}
θui44荽
ʃui213唾
kui44该圭闺龟
kui233奎癸逵葵
kui52改诡轨鬼
kui33盖桂贵
kui213跪柜
kʰui44魁规亏窥
kʰui233携
kʰui52愧
kʰui33溃{~烂}愧
oi
poi52□{那，~处：那边}
moi213□{~年：明年}
toi44猪
toi233厨橱
toi52拄柱
toi213箸住苎
θoi44须{必~}需虽
θoi233徐序叙
θoi31在{又读toi²¹³~号嘞：在哪里？}
θoi33絮绪
loi233驴虑滤
loi31吕旅里{家~}
tʃʰoi44蛆
tʃʰoi52取
tʃʰoi33趣
ʃoi52娶聚
hoi33去{除~}
pʰɐu44泡{松~}
pɐu213埠暴爆曝瀑阜
pʰɐu52跑
pʰɐu33泡{松~}
mɐu44踎
mɐu52□{腐朽}
mɐu33谬□{不饱满的，豆~：不饱满的花生}
mɐu213牡茂贸
fɐu52否
tɐu52斗{北~}抖陡
tɐu33岛斗{争~}□{~木：做木工活}逗
tɐu213豆痘窦
tʰɐu52敨
tʰɐu33透
nɐu44嬲
nɐu213闹
θɐu33嗽
θɐu213□{打，打架}
lɐu52□{~近：混合在一起}
lɐu31缕
lɐu213漏陋□{发情}
tʃɐu52找走
tʃɐu33奏昼咒
tʃʰɐu52吵
tʃʰɐu33凑臭兽嗅
ȵɐu213□{湿~：没有干透}
ȵɐu33皱绉□{皱}□{抓，~痒}
ʃɐu44飕馊
ʃɐu52搜{~查}手首守艘
ʃɐu31受授
ʃɐu33瘦
ʃɐu213寿宙
kɐu52狗苟
kɐu33垢够构购
kʰɐu44抠
kʰɐu33靠叩扣寇
ŋɐu44勾{~消}钩
ŋɐu52袄
ŋɐu31藕偶{配~}
ŋɐu213□{喜欢，爱好}
hɐu44睺
hɐu52口
hɐu31后{先~}厚
hɐu213后{皇~}候
ɐu44殴区{姓~}
ɐu52呕懊
ɐu33沤怄
pɔu44褒
pɔu233孵袍□{蝙蝠}
pɔu52保堡宝
pɔu31抱
pɔu33乍？报
pɔu213菢
pʰɔu44脬
mɔu233毛
mɔu213冒帽
tɔu44都{首~}刀
tɔu233徒屠途涂图桃逃淘陶萄
tɔu52堵赌捣倒{~挂}
tɔu31肚{猪~}道
tɔu33到
tɔu213妒杜度渡镀稻盗导悼
tʰɔu44滔掏涛祷
tʰɔu52土讨{又读tʰɔu³³，探~}
tʰɔu33吐{~痰}兔套
nɔu233奴
nɔu52努
nɔu31脑恼
nɔu213怒
θɔu44苏酥骚臊搔
θɔu52嫂
θɔu33素诉扫{~地}
lɔu44捞唠□{洞，窟窿}
lɔu233卢炉芦鸬庐劳{勤~}牢痨
lɔu52鲁橹虏卤佬
lɔu31老姥
lɔu213路露{~水}鹭涝
tʃɔu44租遭糟
tʃɔu52祖组阻早枣蚤
tʃɔu33做{~工}灶
tʃʰɔu44粗初操{体~}
tʃʰɔu52楚础草
tʃʰɔu33醋澡躁燥藻
ʃɔu44梳疏蔬
ʃɔu233锄曹槽
ʃɔu52所数{~钱}
ʃɔu31造□{捡}皂
ʃɔu33数{~目}
ʃɔu213助糙
kɔu44高膏{牙~}蒿羔糕沟
kɔu52稿
kɔu33告酷
kʰɔu33搞
ŋɔu233熬{~肉(阴平调)}
ŋɔu33傲
hɔu44蒿薅□{用脚绊，~田：用脚给禾苗松土、除草}
hɔu233豪壕毫蚝
hɔu52好{良~}
hɔu33好{喜~}耗
hɔu213浩号{编~}
ɔu44欧瓯鸥
ɔu233□{又，再，~是你：又是你}
ɔu33奥
tiu44丢嘲
tʃiu44招
tʃiu33罩照诏
tʃʰiu44抄钞超昭邵
tʃʰiu52炒
ȵiu233尧
ȵiu52爪
ȵiu31扰绕{围~}挠{阻~}饶浇
ʃiu44烧
ʃiu233朝{清~}潮韶
ʃiu52少{多~}
ʃiu31赵兆肇
ʃiu33消少{年~}
ʃiu213绍召{号~}
jiu44妖邀腰□{~拉仔：抱(小孩)}
jiu233摇谣窑姚遥
jiu31舀
jiu33要{~求}
jiu213耀鹞
kiu44骄娇
kiu233乔侨桥荞
kiu52矫缴纠{~纷}
kiu33叫
kiu213轿
kʰiu44蹻
kʰiu233翘
kʰiu33窍
hiu44嚣
hiu52晓侥
hiu33□{热~：痱子}
jam44音阴荫
jam233淫□{经常}
jam52饮{~酒}
tiam233沉
θiam44心
θiam233寻
liam44□{微痒}
liam233林淋临□{一直，~是：一直是}
tʃiam33浸
ʃiam233岑潜
ʃiam31□{倾斜}□{庹，两臂平伸两手伸直的长度}
kiam44今金
kiam233琴禽擒
kiam52锦
kiam33禁{~止}
kiam213妗
kʰiam44襟□{物品质量好，耐用}
hiam44钦欣
hiam33焮
hiam213揿
tɛm44掂
tɛm233甜
tɛm52点蘸㮇
tɛm33店
tɛm213垫
tʰɛm44添
nɛm44粘{黏液}拈
nɛm233鲇
nɛm213念
lɛm233廉镰帘
lɛm52脸
lɛm31敛{收~}
lɛm33楝
lɛm213殓舔
tʃɛm44尖
tʃɛm33□{捅，用刀~}
tʃʰɛm44歼签{抽~}纤迁笺忏
tʃʰɛm52侵寝
tʃʰɛm33沁
ʃɛm213暂渐
kɛm44监
kɛm233钳
kɛm52减
kɛm33鉴
ŋɛm233癌岩
hɛm44□{用、使}
hɛm233咸{~菜}
hɛm33喊
hɛm213陷馅
tɔm233□{在土里掩埋(棺材等)}
tɔm213□{跺脚}
tʰɔm33□{哄骗}
nɔm233腍□{因积水而下沉处}
nɔm33恁□{~暖：很暖和}
lɔm52搂{~抱}
lɔm213□{~凉：很凉爽}
tʃɔm44砧针斟
tʃɔm52枕{~头}□{抓、拿，~倒：抓住}
tʃɔm33□{蜜蜂蜇}
tʃʰɔm52□{~箕：竹编的开口容器}
ȵɔm233壬任{姓~}吟
ȵɔm213任{责~}
ʃɔm44森参{人~}深
ʃɔm233鹑
ʃɔm52沈审
ʃɔm33□{~生：放生}
ʃɔm213甚
lɔm31□{火~~：火很旺的样子}
kɔm233躝
kɔm33□{喂小孩吃饭}
kɔm213□{按}
kʰɔm44□{摞：~拳头}□{量词，手抓一把}
kʰɔm31□{盖(锅盖、被子等)} 
kʰɔm33冚
ŋɔm44啱
ŋɔm52凹
ɔm233含
ɔm213憾
mom33□{吃~~，吃饭(对幼儿讲)}
lom52□{量词，把，一~：一小把}
lom33□{~圆：很圆}
kom44甘柑酣
kom52感敢橄
ŋom44龛
hom44堪
hom33勘
om44庵鹌
om33暗揞
ȵim233严俨
jim233炎{发~}盐阎檐嫌
jim213艳焰炎{~热}
tym44□{~厚：很厚}
ʃym44□{又读ʃɔk⁵~碎：很碎}
pã44班斑颁般搬
pã233盘烦繁矾
pã31伴拌
pã33瓣半扮
pã213办饭
pʰã44攀潘藩扳
pʰã31绊胖
pʰã33盼判叛襻
mã44□{攀爬}
mã233埋蛮{又读mæ̃²³³}瞒馒
mã52晚
mã31满买米
mã213卖迈慢{又读mæ̃²¹³}漫慢万蔓曼
fã44翻番返
fã52反
fã33贩
tã44丹单{孤~}
tã33旦诞
tã213但弹{子~}蛋掸
tʰã44坍滩摊
tʰã233檀坛弹{~琴}
tʰã52瘫毯坦
tʰã33炭叹
nã44□{~软：很软}
nã233泥{水~}尼难{围~}兰拦栏
nã52奶
nã31懒
nã213难{患~}烂
θã44珊
θã52散{松~}
θã33伞散{解~}
tʃã52盏□{移动(一点点)}
tʃã33赞
tʃã213赚{欺骗}赚{~钱}
tʃʰã44餐
tʃʰã33灿
ʃã44山删栅
ʃã233残
ʃã52产
ʃã33疝
ʃã213溅濽栈
kã44尴干{~涉}肝竿艰
kã52杆{旗~}秆赶
kã33干{骨~}
kʰã52坎砍
kʰã33劲{干~}
ŋã44挨{~近}
ŋã233涯崖挨{~打}熬{~夜}
ŋã31碾{~碎}
hã44鼾□{刚，副词}
hã233寒
hã52罕
hã31撼旱
hã33看{~守}汉
hã213岸汗焊翰雁韩
ã44安鞍
ã33按案晏
pæ̃44鞭变边
pæ̃52贬板版匾
pæ̃31辨辩汴辨□{~软：很软}
pæ̃213便{方~}
pʰæ̃44编篇偏蝙
pʰæ̃33骗遍{~地}片
mæ̃233绵棉眠
mæ̃52扁
mæ̃31免勉娩
mæ̃213缅面{外~}
wæ̃44弯湾
wæ̃233还{归~}环
wæ̃52挽
wæ̃213幻患宦
tæ̃44颠癫
tæ̃233田填
tæ̃52典腆
tæ̃213电殿奠
tʰæ̃44天
næ̃233年
næ̃52撵捻
θæ̃44仙鲜{新~}先
θæ̃233前
θæ̃52癣
θæ̃33线羡
læ̃233连鲢莲
læ̃213练炼{锻~}
tʃæ̃44煎
tʃæ̃52剪
tʃæ̃33箭荐
tʃʰæ̃44千{万~}
tʃʰæ̃52浅
ʃæ̃233钱
ʃæ̃31践
ʃæ̃213贱饯
kæ̃44间{中~}奸{内~}
kæ̃52简柬拣茧趼笕枧碱
kæ̃31谏涧锏
kæ̃33间{~隔}
kʰæ̃44□{空~，蜻蜓}
ŋæ̃233颜顽
ŋæ̃31眼
hæ̃44悭
hæ̃233闲
hæ̃31限
æ̃52□{~起腰骨：挺起腰}
kuæ̃44关冠{鸡~}
kuæ̃33惯
pɛ̃44□{拔~豆，拔花生}
pɛ̃213□{田~：水田的进出水口}
pʰɛ̃44烹□{驱赶}
pʰɛ̃233彭膨棚
mɛ̃233盲横{蛮~}
mɛ̃52□{瞪}
mɛ̃31猛孟□{祖母}
mɛ̃33□{擘}□{缺口}
wɛ̃233横{纵~}
tʰɛ̃33□{斗~：(小孩)游戏。动~：挣扎}
nɛ̃31冷
nɛ̃33□{小}
lɛ̃33□{滚}
tʃɛ̃44争筝睁
tʃɛ̃213锃
tʃʰɛ̃44撑铛{~锅(平底煎锅)}
tʃʰɛ̃52□{~开：用脚蹬开}
tʃʰɛ̃213牚睁
ʃɛ̃44生牲笙甥
ʃɛ̃233橙{柑~}
ʃɛ̃52省{全~}
kɛ̃44更{打~}梗庚羹耕
kɛ̃233□{臭~：龙眼树上的一种臭虫}
kɛ̃52埂梗
kɛ̃33更{~加}
ŋɛ̃44罂
ŋɛ̃33□{鼻指~：鼻梁}
ŋɛ̃213硬额逆
hɛ̃44坑亨哼
ɛ̃233行{罪~}衡
ɛ̃52□{挺着腰}
ɛ̃213杏幸
kuɛ̃44闩
kuɛ̃233□{丢，掷}
pɔ̃44帆
pɔ̃233凡
pɔ̃31犯
pɔ̃213范{姓~}
fɔ̃233泛
tɔ̃44耽担{承~}
tɔ̃233潭谭谈痰啖
tɔ̃52胆
tɔ̃31淡
tɔ̃33担{重~}
tʰɔ̃44贪
tʰɔ̃33探
nɔ̃233挪男南蓝篮
nɔ̃52哪那览揽榄
nɔ̃31腩
nɔ̃213滥缆□{伯母}
θɔ̃44三
tʃɔ̃44簪
tʃɔ̃52斩
tʃɔ̃33渗汆
tʃɔ̃213站{车~}
tʃʰɔ̃44参{~加}
tʃʰɔ̃52惨
tʃʰɔ̃33杉
ʃɔ̃44卅衫
ʃɔ̃233蚕惭馋馋
ʃɔ̃31錾
kɔ̃213□{拃，大拇指与中指或食指张开的长度}
kʰɔ̃52刊
ŋɔ̃233牛幽衔拯？
ŋɔ̃52我
hɔ̃233函
mø̃52瞖
mø̃31网辋
tø̃233长{短~}肠
tø̃31丈仗{依~}杖仗{仪~}
tø̃33□{怎，怎么，多少}
nø̃233娘{姑~}良凉量{测~}粮梁粱
nø̃52两{斤~}辆
nø̃31两{~个}俩
nø̃213亮谅量{数~}
θø̃44相{互~}箱厢湘镶
θø̃233墙详祥翔
θø̃52想
θø̃31象像橡
θø̃33匠相{长~}
θø̃213匠
tʃø̃44将{~来}浆张章樟
tʃø̃52蒋奖桨长{生~}涨{~水}掌
tʃø̃33酱将{大~}帐账胀涨{~大}仗{打~}障瘴
tʃʰø̃44枪昌菖倡
tʃʰø̃233偿
tʃʰø̃52抢厂
tʃʰø̃33畅敞唱□{光线刺眼}
ȵø̃233瓤穰
ȵø̃31仰
ȵø̃213壤攘嚷让酿
ʃø̃44商伤
ʃø̃233场常尝裳
ʃø̃52赏
ʃø̃31上{~山}
ʃø̃213尚上{天~}
jø̃44央秧殃鸯
jø̃233羊洋烊杨阳扬疡
jø̃31养痒
jø̃213恙样
kø̃44姜{生~}羌
kø̃233强{坚~}
kʰø̃44疆僵礓缰腔
kʰø̃52强{勉~}
hø̃44香乡
hø̃52响饷享响
hø̃33向
pĩ44兵
pĩ233平坪评苹瓶屏萍
pĩ52丙秉饼
pĩ31并{合~}
pĩ33柄□{搬}
pĩ213病
pʰĩ44拼{~命}
pʰĩ33聘娉
mĩ233鸣明名铭荣
mĩ52皿冥螟
mĩ213命
wĩ233营茔
wĩ52颖
wĩ31永泳咏
tĩ44丁钉{铁~}疔
tĩ233亭停廷庭蜓
tĩ52顶鼎
tĩ31艇
tĩ33订
tĩ213锭定淀靛
tʰĩ44厅
tʰĩ233听{好~}
tʰĩ52挺铤
nĩ44呢
nĩ233宁{安~}灵零铃伶翎龄
nĩ31领岭
nĩ33□{踮起脚跟}
nĩ213令另
θĩ44星腥猩
θĩ52省{反~}醒
θĩ33性姓
tʃĩ44精晶睛贞侦正{~月}征{~伐}
tʃĩ52井整
tʃĩ33正{~式}政
tʃʰĩ44清青蜻
tʃʰ52请
ȵĩ233倪霓儿宜仪谊疑
ȵĩ52拟议
ȵĩ31尔耳饵蚁
ȵĩ213义艺
ʃĩ44声馨
ʃĩ233情晴呈程成城诚
ʃĩ31静靖
ʃĩ33圣
ʃĩ213净逞郑盛{~饭}
jĩ44莺鹦樱英婴缨
jĩ233迎盈赢形型刑莹萤
jĩ52影
jĩ33映{文读，又读ŋ̍⁵²}
kĩ44京惊经鲸
kĩ233琼荆
kĩ52茎境景警颈径
kĩ33敬竟镜
kĩ213竞
kʰĩ44卿倾
kʰĩ52顷擎
kʰĩ33庆
ŋĩ213毅
hĩ44轻馨兄
ɐn
pɐn44奔锛
pɐn233盆焚坟
pɐn52本
pɐn33粪
pɐn213笨份分{本~}
pʰɐn52□{转动，~身：转身}
pʰɐn33喷{~水}
mɐn233门文纹蚊闻问
mɐn52吻
mɐn33汶
mɐn213闷
fɐn44昏{~暗}婚分{划~}吩芬纷熏{烟~}勋荤
fɐn52粉愤忿奋
wɐn44温瘟
wɐn233魂馄匀云耘
wɐn52稳
wɐn31允尹□{翻出，在一堆东西中找出来}
wɐn33酝晕□{关着：~倒}
wɐn213润闰韵运
tɐn44敦墩
tɐn52顿
tɐn31囤
tɐn33扽□{用手轻碰}
tɐn213屯豚{海~}沌盾{矛~}钝遁
tʰɐn44吞饨
tʰɐn233臀
tʰɐn31□{退后：~后}
nɐn31□{泥浆}
nɐn213嫩
θɐn44孙
θɐn233荀旬循
θɐn52损
θɐn33逊驯
θɐn213殉
lɐn44□{动作迅速：~手~脚}
lɐn213论{~语}论{议~}
tʃɐn44珍真尊遵蹲
tʃɐn52诊疹准{批~}
tʃɐn33镇振震
tʃʰɐn44村椿春
tʃʰɐn52蠢
tʃʰɐn33趁衬忖寸
ȵɐn233人仁膶
ȵɐn31忍
ȵɐn33韧
ȵɐn213刃认
ʃɐn44身申伸娠
ʃɐn233秦神辰晨臣存唇纯醇
ʃɐn31肾肫
ʃɐn33舜□{甩，~干手上的水}
ʃɐn213慎顺
kɐn44跟根
kʰɐn52恳垦啃
kʰɐn33□{段、上~：上半段}
ŋɐn233银
ŋɐn52□{轧}
hɐn52很
hɐn33衅
hɐn213恨痕
ɐn44恩
ɐn233□{痒}
kuɐn44均钧君军
kuɐn233群裙
kuɐn52滚
