#i		
p	[3]毙比庇[6]鐾	
pʰ	[1]批{2}披[3]杮{柴屑}[6]琵鼻{2}	
m	[1]弥乜{～乇：什么}[3]米尾{1}	
t	[1]蜘氏[2]题池提{2}[3]底{2}[6]弟{2}	
tʰ	[5]剃{2}替{2}	
n	[1]‖□{暝˭～裙：围裙}[2]宜□{饭～：饭勺}[6]仪	
l	[2]篱[3]李理里鲤礼{2}[6]滤	
s	[2]匙[3]死[5]世势细{2}[6]逝	
tɕ	[1]姿之芝知[3]姊指旨止紫肢杞制{名词，1}子{莲～}趾[5]记{2}	
tɕʰ	[3]齿[5]赐翅刺{鱼～}	
k	[1]鸡肌已{～经}[2]奇技{2}[3]纪[5]祭制{动词}[6]寂	
kʰ	[1]妻[3]启起几{～乎}岂祈[5]企汽刺{～刀}气{2}	
ŋ	[1]‖□{～蒿菜：蒿菜}[6]耳{1}艺议义	
x	[1]嘻[3]喜[5]肺戏蟢[6]系{关～}	
∅	[1]衣{2}[2]愚移遗[3]伊{他}椅以{2}[5]意{2}	
#u		
p	[1]跗[2]蒲菩葡[3]补斧[5]布[6]部簿步埠	
pʰ	[1]铺{～设}麸[3]谱普浦殕[5]铺{店～}甫	
m	[3]母{2}牡[6]墓雾幕	
t	[1]都[2]徒{2}[3]朵堵赌肚{猪～}杜镀拄[5]妒	
tʰ	[3]递	
n	[2]奴[3]努怒	
l	[2]卢鸬庐如[3]肚{～子}鲁辱露[6]路	
ts	[1]诸珠[2]□{～母˭囝：姑娘}[3]祖组阻子{狮～}主{2}[5]‖□{～暝：整晚}	
tsʰ	[3]楚处{～理}[5]处{～所}	
s	[1]思{～想}输	
k	[1]估□{纽扣}[2]狐[3]果古牯股鼓故[5]过固雇句{2}	
kʰ	[1]科窠[3]苦	
x	[2]和[3]虎府	
∅	[1]芋[2]务[3]坞武[6]戊	
#y		
t	[1]雉	
tʰ	[2]锄	
n	[3]女汝语	
l	[3]吕旅	
tɕ	[3]穄水举主{1}注矩[6]绪	
tɕʰ	[1]熯[3]鼠暑取娶	
ɕ	[2]遂	
k	[2]瞿衢椒{辣～}	
∅	[2]虞于{～是；姓}[3]雨禹宇[6]遇	
#a		
p	[1]巴芭吧[2]钯爬琶杷耙[3]把饱[5]坝爸	
pʰ	[3]帕	
m	[2]麻{2}蟆痲猫{1}[3]马码[6]骂猫{2}	
t	[1]凋{干}[2]茶	
l	[1]拉[2]萝{1}	
ts	[1]查{山～}渣[2]查{调～}[3]早[5]榨炸	
tsʰ	[1]叉差{～别}钗[2]杈{树}[3]炒吵[5]岔	
s	[1]纱痧	
k	[1]家加嘉佳教[3]假{真～}绞铰[5]贾假{放～}架驾嫁价[6]咬	
kʰ	[1]骹	
ŋ	[1]蛙[2]牙芽衙雅霞[3]哑[6]涯	
x	[2]虾[5]吓[6]夏厦蟹下{2}	
∅	[1]阿鸦丫[3]拗[6]下{1}	
#ia		
∅	[2]耶[3]野亚[6]也	
#ua		
x	[2]华{～山}	
#ɛ		
p	[2]排簰牌罢筏	
m	[2]迷[3]买[6]卖	
t	[2]蹄[3]抵底{1}[5]挡[6]弟{1}	
tʰ	[3]体[5]屉剔替{1}	
n	[2]泥[5]帝	
l	[2]黎厘[3]礼{1}[6]丽	
ts	[1]遮[2]齐[5]此	
tsʰ	[6]饲	
s	[1]鳃尸西牺犀师{～傅}[2]祠[3]洗[5]侈{多}细{1}	
k	[2]崖济{～公}[5]济{经～}[1]街[3]解{～开}	
kʰ	[1]溪峡[2]蟣{水蛭}[5]块{量词}快崎	
∅	[2]鞋窄[3]矮[5]□{看}[6]解{会：～不～}慧	
#œ		
n	[2]‖□{～草：耘田}	
t	[2]‖□{～□leʔ5：鲶鱼}[6]苎	
l	[2]驴犁	
tsʰ	[1]初	
s	[1]梳疏	
x	[2]喉	
#ɔ		
p	[2]婆袍[3]宝堡保[5]报豹[6]暴抱	
m	[2]无毛茅没卯[3]母{1}[6]冒帽磨{名词，1}锚貌贸	
t	[1]刀叨[2]驼驮掏陶萄[3]倒岛祷沓[5]倒到[6]导盗道{名词}	
tʰ	[1]涛[2]桃[3]讨逃[5]套	
n	[2]挪[3]脑恼[6]糯	
l	[2]锣啰劳牢[3]裸[6]老	
ts	[2]曹朝{今～}潮兆[5]做造[6]赵	
tsʰ	[1]抄钞超[2]□{～螺：螺蛳}[5]措糙操{曹～}[6]错{对～}	
s	[2]韶[3]锁嫂[6]皂绍	
k	[1]歌哥高膏篙糕胶[3]稿搞[5]告教	
kʰ	[1]‖□{雨～雪：雨夹雪}[3]可考烤酷拷[5]靠铐	
ŋ	[1]蒿[2]懊[3]袄[6]饿卧	
x	[2]荷何毫豪壕[3]好{～坏}耗[5]好{爱～}孝[6]浩	
∅	[3]澳[5]奥[6]号{～数}	
#e		
p	[1]‖□{儃～：懒}[2]篦[5]蔽闭[6]币备□{天气热}背{～人}	
pʰ	[1]批{2}[5]癖[6]鼻{1}	
m	[1]‖□{虾～：虾}[3]美[6]味	
t	[1]磕[2]提{1}池{1}治{～病}[5]戴[6]地第	
tʰ	[5]剃{1}	
n	[2]尼呢[6]二呆	
l	[1]荔[2]来梨离璃离貍[6]利例励鋭	
ts	[3]纸[2]矁[5]志制{名词，2}痣智子{孔～}[6]痔字自	
tsʰ	[1]车{～辆}痴雌[2]笡斜谐驰[5]次[6]邪市	
s	[1]驶诗施丝熙希尸些{2}[2]蛇麝仕使时[3]写[5]四续史试泄[6]谢社续士{2}寺侍什{家～：家具}誓是	
k	[1]资脂支枝几{茶～}箕机[2]继桅岐徛{2}妓棋旗期疾技{1}[5]疥际寄季迹计{伙～}己记{1}[6]忌	
kʰ	[1]欺[2]骑祁蟣{蟥}[5]基契器弃气{1}[6]徛{1}柿械豉	
ŋ	[2]鹅{2}蜈疑异[6]誉艾外{1}蚁谊易耳{2}	
x	[1]嬉[2]□{腻}[6]系{联～}	
∅	[1]懿医衣{1}依[2]姨乙{天干}[3]以{1}[5]意{1}忆亿[6]毅	
#ɵ		
pʰ	[6]稆稗	
t	[1]□{～蛙˭门˭：锅台}	
k	[5]锯拘[6]跪柜	
kʰ	[5]去	
#o		
p	[1]波菠播玻[2]匏煨[5]簸簸孵[6]菢	
pʰ	[1]‖□{～沝：排水}[2]抚浮[5]破剖	
m	[2]魔磨{动词}摩麻{1}模舞矛[3]磨{名词，2}	
n	[3]□{潘～：猪食槽}	
t	[2]搽徒{1}屠途涂图厨[3]斗{量词}□{躺}[6]舵大{2}度渡	
tʰ	[1]拖[3]㪗土[5]吐兔	
l	[2]罗箩萝{2}炉芦虏搂[6]卤濑	
ts	[1]租诛抓[3]枣找走蚤子{地支}[5]左[6]慈{～禧}	
tsʰ	[1]搓粗[3]草槽[5]锉醋厝	
s	[1]唆靴沙砂苏酥蔬舒须{2}尸{僵～}需殊虚私狮斯司蔓谎师{老～}[5]素诉塑所数{名词}始思{意～意～}[6]视事示巳士{1}	
k	[1]瓜姑孤蕈[2]糊{面～}[3]九[5]卦顾芥[6]舅	
kʰ	[1]箍枯圈[5]库裤课	
ŋ	[2]蛾鹅{1}俄贺吴梧牛[3]我[6]五午误娱	
x	[1]花呼夫肤眩[2]浒胡葫蝴俘符[3]辅[5]货付傅富副[6]祸化户附互扶画负获妇	
∅	[1]莴乌淤[2]湖壶诬糊{～涂}[5]恶{可～}[6]护有□{隐藏}	
#uo		
∅	[2]华{中～}划{～船}[6]话瓦{名词}父芋腐	
#ai		
p	[1]疤[5]拜[6]败	
pʰ	[5]派	
m	[6]䆀{坏}	
t	[2]台埋[5]贷带[6]大{1}待代	
tʰ	[1]胎苔梯[2]治{杀}[3]腿[5]态太泰	
n	[6]耐奈	
l	[2]雷勒[3]□{篓，筐}[6]赖癞□{躺}	
ts	[1]灾栽斋[2]才材财裁脐[5]宰再载债[6]在寨宅	
tsʰ	[1]猜[2]豺[3]采[5]彩菜蔡	
s	[3]屎[5]赛	
k	[1]该阶捱挨[3]改解{～放}[5]概溉介界盖戒	
kʰ	[2]凯丐[5]慨	
ŋ	[2]外{2}[6]碍	
x	[2]孩[3]海[6]亥害	
#uai		
k	[2]柺[5]怪	
x	[2]怀槐	
#ɔi		
t	[1]堆[5]对碓[6]袋兑	
tʰ	[5]退褪{～色}	
n	[6]内	
l	[2]螺脶[6]累{连～}类	
ts	[6]罪助	
tsʰ	[1]催[5]‖□{砍}	
s	[1]衰瘦[5]帅[6]坐座	
∅	[5]爱要{重～，训“爱”}	
#uei		
p	[1]杯碑卑悲飞沸[2]培陪赔倍被[5]辈背{名词}疿沸{水开}[6]佩背{～书}	
pʰ	[1]坯裴[2]皮疲[5]胚配痹癖[6]被	
m	[2]梅枚媒煤谋[3]每某尾{2}[6]妹未{副词}	
tʰ	[2]垂锤槌锥	
l	[3]累{积～}蕊垒	
ts	[5]醉	
tsʰ	[1]吹炊[2]□{～茶：倒茶}[5]喙脆	
s	[1]‖□{～暝˭：守岁}[2]虽[3]髓[5]穗税[6]隧	
k	[1]规闺瑰[3]裹刽桂几癸鬼[5]诡句{1}	
kʰ	[1]魁[2]葵[5]块{～头}	
x	[1]恢灰晦榧挥辉徽[2]溃[3]火伙{～食}匪[5]伙{～计}毁贿悔岁废惠费[6]汇会{开～}	
∅	[2]回茴危伪为{作～}违围汇[3]委[5]会{～计}畏[6]卫为{～什么}位惟魏伟纬胃谓猬未{地支}	
#øi		
t	[1]猪蛛[2]除拒[3]短[5]筷[6]箸队	
tʰ	[2]‖□{虾蟆～：蝌蚪}	
n	[2]薯	
l	[3]儡[6]虑	
ts	[1]书榛	
s	[1]‖□{～暝：熬夜}[2]佘徐余{姓}随[5]碎[6]序	
k	[1]居车{～马炮}朱饥龟归[5]据贵[6]逵柜	
kʰ	[1]亏开盔	
x	[1]圩	
ŋ	[2]鱼渔	
