序号	trad	simp	IPA	pinyin	detail	声母	韵母	调值	吴拼声	吴拼韵	声调	多音	检验声调变小时声母是否变（但会有例外）	检查声母变时声调是否变小（但会有例外）	检查韵母表	检查每韵声母顺序
2977		钉	teŋ³³⁵	ten5	{动词}	t	eŋ	³³⁵	t	en	5	2				
2978		订	teŋ³³⁵	ten5		t	eŋ	³³⁵	t	en	5	1				
2979		吞	tʰeŋ⁴⁴	then1		tʰ	eŋ	⁴⁴	th	en	1	1				1
2980		暾	tʰeŋ⁴⁴	then1	{温~水：温水}	tʰ	eŋ	⁴⁴	th	en	1	1				
2981		听	tʰeŋ⁴⁴	then1		tʰ	eŋ	⁴⁴	th	en	1	1				
2982		厅	tʰeŋ⁴⁴	then1		tʰ	eŋ	⁴⁴	th	en	1	1				
2983		汀	tʰeŋ⁴⁴	then1		tʰ	eŋ	⁴⁴	th	en	1	1				
2984		氽	tʰeŋ⁵³	then3	{浮起来}	tʰ	eŋ	⁵³	th	en	3	1				
2985		□	tʰeŋ⁵³	then3	{任凭}	tʰ	eŋ	⁵³	th	en	3	160				
2986		□	tʰeŋ³³⁵	then5	{剩下}	tʰ	eŋ	³³⁵	th	en	5	160				
2987		屯	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				1
2988		豚	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2989		饨	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2990		臀	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2991		囤	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	2				
2992		腾	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2993		藤	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2994		疼	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2995		亭	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2996		停	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2997		婷	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2998		廷	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
2999		庭	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
3000		蜓	deŋ²¹³	den2		d	eŋ	²¹³	d	en	2	1				
3001		沌	deŋ²³¹	den4		d	eŋ	²³¹	d	en	4	1				
3002		艇	deŋ²³¹	den4		d	eŋ	²³¹	d	en	4	1				
3003		挺	deŋ²³¹	den4		d	eŋ	²³¹	d	en	4	1				
3004		锭	deŋ²³¹	den4	{缝制衣被}	d	eŋ	²³¹	d	en	4	1				
3005		囤	deŋ²³¹	den4		d	eŋ	²³¹	d	en	4	2				
3006		盾	deŋ²²⁴	den6		d	eŋ	²²⁴	d	en	6	1				
3007		钝	deŋ²²⁴	den6		d	eŋ	²²⁴	d	en	6	1				
3008		邓	deŋ²²⁴	den6		d	eŋ	²²⁴	d	en	6	1				
3009		定	deŋ²²⁴	den6		d	eŋ	²²⁴	d	en	6	1				
3010		拎	leŋ⁴⁴	len1		l	eŋ	⁴⁴	l	en	1	1				1
3011		林	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3012		淋	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3013		临	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3014		檩	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3015		凛	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3016		邻	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3017		鳞	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3018		磷	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3019		疄	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3020		伦	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3021		沦	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3022		轮	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3023		能	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	2				
3024		棱	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3025		陵	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3026		凌	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3027		菱	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3028		灵	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3029		零	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3030		铃	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3031		伶	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3032		翎	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3033		龄	leŋ²¹³	len2		l	eŋ	²¹³	l	en	2	1				
3034		领	leŋ⁵³	len3		l	eŋ	⁵³	l	en	3	1				
3035		岭	leŋ⁵³	len3		l	eŋ	⁵³	l	en	3	1				
3036		嫩	leŋ³³⁵	len5		l	eŋ	³³⁵	l	en	5	1				
3037		论	leŋ³³⁵	len5		l	eŋ	³³⁵	l	en	5	1				
3038		楞	leŋ³³⁵	len5		l	eŋ	³³⁵	l	en	5	1				
3039		令	leŋ³³⁵	len5		l	eŋ	³³⁵	l	en	5	1				
3040		另	leŋ³³⁵	len5		l	eŋ	³³⁵	l	en	5	1				
3041		赁	leŋ	len0	{租~}	l	eŋ		l	en	0	1	1	1		
3042		仑	leŋ	len0	{昆~}	l	eŋ		l	en	0	1				
3043		砧	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				1
3044		针	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3045		斟	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3046		箴	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3047		珍	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3048		榛	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3049		臻	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3050		真	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3051		尊	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3052		遵	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3053		肫	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3054		曾	tseŋ⁴⁴	tsen1	{姓氏}	ts	eŋ	⁴⁴	ts	en	1	2				
3055		增	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3056		憎	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3057		争	tseŋ⁴⁴	tsen1	{（文读）战~}	ts	eŋ	⁴⁴	ts	en	1	2				
3058		蒸	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3059		贞	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3060		侦	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3061		正	tseŋ⁴⁴	tsen1	{~月}	ts	eŋ	⁴⁴	ts	en	1	2				
3062		征	tseŋ⁴⁴	tsen1		ts	eŋ	⁴⁴	ts	en	1	1				
3063		枕	tseŋ⁵³	tsen3		ts	eŋ	⁵³	ts	en	3	1				
3064		诊	tseŋ⁵³	tsen3		ts	eŋ	⁵³	ts	en	3	1				
3065		疹	tseŋ⁵³	tsen3		ts	eŋ	⁵³	ts	en	3	1				
3066		准	tseŋ⁵³	tsen3		ts	eŋ	⁵³	ts	en	3	1				
3067		井	tseŋ⁵³	tsen3		ts	eŋ	⁵³	ts	en	3	1				
3068		整	tseŋ⁵³	tsen3		ts	eŋ	⁵³	ts	en	3	1				
3069		黰	tseŋ⁵³	tsen3	{物品因潮湿而发霉}	ts	eŋ	⁵³	ts	en	3	1				
3070		进	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3071		浸	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3072		镇	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3073		振	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3074		震	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3075		证	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3076		症	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3077		正	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	2				
3078		政	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3079		赠	tseŋ³³⁵	tsen5		ts	eŋ	³³⁵	ts	en	5	1				
3080		拯	tseŋ	tsen0	{~救}	ts	eŋ		ts	en	0	1	1	1		
3081		侵	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				1
3082		亲	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3083		村	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3084		春	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3085		椿	tsʰeŋ⁴⁴	tshen1	{香~头}	tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3086		称	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3087		清	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3088		蛏	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3089		逞	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	1				
3090		青	tsʰeŋ⁴⁴	tshen1		tsʰ	eŋ	⁴⁴	tsh	en	1	2				
3091		请	tsʰeŋ⁵³	tshen3		tsʰ	eŋ	⁵³	tsh	en	3	1				
3092		趁	tsʰeŋ³³⁵	tshen5		tsʰ	eŋ	³³⁵	tsh	en	5	1				
3093		衬	tsʰeŋ³³⁵	tshen5		tsʰ	eŋ	³³⁵	tsh	en	5	1				
3094		寸	tsʰeŋ³³⁵	tshen5		tsʰ	eŋ	³³⁵	tsh	en	5	1				
3095		秤	tsʰeŋ³³⁵	tshen5		tsʰ	eŋ	³³⁵	tsh	en	5	1				
3096		蠢	tsʰeŋ	tshen0	{愚~}	tsʰ	eŋ		tsh	en	0	1	1	1		
3097		心	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				1
3098		芯	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3099		森	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3100		参	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	2				
3101		深	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3102		辛	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3103		新	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	2				
3104		薪	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3105		身	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3106		申	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3107		伸	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3108		孙	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3109		僧	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3110		升	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3111		牲	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3112		笙	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3113		声	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	2				
3114		蜻	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3115		星	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3116		腥	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3117		猩	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3118		逊	seŋ⁴⁴	sen1		s	eŋ	⁴⁴	s	en	1	1				
3119		沈	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3120		审	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3121		婶	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3122		损	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3123		荀	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3124		询	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3125		筍	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3126		榫	seŋ⁵³	sen3	{~头}	s	eŋ	⁵³	s	en	3	1				
3127		醒	seŋ⁵³	sen3		s	eŋ	⁵³	s	en	3	1				
3128		信	seŋ³³⁵	sen5		s	eŋ	³³⁵	s	en	5	1				
3129		舜	seŋ³³⁵	sen5		s	eŋ	³³⁵	s	en	5	1				
3130		胜	seŋ³³⁵	sen5		s	eŋ	³³⁵	s	en	5	1				
3131		性	seŋ³³⁵	sen5		s	eŋ	³³⁵	s	en	5	1				
3132		姓	seŋ³³⁵	sen5		s	eŋ	³³⁵	s	en	5	1				
3133		圣	seŋ³³⁵	sen5		s	eŋ	³³⁵	s	en	5	1				
3134		渗	seŋ	sen0	{~透}	s	eŋ		s	en	0	1	1	1		
3135		寻	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				1
3136		沉	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3137		岑	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3138		秦	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3139		陈	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3140		尘	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3141		神	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3142		辰	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3143		晨	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3144		臣	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3145		人	zeŋ²¹³	zen2	{（文读）}	z	eŋ	²¹³	z	en	2	2				
3146		仁	zeŋ²¹³	zen2	{（文读）}	z	eŋ	²¹³	z	en	2	2				
3147		存	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3148		循	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3149		巡	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3150		唇	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3151		纯	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3152		醇	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3153		曾	zeŋ²¹³	zen2	{~经}	z	eŋ	²¹³	z	en	2	2				
3154		层	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3155		澄	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3156		惩	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3157		橙	zeŋ²¹³	zen2	{（文读）}	z	eŋ	²¹³	z	en	2	2				
3158		乘	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3159		绳	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3160		承	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3161		丞	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3162		仍	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3163		晴	zeŋ²¹³	zen2	{（白读）天~}	z	eŋ	²¹³	z	en	2	2				
3164		呈	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3165		程	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3166		成	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3167		城	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3168		诚	zeŋ²¹³	zen2		z	eŋ	²¹³	z	en	2	1				
3169		盛	zeŋ²¹³	zen2	{~饭}	z	eŋ	²¹³	z	en	2	3				
3170		蕈	zeŋ²³¹	zen4	{蘑菇}	z	eŋ	²³¹	z	en	4	1				
3171		尽	zeŋ²³¹	zen4		z	eŋ	²³¹	z	en	4	1				
3172		肾	zeŋ²³¹	zen4		z	eŋ	²³¹	z	en	4	1				
3173		忍	zeŋ²³¹	zen4		z	eŋ	²³¹	z	en	4	2				
3174		吮	zeŋ²³¹	zen4		z	eŋ	²³¹	z	en	4	1				
3175		静	zeŋ²³¹	zen4		z	eŋ	²³¹	z	en	4	1				
3176		刃	zeŋ²²⁴	zen6		z	eŋ	²²⁴	z	en	6	1				
3177		认	zeŋ²²⁴	zen6	{（文读）}	z	eŋ	²²⁴	z	en	6	2				
3178		顺	zeŋ²²⁴	zen6		z	eŋ	²²⁴	z	en	6	1				
3179		润	zeŋ²²⁴	zen6		z	eŋ	²²⁴	z	en	6	1				
3180		剩	zeŋ²²⁴	zen6	{（文读）}	z	eŋ	²²⁴	z	en	6	2				
3181		阵	zeŋ²²⁴	zen6	{~头雨}	z	eŋ	²²⁴	z	en	6	1				
3182		盛	zeŋ²²⁴	zen6	{（文读）~大}	z	eŋ	²²⁴	z	en	6	3				
3183		郑	zeŋ²²⁴	zen6		z	eŋ	²²⁴	z	en	6	1				
3184		慎	zeŋ	zen0	{谨~}	z	eŋ		z	en	0	1	1	1		
3185		纫	zeŋ	zen0		z	eŋ		z	en	0	1				
3186		甚	zeŋ	zen0		z	eŋ		z	en	0	1				
3187		今	keŋ⁴⁴	ken1	{~朝，~年}	k	eŋ	⁴⁴	k	en	1	2				1
3188		跟	keŋ⁴⁴	ken1		k	eŋ	⁴⁴	k	en	1	1				
3189		根	keŋ⁴⁴	ken1		k	eŋ	⁴⁴	k	en	1	1				
3190		更	keŋ⁴⁴	ken1	{（文读）变~}	k	eŋ	⁴⁴	k	en	1	3				
3191		更	keŋ³³⁵	ken5	{~加}	k	eŋ	³³⁵	k	en	5	3				
3192		恳	kʰeŋ⁵³	khen3		kʰ	eŋ	⁵³	kh	en	3	1				1
3193		垦	kʰeŋ⁵³	khen3		kʰ	eŋ	⁵³	kh	en	3	1				
3194		龈	kʰeŋ⁵³	khen3		kʰ	eŋ	⁵³	kh	en	3	1				
3195		啃	kʰeŋ⁵³	khen3		kʰ	eŋ	⁵³	kh	en	3	1				
3196		肯	kʰeŋ⁵³	khen3		kʰ	eŋ	⁵³	kh	en	3	1				
3197		孔	kʰeŋ⁵³	khen3	{面~}	kʰ	eŋ	⁵³	kh	en	3	2				
3198		亨	heŋ⁴⁴	hen1		h	eŋ	⁴⁴	h	en	1	1				1
3199		哼	heŋ⁴⁴	hen1		h	eŋ	⁴⁴	h	en	1	1				
3200		很	heŋ⁵³	hen3		h	eŋ	⁵³	h	en	3	1				
3201		擤	heŋ³³⁵	hen5		h	eŋ	³³⁵	h	en	5	1				
3202		恩	eŋ⁴⁴	en1			eŋ	⁴⁴		en	1	1				1
3203		痕	eŋ²¹³	en2			eŋ	²¹³		en	2	1				
3204		恒	eŋ²¹³	en2			eŋ	²¹³		en	2	1				
3205		恨	eŋ³³⁵	en5			eŋ	³³⁵		en	5	1				
3206		今	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	2			1	1
3207		金	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3208		襟	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3209		津	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3210		巾	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3211		斤	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3212		筋	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3213		均	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3214		钧	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3215		菌	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3216		君	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3217		军	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3218		茎	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3219		京	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3220		荆	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3221		惊	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3222		精	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3223		晶	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3224		睛	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3225		经	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3226		径	tɕiŋ⁴⁴	cin1		tɕ	iŋ	⁴⁴	c	in	1	1				
3227		锦	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3228		紧	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3229		谨	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3230		槿	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3231		境	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3232		景	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3233		警	tɕiŋ⁵³	cin3		tɕ	iŋ	⁵³	c	in	3	1				
3234		禁	tɕiŋ³³⁵	cin5		tɕ	iŋ	³³⁵	c	in	5	1				
3235		晋	tɕiŋ³³⁵	cin5		tɕ	iŋ	³³⁵	c	in	5	1				
3236		俊	tɕiŋ³³⁵	cin5		tɕ	iŋ	³³⁵	c	in	5	1				
3237		敬	tɕiŋ³³⁵	cin5		tɕ	iŋ	³³⁵	c	in	5	1				
3238		竟	tɕiŋ³³⁵	cin5		tɕ	iŋ	³³⁵	c	in	5	1				
3239		镜	tɕiŋ³³⁵	cin5		tɕ	iŋ	³³⁵	c	in	5	1				
3240		颈	tɕiŋ	cin0		tɕ	iŋ		c	in	0	1	1	1		
3241		钦	tɕʰiŋ⁴⁴	chin1		tɕʰ	iŋ	⁴⁴	ch	in	1	1				1
3242		卿	tɕʰiŋ⁴⁴	chin1		tɕʰ	iŋ	⁴⁴	ch	in	1	1				
3243		轻	tɕʰiŋ⁴⁴	chin1		tɕʰ	iŋ	⁴⁴	ch	in	1	1				
3244		倾	tɕʰiŋ⁴⁴	chin1		tɕʰ	iŋ	⁴⁴	ch	in	1	1				
3245		寝	tɕʰiŋ⁵³	chin3		tɕʰ	iŋ	⁵³	ch	in	3	1				
3246		揿	tɕʰiŋ³³⁵	chin5		tɕʰ	iŋ	³³⁵	ch	in	5	1				
3247		庆	tɕʰiŋ³³⁵	chin5		tɕʰ	iŋ	³³⁵	ch	in	5	1				
3248		顷	tɕʰiŋ	chin0	{公~}	tɕʰ	iŋ		ch	in	0	1	1	1		
3249		琴	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				1
3250		禽	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3251		擒	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3252		勤	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3253		芹	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3254		旬	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3255		群	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3256		裙	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3257		擎	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3258		鲸	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3259		情	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3260		晴	dʑiŋ²¹³	jin2	{（文读）}	dʑ	iŋ	²¹³	j	in	2	2				
3261		琼	dʑiŋ²¹³	jin2		dʑ	iŋ	²¹³	j	in	2	1				
3262		浔	dʑiŋ²¹³	jin2	{南~：湖州地名}	dʑ	iŋ	²¹³	j	in	2	1				
3263		仅	dʑiŋ²³¹	jin4		dʑ	iŋ	²³¹	j	in	4	1				
3264		近	dʑiŋ²³¹	jin4		dʑ	iŋ	²³¹	j	in	4	1				
3265		靖	dʑiŋ²³¹	jin4		dʑ	iŋ	²³¹	j	in	4	1				
3266		劲	dʑiŋ²²⁴	jin6	{~头}	dʑ	iŋ	²²⁴	j	in	6	1				
3267		竞	dʑiŋ²²⁴	jin6		dʑ	iŋ	²²⁴	j	in	6	1				
3268		净	dʑiŋ	jin0	{干~}	dʑ	iŋ		j	in	0	1	1	1		
3269		沂	ȵiŋ²¹³	gnin2	{~蒙山}	ȵ	iŋ	²¹³	gn	in	2	1				1
3270		壬	ȵiŋ²¹³	gnin2		ȵ	iŋ	²¹³	gn	in	2	1				
3271		任	ȵiŋ²¹³	gnin2		ȵ	iŋ	²¹³	gn	in	2	1				
3272		吟	ȵiŋ²¹³	gnin2		ȵ	iŋ	²¹³	gn	in	2	1				
3273		人	ȵiŋ²¹³	gnin2	{（白读）}	ȵ	iŋ	²¹³	gn	in	2	2				
3274		仁	ȵiŋ²¹³	gnin2	{（白读）杏~}	ȵ	iŋ	²¹³	gn	in	2	2				
3275		银	ȵiŋ²¹³	gnin2		ȵ	iŋ	²¹³	gn	in	2	1				
3276		迎	ȵiŋ²¹³	gnin2		ȵ	iŋ	²¹³	gn	in	2	1				
3277		宁	ȵiŋ²¹³	gnin2		ȵ	iŋ	²¹³	gn	in	2	2				
3278		忍	ȵiŋ⁵³	gnin3	{（白读）}	ȵ	iŋ	⁵³	gn	in	3	2				
3279		认	ȵiŋ³³⁵	gnin5	{（白读）~识、~真}	ȵ	iŋ	³³⁵	gn	in	5	2				
3280		韧	ȵiŋ³³⁵	gnin5		ȵ	iŋ	³³⁵	gn	in	5	1				
3281		宁	ȵiŋ³³⁵	gnin5		ȵ	iŋ	³³⁵	gn	in	5	2				
3282		欣	ɕiŋ⁴⁴	shin1		ɕ	iŋ	⁴⁴	sh	in	1	1				1
3283		熏	ɕiŋ⁴⁴	shin1		ɕ	iŋ	⁴⁴	sh	in	1	1				
