cid	character	initial	final	tone	note
1	多	t	o	33	
2	拖	th	o	33	
3	大	t	ᴀ	213	
4	锣	l	o	31	
5	左	ts	o	53	
6	歌	k	o	33	
7	个	k	o	213	
8	可	kh	o	53	
9	鹅	∅	o	31	
10	饿	∅	o	213	
11	河	x	o	31	
12	茄	tɕh	ie	31	
13	破	ph	o	213	
14	婆	ph	o	31	
15	磨	m	o	31	
16	磨	m	o	213	
17	躲	t	o	53	
18	螺	l	o	31	
19	坐	ts	o	213	
20	锁	s	o	53	
21	果	k	o	53	
22	过	k	o	213	
23	课	kh	o	213	
24	火	x	o	53	
25	货	x	o	213	
26	祸	x	o	213	
28	把	p	ᴀ	53	
29	爬	ph	ᴀ	31	
30	马	m	ᴀ	53	
31	骂	m	ᴀ	213	
32	茶	tsh	ᴀ	31	
33	沙	s	ᴀ	33	
34	假	tɕ	iᴀ	53	
35	嫁	tɕ	iᴀ	213	
36	牙	∅	iᴀ	31	
37	虾	ɕ	iᴀ	33	
38	下	ɕ	iᴀ	213	
39	夏	ɕ	iᴀ	213	
40	哑	∅	iᴀ	53	
41	姐	tɕ	ie	53	
42	借	tɕ	ie	213	
43	写	ɕ	ie	53	
44	斜	ɕ	ie	31	
45	谢	ɕ	ie	213	
46	车	tʂh	ɿ	33	
47	蛇	ʂ	ɿ	31	
48	射	ʂ	ɿ	213	
49	爷	∅	ie	31	
50	野	∅	ie	53	
51	夜	∅	ie	213	
52	瓜	k	uᴀ	33	
53	瓦	∅	uᴀ	53	
54	花	x	uᴀ	33	
55	化	x	uᴀ	213	
56	华	x	uᴀ	31	
57	谱	ph	u	53	
58	布	p	u	213	
59	铺	ph	u	33	
61	步	p	u	213	
62	赌	t	u	53	
63	土	th	u	53	
64	图	th	u	31	
65	杜	t	u	213	
66	奴	n	u	31	
67	路	l	u	213	
68	租	tʂ	u	33	
69	做	ts	o	213	
70	错	tsh	o	213	
72	古	k	u	53	
73	苦	kh	u	53	
74	裤	kh	u	213	
75	吴	v	u	31	
76	五	v	u	53	
77	虎	x	u	53	
78	壶	x	u	31	
79	户	x	u	213	
80	乌	v	u	33	
81	女	ȵ	i	53	
82	吕	l	i	53	
83	徐	ɕ	i	31	
84	猪	tʂ	u	33	
85	除	tʂh	u	31	
86	初	tʂh	u	33	
87	锄	tʂh	u	31	
88	所	s	o	53	
89	书	ʂ	u	33	
90	鼠	tʂh	u	53	
91	如	ʐ	u	31	
92	举	tɕ	i	53	
93	锯	tɕ	i	213	
94	去	kh	ɤ	213	
95	渠	tɕh	i	31	
96	鱼	∅	i	31	
97	许	ɕ	i	53	
98	余	∅	i	31	
99	府	f	u	53	
100	付	f	u	213	
101	父	f	u	213	
102	武	∅	u	53	
103	雾	∅	u	213	
104	取	tɕh	i	53	
105	柱	tʂh	u	213	
106	住	tʂh	u	213	
107	数	ʂ	u	53	
108	数	ʂ	u	213	
109	主	tʂh	u	53	
110	输	ʂ	u	33	
111	竖	ʂ	u	213	
112	树	ʂ	u	213	
113	句	tɕ	i	213	
114	区	tɕh	i	33	
115	遇	∅	i	213	
116	雨	∅	i	53	
117	芋	∅	i	213	
118	裕	∅	i	213	
119	胎	th	ai	33	
120	台	th	ai	31	
121	袋	t	ai	213	
122	来	l	ai	31	
123	菜	tsh	ai	213	
124	财	tsh	ai	31	
125	该	k	ai	33	
126	改	k	ai	53	
127	开	kh	ai	33	
128	海	x	ai	53	
129	爱	∅	ai	213	
130	贝	p	ei	213	
131	带	t	ai	213	
132	盖	k	ai	213	
133	害	x	ai	213	
134	拜	p	ai	213	
135	排	ph	ai	31	
136	埋	m	ai	31	
137	戒	k	ai	213	
138	摆	p	ai	53	
139	派	ph	ai	213	
140	牌	ph	ai	31	
141	买	m	ai	53	
142	卖	m	ai	213	
143	柴	tʂh	ai	31	
144	晒	s	ai	213	
145	街	k	ai	33	
146	解	k	ai	53	
147	鞋	x	ai	31	
148	蟹	x	ai	53	
149	矮	∅	ai	53	
150	败	p	ai	213	
151	币	p	i	213	
152	制	ts	ɿ	213	
153	世	s	ɿ	213	
154	艺	∅	i	213	
155	米	m	i	53	
156	低	t	i	33	
157	梯	th	i	33	
158	剃	th	i	213	
159	弟	t	i	213	
160	递	t	i	213	
161	泥	ȵ	i	31	
162	犁	l	i	31	
163	西	ɕ	i	33	
164	洗	ɕ	i	53	
165	鸡	tɕ	i	33	
166	溪	ɕ	i	33	
167	契	tɕh	i	213	
168	系	ɕ	i	213	
169	杯	p	ei	33	
170	配	ph	ei	213	
171	赔	ph	ei	31	
172	背	p	ei	213	
173	煤	m	ei	31	
174	妹	m	ei	213	
175	对	t	ei	213	
176	雷	l	ei	31	
177	罪	ts	ei	213	
178	碎	s	ei	213	
179	灰	x	ei	33	
180	回	x	ei	31	
181	外	∅	uai	213	
182	会	x	uai	213	
183	怪	k	uai	213	
184	块	kh	uai	213	
185	怀	x	uai	31	
186	坏	x	uai	213	
187	拐	k	uai	53	
188	挂	k	uai	213	
189	歪	∅	uai	33	
190	画	x	uᴀ	213	
191	快	kh	uai	213	
192	话	x	uᴀ	213	
193	岁	s	uei	213	
194	卫	∅	uei	213	
195	肺	f	ei	213	
196	桂	k	uei	213	
197	碑	p	ei	33	
198	皮	ph	i	31	
199	被	p	ei	213	
200	紫	ts	ɿ	53	
201	刺	tsh	ɿ	213	
202	知	ts	ɿ	33	
203	池	tsh	ɿ	31	
204	纸	ts	ɿ	53	
205	儿	∅	ɤ	31	
206	寄	tɕ	i	213	
207	骑	tɕh	i	31	
208	蚁	∅	i	53	
209	义	∅	i	213	
210	戏	ɕ	i	213	
211	移	∅	i	31	
212	比	p	i	53	
213	屁	ph	i	213	
214	鼻	p	i	31	
215	眉	m	ei	31	
216	地	t	i	213	
217	梨	l	i	31	
218	资	ts	ɿ	33	
219	死	s	ɿ	53	
220	四	s	ɿ	213	
221	迟	tsh	ɿ	31	
222	师	s	ɿ	33	
223	指	ts	ɿ	53	
224	二	∅	ɤ	213	
225	饥	tɕ	i	33	
226	器	tɕh	i	213	
227	姨	∅	i	31	
228	李	l	i	53	
229	子	ts	ɿ	53	
230	字	ts	ɿ	213	
231	丝	s	ɿ	33	
232	祠	tsh	ɿ	31	
233	寺	s	ɿ	213	
234	治	ts	ɿ	213	
235	柿	s	ɿ	213	
236	事	s	ɿ	213	
237	使	s	ɿ	53	
238	试	s	ɿ	213	
239	时	s	ɿ	31	
240	市	s	ɿ	213	
241	耳	∅	ɤ	53	
242	记	tɕ	i	213	
243	棋	tɕh	i	31	
244	喜	ɕ	i	53	
245	意	∅	i	213	
246	几	tɕ	i	53	
247	气	tɕh	i	213	
248	希	ɕ	i	33	
249	衣	∅	i	33	
250	嘴	tʂ	uei	53	
251	随	ʂ	uei	31	
252	吹	tʂh	uei	33	
253	垂	tʂh	uei	31	
254	规	k	uei	33	
255	亏	kh	uei	33	
256	跪	k	uei	213	
257	危	∅	uei	33	
258	类	l	uei	213	
259	醉	tʂ	uei	213	
260	追	tʂ	uei	33	
261	锤	tʂh	uei	31	
262	水	ʂ	uei	53	
263	龟	k	uei	33	
264	季	tɕ	i	213	
265	柜	k	uei	213	
266	位	∅	uei	213	
267	飞	f	ei	33	
268	费	f	ei	213	
269	肥	f	ei	31	
270	尾	∅	uei	53	
271	味	∅	uei	213	
272	鬼	k	uei	53	
273	贵	k	uei	213	
274	围	∅	uei	31	
275	胃	∅	uei	213	
276	宝	p	ᴀu	53	
277	抱	p	ᴀu	213	
278	毛	m	ᴀu	31	
279	帽	m	ᴀu	213	
280	刀	t	ᴀu	33	
281	讨	th	ᴀu	53	
282	桃	th	ᴀu	31	
283	道	t	ᴀu	213	
284	脑	n	ᴀu	53	
285	老	l	ᴀu	53	
286	早	ts	ᴀu	53	
287	灶	ts	ᴀu	213	
288	草	tsh	ᴀu	53	
289	糙	tsh	ᴀu	33	
290	造	ts	ᴀu	213	
291	嫂	s	ᴀu	53	
292	高	k	ᴀu	33	
293	靠	kh	ᴀu	213	
294	熬	∅	ᴀu	31	
295	好	x	ᴀu	53	
296	号	x	ᴀu	213	
297	包	p	ᴀu	33	
298	饱	p	ᴀu	53	
299	炮	ph	ᴀu	213	
300	猫	m	ᴀu	33	
301	闹	n	ᴀu	213	
302	罩	tʂh	ᴀu	213	
303	抓	tʂh	uᴀ	213	
304	找	tʂh	ᴀu	53	
305	抄	tsh	ᴀu	33	
306	交	tɕ	ᴀu	33	
307	敲	tɕh	ᴀu	33	
308	孝	ɕ	ᴀu	213	
309	校	ɕ	ᴀu	213	
310	表	p	ᴀu	53	
311	票	ph	ᴀu	213	
312	庙	m	ᴀu	213	
313	焦	tɕ	ᴀu	33	
314	小	ɕ	ᴀu	53	
315	笑	ɕ	ᴀu	213	
316	朝	tsh	ᴀu	31	
317	照	tsh	ᴀu	213	
318	烧	s	ᴀu	33	
319	绕	z	ᴀu	213	
320	桥	tɕ	iᴀu	31	
321	轿	tɕ	iᴀu	213	
322	腰	∅	iᴀu	33	
323	要	∅	iᴀu	213	
324	摇	∅	iᴀu	31	
325	鸟	n	iᴀu	53	
326	钓	t	iᴀu	213	
327	条	th	iᴀu	31	
328	料	l	iᴀu	213	
329	箫	ɕ	iᴀu	33	
330	叫	tɕ	iᴀu	213	
331	母	m	u	53	
332	抖	t	əu	53	
333	偷	th	əu	33	
334	头	th	əu	31	
335	豆	t	əu	213	
336	楼	l	əu	31	
