小韻號	小韻細分	首字	反切	聲母	呼	等	重紐	韻（平賅上去入）	韻（平賅上去）	聲調	攝	廣韻韻目	平水韻目	切韻拼音	古韻羅馬字	有女羅馬字	白一平轉寫	unt切韻擬音L	unt切韻擬音J	msoeg中古擬音V8	潘悟雲擬音
3091		禁	居蔭	見	開	三	B	侵	侵	去	深	去聲52沁	去聲27沁	kyimh	kimh	kymm	kimH	kɹìm	kɹìm	kɯmʰ	kɣim˥˩
3092		賃	乃禁	孃	開	三		侵	侵	去	深	去聲52沁	去聲27沁	nrimh	nrimh	nymm	nrimH	ɳìm	ɳìm	ɳimʰ	ɳim˥˩
3093		蔭	於禁	影	開	三	B	侵	侵	去	深	去聲52沁	去聲27沁	qyimh	qimh	ymm	'imH	ʔɹìm	ʔɹìm	ʔɯmʰ	ʔɣim˥˩
3094		滲	所禁	生	開	三		侵	侵	去	深	去聲52沁	去聲27沁	sryimh	srimh	shymm	srimH	ʂìm	ʂìm	ʂɻmʰ	ʂim˥˩
3095		闖	丑禁	徹	開	三		侵	侵	去	深	去聲52沁	去聲27沁	trhimh	thrimh	thymm	trhimH	ʈʰìm	ʈʰìm	ʈʰimʰ	ʈʰim˥˩
3096		譖	莊蔭	莊	開	三		侵	侵	去	深	去聲52沁	去聲27沁	tsryimh	crimh	trymm	tsrimH	tʂìm	tʂìm	tʂɻmʰ	tʂim˥˩
3097		讖	楚譖	初	開	三		侵	侵	去	深	去聲52沁	去聲27沁	tsrhyimh	chrimh	chymm	tsrhimH	tʂʰìm	tʂʰìm	tʂʰɻmʰ	tʂʰim˥˩
3098		吟	宜禁	疑	開	三	B	侵	侵	去	深	去聲52沁	去聲27沁	ngyimh	ngimh	ngymm	ngimH	ŋɹìm	ŋɹìm	ŋɯmʰ	ŋɣim˥˩
3099		揕	知鴆	知	開	三		侵	侵	去	深	去聲52沁	去聲27沁	trimh	trimh	tymm	trimH	ʈìm	ʈìm	ʈimʰ	ʈim˥˩
3100		臨	良鴆	來	開	三		侵	侵	去	深	去聲52沁	去聲27沁	limh	limh	limm	limH	lìm	lìm	ɭimʰ	lim˥˩
3101		甚	時鴆	常	開	三		侵	侵	去	深	去聲52沁	去聲27沁	djimh	zjimh	zjimm	dzyimH	dʑìm	dʑìm	dʝimʰ	dʑim˥˩
3102		䫴	于禁	云	開	三	B	侵	侵	去	深	去聲52沁	去聲27沁	yimh	imh	hymm	himH	ɹìm	ɹìm	wi˞ mʰ	ɦim˥˩
3103		深	式禁	書	開	三		侵	侵	去	深	去聲52沁	去聲27沁	sjimh	sjimh	sjimm	syimH	ɕìm	ɕìm	çimʰ	ɕim˥˩
3104		勘	苦紺	溪	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	khomh	khomh	qomm	khomH	qʰʌ̀m	qʰʌ̀m	qʰɔmʰ	kʰəm˥˩
3105		紺	古暗	見	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	komh	komh	komm	komH	qʌ̀m	qʌ̀m	qɔmʰ	kəm˥˩
3106		憾	胡紺	匣	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	ghomh	ghomh	homm	homH	ʁʌ̀m	ʁʌ̀m	ʁɔmʰ	ɦəm˥˩
3107		暗	烏紺	影	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	qomh	qomh	omm	'omH	ʡʌ̀m	ʡʌ̀m	ʔɔmʰ	ʔəm˥˩
3108		僋	他紺	透	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	thomh	thomh	thomm	thomH	tʰʌ̀m	tʰʌ̀m	tʰɔmʰ	tʰəm˥˩
3109		俕	蘇紺	心	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	somh	somh	somm	somH	sʌ̀m	sʌ̀m	sɔmʰ	səm˥˩
3110		謲	七紺	清	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	tshomh	chomh	comm	tshomH	tsʰʌ̀m	tsʰʌ̀m	tsʰɔmʰ	tsʰəm˥˩
3111		醰	徒紺	定	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	domh	domh	domm	domH	dʌ̀m	dʌ̀m	dɔmʰ	dəm˥˩
3112		儑	五紺	疑	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	ngomh	ngomh	ngomm	ngomH	ɴʌ̀m	ɴʌ̀m	ɴɔmʰ	ŋəm˥˩
3113		馾	丁紺	端	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	tomh	tomh	tomm	tomH	tʌ̀m	tʌ̀m	tɔmʰ	təm˥˩
3114		妠	奴紺	泥	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	nomh	nomh	nomm	nomH	nʌ̀m	nʌ̀m	nɔmʰ	nəm˥˩
3115		顲	郎紺	來	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	lomh	lomh	lomm	lomH	ɫʌ̀m	ɫʌ̀m	lɔmʰ	ləm˥˩
3116		䫲	呼紺	曉	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	homh	homh	xomm	xomH	χʌ̀m	χʌ̀m	χɔmʰ	həm˥˩
3117		篸	作紺	精	開	一		覃	覃	去	咸	去聲53勘	去聲28勘	tsomh	comh	zomm	tsomH	tsʌ̀m	tsʌ̀m	tsɔmʰ	tsəm˥˩
3118		闞	苦濫	溪	開	一		談	談	去	咸	去聲54闞	去聲28勘	khamh	khamh	qamm	khamH	qʰàm	qʰàm	qʰɑmʰ	kʰɑm˥˩
3119		濫	盧𣊟	來	開	一		談	談	去	咸	去聲54闞	去聲28勘	lamh	lamh	lamm	lamH	ɫàm	ɫàm	lɑmʰ	lɑm˥˩
3120		賧	吐濫	透	開	一		談	談	去	咸	去聲54闞	去聲28勘	thamh	thamh	thamm	thamH	tʰàm	tʰàm	tʰɑmʰ	tʰɑm˥˩
3121		𪉦	古蹔	見	開	一		談	談	去	咸	去聲54闞	去聲28勘	kamh	kamh	kamm	kamH	qàm	qàm	qɑmʰ	kɑm˥˩
3122		𧵊	呼濫	曉	開	一		談	談	去	咸	去聲54闞	去聲28勘	hamh	hamh	xamm	xamH	χàm	χàm	χɑmʰ	hɑm˥˩
3123		憨	下瞰	匣	開	一		談	談	去	咸	去聲54闞	去聲28勘	ghamh	ghamh	hamm	hamH	ʁàm	ʁàm	ʁɑmʰ	ɦɑm˥˩
3124		憺	徒濫	定	開	一		談	談	去	咸	去聲54闞	去聲28勘	damh	damh	damm	damH	dàm	dàm	dɑmʰ	dɑm˥˩
3125		暫	藏濫	從	開	一		談	談	去	咸	去聲54闞	去聲28勘	dzamh	zamh	dzamm	dzamH	dzàm	dzàm	dzɑmʰ	dzɑm˥˩
3126		擔	都濫	端	開	一		談	談	去	咸	去聲54闞	去聲28勘	tamh	tamh	tamm	tamH	tàm	tàm	tɑmʰ	tɑm˥˩
3127		三	蘇暫	心	開	一		談	談	去	咸	去聲54闞	去聲28勘	samh	samh	samm	samH	sàm	sàm	sɑmʰ	sɑm˥˩
3128		豔	以贍	以	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	jiemh	jemh	jemm	yemH	jèm	jèm	jiɛmʰ	jiᴇm˥˩
3129		贍	時豔	常	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	djiemh	zjemh	zjemm	dzyemH	dʑèm	dʑèm	dʝiɛmʰ	dʑiᴇm˥˩
3130		染	而豔	日	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	njiemh	njemh	remm	nyemH	ɲèm	ɲèm	ɲiɛmʰ	ȵiᴇm˥˩
3131		厭	於豔	影	開	三	A	鹽	鹽	去	咸	去聲55豔	去聲29豔	qiemh	qjemh	iemm	'jiemH	ʔjèm	ʔjèm	ʔiɛmʰ	ʔiᴇm˥˩
3132		窆	方驗	幫		三	B	鹽	鹽	去	咸	去聲55豔	去聲29豔	pyemh	piemh	pyemm	pjemH	pɹèm	pɹèm	pi˞ ɛmʰ	pɣiᴇm˥˩
3133		驗	魚窆	疑	開	三	B	鹽	鹽	去	咸	去聲55豔	去聲29豔	ngyemh	ngiemh	ngyemm	ngjemH	ŋɹèm	ŋɹèm	ŋi˞ ɛmʰ	ŋɣiᴇm˥˩
3134		閃	舒贍	書	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	sjiemh	sjemh	sjemm	syemH	ɕèm	ɕèm	çiɛmʰ	ɕiᴇm˥˩
3135		𡄑	子豔	精	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	tsiemh	ciemh	ziemm	tsjemH	tsjèm	tsjèm	tsiɛmʰ	tsiᴇm˥˩
3136		壍	七豔	清	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	tshiemh	chiemh	ciemm	tshjemH	tsʰjèm	tsʰjèm	tsʰiɛmʰ	tsʰiᴇm˥˩
3137		殮	力驗	來	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	liemh	liemh	liemm	ljemH	lèm	lèm	ɭiɛmʰ	liᴇm˥˩
3138		覘	丑豔	徹	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	trhiemh	thriemh	thyemm	trhjemH	ʈʰèm	ʈʰèm	ʈʰiɛmʰ	ʈʰiᴇm˥˩
3139		䠨	昌豔	昌	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	tjhiemh	chjemh	tcemm	tsyhemH	tɕʰèm	tɕʰèm	tçʰiɛmʰ	tɕʰiᴇm˥˩
3140		𢜰	於驗	影	開	三	B	鹽	鹽	去	咸	去聲55豔	去聲29豔	qyemh	qiemh	yemm	'jemH	ʔɹèm	ʔɹèm	ʔi˞ ɛmʰ	ʔɣiᴇm˥˩
3141		潛	慈豔	從	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	dziemh	ziemh	dziemm	dzjemH	dzjèm	dzjèm	dziɛmʰ	dziᴇm˥˩
3142		占	章豔	章	開	三		鹽	鹽	去	咸	去聲55豔	去聲29豔	tjiemh	cjemh	tjemm	tsyemH	tɕèm	tɕèm	tçiɛmʰ	tɕiᴇm˥˩
3143		㮇	他念	透	開	四		添	添	去	咸	去聲56㮇	去聲29豔	themh	themh	themm	themH	tʰèm	tʰèm	tʰɛmʰ	tʰem˥˩
3144		念	奴店	泥	開	四		添	添	去	咸	去聲56㮇	去聲29豔	nemh	nemh	nemm	nemH	nèm	nèm	nɛmʰ	nem˥˩
3145		店	都念	端	開	四		添	添	去	咸	去聲56㮇	去聲29豔	temh	temh	temm	temH	tèm	tèm	tɛmʰ	tem˥˩
3146		䃸	先念	心	開	四		添	添	去	咸	去聲56㮇	去聲29豔	semh	semh	semm	semH	sèm	sèm	sɛmʰ	sem˥˩
3147		磹	徒念	定	開	四		添	添	去	咸	去聲56㮇	去聲29豔	demh	demh	demm	demH	dèm	dèm	dɛmʰ	dem˥˩
3148		趝	紀念	見	開	四		添	添	去	咸	去聲56㮇	去聲29豔	kemh	kemh	kemm	kemH	qèm	qèm	qɛmʰ	kem˥˩
3149		酓	於念	影	開	四		添	添	去	咸	去聲56㮇	去聲29豔	qemh	qemh	emm	'emH	ʡèm	ʡèm	ʔɛmʰ	ʔem˥˩
3150		僭	子念	精	開	四		添	添	去	咸	去聲56㮇	去聲29豔	tsemh	cemh	zemm	tsemH	tsèm	tsèm	tsɛmʰ	tsem˥˩
3151		䁮	漸念	從	開	四		添	添	去	咸	去聲56㮇	去聲29豔	dzemh	zemh	dzemm	dzemH	dzèm	dzèm	dzɛmʰ	dzem˥˩
3152		兼	古念	見	開	四		添	添	去	咸	去聲56㮇	去聲29豔	kemh	kemh	kemm	kemH	qèm	qèm	qɛmʰ	kem˥˩
3153		傔	苦念	溪	開	四		添	添	去	咸	去聲56㮇	去聲29豔	khemh	khemh	qemm	khemH	qʰèm	qʰèm	qʰɛmʰ	kʰem˥˩
3154		稴	力店	來	開	四		添	添	去	咸	去聲56㮇	去聲29豔	lemh	lemh	lemm	lemH	ɫèm	ɫèm	lɛmʰ	lem˥˩
3155		釅	魚欠	疑	開	三		嚴	嚴	去	咸	去聲57釅	去聲29豔	ngyomh	ngiamh	ngiamm	ngjaemH	ŋə̀m	ŋj̈ə̀m	ŋɯʌmʰ	ŋɨam˥˩
3156		脅	許欠	曉	開	三		嚴	嚴	去	咸	去聲57釅	去聲29豔	hyomh	hiamh	xiamm	xjaemH	xə̀m	xj̈ə̀m	xɯʌmʰ	hɨam˥˩
3157		㪁	丘釅	溪	開	三		嚴	嚴	去	咸	去聲57釅	去聲29豔	khyomh	khiamh	qiamm	khjaemH	kʰə̀m	kʰj̈ə̀m	kʰɯʌmʰ	kʰɨam˥˩
3158		𦲯	亡劒	明		三		凡	凡	去	咸	去聲57釅	去聲29豔	muomh	myamh	mvamm	mjomH	mə̀m	mʋə̀m	muʌmʰ	mɨam˥˩
3159		陷	戶韽	匣	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	gheemh	ghremh	haemm	heamH	ʁèˤm	ʁèˤm	ʁɜ˞ mʰ	ɦɣɛm˥˩
3160		韽	於陷	影	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	qeemh	qremh	aemm	'eamH	ʡèˤm	ʡèˤm	ʔɜ˞ mʰ	ʔɣɛm˥˩
3161		蘸	莊陷	莊	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	tsreemh	cremh	traemm	tsreamH	tʂèˤm	tʂèˤm	tʂɜ˞ mʰ	tʂɣɛm˥˩
3162		𪉜	陟陷	知	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	treemh	tremh	taemm	treamH	ʈèˤm	ʈèˤm	ʈɜ˞ mʰ	ʈɣɛm˥˩
3163		歉	口陷	溪	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	kheemh	khremh	qaemm	kheamH	qʰèˤm	qʰèˤm	qʰɜ˞ mʰ	kʰɣɛm˥˩
3164		𧸖	佇陷	澄	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	dreemh	dremh	daemm	dreamH	ɖèˤm	ɖèˤm	ɖɜ˞ mʰ	ɖɣɛm˥˩
3165		儳	仕陷	崇	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	dzreemh	zremh	draemm	dzreamH	dʐèˤm	dʐèˤm	dʐɜ˞ mʰ	dʐɣɛm˥˩
3166		𪉦	公陷	見	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	keemh	kremh	kaemm	keamH	qèˤm	qèˤm	qɜ˞ mʰ	kɣɛm˥˩
3167		諵	尼𧸖	孃	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	nreemh	nremh	naemm	nreamH	ɳèˤm	ɳèˤm	ɳɜ˞ mʰ	ɳɣɛm˥˩
3168		顑	玉陷	疑	開	二		咸	咸	去	咸	去聲58陷	去聲30陷	ngeemh	ngremh	ngaemm	ngeamH	ɴèˤm	ɴèˤm	ɴɜ˞ mʰ	ŋɣɛm˥˩
3169		鑑	格懺	見	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	kaemh	kramh	keamm	kaemH	qàˤm	qàˤm	qa˞ mʰ	kɣæm˥˩
3170		懺	楚鑒	初	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	tsrhaemh	chramh	chamm	tsrhaemH	tʂʰàˤm	tʂʰàˤm	tʂʰa˞ mʰ	tʂʰɣæm˥˩
3171		覱	子鑑	莊	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	tsraemh	cramh	tramm	tsraemH	tʂàˤm	tʂàˤm	tʂa˞ mʰ	tʂɣæm˥˩
3172		釤	所鑑	生	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	sraemh	sramh	shamm	sraemH	ʂàˤm	ʂàˤm	ʂa˞ mʰ	ʂɣæm˥˩
3173		㒈	許鑑	曉	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	haemh	hramh	xeamm	xaemH	χàˤm	χàˤm	χa˞ mʰ	hɣæm˥˩
3174		埿	蒲鑑	並		二		銜	銜	去	咸	去聲59鑑	去聲30陷	baemh	bramh	beamm	baemH	ᵬàˤm	bàˤm	ba˞ mʰ	bɣæm˥˩
3175		㽉	胡懺	匣	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	ghaemh	ghramh	heamm	haemH	ʁàˤm	ʁàˤm	ʁa˞ mʰ	ɦɣæm˥˩
3176		鑱	士懺	崇	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	dzraemh	zramh	dramm	dzraemH	dʐàˤm	dʐàˤm	dʐa˞ mʰ	dʐɣæm˥˩
3177		𪒠		影	開	二		銜	銜	去	咸	去聲59鑑	去聲30陷	qaemh	qramh	eamm	'aemH	ʡàˤm	ʡàˤm	ʔa˞ mʰ	ʔɣæm˥˩
3178		梵	扶泛	並		三		凡	凡	去	咸	去聲60梵	去聲30陷	buomh	byamh	bvamm	bjomH	bə̀m	bʋə̀m	buʌmʰ	bɨam˥˩
3179		汎	孚梵	滂		三		凡	凡	去	咸	去聲60梵	去聲30陷	phuomh	phyamh	phvamm	phjomH	pʰə̀m	pʰʋə̀m	pʰuʌmʰ	pʰɨam˥˩
3180		劔	居欠	見	開	三		嚴	嚴	去	咸	去聲60梵	去聲30陷	kyomh	kiamh	kiamm	kjaemH	kə̀m	kj̈ə̀m	kɯʌmʰ	kɨam˥˩
3181		欠	去劒	溪	開	三		嚴	嚴	去	咸	去聲60梵	去聲30陷	khyomh	khiamh	qiamm	khjaemH	kʰə̀m	kʰj̈ə̀m	kʰɯʌmʰ	kʰɨam˥˩
3182		俺	於劒	影	開	三		嚴	嚴	去	咸	去聲60梵	去聲30陷	qyomh	qiamh	iamm	'jaemH	ʔə̀m	ʔj̈ə̀m	ʔɯʌmʰ	ʔɨam˥˩
3183		屋	烏谷	影		一		東	屋	入	通	入聲1屋	入聲1屋	qouk	quk	uk	'uwk	ʡuq	ʡuq	ʔᵒuq	ʔuk꜊
3184		獨	徒谷	定		一		東	屋	入	通	入聲1屋	入聲1屋	douk	duk	duk	duwk	duq	duq	dᵒuq	duk꜊
3185		穀	古祿	見		一		東	屋	入	通	入聲1屋	入聲1屋	kouk	kuk	kuk	kuwk	quq	quq	qᵒuq	kuk꜊
3186		縠	胡谷	匣		一		東	屋	入	通	入聲1屋	入聲1屋	ghouk	ghuk	huk	huwk	ʁuq	ʁuq	ʁᵒuq	ɦuk꜊
3187		哭	空谷	溪		一		東	屋	入	通	入聲1屋	入聲1屋	khouk	khuk	quk	khuwk	qʰuq	qʰuq	qʰᵒuq	kʰuk꜊
3188		秃	他谷	透		一		東	屋	入	通	入聲1屋	入聲1屋	thouk	thuk	thuk	thuwk	tʰuq	tʰuq	tʰᵒuq	tʰuk꜊
3189		𣫔	丁木	端		一		東	屋	入	通	入聲1屋	入聲1屋	touk	tuk	tuk	tuwk	tuq	tuq	tᵒuq	tuk꜊
3190		速	桑谷	心		一		東	屋	入	通	入聲1屋	入聲1屋	souk	suk	suk	suwk	suq	suq	sᵒuq	suk꜊
3191		禄	盧谷	來		一		東	屋	入	通	入聲1屋	入聲1屋	louk	luk	luk	luwk	ɫuq	ɫuq	lᵒuq	luk꜊
3192		嗀	呼木	曉		一		東	屋	入	通	入聲1屋	入聲1屋	houk	huk	xuk	xuwk	χuq	χuq	χᵒuq	huk꜊
3193		族	昨木	從		一		東	屋	入	通	入聲1屋	入聲1屋	dzouk	zuk	dzuk	dzuwk	dzuq	dzuq	dzᵒuq	dzuk꜊
3194		瘯	千木	清		一		東	屋	入	通	入聲1屋	入聲1屋	tshouk	chuk	cuk	tshuwk	tsʰuq	tsʰuq	tsʰᵒuq	tsʰuk꜊
3195		鏃	作木	精		一		東	屋	入	通	入聲1屋	入聲1屋	tsouk	cuk	zuk	tsuwk	tsuq	tsuq	tsᵒuq	tsuk꜊
3196		暴	蒲木	並		一		東	屋	入	通	入聲1屋	入聲1屋	bouk	buk	buk	buwk	ᵬuq	buq	bᵒuq	buk꜊
3197		扑	普木	滂		一		東	屋	入	通	入聲1屋	入聲1屋	phouk	phuk	phuk	phuwk	ᵱʰuq	pʰuq	pʰᵒuq	pʰuk꜊
3198		卜	博木	幫		一		東	屋	入	通	入聲1屋	入聲1屋	pouk	puk	puk	puwk	ᵱuq	puq	pᵒuq	puk꜊
3199		木	莫卜	明		一		東	屋	入	通	入聲1屋	入聲1屋	mouk	muk	muk	muwk	ᵯuq	muq	mᵒuq	muk꜊
3200		福	方六	幫		三		東	屋	入	通	入聲1屋	入聲1屋	puk	piuk	piuk	pjuwk	puq	pʋuq	puq	pɨuk꜊
3201		伏	房六	並		三		東	屋	入	通	入聲1屋	入聲1屋	buk	biuk	biuk	bjuwk	buq	bʋuq	buq	bɨuk꜊
3202		縮	所六	生		三		東	屋	入	通	入聲1屋	入聲1屋	sruk	sriuk	shuk	srjuwk	ʂuq	ʂuq	ʂɻuq	ʂɨuk꜊
3203		六	力竹	來		三		東	屋	入	通	入聲1屋	入聲1屋	luk	liuk	liuk	ljuwk	luq	luq	ɭuq	lɨuk꜊
3204		逐	直六	澄		三		東	屋	入	通	入聲1屋	入聲1屋	druk	driuk	diuk	drjuwk	ɖuq	ɖuq	ɖuq	ɖɨuk꜊
3205		菊	居六	見		三		東	屋	入	通	入聲1屋	入聲1屋	kuk	kiuk	kiuk	kjuwk	kuq	kj̈uq	kuq	kɨuk꜊
3206		麴	驅匊	溪		三		東	屋	入	通	入聲1屋	入聲1屋	khuk	khiuk	qiuk	khjuwk	kʰuq	kʰj̈uq	kʰuq	kʰɨuk꜊
3207		熟	殊六	常		三		東	屋	入	通	入聲1屋	入聲1屋	djuk	zjuk	zjuk	dzyuwk	dʑuq	dʑuq	dʝuq	dʑɨuk꜊
3208		俶	昌六	昌		三		東	屋	入	通	入聲1屋	入聲1屋	tjhuk	chjuk	tcuk	tsyhuwk	tɕʰuq	tɕʰuq	tçʰuq	tɕʰɨuk꜊
3209		育	余六	以		三		東	屋	入	通	入聲1屋	入聲1屋	juk	juk	juk	yuwk	juq	juq	ɥuq	jɨuk꜊
3210		驧	渠竹	羣		三		東	屋	入	通	入聲1屋	入聲1屋	guk	giuk	giuk	gjuwk	ɡuq	ɡj̈uq	ɡuq	ɡɨuk꜊
3211		鼀	七宿	清		三		東	屋	入	通	入聲1屋	入聲1屋	tshuk	chiuk	ciuk	tshjuwk	tsʰjuq	tsʰjuq	tsʰuq	tsʰɨuk꜊
3212		肉	如六	日		三		東	屋	入	通	入聲1屋	入聲1屋	njuk	njuk	ruk	nyuwk	ɲuq	ɲuq	ɲuq	ȵɨuk꜊
3213		粥	之六	章		三		東	屋	入	通	入聲1屋	入聲1屋	tjuk	cjuk	tjuk	tsyuwk	tɕuq	tɕuq	tçuq	tɕɨuk꜊
3214		叔	式竹	書		三		東	屋	入	通	入聲1屋	入聲1屋	sjuk	sjuk	sjuk	syuwk	ɕuq	ɕuq	çuq	ɕɨuk꜊
3215		蓄	許竹	曉		三		東	屋	入	通	入聲1屋	入聲1屋	huk	hiuk	xiuk	xjuwk	xuq	xj̈uq	xuq	hɨuk꜊
3216		竹	張六	知		三		東	屋	入	通	入聲1屋	入聲1屋	truk	triuk	tiuk	trjuwk	ʈuq	ʈuq	ʈuq	ʈɨuk꜊
3217		蹙	子六	精		三		東	屋	入	通	入聲1屋	入聲1屋	tsuk	ciuk	ziuk	tsjuwk	tsjuq	tsjuq	tsuq	tsɨuk꜊
3218		珿	初六	初		三		東	屋	入	通	入聲1屋	入聲1屋	tsrhuk	chriuk	chuk	tsrhjuwk	tʂʰuq	tʂʰuq	tʂʰɻuq	tʂʰɨuk꜊
3219		肭	女六	孃		三		東	屋	入	通	入聲1屋	入聲1屋	nruk	nriuk	niuk	nrjuwk	ɳuq	ɳuq	ɳuq	ɳɨuk꜊
3220		縬	側六	莊		三		東	屋	入	通	入聲1屋	入聲1屋	tsruk	criuk	truk	tsrjuwk	tʂuq	tʂuq	tʂɻuq	tʂɨuk꜊
3221		蝮	芳福	滂		三		東	屋	入	通	入聲1屋	入聲1屋	phuk	phiuk	phiuk	phjuwk	pʰuq	pʰʋuq	pʰuq	pʰɨuk꜊
3222		郁	於六	影		三		東	屋	入	通	入聲1屋	入聲1屋	quk	qiuk	iuk	'juwk	ʔuq	ʔj̈uq	ʔuq	ʔɨuk꜊
3223		肅	息逐	心		三		東	屋	入	通	入聲1屋	入聲1屋	suk	siuk	siuk	sjuwk	sjuq	sjuq	suq	sɨuk꜊
3224		目	莫六	明		三		東	屋	入	通	入聲1屋	入聲1屋	muk	miuk	miuk	mjuwk	muq	mʋuq	muq	mɨuk꜊
3225		囿	于六	云		三		東	屋	入	通	入聲1屋	入聲1屋	uk	iuk	hiuk	hjuwk	wuq	wuq	wuq	ɦɨuk꜊
3226		蓄	丑六	徹		三		東	屋	入	通	入聲1屋	入聲1屋	trhuk	thriuk	thiuk	trhjuwk	ʈʰuq	ʈʰuq	ʈʰuq	ʈʰɨuk꜊
3227		砡	魚菊	疑		三		東	屋	入	通	入聲1屋	入聲1屋	nguk	ngiuk	ngiuk	ngjuwk	ŋuq	ŋj̈uq	ŋuq	ŋɨuk꜊
3228		𣤶	才六	從		三		東	屋	入	通	入聲1屋	入聲1屋	dzuk	ziuk	dziuk	dzjuwk	dzjuq	dzjuq	dzuq	dzɨuk꜊
3229		沃	烏酷	影		一		冬	沃	入	通	入聲2沃	入聲2沃	qok	quuk	vk	'owk	ʡoq	ʡoq	ʔɔq	ʔu̯ok꜊
3230		毒	徒沃	定		一		冬	沃	入	通	入聲2沃	入聲2沃	dok	duuk	dvk	dowk	doq	doq	dɔq	du̯ok꜊
3231		篤	冬毒	端		一		冬	沃	入	通	入聲2沃	入聲2沃	tok	tuuk	tvk	towk	toq	toq	tɔq	tu̯ok꜊
3232		酷	苦沃	溪		一		冬	沃	入	通	入聲2沃	入聲2沃	khok	khuuk	qvk	khowk	qʰoq	qʰoq	qʰɔq	kʰu̯ok꜊
3233		鵠	胡沃	匣		一		冬	沃	入	通	入聲2沃	入聲2沃	ghok	ghuuk	hvk	howk	ʁoq	ʁoq	ʁɔq	ɦu̯ok꜊
3234		僕	蒲沃	並		一		冬	沃	入	通	入聲2沃	入聲2沃	bok	buuk	bvk	bowk	ᵬoq	boq	bɔq	bu̯ok꜊
3235		洬	先篤	心		一		冬	沃	入	通	入聲2沃	入聲2沃	sok	suuk	svk	sowk	soq	soq	sɔq	su̯ok꜊
3236		梏	古沃	見		一		冬	沃	入	通	入聲2沃	入聲2沃	kok	kuuk	kvk	kowk	qoq	qoq	qɔq	ku̯ok꜊
3237		瑁	莫沃	明		一		冬	沃	入	通	入聲2沃	入聲2沃	mok	muuk	mvk	mowk	ᵯoq	moq	mɔq	mu̯ok꜊
3238		熇	火酷	曉		一		冬	沃	入	通	入聲2沃	入聲2沃	hok	huuk	xvk	xowk	χoq	χoq	χɔq	hu̯ok꜊
3239		褥	內沃	泥		一		冬	沃	入	通	入聲2沃	入聲2沃	nok	nuuk	nvk	nowk	noq	noq	nɔq	nu̯ok꜊
3240		傶	將毒	精		一		冬	沃	入	通	入聲2沃	入聲2沃	tsok	cuuk	zvk	tsowk	tsoq	tsoq	tsɔq	tsu̯ok꜊
3241		襮	博沃	幫		一		冬	沃	入	通	入聲2沃	入聲2沃	pok	puuk	pvk	powk	ᵱoq	poq	pɔq	pu̯ok꜊
3242		濼	盧毒	來		一		冬	沃	入	通	入聲2沃	入聲2沃	lok	luuk	lvk	lowk	ɫoq	ɫoq	lɔq	lu̯ok꜊
3243		𤛹	五沃	疑		一		冬	沃	入	通	入聲2沃	入聲2沃	ngok	nguuk	ngvk	ngowk	ɴoq	ɴoq	ɴɔq	ŋu̯ok꜊
3244		燭	之欲	章		三		鍾	燭	入	通	入聲3燭	入聲2沃	tjuok	cjyuk	tjvk	tsyowk	tɕoq	tɕoq	tçuoq	tɕɨu̯o̝k꜊
