"汉字"	"文读"	"白读"	"注释"	""	""	"声调"	""	""	""	""	""	""	""
"多"	"to[阴平]"	""	""	""	""	"调类"	"调值"	"调号"	""	""	""	""	""
"他"	"tʰa[阴平]"	""	""	""	""	"[阴平]"	"33"	"1"	""	""	""	""	""
"舵"	""	""	""	""	""	"[阴上]"	"53"	"2"	""	""	""	""	""
"大"	"tai[阳上]"	"tua[阳去]"	""	""	""	"[阴去]"	"213"	"3"	""	""	""	""	""
"拖"	"tʰo[阴平]"	"tʰua[阴平]"	""	""	""	"[阴入]"	"21"	"4"	""	""	""	""	""
"駝"	"tʰoʔ[阳入]"	""	""	""	""	"[阳平]"	"55"	"5"	""	""	""	""	""
"陀"	"tʰo[阳平]"	""	""	""	""	"[阳上]"	"35"	"6"	""	""	""	""	""
"馱"	"tʰo[阳平]"	""	""	""	""	"[阳去]"	"21"	"7"	""	""	""	""	""
"挪"	"no[阳平]"	""	""	""	""	"[阳入]"	"5"	"8"	""	""	""	""	""
"羅"	"lo[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"鑼"	"lo[阳平]"	"lua[阳平]"	""	""	""	""	""	""	""	""	""	""	""
"籮"	"lo[阳平]"	"lua[阳平]"	""	""	""	""	""	""	""	""	""	""	""
"左"	"tso[阴上]"	""	""	""	""	""	""	""	""	""	""	""	""
"佐"	"tso[阴上]"	""	""	""	""	""	""	""	""	""	""	""	""
"做"	"tso[阴去]"	""	""	""	""	""	""	""	""	""	""	""	""
"搓"	"tsʰo[阴平]"	"so[阴平]"	""	""	""	""	""	""	""	""	""	""	""
"娑"	"so[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"歌"	"ko[阴平]"	"kua[阴平]"	""	""	""	""	""	""	""	""	""	""	""
"哥"	"ko[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"個"	"ko[阴去]"	"kai[阳平]"	""	""	""	""	""	""	""	""	""	""	""
"軻"	"kʰo[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"可"	"kʰo[阴上]"	""	""	""	""	""	""	""	""	""	""	""	""
"蛾"	"ŋo[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"鵝"	"go[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"俄"	"go[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"我"	"ŋo[阴上]"	"ua[阴上]"	""	""	""	""	""	""	""	""	""	""	""
"餓"	"ŋo[阳上]"	"[枵]iau[阴平]"	"训"	""	""	""	""	""	""	""	""	""	""
"何"	"ho[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"河"	"ho[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"荷"	"ho[阳平]"	"ho[阳上]"	""	""	""	""	""	""	""	""	""	""	""
"苛"	"kʰo[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"荷"	"hõ[阴去]"	""	""	""	""	""	""	""	""	""	""	""	""
"賀"	"ho[阳上]"	""	""	""	""	""	""	""	""	""	""	""	""
"阿"	"a[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"阿"	""	""	""	""	""	""	""	""	""	""	""	""	""
"阿"	""	""	""	""	""	""	""	""	""	""	""	""	""
"阿"	""	""	""	""	""	""	""	""	""	""	""	""	""
"阿"	""	""	""	""	""	""	""	""	""	""	""	""	""
"阿"	""	""	""	""	""	""	""	""	""	""	""	""	""
"茄"	"ke[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"茄"	"kio[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"波"	"po[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"波"	""	""	""	""	""	""	""	""	""	""	""	""	""
"跛"	"paĩ[阴上]"	""	""	""	""	""	""	""	""	""	""	""	""
"簸"	"po[阴平]"	"pua[阴去]"	""	""	""	""	""	""	""	""	""	""	""
"播"	"po[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"簸"	""	""	""	""	""	""	""	""	""	""	""	""	""
"頗"	"pʰo[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"坡"	"po[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"玻"	"po[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"頗"	""	""	""	""	""	""	""	""	""	""	""	""	""
"婆"	"po[阳平]"	"pʰua[阳平]"	""	""	""	""	""	""	""	""	""	""	""
"魔"	"mo[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"磨"	"bua[阳平]"	""	""	""	""	""	""	""	""	""	""	""	""
"摩"	"mo[阴平]"	""	""	""	""	""	""	""	""	""	""	""	""
"磨"	""	""	""	""	""	""	""	""	""	""	""	""	""
"朵"	"to[阴上]"	""	""	""	""	""	""	""	""	""	""	""	""
"朵"	""	""	""	""	""	""	""	""	""	""	""	""	""
"躲"	"to[阴上]"	""	""	""	""	""	""	""	""	""	""	""	""
"剁"	"tok[阴入]"	""	""	""	""	""	""	""	""	""	""	""	""
"妥"	"tʰo[阴上]"	"tʰua[阴去]"	"順妥"	""	""	""	""	""	""	""	""	""	""
"唾"	"tʰo[阴去]"	"tʰua[阴去]"	""	""	""	""	""	""	""	""	""	""	""
"惰"	"to[阳上]"	"tuã[阳上]"	""	""	""	""	""	""	""	""	""	""	""
