"汉字"	"拼音"	"IPA"	"注释"	""	"声调"	"调值"	"编号"	"缺音字"	"说明：整理自《闽南方言大词典》《漳州市志•方言》"
"夕"	"sik8"	"sik121"	"文"	""	""	""	""	""	""
"擲"	"tik8"	"tik121"	""	""	""	""	""	""	""
"隻"	"tsiah7"	"tsiaʔ32"	"白"	""	""	""	""	""	""
"隻"	"tsik7"	"tsik32"	"文"	""	""	""	""	""	""
"炙"	"tsia5"	"tsia21"	""	""	""	""	""	""	""
"炙"	"tsik7"	"tsik32"	""	""	""	""	""	""	""
"赤"	"tshiah7"	"tsʰiaʔ32"	"白"	""	""	""	""	""	""
"赤"	"tshik7"	"tsʰik32"	"文"	""	""	""	""	""	""
"斥"	"thak7"	"tʰak32"	"白"	""	""	""	""	""	""
"斥"	"thik7"	"tʰik32"	"文"	""	""	""	""	""	""
"尺"	"tshioh7"	"tsʰioʔ32"	"白"	""	""	""	""	""	""
"尺"	"tshik7"	"tsʰik32"	"文"	""	""	""	""	""	""
"適"	"sik7"	"sik32"	""	""	""	""	""	""	""
"釋"	"sik7"	"sik32"	""	""	""	""	""	""	""
"石"	"tsioh8"	"tsioʔ121"	"白"	""	""	""	""	""	""
"石"	"sia6"	"sia22"	"白"	""	""	""	""	""	""
"石"	"sik8"	"sik121"	"文"	""	""	""	""	""	""
"碩"	"sik8"	"sik121"	""	""	""	""	""	""	""
"益"	"ik7"	"ik32"	""	""	""	""	""	""	""
"亦"	"ik8"	"ik121"	""	""	""	""	""	""	""
"譯"	"ik8"	"ik121"	""	""	""	""	""	""	""
"易"	"ik8"	"ik121"	""	""	""	""	""	""	""
"液"	"sioh8"	"sioʔ121"	"白"	""	""	""	""	""	""
"液"	"ik8"	"ik121"	"文"	""	""	""	""	""	""
"腋"	"ik8"	"ik121"	""	""	""	""	""	""	""
"壁"	"piah7"	"piaʔ32"	"白"	""	""	""	""	""	""
"壁"	"pik7"	"pik32"	"文"	""	""	""	""	""	""
"霹"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"劈"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"覓"	"ba6"	"ba22"	"白"	""	""	""	""	""	""
"覓"	"bah8"	"baʔ121"	"白"	""	""	""	""	""	""
"覓"	"bik8"	"bik121"	"文"	""	""	""	""	""	""
"滴"	"tih7"	"tiʔ32"	"白"	""	""	""	""	""	""
"滴"	"tik7"	"tik32"	"文"	""	""	""	""	""	""
"嫡"	"tik7"	"tik32"	""	""	""	""	""	""	""
"的"	"tik7"	"tik32"	""	""	""	""	""	""	""
"踢"	"that7"	"tʰat32"	"白"	""	""	""	""	""	""
"踢"	"thik7"	"tʰik32"	"文"	""	""	""	""	""	""
"剔"	"thih7"	"tʰiʔ32"	""	""	""	""	""	""	""
"剔"	"thak7"	"tʰak32"	"白"	""	""	""	""	""	""
"剔"	"thik7"	"tʰik32"	"文"	""	""	""	""	""	""
"狄"	"tik8"	"tik121"	""	""	""	""	""	""	""
"笛"	"tih8"	"tiʔ121"	"白"	""	""	""	""	""	""
"笛"	"tat8"	"tat121"	"白"	""	""	""	""	""	""
"笛"	"tik8"	"tik121"	"文"	""	""	""	""	""	""
"敵"	"tik8"	"tik121"	""	""	""	""	""	""	""
"糴"	"tiah8"	"tiaʔ121"	"白"	""	""	""	""	""	""
"糴"	"tik8"	"tik121"	"文"	""	""	""	""	""	""
"溺"	"lik8"	"lik121"	""	""	""	""	""	""	""
"歷"	"lik8"	"lik121"	""	""	""	""	""	""	""
"曆"	"lah8"	"laʔ121"	"白"	""	""	""	""	""	""
"曆"	"lik8"	"lik121"	"文"	""	""	""	""	""	""
"績"	"tsik7"	"tsik32"	""	""	""	""	""	""	""
"戚"	"tshik7"	"tsʰik32"	""	""	""	""	""	""	""
"寂"	"tsik8"	"tsik121"	""	""	""	""	""	""	""
"錫"	"siah7"	"siaʔ32"	"白"	""	""	""	""	""	""
"錫"	"sik7"	"sik32"	"文"	""	""	""	""	""	""
"析"	"sik7"	"sik32"	""	""	""	""	""	""	""
"擊"	"kit7"	"kit32"	""	""	""	""	""	""	""
"激"	"kik7"	"kik32"	""	""	""	""	""	""	""
"吃"	"khit7"	"kʰit32"	""	""	""	""	""	""	""
"吃"	"git7"	"git32"	"口吃"	""	""	""	""	""	""
"喫"	"kʰik7"	"kʰik32"	""	""	""	""	""	""	""
"喫"	"khe5"	"kʰe21"	"啃"	""	""	""	""	""	""
"喫"	"kheh7"	"kʰeʔ32"	"啃"	""	""	""	""	""	""
"礦"	"khoong5"	"kʰɔŋ21"	""	""	""	""	""	""	""
"橫"	"huann2"	"huã13"	"白"	""	""	""	""	""	""
"橫"	"hing2"	"hiŋ13"	"文"	""	""	""	""	""	""
"轟"	"ing1"	"iŋ44"	"白"	""	""	""	""	""	""
"轟"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"宏"	"hoong2"	"hɔŋ13"	""	""	""	""	""	""	""
"兄"	"hiann1"	"hiã44"	"白"	""	""	""	""	""	""
"兄"	"hing1"	"hiŋ44"	"文"	""	""	""	""	""	""
"榮"	"ing2"	"iŋ13"	""	""	""	""	""	""	""
"永"	"ing3"	"iŋ53"	""	""	""	""	""	""	""
"泳"	"ing3"	"iŋ53"	""	""	""	""	""	""	""
"咏"	"ing3"	"iŋ53"	""	""	""	""	""	""	""
"傾"	"khing1"	"kʰiŋ44"	""	""	""	""	""	""	""
"頃"	"khing3"	"kʰiŋ53"	""	""	""	""	""	""	""
"瓊"	"khioong2"	"kʰiɔŋ13"	"白"	""	""	""	""	""	""
"瓊"	"khing2"	"kʰiŋ13"	"文"	""	""	""	""	""	""
"營"	"iann2"	"iã13"	"白"	""	""	""	""	""	""
"營"	"ing2"	"iŋ13"	"文"	""	""	""	""	""	""
"塋"	"ing2"	"iŋ13"	""	""	""	""	""	""	""
"穎"	"ing3"	"iŋ53"	""	""	""	""	""	""	""
"螢"	"iann2"	"iã13"	"白"	""	""	""	""	""	""
"螢"	"ing2"	"iŋ13"	"文"	""	""	""	""	""	""
"迥"	"king3"	"kiŋ53"	""	""	""	""	""	""	""
"虢"	"khik7"	"kʰik32"	""	""	""	""	""	""	""
"獲"	"hik8"	"hik121"	""	""	""	""	""	""	""
"劃"	"uah8"	"uaʔ121"	"白"	""	""	""	""	""	""
"劃"	"hik8"	"hik121"	"文"	""	""	""	""	""	""
"役"	"iah8"	"iaʔ121"	"白"	""	""	""	""	""	""
"役"	"ik8"	"ik121"	"文"	""	""	""	""	""	""
"疫"	"iah8"	"iaʔ121"	"白"	""	""	""	""	""	""
"疫"	"ik8"	"ik121"	"文"	""	""	""	""	""	""
"篷"	"phang2"	"pʰaŋ13"	"白"	""	""	""	""	""	""
"篷"	"phoong2"	"pʰɔŋ13"	"文"	""	""	""	""	""	""
"蓬"	"phoong2"	"pʰɔŋ13"	""	""	""	""	""	""	""
"蒙"	"boong2"	"bɔŋ13"	""	""	""	""	""	""	""
"蠓"	"bang3"	"baŋ53"	""	""	""	""	""	""	""
"懵"	"bang3"	"baŋ53"	"白"	""	""	""	""	""	""
"懵"	"boong3"	"bɔŋ53"	"文"	""	""	""	""	""	""
"東"	"tang1"	"taŋ44"	"白"	""	""	""	""	""	""
"東"	"toong1"	"tɔŋ44"	"文"	""	""	""	""	""	""
"董"	"tang3"	"taŋ53"	"白"	""	""	""	""	""	""
"董"	"toong3"	"tɔŋ53"	"文"	""	""	""	""	""	""
"懂"	"toong3"	"tɔŋ53"	""	""	""	""	""	""	""
"棟"	"toong5"	"tɔŋ21"	""	""	""	""	""	""	""
"凍"	"tang5"	"taŋ21"	"白"	""	""	""	""	""	""
"凍"	"toong5"	"tɔŋ21"	"文"	""	""	""	""	""	""
"通"	"thang1"	"tʰaŋ44"	"白"	""	""	""	""	""	""
"通"	"thoong1"	"tʰɔŋ44"	"文"	""	""	""	""	""	""
"桶"	"thang3"	"tʰaŋ53"	"白"	""	""	""	""	""	""
"桶"	"thoong3"	"tʰɔŋ53"	"文"	""	""	""	""	""	""
"捅"	"thoong3"	"tʰɔŋ53"	""	""	""	""	""	""	""
"痛"	"thiann5"	"tʰiã21"	"俗"	""	""	""	""	""	""
"痛"	"thoong5"	"tʰɔŋ21"	""	""	""	""	""	""	""
"同"	"tang2"	"taŋ13"	"白"	""	""	""	""	""	""
"同"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"銅"	"tang2"	"taŋ13"	"白"	""	""	""	""	""	""
"銅"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"桐"	"tang2"	"taŋ13"	"白"	""	""	""	""	""	""
"桐"	"thang2"	"tʰaŋ13"	"白"	""	""	""	""	""	""
"桐"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"筒"	"tang2"	"taŋ13"	"白"	""	""	""	""	""	""
"筒"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"童"	"tang2"	"taŋ13"	"白"	""	""	""	""	""	""
"童"	"toong2"	"tɔŋ13"	"文"	""	""	""	""	""	""
"瞳"	"toong2"	"tɔŋ13"	""	""	""	""	""	""	""
"動"	"tang6"	"taŋ22"	"白"	""	""	""	""	""	""
"動"	"toong6"	"tɔŋ22"	"文"	""	""	""	""	""	""
"洞"	"tang6"	"taŋ22"	"白"	""	""	""	""	""	""
"洞"	"toong6"	"tɔŋ22"	"文"	""	""	""	""	""	""
"籠"	"lang2"	"laŋ13"	"白"	""	""	""	""	""	""
"籠"	"loong2"	"lɔŋ13"	"文"	""	""	""	""	""	""
"籠"	"lang3"	"laŋ53"	"白"	""	""	""	""	""	""
"籠"	"loong3"	"lɔŋ53"	"文"	""	""	""	""	""	""
"聾"	"lang2"	"laŋ13"	"白"	""	""	""	""	""	""
"聾"	"loong2"	"lɔŋ13"	"文"	""	""	""	""	""	""
"攏"	"lang3"	"laŋ53"	"白"	""	""	""	""	""	""
"攏"	"loong3"	"lɔŋ53"	"文"	""	""	""	""	""	""
"弄"	"lang6"	"laŋ22"	"白"	""	""	""	""	""	""
"弄"	"loong6"	"lɔŋ22"	"文"	""	""	""	""	""	""
"棕"	"tsang1"	"tsaŋ44"	"白"	""	""	""	""	""	""
"棕"	"tsoong1"	"tsɔŋ44"	"文"	""	""	""	""	""	""
"鬃"	"tsang1"	"tsaŋ44"	"白"	""	""	""	""	""	""
"鬃"	"tsoong1"	"tsɔŋ44"	"文"	""	""	""	""	""	""
"總"	"tsang3"	"tsaŋ53"	"白"	""	""	""	""	""	""
"總"	"tsoong3"	"tsɔŋ53"	"文"	""	""	""	""	""	""
"粽"	"tsang5"	"tsaŋ21"	"白"	""	""	""	""	""	""
"粽"	"tsoong5"	"tsɔŋ21"	"文"	""	""	""	""	""	""
"聰"	"tshang1"	"tsʰaŋ44"	"白"	""	""	""	""	""	""
"聰"	"tshoong1"	"tsʰɔŋ44"	"文"	""	""	""	""	""	""
"匆"	"tshang1"	"tsʰaŋ44"	"白"	""	""	""	""	""	""
"匆"	"tshoong1"	"tsʰɔŋ44"	"文"	""	""	""	""	""	""
"葱"	"tshang1"	"tsʰaŋ44"	"白"	""	""	""	""	""	""
"葱"	"tshoong1"	"tsʰɔŋ44"	"文"	""	""	""	""	""	""
"囱"	"tshoong1"	"tsʰɔŋ44"	""	""	""	""	""	""	""
"叢"	"tsang2"	"tsaŋ13"	"白"	""	""	""	""	""	""
"叢"	"tsoong2"	"tsɔŋ13"	"文"	""	""	""	""	""	""
"送"	"sang5"	"saŋ21"	"白"	""	""	""	""	""	""
"送"	"soong5"	"sɔŋ21"	"文"	""	""	""	""	""	""
"公"	"kang1"	"kaŋ44"	"白"	""	""	""	""	""	""
"公"	"koong1"	"kɔŋ44"	"文"	""	""	""	""	""	""
"工"	"kang1"	"kaŋ44"	"白"	""	""	""	""	""	""
"工"	"koong1"	"kɔŋ44"	"文"	""	""	""	""	""	""
"功"	"kang1"	"kaŋ44"	"白"	""	""	""	""	""	""
"功"	"koong1"	"kɔŋ44"	"文"	""	""	""	""	""	""
"攻"	"koong1"	"kɔŋ44"	""	""	""	""	""	""	""
"貢"	"koong5"	"kɔŋ21"	""	""	""	""	""	""	""
"空"	"khang1"	"kʰaŋ44"	"白"	""	""	""	""	""	""
"空"	"khoong1"	"kʰɔŋ44"	"文"	""	""	""	""	""	""
"孔"	"khang3"	"kʰaŋ53"	"白"	""	""	""	""	""	""
"孔"	"khoong3"	"kʰɔŋ53"	"文"	""	""	""	""	""	""
"控"	"khang5"	"kʰaŋ21"	"白"	""	""	""	""	""	""
"控"	"khoong5"	"kʰɔŋ21"	"文"	""	""	""	""	""	""
"空"	"khang5"	"kʰaŋ21"	"白"	""	""	""	""	""	""
"空"	"khoong5"	"kʰɔŋ21"	"文"	""	""	""	""	""	""
"烘"	"hang1"	"haŋ44"	"白"	""	""	""	""	""	""
"烘"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"哄"	"hang1"	"haŋ44"	"白"	""	""	""	""	""	""
"哄"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"哄"	"hang3"	"haŋ53"	"白"	""	""	""	""	""	""
"哄"	"hoong3"	"hɔŋ53"	"文"	""	""	""	""	""	""
"紅"	"ang2"	"aŋ13"	"白"	""	""	""	""	""	""
"紅"	"hoong2"	"hɔŋ13"	"文"	""	""	""	""	""	""
"洪"	"ang2"	"aŋ13"	"白"	""	""	""	""	""	""
"洪"	"hoong2"	"hɔŋ13"	"文"	""	""	""	""	""	""
"鴻"	"hoong2"	"hɔŋ13"	""	""	""	""	""	""	""
"汞"	"koong5"	"kɔŋ21"	"俗"	""	""	""	""	""	""
"汞"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"閧"	"hang6"	"haŋ22"	""	""	""	""	""	""	""
"翁"	"ang1"	"aŋ44"	"白"	""	""	""	""	""	""
"翁"	"oong1"	"ɔŋ44"	"文"	""	""	""	""	""	""
"瓮"	"ang5"	"aŋ21"	"白"	""	""	""	""	""	""
"瓮"	"oong5"	"ɔŋ21"	"文"	""	""	""	""	""	""
"冬"	"tang1"	"taŋ44"	"白"	""	""	""	""	""	""
"冬"	"toong1"	"tɔŋ44"	"文"	""	""	""	""	""	""
"統"	"thang3"	"tʰaŋ53"	"白"	""	""	""	""	""	""
"統"	"thoong3"	"tʰɔŋ53"	"文"	""	""	""	""	""	""
"農"	"lang2"	"laŋ13"	"白"	""	""	""	""	""	""
"農"	"loong2"	"lɔŋ13"	"文"	""	""	""	""	""	""
"膿"	"lang2"	"laŋ13"	"白"	""	""	""	""	""	""
"膿"	"loong2"	"lɔŋ13"	"文"	""	""	""	""	""	""
"儂"	"lang2"	"laŋ13"	""	""	""	""	""	""	""
"宗"	"tsoong1"	"tsɔŋ44"	""	""	""	""	""	""	""
"鬆"	"sang1"	"saŋ44"	"白"	""	""	""	""	""	""
"鬆"	"soong1"	"sɔŋ44"	"文"	""	""	""	""	""	""
"宋"	"soong5"	"sɔŋ21"	""	""	""	""	""	""	""
"風"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"瘋"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"諷"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"諷"	"hoong3"	"hɔŋ53"	""	""	""	""	""	""	""
"豐"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"馮"	"pang2"	"paŋ13"	"白"	""	""	""	""	""	""
"馮"	"hoong2"	"hɔŋ13"	"文"	""	""	""	""	""	""
"鳳"	"hoong6"	"hɔŋ22"	""	""	""	""	""	""	""
"夢"	"bang6"	"baŋ22"	"白"	""	""	""	""	""	""
"夢"	"boong6"	"bɔŋ22"	"文"	""	""	""	""	""	""
"隆"	"lioong2"	"liɔŋ13"	""	""	""	""	""	""	""
"嵩"	"sioong1"	"siɔŋ44"	""	""	""	""	""	""	""
"中"	"tioong1"	"tiɔŋ44"	""	""	""	""	""	""	""
"忠"	"tioong1"	"tiɔŋ44"	""	""	""	""	""	""	""
"中"	"ting5"	"tiŋ21"	"白"	""	""	""	""	""	""
"中"	"tioong5"	"tiɔŋ21"	"文"	""	""	""	""	""	""
"蟲"	"thang2"	"tʰaŋ13"	"白"	""	""	""	""	""	""
"蟲"	"thioong2"	"tʰiɔŋ13"	"文"	""	""	""	""	""	""
"仲"	"tioong6"	"tiɔŋ22"	""	""	""	""	""	""	""
"崇"	"tsoong2"	"tsɔŋ13"	""	""	""	""	""	""	""
"崇"	"tsioong2"	"tsiɔŋ13"	""	""	""	""	""	""	""
"終"	"tsioong1"	"tsiɔŋ44"	""	""	""	""	""	""	""
"眾"	"tsing5"	"tsiŋ21"	"白"	""	""	""	""	""	""
"眾"	"tsioong5"	"tsiɔŋ21"	"文"	""	""	""	""	""	""
"充"	"tshioong1"	"tsʰiɔŋ44"	""	""	""	""	""	""	""
"銃"	"tshing5"	"tsʰiŋ21"	"白"	""	""	""	""	""	""
"銃"	"tshioong5"	"tsʰiɔŋ21"	"文"	""	""	""	""	""	""
"絨"	"dzioong2"	"dziɔŋ13"	""	""	""	""	""	""	""
"戎"	"lioong2"	"liɔŋ13"	""	""	""	""	""	""	""
"弓"	"king1"	"kiŋ44"	"白"	""	""	""	""	""	""
"弓"	"kioong1"	"kiɔŋ44"	"文"	""	""	""	""	""	""
"躬"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"宮"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"穹"	"khioong2"	"kʰiɔŋ13"	""	""	""	""	""	""	""
"窮"	"king2"	"kiŋ13"	"白"	""	""	""	""	""	""
"窮"	"khing2"	"kʰiŋ13"	"白"	""	""	""	""	""	""
"窮"	"kioong2"	"kiɔŋ13"	"文"	""	""	""	""	""	""
"熊"	"him2"	"him13"	"白"	""	""	""	""	""	""
"熊"	"hioong2"	"hiɔŋ13"	"文"	""	""	""	""	""	""
"雄"	"hing2"	"hiŋ13"	"白"	""	""	""	""	""	""
"雄"	"hioong2"	"hiɔŋ13"	"文"	""	""	""	""	""	""
"融"	"ioong2"	"iɔŋ13"	""	""	""	""	""	""	""
"封"	"pang1"	"paŋ44"	"白"	""	""	""	""	""	""
"封"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"峰"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"蜂"	"phang1"	"pʰaŋ44"	"白"	""	""	""	""	""	""
"蜂"	"hoong1"	"hɔŋ44"	"文"	""	""	""	""	""	""
"鋒"	"hoong1"	"hɔŋ44"	""	""	""	""	""	""	""
"捧"	"phang2"	"pʰaŋ13"	"白"	""	""	""	""	""	""
"捧"	"phoong3"	"pʰɔŋ53"	"文"	""	""	""	""	""	""
"捧"	"phoong2"	"pʰɔŋ13"	"文"	""	""	""	""	""	""
"逢"	"hoong2"	"hɔŋ13"	""	""	""	""	""	""	""
"縫"	"pang2"	"paŋ13"	"白"	""	""	""	""	""	""
"縫"	"hoong2"	"hɔŋ13"	"文"	""	""	""	""	""	""
"奉"	"hoong6"	"hɔŋ22"	""	""	""	""	""	""	""
"俸"	"hoong6"	"hɔŋ22"	""	""	""	""	""	""	""
"縫"	"phang6"	"pʰaŋ22"	"白"	""	""	""	""	""	""
"縫"	"hoong6"	"hɔŋ22"	"文"	""	""	""	""	""	""
"濃"	"loong2"	"lɔŋ13"	""	""	""	""	""	""	""
"龍"	"ling2"	"liŋ13"	"白"	""	""	""	""	""	""
"龍"	"lioong2"	"liɔŋ13"	"文"	""	""	""	""	""	""
"隴"	"loong3"	"lɔŋ53"	""	""	""	""	""	""	""
"壟"	"lioong3"	"liɔŋ53"	""	""	""	""	""	""	""
"蹤"	"tsoong1"	"tsɔŋ44"	""	""	""	""	""	""	""
"縱"	"tsioong5"	"tsiɔŋ21"	""	""	""	""	""	""	""
"縱"	"tshioong5"	"tsʰiɔŋ21"	""	""	""	""	""	""	""
"從"	"tsng2"	"tsŋ13"	"白"	""	""	""	""	""	""
"從"	"tsing2"	"tsiŋ13"	"白"	""	""	""	""	""	""
"從"	"tsioong2"	"tsiɔŋ13"	"文"	""	""	""	""	""	""
"慫"	"soong3"	"sɔŋ53"	""	""	""	""	""	""	""
"慫"	"tshioong5"	"tsʰiɔŋ21"	""	""	""	""	""	""	""
"松"	"tshing2"	"tsʰiŋ13"	"白"	""	""	""	""	""	""
"松"	"sioong2"	"siɔŋ13"	"文"	""	""	""	""	""	""
"誦"	"sioong6"	"siɔŋ22"	""	""	""	""	""	""	""
"頌"	"sioong6"	"siɔŋ22"	""	""	""	""	""	""	""
"訟"	"sioong6"	"siɔŋ22"	""	""	""	""	""	""	""
"冢"	"thioong3"	"tʰiɔŋ53"	""	""	""	""	""	""	""
"寵"	"thing3"	"tʰiŋ53"	"白"	""	""	""	""	""	""
"寵"	"thioong3"	"tʰiɔŋ53"	"文"	""	""	""	""	""	""
"重"	"tann2"	"tã13"	"白"	""	""	""	""	""	""
"重"	"ting2"	"tiŋ13"	"白"	""	""	""	""	""	""
"重"	"tioong2"	"tiɔŋ13"	"文"	""	""	""	""	""	""
"重"	"tang6"	"taŋ22"	"白"	""	""	""	""	""	""
"重"	"tioong6"	"tiɔŋ22"	"文"	""	""	""	""	""	""
"鐘"	"tsing1"	"tsiŋ44"	"白"	""	""	""	""	""	""
"鐘"	"tsioong1"	"tsiɔŋ44"	"文"	""	""	""	""	""	""
"盅"	"tsing1"	"tsiŋ44"	"白"	""	""	""	""	""	""
"盅"	"tsioong1"	"tsiɔŋ44"	"文"	""	""	""	""	""	""
"種"	"tsing3"	"tsiŋ53"	"白"	""	""	""	""	""	""
"種"	"tsioong3"	"tsiɔŋ53"	"文"	""	""	""	""	""	""
"種"	"tsing5"	"tsiŋ21"	"白"	""	""	""	""	""	""
"種"	"tsioong5"	"tsiɔŋ21"	"文"	""	""	""	""	""	""
"腫"	"tsing3"	"tsiŋ53"	"白"	""	""	""	""	""	""
"腫"	"tsioong3"	"tsiɔŋ53"	"文"	""	""	""	""	""	""
"衝"	"tshioong1"	"tsʰiɔŋ44"	""	""	""	""	""	""	""
"衝"	"tshing5"	"tsʰiŋ21"	"白"	""	""	""	""	""	""
"衝"	"tshioong5"	"tsʰiɔŋ21"	"文"	""	""	""	""	""	""
"舂"	"tsioong1"	"tsiɔŋ44"	""	""	""	""	""	""	""
"茸"	"dzioong2"	"dziɔŋ13"	""	""	""	""	""	""	""
"冗"	"ling6"	"liŋ22"	"白"	""	""	""	""	""	""
"冗"	"dzioong3"	"dziɔŋ53"	"文"	""	""	""	""	""	""
"恭"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"供"	"kioong1"	"kiɔŋ44"	""	""	""	""	""	""	""
"拱"	"king3"	"kiŋ53"	"白"	""	""	""	""	""	""
"拱"	"kioong3"	"kiɔŋ53"	"文"	""	""	""	""	""	""
"鞏"	"khioong3"	"kʰiɔŋ53"	""	""	""	""	""	""	""
"供"	"king5"	"kiŋ21"	"白"	""	""	""	""	""	""
"供"	"kioong5"	"kiɔŋ21"	"文"	""	""	""	""	""	""
"恐"	"khioong3"	"kʰiɔŋ53"	""	""	""	""	""	""	""
"共"	"ka6"	"ka22"	"白"	""	""	""	""	""	""
"共"	"kang6"	"kaŋ22"	"白"	""	""	""	""	""	""
"共"	"kioong6"	"kiɔŋ22"	"文"	""	""	""	""	""	""
"胸"	"hing1"	"hiŋ44"	"白"	""	""	""	""	""	""
"胸"	"hioong1"	"hiɔŋ44"	"文"	""	""	""	""	""	""
"兇"	"hioong1"	"hiɔŋ44"	""	""	""	""	""	""	""
"凶"	"hioong1"	"hiɔŋ44"	""	""	""	""	""	""	""
"雍"	"ioong1"	"iɔŋ44"	""	""	""	""	""	""	""
"擁"	"ioong5"	"iɔŋ21"	"俗"	""	""	""	""	""	""
"擁"	"ioong1"	"iɔŋ44"	""	""	""	""	""	""	""
"容"	"ioong2"	"iɔŋ13"	""	""	""	""	""	""	""
"熔"	"ioonn2"	"iɔ̃13"	"白"	""	""	""	""	""	""
"熔"	"ioong2"	"iɔŋ13"	"文"	""	""	""	""	""	""
"庸"	"ioong2"	"iɔŋ13"	""	""	""	""	""	""	""
"甬"	"ioong3"	"iɔŋ53"	""	""	""	""	""	""	""
"勇"	"ioong3"	"iɔŋ53"	""	""	""	""	""	""	""
"湧"	"ing3"	"iŋ53"	"白"	""	""	""	""	""	""
"湧"	"ioong3"	"iɔŋ53"	"文"	""	""	""	""	""	""
"用"	"ing6"	"iŋ22"	"白"	""	""	""	""	""	""
"用"	"ioong6"	"iɔŋ22"	"文"	""	""	""	""	""	""
"卜"	"pook7"	"pɔk32"	""	""	""	""	""	""	""
"撲"	"phook7"	"pʰɔk32"	""	""	""	""	""	""	""
"僕"	"phook7"	"pʰɔk32"	""	""	""	""	""	""	""
"僕"	"pook8"	"pɔk121"	""	""	""	""	""	""	""
"曝"	"phak8"	"pʰak121"	"白"	""	""	""	""	""	""
"曝"	"phook8"	"pʰɔk121"	"文"	""	""	""	""	""	""
"曝"	"pook8"	"pɔk121"	"文"	""	""	""	""	""	""
"瀑"	"phook8"	"pʰɔk121"	""	""	""	""	""	""	""
"木"	"bak8"	"bak121"	"白"	""	""	""	""	""	""
"木"	"book8"	"bɔk121"	"文"	""	""	""	""	""	""
"沐"	"book8"	"bɔk121"	""	""	""	""	""	""	""
"禿"	"thut7"	"tʰut32"	"白"	""	""	""	""	""	""
"禿"	"thook7"	"tʰɔk32"	"文"	""	""	""	""	""	""
"獨"	"tak8"	"tak121"	"白"	""	""	""	""	""	""
"獨"	"took8"	"tɔk121"	"文"	""	""	""	""	""	""
"讀"	"thak8"	"tʰak121"	"白"	""	""	""	""	""	""
"讀"	"thook8"	"tʰɔk121"	"文"	""	""	""	""	""	""
"牘"	"took8"	"tɔk121"	""	""	""	""	""	""	""
"牘"	"thook8"	"tʰɔk121"	""	""	""	""	""	""	""
"鹿"	"look8"	"lɔk121"	""	""	""	""	""	""	""
"禄"	"look8"	"lɔk121"	""	""	""	""	""	""	""
"族"	"tsook8"	"tsɔk121"	""	""	""	""	""	""	""
"速"	"sook7"	"sɔk32"	""	""	""	""	""	""	""
"穀"	"kak7"	"kak32"	"白"	""	""	""	""	""	""
"穀"	"kook7"	"kɔk32"	"文"	""	""	""	""	""	""
"谷"	"kook7"	"kɔk32"	""	""	""	""	""	""	""
"哭"	"khook7"	"kʰɔk32"	""	""	""	""	""	""	""
"哭"	"khau5"	"kʰau21"	"训"	""	""	""	""	""	""
"斛"	"hak8"	"hak121"	""	""	""	""	""	""	""
"斛"	"hook8"	"hɔk121"	""	""	""	""	""	""	""
"屋"	"ook7"	"ɔk32"	""	""	""	""	""	""	""
"篤"	"took7"	"tɔk32"	""	""	""	""	""	""	""
"督"	"took7"	"tɔk32"	""	""	""	""	""	""	""
"毒"	"thau6"	"tʰau22"	"白"	""	""	""	""	""	""
"毒"	"tak8"	"tak121"	"白"	""	""	""	""	""	""
"毒"	"took8"	"tɔk121"	"文"	""	""	""	""	""	""
"酷"	"khook7"	"kʰɔk32"	""	""	""	""	""	""	""
"沃"	"ak7"	"ak32"	"白"	""	""	""	""	""	""
"沃"	"ook7"	"ɔk32"	"文"	""	""	""	""	""	""
"福"	"hook7"	"hɔk32"	""	""	""	""	""	""	""
"幅"	"pak7"	"pak32"	"白"	""	""	""	""	""	""
"幅"	"hook7"	"hɔk32"	"文"	""	""	""	""	""	""
"蝠"	"hook7"	"hɔk32"	""	""	""	""	""	""	""
"復"	"hook8"	"hɔk121"	""	""	""	""	""	""	""
"復"	"hook7"	"hɔk32"	""	""	""	""	""	""	""
"復"	"hiu6"	"hiu22"	""	""	""	""	""	""	""
"腹"	"pak7"	"pak32"	"白"	""	""	""	""	""	""
"腹"	"hook7"	"hɔk32"	"文"	""	""	""	""	""	""
