tsɿ	1	知之芝支枝肢脂资滋只{一∽手}							
tsɿ	3	只{~有}纸旨指止址趾子紫姊梓滓齿							
tsɿ	5	制智稚至致痣治滞这自字							
tsɿ	7	直植殖置质织职掷指{∽头}执侄汁蛰{惊∽}值							
tsʰɿ	1	雌蚩痴摛{伸，~手}							
tsʰɿ	2	池驰迟持瓷慈磁词辞祠							
tsʰɿ	3	齿耻此							
tsʰɿ	5	次刺赐伺秩翅柿							
tsʰɿ	7	赤尺讫{少、老}迄{少、老}秩吃							
sɿ	1	诗施师狮司私思丝斯撕							
sɿ	2	时匙							
sɿ	3	史使驶屎死							
sɿ	5	世势逝誓是氏示视市饰士仕式试侍四肆似祀饲伺寺							
sɿ	7	十拾湿失室实食蚀石识适释豉{豆∽}什							
zɿ	7	日							
pi	1	屄							
pi	3	比彼							
pi	5	闭币蔽弊毙篦箅庇避备被{∽告}							
pi	7	笔毕逼碧璧壁弼{∽马瘟}鼻滗{∽干}撇{右∽子}							
pʰi	2	皮疲脾裨痹鼻{∽涕}匹{一∽马}□{慢}							
pʰi	3	鄙匹{∽夫}否{∽极泰来}苤							
pʰi	5	屁							
pʰi	7	弼辟僻霹廦劈							
mi	1	眯							
mi	2	迷眉谜							
mi	3	米女							
mi	5	谜沕{∽入水中}							
mi	7	密蜜觅灭秘泌							
vi	1	迂淤吁							
vi	2	鱼渔於于虞盂娱愉愚							
vi	3	雨宇羽语与禹							
vi	5	玉芋预誉遇喻御裕慰蔚尉							
ti	1	低							
ti	3	底抵							
ti	5	弟第递涕帝地隶逮{老，∽捕}							
ti	7	笛敌滴嫡的{目~}狄							
tʰi	1	梯锑剔							
tʰi	2	提堤蹄啼							
tʰi	3	体							
tʰi	5	替剃剔{~灯草}掭{∽墨}							
tʰi	7	踢剔							
ni	2	尼泥倪呢宜疑霓							
ni	3	你拟							
ni	5	腻艺议义{老}							
ni	7	溺匿逆暱							
li	2	梨犁黎藜离篱璃厘							
li	3	礼里理鲤李履旅							
li	5	厉励例丽吏虑滤离{使离开少许}							
li	7	立粒力历栗雳律率{效∽}							
tɕi	1	鸡几{∽乎}饥机讥肌荠{荸∽}脐姬稽							
tɕi	3	己{自∽}纪几{∽个}挤							
tɕi	5	寄继祭际济计妓技记忌即季荠聚娶							
tɕi	7	急极积辑缉集及吸级汲指{∽甲}疾即鲫稷棘戟脊迹籍藉绩击寂激帻							
tɕʰi	1	妻凄棲蛆溪欺							
tɕʰi	2	齐脐{∽带}奇骑其棋旗鳍祁岐杞							
tɕʰi	3	起启岂							
tɕʰi	5	气汽器弃契砌趣企乞							
tɕʰi	7	七乞讫漆膝鲫{∽壳鱼：∽鱼}							
ɕi	1	西牺希稀兮嘻嬉熙须需荽{芫∽}携							
ɕi	3	洗喜玺徙							
ɕi	5	细系戏序叙绪婿胥							
ɕi	7	习悉蟋息昔惜夕席析锡戌恤袭熄媳							
i	1	衣依医							
i	2	移夷姨胰仪{新}怡贻沂彝							
i	3	以已椅蚁矣里{∽头}							
i	5	易异肄意亿忆翳翼义毅							
i	7	一亦益抑译液腋揖{作~}邑弋溢							
puᶹ	3	补							
puᶹ	5	布怖步部捕{逮∽}簿卜{萝∽}□{窥视}							
puᶹ	7	不							
pʰuᶹ	1	铺{∽盖：被子}							
pʰuᶹ	2	蒲菩脯狐{∽骚：孤臭}							
pʰuᶹ	3	普谱甫捕辅							
pʰuᶹ	5	铺{店∽}							
pʰuᶹ	7	卜{∽卦}仆扑勃渤朴{∽素}璞蝴							
muᶹ	2	模谋牟眸							
muᶹ	3	母拇某亩牡							
muᶹ	5	幕墓募慕暮茂贸							
muᶹ	7	木沐目牧穆没{∽有}							
fuᶹ	1	肤夫呼敷□{∽你一只手：让你一只手}							
fuᶹ	2	胡湖蝴扶狐壶浮葫							
fuᶹ	3	虎浒戽{∽水}府斧抚否{∽定}辅俯							
fuᶹ	5	户沪护互附父妇负傅赋富副赴付讣阜咐							
fuᶹ	7	伏弗佛拂彿斛服忽复腹蝮複覆戽{∽桶}福蝠幅咐{嘱∽}							
luᶹ	7	六{文}							
tuᶹ	1	都{首∽，文/新}							
tuᶹ	3	赌{文/新}堵{文/新}							
tuᶹ	7	读{文/新}独{文/新}毒{文/新}督{文/新}							
