tsɿ [1]姿知滋之芝蜘支栀肢资枝兹[3]姊脂指旨紫只纸子止址[5]志滞制字置痔稚至治智翅雉痣蛰自致
tsʰɿ [1]痴雌{老} [2]祠辞词瓷糍迟雌池慈磁持[3]此侈耻齿 [5]刺次赐滞{老}
sɿ [1]施私撕思司厕尸丝斯 [2]时匙 [3]屎史使死驶始[5]祀似寺饲视巳士柿事试舐四示市侍柿世势誓逝是豉
tʃʅ∽tsi [7]直质
tʃʰʅ∽tsʰi [7]吃
ʃʅ∽si [7]十实
pa [1]疤巴 [3]把 [5]坝耙罢霸
pʰa[1]□{软}[2]爬[5]怕
ma[1]妈[2]麻[3]马码[5]骂
ta[3]打[5]大{大小}
tʰa[1]他
na [1]拉他{白} [2]拿 [5]那
tsa[1]渣{垃圾}[2]乍诈栅[5]炸榨祚
tsʰa[1]叉差{∽错}[2]茶查[3]衩{张开}[5]岔
sa[1]痧萨沙纱杉 [3]洒撒
kʰa[1]□{角落} [3]卡{夹住}
xa[3]傻 [5]下{一下，表数量}
a[1]阿 [2]啊
po [1]菠波玻[3]跛簸 [5]播
pʰo [1]坡 [2]颇婆 [3]剖 [5]破
mo [1]摸[2]磨{动}魔[5]磨{名，～子}暮
to [1]多[3]躲朵剁[5]舵剁惰
tʰo[1]拖[2]驼驮陀[3]妥
no [2]螺挪锣罗萝箩[5]糯诺
tso[3]左佐[5]座坐
tsʰo [1]搓 [5]锉错
so[1]梭蓑唆[3]锁所
ko[1]歌哥锅[3]果裹棵[5]个过
kʰo[1]棵科 [3]可颗 [5]课
xo [1]喝豁呵 [2]荷禾何河和 [3]伙火[5]货贺祸
ŋo[3]我
o[1]窝 [2]俄鹅蛾 [5]饿卧
pɵ [7]剥驳博薄缚钵
pʰɵ [7]泼勃
mɵ [7]末莫
tɵ [7]戳夺
tʰɵ [7]托铎脱托铎
nɵ[7]洛落络乐烙
tsɵ [7]捉着卓著作酌桌昨
tsʰɵ[7]错凿绰撮
sɵ[7]索朔缩说索率
zɵ [7]若弱箬
kɵ [7]郭国各{又}
xɵ [7]喝豁合{又}盒{又}
pe [7]北
me [7]麦脉墨默莫
te [7]得德
tʰe [7]特
ne [7]肋勒劣掠{可能有此读}
tse [7]浙摘贼窄则折哲
tsʰe [7]择泽测拆厕彻宅策撤侧册
se [7]设涉折舌涩折色虱
ze [7]热
ke [7]革隔格骼各割
kʰe [7]客刻克壳
xe [7]核黑吓获或合盒
ŋe [7]额恶扼
pæ̞ [7]八
pʰæ̞ [7]拔
mæ̞ [7]抹
fæ̞ [7]法伐乏发罚发
tæ̞ [7]答搭达
tʰæ̞ [7]塌坍塔獭
næ̞ [7]蜡腊纳辣它{白，又}
tsæ̞ [7]札闸铡煤扎杂蛰炸
tsʰæ̞[7]插擦察
sæ̞ [7]杀煞
ɚ [2]而儿 [3]耳饵 [5]二
pai [1]拜{再见，～}[3]摆[5]稗拜{动词}败
pʰai [2]牌排[5]派
mai [2]埋[3]买[5]卖
tai [1]呆[2]逮[3]逮歹[5]袋待贷带殆代戴
tʰai [1]胎[2]台苔抬[5]太泰态
nai [1]奶 [2]来[3]乃奶 [5]赖耐濑奈癞
tsai [1]栽灾斋[3]宰载[5]债寨再在
tsʰai [1]差{出～}猜钗 [2]财裁材柴豺 [3]踩采彩 [5]蔡菜
sai [1]腮鳃筛[5]赛晒塞
kai [1]该街阶皆[3]改解[5]盖丐
kʰai [1]开揩 [3]凯楷 [5]概慨
xai [1]害{∽怕} [2]还鞋孩[3]海蟹[5]害亥
ŋai [1]哀挨{～近}[2]岩捱{～时间}挨{挨打}[3]矮[5]爱蔼碍隘艾
pei [1]碑悲杯卑 [5]佩背倍臂婢焙贝辈
pʰei [1]坯披批胚 [2]陪赔培 [5]配譬
mei [2]霉枚媒梅煤[3]每美[5]昧妹
fei [1]非飞妃 [2]肥 [3]匪 [5]吠费废肺
tsei [1]遮[3]者
tsʰei [1]车[3]扯
sei [1]赊奢[2]蛇[3]舍[5]赦社射
zei [3]惹
paʊ [1]包胞褒雹[3]堡保饱宝[5]瀑报爆刨暴豹鲍曝抱
pʰaʊ [1]抛炮{灯～儿}[2]袍[3]跑[5]泡炮{∽弹}
maʊ [2]毛茅矛[3]卯[5]冒帽貌
taʊ [1]刀[3]祷岛倒[5]倒稻道盗到
tʰaʊ [1]滔 [2]桃陶涛淘逃 [3]讨 [5]套导
naʊ [2]牢捞恼劳脑[3]老姥脑恼[5]闹涝
tsaʊ [1]招遭朝昭糟[3]枣蚤找爪早[5]兆照造皂罩赵灶
tsʰaʊ [1]钞超操抄[2]巢槽潮曹朝[3]草炒吵[5]躁造糙糙
saʊ [1]箐骚稍烧梢[3]扫嫂少[5]绍邵扫少哨臊
zaʊ [2]饶[3]扰挠[5]绕
kaʊ [1]高膏羔[3]搞稿[5]觉{睡觉}告窖
kʰaʊ [1]敲 [3]考烤 [5]靠铐犒
