#ɿ

音节	1	1	1	1	1	1
音节	阴平33	阳平213	上声42	阴去24	阳去44	入声55
ʦ	知蜘支枝肢栀资姿咨脂（胭~)兹滋之芝□(擦掉：用抹布~干净）		子梓止趾址滓紫纸旨指姊秭脂（油~）籽	置痔志痣掷滞（停~）制致稚至智治=	自	侄=织职质帜执汁
ʦ‘	疵差（参~）痴嗤（~笑）	词辞祠磁雌弛驰池匙（汤~）瓷糍（~粑）迟慈饲持扦(~鱼）	此侈（奢~）耻齿□戳：（用棍子~）	刺赐翅次伺-赤-	字直殖植值柿-（~子）秩侄-治-	尺斥=
z		儿而	耳饵尔		二贰	日
s	斯厮撕施私师狮尸司丝思诗	时石=	死矢屎使史驶始豕	世势誓逝四肆示视嗜仕试市恃式饰噬	是氏豉（豆~）似寺士仕嗣事实（老~）食十侍巳（辰时）祀（祭祀）柿	湿失室识适释蚀实（确~）

#i
音节	i	i	i	i	i	i
音节	阴平33	阳平213	上声42	阴去24	阳去44	入声55
p	屄
ʨ	基机箕讥叽姬稽鸡饥（~饿）肌奇（~数）		几{（~个）}戟杞-己	计继系（~鞋带）髻寄冀骥记既季忌（~日）	几（茶~）	急级极及击激吉
ʨʰ	欺期（时~）	茄（~子）奇骑旗歧祁岐崎蕲麒棋	启企起杞=祈岂乞纪（年~）	契（~约）去-（来~）器弃气汽讫	技徛妓-忌-伎屐（木~）
ȵ		尼谊仪-泥倪霓疑宜-呢（~子）	蚁拟你=		艺-毅-义议腻(~人）	匿逆（~风）
ɕ	犀溪奚兮希稀浠嘻嬉熙曦昔熹		喜禧玺徙		系（关~）	牺吸隙{（缝~）}
Ǿ	伊医衣依	移夷姨遗沂怡胰颐仪-宜-	椅矣已以倚	亿意异毅忆缢肄（~业）	易（难~）逸疫役抑翼艺	揖（作~）乙益（~阳）绎一译液

#u
音节	u	u	u	u	u	u
音节	阴平33	阳平213	上声42	阴去24	阳去44	入声55
p			补	布怖		不
pʰ	铺（~路）	蒲菩脯仆葡潽{（液体从容器中溢出）}	谱普浦埔捕	铺（店~）瀑(布）	步埠部薄(子）卜匍	覆（把碗~倒）扑瀑（~布）
f	夫肤孵敷麸	符扶芙浮=斧	抚府俯甫辅腐釜腑	付赋傅赴讣附富副负阜幅	父服袱（袱子：把~子把我）	福蝠（蝙~）复辐腹覆=（~盖）佛妇□宰杀：（过年要~鸡）
k	姑孤辜估=(~计）菇箍(双手圈住对方颈部：把渠~倒，莫让他跑了）		古估-{（~计）}牯股鼓	故固顾雇锢过-（心里不好~）		骨谷
kʰ	枯窟（石~）箍	跍	苦	裤库酷		窟（~窿）哭
x	呼乎	胡湖狐壶葫糊=（~涂）弧蝴瑚	虎浒唬	戽（~水）	户沪互护瓠{(子）}糊-（个人是个~个）	忽□(用手或棍棒打人：一棍子~死你）
Ǿ	乌污巫诬	吴蜈吾梧无	五午伍武舞侮鹉捂	□拟声词：（渠把车子开就个~)	误悟恶（厌~）雾务勿	物屋

#y

音节	y	y	y	y	y	y
音节	阴平33	阳平213	上声42	阴去24	阳去44	入声55
ʨ	诸猪居车（~马炮）诛蛛朱珠蛛驹株		煮举主矩（规)	据锯巨-拒-铸剧（~烈）句注驻		橘菊=局拘桔
ʨʰ	趋吹=区驱躯岖	锤=捶=槌=除储厨橱苎瞿衢殊（特~）	拄取=娶=曲=□(说话冲：这个人说话~死人）	去=（~掉）墅（别~)	聚=住驻注（下~)蛀着（显~）柱距巨=炬具惧拒=距苣	出屈曲=（枝江大~)
ȵ			女旅-吕-
ɕ	书舒虚墟嘘须枢输	徐=	暑鼠许水-薯（白~）署（专~）		竖树	戌恤术述
Ǿ	淤迂	于如鱼渔余隅竽谀儒愚娱瑜虞盂舆驴{（~子）}	语与乳雨宇禹羽汝吕	御玉郁煜	誉预豫寓喻遇裕芋愈域欲={(~望）}浴（沐露）	擩(弯，折：把这根铁丝~断）入狱
#a
音节	a	a	a	a	a	a
音节	阴平33	阳平213	上声42	阴去24	阳去44	入声55
p	巴芭粑疤把(给：把东西~我）笆叭		把（~握）□({大便)}靶	霸坝把（刀~）	爸	拔八跋
pʰ	趴葩	爬琶钯杷	啪	怕	耙罢	拍（~灰）
m	妈□(覆盖，包：给沙发~一层皮）	麻蟆蚂（~蚁）	马码玛	妈（乳汁）□(紧绷：这件衣裳太小，~得我不舒服）	骂	抹（~布）
f	罚=（惩~）					法（方~）乏筏伐发阀
t	大={（老~）}		打			答搭沓=（一~纸）达□{摔：}（碗~了）
tʰ	他她它					拓（~本）塔沓-（一~纸）榻塌遢踏獭（水~）
l	拉垃	拿		那=		纳腊蜡捺（撇~)辣
ts	渣楂□张嘴：（把嘴~开）			诈榨炸乍蔗		摘-闸砸杂=眨(~眼）闸札扎铡（~刀）只（一~猪）炙（~火）
tsʰ	差（~别）叉	查茶搽	扯-	岔诧杈	遮-杂-槎（~帚）	插擦察（警~）拆
z			惹-
s	沙纱赊舌-石-莎痧裟鲨砂	蛇-	洒撒舍-（~不得）傻=（~瓜）□简易棚舍		射-	萨杀刹
k				尬（尴~）嫁	稼	夹
kʰ	抲（~喉咙）	□跨过：~过这个沟	卡	胯-	掐揪：（~人）
ŋ	阿-（~姨）桠	牙-芽-蚜-伢	哑-（~子）			鸭押-压-
x	虾-哈□抓动，使平整：（晒那滴个谷时刻~下子）跖抓，刨：（鸡总喜欢到处乱~）		傻-		下（玩一~子）□全、都：（东西~坏了）	瞎-吓（~一跳）
Ǿ	阿

#ia
音节	ia	ia	ia	ia	ia	ia
音节	阴平33	阳平213	上声42	阴去24	阳去44	入声55
p			□(形容词词缀：这菜~淡咯）
