字	注释	音
伻		pʰaŋ55
挷		pɔŋ55
菶		pʊŋ25
琫		pʊŋ25
琫		pʰʊŋ25
偪		pɪk5
楅	楅衡；古代盛列弓箭的器具	pɪk5
楅	楅衡；古代盛列弓箭的器具	fʊk5
鎞	釵	pɐi55
鎞	箭鏃形的刀。古代醫生用來治療眼疾的手術用具	pʰei55
鎞	螺絲鎞	pʰɐi55
粃		pei25
粃		pʰei22
佖		pik5
詖		pei33
苾		pɐk2
苾		pik2
怭		pik5
蓽		pɐk5
狴		pɐi22
萆		pei55
萆	通「蔽」	pɐi33
庳	有庳古國名；低下；短小；眾水聚集的地方	pei55
庳	宮室卑庳，無觀臺榭。	pʰei13
貱	以物輾轉給人；貱過來：拿過來	pɛ33
贔		pei22
閟		pei33
蹕		pɐk5
㮿		pɐk5
駜		pik5
駜		pɐk2
觱		pik5
觱		pɐk5
嬖		pʰei33
鞞		pɪŋ25
韠		pɐk5
躄		pɪk5
躃		pɪk5
鷩		pik3
籩		piŋ55
煸		piŋ55
煸		pʰiŋ55
箯		piŋ55
鯾		piŋ55
窆		piŋ25
惼		piŋ25
褊		piŋ25
忭		piŋ22
昪		piŋ22
徧		pʰiŋ33
艑		piŋ22
緶	用針縫合編織物	pʰiŋ22
緶	通「辮」	piŋ55
髟		piu55
猋		piu55
摽	拋落、丟棄；擊	piu55
摽	落下	pʰiu13
摽	落下	pʰiu33
滮		piu55
麃		piu55
麃	鹿類動物名稱	pʰau22
熛		piu55
儦		piu55
瀌		piu55
儐	儐相, 儐從, 儐接	pɐŋ33
儐	尊敬	pɐŋ55
璸		pɐŋ55
豳		pɐŋ55
髕		pɐŋ33
仌		pɪŋ55
氷		pɪŋ55
掤		pɪŋ55
邴		pɪŋ25
怲		pɪŋ25
昺		pɪŋ25
疒		ʦʰɔŋ22
疒		nɪk2
幷		pɪŋ22
幷		pɪŋ33
癶		puk2
癶		puk3
袚	古稱少數民族的服裝；繫在衣服前面的大巾	puk3
袚	古稱少數民族的服裝；繫在衣服前面的大巾	fɐk5
襏		puk2
碆		pɔ55
浡		puk2
餺		pɔk3
鎛		pɔk3
駮		pɔk3
壆	土堅。	pɔk3
壆	器物的裂縫	kʰɔk3
襮		pɔk3
襮		pɔk3
蘗		pʰak3
晡		pou55
吥		pɐk5
抪		pou33
蔀		pou22
餔		pou55
埰		ʦʰɔi25
驂		ʦʰam55
憯		ʦʰam25
鶬	鶬鴰	ʦʰɔŋ55
鶬	金飾貌	ʦʰioŋ55
艚		ʦʰou22
艸		ʦʰou25
肏		ʦʰau33
筴	同“策”	ʦʰak3
筴	指筷子	kap3
𥰡		ʦʰak3
梣		ʦʰɐm22
䉕		ʦʰɐŋ22
扠		ʦʰa55
扱		kʰɐp5
嗏		ʦʰa55
鍤		ʦʰap3
艖		ʦʰa55
茭		kau55
鮫		kau55
佼		kau25
秸		kɐk5
訐		kʰik3
婕		ʦik3
羯		kʰik3
蚧		kai33
矜		kɪŋ55
燼		ʦɐŋ22
靳		kɐŋ33
縉		ʦɐŋ33
噤		kɐm33
噤		kʰɐm55
璟		kɪŋ25
脛		kɪŋ33
痙		kɪŋ22
熲		kʰɪŋ25
狙		ʦui55
齟		ʦui25
踽		kei25
倨		kei33
蠲		kiŋ55
鄄		kiŋ33
珏		kʰɔk3
桷		kɔk3
蹶		kʰik3
矍		kʰɔk3
攫		kʰɔk3
筠	地名用字	kʰʷɐŋ55
筠	竹子	ʋɐŋ22
儁		ʦɐŋ33
闓		hɔi25
鍇		kʰai25
戡		hɐm55
闞	視、看；姓氏	hɐm33
闞	張大嘴巴的樣子	ham25
伉		kʰɔŋ33
銬		kʰau33
珂		kʰɔ55
頦		hɔi22
岢		hɔ25
恪		kʰɔk3
氪		hɐk5
緙		kʰak3
緙		hɐk5
倥	倥侗	hʊŋ55
倥	倥偬	hʊŋ25
箜		hʊŋ55
絝		fu33
挎		kʰʷa33
胯		kʰʷa33
儈		kʰui33
噲		fai33
獪		kʰui33
髖		fuŋ55
劻		kʰʷaŋ55
鄺		kʰɔŋ33
壙		kʰɔŋ33
巋		kʰʷɐi55
馗		kʰʷɐi22
喹		kʰʷɐi22
聵		kʰui33
簣		kʰui33
堃		kʰʷɐŋ55
琨		kʰʷɐŋ55
髡		kʰʷɐŋ55
旯		la55
砬		lɐp2
崍		lɔi22
徠		lɔi22
淶		lɔi22
賚		lɔi22
讕		laŋ22
襤		lam22
鑭		laŋ22
啷		lɔŋ22
閬		lɔŋ22
閬	閬中(縣名)	lɔŋ13
癆		lou22
醪		lou22
蜊		lei22
藜		lɐi22
俚		lei13
娌		lei13
澧		lɐi13
癘		lɐi22
櫟		lɪk5
櫟		lɪk2
櫟	櫟陽	jok2
儷		lɐi22
癧		lɪk2
蒞		lei22
礪		lɐi22
唳		lui22
傈		lɐk2
溧		lɐk2
槤		liŋ22
濂		lim22
瀲		lim22
嵖		ʦʰa22
瘥	病。	ʦʰɔ22
瘥	病痊愈。如：「病瘥」。	ʦʰai33
覘		ʦim55
梴		ʦʰiŋ55
梴	古通“筵”，墊席	jiŋ22
幨		ʦim55
襜		ʦim55
僝		saŋ22
僝		ʦʰaŋ22
儃	儃佪	siŋ22
儃	儃儃，舒閒貌	tʰaŋ25
澶		siŋ22
毚		ʦʰam22
襌		sim22
儳	不整齊	ʦʰam33
儳	苟且，不嚴肅；儳道, 儳言	ʦʰam22
躔		ʦʰiŋ22
鑱		ʦʰam22
剗		ʦʰaŋ25
嘽	寬舒聲	ʦʰiŋ25
嘽	嘽嘽；嘽緩	tʰaŋ55
嵼		ʦʰaŋ25
䠨		ʦʰim33
倀		ʦʰioŋ55
閶		ʦʰioŋ55
䱽		ʦʰioŋ55
䱽		ʦʰɔŋ55
裮		ʦʰioŋ55
萇		ʦʰioŋ22
鱨		sioŋ22
厂	山邊可住人之岩洞；部首	hɔŋ33
𢠵		ʦʰɔŋ25
鬯		ʦʰioŋ33
韔		ʦʰioŋ33
弨		ʦʰiu55
鼂	姓。同「晁」	ʦʰiu22
鼂	通“ 朝 ”，早晨	ʦiu55
漅		ʦʰau22
轈		ʦʰau22
䞣		ʦʰɛ33
䞣	半歩	ʦʰak3
屮		ʦʰik3
綝		sɐm55
綝		ʦʰɐm55
蔯		ʦʰɐŋ22
煁		sɐm22
霃		ʦʰɐm22
疢		ʦʰɐŋ33
齔		ʦʰɐŋ33
櫬		ʦʰɐŋ33
棦		ʦʰaŋ55
橕		ʦʰaŋ55
棖		ʦʰaŋ22
郕		sɪŋ22
堘		sɪŋ22
裎		ʦʰɪŋ22
蚩		ʦʰi55
摛		ʦʰi55
媸		ʦʰi55
絺		ʦʰi55
螭	古同“魑”，魑魅	ʦʰi55
𪗪		ʦʰi55
齝		ʦʰi55
攡		ʦʰi55
蚳		ʦʰi22
漦		ʦʰi22
漦	地名,漦城	lei22
篪		ʦʰi22
饎		ʦʰi33
鷘		ʦʰɪk5
冲		ʦʰʊŋ55
㤝		ʦʰʊŋ55
翀		ʦʰʊŋ55
罿		ʦʰʊŋ55
罿		tʰʊŋ22
艟		tʰʊŋ22
虫		ʦʰʊŋ22
㧤		ʦʰʊŋ33
揰		ʦʰʊŋ33
紬	䌷绎；意「缀集」	ʦʰɐu55
紬	通「绸」	ʦʰɐu22
篘		ʦʰɐu55
瘳		ʦʰɐu55
犨		ʦʰɐu55
儔		ʦʰɐu22
譸		ʦɐu55
幬	蚊帐、帷幕	ʦʰɐu22
幬	覆盖	tou22
椆	椆木； 椆水	ʦʰɐu22
椆	椆苕(樹木名稱)	tiu55
椆	木椆(船篙木)	ʦɐu33
酧		ʦʰɐu22
裯	衾裯單薄的被或床帳	ʦʰɐu22
裯	衹裯：短衣	tou55
偢	看、理睬，同「瞅」	ʦʰɐu55
摴		si55
摴		ʦʰi55
樗		si55
樗		ʦʰi55
篨		ʦʰui22
楮		ʦʰi13
亍		ʦʰʊk5
俶		ʦʰʊk5
憷		ʦʰɔ25
搋	用力搓揉	ʦʰai55
膪		ʦa22
舡	同“船”	siŋ22
遄		ʦʰiŋ22
䚎		ʦɔŋ55
䚎		ʦʰɔŋ55
莨	莨尾	lɔŋ22
莨	薯莨	lioŋ22
蓼	植物名。蓼科蓼属，一年生草本	liu13
蓼	長大的樣子	lʊk2
撂		liu55
咧	齜牙咧嘴	lik2
咧	句末語氣助詞，表示一種無可奈何的情緒	lɛ22
咧	疑問助詞，相當於普通話的「呀」	lɛ33
啉		lɐm22
璘		lɐŋ22
苓		lɪŋ22
囹		lɪŋ22
瓴		lɪŋ22
櫺		lɪŋ22
呤		lɪŋ22
鏐		lɐu22
綹		lɐu13
蘢		lʊŋ22
櫳		lʊŋ22
礱		lʊŋ22
矓		lʊŋ22
婁		lɐu22
僂		lɐu22
蔞	蛤蔞	lɐu55
蔞	蔞蒿	lɐu22
蔞	蔞翣	lɐu13
螻		lɐu22
擼		lou13
轤		lou22
臚		lou22
鱸		lou22
籙		lʊk2
潞		lou22
欒		liŋ22
灤		liŋ22
鑾		liŋ22
玀		lɔ22
珞		lɔk3
閭		lui13
褸		lɐu13
褸		lui13
墁		maŋ22
牤		mɔŋ55
邙		mɔŋ22
鋩		mɔŋ22
鉚		mau13
眊		mou22
懋		mɐu22
袂		mɐi22
捫		muŋ22
懣		muŋ22
勐		mɐŋ13
嘧		mɐk2
湎		miŋ13
淼		miu13
閔		mɐŋ13
茗		mɪŋ22
溟		mɪŋ22
酩		mɪŋ22
謨		mou22
蘑		mɔ22
秣		muk3
秣		muk2
貉	古代中國稱北方的一支外族為「貉」	mɐk2
貉	動物名。	hɔk2
貘		mɔk2
氖		nai13
赧		naŋ13
囔		nɔŋ22
呶	文讀	nau22
呶	訓讀，指示代詞，表遠指	nu55
淖		nau22
訥		nɐk2
怩		nɐi22
鯢		ŋɐi22
旎		nɐi13
睨		ŋɐi22
蔦		niu13
嫋		niu13
乜	姓氏	nɛ22
乜		mɐk5
櫱		ȵip2
櫱		jip2
擰		nɪŋ22
擰	扭擰	nɪŋ33
擰	擰開	nɪŋ25
忸		nɐu25
噥		nʊŋ22
儺		nɔ22
喏	唯唯喏喏	nɔk3
喏	唱喏	ȵɛ13
喏	唱喏	jɛ13
搦		nɪk5
衄		nʊk2
耦		ŋɐu13
葩		pʰa55
俳		pʰai22
槃		pʰuŋ22
泮		pʰuŋ33
耪		pʰɔŋ13
呸		pʰei55
嘭		pʰaŋ55
砒		pʰɐi55
毗		pʰei22
蜱		pʰei22
鼙		pʰei22
痞		pʰei25
睥		pʰɐi22
睥		pʰɐi13
剽		pʰiu13
嘌		pʰiu55
嬪		pʰɐŋ22
鄱		pɔ33
噗	象聲詞，吹氣的聲音；液體沸騰溢出的聲音	pʰu22
噗	噗哧	pʰɔk3
濮		pʊk2
圻	京畿四周一千里以內的地方；面積千里之地	kʰei22
圻	邊界、地界。通「垠」。	ŋɐŋ22
芪		kʰei22
頎		kʰei22
祺		kʰei22
綦		kʰei22
蘄		kʰei22
葺		ʦʰɐp5
髂		kʰa33
扦		ʦʰiŋ55
鈐		kʰim22
箝		kʰiɐm22
戧	支撑；在器物圖案上填金	ʦʰioŋ33
戧	(1)逆、不順 (2)意見牴觸、不合	ʦʰioŋ55
嬙		ʦʰioŋ22
羥		kʰioŋ13
蹌	踉蹌	ʦʰioŋ33
橇		hiu55
嶠		kʰiu22
嶠		kiu22
誚		ʦʰiu33
挈		kʰik3
趄	趔趄	ʦʰik3
趄	趄，行不進的樣子；趑趄	ʦʰui55
衾		kʰɐm55
芩		kʰɐm22
氰		ʦʰɪŋ55
邛		kʰʊŋ22
湫	湫然「清靜的樣子」；湫水河	ʦɐu55
湫	湫底	ʦʰɐu55
湫	湫隘	ʦiu25
楸		ʦʰɐu55
虯		kʰɐu22
祛		kʰei55
蛐		kʰʊk5
癯		kʰei22
衢		kʰei22
蠼	蠼螋	kʰei22
蠼	〈古〉猴子	kʰɔk3
齲		kʰei25
闃		kʰɪk5
䠐		kʰɪk5
郥		kʰɪk5
荃		ʦʰiŋ22
筌		ʦʰiŋ22
醛		ʦʰiŋ22
炔		kʰik3
闋		kʰik3
逡		ʦʰɐŋ55
禳		ȵioŋ22
禳		joŋ22
嬈		jiu22
荏		jɐm13
濡		ji22
偌		jok2
仨		ɬam55
仨		sam55
颯		sap3
噻		ɬɐk5
噻		sɐk5
糝		sɐm25
繅		ɬou55
繅		sou55
瘙		ɬou55
瘙		sou55
銫		sɪk5
穡		sɪk5
痧		sa55
裟		sa55
啥		sa25
芟		sam55
舢		saŋ55
潸		saŋ55
鄯		siŋ22
嬗		siŋ22
鱔		siŋ13
殤		sioŋ55
筲		sau55
艄		sau55
猞		sɛ33
畲		sɛ55
詵		sɐŋ55
砷		sɐŋ55
嵊		sɪŋ22
諡		si33
奭		sɪk5
螫		ʦʰɪk5
綬		sɐu22
疋	量詞。計算布帛類紡織品的單位。	pʰɐk5
疋	雅的古字。	ŋa13
疋	腳；记	sɔ55
菽		sʊk5
澍		si22
吮		siŋ13
吮		sɐŋ13
妁		ʦiok3
鑠		siok3
螄		si55
鍶		si55
汜		ʦʰi13
泗		ɬei33
泗		sei33
淞		ɬʊŋ55
淞		sʊŋ55
溲		sɐu55
僳		ɬʊk5
僳		sʊk5
簌		ʦʰʊk5
睢	恣睢；睢河	ɬui55
睢	恣睢；睢河	sui55
睢		fui55
蓀		ɬiŋ55
蓀		siŋ55
挲		ɬɔ55
挲		sɔ55
羧		ɬɔ55
羧		sɔ55
嗩		ɬɔ25
嗩		sɔ25
趿	以腳撥取東西。	ɬap3
趿	以腳撥取東西。	sap3
趿	趿拉	tʰak3
撻		tʰak5
肽		tʰai33
鈦		tʰai33
曇		tʰam22
郯		tʰam22
羰		tʰɔŋ55
蹚		tʰɔŋ25
搪		tʰɔŋ22
溏		tʰɔŋ22
帑	貯藏錢財的府庫	tʰɔŋ25
帑	兒子、子孫，通「孥」	nu22
帑	「帑帑」連讀時，第二箇「帑」的變讀	nu25
帑	用作自稱時的變調	nu55
儻		tʰɔŋ25
燾		tou22
燾		tʰou22
韜		tʰou55
饕		tʰou55
洮	盥洗。淘洗。	tʰou22
洮	湖泊名。	jiu22
銻		tʰɐi55
鵜		tʰɐi22
逖		tʰɪk5
悌		tɐi22
悌		tʰɐi13
佻	輕薄、不莊重。	tʰiu55
佻	佻佻	tʰiu22
苕		tʰiu22
笤		tʰiu22
餮		tʰik3
烴		tʰɪŋ55
酮		tʰʊŋ22
潼		tʰʊŋ22
慟		tʊŋ22
坨		tʰɔ22
柁		tʰɔ22
砣		tʰɔ22
柝		tʰɔk3
籜		tʰɔk3
佤		ŋa13
崴		ʋɐi55
綰		ʋaŋ25
罔		mɔŋ13
葳		ʋɐi55
幃		ʋɐi22
濰		ʋɐi22
諉		ʋɐi25
猥		ʋui55
韙		ʋɐi13
痿		ʋɐi25
汶		mɐŋ22
撾	老撾	ʋɔ55
撾	撾鼓罵曹	ʦa55
萵		ʋɔ55
幄		ɐk5
幄		ak5
廡		mou13
忤		ŋ̍13
嫵		mou13
捂		ŋ̍22
牾		ŋ̍13
騖		mou22
鶩		mou22
郗		ʦʰi55
郗		hei55
唏		hei55
硒		ɬɐi55
硒		sɐi55
翕		hɐp5
皙		ɬɪk5
皙		sɪk5
豨		hei55
僖		hei55
樨		ɬɐi55
樨		sɐi55
覡		hɐk2
氙		ɬiŋ55
氙		siŋ55
酰		ɬiŋ55
酰		siŋ55
舷		hiŋ22
癇		haŋ22
蜆		hiŋ25
驤		ɬioŋ55
驤		sioŋ55
梟		hiu55
嘵		hiu55
鴞		hiu55
擷		kʰik3
擷		kik3
勰		hip2
纈		kʰik3
廨		kai33
燮		ɬip3
燮		ɬik3
躞		ɬip3
躞		ɬik3
訢		jɐŋ55
訢		hɐŋ55
芯		ɬɐm55
芯		sɐm55
忻		jɐŋ55
忻		hɐŋ55
昕		jɐŋ55
昕		hɐŋ55
鋅		ɬɐŋ55
鋅		sɐm55
歆		hɐm55
囟		ɬɐŋ33
囟		sɐŋ55
荇		hɐŋ22
悻		hɐŋ22
貅		hɐu55
貅		jɐu55
岫		ʦɐu22
溴		ʦʰɐu33
盱		hui55
盱		hei55
頊		jʊk5
洫		kʰɪk5
蓿		ɬʊk5
噱		kʰiok3
蕁		ʦʰɐm22
峋		ɬɐŋ22
峋		sʊk55
洵		ɬɐŋ22
洵		sɐŋ22
鱘		ʦʰɐm22
汛		ɬɐŋ33
汛		sɐŋ22
徇		ɬɐŋ22
徇		sɐŋ33
巽		ɬɐŋ33
巽		sɐŋ22
琊		jɛ22
婭		a33
氬		a33
偃		jiŋ25
琰		jim13
唁		jiŋ22
灩		jim22
贗		ŋaŋ22
暘		joŋ22
煬		joŋ22
佯		joŋ22
怏		joŋ33
徭		jiu22
繇	勞役，通「徭」	jiu22
繇	古代占卜的文辭	ʦɐu22
掖		jɪk2
揶		jɛ22
鄴		jip2
曄		jip2
咿		ji55
銥		ji55
猗		ji25
猗		ji55
噫		ji55
詒		ji22
痍		ji22
苡		ji13
旖		ji25
懌		jɪk2
軼		jɐk2
軼	同「迭」字	tɪk2
悒		jɐp5
癔		ji33
喑		jɐm55
狺		ŋɐŋ22
鄞		ŋɐŋ22
胤		jɐŋ22
嚶		jɪŋ55
嚶		ɐŋ55
瓔		jɪŋ55
楹		jɐŋ22
嬴		jɪŋ55
郢		jɪŋ13
癭		jɪŋ25
慵		jʊŋ22
臃		ʊŋ25
鱅		jʊŋ22
鱅	大頭鱅	sʊŋ22
呦		jɐu55
猷		jɐu22
牖		jɐu13
璵		ji22
歟		ji22
臾		ji22
揄		ji22
喁	魚露出水面呼吸	jʊŋ22
喁	相應和的聲音	ji22
腴		ji22
覦		ji22
傴		ji25
聿		ʋɐk2
鈺		ȵʊk2
鈺		jʊk2
閾		ʋɪk2
爰		jiŋ22
黿		jiŋ22
媛		jiŋ22
媛		ʋuŋ22
瑗		jiŋ22
鉞		jik2
紜		ʋɐŋ22
鄆		ʋɐŋ22
惲		ʋɐŋ22
韞		ʋɐŋ33
韞		ʋɐŋ25
匝		ʦap3
咂		ʦap3
咋	咋舌	ʦa33
咋	怎麼：咋辦	ʦa25
瓚		ʦaŋ33
賾		ʦak3
甑		ʦɐŋ22
旃		ʦiŋ55
譫		ʦim55
霑		ʦim55
嶂		ʦioŋ33
幛		ʦioŋ33
鍺		ʦɛ25
柘		ʦɛ33
鷓		ʦɛ33
箴		ʦɐm55
畛		ʦɐŋ25
縝		ʦɐŋ25
錚		ʦɐŋ55
祗		ʦi55
跖		ʦiɐk3
沚		ʦi25
酯		ʦi25
帙		tik2
桎		ʦɐk2
鷙		ʦi33
謅		ʦɐu55
妯	妯娌	ʦʊk2
妯	憂心且妯	ʦʰɐu55
胄		ʦɐu22
躅		ʦʊk2
渚		ʦi25
顓		ʦiŋ55
囀		ʦiŋ25
饌		ʦaŋ22
斫		ʦiok3
貲		ʦi55
淄		ʦi55
齜		ʦi55
鏃		ʦʊk2
祚		ʦou22
唑		ʦɔ22
着	着火	ʦiok2
獐		ʦioŋ55
着	着衫	ʦiok3
羣		kʰʷɐŋ22
傖		ʦʰɔŋ55
瀣		hai22
鈹		pʰei22
鉍		pei33
鎳		nip2
婀		ɔ55
鎵		ka55
銣		ji22
鉬		mʊk2
銦		jɐŋ55
鈮		nɐi22
鉭		taŋ33
釙		pʰɔk3
鈁		fɔŋ55
釷		tʰou25
鈈		pɐk5
苄		piŋ22
錒		a55
氘		tou55
蒽		jɐŋ55
碸		fʊŋ55
呋		fu55
坩		hɐm55
坩	習讀音	kam55
胍		kʷa55
胍		ku55
焓		hɐm22
腈		ʦʰɪŋ55
醌		kʰʷɐŋ55
脒		mɐi13
萘		nɔi22
脲		niu22
哌		pʰai33
巰		kʰɐu22
酞		tʰai33
熵		sioŋ55
醣		tʰɔŋ22
吡		pei25
吡		pʰei25
吲		jɐŋ13
哚		tɔ25
孬		nau55
孬	訓讀	jɐi13
朊		jiŋ13
朊		jiŋ25
仂		lɐk2
佧		kʰa55
倮		lɔ25
傯		ʦʊŋ25
氽		tʰɐŋ25
氚		ʦʰiŋ55
凇		ɬʊŋ55
凇		sɐŋ33
誑		kʰɔŋ22
謖		sʊk5
坌		pɐŋ22
圩	同「墟」	hɔi55
圩	築圩防水；圩防	ʋɐi22
垸	垸子	jiŋ22
垸	用漆摻合骨灰塗抹器物	ʋuŋ22
塄		lɪŋ22
艿	芋艿	nai13
艿	草割後更生，亦稱亂草	ȵɪŋ22
艿	草割後更生，亦稱亂草	jɪŋ22
藶		lɪk2
薌		hioŋ55
菘		ɬʊŋ55
菘		sʊŋ55
菪		tɔŋ22
葶		tʰɪŋ22
蒴		sɔk3
夼		kʰɔŋ33
芨		kɐp5
搠		sɔk3
攥		ʦaŋ22
卟		pʊk5
呔		tʰai33
哐		kʰʷaŋ55
噝		si55
呲		ʦi55
呲		ʦʰi55
啵		pɔ55
唰		ʦʰak3
嗪		ʦʰɐŋ22
嗥		hou22
噯		ɔi25
嗵		tʰʊŋ55
嘞		lak3
嘞		la55
嘁		ʦʰɪk5
噘		kʰik3
囝		ʦɐi25
圊		ʦʰɪŋ55
帔		pʰei33
峴		hiŋ25
嶴		ou33
岣		kɐu25
峁		mau13
嶧		jɪk2
崮		ku33
嶁		lɐu13
噙		kʰɐm22
猁		lei22
噌		ʦɐŋ55
懨		jim55
惝		tʰɔŋ25
惝		ʦʰɔŋ25
灃		fʊŋ55
謇		kiŋ25
沅		jiŋ22
瀦		ʦi55
羼		ʦʰaŋ33
紆		ji55
縵		maŋ22
玢		pɐŋ55
玢		fɐŋ55
玳		tɔi22
珧		jiu22
棹	船桨	ʦau22
棹	可放置東西的家具，同「桌」	ʦʰiok3
棰		ʦʰui22
榘		kei25
槭		ʦʰɪk5
槭		ʦʰʊk5
槭	樹葉凋零的樣子：蕭槭	sak3
檣		ʦʰioŋ22
楂		ʦa55
櫞		jiŋ22
珥		ȵi13
珥		ji13
賧		tam22
犛		lei22
胴		tʊŋ22
脘	習讀音	jiŋ25
脘		kuŋ25
脘		ʋuŋ25
腧		si22
媵		jɪŋ22
歙	吸、吸入	hɐp5
歙	吸、吸入	kʰɐp5
歙	歙县；歙砚	sip3
颮		piu55
欹		kʰei55
焱		jim22
煊		hiŋ55
砭		piŋ55
砦		ʦai22
硌	碰到堅硬不平的東西而造成傷害或痛苦	kɔk3
硌	山上的大石	lɔk2
碚		pʰui13
畈		faŋ33
畹		jiŋ25
畹		ʋuŋ25
鐗		kaŋ25
鍔		ŋɔk2
稃		fu55
稹		ʦɐŋ25
瘃		ʦʊk2
癜		tiŋ22
袢		pʰaŋ33
褳		liŋ22
褙		pui33
襦		ȵi22
襦		ji22
頇		hɔŋ55
顳		nip2
顢		muŋ22
蚰		jɐu22
蚴		jɐu33
蛺		kap3
蠑		ʋɪŋ22
蠑		jʊŋ22
螋		sɐu55
螅		ɬɪk5
螅		sʊŋ5
笸		pʰɔ25
箐		ʦʰɪŋ55
篋		hap2
篋	行李箱	kip5
籪		tiŋ22
糌		ʦam55
趔		lik2
踅		ʦʰik3
跏		ka55
蹁	文讀	pʰiŋ22
蹁	白讀	pʰiɛŋ22
鰹		kiŋ55
鯔		ʦi55
鰳		lɐk2
鱈		ɬik3
鱈		sɪk5
韃		tak2
鞣		jɐu22
髁		kʰɔ55
髭		ʦi55
麇		kʷɐŋ55
麇		kʰʷɐŋ22
麂		kei25
黧		lɐi22
竈		ʦou33
峯		fʊŋ55
堝		ʋɔ55
麪		miŋ22
湴		paŋ22
齙	齙牙	piau22
齙	齙牙	piɐu22
屄		pei55
煏		pɪk5
潷		pɐk5
潷		pei33
魑		ʦʰi55
黐		ʦʰi55
彳		ʦʰɪk5
胆		tam25
氹		tʰɐm13
戥		tɐŋ22
戙		tʊŋ22
奀		ŋɐŋ55
簋		kʷɐi25
鯇		ʋaŋ13
豭		ka55
焗		kʊk2
嘅		kʰɔi33
冚		hɐm22
冚	方言，盖	kʰɐm25
墈		hɐm33
詈		lei22
魎		lioŋ13
泠		lɪŋ22
淩		lɪŋ22
艫		lou22
孌		liŋ25
臠		liŋ25
嫚		maŋ22
劘		mɔ22
芈		mei13
糸		mɪk2
褦		nai22
辟		pʰɪk5
黚	黃黚黚	kʰɐm22
黚		kʰim22
欶		sɔk3
魍		mɔŋ13
炆		mɐŋ55
搵		ʋɐŋ25
躽	文讀	jiŋ25
躽	白讀	ʔiɛŋ25
圉		ji13
逳		jʊk5
為		ʋɐi22
鈧		kʰɔŋ33
鎵		ka55
鍀		tɐk5
銠		lou13
鐠		pʰou25
釹		nui13
鉕		pʰɔ25
鈥		fɔ25
鋨		ŋɔ22
弍		ȵi22
弍		ji22
鎄		ɔi55
鎇		mei22
鍆		muŋ22
氘		tou55
矾		faŋ22
蒄		kuŋ55
氕		pʰik3
叻		liɐk5
鯰		nim22
鉿	穿透的聲音：鉿然有穿	kap3
鉿	金屬元素，符號Hf	ha55
鉿	鉿匝	hɐp2
犉		sɐŋ22
踳		ʦʰɐŋ25
踳		ʦʰiŋ25
踔		ʦʰiok3
辵		ʦʰiok3
歠		ʦik3
骴		ʦʰi55
堲		ʦɪk5
佌		ʦʰi25
泚		ʦʰi25
跐	跐豸，姿媚；踐踏	ʦʰi25
跐	滑脚	ʦʰi55
跐	同跴，踏也	ʦʰai25
朿		ʦʰi33
佽		ʦʰi33
茦		ʦʰak3
蛓		ʦʰi33
螆		ʦi55
驄		ʦʰʊŋ55
璁		ʦʰʊŋ55
悰		ʦʰʊŋ22
潨		ʦʊŋ55
潨		ʦʰʊŋ22
殂		ʦʰou22
蔟	太蔟，古代樂律名稱	ʦʰɐu33
蔟		ʦʰʊk5
踧		ʦʰʊk5
顣		ʦʰʊk5
榱		ʦʰui55
漼		ʦʰui25
毳		ʦʰui33
焠		ʦʰui33
邨		ʦʰiŋ55
膥		ʦʰɐŋ55
洊		ʦiŋ33
瑳		ʦʰɔ55
嵯		ʦʰɔ55
㿷		ʦʰou55
脞		ʦʰɔ25
剉		ʦʰɔ33
妲	文讀	tak3
妲	白讀	tʰaŋ25
薘		tak2
炟		tak3
笪		tak3
笪	擊也。亦姓。	taŋ33
鞑		tak2
鞑		tʰak3
繨		tak2
瑇		tɔi22
靆		tɔi22
艜		tai33
卩		ʦik3
担		tam55
聃		tam55
酖		tam55
癉	勞苦；憎恨；病	taŋ33
癉	癉瘧, 火癉	taŋ55
儋		tam55
紞		tam25
亶		tʰaŋ25
亶	通「但」。僅，只	taŋ22
沊		tɐm25
訑	訑訑(洋洋自得的樣子)	ji22
訑	通「誕」字	taŋ33
疍		taŋ22
萏		tam22
啗	以利餌人	ɐm25
啗	同「啖」	tam22
窞		tam22
髧		tam22
噉		kɐm25
僤		taŋ22
餤	吃。以利相诱。	tam22
餤	進、進入	tʰam22
禫		tam22
璫		tɔŋ55
讜		tɔŋ25
忉		tou55
舠		tou55
翿		tou22
纛		tou22
淂		tɐk5
灯		tɐŋ55
䔲		tɐŋ55
簦		tɐŋ55
羝		tɐi55
隄		tʰɐi22
磾		tɐi55
鞮		tɐi55
靮		tɪk5
覿		tɪk2
鏑		tɪk5
篴		tɪk2
篴		tɪk2
氐	中國古代西方少數民族之一。俯、垂下。	tɐi55
氐	根本、基礎。總括之詞，同「抵」。	tɐi25
坻	水中高地。	ʦʰi22
坻	宝坻县	tɐi25
弤		tɐi25
軧		tɐi25
杕	樹木孤高獨立的樣子。	tɐi22
杕	控制行船方向的設備，多裝置在船尾。同「舵」。	tʰɔ22
揥	捐棄也。除去。	tɐi33
揥	搔头的簪；象揥	tʰɐi33
禘		tɐi33
螮		tɐi33
甋		tɪk5
瘨		tiŋ55
瘨	腹脹病	ʦʰɐŋ55
蹎		tiŋ55
巓		tiŋ55
𩥄		tiŋ55
丶		ʦi25
阽		tim33
阽		jim22
