拟音	韵别	反切	汉字及注释
ɡuᴇ6	归还韵（兰山韵）	狂胃切	匮柜(衣柜)愧馈溃跪暌睽
ʒuᴇ6	归还韵（兰山韵）	述惠切	坠瑞睡
nuᴇ6	归还韵（兰山韵）	讷胃切	内
duᴇ6	归还韵（兰山韵）	夺惠切	兑队
luᴇ6	归还韵（兰山韵）	六胃切	泪(俗叶妻韵)耒(阳上同)类累(连累，阳平阳上异)搵酹
zuᴇ6	归还韵（兰山韵）	族惠切	悴(亦作瘁)萃粹罪
zuᴇ6	归还韵（兰山韵）	俗胃切	遂随燧穗彗隧邃(深远)
mᴇ6	归还韵（兰山韵）	陌胃切	妹昧寐媚瑁
bᴇ6	归还韵（兰山韵）	白胃切	佩被备倍蓓焙背(违，弃，阴去异)痱(妻韵同)
lᴇ6	归还韵（兰山韵）	勒害切	赖(俗叶笳韵)癞(俗叶笳韵)籁
nᴇ6	归还韵（兰山韵）	纳害切	奈鼐(阳上同)耐
dᴇ6	归还韵（兰山韵）	特害切	待怠殆代黛岱大(大夫，姑韵，笳韵异)玳袋埭(土坝)逮(亦作迨)
zᴇ6	归还韵（兰山韵）	贼害切	在寨豸(獬豸，兹韵异)
ɦiɪ6	归还韵（兰山韵）	协害切	械解(晓悟，阴上阴去异)獬
mᴇ6	归还韵（兰山韵）	陌害切	卖(俗叶笳韵)迈
bᴇ6	归还韵（兰山韵）	白害切	败(俗叶笳韵)稗(俗叶笳韵。碎小，粟类)排(俗叶笳韵。阳平同)惫
ŋᴇ6	归还韵（兰山韵）	额害切	碍
ɦᴇ6	归还韵（兰山韵）	合赖切	害亥
ɦuᴇ6	归还韵（兰山韵）	胡害切	外(俗叶笳韵)坏(俗叶笳韵)
ʥiɪ6	归还韵（兰山韵）	竭害切	骱(骨节相接处，俗叶笳韵)
ɦᴇ6	归还韵（兰山韵）之安还韵	合岸切	翰(俗叶欢韵。翰墨，阳平异)瀚(俗叶欢韵)汗(俗叶欢韵。汗血，阳平异)扞(俗叶欢韵)焊(俗叶欢韵)鼾(俗叶欢韵。阴平同)悍(俗叶欢韵)捍(俗叶欢韵)杆(俗叶欢韵)旱(俗叶欢韵)
ŋᴇ6	归还韵（兰山韵）之安还韵	额汗切	岸(俗叶欢韵)
ɦuᴇ6	归还韵（兰山韵）之安还韵	胡汗切	幻宦豢环(回绕，阳平异)患
zᴇ6	归还韵（兰山韵）之安还韵	才汗切	绽撰馔栈
nᴇ6	归还韵（兰山韵）之安还韵	纳汗切	难(灾难，阳平异)
dᴇ6	归还韵（兰山韵）之安还韵	特汗切	但惮弹(弹子，阳平异)蛋
lᴇ6	归还韵（兰山韵）之安还韵	勒汗切	烂
ɦiɪ6	归还韵（兰山韵）之安还韵	亦汗切	雁(俗叶鲜韵阴去)赝
ɦiɪ6	归还韵（兰山韵）之安还韵	檄汗切	限
mᴇ6	归还韵（兰山韵）之安还韵	陌汗切	曼幔漫(欢韵同)蔓(蔓延，欢韵同)谩
bᴇ6	归还韵（兰山韵）之安还韵	白汗切	办
vᴇ6	归还韵（兰山韵）之安还韵	佛汗切	饭犯范梵万(千万。入声万，格物异)
ɦiɪ6	归还韵（兰山韵）之安还韵	亦菡切	陷馅
ɦᴇ6	归还韵（兰山韵）之安还韵	合滥切	菡(俗叶欢韵)憾(俗叶欢韵)撼(俗叶欢韵)
zᴇ6	归还韵（兰山韵）之安还韵	紫菡切	站湛赚
dᴇ6	归还韵（兰山韵）之安还韵	特菡切	啖淡澹(水动，又同淡)萏(荷花别名)
lᴇ6	归还韵（兰山韵）之安还韵	勒菡切	滥缆
zᴇ6	归还韵（兰山韵）之安还韵	贼菡切	暂錾(小凿子)
ʦʰi1	妻姨韵（鸡栖韵）	七衣切	妻(夫妻，阴去异)凄(凄凉)栖萋凄(凄惨)
ʨi1	妻姨韵（鸡栖韵）	吉衣切	机矶(江河中石滩)讥饥几(微，差不多，阴上异。)基期(周年，阳平异)箕肌饥稽(查考，阴上异)鸡奇(单数，另数，阳平异)羁(约束，羁留)
ʨʰi1	妻姨韵（鸡栖韵）	泣衣切	欺崎溪蹊(蹊跷，阳平异)
ti1	妻姨韵（鸡栖韵）	的衣切	低堤(堤防)爹(俗叶笳韵)
tʰi1	妻姨韵（鸡栖韵）	铁衣切	梯
ʦi1	妻姨韵（鸡栖韵）	即衣切	齑挤(阴上阴去同)嗟菹(泽生草，躯韵异)
si1	妻姨韵（鸡栖韵）	昔衣切	西粞嘶犀(犀牛，犀利)樨些(少，姑韵异)
i1	妻姨韵（鸡栖韵）	一肌切	衣(衣裳，阴去异)依伊咿(咿哑)漪医噫(恨声，归韵阴去异)
ɕi1	妻姨韵（鸡栖韵）	吸衣切	希唏(哀痛)稀僖嘻嬉禧(吉利)熙曦牺
pʰi1	妻姨韵（鸡栖韵）	匹衣切	批砒㓟(用刀剥开)
fi1	妻姨韵（鸡栖韵）	勿衣切	非菲(芳菲，阴上异)扉绯霏妃飞
ʧi1	妻姨韵（鸡栖韵）	执衣切	知(俗叶兹韵。知识，阴去异)蜘(俗叶兹韵)
ʧʰi1	妻姨韵（鸡栖韵）	尺衣切	痴(俗叶兹韵)笞(俗叶兹韵)嗤(俗叶兹韵)
mi1	妻姨韵（鸡栖韵）	米衣切	哶乜(眼乜斜)
ʦi1	妻姨韵（鸡栖韵）	即衣切	疽(俗叶。叶躯韵)苴(俗叶。叶躯韵。有子的麻，笳韵阴上异)
ʦʰi1	妻姨韵（鸡栖韵）	七衣切	趋(俗叶。叶躯韵)蛆(俗叶。叶躯韵)
si1	妻姨韵（鸡栖韵）	恤衣切	须(俗叶。叶躯韵)须(俗叶。叶躯韵。胡须)需(俗叶。叶躯韵)胥(俗叶。叶躯韵)
pʰi1	妻姨韵（鸡栖韵）	拍衣切	披(俗叶。叶归韵)
ɦi2	妻姨韵（鸡栖韵）	亦离切	姨移夷咦(惊讶声)胰痍(伤口)麂遗(亡失，归韵阳去异)迤(委迤，阳上同)诒怡贻饴仪涯(归韵，笳韵同)沂颐(面颊，休养)蛇(委蛇，归韵异)
ɦi2	妻姨韵（鸡栖韵）	亦其切	兮奚蹊(小路，阴平异)嵇(俗读机)畦携
vi2	妻姨韵（鸡栖韵）	物移切	微唯(独，同惟，归韵阴上异)惟维薇肥
bi2	妻姨韵（鸡栖韵）	别兮切	脾裨(补助，归韵阴平异)鼙貔比(和，次，阴上阳去异)枇毗蚍(蚍蜉，翅蚁)琵疲皮罢(疲倦，笳韵阳去异)罴(人熊)
mi2	妻姨韵（鸡栖韵）	觅移切	迷谜(言惑，阳去异)弥猕糜靡(浪费，阳上异)
ʒi2	妻姨韵（鸡栖韵）	直移切	池(俗叶兹韵)驰(俗叶兹韵)迟(俗叶兹韵。迟速，阳去异)持(俗叶兹韵)治(俗叶兹韵。治安，阳去异)篪(俗叶兹韵。古乐器)
ȵi2	妻姨韵（鸡栖韵）	匿移切	尼呢泥(湿土，阳去异)妮倪霓宜疑嶷
ʥi2	妻姨韵（鸡栖韵）	及移切	其淇棋祺萁蜞骐麒旗骑(骑马，阳去异)期(约期，阴平异)奇(奇怪，阴平异)琦圻(边界)祈歧岐鳍耆(六十以上老人)俟(万俟，复姓，读末其，兹韵阳去异)
li2	妻姨韵（鸡栖韵）	力移切	离漓离(离别，阳去异)璃篱梨蜊狸厘黎藜犁郦丽(高丽，国名，阳去异)骊鹂蠡(瓠瓢，阳上异)罹𱸑(笊篚)
di2	妻姨韵（鸡栖韵）	狄衣切	啼蹄提题
zi2	妻姨韵（鸡栖韵）	集兮切	齐(齐正，兹韵阴平异)脐
ȵi2	妻姨韵（鸡栖韵）	音倪	儿(俗叶。叶兹韵)
li2	妻姨韵（鸡栖韵）	力移切	闾(俗叶。叶躯韵)榈(俗叶。叶躯韵)庐(俗叶。叶躯韵)驴(俗叶。叶躯韵)
zi2	妻姨韵（鸡栖韵）	夕移切	徐(俗叶。叶躯韵)
ʨi3	妻姨韵（鸡栖韵）	吉以切	几(几化=多少？阴平异)己纪
ʨʰi3	妻姨韵（鸡栖韵）	泣以切	起启屺杞(枸杞)婍绮岂企(阴去同)稽(稽首，阴平异)
ti3	妻姨韵（鸡栖韵）	的以切	底抵邸诋的(小的，入声积韵异)
tʰi3	妻姨韵（鸡栖韵）	剔以切	体涕(阴去同)
ʦi3	妻姨韵（鸡栖韵）	即以切	济(人才济济，阴去异)挤(阴平，阴去同)姐(俗叶笳韵)
si3	妻姨韵（鸡栖韵）	昔以切	徙屣洗(鲜韵同)玺(印章)
i3	妻姨韵（鸡栖韵）	一已切	以已倚(阴去同)椅矣
ɕi3	妻姨韵（鸡栖韵）	吸以切	喜蟢(小蛛蜘)
pi3	妻姨韵（鸡栖韵）	必以切	比(比较，阳平阳去异)秕匕(短剑，汤匙)鄙否(恶，音痞异，鸠韵异)
pʰi3	妻姨韵（鸡栖韵）	匹以切	痞嚭(大)仳圯(毁坏)否(闭塞，音比异，鸠韵异)
fi3	妻姨韵（鸡栖韵）	勿以切	匪斐菲(微薄，阴平异)诽
ʧʰi3	妻姨韵（鸡栖韵）	尺以切	耻(俗叶兹韵)祉(俗叶兹韵)褫(俗叶兹韵。剥夺)侈(俗叶兹韵)
ʨʰi3	妻姨韵（鸡栖韵）	乞以切	去(撤，阴去异)
ʦi3	妻姨韵（鸡栖韵）	即以切	咀(俗叶。叶躯韵)龃(俗叶。叶躯韵)
ʦʰi3	妻姨韵（鸡栖韵）	七以切	取(俗叶。叶躯韵)
zi4	妻姨韵（鸡栖韵）	聚以切	屿(俗叶。叶躯韵)
ȵi4	妻姨韵（鸡栖韵）	研蚁切	你拟
li4	妻姨韵（鸡栖韵）	领蚁切	李里娌理里(里面)鲤履礼蠡(湖名，阳平异)
mi4	妻姨韵（鸡栖韵）	皿蚁切	米弥(阳平同)靡(披靡，阳平异)
ȵi4	妻姨韵（鸡栖韵）	疑里切	蚁迤(阳平同)
vi4	妻姨韵（鸡栖韵）	物蚁切	尾娓(娓娓动听)
ȵi4	妻姨韵（鸡栖韵）	匿以切	耳(俗叶。叶兹韵)饵(俗叶。叶兹韵)
li4	妻姨韵（鸡栖韵）	里以切	吕(俗叶。叶躯韵)侣(俗叶。叶躯韵)旅(俗叶。叶躯韵)膂(俗叶。叶躯韵)
ʨi5	妻姨韵（鸡栖韵）	吉意切	记计季悸既暨冀骥继系(阳去同)寄
ʨʰi5	妻姨韵（鸡栖韵）	泣意切	气亟(屡次，入声格物异)器憩企(阴上同)汽契弃
tʰi5	妻姨韵（鸡栖韵）	剔意切	替嚏剃涕(阴上同)屉
ti5	妻姨韵（鸡栖韵）	的意切	帝缔(阳去同)蒂䗖
ʦi5	妻姨韵（鸡栖韵）	即意切	祭霁际剂济(救助，阴上异)挤(阴平阴上同)
ʦʰi5	妻姨韵（鸡栖韵）	七意切	砌切(一切，入声积韵异)䀙(近看)妻(以女嫁人，阴平异)
si5	妻姨韵（鸡栖韵）	昔意切	细婿
i5	妻姨韵（鸡栖韵）	乙计切	意衣(穿上，阴平异)裔倚(阴上同)缢懿(美德，温柔)
ɕi5	妻姨韵（鸡栖韵）	吸意切	戏忾(太息，归韵异)燹(火，鲜韵阴上同)
pi5	妻姨韵（鸡栖韵）	必意切	闭跛(姑韵阴上同)蔽秘臂庇睥(睥睨)
pʰi5	妻姨韵（鸡栖韵）	匹意切	譬屁
fi5	妻姨韵（鸡栖韵）	勿意切	沸费(费用，阳去异)翡蜚芾肺废吠
ʧi5	妻姨韵（鸡栖韵）	执意切	智(俗叶兹韵)知(俗叶兹韵。同智，阴平异)致(俗叶兹韵)致(俗叶兹韵。细致)制(俗叶兹韵)制(俗叶兹韵。制造)置(俗叶兹韵)
ʃi5	妻姨韵（鸡栖韵）	失意切	世(俗叶兹韵)势(俗叶兹韵)
ʨʰi5	妻姨韵（鸡栖韵）	泣意切	去(俗叶。叶躯韵。来去，阴上异)
ʦʰi5	妻姨韵（鸡栖韵）	七意切	娶(俗叶。叶躯韵)趣(俗叶。叶躯韵)
si5	妻姨韵（鸡栖韵）	恤意切	絮(俗叶。叶躯韵)
i5	妻姨韵（鸡栖韵）	乙意切	亿(俗叶。叶入声积韵)忆(俗叶。叶入声积韵)
vi6	妻姨韵（鸡栖韵）	物异切	未味费(姓，阴去异)
bi6	妻姨韵（鸡栖韵）	别异切	敝币弊毙鼻(俗叶入声积习)避比(比邻，阳平阴上异)婢
mi6	妻姨韵（鸡栖韵）	觅异切	谜(谜语，阳平异)眯
ʒi6	妻姨韵（鸡栖韵）	直异切	治(俗叶兹韵。处理，阳平异)稚(俗叶兹韵)迟(俗叶兹韵。等候，阳平异)峙(俗叶兹韵)滞(俗叶兹韵)雉(俗叶兹韵)豸(俗叶兹韵。虫豸，归韵异)痔(俗叶兹韵)
ȵi6	妻姨韵（鸡栖韵）	匿异切	腻泥(拘泥，阳平异)
ʥi6	妻姨韵（鸡栖韵）	及异切	技伎妓忌骑(马兵，阳平异)
di6	妻姨韵（鸡栖韵）	狄异切	地弟睇第递缔(阴去同)
li6	妻姨韵（鸡栖韵）	立异切	利俐莉痢吏莅戾离(渐相远，阳平异)丽(美丽，阳平异)俪厉励砺荔隶例冽(入声积习同)
zi6	妻姨韵（鸡栖韵）	集异切	荠眦(眼角)
ɦi6	妻姨韵（鸡栖韵）	亦技切	异易(难易，入声格物异)义议谊曳(入声格物同)泄(漏水)泄(缓慢，入声积韵异)诣艺毅呓肄施(延及，兹韵阴平阴去异)
ɦi6	妻姨韵（鸡栖韵）	亦利切	系系(是)系(系念)(阴去同)禊(除邪祭)
vi6	妻姨韵（鸡栖韵）	父异切	痱(归韵同)
ȵi6	妻姨韵（鸡栖韵）	匿异切	二(俗叶。阿二，叶兹韵)
zi6	妻姨韵（鸡栖韵）	夕异切	署(俗叶。叶躯韵)曙(俗叶。叶躯韵)薯(俗叶。叶躯韵)序(俗叶。叶躯韵)绪(俗叶。叶躯韵)叙(俗叶。叶躯韵)
zi6	妻姨韵（鸡栖韵）	集异切	聚
li6	妻姨韵（鸡栖韵）	立异切	虑(俗叶。叶躯韵)滤(俗叶。叶躯韵)屡(俗叶。叶躯韵)
li6	妻姨韵（鸡栖韵）	列异切	泪(俗叶。叶归韵)
kəu1	姑婆韵（姑枯韵）	谷乌切	姑菇沽(阴上同)酤鸪辜孤呱箍家(女的尊称，笳韵异)
kʰəu1	姑婆韵（姑枯韵）	哭乌切	枯骷
əu1	姑婆韵（姑枯韵）	屋姑切	乌呜污(阴去同)圬
həu1	姑婆韵（姑枯韵）	忽乌切	呼(呼吸，阴去异)
ʦʰəu1	姑婆韵（姑枯韵）	差乌切	初刍(干草)
səu1	姑婆韵（姑枯韵）	诗乌切	梳疏(疏忽，阴去异)蔬
səu1	姑婆韵（姑枯韵）	粟乌切	酥苏苏(死而复苏)
təu1	姑婆韵（姑枯韵）	笃乌切	都
ʦʰəu1	姑婆韵（姑枯韵）	促乌切	粗
ʦəu1	姑婆韵（姑枯韵）	足乌切	租
pəu1	姑婆韵（姑枯韵）	卜乌切	𫗦
pʰəu1	姑婆韵（姑枯韵）	扑乌切	铺铺(店铺。阴去同)
fəu1	姑婆韵（姑枯韵）	福乌切	夫(夫妻，阳平异)麸孚俘肤敷跗(阳去同)趺
kəu1	姑婆韵（姑枯韵）	革窝切	歌哥舸(阴上同)
kəu1	姑婆韵（姑枯韵）	国窝切	戈过(经过，阴去异)娲蜗锅
kʰəu1	姑婆韵（姑枯韵）	阔窝切	科蝌稞窠柯苛
səu1	姑婆韵（姑枯韵）	速窝切	莎(草名，笳韵异)唆梭蓑些(语辞，阴去同，妻韵异)
təu1	姑婆韵（姑枯韵）	得窝切	多
tʰəu1	姑婆韵（姑枯韵）	脱窝切	拖他(笳韵同)
ʦʰəu1	姑婆韵（姑枯韵）	雌窝切	嵯槎磋蹉
səu1	姑婆韵（姑枯韵）	思窝切	娑
əu1	姑婆韵（姑枯韵）	扼哥切	疴屙阿(阿胶，入声笃韵异)
həu1	姑婆韵（姑枯韵）	黑窝切	呵(笑声，阴去异)诃(怒责)
əu1	姑婆韵（姑枯韵）	兀戈切	窝莴涡倭挝(老挝，国名，笳韵异)
pəu1	姑婆韵（姑枯韵）	拨窝切	波菠玻
pʰəu1	姑婆韵（姑枯韵）	泼窝切	坡颇(偏颇不平正，阴上异)
fəu1	姑婆韵（姑枯韵）	福乌切	葑(俗叶。葑门，叶东韵)
bəu2	姑婆韵（姑枯韵）	泊禾切	婆鄱皤(白色)
məu2	姑婆韵（姑枯韵）	末禾切	么(阳上同。又读腰)摩(俗叶蛙蟆)磨(俗叶蛙蟆。琢磨，阳去异)魔(俗叶蛙蟆)
ɦəu2	姑婆韵（姑枯韵）	活何切	禾和(和谐，阳去异)
ŋəu2	姑婆韵（姑枯韵）	额何切	俄哦峨娥蛾鹅讹
ɦəu2	姑婆韵（姑枯韵）	合禾切	何河荷(花名，阳去异)
ləu2	姑婆韵（姑枯韵）	六禾切	螺骡脶(手指纹)
ləu2	姑婆韵（姑枯韵）	勒何切	罗罗(娄罗)罗(罗唆)萝箩锣逻(阳去同)
nəu2	姑婆韵（姑枯韵）	讷何切	那(阳上同，阳去异笳韵同)哪(那里，俗叶蛙蟆)挪
dəu2	姑婆韵（姑枯韵）	特何切	沱陀跎驼驮
məu2	姑婆韵（姑枯韵）	木吴切	模(俗叶蛙蟆)膜(俗叶蛙蟆。膜拜，入声骂学异)谟(俗叶蛙蟆)摹(俗叶蛙蟆)
bəu2	姑婆韵（姑枯韵）	仆胡切	蒲脯(胸脯，阴上异)匍菩
vəu2	姑婆韵（姑枯韵）	伏胡切	扶芙蚨符夫(助辞，阴平异)浮(鸠韵同)无芜巫诬毋
ɦəu2	姑婆韵（姑枯韵）	合胡切	吴蜈吾梧(梧桐，阳去异)
ɦəu2	姑婆韵（姑枯韵）	合吴切	胡湖猢瑚葫糊蝴胡(胡须)狐弧乎壶
zəu2	姑婆韵（姑枯韵）	杂胡切	雏锄
nəu2	姑婆韵（姑枯韵）	诺吴切	奴孥驽(劣马，无能)
dəu2	姑婆韵（姑枯韵）	独吴切	徒途荼涂图屠
ləu2	姑婆韵（姑枯韵）	六吴切	卢炉芦颅鸬轳庐(躯韵同)
zəu2	姑婆韵（姑枯韵）	慈吴切	徂殂(死亡)
kəu3	姑婆韵（姑枯韵）	谷吴切	古估沽(阴平同)牯罟股鼓瞽贾(商人，笳韵异)蛊
kʰəu3	姑婆韵（姑枯韵）	哭五切	苦
əu3	姑婆韵（姑枯韵）	沃古切	五伍午忤坞邬
həu3	姑婆韵（姑枯韵）	忽五切	虎琥浒(水边)
ʦəu3	姑婆韵（姑枯韵）	之五切	阻诅(阴去同)
ʦʰəu3	姑婆韵（姑枯韵）	差五切	楚础
səu3	姑婆韵（姑枯韵）	诗五切	所数(计数，阴去异)
təu3	姑婆韵（姑枯韵）	笃五切	堵睹赌睹
tʰəu3	姑婆韵（姑枯韵）	秃五切	土(泥，阳去异)吐(说出，阴去异)
ʦəu3	姑婆韵（姑枯韵）	足五切	祖组
pəu3	姑婆韵（姑枯韵）	卜五切	补圃谱
pʰəu3	姑婆韵（姑枯韵）	扑五切	浦溥普
fəu3	姑婆韵（姑枯韵）	福五切	甫脯(果脯，阳平异)府俯腑釜斧拊抚父(尊称阳去异)
ləu3	姑婆韵（姑枯韵）	鲁火切	卵(欢韵阳上同)
kʰəu3	姑婆韵（姑枯韵）	克火切	可坷舸(阴平同)
kəu3	姑婆韵（姑枯韵）	固火切	果果(果实)裹
kʰəu3	姑婆韵（姑枯韵）	阔火切	颗
təu3	姑婆韵（姑枯韵）	得火切	朵躲
tʰəu3	姑婆韵（姑枯韵）	脱火切	妥
ʦəu3	姑婆韵（姑枯韵）	子火切	左佐(阴去同)
səu3	姑婆韵（姑枯韵）	速火切	琐锁
həu3	姑婆韵（姑枯韵）	忽果切	火伙
pəu3	姑婆韵（姑枯韵）	拨火切	跛(妻韵阴去同)
pʰəu3	姑婆韵（姑枯韵）	泼火切	颇(很，相当地，阴平异)叵
nəu4	姑婆韵（姑枯韵）	讷五切	努弩(射箭的弓)
ləu4	姑婆韵（姑枯韵）	勒五切	鲁橹卤虏掳
məu4	姑婆韵（姑枯韵）	猛五切	母(俗叶蛙蟆)姆拇姥牡(俗叶鸠韵)亩(俗叶鸠韵)某(俗叶鸠韵)
nəu4	姑婆韵（姑枯韵）	乃火切	娜懦那(阳平同，阳去异，笳韵同，俗叶蛙蟆)
ŋəu4	姑婆韵（姑枯韵）	兀火切	我
məu4	姑婆韵（姑枯韵）	末火切	嬷(俗叶蛙蟆)么(俗叶蛙蟆。阳平同)
vəu4	姑婆韵（姑枯韵）	佛五切	武鹉舞妩庑(披屋)侮戊(天干之一，鸠韵阳去异)
kəu5	姑婆韵（姑枯韵）	谷污切	固锢故雇顾
kʰəu5	姑婆韵（姑枯韵）	哭污切	库裤
əu5	姑婆韵（姑枯韵）	沃固切	污(阴平同)恶(好恶憎，入声笃韵异)
həu5	姑婆韵（姑枯韵）	忽污切	呼(号呼，阴平异)戽(汲水，俗叶蛙蟆阳去)
ʦəu5	姑婆韵（姑枯韵）	之污切	诅(阴上同)
səu5	姑婆韵（姑枯韵）	诗污切	数(数目，阴上异)疏(条陈，阴平异)
təu5	姑婆韵（姑枯韵）	笃污切	妒
tʰəu5	姑婆韵（姑枯韵）	秃污切	兔吐(呕，阴上异)
ʦəu5	姑婆韵（姑枯韵）	足污切	做
ʦʰəu5	姑婆韵（姑枯韵）	促污切	措醋错(过失，入声笃学异，俗叶蛙蟆)
səu5	姑婆韵（姑枯韵）	宿污切	素诉塑溯(俗叶笃韵)
pəu5	姑婆韵（姑枯韵）	卜污切	布布怖
pʰəu5	姑婆韵（姑枯韵）	朴污切	铺(阴平同)
fəu5	姑婆韵（姑枯韵）	福污切	付咐富仆(跌倒。入声笃韵阴声同阳声异)讣赴副傅赋辅
kəu5	姑婆韵（姑枯韵）	革污切	个(俗叶入声格韵)
kəu5	姑婆韵（姑枯韵）	国污切	过(过去，阴平异)
kʰəu5	姑婆韵（姑枯韵）	阔污切	课髁
təu5	姑婆韵（姑枯韵）	掇污切	剁
tʰəu5	姑婆韵（姑枯韵）	脱污切	唾
ʦəu5	姑婆韵（姑枯韵）	则个切	佐(阴上同)
ʦʰəu5	姑婆韵（姑枯韵）	撮污切	挫锉
səu5	姑婆韵（姑枯韵）	速污切	些(阴平同，妻韵阴平异)
həu5	姑婆韵（姑枯韵）	黑个切	呵(斥责，阴平异)
əu5	姑婆韵（姑枯韵）	兀过切	𤆏(暖)
həu5	姑婆韵（姑枯韵）	忽污切	货
pəu5	姑婆韵（姑枯韵）	拨污切	播簸
pʰəu5	姑婆韵（姑枯韵）	泼污切	破
məu6	姑婆韵（姑枯韵）	木悟切	慕(俗叶蛙蟆)募(俗叶蛙蟆)暮(俗叶蛙蟆)墓(俗叶蛙蟆)
bəu6	姑婆韵（姑枯韵）	仆户切	哺捕部簿步埠
vəu6	姑婆韵（姑枯韵）	伏户切	父(父母，阴上异)跗(阴平同)驸附腐负妇务雾阜(鸠韵同)鹜(入声笃学同)
ŋəu6	姑婆韵（姑枯韵）	核户切	悟梧(魁梧，阳平异)误迕寤(睡醒)
ɦəu6	姑婆韵（姑枯韵）	合贺切	户扈沪祜互护
zəu6	姑婆韵（姑枯韵）	杂户切	助
nəu6	姑婆韵（姑枯韵）	讷误切	怒
dəu6	姑婆韵（姑枯韵）	独户切	度(度量，入声笃学异)渡镀土(国土，阴上异)杜肚
ləu6	姑婆韵（姑枯韵）	六悟切	路潞露鹭赂
ləu6	姑婆韵（姑枯韵）	勒贺切	逻(阳平同)
nəu6	姑婆韵（姑枯韵）	讷贺切	那(助辞，阳平阳上异，笳韵异)
nəu6	姑婆韵（姑枯韵）	诺祸切	糯
dəu6	姑婆韵（姑枯韵）	夺卧切	惰堕大(笳韵同)舵
ɦəu6	姑婆韵（姑枯韵）	合祸切	贺荷(负荷，阳平异)祸和(唱和，阳平异)
ŋəu6	姑婆韵（姑枯韵）	额贺切	饿卧
məu6	姑婆韵（姑枯韵）	末祸切	磨(俗叶蛙蟆。石磨，阳平异)馍(俗叶蛙蟆。馒头)
zəu6	姑婆韵（姑枯韵）	族祸切	座坐
ʧən1	真诚韵（新人韵）	知恩切	真珍甄(鲜韵同)
ʧʰən1	真诚韵（新人韵）	痴恩切	嗔瞋(张目发怒)
ʃən1	真诚韵（新人韵）	失恩切	身娠(阴去同)申伸呻绅
ʧən1	真诚韵（新人韵）	朱氲切	谆屯(团顿，阳平异)肫
ʧʰən1	真诚韵（新人韵）	枢氲切	春椿
ʧən1	真诚韵（新人韵）	之恩切	榛臻
ʃən1	真诚韵（新人韵）	尸恩切	牲
ʨiən1	真诚韵（新人韵）	肌因切	斤(斤量，阳去异)筋巾
ʨyən1	真诚韵（新人韵）	居氲切	君军均钧
tən1	真诚韵（新人韵）	都温切	敦惇墩炖(炖肉)
tʰən1	真诚韵（新人韵）	拖温切	吞焞(明)
ʦiɪn1	真诚韵（新人韵）	祭因切	津
ʦʰiɪn1	真诚韵（新人韵）	妻因切	亲(亲戚，阴去异)
siɪn1	真诚韵（新人韵）	西因切	新薪辛莘
ʦʰiɪn1	真诚韵（新人韵）	趋氲切	竣逡悛(欢韵同)
siɪn1	真诚韵（新人韵）	须氲切	荀询洵(实在)
ʦən1	真诚韵（新人韵）	租温切	尊樽遵
ʦʰən1	真诚韵（新人韵）	粗温切	村
sən1	真诚韵（新人韵）	苏温切	孙狲荪飧(晚餐)
iən1	真诚韵（新人韵）	衣恩切	因姻氤茵殷湮(墨水着纸漾开，鲜韵异)
ɕiən1	真诚韵（新人韵）	希因切	欣忻(同欣)
yən1	真诚韵（新人韵）	迂君切	氲
ɕyən1	真诚韵（新人韵）	虚氲切	熏勋埙熏(黑鱼)薰醺
piɪn1	真诚韵（新人韵）	篦因切	宾滨槟彬斌缤
pən1	真诚韵（新人韵）	拨恩切	奔(奔走，阴去异)
pʰən1	真诚韵（新人韵）	泼恩切	喷(阴去同)
fən1	真诚韵（新人韵）	忽恩切	分(分别，阳去异)氛(阳平同)芬纷
kən1	真诚韵（新人韵）	革恩切	根跟
ən1	真诚韵（新人韵）	扼根切	恩嗯
kʰuən1	真诚韵（新人韵）	枯温切	昆焜鲲坤
uən1	真诚韵（新人韵）	乌恩切	温瘟
huən1	真诚韵（新人韵）	呼温切	昏婚荤阍
ʨiən1	真诚韵（新人韵）	肌英切	庚(俗叶江韵)赓(俗叶江韵)更(俗叶江韵。更换，阴去异)粳(俗叶江韵)耕(俗叶江韵)羹(俗叶江韵)京兢惊泾经矜荆茎
ʨʰiən1	真诚韵（新人韵）	欺英切	轻(公卿，阴去异)倾
tən1	真诚韵（新人韵）	得恩切	登灯
kʰən1	真诚韵（新人韵）	克恩切	铿坑(俗叶江韵)
ʨyən1	真诚韵（新人韵）	居英切	扃(东韵同)坰(东韵同)冏(东韵同)
tiɪn1	真诚韵（新人韵）	低英切	丁叮仃(伶仃)帄(补灯)丁(丁当)疔钉(钉物的钉，阴去异)
tʰiɪn1	真诚韵（新人韵）	梯英切	汀町(阴上同)听(听音，阴去异)厅
ʦiɪn1	真诚韵（新人韵）	祭英切	精睛菁晶旌
ʦʰiɪn1	真诚韵（新人韵）	妻英切	青清蜻鲭
siɪn1	真诚韵（新人韵）	西英切	星惺猩腥(生鱼生肉)醒(阴上同)𬶢(鱼的臭味)
ʦən1	真诚韵（新人韵）	兹僧切	曾(曾祖，阳平异)增憎
sən1	真诚韵（新人韵）	思曾切	僧
iən1	真诚韵（新人韵）	衣京切	英瑛婴樱缨鹦莺应(该当，阴去异)
ɕiən1	真诚韵（新人韵）	希英切	兴(兴亡，阴去异)
piɪn1	真诚韵（新人韵）	篦英切	冰兵并(阴上同)
