tsɿ⁴⁴资姿咨兹滋之芝痴
la⁵¹带戴代{又}赖{姓}癞旮待
la²¹邋腊蜡辣赖{哭~}垃啦
tsa³⁵崽
tsa⁵¹炸诈榨债
tsa²¹寨
tsʰa³⁵炒
tsʰa⁵¹岔{~路}
sa³⁵洒
sa⁵¹晒潲泔
ka³⁵假贾蛤{~蟆}
ka⁵¹架驾嫁届教{~育}界价芥假{放~}介稼尬
kʰa³⁵卡
ŋa³⁵雅{咬}拗{折}
ha²⁴下
ha⁵¹夏较孝效校酵厦{旁屋}
ha²¹暇厦{~门}
a³⁵哑矮
a⁵¹亚
pia³⁵髀{膝盖叫髀头}
lia²¹历栗楝曆攋{扔；抛}
tɕia³⁵者
tɕia²⁴□{tau²¹tau²¹~：蝉}
tɕia⁵¹肉-借蔗鹧
tɕia²¹谢
tɕʰia³⁵扯且□{困}
tɕʰia⁵¹恰洽
ȵia³⁵惹
ɕia³⁵写捨
ɕia²⁴社
ɕia⁵¹泄泻卸射麝舍{宿~}
ɕia²¹涉石
ia³⁵野耶椰
ia⁵¹夜{住~}
ia²¹液腋夜{~晚}易{交~}
sua³⁵耍
kua⁴⁴瓜鳏
kua³⁵寡跨𧊅{~啦：青蛙}
kua²⁴刮{量米筒。量米的量词}
kua⁵¹怪挂卦褂
kʰua⁴⁴夸垮{~在胯下}□{担子的一头}
kʰua³⁵垮
kʰua⁵¹块快筷刽桧溉会{~计}
ŋua⁴⁴剜挖洼娃
ŋua²⁴瓦
pɔ⁴⁴巴芭疤波坡玻菠笆
pɔ²²排牌杷耙钯琶
pʰɔ⁴⁴白
pʰɔ⁵¹破
mɔ⁴⁴孖吗摩揹□{巴不得说~没得}
mɔ²²猫麻痲茅{~屋}
fɔ⁴⁴花
fɔ²²华铧
tɔ²²谈坛潭谭檀淡痰弹{~吉他}
tɔ²¹弹{子~}蛋旦但
tʰɔ⁴⁴沓他它打贪滩摊瘫
tʰɔ³⁵毯妥坦倘躺
tʰɔ⁵¹炭探叹
tʰɔ²¹驼驮
nɔ²²男南难{困~}
nɔ²¹难{灾~}
lɔ⁴⁴单丹耽姼{~公：外公}担{动词}
lɔ²²蓝郎廊兰拦栏篮榔螂
lɔ³⁵胆疸
lɔ²⁴缆懒冷
lɔ⁵¹担{名词}
lɔ²¹览揽榄骆
tsɔ⁴⁴争渣睁踭
tsɔ²²茶搽查擦{又}察{又}残蚕惭漦{黏液}
tsɔ²¹站赚栈暂赞
tsʰɔ⁴⁴宅差骂叉杈岔{~路}杂{~货}参餐铛搓钗
tsʰɔ⁵¹撑
sɔ⁴⁴山三生牲甥笙森珊删衫沙纱痧杉参{人~}
sɔ³⁵伞所散闪嗓
sɔ⁵¹疝
sɔ²¹傻
kɔ⁴⁴家街佳加枷嘉耕庚羹
kɔ²¹局焗锔
kʰɔ³⁵可
ŋɔ⁴⁴桠
ŋɔ²²牙芽衙蚜鹅蛾俄
ŋɔ²¹饿硬
hɔ⁴⁴河翻番蕃藩哈虾瘕{~啵：喘气}
hɔ²²鞋霞瑕遐荷行{~动}
hɔ³⁵反坊返
hɔ⁵¹贩犯
ɔ⁴⁴鸦丫甕
piɔ²²爬
pʰiɔ²²趴扒
tɕiɔ⁴⁴遮
tɕiɔ²²斜邪
tɕʰiɔ⁴⁴车席
ɕiɔ⁴⁴赊佘
ɕiɔ²²蛇
kiɔ²²茄
kʰiɔ⁴⁴屐{木~：木板鞋}
iɔ²²爷
tsə⁴⁴□{ɕaʔ³²la⁴⁴~：小孩}
kə⁴⁴么{什~}
kə²¹嗰{的}箇{这；今}
ə²¹阿
piə⁴⁴标彪
piə²²瓢{~羹}
piə³⁵表婊
pʰiə⁴⁴批披飘翩鳔别{~人}
pʰiə⁵¹票漂
miə²²棉绵描苗锚
miə²⁴秒勉渺藐免娩缅悯
tiə⁴⁴爹
tiə²²条
tʰiə⁵¹跳
niə⁴⁴拈黏{粘}
liə⁴⁴刁雕燎撩貂
liə²²瞭
liə³⁵了
liə²⁴鸟□{撩；踢}□{~蜥：交合}
liə⁵¹掉钓吊
tɕiə⁴⁴召招昭焦蕉椒毡樵朝{早晨。今~}占{~卦}粘{又}
tɕiə²²齐柴潮巢嘲朝{~代}剿
tɕiə⁵¹照佔{占领}盏醮蘸噍
tɕʰiə⁴⁴侄歼妻凄锹悄
ȵiə⁴⁴研
ȵiə²¹业
ɕiə⁴⁴烧西肖梢捎稍销硝宵霄屑消嚣箫犀逍萧
ɕiə²²贤
ɕiə³⁵洗晓少{幼小}小{大~}
ɕiə⁵¹善笑世细扇势绍羡少{不多}
ɕiə²¹舌折{丢失；赔本}
kiə⁴⁴鸡娇骄兼
kiə²²桥乔侨跷
kiə³⁵饺绞狡铰荞搅缴矫
kiə⁵¹计叫
kiə²¹轿及级
kʰiə⁵¹翘撬俏
hiə⁴⁴憨
hiə³⁵陡{训}
hiə⁵¹焮{~啦：痱子}
iə⁴⁴腰妖阉鸳烟焰胭姻要{~求}
iə²²盐姚炎窑檐瑶摇谣颜言延遥严{~格}
iə³⁵扰
iə²⁴舀{~饭}
iə⁵¹厌艳谚燕雁宴晏堰
puə²²婆
puə⁵¹簸
puə²¹薄{~荷}
muə⁴⁴摸摩模{~范}
muə²²魔磨模{~样}什{~么}
muə²¹莫膜墨默末茉沫陌寞漠
fuə³⁵火伙
fuə⁵¹货贺{又}
fuə²¹合盒和何荷活或惑鹤祸
vuə⁴⁴窝蜗
tuə²²亭停廷庭蜓砣
tuə²⁴锭
tuə²¹定淀堕舵惰
tʰuə⁴⁴厅拖
tʰuə⁵¹听
nuə²²挪捼{搓；揉}
nuə²¹糯懦
luə⁴⁴多丁疗订钉
luə²²罗锣箩萝灵零玲铃龄脶螺菱
luə³⁵鼎顶夺朵
luə²⁴领岭
luə⁵¹转{~变}□{打滚}□{性情暴躁}
luə²¹捋令另吝
tsuə³⁵左佐
tsuə²⁴座坐
tsuə⁵¹证症
tsʰuə⁴⁴□{~手：两手插在衣袖里}
tsʰuə⁵¹措错锉挫
suə³⁵琐锁索{~取}
kuə⁴⁴戈哥歌
kuə³⁵果裹
kuə⁵¹过
kʰuə⁴⁴科苛
kʰuə⁵¹课扩霍藿
ŋuə³⁵我
uə⁴⁴屙窝□{小的凹陷}
uə²²禾莴
uə⁵¹握沃卧龌
uə²¹万
pyə⁴⁴兵
pyə²²平评坪萍苹频凭屏瓶
pyə³⁵柄饼丙秉
pyə²¹病
myə²²名明盟眠冥铭
myə²¹命
tɕyə⁴⁴专砖精晶鹃津睛正{~月}
tɕyə²²晴情鹑全泉传
tɕyə³⁵井整
tɕyə²⁴颈胫卷券眷倦
tɕyə⁵¹钻{~研；~洞}正证政骏转{轮子转}
tɕyə²¹净静靖
tɕʰyə⁴⁴青清蜻穿川
tɕʰyə³⁵请
tɕʰyə⁵¹错凿砌筑串窜篡率{~领}
ȵyə⁴⁴严{~肃}
ȵyə²²原源宁
ȵyə³⁵软
ȵyə²¹弱愿月虐
ɕyə⁴⁴勋靴星声腥轩宣喧拴栓闩旋馨掀猩楦熏薰
ɕya²²船成城诚臣承程弦巡
ɕyə³⁵醒选显险宪
ɕyə⁵¹姓圣胜盛岁税训婿氏杏性驯
kyə⁴⁴京惊鲸经荆关捐绢狂
kyə²²权拳颧
kyə³⁵圈{圆~}
kyə²⁴件槛
kyə⁵¹镜境径竟
kʰyə⁴⁴轻倾卿顷
kʰyə⁵¹劝
hyə⁴⁴兄
yə⁴⁴英冤渊莺婴缨樱猿
yə²²圆赢园营完元员丸沿袁辕援缘盈莹蝇
yə³⁵演影映
yə²⁴远
yə⁵¹怨
yə²¹越县院阅悦粤岳跃
pe⁴⁴班斑边鞭
pe³⁵板版扳扁匾鳊
pe²⁴辫
pe⁵¹变辩便{~条}
pe²¹办扮辨便{方~}
pʰe⁴⁴编偏篇蝙
pʰe²⁴片骗遍
me⁴⁴□{扶}
te²²田甜填
te²¹电垫奠佃殿掂{妥当}
tʰe⁴⁴天添舔
ne²²们
le⁴⁴颠癫
le²²连莲联怜帘廉镰鲢
le³⁵点典腆干{烘~}
le²⁴练炼恋殓
le⁵¹店
tse⁴⁴尖煎
tse²²钱前
tse³⁵展剪碾{又}
tse⁵¹践箭溅荐战做
tse²¹贱
tsʰe⁴⁴千迁签笺铅
tsʰe³⁵产铲浅惨遣
se⁴⁴先仙鲜
se³⁵癣
se⁵¹线陷
ke⁴⁴奸坚间艰皆阶肩
ke³⁵减检简捡俭柬谏拣锏碱
ke⁵¹见剑建健键鉴监舰涧渐腱
kʰe⁴⁴牵谦
kʰe⁵¹欠窍歉
he⁴⁴嬜{节省；吝啬}
he²²闲咸嫌
he²⁴限
he²¹苋
mie²⁴妙
mie²¹灭篾面庙谬妙乜{什么}
tie²¹叠蝶谍牒碟调
nie²¹聂镊蹑孽匿
lie²¹列烈裂猎劣鹩瞭{(猪牛)油}料廖
ȵie³⁵你
ȵie²⁴染
nie²¹热尿
ɕie²¹食实绍蚀
ie²¹叶页现鹞也
pai⁴⁴𨃅{水~}
pai³⁵摆
pai²⁴妣
pai⁵¹□{修补(菜园)}
pai²¹败{失~}
pʰai³⁵派挀{庹}
mai³⁵歪
mai²⁴米
mai²¹密蜜泌觅秘
fai²²怀淮槐
fai²¹坏
vai²¹滑猾
tai³⁵弟第
tai²¹代{又}贷怠
tʰai³⁵体
tʰai⁵¹替剃涕
nai²¹奶念验耐奈拿乃
lai²²跌逮嫡
lai³⁵抵底□{背~：后来}
lai²⁴礼
lai⁵¹帝滴鹐
tsai³⁵在柿昨
tsai⁵¹再载
tsʰai³⁵采彩
sai⁴⁴腮鳃筛
sai⁵¹摘赛
kai⁴⁴该
kai³⁵改解
kai⁵¹丐械戒髻□{鼻头~：鼻梁}
kʰai³⁵凯慨楷
kʰai⁵¹概
ŋai²⁴眼
hai³⁵海
hai²¹狭害隘
ai²²压{变压器}
ai³⁵蔼
ai⁵¹爱艾碍
iai³⁵烂
suai⁴⁴衰
suai⁵¹帅
suai²¹□{骗}
kuai⁴⁴乖
kuai³⁵拐瘸
uai⁴⁴弯湾抠
tɔi²²台抬苔堤题提蹄啼
tʰɔi⁴⁴梯锑胎睇{找；寻}
nɔi²²年尼泥呢霓凝
lɔi⁴⁴拉低呆
lɔi²²犁梨黎
lɔi²¹绿率{效~}
tsɔi⁴⁴灾斋扎札
tsɔi²²才材财豺裁栽
tsʰɔi⁴⁴猜差{出~}煤刷{鞋~}□{跳}
ŋɔi⁴⁴哀挨□{动词。挤}
ŋɔi²²捱危桅
hɔi⁴⁴奚{女阴}
hɔi²²骸亥孩□{大颈~：大脖子}
pɐi⁴⁴蓖
pɐi²²匹{又}皮疲脾彼枇琵便{~宜}
pɐi³⁵比鄙譬卑□{箩~：箩}
pɐi²⁴婢被{~子}
pɐi⁵¹痹陂滗蜱{~蛆：臭虫}
pɐi²¹闭鼻备币毕敝弊毙避庇箅{又}
pʰɐi⁴⁴跑
pʰɐi⁵¹屁
mɐi⁴⁴谜眯
mɐi²²眉迷楣糜谜粥弥
mɐi³⁵掰
mɐi²⁴晚尾
mɐi⁵¹潜{训}
mɐi²¹蜜
fɐi⁴⁴非辉徽飞妃蝴挥
fɐi²²肥胡湖壶狐糊鬍
fɐi³⁵匪虎翡浒糊{饭~}苦{又}
fɐi²⁴户
fɐi⁵¹废费肺去裤
fɐi²¹贺{又}芋
tɐi²²迟
tɐi²¹敌地笛狄荻蒂
nɐi²²捏撵□{动词。挤}
nɐi²¹腻逆
lɐi⁴⁴知
lɐi²²离篱璃狸厘□{狗~鱼：泥鳅}
lɐi²⁴李理鲤
lɐi⁵¹啃□{量词。把}些里{那~}
lɐi²¹丽吏例厉励利俐莉痢荔蜊立隶疬笠粒剺{斜劈}
tsɐi⁴⁴挤
tsɐi²²脐荠糍
tsɐi³⁵姊
tsɐi²¹袖晋浸
tsʰɐi⁴⁴痛疼
tsʰɐi²²七漆
tsʰɐi⁵¹刺
sɐi⁴⁴丝思
sɐi³⁵死
sɐi⁵¹四肆
kɐi²²圿{身上的污垢}
hɐi²¹系{是}
tuɐi²²图突徒屠途涂厨犊徐
tuɐi³⁵肚{猪~}
tuɐi²⁴柱
tuɐi²¹住驻箸度渡镀杜
tʰuɐi⁴⁴直
tʰuɐi³⁵土
tʰuɐi⁵¹兔吐
nuɐi²²奴
luɐi⁴⁴猪
luɐi²²流瘤留馏篓刘{又}卢芦炉庐鸬驴鹭缕镣嘹
luɐi³⁵赌堵妒
luɐi²⁴卤
luɐi²¹六路鹿鲁虏滤虑陆力绿录赂陸禄率{效~}
tsuɐi⁴⁴租
tsuɐi³⁵酒组祖阻主煮
tsuɐi²⁴□{把条状物整理齐}
tsuɐi⁵¹著蛀
tsuɐi²¹助
tsʰuɐi⁴⁴初秋粗蛆
tsʰuɐi²²锄橱
tsʰuɐi³⁵楚础储
tsʰuɐi⁵¹醋促
suɐi⁴⁴虽修须需输书苏梳疏蔬衰蓑唆梭酥鬚舒
suɐi²²薯
suɐi³⁵鼠暑署数{动词}
suɐi⁵¹诉素树数{名词}
kuɐi⁴⁴姑估鸪孤箍菰枯
kuɐi²²葫
kuɐi³⁵古牯股鼓
kuɐi⁵¹固故顾雇
kʰuɐi⁴⁴盔
kʰuɐi³⁵苦{又}
kʰuɐi⁵¹愧库酷
uɐi⁴⁴乌
uɐi³⁵乌{~黎：淤血形成的紫色}
pui⁴⁴杯悲碑篦
pui²²培赔陪
pui⁵¹背贝辈蓓{~啦：棉花}
pui²¹倍吠
pʰui⁵¹配佩沛胚坯
mui²²梅煤媒枚玫莓霉
mui³⁵□{竹编的口小肚大的容器}
mui²⁴美每
mui²¹妹外昧媚寐未味
fui⁴⁴开灰沸
fui²²回茴讳彗晦会{~议}
fui³⁵悔毁
fui⁵¹慧惠贿
fui²¹会{开~}绘汇
vui²²围
tui²²锤捶槌
tui²¹袋队
tʰui⁴⁴推
tʰui³⁵腿
tʰui⁵¹退褪
nui²¹内
lui⁴⁴堆□{铜~：铜钱}
lui²²雷鸬擂䐯{突起的长形伤疤}
lui³⁵趸{转手买卖}
lui⁵¹对兑碓
lui²¹露{暴~}泪类蕾累
tsui⁴⁴追锥
tsui²²随
tsui³⁵嘴
tsui⁵¹最醉罪坠赘
tsʰui⁴⁴吹催崔炊
tsʰui⁵¹菜蔡翠脆
sui²²谁垂□{~姼公：外公的弟弟}
sui³⁵水
sui⁵¹碎粹隧瑞遂穗
sui²¹睡
kui⁴⁴归龟辜闺
kui²²骨葵奎逵魁癸
kui³⁵鬼轨诡
kui⁵¹桂盖贵愧鳜
kui²¹柜跪
kʰui⁴⁴亏规
kʰui⁵¹愧溃
ŋui²²□{眼~：睡着了}
ui⁴⁴威微
ui²²为{行~}围违苇唯维惟
ui³⁵伟纬委慰伪萎
ui⁵¹卫胃谓
ui²¹位畏猬餵魏为{因为}核{果~}□{~手：摆手}□{扔；丢弃}
pau⁴⁴胞包
pʰau⁴⁴躲{训}抛泡{不实}
mau²⁴牡亩某
fau²⁴否
tau²²头投逃陶淘萄
tau²¹豆痘
tʰau⁴⁴读毒独偷涛滔
tʰau³⁵讨敨{休息}
tʰau⁵¹套透
nau³⁵纽扭
nau²¹闹
lau⁴⁴兜篼捞{连词。和}
lau²²来楼
lau³⁵斗{一斗米}来岛导{教~}
lau⁵¹□{哄(小孩)}
lau²¹漏肋勒簕{荆刺}□{简易的棚}
tsau²²仇愁绸稠酬筹囚吵
tsau³⁵走爪
tsau⁵¹罩
tsʰau⁴⁴贼操抄超抽钞
tsʰau⁵¹嗽糙凑躁
sau⁴⁴搜馊骚臊搔艘嗾{使牛}
sau³⁵史{历~}
sau⁵¹瘦
kau⁴⁴糕交跤郊胶勾钩沟膏鸠阄嚿
kau³⁵狗苟笱搞稿
kau⁵¹觉{睡~}构购够窖笱臼
kʰau⁴⁴敲
kʰau³⁵考烤拷
kʰau⁵¹铐{手~：手镯}靠扣叩寇
ŋau⁴⁴熬
ŋau²²牛
ŋau³⁵藕偶
ŋau⁵¹傲
hau²²猴侯喉豪壕毫嚎
hau³⁵口
hau²⁴有
hau⁵¹浩耗
hau²¹后候後
au⁴⁴欧殴瓯鸥
au²²屋
au³⁵呕沤怄坳
au⁵¹奥
piau⁴⁴烫
piau²²嫖
tʰiau³⁵斢{~头：转头}
niau⁴⁴□{残缺的；不完整的}
niau³⁵□{一点点}
liau²²硫琉榴辽疗聊刘{又}
liau²⁴柳
ȵiau²²□{别人}
ȵiau⁵¹劓{绉；皱}
ɕiau⁵¹秀绣锈
kʰiau³⁵巧
ŋiau⁵¹绉皱
hiau⁴⁴休
iau⁴⁴优邀
iau⁵¹幼诱
iau²¹柚釉佑祐
pɐu²²袍匏炮{煨}
pɐu³⁵打{~人}
pɐu²⁴抱
pɐu²¹菢孵
mɐu²²埋谋
mɐu²⁴卯
mɐu⁵¹母䅦{籽实不饱满；朽}
mɐu²¹木帽贸茂冒墨睦
fɐu²²浮
tɐu⁴⁴都{副词}
tɐu²²桃綯头{一~人}
tɐu²⁴道
tɐu²¹导{领~}
tʰɐu³⁵买
nɐu²⁴怒脑恼努
lɐu⁴⁴刀搂捞
lɐu²²牢劳唠痨
lɐu³⁵祷倒{颠~}篓□{记~：记住；记着}
lɐu²⁴老佬姥
lɐu⁵¹到盗稻悼倒{~水}逗鬥□{现在}
lɐu²¹落涝洛烙络酪略掠乐{快~；音~}
tsɐu⁴⁴周邹糟遭舟
tsɐu²²曹槽
tsɐu³⁵早枣蚤
tsɐu²⁴赵造燥
tsɐu⁵¹灶咒奏宙昼
tsɐu²¹就造{一~禾}
tsʰɐu⁴⁴浊凿
tsʰɐu³⁵草
sɐu³⁵嫂
sɐu⁵¹扫
sɐu²¹勺芍杓{舀水的竹筒}
iɐu²¹药吃耀若{又}
tʰiu⁴⁴着{睡~或表被动}
tɕʰiu⁵¹啾{啊~：喷嚏}
kiu²²脚
pin⁴⁴冰宾槟殡彬鬓
pin²²贫
pin⁵¹并併{合并}
pʰin³⁵品
pʰin⁵¹拼聘
min²²民鸣
min³⁵敏
tin²²陈沉尘晨秦惩埕坛澄
tin³⁵重{~量}
lin⁴⁴□{痒痒；微痒}
lin²²邻林灵淋临龙鳞磷凌陵菱隆棱
tsʰin⁴⁴称{~呼}
tɕin⁴⁴针珍贞侦真斟蒸征筝拯
tɕin²²松{里~(地名)}
tɕin³⁵枕诊疹
tɕin²⁴尽
tɕin⁵¹阵进振镇震秤
tɕin²¹郑
tɕʰin⁴⁴亲侵
tɕʰin⁵¹趁称{相~}逞
tɕʰin²¹寝
ȵin²²人银仪仁阎
ȵin²¹认任入韧渗{训}
ɕin⁴⁴新心辛薪欣深身申伸升
ɕin²²形型刑神辰乘□{塘~：抹灰刀}
ɕin³⁵审婶沈
ɕin⁵¹信肾甚慎迅
ɕin²¹剩
kin⁴⁴今金巾斤筋
kin²²勤琴禽擒芹岑乾
kin³⁵景紧仅锦谨警
kin²⁴近
kin⁵¹竞敬劲禁
kin²¹共
kʰin⁴⁴钦
kʰin⁵¹庆
hin³⁵䘆{~婆：蚯蚓}
hin⁵¹幸兴
in⁴⁴因音阴荫殷鹦鹰
in²²芫迎吟壬淫萤茔寅融
in³⁵饮引隐颖
in²¹运酝熨应印{~刷}
kyn⁴⁴军均钧君
kyn²²裙琼群
kyn⁵¹郡
yn²²云匀耘晕
yn³⁵永允尹
yn²¹闰润孕韵
piaŋ⁴⁴分{~开}崩奔绷吩攽{给}
piaŋ²²盆朋棚彭膨冯盘鹏□{藤状物攀爬}
piaŋ³⁵本{~来}
piaŋ⁵¹粪
piaŋ²¹笨份
pʰiaŋ⁴⁴塳
pʰiaŋ³⁵捧
miaŋ⁴⁴抿□{扯狗~：蟋蟀}
miaŋ²²门蚊虻魂
miaŋ³⁵孟猛莽蟒蜢□{在口中含化}
miaŋ²¹馒问慢漫梦曼闷
fiaŋ⁴⁴欢风枫疯昏婚芬纷丰峰蜂锋封荤分{~数}
fiaŋ²²坟魂逢缝蓬篷冯焚
fiaŋ³⁵粉混缓讽
fiaŋ⁵¹奋愤範忿唤泛焕□{~头：摇头}
viaŋ⁴⁴温瘟汪翁瓮
viaŋ²²闻文纹馄吻
viaŋ³⁵稳
tiaŋ²²同铜桐筒童瞳腾藤澄誊怎
tiaŋ²⁴动
tiaŋ²¹邓洞
tʰiaŋ⁴⁴通
tʰiaŋ³⁵桶统艇挺铳捅
niaŋ³⁵谂{想}
liaŋ⁴⁴灯冬东登聋窿
liaŋ²²靓笼珑
liaŋ³⁵党等档
liaŋ²⁴俩辆
liaŋ⁵¹凳冻栊{量词。间}
liaŋ²¹亮谅量
tɕiaŋ³⁵肿冢种{~子}
tɕiaŋ⁵¹粽种{~树}众宠撞{~下去}
tɕiaŋ²¹撞{~倒}
tɕʰiaŋ³⁵蠢
ɕiaŋ⁵¹宋送颂诵讼
kiaŋ⁴⁴根工公供功跟恭蚣宫攻躬
kiaŋ³⁵蔃{根须}敢□{量词。截}
kiaŋ⁵¹贡汞
kʰiaŋ⁴⁴空吞
ŋiaŋ²²癌
ŋiaŋ³⁵喏{合适}
hiaŋ²²红洪虹含衔弘鸿宏
hiaŋ³⁵肯坑哄
tyaŋ²²团囤沌
tyaŋ²¹段缎锻盾顿吨
lyaŋ⁴⁴端敦墩蹲
lyaŋ²²轮伦沦鸾圞
lyaŋ³⁵钝
lyaŋ⁵¹栋瞪
lyaŋ²¹弄论{讨~}
tɕyaŋ⁴⁴钟忠樽
tɕyaŋ²²层从丛存崇重{~复}
tɕyaŋ³⁵准
tɕyaŋ⁵¹俊圳
tɕʰyaŋ⁴⁴冲聪充村春椿囱葱匆舂
tɕʰyaŋ⁵¹寸衬
ȵyaŋ²¹嫩
ɕyaŋ⁴⁴凶胸孙鬆匈
ɕyaŋ²²循唇纯旬玄悬醇
ɕyaŋ³⁵笋损榫
ɕyaŋ²¹顺讯舜殉
kyaŋ²²滚
kyaŋ³⁵菌
kyaŋ⁵¹棍
kyaŋ²¹丢
kʰyaŋ⁴⁴昆坤宽筐
kʰyaŋ³⁵款捆
kʰyaŋ⁵¹困况
nɐ̃ŋ⁵¹踮{又}
lɐ̃ŋ³⁵短
sɐ̃ŋ⁴⁴酸桑
sɐ̃ŋ³⁵陕省{反~}
sɐ̃ŋ⁵¹蒜算
pəŋ⁴⁴般搬帮邦
pəŋ²²旁傍滂庞螃
pəŋ³⁵绑榜
pəŋ²⁴伴拌
pəŋ⁵¹半放绊饭蚌膀获穫
pəŋ²¹饭磅
pʰəŋ⁴⁴潘攀胮
pʰəŋ⁵¹判叛胖喷盼
məŋ²²亡忙茫芒盲萌蒙瞒蛮氓
məŋ²⁴满网
məŋ²¹望妄忘
fəŋ⁴⁴方肪芳荒慌芬纷
fəŋ²²凡帆烦房妨防环繁
fəŋ³⁵访纺仿仿谎
fəŋ⁵¹患
fəŋ²¹凤奉俸范
vəŋ³⁵往枉腕婉
vəŋ²¹旺
təŋ²²唐糖塘搪堂棠螳
təŋ²⁴断
təŋ²¹玩
tʰəŋ⁵¹趟
nəŋ²²农侬浓脓能囊瓤□{肉烂熟}
nəŋ³⁵□{木~：松球}
nəŋ²⁴暖
nəŋ²¹裆
ləŋ⁴⁴当逮
ləŋ²²狼拢
ləŋ³⁵短挡朗□{~口：漱口}
ləŋ²⁴卵
ləŋ⁵¹当{典~}
ləŋ²¹乱浪
tsəŋ⁴⁴装踪鬃庄中终棕曾增憎赠尊遵综盅衷锺妆宗
tsəŋ²²床肠
tsəŋ³⁵总掌长{~辈}
tsəŋ²¹状壮葬藏脏
tsʰəŋ⁴⁴仓苍疮昌倡菖窗撑舱
tsʰəŋ³⁵厂闯
tsʰəŋ⁵¹唱创撞灿畅
səŋ⁴⁴伤双商丧霜孀
səŋ³⁵省{~份}赏爽
səŋ²⁴上{~山}
səŋ²¹尚上{上面}
