蛇	ʂe2	ʂe2	ʂei2	ʂei2	ʂe2			
食	ʂe7	ʂe7	ʂei7	ʂei7	ʂe2			
深	ʂən1	ʂən1	ʂen1	ʂen1	ʂən1			
失	ʂʅ7	ʂʅ7	ʂʅ7	ʂʅ7	ʂɿ2			
时	ʂʅ2	ʂʅ2	ʂʅ2	ʂʅ2	ʂɿ2			
十	ʂe7	ʂe7	ʂei7	ʂei7	ʂɿ2			
如	ʐu2	ʐu2	ʐu2	ʐu2	zu2			
热	ʐa7	ʐa7	ʐᴀ7	ʐᴀ7	ze2			
儿	ɚ2	ɚ2	ɚ2	ɚ2	ɚ2			
二	ɚ5	ɚ5	ɚ5	ɚ5	ɚ5			
哥	kɔ1	kɔ1	ko1	ko1	ko1			
跟	kən1	kən1	ken1	ken1	kən1			
夹	ʨia7	ʨia7	ʨiᴀ7	ʨiᴀ7	ʨiɑ2			
溪	ʨʰi1	ʨʰi1	ʨʰi1	ʨʰi1	ɕi1			
却	ʨʰua7	ʨʰua7	ʨʰuᴀ7	ʨʰuᴀ7	ʨʰue2			
磕	kʰɔ7	kʰɔ7	kʰo7	kʰo7	kʰo2			
狂	kʰuɑŋ2	kʰuɑŋ2	kʰuɑŋ2	kʰuɑŋ2	kʰuɑŋ2			
跪	kʰei5	kʰei5	kʰei5	kʰei5	kʰei5			
及	ʨie7	ʨie7	ʨi7	ʨi7	ʨie2			
蛾	ŋo2	ŋo2	ŋɛ2	ŋɛ2	ŋo2			
灰	xuei1	xuei1	xuei1	xuei1	xuei1			
瞎	ɕia7	ɕia7	ɕiᴀ7	ɕiᴀ7	ɕiɑ2			
鞋	xai2	xai2	xai2	xai2	xai2			
匣	ɕia7	ɕia7	ɕiᴀ7	ɕiᴀ7	ɕiɑ2			
安	ŋan1	ŋan1	ŋæn1	ŋæn1	ŋan1			
抑	i7	i7	i7	i7	i2			
荣	yn2	yn2	yn2	yn2	yn2			
越	ya7	ya7	yᴀ7	yᴀ7	ye2			
羊	iɑŋ2	iɑŋ2	iɑŋ2	iɑŋ2	iɑŋ2			
欲	y7	y7	y7	y7	y2			
多	tɔ1	tɔ1	tu1	tu1	to1			
歌	kɔ1	kɔ1	ku1	ku1	ko1			
河	xɔ2	xɔ2	xu2	xu2	xo2			
茄	ʨʰye7	ʨʰye7	ʨʰi7	ʨʰi7	ʨʰye2			
坐	ʦɔ5	ʦɔ5	ʦu5	ʦu5	ʦo5			
火	xɔ3	xɔ3	xu3	xu3	xo3			
瘸	ʨʰye7	ʨʰye7	ʨʰy7	ʨʰy7	ʨʰye2			
巴	pa1	pa1	pᴀ1	pᴀ1	pɑ1			
家	tɕia1	tɕia1	tɕiᴀ1	tɕiᴀ1	tɕiɑ1			
姐	ʦie7	ʦie7	ʦi7	ʦi7	ʨie2			
爷	ie7	ie7	i7	i7	ie2			
耍	ʂua3	ʂua3	ʂuᴀ3	ʂuᴀ3	ʂuɑ3			
花	xua1	xua1	xuᴀ1	xuᴀ1	xuɑ1			
模	mo2	mo2	mo2	mo2	mo2			
布	pu5	pu5	pu5	pu5	pu5			
肚	tu5	tu5	tu5	tu5	tu5			
故	ku5	ku5	ku5	ku5	ku5			
女	ȵy7	ȵy7	ȵy7	ȵy7	ȵy2			
初	ʦʰu1	ʦʰu1	ʦʰu1	ʦʰu1	ʦʰu1			
虚	ɕy1	ɕy1	ɕy1	ɕy1	ɕy1			
猜	ʦʰai1	ʦʰai1	ʦʰai1	ʦʰai1	ʦʰai1			
贝	pei5	pei5	pei5	pei5	pei5			
害	xai5	xai5	xai5	xai5	xai5			
排	pʰai2	pʰai2	pʰai2	pʰai2	pʰai2			
介	kai7	kai7	kai7	kai7	ʨiai2			
柴	tʂʰai2	tʂʰai2	tʂʰai2	tʂʰai2	tʂʰai2			
奶	lai3	lai3	lai3	lai3	lai3			
蔽	pi1	pi1	pi1	pi1	pi1			
世	ʂʅ5	ʂʅ5	ʂʅ5	ʂʅ5	ʂɿ5			
批	pʰei1	pʰei1	pʰei1	pʰei1	pʰei1			
杯	pei1	pei1	pei1	pei1	pei1			
对	tei5	tei5	tei5	tei5	tuei5			
最	ʐei5	ʐei5	ʐei5	ʐei5	zuei5			
外	uai5	uai5	uai5	uai5	uai5			
乖	kuai1	kuai1	kuai1	kuai1	kuai1			
话	xua5	xua5	xuᴀ5	xuᴀ5	xuɑ5			
蛙	ua1	ua1	uᴀ1	uᴀ1	uɑ1			
废	fei5	fei5	fei5	fei5	fei5			
脆	ʦʰei5	ʦʰei5	ʦʰei5	ʦʰei5	ʦʰei5			
锐	ʐei5	ʐei5	ʐei5	ʐei5	zei5			
润	ʐuən5	ʐuən5	ʐuən5	ʐuən5	ʐuən5			
离	li2	li2	li2	li2	li2			
此	ʦʰɿ3	ʦʰɿ3	ʦʰɿ3	ʦʰɿ3	ʦʰɿ1			
知	tʂʅ1	tʂʅ1	tʂʅ1	tʂʅ1	tʂɿ1			
备	pi5	pi5	pi5	pi5	pi5			
眉	mi2	mi2	mi2	mi2	mi2			
寄	ʨi5	ʨi5	ʨi5	ʨi5	ʨi5			
累	lei5	lei5	lei5	lei5	luei5			
嘴	ʐei3	ʐei3	ʐei3	ʐei3	zuei5			
鬼	kuei3	kuei3	kuei3	kuei3	kuei3			
泪	lu5/lei5	lu5/lei5	lei5	lei5	luei5			
摔	ʂuai1	ʂuai1	ʂuai1	ʂuai1	ʂuai1			
遂	sy5	sy5	sy5	sy5	sy5			
穗	sy5	sy5	sy5	sy5	sy5			
刀	tau1	tau1	tɔ1	tɔ1	tʰau			
讨	tʰau3	tʰau3	tʰɔ3	tʰɔ3	tʰau3			
好	xau3	xau3	xɔ3	xɔ3	xau3			
包	pau1	pau1	pɔ1	pɔ1	pau1			
罩	tʂau5	tʂau5	tʂɔ5	tʂɔ5	tʂau5			
抓	tʂua1	tʂua1	tʂuᴀ1	tʂuᴀ1	tʂuɑ1			
教	ʨiau1	ʨiau1	ʨiɔ1	ʨiɔ1	ʨiɐu1			
票	pʰiau5	pʰiau5	pʰiɔ5	pʰiɔ5	pʰiɐu5			
消	siau1	siau1	siɔ1	siɔ1	sɐu1			
赵	tʂau5	tʂau5	tʂɔ5	tʂɔ5	tʂɐu5			
舀	iau3	iau3	iɔ3	iɔ3	iɐu3			
挑	tʰiau1	tʰiau1	tʰiɔ1	tʰiɔ1	tʰiɐu1			
幺	iau1	iau1	iɔ1	iɔ1	iɐu1			
叫	ʨiau5	ʨiau5	ʨiɔ5	ʨiɔ5	ʨiɐu5			
剖	pʰɔ3	pʰɔ3	pʰo3	pʰo3	pʰo3			
母	mu3	mu3	mu3	mu3	mu3			
贸	mau5	mau5	mɔ5	mɔ5	mau5			
头	tʰou2	tʰou2	tʰəu2	tʰəu2	tʰəu2			
扣	kʰou5	kʰou5	kʰəu5	kʰəu5	kʰəu5			
浮	fu2	fu2	fu2	fu2	fu2			
酒	ʨiou3	ʨiou3	ʨiʉ3	ʨiʉ3	ʨiəu3			
丑	tʂʰou3	tʂʰou3	tʂʰɔ3	tʂʰɔ3	tʂʰɐu			
彪	piou1	piou1	piɔ1	piɔ1	piɐu1			
幼	iou5	iou5	iʉ5	iʉ5	iəu5			
贪	tʰɑŋ1	tʰɑŋ1	tʰɑŋ1	tʰɑŋ1	tʰan1			
惨	ʦʰɑŋ3	ʦʰɑŋ3	ʦʰɑŋ3	ʦʰɑŋ3	ʦʰan3			
喊	xɑŋ3	xɑŋ3	xɑŋ3	xɑŋ3	xan3			
答	ta7	ta7	tᴀ7	tᴀ7	tɑ2			
合	xɔ7	xɔ7	xo7	xo7	xo2			
磕	kʰɔ7	kʰɔ7	kʰo7	kʰo7	kʰo7			
站	tʂan5	tʂan5	tʂɑŋ5	tʂɑŋ5	tʂan5			
减	ʨian3	ʨian3	ʨiɛ3	ʨiɛ3	ʨiɛn3			
咸	xɑŋ2	xɑŋ2	xɑŋ2	xɑŋ2	xan2			
眨	ʦa7	ʦa7	ʦᴀ7	ʦᴀ7	ʦɑ2			
恰	ʨʰa7	ʨʰa7	ʨʰᴀ7	ʨʰᴀ7	ʨʰɑ7			
尖	ʨian1	ʨian1	ʨiɛ1	ʨiɛ1	ʨiɛn1			
捷	ʨʰia7	ʨʰia7	ʨʰiᴀ7	ʨʰiᴀ7	ʨʰiɑ2			
险	ɕian1	ɕian1	ɕiɛ1	ɕiɛ1	ɕiɛn1			
业	ȵie7	ȵie7	ȵi7	ȵi7	ȵie2			
甜	tʰian1	tʰian1	tʰiɛ1	tʰiɛ1	tʰiɛn1			
点	tʰian1	tʰian1	tʰiɛ1	tʰiɛ1	tʰiɛn1			
贴	tʰia7	tʰia7	tʰiᴀ7	tʰiᴀ7	tʰie2			
协	ɕie7	ɕie7	ɕi7	ɕi7	ɕie2			
帆	fan1	fan1	fæn1	fæn1	fan1			
品	pʰin2	pʰin2	pʰin2	pʰin2	pʰin2			
立	lie7	lie7	li7	li7	lie2			
心	sin1	sin1	sin1	sin1	ɕin1			
习	sie7	sie7	si7	si7	ɕie2			
执	tʂʅ7	tʂʅ7	tʂʅ7	tʂʅ7	tʂɿ2			
吸	ʨie7	ʨie7	ɕi7	ɕi7	ʨie2			
竿	kɑŋ1	kɑŋ1	kɑŋ1	kɑŋ1	kan1			
达	ta7	ta7	tᴀ7	tᴀ7	tɑ2			
割	kɔ7	kɔ7	ko7	ko7	ko2			
岸	ŋɑŋ5	ŋɑŋ5	ŋɑŋ5	ŋɑŋ5	ŋan5			
八	pa7	pa7	pᴀ7	pᴀ7	pɑ2			
班	pan1	pan1	pɑŋ1	pɑŋ1	pan1			
铡	tʂa7	tʂa7	tʂᴀ7	tʂᴀ7	tʂɑ2			
间	ʨʰian1	ʨʰian1	ʨʰiɛ1	ʨʰiɛ1	ʨʰiɛn1			
鞭	pian1	pian1	piɛ1	piɛ1	piɛn1			
别	pie7	pie7	pɛ7	pɛ7	pie2			
列	lie7	lie7	lɛ7	lɛ7	lie2			
善	ʂan5	ʂan5	ʂæn5	ʂæn5	ʂan5			
舌	ʂe7	ʂe7	ʂei7	ʂei7	ʂe2			
演	ian3	ian3	i3	i3	iɛn3			
天	tʰian1	tʰian1	tʰiɛ1	tʰiɛ1	tʰiɛn1			
见	ʨian5	ʨian5	ʨiɛ5	ʨiɛ5	ʨiɛn5			
蔑	mi7	mi7	mi7	mi7	mi2			
切	ʨʰia7	ʨʰia7	ʨʰiᴀ7	ʨʰiᴀ7	ʨʰiɑ2			
盘	pʰan2	pʰan2	pʰæn2	pʰæn2	pʰan2			
短	tan3	tan3	tæn3	tæn3	tuan3			
脱	tʰo7	tʰo7	tʰo7	tʰo7	tʰo2			
冠	kuan5	kuan1	kuæn1	kuæn1	kuan1			
活	xo7	xo7	xo7	xo7	xo2			
刷	ʂua7	ʂua7	ʂua7	ʂua7	ʂua2			
关	kuan1	kuan1	kuæn1	kuæn1	kuan1			
刮	kua7	kua7	kuᴀ7	kuᴀ7	kuɑ2			
全	ʦʰuan2	ʦʰuan2	ʦʰuæn2	ʦʰuæn2	ʨʰuæn2			
雪	sya7	sya7	syᴀ7	syᴀ7	ɕye2			
川	tʂʰuan1	tʂʰuan1	tʂʰuæn1	tʂʰuæn1	tʂʰuæn1			
说	ʂua7	ʂua7	ʂuᴀ7	ʂuᴀ7	ʂuɑ2			
院	uan5	uan5	uæn5	uæn5	uan5			
翻	fan1	fan1	fæn1	fæn1	fan1			
元	yan1	yan1	yɛ1	yɛ1	yɛn1			
发	fa7	fa7	fᴀ7	fᴀ7	fɑ7			
月	ya7	ya7	yᴀ7	yᴀ7	ye2			
缺	ʨʰua7	ʨʰua7	ʨʰuᴀ7	ʨʰuᴀ7	ʨʰye2			
血	ɕa7/ɕya7	ɕa7/ɕya7	yᴀ7	yᴀ7	ɕye2			
吞	tʰuən1	tʰuən1	tʰuæn1	tʰuæn1	tʰuən1			
恨	xən5	xən5	xen5	xen5	xən5			
恩	ən1	ən1	en1	en1	ən1			
民	min3	min3	min3	min3	min3			
信	ɕin5	ɕin5	ɕin5	ɕin5	ɕin5			
七	ʨʰie7	ʨʰie7	ʨʰi7	ʨʰi7	ʨʰie2			
秩	tʂʅ7	tʂʅ7	tʂʅ7	tʂʅ7	tʂɿ2			
忍	ʐən5	ʐən5	ʐen5	ʐen5	zən5			
室	ʂʅ7	ʂʅ7	ʂʅ7	ʂʅ7	ʂɿ2			
一	ie7	ie7	i7	i7	ie2			
近	ʨin5	ʨin5	ʨin5	ʨin5	ʨin5			
乞	ʨʰi7	ʨʰi7	ʨʰi7	ʨʰi7	ʨʰi2			
本	pən3	pən3	pen3	pen3	pən3			
顿	tən5	tən5	ten5	ten5	tən5			
寸	ʦʰən5	ʦʰən5	ʦʰen5	ʦʰen5	ʦʰən5			
婚	xuən1	xuən1	xuən1	xuən1	xuən1			
骨	ko7	ko7	ko7	ko7	ko2			
忽	fu7	fu7	fu7	fu7	fu7			
伦	lən2	lən2	lən2	lən2	luən2			
律	lo7	lo7	lo7	lo7	lo2			
准	tʂuən3	tʂuən3	tʂuən3	tʂuən3	tʂuən3			
出	tʂʰo7	tʂʰo7	tʂʰo7	tʂʰo7	tʂʰo7			
问	uən5	uən5	uən5	uən5	uən5			
云	yn2	yn2	yn2	yn2	yn2			
屈	ʨʰy	ʨʰy	ʨʰy	ʨʰy	ʨʰy			
倔	ʨʰye7	ʨʰye7	ʨʰyɛ7	ʨʰyɛ7	ʨʰye7			
帮	pɑŋ1	pɑŋ1	pɑŋ1	pɑŋ1	pɑŋ1			
摸	mo1	mo1	mo1	mo1	mo1			
作	ʦɔ1	ʦɔ1	ʦo1	ʦo1	ʦo1			
各	kɔ7	kɔ7	ko7	ko7	ko2			
梁	liɑŋ2	liɑŋ2	liɑŋ2	liɑŋ2	liɑŋ2			
长	tʂʰɑŋ2	tʂʰɑŋ2	tʂʰɑŋ2	tʂʰɑŋ2	tʂʰɑŋ2			
霜	ʂuɑŋ1	ʂuɑŋ1	ʂuɑŋ1	ʂuɑŋ1	ʂuɑŋ1			
让	ʐɑŋ5	ʐɑŋ5	ʐɑŋ5	ʐɑŋ5	zɑŋ5			
勺	ʂo7	ʂo7	ʂo7	ʂo7	ʂo2			
约	io7	io7	io7	io7	io7			
广	kuɑŋ3	kuɑŋ3	kuɑŋ3	kuɑŋ3	kuɑŋ3			
郭	kuei7	kuei7	kuɛ7	kuɛ7	kue7			
房	fɑŋ2	fɑŋ2	fɑŋ2	fɑŋ2	fɑŋ2			
缚	fu1	fu1	fu1	fu1	fu1			
往	uɑŋ3	uɑŋ3	uɑŋ3	uɑŋ3	uɑŋ3			
胖	pʰɑŋ5	pʰɑŋ5	pʰɑŋ5	pʰɑŋ5	pʰɑŋ5			
剥	po7	po7	po7	po7	po2			
窗	ʨuɑŋ1	ʨuɑŋ1	ʨuɑŋ1	ʨuɑŋ1	ʨuɑŋ1			
江	ʨiɑŋ1	ʨiɑŋ1	ʨiɑŋ1	ʨiɑŋ1	ʨiɑŋ1			
项	xɑŋ5	xɑŋ5	xɑŋ5	xɑŋ5	ɕiɑŋ5			
学	ɕio7	ɕio7	ɕio7	ɕio7	ɕio2			
朋	pʰən2	pʰən2	pʰəŋ2	pʰəŋ2	pʰən2			
北	pe7	pe7	pɛ7	pɛ7	pe2			
灯	tən1	tən1	ten1	ten1	tən1			
蹭	ʦʰən5	ʦʰən5	ʦʰen5	ʦʰen5	ʦʰən5			
肯	kʰən3	kʰən3	kʰen3	kʰen3	kʰən3			
刻	kʰa7	kʰa7	kʰᴀ7	kʰᴀ7	kʰe2			
黑	xa7	xa7	xᴀ7	xᴀ7	xe2			
冰	pin1	pin1	pin1	pin1	pin1			
力	lie7	lie7	li7	li7	lie2			
色	ʂa7	ʂa7	ʂᴀ7	ʂᴀ7	ʂe2			
值	tʂie7	tʂie7	tʂi7	tʂi7	tʂie2			
升	ʂən1	ʂən1	ʂen1	ʂen1	ʂən1			
植	tʂʅ7	tʂʅ7	tʂʅ7	tʂʅ7	tʂɿ			
弘	xoŋ2	xoŋ2	xoŋ2	xoŋ2	xoŋ2			
国	kuei7	kuei7	kuɛ7	kuɛ7	kue2			
域	io7	io7	io7	io7	io2			
盲	mɑŋ2	mɑŋ2	mɑŋ2	mɑŋ2	mɑŋ2			
百	pa7	pa7	pᴀ7	pᴀ7	pei2			
麦	ma7	ma7	mᴀ7	mᴀ7	mei2			
打	ta3	ta3	tᴀ3	tᴀ3	tɑ3			
冷	lən3	lən3	len3	len3	lən3			
生	sən1	sən1	sen1	sen1	ʂən1			
争	ʦən1	ʦən1	ʦen1	ʦen1	ʦən1			
格	ka7	ka7	kᴀ7	kᴀ7	kei2			
杏	xən5	xən5	xen5	xen5	xən5			
行	ɕin2	ɕin2	ɕin2	ɕin2	ɕin2			
乒	pin1	pin1	pin1	pin1	pin1			
碧	pie7	pie7	pi7	pi7	pie2			
饼	pin3	pin3	pin3	pin3	pin3			
石	ʂe7	ʂe7	ʂei7	ʂei7	ʂɿ2			
逆	ȵie7	ȵie7	ȵi7	ȵi7	ȵie2			
译	ȵi7	ȵi7	ȵi7	ȵi7	ȵi2			
瓶	pʰin2	pʰin2	pʰin2	pʰin2	pʰin2			
笛	tie7	tie7	ti7	ti7	tie2			
醒	ɕin3	ɕin3	ɕin3	ɕin3	ɕin3			
吃	tʂʰe7	tʂʰe7	tʂʰei7	tʂʰei7	tʂʰe2			
矿	kʰuɑŋ5	kʰuɑŋ5	kʰuɑŋ5	kʰuɑŋ5	kʰuɑŋ5			
横	xən2	xən2	xen2	xen2	xən2			
宏	xoŋ2	xoŋ2	xoŋ2	xoŋ2	xoŋ2			
获	xo7	xo7	xuɛ7	xuɛ7	xue2			
划	xua2	xua2	xuᴀ2	xuᴀ2	xuɑ2			
兄	ioŋ1	ioŋ1	ioŋ1	ioŋ1	ioŋ1			
永	yn3	yn3	yn3	yn3	yn3			
疫	ȵi7	ȵi7	ȵi7	ȵi7	i2			
营	yn2	yn2	yn2	yn2	yn2			
蒙	moŋ2	moŋ2	moŋ2	moŋ2	moŋ2			
送	soŋ5	soŋ5	soŋ5	soŋ5	soŋ5			
哭	kʰo7	kʰo7	kʰo7	kʰo7	kʰo2			
冬	toŋ1	toŋ1	toŋ1	toŋ1	toŋ1			
毒	to7	to7	to7	to7	to2			
隆	loŋ2	loŋ2	loŋ2	loŋ2	loŋ2			
六	lo7	lo7	lo7	lo7	lo2			
戎	ʐoŋ2	ʐoŋ2	ʐoŋ2	ʐoŋ2	ʐoŋ2			
育	io7	io7	io7	io7	io2			
封	foŋ1	foŋ1	fəŋ1	fəŋ1	foŋ1			
足	ʦo7	ʦo7	ʦo7	ʦo7	ʦu2			
玉	y5	y5	y5	y5	y5			
笔	pie7	pie7	pi7	pi7	pi2			
废	fei5	fei5	fei5	fei5	fei5			
呼	fu1	fu1	fu1	fu1	fu1			
户	fu5	fu5	fu5	fu5	fu5			
哪	la2	la2	lᴀ2	lᴀ2	nɑ2			
女	ȵy3	ȵy3	ȵy3	ȵy3	ȵy3			
吕	ly3	ly3	ly3	ly3	ly3			
男	lan2	lan2	læn2	læn2	nan2			
鹅	ŋo2	ŋo2	ŋo2	ŋo2	ŋo2			
牙	ia2	ia2	iᴀ2	iᴀ2	iɑ2			
爱	ŋai5	ŋai5	ŋai5	ŋai5	ŋai5			
咬	ȵiau2	ȵiau2	ȵiɔ2	ȵiɔ2	ȵiɐu2			
眼	ȵan3	ȵan3	ȵæn3	ȵæn3	ȵan3			
吟	in2	in2	in2	in2	in2			
仪	ȵi2	ȵi2	ȵi2	ȵi2	ȵi2			
一	ie7	ie7	ie7	ie7	i2			
药	io7	io7	io7	io7	io2			
验	ȵan5	ȵan5	ȵæn5	ȵæn5	ȵan5			
研	ȵan2	ȵan2	ȵæn2	ȵæn2	ȵan2			
卧	o5	o5	o5	o5	o5			
瓦	ua3	ua3	uᴀ3	uᴀ3	uɑ3			
危	vuei2	vuei2	uei2	uei2	uei2			
袁	yan2	yan2	yɛ2	yɛ2	yɛn2			
武	vu3	vu3	u3	u3	u3			
物	vo7	vo7	o7	o7	u2			
尾	ie3	ie3	uei3	uei3	uei3			
万	uan5	uan5	uæn5	uæn5	uan5			
网	uɑŋ3	uɑŋ3	uɑŋ3	uɑŋ3	uɑŋ3			
爷	ie2	ie2	i2	i2	ie2			
于	y2	y2	y2	y2	y2			
雄	ɕioŋ2	ɕioŋ2	ɕioŋ2	ɕioŋ2	ɕioŋ2			
移	i2	i2	i2	i2	i2			
位	vuei5	vuei5	uei5	uei5	uei5			
永	ioŋ3	ioŋ3	ioŋ3	ioŋ3	ioŋ3			
欲	io7	io7	io7	io7	io7			
超	tʂʰau1	tʂʰau1	tʂʰɔ1	tʂʰɔ1	tʂʰau1			
池	tʂʰʅ2	tʂʰʅ2	tʂʰʅ2	tʂʰʅ2	tʂʰʅ2			
渣	tʂa1	tʂa1	tʂᴀ1	tʂᴀ1	tʂɑ1			
叉	tʂʰa1	tʂʰa1	tʂʰᴀ1	tʂʰᴀ1	tʂʰɑ1			
生	sən1	sən1	sen1	sen1	sən1			
杀	ʂa7	ʂa7	ʂᴀ7	ʂᴀ7	ʂɑ7			
烛	tʂo7	tʂo7	tʂo7	tʂo7	tʂu7			
出	tʂʰo7	tʂʰo7	tʂʰo7	tʂʰo7	tʂʰu7			
苏	su1	su1	su1	su1	su1			
书	ʂu1	ʂu1	ʂu1	ʂu1	ʂu1			
走	tsou2	tsou2	tsəu2	tsəu2	tsəu2			
紫	tsɿ3	tsɿ3	tsɿ3	tsɿ3	tsɿ3			
祖	tsu3	tsu3	tsu3	tsu3	tsu3			
参	tsʰən1	tsʰən1	tsʰen1	tsʰen1	tsʰən1			
此	tsʰɿ3	tsʰɿ3	tsʰɿ3	tsʰɿ3	tsʰɿ3			
粗	tsʰu1	tsʰu1	tsʰu1	tsʰu1	tsʰu1			
三	sɑŋ1	sɑŋ1	sɑŋ1	sɑŋ1	sæn1			
随	sei2	sei2	sei2	sei2	suei2			
妻	ʨʰi1	ʨʰi1	ʨʰi1	ʨʰi1	ʨʰi1			
趣	ʦʰy5	ʦʰy5	ʦʰy5	ʦʰy5	tɕʰy5			
西	si1	si1	si1	si1	ɕi1			
辱	ʐu7	ʐu7	ʐu7	ʐu7	zu2			
耳	ɚ3	ɚ3	ɚ3	ɚ3	ɚ3			
肉	ʐou7	ʐou7	ʐəu7	ʐəu7	zəu2			
任	ʐən7	ʐən7	ʐen7	ʐen7	zən2			
软	ʐuan2	ʐuan2	ʐuæn2	ʐuæn2	zuan2			
绒	ʐoŋ2	ʐoŋ2	ʐoŋ2	ʐoŋ2	zoŋ2			
日	ʐe7	ʐe7	ʐᴀ7	ʐᴀ7	zɿ2			
嗑	kʰɔ7	kʰɔ7	kʰo7	kʰo7	kʰo2			
盒	xɔ7	xɔ7	xo7	xo7	xo2			
额	ŋo2	ŋo2	ŋo2	ŋo2	ŋo2			
锯	tɕy1	tɕy1	tɕy1	tɕy1	tɕy1			
江	tɕiɑŋ1	tɕiɑŋ1	tɕiɑŋ1	tɕiɑŋ1	tɕiɑŋ1			
极	tɕie2	tɕie2	tɕie2	tɕie2	tɕie2			
溪	tɕʰi1	tɕʰi1	tɕʰi1	tɕʰi1	ɕi1			
穷	tɕʰioŋ2	tɕʰioŋ2	tɕʰioŋ2	tɕʰioŋ2	tɕʰioŋ2			
去	tɕʰi7	tɕʰi7	tɕʰi7	tɕʰi7	tɕʰi2			
大	ta5	ta5	tᴀ5	tᴀ5	tɑ5			
搓	tsʰo1	tsʰo1	tsʰu1	tsʰu1	tsʰo1			
哥	kɔ1	kɔ1	ku1	ku1	ko1			
我	o2	o2	o2	o2	o2			
坡	pʰo1	pʰo1	pʰu1	pʰu1	pʰo1			
