	资料来源：《如皋方言的音韵地理研究》、抖音										
	阴平	阳平	上声	阴去	阳去	阴入	阳入				
	31	35	33	52	213	53	35				
tsɿ	知蜘资支枝肢咨资姿脂兹孜之芝		紫只姊指旨子止址趾祉纸	智翅至致挚置志制							
tsʰɿ	雌差（参~）疵痴蚩	驰池弛瓷迟茨慈磁词祠饲辞持	此耻齿	刺赐次伺	治峙痔滞巳士仕自字寺						
sɿ	斯撕施私师狮尸思司丝诗	时鲥	死矢屎史使驶始	视祀四肆示嗜试世势逝誓恃	是氏似俟市事侍						
tɕʰi				去-							
piᶽ	屄		彼比鄙媲	秘泌闭避=币弊陛							
pʰiᶽ	披	脾啤皮疲琵便（~宜）	痞丕	屁	被避-备-						
miᶽ		弥麋糜迷	米蚁-								
niᶽ		尼泥倪霓	你	腻=睨	腻-						
liᶽ		离=璃篱罹梨厘黎犁	狸里鲤李礼蠡		詈茘利吏隶丽俪例厉励俐痢离-泪-						
tɕiᶽ	羁饥姬基肌机饥鸡箕低		姐=几纪（姓）己挤底抵	纪冀季既霁济寄计继祭系（~带子）际忌=帝缔							
tɕʰiᶽ	欺期妻栖溪奚蹊梯	奇骑祁琪棋其旗祈齐=脐啼蹄提题	起岂启体	弃器气憇汽嚏替剃悌递	技妓忌-弟第地						
ɕiᶽ	熙希稀西牺犀兮	携	嬉徙玺喜洗	戏细系							
iᶽ	伊医衣依	宜仪移夷姨胰疑饴贻颐遗	倚椅矣以已蚁=乙=	意诣亿忆懿	义议异毅艺易						
pu			补捕=	布怖							
pʰu	铺（~床）潽	蒲菩葡	甫谱圃浦普哺脯捕-辅-	铺（店~）	簿部步						
fu	夫肤敷	孚符扶芙巫浮	府俯斧抚釜腐辅=	赋付傅赴附负富副阜讣	父妇						
vu	污乌呜	吴吾梧毋无	五午侮武舞忤	晤误恶务=雾戊	务-护-						
tu	都		堵赌睹肚=	蠹妒							
tʰu		图屠徒途涂荼	土吐	兔	杜度渡镀肚-						
lu		卢炉芦庐	卤鲁橹		赂路露鹭						
tsu	租猪诸蛛诛株珠朱		祖组阻煮主拄	贮伫著驻铸注蛀							
tsʰu	粗初	除储锄厨雏	楚础处（~理）暑鼠杵	醋处（~长）	柱助住箸						
su	苏酥疏梳蔬舒书输抒殊		数（~个数）署薯	曙墅溯塑诉素庶恕数（~字）戍漱	竖树						
ʐu		如茹儒孺	汝乳								
ku	孤箍辜姑菇估		蛊贾（商~）古股鼓	固锢故雇顾							
kʰu	枯骷		苦	库裤							
xu	呼乎	壶狐胡湖糊蝴葫	虎		户互护=瓠						
ȵyᶨ			女								
lyᶨ		驴	履吕侣铝旅屡		虑滤						
tɕyᶨ	车居拘驹苣		嘴-举	巨拒=炬距=句锯据具=俱惧							
tɕʰyᶨ	蛆趋区躯驱	徐渠瞿衢齐-	取娶	去趣	聚穗拒-距-具-遂-						
ɕyᶨ	墟虚嘘须需尿荽		许栩诩	绪叙序絮祟婿岁-							
yᶨ	淤	于鱼渔余予虞愚娱隅盂臾腴俞榆圩-围-	语与宇禹羽雨屿予	喂-	御愈驭御誉预遇寓媪裕吁玉=						
pʊ	波玻菠播		簸（颠~）跛	簸（~箕）							
pʰʊ	坡	婆	叵颇	破剖							
mʊ	么	模馍摩魔磨（~刀）	母拇亩=牡=沫-		暮慕募墓幕磨（~头）						
tʊ	多		躲垛	剁惰堕							
tʰʊ	拖	佗陀驼鸵驮	妥	唾蜕	舵垛大-（~人）						
nʊ		奴挪	努	怒懦	糯						
lʊ	啰螺-（~儿）	罗箩锣逻螺=（~丝）骡脶	掳虏裸								
tsʊ			左佐	做							
tsʰʊ	搓磋			错（~误）挫锉	坐座						
sʊ	娑蓑梭		所锁琐								
kʊ	歌哥戈过-锅		果裹	个过=							
kʰʊ	柯轲苛科窠蝌颗棵		可	课							
ŋʊ			我								
xʊ		何河荷（~花）禾和	火伙	货和（应~）	祸贺荷（负~）						
ʊ	倭阿窝莴	娥鹅蛾讹		卧	饿						
miʊ				谬							
tiʊ	丢										
niʊ	溜	刘留瘤流榴	柳								
liʊ		牛=	扭纽								
tɕiʊ	纠赳阄鸠揪		酒久九韭	昝救灸究廐疚㾭							
tɕʰiʊ	秋丘邱蚯	酋囚仇（姓）求裘	搝		舅就旧						
ɕiʊ	差修休		朽	秀绣袖嗅宿（星~）							
iʊ	攸悠忧优幽	游犹由油尤邮	有友酉		右佑又柚莠诱幼						
po	巴芭笆吧扒		把靶㞎	罢=霸灞							
pʰo	趴	爬琶耙扒		怕	罢-						
mo		麻蔴蟆	马码玛吗蚂		骂						
tʰo	他她它										
tso	渣查（姓）遮嗻蔗奓拃		砟	诈乍炸榨							
tsʰo	车叉杈钗-差（~别）䞗蛼	茶查搽	扯衩镲	诧岔汊茬	昨						
so	沙鲨纱裟砂赊	蛇佘	舍（~得）	嗄							
ʐo			惹喏								
ko	家-袈-			尬架-驾-嫁-							
kʰo	抲		卡								
ŋo	鸦-丫-	牙-芽-伢	哑	垩挜	砑挜						
xo	虾-				下-						
kuo	瓜呱		剐寡	卦挂褂							
kʰuo	夸	刳	侉垮	跨							
xuo	花	划=（~算）华桦铧		化划=（计~）	画话划-（~分）						
uo	蛙	娃划-（~船）	瓦佤搲	洼	划-（~玻璃）						
tɕyo	抓		爪								
ɕyo			耍								
pᴀ	爸										
mᴀ				妈							
tᴀ			打	大							
nᴀ		拿	哪=	那娜							
lᴀ	拉垃		喇哪-								
sᴀ			傻撒	赦	社射						
kʰᴀ	咖										
xᴀ	哈	蛤									
tiᴀ	爹		嗲								
tɕiᴀ	佳嘉袈加家=葭		假姐-贾（姓）	借-价驾=架=嫁=稼							
tɕʰiᴀ		茄邪斜			谢						
ɕiᴀ	虾=些	暇瑕遐霞	写	卸泻	厦下=夏						
iᴀ	呀鸦=丫=	涯芽牙=衙琊爷-	雅也野冶	亚迓讶液腋	耶夜						
ʐuᴀ	𦚢										
tɕʰyᴀ		瘸									
ɕyᴀ	靴										
yᴀ	曰										
pæ			摆	拜							
pʰæ		排徘牌		派湃	败						
mæ		埋	买		卖迈						
væ	歪	怀-			外坏-						
tæ	呆		歹逮	戴黛带大（~王）							
tʰæ	胎苔（舌~）	台抬苔（~藓）	大-	泰太汰=（淘~）	待态代袋贷逮（~捕）大（~斧）汰-（~衣服）怠						
næ	奶		乃奶		耐奈						
læ		来莱			赖癞籁						
tsæ	哉栽灾斋		宰者载（记~）且	再载（装~）							
tsʰæ	猜钗=差（出~）	豺侪裁才财材柴	采彩睬	菜蔡	在						
sæ	筛腮鳃奢		洒	赛塞晒	揌						
kæ	该垓街阶		改解	溉慨盖丐钙界届戒械介芥							
kʰæ	开揩	䬵	凯楷慨	隑							
ŋæ	哀挨	挨捱癌	矮蔼霭	爱暧	艾碍						
xæ		孩鞋骸𠹛谐	海蟹		亥骇害懈						
æ		还-									
kuæ	乖		拐	怪							
kʰuæ				桧会（~计）快块筷							
xuæ		淮怀=徊槐踝			坏=						
tɕyæ			跩	拽							
tɕʰyæ			揣	踹							
ɕyæ	衰摔		甩	帅							
pɤ	包胞		宝堡保饱褒	鲍（~鱼）报暴=爆瀑曝豹							
pʰɤ	胞抛	袍庖跑	卯铆	炮泡疱	抱鲍（姓）刨暴-						
mɤ		毛茅猫锚矛茅髦			冒帽貌毷						
tɤ	刀朝（今~）		倒（打~）捣岛导=	倒（~水）到							
tʰɤ	滔韬焘	陶啕桃逃涛萄	讨	套	道稻盗悼导-						
nɤ		挠桡	恼脑瑙		闹						
lɤ	捞=	劳捞-痨牢	老佬		涝						
tsɤ	糟遭朝=（~阳）昭招召		藻澡枣早爪沼找	燥躁噪兆=灶罩照							
tsʰɤ	操超抄	曹槽嘈嘲巢晁潮朝（~向）	草炒吵	糙	造皂肇赵兆-						
sɤ	骚搔臊烧梢稍	韶绍（介~）	嫂扫（~地）少（多~）	扫（~把）少（~年）哨	邵绍=（~兴）						
ʐɤ		饶娆	扰		绕						
kɤ	高皋膏（牙~）茭羔糕教-		稿缟镐搞搅-绞-	告诰膏（~油）觉-酵-校-							
kʰɤ	敲-		考拷烤	犒靠铐							
ŋɤ		翱敖熬鳌	袄咬	抝傲奥澳懊	抝						
xɤ	蒿薅	豪号（~丧）毫嗥壕嚎濠	好（~坏）郝	皓浩耗好（喜~）孝-	号（~码）						
piɤ	标膘飙镳		表婊裱								
pʰiɤ	漂（~浮）飘	嫖剽瓢	殍	漂（~亮）票							
miɤ		苗瞄描	藐秒渺淼邈缈		庙妙缪						
tiɤ	雕凋貂刁叼		屌	钓吊							
tʰiɤ	挑铫	迢笤条调（~和）	挑誂窕	跳粜眺	掉调						
niɤ			鸟袅		尿（~素）						
liɤ		寥撩缭瞭辽聊燎	了		料撂廖						
tɕiɤ	浇椒礁蕉焦骄娇交蛟胶郊		缴皎剿佼狡侥搅=绞=较-	叫较=教=觉=							
tɕʰiɤ	锹敲=悄跷	樵憔瞧翘乔荞桥	巧	俏窍翘	撬轿						
ɕiɤ	枭萧箫宵霄销消嚣潇	肴	筱晓小	啸肖笑酵=孝=	效校						
iɤ	幺妖夭腰邀要（~求）	窑尧姚谣摇遥	舀杳窈	要耀							
pe	卑碑悲杯婢背			倍贝狈惫背辈备=悖							
pʰe	坯	培陪赔裴		沛霈配佩							
me		眉枚梅媒玫煤眸谋霉	美每亩-某-牡-	媚袂	寐妹昧茂贸						
fe	飞扉非霏妃	肥淝	匪斐菲诽否	费废肺吠							
ve	威煨	为（作~）危帷惟维微薇帷韦违闱围桅圩=	委萎尾伪伟纬	尉慰蔚畏胃谓=喂=	为（~什么）位未味魏卫谓-会-（~做）						
te	兜堆		斗抖陡	斗（~争）读（句~）对队兑							
tʰe	偷推	投头颓	腿	透退褪（~色）	豆痘逗窦						
ne					内						
le		雷楼偻蝼娄	累（~计）磊儡垒耒篓搂		累类泪=擂陋漏						
tse	周州洲舟帚邹绉		走肘	昼宙皱骤咒奏纣胄							
tsʰe	抽	俦畴绸稠筹愁酬	丑	臭凑							
se	收搜馊		首手守	瘦售嗽	兽授受寿						
ʐe		柔揉									
ke	钩沟勾		苟狗枸给	垢构购媾够							
kʰe	抠		口	叩寇扣							
ŋe	欧鸥殴	牛-	藕偶耦呕	怄							
xe	齁	侯喉猴	吼	候=洉	厚后逅候-						
ʐue			蕊	芮锐=睿=	锐-睿-						
kue	规龟归圭闺		诡癸轨鬼	贵桂瑰鳜							
kʰue	亏盔窥	馗逵葵奎魁		愧馈溃篑	跪柜						
xue	麾徽辉晖挥恢诙灰	蛔茴回	毁悔诲	讳汇（词~）贿晦慧惠秽喙卉	汇（~集）会=（开~）烩						
tɕye	追骓锥			缀坠赘最醉=							
tɕʰye	吹炊崔催摧	锤捶槌随		翠悴瘁粹脆	罪						
ɕye	虽	隋随垂谁	水	瑞睡岁=碎税遂隧							
ɚ		而儿	尔迩耳饵		二						
pᴀ̃	般=瘢班颁斑扳		版板坂	扮瓣绊							
pʰᴀ̃	攀	扳		盼	办						
mᴀ̃		蛮			蔓曼慢漫=慢谩						
fᴀ̃	翻番帆	樊繁烦凡矾蕃藩	反返	泛贩㽹	范犯饭						
tᴀ̃	单丹耽担		掸胆	旦但担石诞							
tʰᴀ̃	滩摊坍-	弹（~琴）坛（花~）檀覃昙谭潭谈痰	坦袒毯忐	叹炭碳坍=探=	蛋淡弹（子~）						
nᴀ̃		难（~点）			难（灾~）						
lᴀ̃		阑拦栏兰岚褴蓝篮	懒览揽		烂滥						
