聲母	韻母	聲調	漢字	註釋
tʃʰ	i	[5]	汽	
tʃʰ	i	[13]	覷	近～:近視
dʒ	i	[2]	徐	2
dʒ	i	[2]	薺	
dʒ	i	[2]	池	
dʒ	i	[2]	馳	
dʒ	i	[2]	奇	
dʒ	i	[2]	騎	
dʒ	i	[2]	遲	
dʒ	i	[2]	祁	
dʒ	i	[2]	持	
dʒ	i	[2]	其	
dʒ	i	[2]	棋	
dʒ	i	[2]	期	
dʒ	i	[2]	旗	
dʒ	i	[2]	□	～□lyõ³³⁴:蟬,指個兒較大的
dʒ	i	[4]	苧	
dʒ	i	[4]	治	
dʒ	i	[14]	稚	幼～
dʒ	i	[6]	箸	
dʒ	i	[6]	痔	
dʒ	i	[6]	忌	
dʒ	i	[6]	及	來得～
dʒ	i	[11]	技	～術
dʒ	i	[11]	雉	～雞
ʃ	i	[1]	西	
ʃ	i	[1]	犀	
ʃ	i	[1]	兮	
ʃ	i	[1]	施	
ʃ	i	[1]	犧	
ʃ	i	[1]	嬉	
ʃ	i	[1]	熙	
ʃ	i	[1]	希	
ʃ	i	[1]	稀	
ʃ	i	[1]	尿	1
ʃ	i	[3]	洗	
ʃ	i	[3]	矢	
ʃ	i	[3]	始	
ʃ	i	[3]	喜	
ʃ	i	[3]	蟢	
ʃ	i	[3]	曉	～得:知道
ʃ	i	[3]	□	～殼兒:蚌
ʃ	i	[5]	絮	
ʃ	i	[5]	世	
ʃ	i	[5]	勢	
ʃ	i	[5]	細	粗～
ʃ	i	[5]	婿	
ʃ	i	[5]	系	中文～
ʃ	i	[5]	繫	
ʃ	i	[5]	係	
ʃ	i	[5]	歲	1
ʃ	i	[5]	戲	
ʃ	i	[5]	四	
ʃ	i	[5]	肆	
ʃ	i	[5]	試	
ʃ	i	[13]	□	～騷:發牢騷
ʃ	i	[12]	□	～本事:逞能
ʒ	i	[2]	徐	1
ʒ	i	[2]	齊	
ʒ	i	[4]	是	
ʒ	i	[6]	自	1
ʒ	i	[8]	渠	他
tɕ	i	[1]	澆	
tɕ	i	[9]	筧	水～
tɕ	i	[9]	□	豆～:豇豆
tɕ	i	[5]	叫	小孩哭;人或動物叫
tɕ	i	[5]	去	2
tɕ	i	[7]	䥛	釤～:鐮刀
tɕ	i	[7]	劫	
tɕ	i	[7]	羯	閹割,指豬或雞
tɕ	i	[7]	結	～頭:繩結
tɕ	i	[7]	潔	1
tɕʰ	i	[3]	撬	
tɕʰ	i	[5]	去	1
tɕʰ	i	[5]	□	物體經水後突起
dʑ	i	[2]	橋	
dʑ	i	[6]	轎	1
dʑ	i	[8]	舌	口～:舌頭
dʑ	i	[8]	□	舀
ȵ	i	[2]	泥	
ȵ	i	[2]	倪	
ȵ	i	[2]	宜	
ȵ	i	[2]	尼	
ȵ	i	[2]	疑	
ȵ	i	[2]	擬	
ȵ	i	[2]	疑	
ȵ	i	[3]	膩	油～
ȵ	i	[4]	議	
ȵ	i	[6]	藝	
ȵ	i	[6]	儀	
ȵ	i	[6]	誼	
ȵ	i	[6]	義	
ȵ	i	[6]	毅	
ȵ	i	[6]	繞	圍～,～線
ȵ	i	[8]	熱	1
ɕ	i	[1]	□	揪
ɕ	i	[7]	歇	
∅	i	[1]	倚	
∅	i	[1]	椅	
∅	i	[1]	伊	
∅	i	[1]	醫	
∅	i	[1]	衣	
∅	i	[1]	依	
∅	i	[1]	腰	
∅	i	[1]	□	凹陷
∅	i	[2]	攜	
∅	i	[2]	移	
∅	i	[2]	夷	
∅	i	[2]	姨	
∅	i	[2]	肄	
∅	i	[2]	遺	
∅	i	[2]	搖	
∅	i	[2]	窯	
∅	i	[2]	姚	～村:地名
∅	i	[3]	□	摺紙或疊衣服
∅	i	[5]	去	3
∅	i	[5]	瞖	
∅	i	[5]	意	
∅	i	[5]	要	想要;～緊
∅	i	[5]	頁	姓
∅	i	[5]	憶	
∅	i	[5]	億	
∅	i	[5]	鷂	2
∅	i	[5]	□	又
∅	i	[6]	易	容～
∅	i	[6]	已	
∅	i	[6]	以	
∅	i	[6]	異	
∅	i	[6]	鷂	1
∅	i	[7]	噎	反～:倒噍
∅	i	[8]	葉	
∅	i	[11]	□	～乾兒:附近
p	u	[3]	補	
p	u	[3]	譜	
p	u	[3]	怖	
p	u	[5]	布	
p	u	[5]	佈	
p	u	[12]	□	～腳凳:放在牀前的長條形矮凳
pʰ	u	[1]	鋪	動詞
pʰ	u	[1]	潽	
pʰ	u	[3]	普	
pʰ	u	[3]	浦	
pʰ	u	[5]	鋪	名詞
b	u	[2]	蒲	
b	u	[2]	菩	
b	u	[2]	葡	
b	u	[2]	荸	
b	u	[4]	簿	
b	u	[4]	抱	
b	u	[6]	部	
b	u	[6]	步	
b	u	[6]	捕	
b	u	[6]	埠	
b	u	[6]	伏	孵
b	u	[6]	□	曬太陽取暖
m	u	[2]	模	～其
m	u	[2]	模	～範
m	u	[2]	摹	
m	u	[6]	暮	
m	u	[6]	慕	
m	u	[6]	墓	
m	u	[6]	募	
m	u	[6]	某	
m	u	[6]	幕	
f	u	[1]	夫	
f	u	[1]	膚	
f	u	[1]	□	～田:耘田
f	u	[1]	□	一～:一輛
f	u	[3]	府	
f	u	[3]	腑	
f	u	[3]	甫	
f	u	[3]	斧	
f	u	[3]	殕	
f	u	[5]	敷	
f	u	[5]	俘	
f	u	[5]	麩	
f	u	[5]	付	
f	u	[5]	傅	
f	u	[5]	赴	
f	u	[5]	富	
f	u	[5]	副	
v	u	[2]	符	
v	u	[2]	扶	～手
v	u	[2]	芙	
v	u	[2]	無	～產階級
v	u	[2]	巫	
v	u	[2]	誣	
v	u	[2]	撫	
v	u	[2]	浮	
v	u	[4]	父	
v	u	[4]	武	
v	u	[4]	侮	
v	u	[4]	鵡	
v	u	[4]	賦	
v	u	[4]	戊	
v	u	[4]	婦	
v	u	[6]	俯	
v	u	[6]	舞	
v	u	[6]	附	
v	u	[6]	務	
v	u	[6]	霧	
v	u	[10]	輔	～導
t	u	[1]	都	首～
t	u	[3]	堵	
t	u	[3]	賭	
t	u	[3]	肚	豬～
t	u	[5]	妒	
tʰ	u	[1]	土	
tʰ	u	[1]	吐	～痰
tʰ	u	[5]	吐	～血
tʰ	u	[5]	兔	
d	u	[2]	徒	
d	u	[2]	屠	
d	u	[2]	塗	
d	u	[2]	圖	
d	u	[2]	杜	
d	u	[2]	□	生～:畜生
d	u	[4]	肚	
d	u	[6]	途	
d	u	[6]	度	
d	u	[6]	渡	
d	u	[6]	鍍	
d	u	[6]	□	毒害
l	u	[2]	奴	
l	u	[2]	盧	
l	u	[2]	爐	
l	u	[2]	廬	
l	u	[2]	蘆	～穄:高梁
l	u	[2]	魯	
l	u	[4]	努	
l	u	[4]	虜	
l	u	[4]	滷	
l	u	[14]	□	新～:兒媳婦
l	u	[6]	怒	
l	u	[6]	路	
l	u	[6]	露	
l	u	[10]	鸕	～鷀
l	u	[12]	鷺	～鷥兒
l	u	[12]	□	□kʰu³³～□sɑ̃⁵³⁴:大腿之間
ts	u	[1]	租	
ts	u	[1]	組	小～,～合
ts	u	[3]	祖	
ts	u	[3]	組	～織
ts	u	[3]	阻	
tsʰ	u	[1]	粗	
tsʰ	u	[1]	初	
tsʰ	u	[3]	楚	
tsʰ	u	[3]	礎	
tsʰ	u	[3]	取	
tsʰ	u	[5]	醋	
dz	u	[6]	助	
s	u	[1]	蘇	
s	u	[1]	酥	
s	u	[1]	疏	
s	u	[1]	蔬	
s	u	[1]	鬚	
s	u	[5]	素	
s	u	[5]	訴	
s	u	[5]	塑	
s	u	[5]	數	名詞
s	u	[5]	□	模子
k	u	[1]	姑	
k	u	[1]	孤	
k	u	[3]	古	
k	u	[3]	估	
k	u	[3]	牯	
k	u	[3]	股	
k	u	[3]	鼓	
k	u	[5]	故	
k	u	[5]	固	
k	u	[5]	僱	
k	u	[5]	顧	
kʰ	u	[1]	箍	
kʰ	u	[1]	枯	
kʰ	u	[3]	苦	
kʰ	u	[5]	庫	
kʰ	u	[5]	褲	
kʰ	u	[12]	□	～□□lu³³sɑ̃⁵³⁴:大腿之間
x	u	[1]	呼	
x	u	[3]	虎	
x	u	[3]	滸	
x	u	[5]	戽	
x	u	[13]	乎	弗在～
∅	u	[1]	烏	
∅	u	[1]	污	
∅	u	[2]	吳	
∅	u	[2]	吾	
∅	u	[2]	梧	
∅	u	[2]	胡	
∅	u	[2]	湖	
∅	u	[2]	狐	
∅	u	[2]	壺	
∅	u	[2]	葫	
∅	u	[2]	鬍	
∅	u	[2]	糊	動詞
∅	u	[2]	瑚	
∅	u	[2]	蝴	
∅	u	[2]	□	～頭:頭
∅	u	[4]	伍	隊～
∅	u	[4]	戶	
∅	u	[4]	滬	
∅	u	[4]	塢	
∅	u	[5]	□	埋
∅	u	[5]	□	焚燒,煮
∅	u	[5]	□	□liə¹¹～子:刺蝟
∅	u	[6]	糊	名詞
∅	u	[6]	誤	
∅	u	[6]	悟	
∅	u	[6]	互	
∅	u	[6]	護	
∅	u	[6]	腐	豆～
∅	u	[0]	惡	可～
∅	u	[15]	乎	幾～
∅	u	[11]	□	～□tʃia⁵⁵蜂:馬蜂
tʃ	y	[1]	豬	～八戒
tʃ	y	[1]	諸	
tʃ	y	[1]	居	
tʃ	y	[1]	車	～馬炮
tʃ	y	[1]	誅	
tʃ	y	[1]	蛛	
tʃ	y	[1]	株	稻～:稻茬
tʃ	y	[1]	朱	
tʃ	y	[1]	硃	
tʃ	y	[1]	珠	
tʃ	y	[1]	拘	
tʃ	y	[1]	龜	
tʃ	y	[1]	歸	
tʃ	y	[1]	□	雞～:雞嗉子
tʃ	y	[1]	□	鈍
tʃ	y	[3]	著	顯～
tʃ	y	[3]	煮	
tʃ	y	[3]	舉	選～
tʃ	y	[3]	主	
tʃ	y	[3]	矩	
tʃ	y	[3]	鬼	1
tʃ	y	[5]	據	
tʃ	y	[5]	拄	
tʃ	y	[5]	駐	
tʃ	y	[5]	注	
tʃ	y	[5]	註	
tʃ	y	[5]	蛀	
tʃ	y	[5]	鑄	
tʃ	y	[5]	句	
tʃ	y	[5]	貴	1
tʃ	y	[13]	□	□tən³³～:非常飽
tʃʰ	y	[1]	樞	
tʃʰ	y	[1]	區	
tʃʰ	y	[1]	驅	
tʃʰ	y	[1]	吹	1
tʃʰ	y	[1]	炊	1
tʃʰ	y	[3]	娶	
tʃʰ	y	[5]	處	相～
tʃʰ	y	[5]	處	保衛～
tʃʰ	y	[5]	趨	
tʃʰ	y	[5]	趣	
tʃʰ	y	[0]	□	□zɛ²⁴～:非常疲勞
dʒ	y	[2]	除	
dʒ	y	[2]	渠	～道
dʒ	y	[2]	廚	
dʒ	y	[2]	殊	
dʒ	y	[2]	瞿	
dʒ	y	[2]	垂	1
dʒ	y	[2]	錘	
dʒ	y	[2]	槌	
dʒ	y	[4]	柱	
dʒ	y	[4]	跪	1
dʒ	y	[6]	巨	
dʒ	y	[6]	拒	
dʒ	y	[6]	距	
dʒ	y	[6]	住	
dʒ	y	[6]	俱	
dʒ	y	[6]	具	
dʒ	y	[6]	懼	
dʒ	y	[6]	櫃	1
ʃ	y	[1]	書	
ʃ	y	[1]	舒	
ʃ	y	[1]	庶	
ʃ	y	[1]	恕	
ʃ	y	[1]	墟	
ʃ	y	[1]	虛	
ʃ	y	[1]	噓	
ʃ	y	[1]	須	
ʃ	y	[1]	需	
ʃ	y	[1]	輸	敗
ʃ	y	[1]	輸	運～
ʃ	y	[3]	暑	
ʃ	y	[3]	黍	
ʃ	y	[3]	許	
ʃ	y	[3]	數	動詞
ʃ	y	[3]	戍	
ʃ	y	[3]	水	
ʃ	y	[3]	戌	
ʒ	y	[2]	儲	
ʒ	y	[2]	如	
ʒ	y	[2]	儒	
ʒ	y	[4]	序	
ʒ	y	[4]	敘	
ʒ	y	[4]	緒	
ʒ	y	[4]	汝	
ʒ	y	[4]	聚	
ʒ	y	[4]	豎	
ʒ	y	[4]	乳	
ʒ	y	[4]	椅	交～
ʒ	y	[6]	署	
ʒ	y	[6]	樹	
ȵ	y	[2]	魚	
ȵ	y	[2]	漁	
ȵ	y	[2]	愚	
ȵ	y	[2]	虞	
ȵ	y	[2]	娛	
ȵ	y	[4]	女	男～
ȵ	y	[4]	語	
∅	y	[1]	於	
∅	y	[1]	淤	
∅	y	[1]	于	
∅	y	[2]	余	
∅	y	[2]	餘	
∅	y	[2]	盂	
∅	y	[2]	俞	
∅	y	[2]	榆	
∅	y	[2]	逾	
∅	y	[2]	愉	
∅	y	[2]	圍	
∅	y	[4]	雨	
∅	y	[5]	與	
∅	y	[6]	御	
∅	y	[6]	禦	
∅	y	[6]	譽	
∅	y	[6]	預	
∅	y	[6]	豫	
∅	y	[6]	宇	
∅	y	[6]	禹	
∅	y	[6]	羽	
∅	y	[6]	芋	
∅	y	[6]	喻	
∅	y	[6]	裕	
∅	y	[6]	遇	
∅	y	[6]	寓	
ʃ	yi	[7]	血	1
tɕ	yi	[7]	折	～紙包:疊紅包
ȵ	yi	[8]	月	
p	ɑ	[3]	擺	
p	ɑ	[3]	褒	2
p	ɑ	[5]	霸	
p	ɑ	[5]	壩	大～
p	ɑ	[5]	拜	
p	ɑ	[5]	百	
p	ɑ	[7]	柏	
pʰ	ɑ	[5]	破	
pʰ	ɑ	[5]	怕	恐～
pʰ	ɑ	[5]	派	
pʰ	ɑ	[5]	泡	～沫
pʰ	ɑ	[5]	魄	
pʰ	ɑ	[7]	拍	～手
pʰ	ɑ	[7]	𤖼	掰
b	ɑ	[2]	排	
b	ɑ	[2]	牌	
b	ɑ	[2]	簰	
b	ɑ	[6]	罷	
b	ɑ	[6]	敗	
b	ɑ	[6]	暴	
b	ɑ	[6]	爆	2
b	ɑ	[8]	白	
m	ɑ	[2]	蠻	頑皮
m	ɑ	[4]	買	
m	ɑ	[4]	慢	1
m	ɑ	[4]	晚	～娘:繼母
m	ɑ	[6]	賣	
m	ɑ	[6]	萬	麻將牌名
m	ɑ	[8]	麥	
m	ɑ	[8]	脈	
f	ɑ	[7]	法	
f	ɑ	[7]	髮	
f	ɑ	[7]	發	
v	ɑ	[8]	乏	
v	ɑ	[8]	伐	
v	ɑ	[8]	罰	
v	ɑ	[8]	□	～～兒:泡沫
t	ɑ	[3]	島	
t	ɑ	[3]	打	2
t	ɑ	[5]	戴	動詞
t	ɑ	[5]	帶	
tʰ	ɑ	[1]	拖	～女客:男人找姘頭
tʰ	ɑ	[1]	他	其～
tʰ	ɑ	[1]	滔	
tʰ	ɑ	[1]	□	漂流
tʰ	ɑ	[5]	太	
tʰ	ɑ	[5]	泰	
d	ɑ	[2]	濤	
d	ɑ	[4]	道	2
d	ɑ	[4]	□	喊
d	ɑ	[6]	大	～學
d	ɑ	[6]	豆	～腐
d	ɑ	[6]	導	
d	ɑ	[6]	汰	漂洗
d	ɑ	[6]	□	趟
d	ɑ	[12]	踏	2腳～車:自行車
l	ɑ	[1]	拉	
l	ɑ	[2]	拿	捉～
l	ɑ	[2]	勞	2
l	ɑ	[2]	澇	
l	ɑ	[4]	賴	1
l	ɑ	[10]	哪	～個;～吒
l	ɑ	[0]	啦	助詞,了
l	ɑ	[11]	癩	～頭
ts	ɑ	[1]	楂	
ts	ɑ	[1]	齋	
ts	ɑ	[1]	抓	
ts	ɑ	[1]	撒	
ts	ɑ	[3]	詐	
ts	ɑ	[3]	炸	
ts	ɑ	[3]	澡	2
ts	ɑ	[5]	債	
ts	ɑ	[5]	罩	
ts	ɑ	[7]	扎	捆
ts	ɑ	[7]	摘	～茶葉
ts	ɑ	[12]	□	～箕頭兒:有提樑且較矮的簸箕,可挑可提
tsʰ	ɑ	[1]	搓	～麻將
tsʰ	ɑ	[1]	蔡	姓
tsʰ	ɑ	[1]	釵	
tsʰ	ɑ	[1]	差	出～
tsʰ	ɑ	[1]	操	2
tsʰ	ɑ	[5]	冊	
tsʰ	ɑ	[7]	擦	
tsʰ	ɑ	[7]	察	
tsʰ	ɑ	[7]	拆	
tsʰ	ɑ	[7]	坼	㶁～:裂縫兒
tsʰ	ɑ	[7]	策	
tsʰ	ɑ	[7]	赤	～腳
tsʰ	ɑ	[12]	差	～弗多兒:差不多
dz	ɑ	[2]	查	2
dz	ɑ	[4]	造	2
dz	ɑ	[4]	邵	
dz	ɑ	[8]	擇	挑選
s	ɑ	[1]	奢	
s	ɑ	[9]	□	雪～:霰
s	ɑ	[7]	薩	
s	ɑ	[7]	柵	風爐～:小爐子裏的鐵柵
z	ɑ	[2]	豺	1
z	ɑ	[2]	柴	
z	ɑ	[6]	擾	打～
z	ɑ	[8]	十	2
z	ɑ	[8]	宅	
k	ɑ	[1]	家	大～
k	ɑ	[1]	街	1
k	ɑ	[1]	□	～～:女陰,指小孩的
k	ɑ	[3]	解	動詞,鋸;～開
k	ɑ	[3]	尬	
k	ɑ	[5]	個	一～
k	ɑ	[5]	介	蔣～石
k	ɑ	[5]	界	
k	ɑ	[5]	芥	
k	ɑ	[5]	戒	1
k	ɑ	[7]	格	～子
k	ɑ	[7]	隔	1
kʰ	ɑ	[1]	揩	
kʰ	ɑ	[7]	客	
ɡ	ɑ	[4]	懈	慢
ŋ	ɑ	[6]	熬	2
ŋ	ɑ	[6]	鰲	
ŋ	ɑ	[8]	額	1
ŋ	ɑ	[8]	□	折使斷
x	ɑ	[7]	嚇	嚇哎
∅	ɑ	[2]	鞋	
∅	ɑ	[2]	豪	2
∅	ɑ	[2]	壕	2
∅	ɑ	[2]	毫	2
∅	ɑ	[3]	我	
∅	ɑ	[9]	□	□tɕyõ³³～:幹什麼
∅	ɑ	[5]	矮	
∅	ɑ	[5]	奧	
∅	ɑ	[13]	倭	～寇
∅	ɑ	[6]	浩	2
∅	ɑ	[7]	壓	
∅	ɑ	[7]	押	1
∅	ɑ	[7]	軛	
∅	ɑ	[0]	□	助詞,了
∅	ɑ	[12]	踏	1腳～車:自行車
p	iɑ	[1]	標	
p	iɑ	[1]	彪	
p	iɑ	[3]	表	填～
p	iɑ	[3]	錶	
pʰ	iɑ	[1]	飄	
pʰ	iɑ	[5]	漂	～亮
b	iɑ	[2]	瓢	
b	iɑ	[2]	嫖	
m	iɑ	[2]	貓	
m	iɑ	[2]	苗	
m	iɑ	[2]	描	
m	iɑ	[2]	藐	
m	iɑ	[2]	渺	
m	iɑ	[6]	秒	
m	iɑ	[6]	廟	
m	iɑ	[6]	妙	
m	iɑ	[6]	謬	
t	iɑ	[1]	爹	
t	iɑ	[1]	雕	2
d	iɑ	[2]	條	2
d	iɑ	[2]	調	～查
d	iɑ	[6]	調	音～
d	iɑ	[6]	調	～動
l	iɑ	[2]	療	
l	iɑ	[2]	聊	
l	iɑ	[2]	遼	
l	iɑ	[2]	寥	
l	iɑ	[2]	廖	
l	iɑ	[6]	瞭	
l	iɑ	[11]	了	～解
tʃ	iɑ	[1]	焦	2
tʃ	iɑ	[1]	蕉	香～
tʃ	iɑ	[1]	昭	
tʃ	iɑ	[1]	招	2
tʃ	iɑ	[1]	沼	
tʃ	iɑ	[5]	詔	
tʃʰ	iɑ	[1]	悄	
tʃʰ	iɑ	[1]	超	
tʃʰ	iɑ	[3]	俏	
dʒ	iɑ	[4]	召	
ʃ	iɑ	[1]	蝦	
ʃ	iɑ	[1]	捎	
ʃ	iɑ	[1]	酵	
ʃ	iɑ	[1]	消	2
ʃ	iɑ	[1]	宵	2
ʃ	iɑ	[1]	蕭	2
ʃ	iɑ	[1]	霄	
ʃ	iɑ	[1]	銷	
ʃ	iɑ	[1]	囂	
