id	ini	fn	pt	单字	黃閣大塘	注释	南沙黃閣	
2869	ʃ	ɔŋ	31	上	ʃɔŋ31	～山[动]		
2870	ʃ	ɔŋ	31	上	ʃɔŋ31	安上，～灯，～灯泡		
2871	ʃ	ɔŋ	31	尚	ʃɔŋ31	和～，高～		
2872	ʃ	ɔŋ	31	上	ʃɔŋ31	～背[方位]；～海（地名）		
2873	ʃ	ɔŋ	31	上	ʃɔŋ31	桌～，床～		
2874	tʃ	ɔk	3	勺	tʃɔk3	饭～		
2875				芍		～药；白～（中药）		
2876	l	ɔŋ	21	瓤	lɔŋ21	瓜～		
2877	j	ɔŋ	31	壤	jɔŋ31	土～		
2878	j	ɔŋ	31	讓	jɔŋ31	～位		
2879	j	ɔk	3	若	jɔk3	～干，～无其事	jɔk31	黄阁
2880	j	ɔk	2	弱	jɔk31	～点	jɔk31	1
2881	k	ɔŋ	55	疆	kɔŋ55	新～（地名）		
2882	k	ɔŋ	55	僵	kɔŋ55	冻～，～硬		
2883	k	œŋ	55	薑	kœŋ55	～糖		
2884	k	ɔŋ	55	繮	kɔŋ55	～绳		
2885	k	œŋ	55	姜	kœŋ55	姓，孟～女，～太公		
2886	k	ɔk	3	腳	kɔk3	赤～		
2887	kʰ	ɔŋ	21	強	kʰɔŋ21	～大，坚～		
2888	kʰ	ɔŋ	13	強	kʰɔŋ23	勉～		
2889	kʰ	ɔk	3	卻	kʰɔk3	退～，～步		
2890	j	ɔŋ	13	仰	jɔŋ23	～视		
2891	j	ɔk	2	虐	jɔk31	～待		
2892	j	ɔk	2	瘧	jɔk31	～疾		
2893	h	ɔŋ	55	香	hɔŋ55	～味，烧～；～港（地名）	hɔŋ55	1
2894	h	ɔŋ	55	鄉	hɔŋ55	家～		
2895	h	ɔŋ	35	享	hɔŋ25	～受，分～		
2896	h	ɔŋ	35	響	hɔŋ25	音～		
2897	h	ɔŋ	13	向	hɔŋ23	～东	hɔŋ23	1
2898	j	ɔŋ	55	央	jɔŋ55	中～台，党中～[文]		
2899	j	ɔŋ	55	央	jɔŋ55	中～（中间）[白]		
2900	j	ɔŋ	55	秧	jɔŋ55	插～，～苗		
2901	j	ɔŋ	55	殃	jɔŋ55	遭～，～及		
2902	j	ɔk	3	約	jɔk3	大～，～会		
2903	j	ɔŋ	21	羊	jɔŋ21	羊		
2904	j	ɔŋ	21	洋	jɔŋ21	太平～		
2905	j	ɔŋ	21	楊	jɔŋ21	姓；～树		
2906	j	ɔŋ	21	陽	jɔŋ21	太～；揭～（地名）		
2907	j	ɔŋ	21	揚	jɔŋ21	表～，发～		
2908	j	ɔŋ	21	瘍	jɔŋ21	溃～		
2909	j	ɔŋ	13	養	jɔŋ23	培～，～猪		
2910	j	ɔŋ	13	癢	jɔŋ23	皮肤痒		
2911	j	ɔŋ	31	樣	jɔŋ31	一～		
2912	j	ɔŋ	31	樣	jɔŋ31	～般		
2913	j	ɔk	2	藥	jɔk31	中～，～片		
2914	j	ɔk	2	躍	jɔk31	跳～，大～进		
2915	k	ɔŋ	55	光	kɔŋ55	阳～，～明	kɔŋ55	1
2916	k	ɔŋ	35	廣	kɔŋ25	推～；～东（地名）		
2917	k	ɔŋ	55	桄	kɔŋ55	桌椅等腿间的横木		
2918	k	uɔk	3	郭	kuɔk3	姓，～靖	kɔk33	黄阁
2919	kʰ	ɔŋ	13	曠	kʰɔŋ23	空～，～课		
2920	kʰ	ɔk	3	廓	kʰɔk3	轮～		
2921	kʰ	ɔŋ	13	擴	kʰɔŋ23	～充，～大		
2922	f	ɔŋ	55	荒	fɔŋ55	开～，～唐		
2923	f	ɔŋ	55	慌	fɔŋ55	～张，心～		
2924	f	ɔŋ	55	謊	fɔŋ55	说～		
2925	f	ɔk	3	霍	fɔk3	姓；～乱		
2926	f	ɔk	3	藿	fɔk3	～香（中药）		
2927	w	ɔŋ	21	黃	wɔŋ21	姓；～色		
2928	w	ɔŋ	35	簧	wɔŋ25	弹～		
2929	w	ɔŋ	21	皇	wɔŋ21	～帝		
2930	w	ɔŋ	21	蝗	wɔŋ21	～虫		
2931	w	ɔŋ	21	凰	wɔŋ21	凤～		
2932	f	ɔŋ	35	晃	fɔŋ25	摇～，～动		
2933	f	ɔŋ	35	晃	fɔŋ25	～光		
2934	w	ɔk	2	鑊	wɔk31	锅		
2935	w	ɔŋ	55	汪	wɔŋ55	姓，～洋		
2936	f	ɔŋ	55	方	fɔŋ55	地～，大～	fɔŋ55	1
2937	f	ɔŋ	55	肪	fɔŋ55	脂～		
2938	f	ɔŋ	35	倣	fɔŋ25	～效		
2939	f	ɔŋ	13	放	fɔŋ23	解～，～心[文]	fɔŋ23	1
2940	f	ɔŋ	13	放	fɔŋ23	～手[白]	fɔŋ23	1
2941	f	ɔŋ	55	芳	fɔŋ55	～香		
2942	f	ɔŋ	21	妨	fɔŋ21	～碍		
2943	f	ɔŋ	35	紡	fɔŋ25	～织		
2944	f	ɔŋ	35	仿	fɔŋ25	～照，相～		
2945	f	ɔŋ	35	彷	fɔŋ25	～佛		
2946	f	ɔŋ	35	訪	fɔŋ25	采～，～问		
2947	f	ɔŋ	21	房	fɔŋ21	～间	fɔŋ21	1
2948	f	ɔŋ	21	房	fɔŋ21	姓，～玄龄	fɔŋ21	1
2949	f	ɔŋ	21	防	fɔŋ21	～止，国～	fɔŋ21	1
2950	m	ɔŋ	21	亡	mɔŋ21	死～		
2951	m	ɔŋ	55	芒	mɔŋ55	～果		
2952	m	ɔŋ	55	芒	mɔŋ55	～花草（可制扫帚）		
2953	m	ɔŋ	13	網	mɔŋ23	鱼～，～络		
2954	m	ɔŋ	21	忘	mɔŋ21	～记，遗～[文]		
2955	m	ɔŋ	21	忘	mɔŋ21	～记，遗～[白]		
2956	m	ɔŋ	21	忘	mɔŋ21	添～（忘记）[白]		
2957	m	ɔŋ	13	妄	mɔŋ23	狂～，痴心～想		
2958	m	ɔŋ	31	望	mɔŋ31	失～	mɔŋ31	1
2959	p	ɔk	3	縛	pɔk3	束～		
2960				钁		锄头，～锄，～头		
2961	h	ɔŋ	55	匡	hɔŋ55	～扶正义；赵～胤（人名）		
2962	h	ɔŋ	55	筐	hɔŋ55	箩～，两～[文]		
2963	h	ɔŋ	55	筐	hɔŋ55	两～[白]		
2964	h	ɔŋ	55	眶	hɔŋ55	眼眶		
2965	kʰ	ɔŋ	21	狂	kʰɔŋ21	发～		
2966	f	ɔŋ	13	況	fɔŋ23	情～，～且		
2967	w	ɔŋ	35	枉	wɔŋ25	冤～		
2968	w	ɔŋ	21	王	wɔŋ21	姓；大～	wɔŋ21	1
2969	w	ɔŋ	13	往	wɔŋ23	来～，～日		
2970		ɔŋ	31	旺	ɔŋ31	兴～		
2971	p	ɔŋ	55	邦	pɔŋ55	～国；刘～（人名）		
2972	p	ɔŋ	35	綁	pɔŋ25	捆～		
2973	ʃ	ɔk	5	剝	ʃɔk5	～削，～皮		
2974	p	ɔk	3	駁	pɔk3	反～		
2975	p	oŋ	31	胖	poŋ31	～子，肥～		
2976	pʰ	ɔk	3	樸	pʰɔk3	～素		
2977	pʰ	ɔŋ	21	龐	pʰɔŋ21	～大；姓，～太师		
2978	pʰ	aŋ	13	棒	pʰaŋ23	棍～，～打鸳鸯		
2979	pʰ	ɔŋ	13	蚌	pʰɔŋ23	～埠（地名）		
2980	pʰ	ɔŋ	13	蚌	pʰɔŋ23	～壳		
2981	pʰ	au	55	雹	pʰau55	冰～		
2982	tʃ	ɔŋ	55	樁	tʃɔŋ55	打～		
2983	tʃ	ɔk	2	桌	tʃɔk31	书～	tʃɔk31	1
2984	tʃ	ɔk	2	卓	tʃɔk31	～越；姓，～别林		
2985	t	ɔk	3	琢	tɔk3	～磨，雕～		
2986	t	ɔk	3	啄	tɔk3	～木鸟，鸡～米	tɔk33	黄阁
2987	tʃ	ɔŋ	31	撞	tʃɔŋ31	～人	tʃɔŋ31	1
2988	tʃ	ok	2	濁	tʃok31	浑～		
2989	tʃ	ok	5	捉	tʃok5	捕～，～棋（下棋）	tʃok55	黄阁
2990	tʃʰ	ɔŋ	55	窗	tʃʰɔŋ55	门～，～帘	tʃʰœŋ55	黄阁
2991		ak	2	鐲	ak31	手～		
2992	ʃ	ɔŋ	55	雙	ʃɔŋ55	一～鞋		
2993	ʃ	ɔk	3	朔	ʃɔk3	每月初一，～望	ʃɔk33	黄阁
2994	k	ɔŋ	55	江	kɔŋ55	长～，～湖	kɔŋ55	1
2995	k	ɔŋ	55	扛	kɔŋ55	肩扛，双手抬		
2996	k	ɔŋ	35	講	kɔŋ25	～话		
2997	k	ɔŋ	35	港	kɔŋ25	～口；香～（地名）		
2998	k	ɔŋ	13	降	kɔŋ23	下～，～低		
2999	h	oŋ	21	虹	hoŋ21	彩～		
3000	k	ɔk	3	覺	kɔk3	～得，知～		
3001	k	ɔk	3	角	kɔk3	牛～，～色		
3002	k	au	35	餃	kau25	饺子，水～		
3003	h	oŋ	55	腔	hoŋ55	口～		
3004	kʰ	ɔk	3	確	kʰɔk3	～定，的～		
3005	h	ɔk	3	殼	hɔk3	贝～		
3006		ɔk	2	嶽	ɔk31	五～		
3007		ɔk	2	岳	ɔk31	姓，～飞	ɔk31	1
3008	l	ɔk	2	樂	lɔk31	音～		
3009	k	ɔŋ	13	降	kɔŋ23	投～		
3010	h	ɔŋ	31	項	hɔŋ31	～链；姓，～羽		
3011	h	ɔŋ	55	巷	hɔŋ55	巷子，两条～		
3012	h	ɔk	2	學	hɔk31	数～，～习		
3013		ak	5	握	ak5	～手，把～		
3014	p	ɐŋ	55	崩	pɐŋ55	倒塌，山～，～溃		
3015	p	ɐk	5	北	pɐk5	东南西北	pɐk55	黄阁
3016	pʰ	aŋ	21	朋	pʰaŋ21	～友	pʰɐŋ21	黄阁
3017	m	ɐk	2	墨	mɐk31	～水		
3018	m	ɐk	2	默	mɐk31	沉～，～写		
3019	t	œn	55	登	tœn55	～山，攀～		
3020	t	ɐŋ	55	燈	tɐŋ55	～光		
3021	t	œn	35	等	tœn25	～人，高～	tøn25	黄阁
3022	t	ɐŋ	13	凳	tɐŋ23	凳子	tɐŋ23	1
3023	t	ɐʔ	5	得	tɐʋʔ5	获～，～意	tɐk55	黄阁
3024	t	ɐk	5	德	tɐk5	品～；～国（国名）		
3025				忒		～细（太小）		
3026	p	ɐŋ	55	騰	pɐŋ55	奔～		
3027	p	ɐŋ	55	謄	pɐŋ55	～写，～抄		
3028	pʰ	ɐŋ	21	藤	pʰɐŋ21	～椅		
3029	tʰ	oŋ	21	疼	tʰoŋ21	疼痛		
3030	t	ɐŋ	31	鄧	tɐŋ31	姓，～小平		
3031	t	ɐk	2	特	tɐk31	～别		
3032	l	ɐŋ	21	能	lɐŋ21	才～，～够		
3033	l	ak	2	肋	lak31	～骨		
3034	l	ɐk	2	勒	lɐk31	～索		
3035	tʃ	ɐŋ	55	曾	tʃɐŋ55	姓		
3036	tʃ	ɐŋ	55	增	tʃɐŋ55	～加	tʃɐŋ55	1
3037	tʃ	ɐŋ	55	憎	tʃɐŋ55	～恨		
3038	tʃ	ɐk	5	則	tʃɐk5	否～，规～		
3039				蹭		磨～		
3040	tʃʰ	ɐŋ	21	曾	tʃʰɐŋ21	～经		
3041	tʃʰ	ɐŋ	21	層	tʃʰɐŋ21	～次		
3042	tʃ	ɐŋ	31	贈	tʃɐŋ31	～送		
3043	tʃʰ	ak	2	賊	tʃʰak31	做～		
3044	tʃ	ɐŋ	55	僧	tʃɐŋ55	唐～，沙～	tʃɐŋ55	1
3045	tʃ	ɐŋ	55	僧	tʃɐŋ55	～人	tʃɐŋ55	1
3046	ʃ	ɐk	5	塞	ʃɐk5	堵～，～车		
3047	h	ɐŋ	35	肯	hɐŋ25	～定，中～[文]		
3048	h	ɐŋ	35	肯	hɐŋ25	愿意，～去[白]		
3049	h	ak	5	刻	hak5	时～ ，～画[文]		
3050	h	ak	5	刻	hak5	～字[白]		
3051	h	ak	5	克	hak5	～服，攻～		
3052	h	ak	5	黑	hak5	～白	hak55	黄阁
3053	h	ɐŋ	21	恒	hɐŋ21	～心，永～		
3054	p	eŋ	55	冰	peŋ55	结～，～箱	peŋ55	1
3055	pʰ	ɐŋ	21	憑	pʰɐŋ21	文～，～借[文]		
3056	pʰ	ɐŋ	21	憑	pʰɐŋ21	倚靠，～墙[白]		
3057	l	ek	5	匿	lek5	～名信		
3058	l	eŋ	21	陵	leŋ21	中山～		
3059	l	eŋ	21	淩	leŋ21	冰淇～，壮志～云		
3060	l	eŋ	21	菱	leŋ21	～角		
3061	l	ek	2	力	lek31	大～，～量		
3062	tʃ	ek	5	卽	tʃek5	～时，立～		
3063	tʃ	ɐk	5	鯽	tʃɐk5	～鱼		
3064	ʃ	ek	5	息	ʃek5	休～[文]		
3065	ʃ	ek	5	息	ʃek5	子息，孙～[白]		
3066	ʃ	ek	5	熄	ʃek5	～火		
3067	ʃ	ek	5	媳	ʃek5	～妇，婆～		
3068	tʃ	eŋ	55	徵	tʃeŋ55	～求		
3069	tʃʰ	eŋ	21	澄	tʃʰeŋ21	～清[文]		
3070				澄		水浑，澄一澄[白]		
3071	tʃʰ	eŋ	21	澄	tʃʰeŋ21	～海（地名）[白]		
3072	tʃʰ	eŋ	21	懲	tʃʰeŋ21	～罚，严～		
3073	tʃʰ	aŋ	21	橙	tʃʰaŋ21	橙子		
3074	t	ɐŋ	31	瞪	tɐŋ31	瞪眼，目～口呆[文]		
3075	t	ɐŋ	31	瞪	tɐŋ31	瞪眼[白]		
3076	tʃ	ek	2	直	tʃek31	～接	tʃek31	1
3077	tʃ	ek	2	值	tʃek31	价～，～日		
3078	tʃ	ɐk	5	側	tʃɐk5	～面		
3079	tʃʰ	ak	5	測	tʃʰak5	～量，观～		
3080	ʃ	ek	5	色	ʃek5	颜～，～彩	ʃek55	黄阁
3081	ʃ	ek	5	嗇	ʃek5	吝啬		
3082	tʃ	eŋ	55	蒸	tʃeŋ55	清～，～发	tʃeŋ55	1
3083	tʃʰ	eŋ	35	拯	tʃʰeŋ25	～救；包～（人名）		
3084	tʃ	eŋ	13	證	tʃeŋ23	～明		
3085	tʃ	eŋ	13	症	tʃeŋ23	～状		
3086	tʃ	ek	5	織	tʃek5	纺～，～布		
3087	tʃ	ek	5	職	tʃek5	～位，称～		
3088	tʃʰ	eŋ	55	稱	tʃʰeŋ55	～心如意，对～		
3089	tʃʰ	eŋ	55	稱	tʃʰeŋ55	～呼		
3090	tʃʰ	eŋ	13	秤	tʃʰeŋ23	用以称物，～砣		
3091	ʃ	eŋ	21	乘	ʃeŋ21	～机，～车		
3092	ʃ	eŋ	21	乘	ʃeŋ21	加减乘除		
3093	ʃ	eŋ	21	繩	ʃeŋ21	～之以法		
3094				塍		田～		
3095	ʃ	eŋ	31	剩	ʃeŋ31	～下，～余		
3096	ʃ	ek	2	食	ʃek31	粮～；吃	ʃek31	1
3097	ʃ	ek	2	蝕	ʃek31	腐～		
3098	ʃ	eŋ	55	升	ʃeŋ55	～级		
3099	ʃ	eŋ	13	勝	ʃeŋ23	～任		
3100	ʃ	eŋ	13	勝	ʃeŋ23	～利，战～		
3101	ʃ	ek	5	識	ʃek5	相～，～字		
3102	ʃ	ek	5	式	ʃek5	～样，公～		
3103	ʃ	ek	5	飾	ʃek5	装～		
3104	ʃ	eŋ	21	承	ʃeŋ21	～担，继～		
3105	ʃ	eŋ	21	丞	ʃeŋ21	～相		
3106	tʃ	ek	2	殖	tʃek31	繁～		
3107	tʃ	ek	2	植	tʃek31	～物		
3108	j	eŋ	21	仍	jeŋ21	～然		
3109	k	ek	2	極	kek31	南～		
3110	j	eŋ	21	凝	jeŋ21	～聚，～结		
3111	j	eŋ	21	凝	jeŋ21	凝固，～油[训]		
3112	j	eŋ	21	凝	jeŋ21	冰霜，霜～[训]		
3113	h	eŋ	55	興	heŋ55	～旺；绍～（地名）		
3114	h	eŋ	13	興	heŋ23	高～，～趣[文]		
3115	h	eŋ	13	興	heŋ23	高兴[白]		
3116	j	eŋ	55	應	jeŋ55	～当，～该		
3117	j	eŋ	13	應	jeŋ23	～用，响～		
3118	j	eŋ	55	鷹	jeŋ55	老～		
3119	j	ek	5	憶	jek5	回～		
3120	j	ek	5	億	jek5	十～		
3121	j	ek	5	抑	jek5	～制，压～		
3122	j	eŋ	21	蠅	jeŋ21	乌～（苍蝇）		
3123	j	ɐŋ	31	孕	jɐŋ31	怀～，～妇		
3124	j	ek	2	翼	jek31	鸡～，机～		
3125	k	uɔk	3	國	kuɔk3	～家，中～		
3126	w	ɐŋ	21	弘	wɐŋ21	～扬		
3127	w	ak	2	或	wak31	～者	wak31	1
3128	w	ak	2	惑	wak31	迷～		
3129	w	ek	2	域	wek31	领～，地～	wek31	1
3130	p	ak	3	百	pak3	～姓	pak33	黄阁
3131	pʰ	ak	3	柏	pʰak3	松～，～树；～林（地名）		
3132	p	ak	3	伯	pak3	大～		
3133	p	ek	5	迫	pek5	压～，～害[训]		
3134	pʰ	aŋ	55	烹	pʰaŋ55	～调		
3135	pʰ	ak	3	拍	pʰak3	～片，～球	pʰak33	黄阁
3136	pʰ	ak	3	珀	pʰak3	琥～		
3137	pʰ	ak	3	魄	pʰak3	魂～，气～		
3138	pʰ	aŋ	21	彭	pʰaŋ21	姓，～德怀		
3139	pʰ	aŋ	21	膨	pʰaŋ21	～胀		
3140	p	ak	2	白	pak31	～色	pak31	1
3141	m	aŋ	21	盲	maŋ21	文～，～目		
3142				虻		牛～		
3143	m	aŋ	13	猛	maŋ23	～烈，凶～	maŋ23	1
3144	m	aŋ	31	孟	maŋ31	姓，～姜女		
3145	pʰ	ak	3	?	pʰak3	大力打		
3146	m	ɐk	2	陌	mɐk31	～生人		
3147	t	a	35	打	ta25	～针		
3148	l	aŋ	13	冷	laŋ23	～热，～清		
3149	tʃʰ	aŋ	55	撐	tʃʰaŋ55	支～，～开		
3150				拆		～开		
3151	tʃ	ak	2	澤	tʃak31	毛～东（人名）		
3152	tʃ	ak	2	擇	tʃak31	选～[文]		
3153	tʃ	ak	2	擇	tʃak31	～菜[白]		
3154	tʃ	ak	35	宅	tʃak25	住～	tʃak31	黄阁
3155	tʃ	ak	3	窄	tʃak3	狭～	tʃak33	黄阁
3156	ʃ	ɐŋ	55	生	ʃɐŋ55	学～，～活[文]	ʃɐŋ55;ʃaŋ55;ʃɐŋ55;ʃaŋ55	黄阁
3157	ʃ	ɐŋ	55	生	ʃɐŋ55	与“死”相对[白]	ʃɐŋ55;ʃaŋ55;ʃɐŋ55;ʃaŋ55	黄阁
3158	ʃ	ɐŋ	55	牲	ʃɐŋ55	牺～[文]		
3159	ʃ	ɐŋ	55	牲	ʃɐŋ55	头～[白]		
3160	ʃ	ɐŋ	55	甥	ʃɐŋ55	外～		
3161	ʃ	aŋ	35	省	ʃaŋ25	～长，节～[文]		
3162	ʃ	aŋ	35	省	ʃaŋ25	节省，～钱[白]		
3163	k	ɐŋ	55	更	kɐŋ55	～换，～衣		
3164	k	aŋ	55	更	kaŋ55	五～		
3165	k	ɐŋ	55	庚	kɐŋ55	天干，庚辛壬癸	kɐŋ55	1
3166	k	ɐŋ	55	羹	kɐŋ55	调～；米糊		
3167	kʰ	ɐŋ	35	哽	kʰɐŋ25	哽住，骨头～到		
3168	k	ɐŋ	35	梗	kɐŋ25	心肌～塞[文]		
3169	k	ɐŋ	35	梗	kɐŋ25	茎，菜～[白]		
3170	k	ɐŋ	13	更	kɐŋ23	～加		
3171	k	ak	3	格	kak3	～式；还珠～～[文]		
3172	k	ak	3	格	kak3	空～，三～[白]		
3173	h	aŋ	55	坑	haŋ55	水～，～沟		
3174	h	ak	3	客	hak3	请～		
3175		aŋ	31	硬	aŋ31	软～	aŋ31	1
3176		ak	2	額	ak31	名～		
3177	h	ɐŋ	55	亨	hɐŋ55	～通；～特（人名）		
3178	h	ak	5	赫	hak5	～～有名，显～		
3179	h	ak	3	嚇	hak3	～一跳		
3180	h	ɐŋ	21	行	hɐŋ21	～为；行走		
3181	h	ɐŋ	21	衡	hɐŋ21	～量，平～		
3182	h	ɐŋ	31	杏	hɐŋ31	～仁	hɐŋ31	1
3183	h	ɐŋ	31	行	hɐŋ31	品～		
3184	p	ɔŋ	55	浜	pɔŋ55	沙家～		
3185				擘		用手分开，～开		
3186	pʰ	aŋ	21	棚	pʰaŋ21	楼～，瓜～		
3187	m	ɐŋ	21	萌	mɐŋ21	～芽		
3188	m	ɔŋ	21	氓	mɔŋ21	流～		
3189	m	ɐk	2	麥	mɐk31	小～，～芽糖		
3190	m	ɐk	2	脈	mɐk31	～搏，把～		
3191	tʃ	ak	2	摘	tʃak31	～菜		
3192	tʃ	ɐŋ	55	爭	tʃɐŋ55	～取，斗～[文]		
3193	tʃ	ɐŋ	55	爭	tʃɐŋ55	相～，～唔多（差不多）[白]		
3194	tʃ	ɐŋ	55	箏	tʃɐŋ55	风～		
3195	tʃ	ɐŋ	55	睜	tʃɐŋ55	～眼		
3196	tʃ	ak	3	責	tʃak3	～任，负～		
3197	tʃʰ	ak	3	策	tʃʰak3	～划，政～		
3198	tʃʰ	ak	3	冊	tʃʰak3	两～，～封		
3199	k	aŋ	55	耕	kaŋ55	～田		
3200	k	ɐŋ	35	耿	kɐŋ25	忠心～～；姓，～精忠		
3201	k	ɐʔ	3	革	kɐʋʔ3	～命，改～		
3202	k	ak	3	隔	kak3	～壁		
3203	k	eŋ	13	莖	keŋ23	根；莲～		
3204	h	ɐŋ	31	幸	hɐŋ31	荣～，～福		
3205		ɐŋ	55	鶯	ɐŋ55	黄～，夜～		
3206	j	eŋ	55	鸚	jeŋ55	～鹉		
3207	j	eŋ	55	櫻	jeŋ55	～桃		
3208		ak	5	扼	ak5	～杀，～制		
3209		ak	3	軛	ak3	牛～（牛耕田时套的人字形工具）		
3210	p	eŋ	55	兵	peŋ55	当～		
3211	p	eŋ	13	丙	peŋ23	天干，甲乙丙丁		
3212	p	eŋ	35	秉	peŋ25	～持，～公办事		
3213	p	ɛŋ	13	柄	pɛŋ23	刀～，把～		
3214	p	ek	5	碧	pek5	～玉，～绿		
3215	pʰ	eŋ	21	平	pʰeŋ21	和～，～时[文]	pʰeŋ21;pʰɛŋ21;pʰeŋ21;pʰɛŋ21	黄阁
3216	pʰ	eŋ	21	平	pʰɛŋ21	～头，～地[白]	pʰeŋ21;pʰɛŋ21;pʰeŋ21;pʰɛŋ21	黄阁
3217	pʰ	eŋ	21	坪	pʰeŋ21	草～		
3218	pʰ	eŋ	21	評	pʰeŋ21	批～，～论		
3219	p	ɛŋ	31	病	pɛŋ31	～人	pɛŋ31	1
3220	m	eŋ	21	鳴	meŋ21	～叫		
3221	m	eŋ	21	明	meŋ21	～白，清～[文]		
3222	m	eŋ	21	明	meŋ21	清～[白]		
3223	m	ɐŋ	21	盟	mɐŋ21	同～，～友		
3224	m	eŋ	13	皿	meŋ23	器～		
3225	m	eŋ	31	命	meŋ31	～令[文]		
3226	m	eŋ	31	命	meŋ31	～运，算～[白]		
3227	k	eŋ	55	京	keŋ55	北～，～剧		
3228	k	eŋ	55	荊	keŋ55	～州（地名）[文]		
3229	k	eŋ	55	荊	keŋ55	布～子（中药）[白]		
3230	k	eŋ	55	驚	keŋ55	害怕；～蛰		
3231	k	eŋ	35	境	keŋ25	环～，～界		
3232	k	eŋ	35	景	keŋ25	～色，风～		
3233	k	eŋ	35	警	keŋ25	～察，报～		
3234	k	eŋ	13	敬	keŋ23	尊～，～酒		
3235	k	eŋ	35	竟	keŋ25	～然		
3236	k	ɛŋ	13	鏡	kɛŋ23	镜子		
3237	h	eŋ	55	卿	heŋ55	～家；人名用字		
3238	h	eŋ	13	慶	heŋ23	～祝		
3239				擎		举起，～旗		
3240	kʰ	eŋ	21	鯨	kʰeŋ21	～鱼		
3241	k	eŋ	31	競	keŋ31	～争，～赛		
3242	kʰ	ɛk	2	劇	kʰɛk31	～烈，京～[文]		
3243	kʰ	ɛk	2	劇	kʰɛk31	快[白]		
3244	kʰ	ɛk	2	屐	kʰɛk31	木～		
3245	j	eŋ	21	迎	jeŋ21	～接，欢～		
3246	j	ek	2	逆	jek31	～风		
3247	j	eŋ	55	英	jeŋ55	～雄；～国（国名）		
3248	j	eŋ	35	影	jeŋ25	电～		
3249	j	eŋ	35	映	jeŋ25	反～		
3250	p	ɛŋ	35	餅	pɛŋ25	～干		
3251	pʰ	eŋ	13	併	pʰeŋ23	合～		
3252	p	ek	5	璧	pek5	美玉，珠联～合		
3253	pʰ	eŋ	13	聘	pʰeŋ23	～请，特～		
3254	pʰ	ek	5	僻	pʰek5	偏～，～静		
3255	pʰ	ek	5	闢	pʰek5	开～，复～		
3256	m	eŋ	21	名	meŋ21	姓～		
3257	l	eŋ	13	領	leŋ23	～导，衫～（衣领）		
3258	l	eŋ	13	嶺	leŋ23	～南[文]		
3259	l	ɛŋ	13	嶺	lɛŋ23	～岗[白]		
3260	l	eŋ	31	令	leŋ31	命～，口～		
3261	tʃ	eŋ	55	精	tʃeŋ55/tʃɛŋ55	～神	tʃeŋ55;tʃɛŋ55	黄阁
3262	tʃ	eŋ	55	晶	tʃeŋ55	水～		
3263	tʃ	eŋ	55	睛	tʃeŋ55	眼～		
3264	tʃ	ɛŋ	35	井	tʃɛŋ25	～水，～～有条		
3265	tʃ	ek	5	積	tʃek5	～极，累～		
3266	tʃ	ek	5	跡	tʃek5	～象，痕～[文]		
3267	tʃ	ek	5	跡	tʃek5	脚～，油～[白]		
3268	tʃ	ɛk	3	脊	tʃɛk3	～椎，背～		
3269	tʃʰ	eŋ	55	清	tʃʰeŋ55	～楚，～水[文]		
3270	tʃʰ	eŋ	55	清	tʃʰeŋ55	～明[白]		
3271	tʃʰ	eŋ	35	請	tʃʰeŋ25	～人，邀～		
3272	tʃʰ	eŋ	21	情	tʃʰeŋ21	感～，～节[文]		
3273	tʃʰ	eŋ	21	情	tʃʰeŋ21	亲～（亲戚）[白]		
3274	tʃʰ	eŋ	21	晴	tʃʰeŋ21	天～		
3275	tʃ	eŋ	31	靜	tʃeŋ31	安～		
3276	tʃ	eŋ	31	靖	tʃeŋ31	李～（人名）		
3277	tʃ	eŋ	31	淨	tʃeŋ31	干～		
3278	tʃ	ek	2	籍	tʃek31	祖～，～贯		
3279	tʃ	ek	2	藉	tʃek31	狼～		
3280	ʃ	eŋ	35	省	ʃeŋ25	反～		
3281	ʃ	eŋ	13	性	ʃeŋ23	～别，天～		
3282	ʃ	eŋ	13	姓	ʃeŋ23	～名		
3283	ʃ	ek	5	惜	ʃek5	疼爱[白]		
3284	ʃ	ek	5	惜	ʃek5	可～，珍～[文]		
3285	ʃ	ek	5	昔	ʃek5	～日，今～	ʃek55	黄阁
3286	tʃ	ek	2	席	tʃek31	酒～，主～		
3287	tʃ	ɛk	2	蓆	tʃɛk31	草～		
3288	tʃ	ek	2	夕	tʃek31	～阳		
3289	tʃ	eŋ	55	貞	tʃeŋ55	～节		
3290	tʃ	eŋ	55	偵	tʃeŋ55	～察，刑～		
3291	tʃʰ	eŋ	21	逞	tʃʰeŋ21	～能，得～		
3292	tʃʰ	eŋ	21	呈	tʃʰeŋ21	～现，辞～		
3293	tʃʰ	eŋ	21	程	tʃʰeŋ21	～度，路～[文]		
3294	tʃʰ	eŋ	21	程	tʃʰeŋ21	姓[白]		
3295	tʃ	ɛŋ	31	鄭	tʃɛŋ31	～重；姓		
3296	tʃ	eŋ	55	正	tʃeŋ55	～月	tʃeŋ23;tʃɛŋ23	黄阁
3297	tʃ	eŋ	55	征	tʃeŋ55	长～，特～		
3298	tʃ	eŋ	35	整	tʃeŋ25	～体，完～[文]		
3299	tʃ	eŋ	35	整	tʃeŋ25	修理，～车[白]		
