
	ᴀ
	阴平（35）	阳平（42）	上声（44）	去声（41）
p	巴疤芭八扒叭	拔爸跋吧	靶{~子}把{~手}	霸靶{打~}坝耙{〜地}罢
pʰ	趴	爬趴筢{竹~}琶{琵〜}	啪	怕帕
m	妈蚂{〜蚱}抹{~布}	嘛麻玛{〜瑙}蚂{〜蚁}	马码	骂蟆{蛤〜}
f	发法阀祛	罚伐筏乏
v	袜
t	搭答耷	沓{一〜纸}达	打	大
tʰ	塔踏塌溻{~湿了}	獭	他她它
n	捺纳钠娜	拿	哪	那
l	辣拉{~车}蜡腊垃	拉{〜二胡}癞剌{用刀来回割}	喇	落{〜下}
ts	扎渣楂劄札	锄炸{油〜}眨杂砸匝	咋	轧榨诈栅炸{炸弹}乍
tsʰ	差{〜不多}插叉杈擦	茶茬{一〜}查{调〜}擦	□{双脚分开越过去}	岔茬{麦〜}叉{分〜}
s	杀沙纱砂莎鲨裟刹{刹车}裟		厦{大~}傻洒撒	沙{通过摇动容器把无用的杂物清除掉}
ʂ				啥
ʐ		□{“人家”的合音}
k	嘎{拟声词}	尬	嘎{〜子}
kʰ			卡
x			哈
Ǿ	啊阿腌{~臜}

			iᴀ
	阴平(35)	阳平(42)	上声(44)	去声(41)
p	□{把软泥状的东西放在另一物体上：你把泥巴~到窗户上吧。}	□{拟声词}
pʰ		□{拟声词}
t		□{“底下”、“地下”的合音}
n		娘{对别人母亲的称呼，现在多用于骂人}	□{“你家”的合音}	娘{表示惊奇的感叹词：〜呀，都八点啦!}
l			俩□{“李家”的合音}
s		□{“徐家"的合音}
ʨ	家加夹钾颊	胛	佳甲假{~如，真〜}袈嘉	嫁价架驾稼假{请~}
ʨʰ	恰掐		卡	洽
ɕ	虾瞎	霞瑕暇狭匣辖		下夏吓{~人}
Ǿ	丫压鸭押鸦压	牙雅崖芽厓涯蚜伢衙	哑	轧

	uɑ
	阴平(35)	阳平(42)	上声(44)	去声(41)
tʂ	抓	□{"做啥"的合音}	爪{~子}
tʂʰ			□{损人面子：你这样做不是〜我脸吗？}
ʂ	刷唰		耍
ʐ		挼{打扑克时的术语，“〜牌”即重新洗牌；磨掉人的棱角：一他的坏脾气。}
k	瓜刮{刮风}呱		刮{〜胡子}寡剐	挂褂卦
kʰ	夸		胯垮	挎跨
x	华{中~}花{~朵}	划{~船}铧滑猾画{动词}桦	□{合算：这件毛衣卖十块〜不着。}	画{名词}华{〜山}话化划{计〜}
Ǿ	挖哇蛙洼凹	娃娲	瓦	瓦{〜刀}

	ɿ
	阴平（35）	阳平（42）	上声（44）	去声(41)
ts	支枝肢吱资姿咨{~询}兹脂滋孳芝指{~头}趾		止只之纸指{动词：~着}姊紫址子	至志字渍痣
tsʰ	眵{眼屎}差{参~}□{反映迟钝：他这个人脑子有点~}	瓷雌慈磁此辞祠词齿	刺{拟声词：〜啦一声响}	次赐翅伺刺茨
s	师斯私狮尸司思诗丝撕饲厮{~跟着}□{食物变质：夏天的饭一过夜就~气了。}	时史施使{~唤}	死屎始使{~劲}	使{使人进步}是事市试士柿四视侍寺肆示匙氏
	ʅ
	阴平（35）	阳平（42）	上声（44）	去声(41)
tʂ	织知蜘执职炙汁值植质	侄直		置治智至稚制致痔滞
tʂʰ	吃赤{~身裸体}尺痴	池嗤迟驰赤{~道}耻		敕式持
ʂ	湿失	室十释食识拾适石蚀实		势世逝实{~验}
ʐ	日

	ɯ
	阴平(35)	阳平(42)	上声(44)	去声(41)
p			□{“不是”的合音：那〜(表示吃惊)}
m	□{懂一点(表示否定时)：对这个问题他〜都不}
ɕ		猴{十二生肖里“猴”的说法}
kʰ	咳{〜嗽}坷{〜垃}	□{拟声词：抽烟的人早上〜〜咳嗽着不停。}
Ǿ		□{拟声词：那个女人昨天晚上~~地哭了一夜。}
k	圪{~挞}胳{~膊}旮{~旯}		□{〜意，讨厌义：她真〜意人！}
x	黑	核{~桃}蛤{~蟆}

	i
	阴平(35)	阳平(42)	上声(44)	去声(41)
