字	片	区	小片	方言点	声母	韵母	调值	调类	备注
丈	閩南區	泉漳片		南安(溪美鎮)	t/t/t	iɔŋ/iũ/ŋ̩	11/11/11	陽上/陽上/陽上	文讀<br>丈人。<br>白讀
丘	閩南區	泉漳片		南安(溪美鎮)	kʰ	iu	33	陰平	
丹	閩南區	泉漳片		南安(溪美鎮)	t	an	33	陰平	
乖	閩南區	泉漳片		南安(溪美鎮)	k	uai	33	陰平	
亦	閩南區	泉漳片		南安(溪美鎮)	0	ik	3	陽入	
亲	閩南區	泉漳片		南安(溪美鎮)	tsʰ	in	33	陰平	
人	閩南區	泉漳片		南安(溪美鎮)	l	in	24	陽平	
他	閩南區	泉漳片		南安(溪美鎮)	tʰ/tʰ	a/ã	33/33	陰平/陰平	
付	閩南區	泉漳片		南安(溪美鎮)	h	u	31	去聲	
仪	閩南區	泉漳片		南安(溪美鎮)	g	i	24	陽平	
伊	閩南區	泉漳片		南安(溪美鎮)	0	i	33	陰平	
余	閩南區	泉漳片		南安(溪美鎮)	0	ɯ	24	陽平	
倍	閩南區	泉漳片		南安(溪美鎮)	p/p	ə/ue	11/11	陽上/陽上	
候	閩南區	泉漳片		南安(溪美鎮)	h/h	au/io	31/31	去聲/去聲	
傅	閩南區	泉漳片		南安(溪美鎮)	h	u	11	陽上	師傅。
像	閩南區	泉漳片		南安(溪美鎮)	s/tsʰ	iɔŋ/iũ	11/11	陽上/陽上	
儒	閩南區	泉漳片		南安(溪美鎮)	l	u	24	陽平	
兆	閩南區	泉漳片		南安(溪美鎮)	t	iau	11	陽上	
共	閩南區	泉漳片		南安(溪美鎮)	k/k	aŋ/iɔŋ	31/31	去聲/去聲	
冒	閩南區	泉漳片		南安(溪美鎮)	m	ɔ̃	31	去聲	
冬	閩南區	泉漳片		南安(溪美鎮)	t/t	aŋ/ɔŋ	33/33	陰平/陰平	
利	閩南區	泉漳片		南安(溪美鎮)	l/l	ai/i	31/31	去聲/去聲	
制	閩南區	泉漳片		南安(溪美鎮)	ts	e	31	去聲	
刺	閩南區	泉漳片		南安(溪美鎮)	tsʰ/tsʰ	i/ĩ	31/31	去聲/去聲	單字讀。<br>刺目
力	閩南區	泉漳片		南安(溪美鎮)	l/l	at/ik	3/3	陽入/陽入	
動	閩南區	泉漳片		南安(溪美鎮)	t/t	aŋ/ɔŋ	11/11	陽上/陽上	
千	閩南區	泉漳片		南安(溪美鎮)	tsʰ/tsʰ	ian/uĩ	33/33	陰平/陰平	
单	閩南區	泉漳片		南安(溪美鎮)	t/t	an/uã	33/33	陰平/陰平	
叉	閩南區	泉漳片		南安(溪美鎮)	tsʰ	a	33	陰平	
双	閩南區	泉漳片		南安(溪美鎮)	s/s	aŋ/ɔŋ	33/33	陰平/陰平	
古	閩南區	泉漳片		南安(溪美鎮)	k	ɔ	55	陰上	
后	閩南區	泉漳片		南安(溪美鎮)	h	io	11	陽上	
吳	閩南區	泉漳片		南安(溪美鎮)	g/ŋ	ɔ/ɔ̃	24/24	陽平/陽平	
吼	閩南區	泉漳片		南安(溪美鎮)	h/h	au/io	55/55	陰上/陰上	哭。<br>文讀
哽	閩南區	泉漳片		南安(溪美鎮)	k	ĩ	55	陰上	
啉	閩南區	泉漳片		南安(溪美鎮)	l	im	33	陰平	飲。音字關係不合。
善	閩南區	泉漳片		南安(溪美鎮)	s	ian	11	陽上	
喬	閩南區	泉漳片		南安(溪美鎮)	k	iau	24	陽平	
围	閩南區	泉漳片		南安(溪美鎮)	0	ui	24	陽平	
圓	閩南區	泉漳片		南安(溪美鎮)	0/0	ĩ/uan	24/24	陽平/陽平	
地	閩南區	泉漳片		南安(溪美鎮)	t/t/t	e/i/ue	31/31/31	去聲/去聲/去聲	單字讀<br>旱地<br>白讀。
坠	閩南區	泉漳片		南安(溪美鎮)	t	ui	31	去聲	
堵	閩南區	泉漳片		南安(溪美鎮)	t	ɔ	55	陰上	
声	閩南區	泉漳片		南安(溪美鎮)	s/s	iã/iŋ	33/33	陰平/陰平	
天	閩南區	泉漳片		南安(溪美鎮)	tʰ/tʰ	ĩ/ian	33/33	陰平/陰平	
夫	閩南區	泉漳片		南安(溪美鎮)	h/p	u/ɔ	33/33	陰平/陰平	
奈	閩南區	泉漳片		南安(溪美鎮)	l/n	ai/aĩ	31/31	去聲/去聲	
妍	閩南區	泉漳片		南安(溪美鎮)	g	ian	33	陰平	
姑	閩南區	泉漳片		南安(溪美鎮)	k	ɔ	33	陰平	
姥	閩南區	泉漳片		南安(溪美鎮)	0/b	m̩/ɔ	55/55	陰上/陰上	伯母。<br>單字讀
威	閩南區	泉漳片		南安(溪美鎮)	0	ui	33	陰平	
婆	閩南區	泉漳片		南安(溪美鎮)	p	o	24	陽平	
宜	閩南區	泉漳片		南安(溪美鎮)	g	i	24	陽平	
宠	閩南區	泉漳片		南安(溪美鎮)	tʰ	iɔŋ	55	陰上	
寄	閩南區	泉漳片		南安(溪美鎮)	k	ia	31	去聲	
尾	閩南區	泉漳片		南安(溪美鎮)	b	ə	55	陰上	
尿	閩南區	泉漳片		南安(溪美鎮)	l	io	31	去聲	
屙	閩南區	泉漳片		南安(溪美鎮)	kʰ	o	33	陰平	
屹	閩南區	泉漳片		南安(溪美鎮)	g	ət	5	陰入	
峯	閩南區	泉漳片		南安(溪美鎮)	h	ɔŋ	33	陰平	
峰	閩南區	泉漳片		南安(溪美鎮)	h	ɔŋ	33	陰平	
巖	閩南區	泉漳片		南安(溪美鎮)	g	iam	24	陽平	
工	閩南區	泉漳片		南安(溪美鎮)	k/k	aŋ/ɔŋ	33/33	陰平/陰平	
左	閩南區	泉漳片		南安(溪美鎮)	ts	ɔ	55	陰上	
己	閩南區	泉漳片		南安(溪美鎮)	k	i	55	陰上	
布	閩南區	泉漳片		南安(溪美鎮)	p	ɔ	31	去聲	
帐	閩南區	泉漳片		南安(溪美鎮)	t/t	iɔŋ/iũ	31/31	去聲/去聲	
平	閩南區	泉漳片		南安(溪美鎮)	p/p/p/pʰ/pʰ/pʰ	ĩ/iã/iŋ/ĩ/iã	24/24/24/24/24/24	陽平/陽平/陽平/陽平/陽平/陽平	平地<br>平仄<br>文讀<br>使平。<br>使平。<br>撈回
幼	閩南區	泉漳片		南安(溪美鎮)	0	iu	31	去聲	
废	閩南區	泉漳片		南安(溪美鎮)	h	ue	31	去聲	
庭	閩南區	泉漳片		南安(溪美鎮)	t	iŋ	24	陽平	
康	閩南區	泉漳片		南安(溪美鎮)	kʰ/kʰ	ɔŋ/ŋ̩	33/33	陰平/陰平	
廝	閩南區	泉漳片		南安(溪美鎮)	s	i	33	陰平	
开	閩南區	泉漳片		南安(溪美鎮)	kʰ/kʰ	ai/ui	33/33	陰平/陰平	
弦	閩南區	泉漳片		南安(溪美鎮)	h	ian	24	陽平	
当	閩南區	泉漳片		南安(溪美鎮)	t/t	ɔŋ/ŋ̩	33/33	陰平/陰平	
往	閩南區	泉漳片		南安(溪美鎮)	0	ɔŋ	55	陰上	
很	閩南區	泉漳片		南安(溪美鎮)	h/h	ən/in	55/55	陰上/陰上	忙碌。<br>忙
忍	閩南區	泉漳片		南安(溪美鎮)	l/l	im/un	55/55	陰上/陰上	
忠	閩南區	泉漳片		南安(溪美鎮)	t	iɔŋ	33	陰平	
思	閩南區	泉漳片		南安(溪美鎮)	s/s	i/ɯ	33/33	陰平/陰平	
怪	閩南區	泉漳片		南安(溪美鎮)	k/k	uai/ue	31/31	去聲/去聲	
恋	閩南區	泉漳片		南安(溪美鎮)	l	uan	24	陽平	
悶	閩南區	泉漳片		南安(溪美鎮)	b	un	31	去聲	
應	閩南區	泉漳片		南安(溪美鎮)	0	iŋ	33	陰平	應該。
懿	閩南區	泉漳片		南安(溪美鎮)	0	i	31	去聲	
戍	閩南區	泉漳片		南安(溪美鎮)	s/tsʰ	u/u	31/31	去聲/去聲	文讀<br>屋。後者原書作「厝」。
我	閩南區	泉漳片		南安(溪美鎮)	g/ŋ	ua/ɔ̃	55/55	陰上/陰上	
房	閩南區	泉漳片		南安(溪美鎮)	p/p	aŋ/ɔŋ	24/24	陽平/陽平	
扁	閩南區	泉漳片		南安(溪美鎮)	p/p	ĩ/ian	55/55	陰上/陰上	
才	閩南區	泉漳片		南安(溪美鎮)	ts	ai	24	陽平	
打	閩南區	泉漳片		南安(溪美鎮)	t	ã	55	陰上	
披	閩南區	泉漳片		南安(溪美鎮)	pʰ	i	33	陰平	
拏	閩南區	泉漳片		南安(溪美鎮)	n	ã	55	陰上	
拑	閩南區	泉漳片		南安(溪美鎮)	kʰ	ĩ	24	陽平	
择	閩南區	泉漳片		南安(溪美鎮)	t	ik	3	陽入	
挽	閩南區	泉漳片		南安(溪美鎮)	b	an	55	陰上	
捐	閩南區	泉漳片		南安(溪美鎮)	k	uan	33	陰平	
损	閩南區	泉漳片		南安(溪美鎮)	s/s	ŋ̩/un	55/55	陰上/陰上	
握	閩南區	泉漳片		南安(溪美鎮)	0/0	ak/ɔk	5/5	陰入/陰入	
搅	閩南區	泉漳片		南安(溪美鎮)	k	iau	55	陰上	
搜	閩南區	泉漳片		南安(溪美鎮)	s	o	33	陰平	
搲	閩南區	泉漳片		南安(溪美鎮)	0	ua	31	去聲	~拐。
救	閩南區	泉漳片		南安(溪美鎮)	k	iu	31	去聲	
敲	閩南區	泉漳片		南安(溪美鎮)	kʰ	au	33	陰平	敲剝。
斡	閩南區	泉漳片		南安(溪美鎮)	0/0	uat/uat	3/5	陽入/陰入	
新	閩南區	泉漳片		南安(溪美鎮)	s	in	33	陰平	
施	閩南區	泉漳片		南安(溪美鎮)	s	i	33	陰平	
昏	閩南區	泉漳片		南安(溪美鎮)	h/h	ŋ̩/un	33/33	陰平/陰平	
普	閩南區	泉漳片		南安(溪美鎮)	pʰ/pʰ	ɔ/u	55/55	陰上/陰上	單字讀。<br>天普光
曹	閩南區	泉漳片		南安(溪美鎮)	ts	ɔ	24	陽平	
朧	閩南區	泉漳片		南安(溪美鎮)	l	ɔŋ	55	陰上	
朱	閩南區	泉漳片		南安(溪美鎮)	ts	u	33	陰平	
柔	閩南區	泉漳片		南安(溪美鎮)	l	iu	24	陽平	
桑	閩南區	泉漳片		南安(溪美鎮)	s/s	ɔŋ/ŋ̩	33/33	陰平/陰平	
桓	閩南區	泉漳片		南安(溪美鎮)	h	uan	24	陽平	
桶	閩南區	泉漳片		南安(溪美鎮)	tʰ	aŋ	55	陰上	
梅	閩南區	泉漳片		南安(溪美鎮)	0/m	m̩/uĩ	24/24	陽平/陽平	
梗	閩南區	泉漳片		南安(溪美鎮)	k/k	əŋ/ĩ	55/55	陰上/陰上	
械	閩南區	泉漳片		南安(溪美鎮)	h	ai	24	陽平	
極	閩南區	泉漳片		南安(溪美鎮)	k	ik	3	陽入	
歆	閩南區	泉漳片		南安(溪美鎮)	h	im	33	陰平	
歎	閩南區	泉漳片		南安(溪美鎮)	tʰ	an	31	去聲	
毕	閩南區	泉漳片		南安(溪美鎮)	p/p	it/it	3/5	陽入/陰入	
汁	閩南區	泉漳片		南安(溪美鎮)	ts	ap	5	陰入	
江	閩南區	泉漳片		南安(溪美鎮)	k	aŋ	33	陰平	
沉	閩南區	泉漳片		南安(溪美鎮)	t/t/tʰ	iam/im/iam	24/24/31	陽平/陽平/去聲	沉實<br>文讀<br>使沉。
泛	閩南區	泉漳片		南安(溪美鎮)	h	uan	31	去聲	
波	閩南區	泉漳片		南安(溪美鎮)	p/pʰ	ɔ/o	33/33	陰平/陰平	風波<br>白讀。
浔	閩南區	泉漳片		南安(溪美鎮)	s	im	24	陽平	
涼	閩南區	泉漳片		南安(溪美鎮)	l/n	iɔŋ/iũ	24/24	陽平/陽平	文讀<br>涼傘。
滨	閩南區	泉漳片		南安(溪美鎮)	p	in	33	陰平	
潭	閩南區	泉漳片		南安(溪美鎮)	tʰ	am	24	陽平	
灯	閩南區	泉漳片		南安(溪美鎮)	t	iŋ	33	陰平	
烂	閩南區	泉漳片		南安(溪美鎮)	l/n	an/uã	31/31	去聲/去聲	
焰	閩南區	泉漳片		南安(溪美鎮)	0	iam	31	去聲	
熏	閩南區	泉漳片		南安(溪美鎮)	h	un	33	陰平	
燃	閩南區	泉漳片		南安(溪美鎮)	h/n	iã/iã	24/24	陽平/陽平	燃火。<br>燃火
燥	閩南區	泉漳片		南安(溪美鎮)	s/s	ɔ/o	31/31	去聲/去聲	文讀<br>焦燥。
猛	閩南區	泉漳片		南安(溪美鎮)	b	iŋ	55	陰上	
玉	閩南區	泉漳片		南安(溪美鎮)	g/g	iɔk/ik	3/3	陽入/陽入	
珠	閩南區	泉漳片		南安(溪美鎮)	ts/ts	iu/u	33/33	陰平/陰平	
瓦	閩南區	泉漳片		南安(溪美鎮)	0	ua	55	陰上	
瓶	閩南區	泉漳片		南安(溪美鎮)	p	an	24	陽平	
疲	閩南區	泉漳片		南安(溪美鎮)	pʰ	i	24	陽平	
痰	閩南區	泉漳片		南安(溪美鎮)	tʰ	am	24	陽平	
登	閩南區	泉漳片		南安(溪美鎮)	t	əŋ	33	陰平	
百	閩南區	泉漳片		南安(溪美鎮)	p/p	aʔ/ik	5/5	陰入/陰入	
皇	閩南區	泉漳片		南安(溪美鎮)	h	ɔŋ	24	陽平	
眉	閩南區	泉漳片		南安(溪美鎮)	b	i	24	陽平	
眾	閩南區	泉漳片		南安(溪美鎮)	ts/ts	iɔŋ/iŋ	31/31	去聲/去聲	
矛	閩南區	泉漳片		南安(溪美鎮)	b/m	au/aũ	24/24	陽平/陽平	
矮	閩南區	泉漳片		南安(溪美鎮)	0	ue	55	陰上	
石	閩南區	泉漳片		南安(溪美鎮)	s/s/s/ts	ia/iaʔ/it/ioʔ	31/3/3/3	去聲/陽入/陽入/陽入	石榴<br>石石<br>文讀<br>石頭。
私	閩南區	泉漳片		南安(溪美鎮)	s/s	ai/ɯ	33/33	陰平/陰平	私骹。<br>文讀
秧	閩南區	泉漳片		南安(溪美鎮)	0	ŋ̩	33	陰平	
秫	閩南區	泉漳片		南安(溪美鎮)	ts	ut	3	陽入	秫米。
穴	閩南區	泉漳片		南安(溪美鎮)	h	iat	3	陽入	
空	閩南區	泉漳片		南安(溪美鎮)	kʰ/kʰ	aŋ/ɔŋ	33/33	陰平/陰平	
笠	閩南區	泉漳片		南安(溪美鎮)	l	ueʔ	3	陽入	
篾	閩南區	泉漳片		南安(溪美鎮)	b	iʔ	3	陽入	
粗	閩南區	泉漳片		南安(溪美鎮)	tsʰ	ɔ	33	陰平	
糟	閩南區	泉漳片		南安(溪美鎮)	ts	au	33	陰平	
糠	閩南區	泉漳片		南安(溪美鎮)	kʰ/kʰ	ɔŋ/ŋ̩	33/33	陰平/陰平	
緊	閩南區	泉漳片		南安(溪美鎮)	k	in	55	陰上	
纹	閩南區	泉漳片		南安(溪美鎮)	b	un	24	陽平	
纽	閩南區	泉漳片		南安(溪美鎮)	l	iu	55	陰上	
细	閩南區	泉漳片		南安(溪美鎮)	s	e	31	去聲	
翁	閩南區	泉漳片		南安(溪美鎮)	0/0	aŋ/ɔŋ	33/33	陰平/陰平	丈夫。<br>文讀
翠	閩南區	泉漳片		南安(溪美鎮)	tsʰ	ui	31	去聲	
肃	閩南區	泉漳片		南安(溪美鎮)	s	iɔk	5	陰入	
肄	閩南區	泉漳片		南安(溪美鎮)	0	i	31	去聲	
肝	閩南區	泉漳片		南安(溪美鎮)	k/k	an/uã	33/33	陰平/陰平	
腕	閩南區	泉漳片		南安(溪美鎮)	0	uan	55	陰上	
腻	閩南區	泉漳片		南安(溪美鎮)	l	i	31	去聲	
舅	閩南區	泉漳片		南安(溪美鎮)	k/k	iu/u	11/11	陽上/陽上	
舍	閩南區	泉漳片		南安(溪美鎮)	s	ia	31	去聲	
芭	閩南區	泉漳片		南安(溪美鎮)	p	a	33	陰平	
若	閩南區	泉漳片		南安(溪美鎮)	l/n	iɔk/ã	3/31	陽入/去聲	文讀<br>若無。
茅	閩南區	泉漳片		南安(溪美鎮)	b/m	au/aũ	24/24	陽平/陽平	
莫	閩南區	泉漳片		南安(溪美鎮)	b/b	ɔk/oʔ	3/3	陽入/陽入	文讀<br>莫用。
菊	閩南區	泉漳片		南安(溪美鎮)	k/k	ak/iɔk	5/5	陰入/陰入	
萤	閩南區	泉漳片		南安(溪美鎮)	0	iã	24	陽平	
萱	閩南區	泉漳片		南安(溪美鎮)	s	uan	33	陰平	
葉	閩南區	泉漳片		南安(溪美鎮)	0	iap	3	陽入	姓。
蓝	閩南區	泉漳片		南安(溪美鎮)	l	am	24	陽平	
藤	閩南區	泉漳片		南安(溪美鎮)	t	in	24	陽平	
虛	閩南區	泉漳片		南安(溪美鎮)	h	ɯ	33	陰平	
虞	閩南區	泉漳片		南安(溪美鎮)	g	u	24	陽平	
蛟	閩南區	泉漳片		南安(溪美鎮)	k	au	33	陰平	
蝶	閩南區	泉漳片		南安(溪美鎮)	t	iap	3	陽入	
螺	閩南區	泉漳片		南安(溪美鎮)	l/l	ɔ/ə	24/24	陽平/陽平	螺絲<br>白讀。
衣	閩南區	泉漳片		南安(溪美鎮)	0/0	i/ui	33/33	陰平/陰平	文讀<br>胎盤。
补	閩南區	泉漳片		南安(溪美鎮)	p	ɔ	55	陰上	
衰	閩南區	泉漳片		南安(溪美鎮)	s	ue	33	陰平	
袄	閩南區	泉漳片		南安(溪美鎮)	0	o	55	陰上	
袍	閩南區	泉漳片		南安(溪美鎮)	pʰ	au	24	陽平	
袴	閩南區	泉漳片		南安(溪美鎮)	kʰ	ɔ	31	去聲	
裴	閩南區	泉漳片		南安(溪美鎮)	p	ue	24	陽平	
裹	閩南區	泉漳片		南安(溪美鎮)	k	ɔ	55	陰上	
觅	閩南區	泉漳片		南安(溪美鎮)	b	aʔ	3	陽入	
訖	閩南區	泉漳片		南安(溪美鎮)	g	ət	5	陰入	
許	閩南區	泉漳片		南安(溪美鎮)	h/kʰ	ɯ/ɔ	55/55	陰上/陰上	文讀<br>姓。
誰	閩南區	泉漳片		南安(溪美鎮)	s	ui	24	陽平	
謄	閩南區	泉漳片		南安(溪美鎮)	tʰ	əŋ	24	陽平	
