#ɿ
ts [24]志[33]支[54]趾[21]缉集质植
tsʰ [21]瓷磁
s [33]厮私

#i
p [55]蓖闭[54]逼[21]毕必
pʰ [55]秕[54]撇
m [21]篾
tʰ [54]帖贴铁
n [54]小
l [21]栗
ts [24]技[55]翅[54]接折{～叠}节[21]迹绩
tsʰ [33]齿[21]痴[54]切[21]漆
s [33]是屎[55]细试[54]息[21]失惜
tʃ [24]枝[12]骑[33]纸指{手～ }[21]纪[54]折{～断}[21]汁揭吉
tʃ [24]器[21]赤
ȵ [12]宜[33]蚁耳[21]二贰[21]热
ʃ [24]弃[33]起[55]戏喜气汽舌[21]匙豉[54]歇[21]习食席释
k [24]继[33]几{茶～}几{～个}[55]计寄痣己记[54]击激[21]级及极积
kʰ [12]棋旗
∅ [24]衣亿易{交～}役[12]移姨[33]椅[55]医[21]易{难～}[54]噎[21]叶乙益译疫

#u
p[33]补[55]布□{告诉}[21]步菢
pʰ [24]铺{～设}扑[33]堡抱[55]铺{店～}[54]泼
m [12]毛[33]拇[21]帽[54]牡
f [24]麸[12]葫[33]苦壶虎敷扶斧傅[55]裤戽付[21]胡户俘符复[54]阔
t [24]多度刀踱[12]徒掏桃淘萄[33]堵肚{鱼～，猪～}肚{腹～}□{系，系鞋带}□{捆}[55]都到[21]道[21]独督
tʰ [24]拖托[33]土[55]吐{～痰}吐{呕～}兔倒{～水}套[54]脱[21]秃
n [12]奴□{薅}[33]恼
l [24]鹭[12]箩炉□{澄}[33]瘰卤脑老[21]卢芦路驴牢[21]鹿
ts [24]租糟[33]祖组曹槽早枣蚤凿啄[55]左灶
tsʰ [24]粗[33]草[55]醋糙
s [24]苏骚烧[33]薯数{动词}嫂[55]扫{～地}扫{～帚}漱[21]续[54]雪缩[21]术{白～，苍～}术{算～}述速宿续
tʃ [12]锄[33]主[21]烛嘱
tʃ [24]楚处[12]雏[55]初
ʃ [24]梳[33]少[21]数{名词}[21]淑畜属
k [24]歌高蒿[33]古估股鼓[55]个姑故固顾□{打}
kʰ [24]库酷[55]靠[21]确
ŋ [12]熬[33]我
h [21]号[54]血
∅ [24]误悟恶{恨，可～ }[12]蜈[33]武舞[55]沤[54]巫

#y
tʃ [24]剧{～烈}剧{戏～ }[12]卒[33]煮轴
tʃ [24]趋[21]渠厨[54]缺
ȵ [33]鱼渔[54]月
ʃ [24]书输[33]舒鼠竖[21]树
k [24]车{～马炮}[33]举[55]锯
h [24]虚
∅ [24]淤[12]余{姓}余{多～ }[33]雨[21]遇芋[21]玉

#a
p [24]巴疤[12]爬琶[33]芭把[21]耙罢[54]八
pʰ [55]怕
m [12]麻痲蟆[33]马码[55]□{扛}[21]骂[21]抹{～布，～桌子}抹袜
f [24]花[12]划[33]法发{头～}发{～展}[21]画[21]乏伐罚
t [55]搭[21]沓
tʰ [24]他[33]踏[21]塔
n [24]捺[21]哪那
l [24]拉[21]腊蜡
ts [24]楂渣[12]茶查[55]榨炸{～ 弹}乍[54]眨炸{用油～}扎铡[21]杂
tsʰ [24]岔[55]差[54]叉杈插擦
s [24]纱[55]沙[54]洒杀
k [24]家加[33]假{真～}[55]假{放～}架嫁[54]夹夹{～衣}
kʰ [55]揢[54]掐
ŋ [12]牙芽
h [24]虾[33]下{底～}下{～降}[21]夏{姓}夏{春～ }[54]瞎[21]狭
∅ [24]丫[33]阿哑[55]砑□{碾}[54]鸭押压轧

#ia
tʃ [24]价
ʃ [21]辖
∅ [33]野[21]夜{晚}

#ua
tʃ [24]抓[33]爪
ʃ [33]耍[54]刷
k [24]瓜[55]挂[54]刮[21]括
kʰ [33]垮[55]跨
h [21]猾
∅ [33]瓦[21]话[54]瓦{动词}挖[21]滑

#æ
p[12]排牌簰[33]摆[21]稗败
pʰ [24]派
m [12]埋[33]买[21]卖
f [55]块快[21]坏□{丑}
t [55]姐[21]大大{～夫，～黄，药名}
tʰ [55]太
n [12]泥[33]奶
ts [12]柴[33]崽[21]寨{村}[21]昨
tsʰ [24]猜[12]财裁[33]在[55]菜
s [24]赛筛{～子}
ʃ [12]筛{～一～}[55]晒
k [24]介界届街[33]解{晓也}[54]解{讲～，～开}
ŋ [24]蔼[12]捱[55]艾
h [12]鞋[21]携
∅ [33]矮

#uæ
k [24]乖卦[33]瘸拐[55]怪
ŋ [33]□{蟹}

#ie
p [24]鳖[55]篦[54]憋□{剥}檗[21]百白
pʰ [24]披[54]拍□{涌}
m [24]□{破}[12]迷[33]米[55]□{烂}[21]□{淹}[54]灭[21]麦
f [55]肺
t [24]低[12]提蹄[33]底抵[55]□{溻}[54]滴[21]碟牒
tʰ [24]梯[33]体弟[55]替涕剃[54]剔
n [33]忍[21]腻[21]镊业
l [12]犁[21]列烈劣
ts [24]装[12]齐脐[33]斜挤[55]借蔗戒[21]茄荠[54]摘
tsʰ [24]车{马～}[33]扯[55]砌脆[54]采撤拆
s [24]赊社麝西射[12]蛇[33]写舍{～不得}洗[55]岁[21]射舍{宿～ }[21]穴
tʃ [24]遮
ȵ [12]严银[33]惹
ʃ [55]吓{～一跳}泻[54]客吓{恐～}
k [24]鸡[54]隔
∅ [33]也[21]页液腋

#ye
tʃ [21]决诀
tʃ [21]雀
∅ [21]阅

#ə
p [21]枇鼻□{坠}□{摔}□{掉}□{跌}□{落}[54]笔北[21]泊薄伯
m [12]模[21]墨脉木
t [21]得德直
tʰ [21]特
l [21]立笠粒力
ts [21]□{拾}[54]鲫织责只[21]侄贼泽择{～菜}择{选～}
tsʰ [54]彻七出策册尺
s [54]湿虱塞[21]袭十设色
tʃ [21]蛰侧
ʃ [21]石
k [54]角
kʰ [55]咳[21]克
h [54]黑[21]学核
∅ [21]额

#iə
pʰ [54]劈
t [54]□{穿}竹
tʰ [54]踢
l [21]六
tʃ [54]戚
ȵ [54]日[21]入肉
ʃ [54]吃
k [54]□{累}急脚
∅ [54]揖一[21]药

#uə
f [54]福
l [21]倒{打～，颠～}□{焯}
tʃ [54]粥
k [54]骨谷
ŋ [12]摇[54]□{挠}
h [54]哭
∅ [54]屋

#io
n [21]略
tʃ [21]鹊觉{知～}
ȵ [21]弱
∅ [21]约钥跃岳乐

#uo
p [24]薄{～荷}[12]婆[33]菠玻簸{～一～}簸{～箕}
pʰ [24]坡[55]剖
m [24]摸陌[12]磨{～刀}摩磨{～面，石～ }[21]魔[21]末沫莫默
f [33]火伙[55]货
t [33]朵躲[55]剁[21]夺读
n [21]糯
l [12]锣骡螺脶[33]□{找}[21]罗[54]辣
ts [55]做[54]作捉[21]桌浊镯
tsʰ [24]搓撮错{～杂}戳[33]坐座[55]错{～误}
s [33]锁所[55]蓑
tʃ [24]绰
ʃ [24]□{哄}[54]朔[21]熟
k [24]哥过锅[33]可果[54]割[21]葛各阁搁胳郭国
kʰ [24]课[54]磕
ŋ [12]蛾鹅[21]饿
h [24]获[12]和{～气}[21]和{～面}[21]或惑
