id	ini	fn	pt	单字	IPA	注释
1173	f	uɔi	31	輝	fuɔi31	光～，～煌
1174	f	uɔi	55	徽	fuɔi55	国～，～章
1175	v	ɔi	13	諱	vɔi13	忌～
1176	v	ɔi	31	威	vɔi31	～风，～胁
1177	v	ɔi	13	畏	vɔi13	不喜欢；怕，～热
1178	v	ɔi	35	慰	vɔi35	安～，～问
1179	v	ɔi	21	違	vɔi21	～反
1180	v	ɔi	21	圍	vɔi21	包～，～墙
1181	v	ɔi	13	偉	vɔi13	～大
1182	v	ɔi	13	葦	vɔi13	芦～
1183	v	ɔi	13	緯	vɔi13	经～
1184	v	ɔi	43	胃	vɔi43	肠～
1185	v	ɔi	43	謂	vɔi43	称～，所～
1186	v	ui	43	彙	vui43	词～
1187	p	ɐu	31	褒	pɐu31	～奖，～义词
1188	p	ɐu	35	保	pɐu35	～护
1189	p	ɐu	35	堡	pɐu35	碉～
1190	p	ɐu	35	寶	pɐu35	～贝
1191	p	ɐu	13	報	pɐu13	～告，日～
1192	pʰ	ɐu	21	袍	pʰɐu21	长～，袄～
1193	pʰ	ɐu	13	抱	pʰɐu13	拥抱
1194	p	ɐu	43	暴	pɐu43	～雨，残～
1195	b	ɐu	21	毛	bɐu21	～病，鸡～
1196	b	ɐu	43	冒	bɐu43	～充，感～
1197	b	ɐu	55	帽	bɐu55	草～
1198	t	ɐu	31	刀	tɐu31	菜～
1199	tʰ	ɐu	31	叨	tʰɐu31	唠～
1200	tʰ	ɐu	35	禱	tʰɐu35	祈～，～告
1201	t	ɐu	35	島	tɐu35	海南～
1202	t	ɐu	35	倒	tɐu35	颠～
1203	t	ɐu	13	到	tɐu13	～站
1204	t	ɐu	35	倒	tɐu35	～水，～退
1205	tʰ	ɐu	31	滔	tʰɐu31	～～不绝，波浪～天
1206	tʰ	ɐu	35	討	tʰɐu35	～老婆，～厌
1207	tʰ	ɐu	13	套	tʰɐu13	配～，～房
1208	tʰ	ɐu	21	桃	tʰɐu21	杨～，～花
1209	tʰ	ɐu	21	逃	tʰɐu21	～走
1210	tʰ	ɐu	21	淘	tʰɐu21	～米，～沙
1211	tqh	ɐu	21	陶	tqhɐu21	～瓷；姓
1212	tqh	ɐu	21	萄	tqhɐu21	葡～
1213	tʰ	ɐu	21	濤	tʰɐu21	波～
1214	t	ɐu	43	道	tɐu43	～理
1215	t	ɐu	43	稻	tɐu43	水～
1216	t	ɐu	43	盜	tɐu43	强～，～窃
1217	t	ɐu	43	導	tɐu43	领～，～师
1218	n	ɐu	13	腦	nɐu13	猪～，～屎（脑子）
1219	n	ɐu	55	惱	nɐu55	烦～[文]
1220	n	ɐu	55	惱	nɐu55	讨厌，不喜欢[白]
1221	l	ɐu	21	勞	lɐu21	～动
1222	l	ɐu	21	撈	lɐu21	打～局[文]
1223	l	ɐu	21	撈	lɐu21	～起来[白]
1224	l	ɐu	21	牢	lɐu21	～房，坐～
1225	l	ɐu	21	嘮	lɐu21	～叨
1226	l	ɐu	13	老	lɐu13	～爷，～实
1227	l	ɐu	21	澇	lɐu21	洪～，旱～
1228	ts	ɐu	31	遭	tsɐu31	～遇，～殃
1229	ts	ɐu	31	糟	tsɐu31	酒～，～糕
1230	ts	ɐu	35	早	tsɐu35	还～
1231	ts	ɐu	35	棗	tsɐu35	红～
1233	tsʰ	ɐu	13	躁	tsʰɐu13	烦～，暴～
1234	ts	ɐu	13	竈	tsɐu13	～头，～神
1235	ʦʰ	ɐu	43	操	ʦʰɐu43	做～，～作
1236	tsʰ	ɐu	35	草	tsʰɐu35	青～，～稿
1237	tsʰ	ɐu	13	糙	tsʰɐu13	～米，粗～
1238	tsʰ	ɐu	21	曹	tsʰɐu21	姓
1239	tsʰ	ɐu	21	槽	tsʰɐu21	猪～，水～
1240	tsʰ	ɐu	13	皂	tsʰɐu13	肥～
1241	tsʰ	ɐu	13	造	tsʰɐu13	创～
1242	s	ɐu	31	騷	sɐu31	风～，离～
1243	s	ɐu	31	臊	sɐu31	臭～
1244	s	ɐu	35	掃	sɐu35	～地[动]
1245	s	ɐu	35	嫂	sɐu35	大～
1246	s	ɐu	13	掃	sɐu13	～把[名]
1247	k	ɐu	31	高	kɐu31	姓；～低
1248	k	ɐu	31	膏	kɐu31	牙～；狗皮～药
1249	k	ɐu	31	篙	kɐu31	竹～
1250	k	ɐu	55	羔	kɐu55	羊～
1251	k	ɐu	55	糕	kɐu55	蛋～，糟～
1252	k	ɐu	35	稿	kɐu35	草～，～纸
1253	k	ɐu	13	告	kɐu13	报～，～状
1254	h	au	35	考	hau35	～试，大～
1255	h	au	55	烤	hau55	烧～
1256	kʰ	ɐu	13	靠	kʰɐu13	依～，可～
1257	k	ɐu	35	犒	kɐu35	～劳，～赏
1258	ɡ	ɐu	21	熬	ɡɐu21	～汤，～夜
1259	g	ɐu	43	傲	gɐu43	骄～
1260	h	ɐu	31	蒿	hɐu31	蓬～，青～，茼～
1261	h	ɐu	35	好	hɐu35	～人
1262	h	ɐu	13	好	hɐu13	爱～
1263	h	ɐu	43	耗	hɐu43	消～
1264	h	ɐu	21	豪	hɐu21	～华，～猪
1265	h	ɐu	21	壕	hɐu21	战～
1266	h	ɐu	21	毫	hɐu21	～米
1267	h	ɐu	43	號	hɐu43	～叫，呼～[动]
1268	h	ɐu	43	浩	hɐu43	～～荡荡；人名用字
1269	h	ɐu	43	號	hɐu43	～码，口～[名]
1271	n	ɐu	43	懊	nɐu43	～恼
1272	n	ɐu	13	奥	nɐu13	～妙，～运会
1274	n	ɐu	13	澳	nɐu13	～门
1275	p	au	55	包	pau55	钱～，～围
1276	p	au	55	胞	pau55	同～
1277	p	au	35	飽	pau35	食～（吃饱）
1278	pʰ	au	13	豹	pʰau13	动物，～虎
1279	p	au	13	爆	pau13	～炸
1280	pʰ	au	55	泡	pʰau55	灯～；泡沫（多～）
1281	p	ouk	043	泡	pouk43	起～[训，瘭]
1282	pʰ	au	31	拋	pʰau31	～弃
1283	pʰ	au	13	炮	pʰau13	枪～
1284	pʰ	au	13	泡	pʰau13	～茶
1285	pʰ	au	35	跑	pʰau35	～步
1286	pʰ	au	21	刨	pʰau21	～地，～花板
1287	p	au	31	鮑	pau31	姓；～鱼
1288	b	au	21	茅	bau21	～庐
1289	m	au	55	貓	mau55	大～
1290	b	au	21	錨	bau21	抛～
1291	b	au	13	卯	bau13	地支，子丑寅卯
1292	m	au	43	貌	mau43	礼～
1293	n	au	43	鬧	nau43	～热，～事
1294	ts	au	13	罩	tsau13	灯～，床～
1295	ts	a	31	抓	tsa31	～紧
1296	ts	au	35	爪	tsau35	鸡～
1297	ts	au	35	找	tsau35	～钱，查～
1298	ts	au	13	笊	tsau13	～捞（笊篱）
1299	tsʰ	au	31	抄	tsʰau31	～书
1300	tsʰ	au	31	鈔	tsʰau31	～票
1301	tsʰ	au	35	炒	tsʰau35	～股，～菜
1302	tsʰ	au	21	吵	tsʰau21	～人，争～
1303	tsʰ	au	21	巢	tsʰau21	雀～
1304	s	au	55	梢	sau55	树～
1305	s	au	31	捎	sau31	～带，～口信
1306	s	au	35	稍	sau35	～等；～息
1307	s	au	13	哨	sau13	口～
1308	k	au	31	交	kau31	～通，～钱[文]
1309	k	au	31	交	kau31	交叉，～脚（翘二郎腿）[白]
1310	k	au	31	郊	kau31	～区
1311	k	au	31	膠	kau31	～水，橡～
1312	k	au	13	教	kau13	～书
1313	k	au	35	絞	kau35	～刑，～肉机
1314	k	au	35	狡	kau35	～猾
1315	k	au	13	鉸	kau13	～剪
1316	k	au	35	攪	kau35	搅拌
1317	k	au	35	搞	kau35	～活动
1318	k	au	31	教	kau31	～育，～师
1319	k	au	13	校	kau13	～对
1320	k	au	13	校	kau13	调校
1321	k	au	13	較	kau13	比～[文]
1322	k	au	13	較	kau13	交换[白]
1323	h	au	43	酵	hau43	发～，～母片
1324	k	au	13	窖	kau13	地～，番薯～
1325	k	au	13	覺	kau13	睡～
1326	h	au	31	敲	hau31	～锣打鼓
1327	h	au	35	巧	hau35	～合
1328	ɡ	au	13	咬	ɡau13	～人
1329	h	au	13	孝	hau13	～顺
1330	h	au	31	哮	hau31	～喘
1331	g	au	21	肴	gau21	美味佳～
1332	g	au	21	淆	gau21	混～
1333	h	au	43	效	hau43	～果
1334	h	au	43	校	hau43	学～，～长，上～
1335	ɡ	au	13	凹	ɡau13	～面镜
1336	g	au	13	坳	gau13	山～，～背
1338	p	iu	31	標	piu31	～准，～志，招～
1339	p	iu	35	表	piu35	图～，～扬
1340	p	iu	55	錶	piu55	手～
1341	pʰ	iu	31	飄	pʰiu31	～扬
1342	pʰ	iu	31	漂	pʰiu31	～流
1343	pʰ	iu	13	漂	pʰiu13	～白，～亮
1344	pʰ	iu	13	票	pʰiu13	车～
1345	pʰ	iu	21	瓢	pʰiu21	勺子
1346	pʰ	iu	21	嫖	pʰiu21	～娼
1348	b	iu	21	苗	biu21	鱼～，～族
1349	b	iu	21	描	biu21	～写
1350	b	iu	35	藐	biu35	～视
1351	b	iu	13	渺	biu13	～小，～茫
1352	b	iu	13	秒	biu13	～针
1353	b	iu	43	廟	biu43	和尚～
1354	b	iu	43	妙	biu43	～计
1355	l	iu	21	燎	liu21	星星之火，可以～原
1356	l	iu	21	療	liu21	治～，～养
1357	ʦ	iu	31	焦	ʦiu31	姓
1358	ts	iu	55	蕉	tsiu55	米～；～岭（地名）
1359	ts	iu	31	椒	tsiu31	胡～
1360	ts	iu	35	剿	tsiu35	围～，～匪
1361	ts	iu	43	醮	tsiu43	打～（做法事），再醮（嫁人）
1362	tsʰ	iu	35	悄	tsʰiu35	静～～
1363	tsʰ	iu	13	俏	tsʰiu13	俊～
1364	tsʰ	iu	31	樵	tsʰiu31	柴
1365	s	iu	31	消	siu31	～化
1366	s	iu	31	宵	siu31	元～，夜～
1367	s	iu	31	硝	siu31	～烟，～酸
1368	s	iu	31	銷	siu31	供～社，～售
1369	s	iu	35	小	siu35	～姐，～人
1370	s	iu	13	笑	siu13	～话，玩～
1371	s	iu	31	肖	siu31	姓
1372	tsʰ	iu	13	肖	tsʰiu13	生～
1373	s	iu	31	鞘	siu31	刀～
1374	ts	iu	31	朝	tsiu31	～晨，三～
1375	tsʰ	iu	31	超	tsʰiu31	～过
1376	tsʰ	iu	21	朝	tsʰiu21	～代
1377	tsʰ	iu	21	潮	tsʰiu21	～湿，涨～
1378	ts	iu	43	趙	tsiu43	姓
1379	s	iu	43	兆	siu43	预～；人名用字
1380	ts	iu	31	召	tsiu31	号～，～集
1381	ts	iu	31	昭	tsiu31	王～君
1382	ts	iu	31	招	tsiu31	～生
1383	s	iu	43	沼	siu43	～气
1384	ts	iu	13	照	tsiu13	～明，～顾
1385	s	iu	43	詔	siu43	～书；～安（地名）
1386	s	iu	31	燒	siu31	～水，发～
1387	s	iu	35	少	siu35	～数，多～
1388	s	iu	13	少	siu13	～年，～爷
1389	s	iu	21	韶	siu21	～关（地名）
1390	s	iu	13	紹	siu13	介～；～兴（地名）
1391	s	iu	13	邵	siu13	姓
1392	j	iu	35	饒	jiu35	～命，求～
1393	j	iu	35	擾	jiu35	打～，～乱
1394	j	iu	35	繞	jiu35	围～，～线
1395	k	iu	31	驕	kiu31	～傲
1396	k	iu	31	嬌	kiu31	～气，做～（撒娇）
1397	k	iu	35	矯	kiu35	～正
1398	kʰ	iu	21	喬	kʰiu21	姓
1399	kʰ	iu	21	僑	kʰiu21	华～
1400	kʰ	iu	21	橋	kʰiu21	大～
1401	kʰ	iu	21	蕎	kʰiu21	～麦
1402	k	iu	55	轎	kiu55	坐～，扛～
1403	kʰ	iu	21	翘	kʰiu21	银～片
1404	h	iu	31	翘	hiu31	～起来
1405	h	iu	31	囂	hiu31	～张
1406	j	iu	31	夭	jiu31	～折
1407	j	iu	31	妖	jiu31	～怪
1408	j	iu	31	邀	jiu31	～请
1409	j	iu	55	腰	jiu55	猪～
1410	j	iu	31	要	jiu31	～求
1411	j	iu	43	要	jiu43	重～
1412	j	iu	21	搖	jiu21	动～，～篮
1413	j	iu	21	謠	jiu21	歌～，民～
1414	j	iu	21	遥	jiu21	逍～
1415	j	iu	21	窯	jiu21	～洞，烧～
1416	j	iu	21	姚	jiu21	姓，～明
1417	j	iu	13	舀	jiu13	～水
1418	j	iu	43	耀	jiu43	～眼，荣～
1419	j	iu	55	鷂	jiu55	纸～（风筝）；～婆（老鹰）
1420	t	iu	31	刁	tiu31	～钻，嘴～
1421	t	iu	31	貂	tiu31	～婵，～皮
1422	t	iu	31	雕	tiu31	木～，～刻
1423	n	iu	13	鳥	niu13	花～市场[文]
1424	n	iu	13	鳥	niu13	～笼[白]
1425	t	iu	35	鳥	tiu35	骂人话，交合[白]
1426	t	iu	13	釣	tiu13	～鱼
1427	t	iu	13	吊	tiu13	上～，～车
1428	tʰ	iu	31	挑	tʰiu31	～剔，～担
1429	tʰ	iu	21	跳	tʰiu21	～高，起～
1430	tʰ	iu	13	糶	tʰiu13	～米（卖米）
1431	tʰ	iu	21	條	tʰiu21	～件，字～
1432	tʰ	iu	21	調	tʰiu21	～和，～整
1433	tʰ	iu	13	跳	tʰiu13	～上跌落（阳平）
1434	t	iu	43	掉	tiu43	～头，～队
1435	t	iu	43	調	tiu43	音～
1436	t	iu	43	調	tiu43	～动，～走
1437	n	iu	43	尿	niu43	屙～
1438	l	iu	21	聊	liu21	无～，～天
1439	l	iu	21	遼	liu21	～宁，～国
1440	l	iu	21	撩	liu21	～起来
1441	l	iu	21	撩	liu21	～人
1442	l	iu	35	寥	liu35	～～无几
1443	l	iu	13	了	liu13	～结；明～，～解
1444	l	iu	21	瞭	liu21	～望台
1445	l	iu	55	料	liu55	肥～，材～
1446	s	iu	31	蕭	siu31	姓；～山（地名）
1447	s	iu	55	簫	siu55	吹～
1449	k	iu	35	繳	kiu35	～枪，～费
1450	h	iu	31	僥	hiu31	～幸
1451	k	iu	13	叫	kiu13	大～；小孩哭
1452	kʰ	iu	13	竅	kʰiu13	～门
1453	j	iu	21	堯	jiu21	～舜禹
1454	h	iu	13	曉	hiu13	春～，～得
1456	j	iu	31	吆	jiu31	～喝
1457	b	iu	13	杳	biu13	～无音讯
1458	pʰ	ɐu	35	剖	pʰɐu35	解～
1459	b	ɐu	13	某	bɐu13	～人
1460	b	ɐu	13	畝	bɐu13	一～田
1461	b	au	13	牡	bau13	～丹
1462	b	ɐu	13	母	bɐu13	父～
1463	b	ɐu	13	拇	bɐu13	～指
1464	b	ɐu	43	戊	bɐu43	～戌变法
1465	b	ɐu	43	茂	bɐu43	～盛；～名（地名）
1466	b	au	43	貿	bau43	外～，～易
1467	t	ɐu	31	兜	tɐu31	～风
1468	t	ɐu	35	斗	tɐu35	十升为一斗
1469	t	ɐu	35	抖	tɐu35	发～
1470	t	ɐu	35	陡	tɐu35	斜度大，～峭
1471	t	ɐu	13	鬥	tɐu13	～争，批～
1472	tʰ	ɐu	55	偷	tʰɐu55	小～
1473	tʰ	ɐu	35	敨	tʰɐu35	～气（呼吸）
1474	tʰ	ɐu	13	透	tʰɐu13	～明
1475	tʰ	ɐu	21	頭	tʰɐu21	开～
1476	tʰ	ɐu	21	投	tʰɐu21	～降
1477	t	ɐu	43	豆	tɐu43	黄～
1478	t	ɐu	13	逗	tɐu13	～留，～号
1479	t	ɐu	43	逗	tɐu43	水～
1480	l	ɐu	21	樓	lɐu21	～下
1481	l	ap	043	簍	lap43	竹～，字纸～
1482	l	ɐu	13	摟	lɐu13	搂抱
1483	l	ɐu	43	漏	lɐu43	～水，～斗
1484	l	ɐu	43	陋	lɐu43	简～
1485	ts	ɐu	35	走	tsɐu35	行走
1486	ts	ɐu	13	奏	tsɐu13	节～
1487	tsʰ	ɐu	13	湊	tsʰɐu13	～数，～热闹
1488	s	ɐu	13	嗽	sɐu13	咳～
1489	ŋ	ɐu	31	勾	ŋɐu31	～心斗角，～引
1490	ŋ	ɐu	55	鉤	ŋɐu55	鱼～
1491	k	ɐu	31	溝	kɐu31	～通
1492	k	ɐu	35	狗	kɐu35	
1493	k	ɐu	35	苟	kɐu35	～且偷生
1494	k	ɐu	13	夠	kɐu13	足～
1496	k	ɐu	13	構	kɐu13	结～，～造
1497	k	ɐu	13	購	kɐu13	采～，收～
1498	ŋ	ɐu	31	勾	ŋɐu31	～当
1500	h	ɐu	35	口	hɐu35	～头，开～
1501	t	æŋ	43	口	tæŋ43	一～饭
1502	kʰ	ɐu	13	叩	kʰɐu13	～头
1503	kʰ	ɐu	13	扣	kʰɐu13	～钱，～压
1504	kʰ	ɐu	13	寇	kʰɐu13	姓，～准；倭～
1505	ɡ	ɐu	13	藕	ɡɐu13	～断丝连，莲～
1506	g	ɐu	13	偶	gɐu13	配～，～然
1507	h	ɐu	21	侯	hɐu21	姓；诸侯
1508	h	ɐu	21	喉	hɐu21	～咙
1509	h	ɐu	21	猴	hɐu21	猴子
1510	h	ɐu	43	後	hɐu43	～生，～来[文]
1511	h	ɐu	43	後	hɐu43	～日[白]
1512	h	ɐu	43	后	hɐu43	皇～
1513	h	ɐu	13	厚	hɐu13	忠～
1514	h	ɐu	43	候	hɐu43	～车室，等～
1515	g	ɐu	31	歐	gɐu31	～洲；姓
1516	g	ɐu	31	区	gɐu31	姓
1517	g	ɐu	31	甌	gɐu31	瓦器；建～（地名）
1518	g	ɐu	35	嘔	gɐu35	～吐
1519	g	ɐu	31	毆	gɐu31	～打
1520	g	ɐu	13	漚	gɐu13	久浸水中，～坏，～肥
1522	f	ɐu	35	否	fɐu35	是～，～定
1523	f	u	43	富	fu43	丰～，～贵
1524	f	u	43	副	fu43	正～
1525	f	ɐu	21	浮	fɐu21	轻～，～力；云～（地名）
1526	pʰ	ɐu	21	浮	pʰɐu21	～起来[白]
1527	f	u	43	負	fu43	～责，～担
1528	f	u	43	婦	fu43	～女[文]
1529	pʰ	ɐu	13	婦	pʰɐu13	新～（儿媳）[白]
1531	f	ək	013	復	fək13	反～
1532	m	au	21	謀	mau21	计～，～财害命
1533	m	au	21	矛	mau21	～盾
1534	n	iu	55	紐	niu55	纽扣；～约（地名）
1535	n	ɐu	35	扭	nɐu35	～面帕，～动
1536	l	ɐu	21	流	lɐu21	河～[文]
1537	l	ɐu	21	流	lɐu21	～汗[白]
1538	l	ɐu	21	劉	lɐu21	姓
1539	l	ɐu	21	留	lɐu21	～级，停～
1540	l	ɐu	21	榴	lɐu21	石～，～莲
1541	l	ɐu	21	硫	lɐu21	～磺
1542	l	ɐu	21	琉	lɐu21	～璃
1543	l	ɐu	13	柳	lɐu13	～树
1545	s	yɛ	43	溜	syɛ43	～滑梯
1546	l	ɐu	43	餾	lɐu43	蒸～水，～粄
1547	l	iu	43	廖	liu43	姓
1549	ts	ɐu	35	酒	tsɐu35	～精
1550	tsʰ	ɐu	31	秋	tsʰɐu31	～天；～千
1551	ts	ɐu	43	就	tsɐu43	成～，～去
1552	s	ɐu	31	修	sɐu31	装～，～正
1553	s	ɐu	31	羞	sɐu31	～愧
1554	s	ɐu	13	秀	sɐu13	清～，～才
1555	s	ɐu	13	繡	sɐu13	～花
1556	s	ək	055	宿	sək5	星～
1557	s	ɐu	13	銹	sɐu13	铁～
1558	tsʰ	ɐu	21	囚	tsʰɐu21	～犯
1560	ts	ɐu	43	袖	tsɐu43	领～，衫～（衣袖）
1561	ts	ɐu	43	肘	tsɐu43	手～
1562	ts	ɐu	13	晝	tsɐu13	上～，～夜
1563	ʦʰ	ɐu	31	抽	ʦʰɐu31	～出
1564	tsʰ	ɐu	35	丑	tsʰɐu35	地支，子丑寅卯
1565	tsʰ	ɐu	21	綢	tsʰɐu21	～缎，丝～
1566	tsʰ	ɐu	21	稠	tsʰɐu21	～密
1567	tsʰ	ɐu	21	籌	tsʰɐu21	～码，～备
1568	ts	ɐu	43	紂	tsɐu43	商～王
1569	ts	ɐu	43	宙	tsɐu43	宇～
1570	ts	ɐu	31	鄒	tsɐu31	姓，～家华
1571	tsʰ	ɐu	21	皺	tsʰɐu21	～纹
1572	ts	ɐu	43	縐	tsɐu43	文～～
1573	s	ɐu	21	愁	sɐu21	～眉苦脸
1574	ts	ɐu	43	驟	tsɐu43	步～
1575	s	ɐu	35	搜	sɐu35	～查
1576	s	ɐu	31	餿	sɐu31	饭馊了，臭～
1577	s	ɐu	35	蒐	sɐu35	～集
1578	s	ɐu	13	瘦	sɐu13	肥瘦
1579	ts	ɐu	31	周	tsɐu31	姓；～围，～年
1580	ts	ɐu	31	舟	tsɐu31	～山
1581	ts	ɐu	31	州	tsɐu31	广～
1582	ts	ɐu	31	洲	tsɐu31	亚～
1584	ʦ	ɐu	13	咒	ʦɐu13	～人
1585	tsʰ	ɐu	35	醜	tsʰɐu35	出～[文]
1586	tsʰ	ɐu	35	醜	tsʰɐu35	长得丑[白]
1587	tsʰ	ɐu	13	臭	tsʰɐu13	～味
1588	s	ɐu	31	收	sɐu31	丰～，～集
1589	s	ɐu	35	手	sɐu35	～脚，～段
1590	s	ɐu	35	首	sɐu35	～先
1591	s	ɐu	35	守	sɐu35	看～所，保～
1592	s	ɐu	13	獸	sɐu13	野～
1593	s	ɐu	21	仇	sɐu21	～人，报～
1594	tsʰ	ɐu	21	酬	tsʰɐu21	应～，～谢
1595	s	ɐu	43	受	sɐu43	接～
1596	s	ɐu	43	壽	sɐu43	长～
1597	s	ɐu	43	授	sɐu43	教～
1598	s	ɐu	43	售	sɐu43	～货，出～
1599	j	iɐu	21	柔	jiɐu21	温～，～和
1601	k	u	55	鳩	ku55	斑～
1602	k	ɐu	55	鬮	kɐu55	拈～（抓阄）
1603	t	ɐu	35	糾	tɐu35	～缠
1604	k	ɐu	35	九	kɐu35	数字，～龙
1605	k	ɐu	35	久	kɐu35	长～
1606	k	ɐu	35	韭	kɐu35	～菜
1607	k	ɐu	13	灸	kɐu13	针～
1608	k	ɐu	13	救	kɐu13	～命
1609	k	ɐu	13	究	kɐu13	～竟，研～
1611	j	iɐu	31	丘	jiɐu31	姓
1612	kʰ	ɐu	21	求	kʰɐu21	要～
1613	kʰ	ɐu	21	球	kʰɐu21	足～
1614	s	ɐu	21	仇	sɐu21	姓
1615	k	au	13	臼	kau13	石～，脱～
1616	kʰ	ɐu	13	舅	kʰɐu13	～公
1617	k	ɐu	43	舊	kɐu43	新～
1618	k	au	13	柩	kau13	灵～
1619	ŋ	ɐu	21	牛	ŋɐu21	～牯
1620	j	iɐu	31	休	jiɐu31	～息，退～
1621	n	ɐu	35	朽	nɐu35	腐～，永垂不～
1622	tsʰ	ɐu	13	嗅	tsʰɐu13	～觉
1623	j	iɐu	31	憂	jiɐu31	～虑，担～
1624	j	iɐu	31	優	jiɐu31	～秀
1625	j	iɐu	21	尤	jiɐu21	～其
1626	j	iɐu	21	郵	jiɐu21	～票，～电局
1627	j	iɐu	13	有	jiɐu13	～钱
1628	j	iɐu	13	友	jiɐu13	朋～，～谊
1629	j	iɐu	43	又	jiɐu43	～来
1630	j	iɐu	43	右	jiɐu43	左～
1631	j	iɐu	43	祐	jiɐu43	保～
1632	j	iɐu	21	由	jiɐu21	～于，理～
1633	j	iɐu	21	油	jiɐu21	麻～
1634	j	iɐu	21	遊	jiɐu21	～泳，旅～
1635	j	iɐu	21	猶	jiɐu21	～豫
1636	j	iɐu	21	悠	jiɐu21	～闲，历史～久
1637	j	iɐu	13	酉	jiɐu13	地支，申酉戌亥
1638	j	iɐu	13	誘	jiɐu13	～惑，引～
1639	j	iɐu	55	柚	jiɐu55	沙田～
1640	j	iɐu	43	釉	jiɐu43	上～，～彩
1641	p	iu	55	彪	piu55	林～
1642	m	au	43	謬	mau43	～论，荒～
1643	t	iu	31	丢	tiu31	～失
1644	t	ɐu	35	糾	tɐu35	～正
1645	j	iɐu	21	幽	jiɐu21	～默
1646	j	iɐu	13	幼	jiɐu13	细小，～稚
1647	t	æŋ	31	耽	tæŋ31	～误
1648	t	æʔ	013	答	tæʔ13	回～
1649	t	æʔ	013	搭	tæʔ13	～车；衣服搭在肩上
1650	tʰ	æŋ	31	貪	tʰæŋ31	～心
1651	tʰ	æŋ	13	探	tʰæŋ13	试～
1652	t	æʔ	031	踏	tæʔ31	脚～
1653	tʰ	æŋ	21	潭	tʰæŋ21	深～
1654	tʰ	æŋ	21	譚	tʰæŋ21	姓，～嗣同
1655	t	æʔ	031	沓	tæʔ31	一～纸
1656	n	æŋ	21	南	næŋ21	东南西北
1657	n	æŋ	21	男	næŋ21	男女
1658	n	æʔ	043	納	næʔ43	归～
1659	l	ai	31	拉	lai31	拖～
1660	ts	æŋ	31	簪	tsæŋ31	绾住发髻的条状物
1661	tsʰ	æŋ	31	參	tsʰæŋ31	～军，～加
1662	tsʰ	æŋ	35	慘	tsʰæŋ35	悲～
1663	tʰs	æŋ	21	蠶	tʰsæŋ21	～丝
1664	ts	æʔ	031	雜	tsæʔ31	复～
1665	k	æŋ	35	感	kæŋ35	～谢，～动
1666	k	oʔ	031	蛤	koʔ31	花～；～蚧
1667	k	æʔ	013	鴿	kæʔ13	白～
1668	h	ɔŋ	31	堪	hɔŋ31	难～，不～
1669	ŋ	ɔŋ	31	龕	ŋɔŋ31	神～
1670	h	ɔŋ	21	坎	hɔŋ21	～坷
1671	h	ɔŋ	35	砍	hɔŋ35	～伤
1672	h	ɔŋ	43	勘	hɔŋ43	～误，～探
1673	h	ɔŋ	21	含	hɔŋ21	包～[文]
1674	h	ɔŋ	21	含	hɔŋ21	～糖[白]
1675	h	ɔŋ	21	函	hɔŋ21	～授，信～
1676	h	æŋ	43	撼	hæŋ43	震～
1677	h	æŋ	43	憾	hæŋ43	遗～
1678	h	æʔ	043	合	hæʔ43	～作，～适[文]
1679	h	æʔ	043	合	hæʔ43	～本，～伙[白]
1680	h	æʔ	043	盒	hæʔ43	铁～
1681	ŋ	ɔŋ	31	庵	ŋɔŋ31	尼姑～
1682	ŋ	ɔŋ	35	揞	ŋɔŋ35	手覆，揞住
1683	s	ɔŋ	35	揞	sɔŋ35	把粉末撒在表面
1684	ŋ	ɔŋ	13	暗	ŋɔŋ13	不亮
1685	t	æŋ	31	擔	tæŋ31	～任[动]
1686	t	æŋ	13	擔	tæŋ13	～竿[名]
1687	t	æŋ	35	膽	tæŋ35	大～
1688	t	æŋ	13	擔	tæŋ13	挑～[名]；一～水[量]
1689	l	ɔŋ	13	坍	lɔŋ13	～塌
1691	tʰ	æʔ	013	塔	tʰæʔ13	宝～
1692	l	ɔŋ	13	塌	lɔŋ13	倒～
1693	tʰ	æŋ	21	談	tʰæŋ21	会～，～论
1694	tʰ	æŋ	21	痰	tʰæŋ21	吐～
1695	t	æŋ	43	淡	tæŋ43	～水（地名）
1696	tʰ	æŋ	13	淡	tʰæŋ13	咸～；浓～
1697	l	æŋ	21	藍	læŋ21	～色；姓
1698	l	æŋ	21	籃	læŋ21	菜～
1699	l	æŋ	43	覽	læŋ43	展～，阅～室
1700	l	æŋ	35	攬	læŋ35	包～[文]
1701	l	æŋ	35	攬	læŋ35	抱[白]
1702	l	æŋ	35	欖	læŋ35	橄～，乌～
1703	l	æŋ	43	濫	læŋ43	泛～
1704	l	æŋ	43	纜	læŋ43	～车
1705	l	æʔ	043	臘	læʔ43	～肉，～肠
1706	l	æʔ	043	蠟	læʔ43	～烛
1707	tsʰ	æŋ	21	慚	tsʰæŋ21	～愧
1708	ts	æŋ	43	暫	tsæŋ43	～时
1709	s	æŋ	31	三	sæŋ31	～国
1710	k	æŋ	31	甘	kæŋ31	甜；～心
1711	k	æŋ	43	柑	kæŋ43	
1712	k	æŋ	35	敢	kæŋ35	勇～
1714	kʰ	ɐu	13	磕	kʰɐu13	～头
1717	h	æŋ	13	喊	hæŋ13	叫[文]
1718	h	æŋ	13	喊	hæŋ13	叫[白]
1719	kʰ	ɐi	13	站	kʰɐi13	站立
