tsɿ	1	44	资姿咨知蜘支枝肢栀脂兹滋之芝只							
tsɿ	3	53	紫纸姊旨指子止趾址滓只							
tsɿ	5	35	致稚至置志痣制							
tsʰɿ	1	44	疵痴雌摛(~手:伸手)							
tsʰɿ	2	21	斥秩赤(~裸裸)炙(~手可热)							
tsʰɿ	3	53	此耻齿侈							
tsʰɿ	5	35	刺赐翅次豉伺饲							
ʣɿ	2	21	瓷糍慈磁辞词祠池驰迟持直值殖植							
ʣɿ	5	35	字自治							
sɿ	1	44	斯厮撕施师狮私尸司丝思诗							
sɿ	2	21	湿拾十释石实失食识适							
sɿ	3	53	死厕(茅~)屎矢使史驶始							
sɿ	5	35	四肆势试世							
zɿ	5	35	祀巳是氏寺嗣饲士仕柿俟事市恃侍似示视嗜誓日时匙式饰							
pi	2	21	笔毕必碧璧逼壁(墙~)							
pi	3	53	比							
pi	5	35	蔽敝弊币毙闭弼痹陛							
pʰi	1	44	蓖批披篦							
pʰi	2	21	僻辟避臂劈(~风斩浪)							
pʰi	3	53	彼鄙秕庇丕痞							
pʰi	5	35	屁譬							
bi	2	21	皮疲脾琵枇鼻							
bi	5	35	被备							
mi	1	44	眯							
mi	2	21	弥眉楣媚寐迷谜密蜜觅							
mi	3	53	靡米							
mi	5	35	秘泌							
ti	1	44	低							
ti	2	21	嫡敌狄滴(一~水)的(目~)							
ti	3	53	底抵							
ti	5	35	帝							
tʰi	1	44	梯							
tʰi	2	21	踢(~球)							
tʰi	3	53	体							
tʰi	5	35	替涕剃屉剔							
di	2	21	堤题蹄啼笛提(~醒)							
di	5	35	弟第递地隶							
li	2	21	犁黎离篱璃梨栗力历厘狸							
li	3	53	礼李里理鲤你							
li	5	35	例厉励丽荔利痢吏立笠粒							
tɕi	1	44	鸡髻饥肌基机讥揖脊屐							
tɕi	2	21	缉辑急级及吸吉即鲫迹击激疾							
tɕi	3	53	挤几已纪							
tɕi	5	35	祭际脐荠济计继妓记既季戟							
tɕʰi	1	44	妻溪奚欺							
tɕʰi	2	21	七漆膝乞极戚寂吃讫							
tɕʰi	3	53	启起杞岂							
tɕʰi	5	35	砌契器气汽企							
ʥi	2	21	齐奇骑祁鳍其棋期旗祈歧集籍藉徛							
ʥi	5	35	技							
ni	2	21	泥倪尼							
ni	3	53	拟							
ni	5	35	腻逆溺匿							
ɕi	1	44	西栖犀牺希稀嬉							
ɕi	2	21	玺徙习袭悉息熄媳惜昔席夕锡析							
ɕi	3	53	洗喜蟢玺熙							
ɕi	5	35	细逝系戏弃							
i	1	44	伊医衣依							
i	2	21	移夷姨遗一逸抑益亦译宜仪蚁谊							
i	3	53	倚椅已以							
i	5	35	缢冀肄意异易(难~)艺义毅议							
pu	3	53	补							
pu	5	35	布怖不							
pʰu	1	44	扑铺(~设)							
pʰu	2	21	仆赴讣卜(占~)							
pʰu	3	53	脯谱普浦捕甫辅朴							
pʰu	5	35	铺(店~)							
bu	2	21	蒲菩							
bu	5	35	部簿步埠阜							
mu	2	21	目穆木沐							
mu	3	53	母拇姆牡亩							
mu	5	35	暮幕墓募牧							
tu	1	44	都嘟督							
tu	2	21	犊(牛~子:小牛)							
tu	3	53	堵睹肚(猪~)笃							
tu	5	35	妒							
tʰu	2	21	突							
tʰu	3	53	土							
tʰu	5	35	吐兔							
du	2	21	徒屠途涂图独读牍毒							
du	5	35	杜度渡镀肚(腹~)							
lu	2	21	卢炉芦鸬庐绿录六陆鹿禄麓							
lu	3	53	努鲁橹虏卤							
lu	5	35	路赂露鹭							
nu	2	21	奴							
nu	3	53	怒							
tsu	1	44	租							
tsu	2	21	卒足烛竹筑祝粥							
tsu	3	53	祖组阻							
