
	ɿ
	阴平55	阳平31	上声53	去声24
ʦ	资姿兹滋		紫姊子	自字
ʦʰ	差{(参差）}	雌瓷糍慈餈磁祠辞词	此	刺次赐
s	斯撕私师狮螄厕{(茅厕）}丝思司		死	四饲事

	ʅ
	阴平55	阳平31	上声53	去声24
tȿ	知蜘支枝栀肢只脂之芝只		纸指旨止址	智黹致置窒雉稚治痔侄直值掷制至志痣汁执质织职翅植殖
tȿʰ	痴	池迟持	耻齿	炙斥尺吃
ȿ	施尸是	匙时	驶史使屎始	柿舐示实食蚀世势试失室识式拭适释誓逝豉视市侍十拾石
ʐ				日

	a
	阴平55	阳平31	上声53	去声24
p	巴疤	爸	把□{(大便）}	坝霸八罢拔
pʰ	耙	爬	啪	怕
m	妈	麻	马码	骂
f				法髪发乏罚伐
t			打	答搭大达
tʰ	他			塔塌
l	拉	拿	哪	那纳蜡腊辣
ts				□{(切碎）}杂
tsʰ				擦
s	萨		撒洒灑	□{(掉，落）}
tȿ	渣滓		酢{(粉蒸肉）}	诈榨炸劄絷乍闸栅
tȿʰ	叉差岔差	茶察查	□{(合不笼）}	插
ȿ	沙纱痧杉			杀煞
k	家{(老~，外婆的母亲）}		□{(肉）}
kʰ	□{(夹）}	□{(跨）}	卡	胯{(裤裆）}
x	哈□{(来回拨弄，～麦子，~苞谷）}	□{～几几(用手指捅腋窝，使笑）}	傻	吓
Ø	阿啊
ŋ	壓{(壓，碾）}

	y
	阴平55	阳平31	上声53	去声24
l		驴	吕旅缕屡捋	虑滤
ʨ	车居驹		举矩	聚集锯据俱句橘菊拒距具惧剧锔局
ʨʰ	蛆趋区驱	渠	取娶	觑趣去屈麹曲瞿
ɕ	须须墟虚	徐	许	絮戌恤序绪续畜蓄旭
Ø	迂	鱼渔娱虞愚于於余馀愉榆	屿语雨羽与	御遇玉狱郁盂芋域预愈喻裕疫役育欲浴
ȵ			女

	ɚ
	阴平55	阳平31	上声53	去声24
Ø		儿而	耳饵	二

	i
	阴平55	阳平31	上声53	去声24
p	逼		彼比鄙	蔽闭箅毕必碧璧壁弊毙币篦鼻备
pʰ	屄	匹脾皮疲	痞	痹譬屁僻癖避
t	低		底抵	帝蒂的弟弟第递地敌笛隷
tʰ	梯	堤提题蹄啼	体	替剃屉涕踢剔
l	□{(用脚擦）}	犁黎离篱梨厘	礼狸李裹理裹鲤	厲励丽璃荔利痢吏立粒笠栗力暦歴
ʨ	雞稽饥肌机饥基箕屐		挤几几己	祭际济即鲫积跡脊绩藉脐剂疾藉寂计缆髻系寄既季纪记急级吉棘击激妓技忌及极去
ʨʰ	妻栖溪欺期	齐岐奇骑棋旗其	啟岂起	七漆戚讫契弃器气汽乞祈
ɕ	些西犀膝希稀嬉奚攜	徙袭	洗璽喜	细婿悉息熄昔惜锡析习席夕泣隙戏吸系系
m	眯咪	迷谜糜篾	米	蜜密觅
ȵ		泥尼倪宜疑	你拟	溺腻艺义议谊毅逆
Ø	伊衣依	移姨夷遺	椅倚以已	蚁意揖一乙忆亿益易肄异逸翼亦

	u
	阴平55	阳平31	上声53	去声24
p				布不怖部簿步
pʰ	步	铺扑捕	蒲脯	葡铺朴勃仆瀑赴{(赴宴）}
m		模	亩母拇牡	墓暮木目牧
f	夫肤敷麸呼	符扶芙浮佛湖胡糊胡壸	斧府腑抚腐辅虎浒	傅付咐沸富福复幅腹副覆父附负妇复缚服伏袱复忽户沪护互
t	都肚		堵赌	妒督笃杜度渡毒独读
tʰ		途图徒涂	土吐	兔秃突
l	路	奴炉卢	努鲁橹卤	怒路露赂律鹿禄六陆录绿
ts	租		祖组阻	卒足族助
tsʰ	粗初	锄	楚础	醋促
s	苏酥疏梳蔬		数	素塑诉速肃宿粟俗数
tȿ	猪株蛛诸珠朱		煮主	著驻注策箸柱住逐轴镯蛀铸祝烛
tȿʰ	处{(到处）}	除橱厨	拄处杵	出触
ȿ	枢书舒翰殊	储	鼠暑薯署蜀	术嘱术述秫赎黍恕戍叔束墅竖熟屩
ʐ		如儒	汝乳褥辱乳	入肉
k	姑孤		古估鼓股	故固雇顾骨榖谷
kʰ	箍枯窟	跍{(蹲）}	苦	库裤酷哭
Ø	巫乌污坞	无吴梧蜈	舞武侮五午伍	务雾戊物勿误悟恶屋

	ɛ
	阴平55	阳平31	上声53	去声24
p				北百柏伯白
pʰ				迫拍魄帛
m			□{(考虑，想）}	墨默陌麦脉
t				德得
tʰ				特
l				劣肋勒
ts				则摘窄
tsʰ				拆择泽宅侧厕测策册
s				塞蟊色
tȿ	遮		者	哲蛰蔗摺折浙
tȿʰ	车		扯	彻撤
ȿ	侈赊奢	蛇佘	捨舍	射舌赦摄社涉
ʐ			惹	热
k				格骼革隔
kʰ				刻克客
x				黑核
ŋ				额
Ø				扼

	o
	阴平55	阳平31	上声53	去声24
p	波菠玻		簸跛	播钵博剥驳泊薄
pʰ	坡	婆	颇剖	破泼
m	磨摸	魔膜磨	抹	末莫
t	多		朵躲	剁舵惰夺铎
tʰ	拖	驼驮陀	妥	脱托
l		挪锣箩罗萝螺脶	裸	糯诺落乐洛络烙
ts	撮		左佐	做作坐座昨
tsʰ	搓	□{(人丑陋）}		锉错
s	蓑梭唆	□{(看）}	锁索所索	索{(绳子）}
tȿ				著桌啄卓捉拙酌
tȿʰ				浊戳绰
ȿ				朔说
ʐ				若弱
k	歌哥锅		果裹	个过鸽割葛各阁郭廓
kʰ	粿搁科窠		可颗	括课磕渴壳
x	呵喝	何河荷禾和	火伙	货豁霍贺祸合盒活鹤获
ŋ			我	恶
Ø	阿窝	蛾鵝俄		饿卧腭斡握沃


	ai
	阴平55	阳平31	上声53	去声24
p			摆	拜稗败
pʰ		牌排		派
m		埋	买	卖
t	呆		逮	带戴贷待殆代袋
tʰ	胎	台苔抬	大	太泰态
l		来	乃奶	奈耐赖癞
ts	灾栽		宰	载再在
tsʰ	猜	才材财裁	踩彩採	蔡菜
tȿ	斋			债寨
tȿʰ	钗	柴豺	踩
s	腮鳃
ȿ	筛			赛晒
k	该街		改	盖丐
kʰ	开揩		凯楷	概慨
x		孩	海	害亥
