"繁體"	"简体"	"拼音"	"音标"	"注释"	"声"	"韵"	"调"
"爹"	"爹"	"die1"	"d̥ɨɛ˦˥"	""	"d̥"	"ɨɛ"	"˦˥"
"疊"	"叠"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"牒"	"牒"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"蝶"	"蝶"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"碟"	"碟"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"諜"	"谍"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"迭"	"迭"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"跌"	"跌"	"die2"	"d̥ɨɛ˨˩"	""	"d̥"	"ɨɛ"	"˨˩"
"點"	"点"	"die3"	"d̥ɨɛ˦˧"	"一小~，“点儿”合音"	"d̥"	"ɨɛ"	"˦˧"
"貼"	"贴"	"tie2"	"tʰɨɛ˨˩"	""	"tʰ"	"ɨɛ"	"˨˩"
"帖"	"帖"	"tie2"	"tʰɨɛ˨˩"	""	"tʰ"	"ɨɛ"	"˨˩"
"鐵"	"铁"	"tie2"	"tʰɨɛ˨˩"	""	"tʰ"	"ɨɛ"	"˨˩"
"跌"	"跌"	"tie2"	"tʰɨɛ˨˩"	"脑筋跶~"	"tʰ"	"ɨɛ"	"˨˩"
"特"	"特"	"tie2"	"tʰɨɛ˨˩"	"~别"	"tʰ"	"ɨɛ"	"˨˩"
"聶"	"聂"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"鑷"	"镊"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"獵"	"猎"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"業"	"业"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"孽"	"孽"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"列"	"列"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"烈"	"烈"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"裂"	"裂"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"趔"	"趔"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"捏"	"捏"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"劣"	"劣"	"nie2"	"nᵈɨɛ˨˩"	""	"nᵈ"	"ɨɛ"	"˨˩"
"接"	"接"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"傑"	"杰"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"杰"	"杰"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"揭"	"揭"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"竭"	"竭"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"結"	"结"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"詰"	"诘"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"頡"	"颉"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"節"	"节"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"截"	"截"	"jie2"	"tɕɨɛ˨˩"	"一~"	"tɕ"	"ɨɛ"	"˨˩"
"睫"	"睫"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"絕"	"绝"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"決"	"决"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"訣"	"诀"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"訐"	"讦"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"厥"	"厥"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"蕨"	"蕨"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"倔"	"倔"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"崛"	"崛"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"掘"	"掘"	"jie2"	"tɕɨɛ˨˩"	""	"tɕ"	"ɨɛ"	"˨˩"
"姐"	"姐"	"jie3"	"tɕɨɛ˦˧"	""	"tɕ"	"ɨɛ"	"˦˧"
"借"	"借"	"jie4"	"tɕɨɛ˨˦"	""	"tɕ"	"ɨɛ"	"˨˦"
"蔗"	"蔗"	"jie4"	"tɕɨɛ˨˦"	"~杆"	"tɕ"	"ɨɛ"	"˨˦"
"車"	"车"	"qie1"	"tɕʰɨɛ˦˥"	"小~~（儿语）"	"tɕʰ"	"ɨɛ"	"˦˥"
"妾"	"妾"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"截"	"截"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"捷"	"捷"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"怯"	"怯"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"劫"	"劫"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"切"	"切"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"缺"	"缺"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"茄"	"茄"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"迦"	"迦"	"qie2"	"tɕʰɨɛ˨˩"	"~叶"	"tɕʰ"	"ɨɛ"	"˨˩"
"瘸"	"瘸"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"闕"	"阙"	"qie2"	"tɕʰɨɛ˨˩"	""	"tɕʰ"	"ɨɛ"	"˨˩"
"厥"	"厥"	"qie2"	"tɕʰɨɛ˨˩"	"大放~词"	"tɕʰ"	"ɨɛ"	"˨˩"
"且"	"且"	"qie3"	"tɕʰɨɛ˦˧"	"文读"	"tɕʰ"	"ɨɛ"	"˦˧"
"啐"	"啐"	"qie3"	"tɕʰɨɛ˦˧"	"语气词，表示不服气"	"tɕʰ"	"ɨɛ"	"˦˧"
"趄"	"趄"	"qie4"	"tɕʰɨɛ˨˦"	"文读"	"tɕʰ"	"ɨɛ"	"˨˦"
"靴"	"靴"	"xie1"	"ɕɨɛ˦˥"	""	"ɕ"	"ɨɛ"	"˦˥"
"些"	"些"	"xie1"	"ɕɨɛ˦˥"	""	"ɕ"	"ɨɛ"	"˦˥"
"邪"	"邪"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"斜"	"斜"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"叶"	"叶"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"協"	"协"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"脅"	"胁"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"纈"	"缬"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"薛"	"薛"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"歇"	"歇"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"屑"	"屑"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"雪"	"雪"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"血"	"血"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"恤"	"恤"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"穴"	"穴"	"xie2"	"ɕɨɛ˨˩"	""	"ɕ"	"ɨɛ"	"˨˩"
"隙"	"隙"	"xie2"	"ɕɨɛ˨˩"	"间~；空~"	"ɕ"	"ɨɛ"	"˨˩"
"寫"	"写"	"xie3"	"ɕɨɛ˦˧"	""	"ɕ"	"ɨɛ"	"˦˧"
"瀉"	"泻"	"xie3"	"ɕɨɛ˦˧"	"倾~"	"ɕ"	"ɨɛ"	"˦˧"
"卸"	"卸"	"xie4"	"ɕɨɛ˨˦"	""	"ɕ"	"ɨɛ"	"˨˦"
"謝"	"谢"	"xie4"	"ɕɨɛ˨˦"	""	"ɕ"	"ɨɛ"	"˨˦"
"榭"	"榭"	"xie4"	"ɕɨɛ˨˦"	""	"ɕ"	"ɨɛ"	"˨˦"
"瀉"	"泻"	"xie4"	"ɕɨɛ˨˦"	""	"ɕ"	"ɨɛ"	"˨˦"
"洩"	"泄"	"xie4"	"ɕɨɛ˨˦"	""	"ɕ"	"ɨɛ"	"˨˦"
"耶"	"耶"	"ie1"	"ɦɨɛ˦˥"	""	"ɦ"	"ɨɛ"	"˦˥"
"椰"	"椰"	"ie1"	"ɦɨɛ˦˥"	""	"ɦ"	"ɨɛ"	"˦˥"
"抈"	"抈"	"ie1"	"ɦɨɛ˦˥"	""	"ɦ"	"ɨɛ"	"˦˥"
"噦"	"哕"	"ie1"	"ɦɨɛ˦˥"	"打干~"	"ɦ"	"ɨɛ"	"˦˥"
"咦"	"咦"	"ie1"	"ɦɨɛ˦˥"	"语气词惊呼，表示感到不可思议"	"ɦ"	"ɨɛ"	"˦˥"
"爺"	"爷"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"頁"	"页"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"葉"	"叶"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"悅"	"悦"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"閱"	"阅"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"月"	"月"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"越"	"越"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"曰"	"曰"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"粵"	"粤"	"ie2"	"ɦɨɛ˨˩"	""	"ɦ"	"ɨɛ"	"˨˩"
"也"	"也"	"ie3"	"ɦɨɛ˦˧"	""	"ɦ"	"ɨɛ"	"˦˧"
"野"	"野"	"ie3"	"ɦɨɛ˦˧"	""	"ɦ"	"ɨɛ"	"˦˧"
"冶"	"冶"	"ie3"	"ɦɨɛ˦˧"	""	"ɦ"	"ɨɛ"	"˦˧"
"噦"	"哕"	"ie3"	"ɦɨɛ˦˧"	""	"ɦ"	"ɨɛ"	"˦˧"
"夜"	"夜"	"ie4"	"ɦɨɛ˨˦"	""	"ɦ"	"ɨɛ"	"˨˦"
"頹"	"颓"	"tue2"	"tʰuɛ˨˩"	"白读"	"tʰ"	"uɛ"	"˨˩"
"賊"	"贼"	"zue2"	"tsuɛ˨˩"	"白读"	"ts"	"uɛ"	"˨˩"
"拙"	"拙"	"zue2"	"tsuɛ˨˩"	"~劣"	"ts"	"uɛ"	"˨˩"
"茁"	"茁"	"zue2"	"tsuɛ˨˩"	"~芽"	"ts"	"uɛ"	"˨˩"
"綴"	"缀"	"zue2"	"tsuɛ˨˩"	"~合"	"ts"	"uɛ"	"˨˩"
"輟"	"辍"	"zue2"	"tsuɛ˨˩"	"~笔"	"ts"	"uɛ"	"˨˩"
"國"	"国"	"gue2"	"ɟ̊uɛ˨˩"	""	"ɟ̊"	"uɛ"	"˨˩"
"擴"	"扩"	"kue2"	"cʰuɛ˨˩"	""	"cʰ"	"uɛ"	"˨˩"
"闊"	"阔"	"kue2"	"cʰuɛ˨˩"	""	"cʰ"	"uɛ"	"˨˩"
"逵"	"逵"	"kue2"	"cʰuɛ˨˩"	"白读"	"cʰ"	"uɛ"	"˨˩"
"或"	"或"	"hue2"	"çuɛ˨˩"	""	"ç"	"uɛ"	"˨˩"
"惑"	"惑"	"hue2"	"çuɛ˨˩"	""	"ç"	"uɛ"	"˨˩"
"獲"	"获"	"hue2"	"çuɛ˨˩"	""	"ç"	"uɛ"	"˨˩"
"兒"	"儿"	"er2"	"ɛ˞˨˩"	"文读"	"Ø"	"ɛ˞"	"˨˩"
"而"	"而"	"er2"	"ɛ˞˨˩"	"文读"	"Ø"	"ɛ˞"	"˨˩"
"馹"	"驲"	"er2"	"ɛ˞˨˩"	""	"Ø"	"ɛ˞"	"˨˩"
"耳"	"耳"	"er3"	"ɛ˞˦˧"	"文读"	"Ø"	"ɛ˞"	"˦˧"
"餌"	"饵"	"er3"	"ɛ˞˦˧"	""	"Ø"	"ɛ˞"	"˦˧"
"爾"	"尔"	"er3"	"ɛ˞˦˧"	""	"Ø"	"ɛ˞"	"˦˧"
"二"	"二"	"er4"	"ɛ˞˨˦"	"文读"	"Ø"	"ɛ˞"	"˨˦"
"貳"	"贰"	"er4"	"ɛ˞˨˦"	""	"Ø"	"ɛ˞"	"˨˦"
"嘟"	"嘟"	"jiu1"	"tɕɨ̹u˦˥"	"肥~~"	"tɕ"	"ɨ̹u"	"˦˥"
"卒"	"卒"	"jiu2"	"tɕɨ̹u˨˩"	""	"tɕ"	"ɨ̹u"	"˨˩"
"誶"	"谇"	"jiu2"	"tɕɨ̹u˨˩"	"文读"	"tɕ"	"ɨ̹u"	"˨˩"
"㰵"	"㰵"	"jiu2"	"tɕɨ̹u˨˩"	""	"tɕ"	"ɨ̹u"	"˨˩"
"橘"	"橘"	"jiu2"	"tɕɨ̹u˨˩"	""	"tɕ"	"ɨ̹u"	"˨˩"
"桔"	"桔"	"jiu2"	"tɕɨ̹u˨˩"	"~子"	"tɕ"	"ɨ̹u"	"˨˩"
"菊"	"菊"	"jiu2"	"tɕɨ̹u˨˩"	""	"tɕ"	"ɨ̹u"	"˨˩"
"足"	"足"	"jiu2"	"tɕɨ̹u˨˩"	""	"tɕ"	"ɨ̹u"	"˨˩"
"局"	"局"	"jiu2"	"tɕɨ̹u˨˩"	""	"tɕ"	"ɨ̹u"	"˨˩"
"粥"	"粥"	"jiu2"	"tɕɨ̹u˨˩"	"八宝~"	"tɕ"	"ɨ̹u"	"˨˩"
"黢"	"黢"	"qiu1"	"tɕʰɨ̹u˦˥"	""	"tɕʰ"	"ɨ̹u"	"˦˥"
"屈"	"屈"	"qiu2"	"tɕʰɨ̹u˨˩"	""	"tɕʰ"	"ɨ̹u"	"˨˩"
"倔"	"倔"	"qiu2"	"tɕʰɨ̹u˨˩"	"~得很"	"tɕʰ"	"ɨ̹u"	"˨˩"
"崛"	"崛"	"qiu2"	"tɕʰɨ̹u˨˩"	"~起"	"tɕʰ"	"ɨ̹u"	"˨˩"
"掘"	"掘"	"qiu2"	"tɕʰɨ̹u˨˩"	"~眼睛"	"tɕʰ"	"ɨ̹u"	"˨˩"
"族"	"族"	"qiu2"	"tɕʰɨ̹u˨˩"	""	"tɕʰ"	"ɨ̹u"	"˨˩"
"曲"	"曲"	"qiu2"	"tɕʰɨ̹u˨˩"	""	"tɕʰ"	"ɨ̹u"	"˨˩"
"渠"	"渠"	"qiu2"	"tɕʰɨ̹u˨˩"	"水~"	"tɕʰ"	"ɨ̹u"	"˨˩"
"束"	"束"	"xiu2"	"ɕɨ̹u˨˩"	"白读"	"ɕ"	"ɨ̹u"	"˨˩"
"速"	"速"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"粟"	"粟"	"xiu2"	"ɕɨ̹u˨˩"	"白读"	"ɕ"	"ɨ̹u"	"˨˩"
"宿"	"宿"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"畜"	"畜"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"蓄"	"蓄"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"俗"	"俗"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"續"	"续"	"xiu2"	"ɕɨ̹u˨˩"	"白读"	"ɕ"	"ɨ̹u"	"˨˩"
"贖"	"赎"	"xiu2"	"ɕɨ̹u˨˩"	"白读"	"ɕ"	"ɨ̹u"	"˨˩"
"旭"	"旭"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"戌"	"戌"	"xiu2"	"ɕɨ̹u˨˩"	""	"ɕ"	"ɨ̹u"	"˨˩"
"郁"	"郁"	"iu2"	"ɦɨ̹u˨˩"	"~~葱葱"	"ɦ"	"ɨ̹u"	"˨˩"
"域"	"域"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"彧"	"彧"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"役"	"役"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"疫"	"疫"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"育"	"育"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"獄"	"狱"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"慾"	"欲"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"浴"	"浴"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"昱"	"昱"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"煜"	"煜"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"毓"	"毓"	"iu2"	"ɦɨ̹u˨˩"	""	"ɦ"	"ɨ̹u"	"˨˩"
"如"	"如"	"iu2"	"ɦɨ̹u˨˩"	"比~；譬~"	"ɦ"	"ɨ̹u"	"˨˩"
"尤"	"尤"	"iu2"	"ɦɨ̹u˨˩"	"蚩~"	"ɦ"	"ɨ̹u"	"˨˩"
"油"	"油"	"iu2"	"ɦɨ̹u˨˩"	"老~子"	"ɦ"	"ɨ̹u"	"˨˩"
"拜"	"拜"	"bai1"	"b̥ɐɛ˦˥"	"~~，再见"	"b̥"	"ɐɛ"	"˦˥"
"𨃅"	"𨃅"	"bai1"	"b̥ɐɛ˦˥"	""	"b̥"	"ɐɛ"	"˦˥"
"跛"	"跛"	"bai1"	"b̥ɐɛ˦˥"	"白读"	"b̥"	"ɐɛ"	"˦˥"
"擺"	"摆"	"bai3"	"b̥ɐɛ˦˧"	""	"b̥"	"ɐɛ"	"˦˧"
"拜"	"拜"	"bai4"	"b̥ɐɛ˨˦"	""	"b̥"	"ɐɛ"	"˨˦"
"敗"	"败"	"bai4"	"b̥ɐɛ˨˦"	""	"b̥"	"ɐɛ"	"˨˦"
"稗"	"稗"	"bai4"	"b̥ɐɛ˨˦"	""	"b̥"	"ɐɛ"	"˨˦"
"牌"	"牌"	"pai1"	"pʰɐɛ˦˥"	"“跳板”游戏中的石子"	"pʰ"	"ɐɛ"	"˦˥"
"排"	"排"	"pai2"	"pʰɐɛ˨˩"	""	"pʰ"	"ɐɛ"	"˨˩"
"牌"	"牌"	"pai2"	"pʰɐɛ˨˩"	""	"pʰ"	"ɐɛ"	"˨˩"
"丕"	"丕"	"pai3"	"pʰɐɛ˦˧"	"双手侧平举时中指尖之间的距离，约1.7米；一字排开"	"pʰ"	"ɐɛ"	"˦˧"
"派"	"派"	"pai4"	"pʰɐɛ˨˦"	""	"pʰ"	"ɐɛ"	"˨˦"
"魄"	"魄"	"pai4"	"pʰɐɛ˨˦"	"~头"	"pʰ"	"ɐɛ"	"˨˦"
"埋"	"埋"	"mai2"	"mᵇɐɛ˨˩"	""	"mᵇ"	"ɐɛ"	"˨˩"
"麥"	"麦"	"mai2"	"mᵇɐɛ˨˩"	"烧~"	"mᵇ"	"ɐɛ"	"˨˩"
"買"	"买"	"mai3"	"mᵇɐɛ˦˧"	""	"mᵇ"	"ɐɛ"	"˦˧"
"賣"	"卖"	"mai4"	"mᵇɐɛ˨˦"	""	"mᵇ"	"ɐɛ"	"˨˦"
"邁"	"迈"	"mai4"	"mᵇɐɛ˨˦"	""	"mᵇ"	"ɐɛ"	"˨˦"
"呆"	"呆"	"dai1"	"d̥ɐɛ˦˥"	""	"d̥"	"ɐɛ"	"˦˥"
"逮"	"逮"	"dai3"	"d̥ɐɛ˦˧"	""	"d̥"	"ɐɛ"	"˦˧"
"歹"	"歹"	"dai3"	"d̥ɐɛ˦˧"	""	"d̥"	"ɐɛ"	"˦˧"
"扽"	"扽"	"dai3"	"d̥ɐɛ˦˧"	"拉直"	"d̥"	"ɐɛ"	"˦˧"
"戴"	"戴"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"帶"	"带"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"待"	"待"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"怠"	"怠"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"殆"	"殆"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"代"	"代"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"袋"	"袋"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"貸"	"贷"	"dai4"	"d̥ɐɛ˨˦"	""	"d̥"	"ɐɛ"	"˨˦"
"大"	"大"	"dai4"	"d̥ɐɛ˨˦"	"~夫"	"d̥"	"ɐɛ"	"˨˦"
"在"	"在"	"dai4"	"d̥ɐɛ˨˦"	"白读"	"d̥"	"ɐɛ"	"˨˦"
"胎"	"胎"	"tai1"	"tʰɐɛ˦˥"	""	"tʰ"	"ɐɛ"	"˦˥"
"抬"	"抬"	"tai1"	"tʰɐɛ˦˥"	"~乒乓球"	"tʰ"	"ɐɛ"	"˦˥"
"台"	"台"	"tai2"	"tʰɐɛ˨˩"	""	"tʰ"	"ɐɛ"	"˨˩"
"苔"	"苔"	"tai2"	"tʰɐɛ˨˩"	""	"tʰ"	"ɐɛ"	"˨˩"
"抬"	"抬"	"tai2"	"tʰɐɛ˨˩"	""	"tʰ"	"ɐɛ"	"˨˩"
"才"	"才"	"tai2"	"tʰɐɛ˨˩"	"白读"	"tʰ"	"ɐɛ"	"˨˩"
"太"	"太"	"tai4"	"tʰɐɛ˨˦"	""	"tʰ"	"ɐɛ"	"˨˦"
"態"	"态"	"tai4"	"tʰɐɛ˨˦"	""	"tʰ"	"ɐɛ"	"˨˦"
"泰"	"泰"	"tai4"	"tʰɐɛ˨˦"	""	"tʰ"	"ɐɛ"	"˨˦"
"奶"	"奶"	"lai1"	"l̃ɐɛ˦˥"	"~~，旧时被晚辈以此称呼祖母的，一般身份为妾；乳房"	"l̃"	"ɐɛ"	"˦˥"
"來"	"来"	"lai2"	"l̃ɐɛ˨˩"	""	"l̃"	"ɐɛ"	"˨˩"
"淶"	"涞"	"lai2"	"l̃ɐɛ˨˩"	""	"l̃"	"ɐɛ"	"˨˩"
"唻"	"唻"	"lai2"	"l̃ɐɛ˨˩"	"文读"	"l̃"	"ɐɛ"	"˨˩"
"萊"	"莱"	"lai2"	"l̃ɐɛ˨˩"	""	"l̃"	"ɐɛ"	"˨˩"
"奶"	"奶"	"lai2"	"l̃ɐɛ˨˩"	"姑~，对女儿或女友的爱称"	"l̃"	"ɐɛ"	"˨˩"
"乃"	"乃"	"lai3"	"l̃ɐɛ˦˧"	""	"l̃"	"ɐɛ"	"˦˧"
"奶"	"奶"	"lai3"	"l̃ɐɛ˦˧"	""	"l̃"	"ɐɛ"	"˦˧"
"耐"	"耐"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"奈"	"奈"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"萘"	"萘"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"賴"	"赖"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"瀨"	"濑"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"籟"	"籁"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"癩"	"癞"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"睞"	"睐"	"lai4"	"l̃ɐɛ˨˦"	""	"l̃"	"ɐɛ"	"˨˦"
"災"	"灾"	"zai1"	"tsɐɛ˦˥"	""	"ts"	"ɐɛ"	"˦˥"
"甾"	"甾"	"zai1"	"tsɐɛ˦˥"	""	"ts"	"ɐɛ"	"˦˥"
"栽"	"栽"	"zai1"	"tsɐɛ˦˥"	""	"ts"	"ɐɛ"	"˦˥"
"齋"	"斋"	"zai1"	"tsɐɛ˦˥"	""	"ts"	"ɐɛ"	"˦˥"
"宰"	"宰"	"zai3"	"tsɐɛ˦˧"	""	"ts"	"ɐɛ"	"˦˧"
"崽"	"崽"	"zai3"	"tsɐɛ˦˧"	""	"ts"	"ɐɛ"	"˦˧"
"仔"	"仔"	"zai3"	"tsɐɛ˦˧"	""	"ts"	"ɐɛ"	"˦˧"
"載"	"载"	"zai4"	"tsɐɛ˨˦"	""	"ts"	"ɐɛ"	"˨˦"
"在"	"在"	"zai4"	"tsɐɛ˨˦"	"文读"	"ts"	"ɐɛ"	"˨˦"
"再"	"再"	"zai4"	"tsɐɛ˨˦"	""	"ts"	"ɐɛ"	"˨˦"
"債"	"债"	"zai4"	"tsɐɛ˨˦"	""	"ts"	"ɐɛ"	"˨˦"
"寨"	"寨"	"zai4"	"tsɐɛ˨˦"	""	"ts"	"ɐɛ"	"˨˦"
"眥"	"眦"	"zai4"	"tsɐɛ˨˦"	""	"ts"	"ɐɛ"	"˨˦"
"猜"	"猜"	"cai1"	"tsʰɐɛ˦˥"	""	"tsʰ"	"ɐɛ"	"˦˥"
"釵"	"钗"	"cai1"	"tsʰɐɛ˦˥"	""	"tsʰ"	"ɐɛ"	"˦˥"
