字	片	区	小片	方言点	声母	韵母	调值	调类	备注
侦	闽中区			明溪(城关话)	ts	ɛŋ	33	阴平	
侧	闽中区			明溪(城关话)	tsʰ	e	5	入声	
侨	闽中区			明溪(城关话)	kʰ	iau	21	阳平	
侪	闽中区			明溪(城关话)	s	o	21	阳平	人。原书作「左人右舍」。
侮	闽中区			明溪(城关话)	0	u	31	上声	
侯	闽中区			明溪(城关话)	x	ay	21	阳平	
侵	闽中区			明溪(城关话)	ts	ɛŋ	33	阴平	
便	闽中区			明溪(城关话)	pʰ	ɛŋ/ieŋ	21	阳平	便宜，便宜。
促	闽中区			明溪(城关话)	tsʰ	iu	54	阳去	
俄	闽中区			明溪(城关话)	ŋ	ɤ	21	阳平	
俊	闽中区			明溪(城关话)	ts	ɛŋ	24	阴去	
俏	闽中区			明溪(城关话)	tsʰ	iau	24	阴去	
俗	闽中区			明溪(城关话)	s	iu	54	阳去	
俘	闽中区			明溪(城关话)	f	u	33	阴平	
保	闽中区			明溪(城关话)	p	au	31	上声	
俞	闽中区			明溪(城关话)	0	y	21	阳平	
信	闽中区			明溪(城关话)	s	ɛŋ	24	阴去	
俭	闽中区			明溪(城关话)	kʰ	ieŋ	54	阳去	
修	闽中区			明溪(城关话)	s	iu	33	阴平	
俯	闽中区			明溪(城关话)	f	u	31	上声	
俸	闽中区			明溪(城关话)	f	ɤŋ	54	阳去	
俺	闽中区			明溪(城关话)	0	aŋ	33	阴平	
倉	闽中区			明溪(城关话)	tsʰ	oŋ	33	阴平	
個	闽中区			明溪(城关话)	k	ɤ	24	阴去	
倒	闽中区			明溪(城关话)	t	au	31	上声	
倔	闽中区			明溪(城关话)	kʰ	y	5	入声	
倚	闽中区			明溪(城关话)	0	i	33	阴平	
借	闽中区			明溪(城关话)	ts	ia	24	阴去	
倦	闽中区			明溪(城关话)	kʰ	ieŋ	54	阳去	
倪	闽中区			明溪(城关话)	0	i	21	阳平	
倫	闽中区			明溪(城关话)	l	ɛŋ	21	阳平	
债	闽中区			明溪(城关话)	ts	a	24	阴去	
倾	闽中区			明溪(城关话)	kʰ	ɛŋ	31/33	上声/阴平	单字读，他读，倒掉。
假	闽中区			明溪(城关话)	k	o	31	上声	
偉	闽中区			明溪(城关话)	v	i	31	上声	
偏	闽中区			明溪(城关话)	pʰ	ieŋ	33	阴平	
停	闽中区			明溪(城关话)	tʰ	ɛŋ	21	阳平	
健	闽中区			明溪(城关话)	kʰ	ieŋ	54	阳去	
側	闽中区			明溪(城关话)	tsʰ	e	5	入声	
偵	闽中区			明溪(城关话)	ts	ɛŋ	33	阴平	
偶	闽中区			明溪(城关话)	ŋ	ay	21	阳平	
偷	闽中区			明溪(城关话)	tʰ	ay	33	阴平	
傀	闽中区			明溪(城关话)	k	ue	33	阴平	
傑	闽中区			明溪(城关话)	kʰ	e	54	阳去	
傘	闽中区			明溪(城关话)	s	uõ	31	上声	
储	闽中区			明溪(城关话)	s	y	21	阳平	
催	闽中区			明溪(城关话)	tsʰ	ue	33	阴平	
傲	闽中区			明溪(城关话)	ŋ	au	54	阳去	
傳	闽中区			明溪(城关话)	tsʰ	ieŋ	54	阳去	自传。
債	闽中区			明溪(城关话)	ts	a	24	阴去	
傷	闽中区			明溪(城关话)	s	oŋ	33	阴平	
傾	闽中区			明溪(城关话)	kʰ	ɛŋ	31/33	上声/阴平	单字读，他读，倒掉。
僅	闽中区			明溪(城关话)	k	ɛŋ	31	上声	
僑	闽中区			明溪(城关话)	kʰ	iau	21	阳平	
僧	闽中区			明溪(城关话)	s	aiŋ	33	阴平	
價	闽中区			明溪(城关话)	k	o	24	阴去	
僻	闽中区			明溪(城关话)	pʰ	i	5	入声	
儀	闽中区			明溪(城关话)	ŋ	i	21	阳平	
億	闽中区			明溪(城关话)	0	i	24	阴去	
儉	闽中区			明溪(城关话)	kʰ	ieŋ	54	阳去	
儕	闽中区			明溪(城关话)	s	o	21	阳平	人。原书作「左人右舍」。
優	闽中区			明溪(城关话)	0	iu	33	阴平	
儲	闽中区			明溪(城关话)	s	y	21	阳平	
元	闽中区			明溪(城关话)	0	ieŋ	21	阳平	
兄	闽中区			明溪(城关话)	x	iɤŋ	33	阴平	
充	闽中区			明溪(城关话)	tsʰ	ɤŋ	33	阴平	
先	闽中区			明溪(城关话)	s	ieŋ	33	阴平	
光	闽中区			明溪(城关话)	k	uõ	33	阴平	
克	闽中区			明溪(城关话)	kʰ	e	5	入声	
免	闽中区			明溪(城关话)	m	ieŋ	31	上声	
兔	闽中区			明溪(城关话)	tʰ	u	24	阴去	
入	闽中区			明溪(城关话)	ŋ	i	54	阳去	
內	闽中区			明溪(城关话)	l	ue	54	阳去	
全	闽中区			明溪(城关话)	tsʰ	ieŋ	21	阳平	
兩	闽中区			明溪(城关话)	l	aŋ/ioŋ	21/31	阳平/上声	
八	闽中区			明溪(城关话)	p	a	31/5	上声/入声	文读，白读。
公	闽中区			明溪(城关话)	k	ɤŋ	33	阴平	
六	闽中区			明溪(城关话)	l	iu	54	阳去	
兰	闽中区			明溪(城关话)	l	aŋ	21	阳平	
关	闽中区			明溪(城关话)	k	uaŋ	33	阴平	
兴	闽中区			明溪(城关话)	x	ɛŋ	33	阴平	高兴。
兵	闽中区			明溪(城关话)	p	oŋ/ɛŋ	33	阴平	
具	闽中区			明溪(城关话)	kʰ	y	54	阳去	
典	闽中区			明溪(城关话)	t	ieŋ	31	上声	
兹	闽中区			明溪(城关话)	ts	ɿ	33	阴平	
兼	闽中区			明溪(城关话)	k	ieŋ	33	阴平	
内	闽中区			明溪(城关话)	l	ue	54	阳去	
冈	闽中区			明溪(城关话)	k	oŋ	33	阴平	
冊	闽中区			明溪(城关话)	tsʰ	e	5	入声	
册	闽中区			明溪(城关话)	tsʰ	e	5	入声	
再	闽中区			明溪(城关话)	ts	a	24	阴去	
写	闽中区			明溪(城关话)	s	ia	31	上声	
军	闽中区			明溪(城关话)	k	ɛŋ	33	阴平	
农	闽中区			明溪(城关话)	l	ɤŋ	21	阳平	
冠	闽中区			明溪(城关话)	k	uõ	33	阴平	
冢	闽中区			明溪(城关话)	t	iɤŋ	31	上声	
冤	闽中区			明溪(城关话)	0	ieŋ	33	阴平	
冰	闽中区			明溪(城关话)	p	ɛŋ	33	阴平	
冲	闽中区			明溪(城关话)	tsʰ	ɤŋ	33	阴平	冲锋。
冷	闽中区			明溪(城关话)	l	ɛŋ/aiŋ	31	上声	
准	闽中区			明溪(城关话)	ts	ɛŋ	31	上声	
凝	闽中区			明溪(城关话)	ŋ	ɛŋ	21	阳平	
凡	闽中区			明溪(城关话)	f	aŋ	21	阳平	
凤	闽中区			明溪(城关话)	f	ɤŋ	54	阳去	
凯	闽中区			明溪(城关话)	kʰ	a	31	上声	
凱	闽中区			明溪(城关话)	kʰ	a	31	上声	
凳	闽中区			明溪(城关话)	t	aiŋ	24	阴去	
凶	闽中区			明溪(城关话)	x	iɤŋ	33	阴平	
击	闽中区			明溪(城关话)	k	i	5	入声	
函	闽中区			明溪(城关话)	x	aŋ	21	阳平	
凿	闽中区			明溪(城关话)	tsʰ	ɤ	54	阳去	
刀	闽中区			明溪(城关话)	t	au	33	阴平	
刁	闽中区			明溪(城关话)	t	iau	33	阴平	
刃	闽中区			明溪(城关话)	0	ɛŋ	54	阳去	
分	闽中区			明溪(城关话)	f/p	ɛŋ/ieŋ	33	阴平	
切	闽中区			明溪(城关话)	tsʰ	o/e	31/5	上声/入声	文读，切菜。
刊	闽中区			明溪(城关话)	kʰ	aŋ	33	阴平	
刎	闽中区			明溪(城关话)	v	ɛŋ	31	上声	
刑	闽中区			明溪(城关话)	x	ɛŋ	21	阳平	
刘	闽中区			明溪(城关话)	l	iu	21	阳平	
刚	闽中区			明溪(城关话)	k	oŋ	33	阴平	
初	闽中区			明溪(城关话)	tsʰ	u	33	阴平	
删	闽中区			明溪(城关话)	s	uõ	33	阴平	
判	闽中区			明溪(城关话)	pʰ	uõ	24	阴去	
刪	闽中区			明溪(城关话)	s	uõ	33	阴平	
刮	闽中区			明溪(城关话)	k	ua	5	入声	
到	闽中区			明溪(城关话)	t	au	24	阴去	
刴	闽中区			明溪(城关话)	t	ɤ	54/24	阳去/阴去	
刷	闽中区			明溪(城关话)	s	u	5	入声	
券	闽中区			明溪(城关话)	k	ieŋ	24	阳平	
刻	闽中区			明溪(城关话)	kʰ	e	5	入声	
刽	闽中区			明溪(城关话)	kʰ	ua	24	阴去	
剁	闽中区			明溪(城关话)	t	ɤ	54/24	阳去/阴去	
剃	闽中区			明溪(城关话)	tʰ	i	24	阴去	
削	闽中区			明溪(城关话)	s	iɤ	31	上声	
前	闽中区			明溪(城关话)	tsʰ	ieŋ	5/21	入声/阳平	文读，外面。
剛	闽中区			明溪(城关话)	k	oŋ	33	阴平	
剝	闽中区			明溪(城关话)	p	iɤ/ɤ	31/5	上声/入声	文读，白读。
剧	闽中区			明溪(城关话)	k	y	24	阴去	
剩	闽中区			明溪(城关话)	s	ieŋ/ɛŋ	54	阳去	
剪	闽中区			明溪(城关话)	ts	ieŋ	31	上声	
割	闽中区			明溪(城关话)	f/k	o	31/5	上声/入声	
剿	闽中区			明溪(城关话)	ts	iau	31	上声	
劃	闽中区			明溪(城关话)	v	a	31/54	上声/阳去	笔划，分划。
劇	闽中区			明溪(城关话)	k	y	24	阴去	
劈	闽中区			明溪(城关话)	pʰ	i	5	入声	
劉	闽中区			明溪(城关话)	l	iu	21	阳平	
劊	闽中区			明溪(城关话)	kʰ	ua	24	阴去	
劍	闽中区			明溪(城关话)	k	ieŋ	24	阴去	
劒	闽中区			明溪(城关话)	k	ieŋ	24	阴去	
劔	闽中区			明溪(城关话)	k	ieŋ	24	阴去	
劝	闽中区			明溪(城关话)	kʰ	ieŋ	24	阳平	
办	闽中区			明溪(城关话)	pʰ	aŋ	54	阳去	
功	闽中区			明溪(城关话)	k	ɤŋ	33	阴平	
加	闽中区			明溪(城关话)	k	o	33	阴平	
劣	闽中区			明溪(城关话)	l	e	54	阳去	
动	闽中区			明溪(城关话)	tʰ	ɤŋ	54	阳去	
助	闽中区			明溪(城关话)	tsʰ	u	54	阳去	
励	闽中区			明溪(城关话)	l	i	54	阳去	
劲	闽中区			明溪(城关话)	k	ɛŋ	24	阴去	
劳	闽中区			明溪(城关话)	l	au	21	阳平	
势	闽中区			明溪(城关话)	ʃ	ɿ	24	阴去	
勁	闽中区			明溪(城关话)	k	ɛŋ	24	阴去	
勃	闽中区			明溪(城关话)	pʰ	u	54	阳去	
勇	闽中区			明溪(城关话)	0	iɤŋ	31	上声	
勉	闽中区			明溪(城关话)	m	ieŋ	31	上声	
勒	闽中区			明溪(城关话)	l	e	5	入声	
勞	闽中区			明溪(城关话)	l	au	21	阳平	
募	闽中区			明溪(城关话)	m	ɤ	54	阳去	
勢	闽中区			明溪(城关话)	ʃ	ɿ	24	阴去	
勤	闽中区			明溪(城关话)	kʰ	ɛŋ	21	阳平	
勵	闽中区			明溪(城关话)	l	i	54	阳去	
勸	闽中区			明溪(城关话)	kʰ	ieŋ	24	阳平	
勺	闽中区			明溪(城关话)	s/ts	a/ɤ	54/5	阳去/入声	
勻	闽中区			明溪(城关话)	v	ɛŋ	21	阳平	
勿	闽中区			明溪(城关话)	0	u	54	阳去	
包	闽中区			明溪(城关话)	p	au	33	阴平	
匏	闽中区			明溪(城关话)	pʰ	y	21	阳平	原书作「瓠」。
化	闽中区			明溪(城关话)	f	o	24	阴去	
北	闽中区			明溪(城关话)	p	e	5	入声	
匙	闽中区			明溪(城关话)	s	e	21	阳平	
匠	闽中区			明溪(城关话)	tsʰ	ioŋ	54	阳去	
匡	闽中区			明溪(城关话)	kʰ	ioŋ	33	阴平	
匹	闽中区			明溪(城关话)	pʰ	i	31	上声	
区	闽中区			明溪(城关话)	kʰ	y	33	阴平	
匾	闽中区			明溪(城关话)	p	ieŋ	31	上声	
匿	闽中区			明溪(城关话)	l	i	54	阳去	
區	闽中区			明溪(城关话)	kʰ	y	33	阴平	
十	闽中区			明溪(城关话)	ʃ	ɿ	54	阳去	
午	闽中区			明溪(城关话)	ŋ	u	31	上声	
半	闽中区			明溪(城关话)	p	uõ	24	阴去	
卑	闽中区			明溪(城关话)	p	i	33	阴平	
卓	闽中区			明溪(城关话)	ts	ɤ	5	入声	
卖	闽中区			明溪(城关话)	m	a	54	阳去	
卢	闽中区			明溪(城关话)	l	u	21	阳平	
卦	闽中区			明溪(城关话)	k	o	24	阴去	
卯	闽中区			明溪(城关话)	m	au	31	上声	
印	闽中区			明溪(城关话)	0	ɛŋ	24	阴去	
危	闽中区			明溪(城关话)	v	i	21	阳平	
即	闽中区			明溪(城关话)	ts	i	5	入声	
卵	闽中区			明溪(城关话)	l	uõ	5/31	入声/上声	文读，松毛卵、疙瘩，白读，芋卵：芋子。
卻	闽中区			明溪(城关话)	kʰ	iɤ	5	入声	
卿	闽中区			明溪(城关话)	kʰ	ɛŋ	33	阴平	
厅	闽中区			明溪(城关话)	tʰ	aiŋ/ɛŋ	33	阴平	
历	闽中区			明溪(城关话)	l	i	54	阳去	
厉	闽中区			明溪(城关话)	l	i	54	阳去	
压	闽中区			明溪(城关话)	0	a/o	5	入声	文读，白读。
厚	闽中区			明溪(城关话)	x	ay	31/54	上声/阳去	文读，白读。
厲	闽中区			明溪(城关话)	l	i	54	阳去	
县	闽中区			明溪(城关话)	v/x	aŋ/ieŋ	21	阳平	文读，高。
参	闽中区			明溪(城关话)	s	aiŋ	33	阴平	人参。
參	闽中区			明溪(城关话)	s	aiŋ	33	阴平	人参。
又	闽中区			明溪(城关话)	0	iu	54	阳去	
及	闽中区			明溪(城关话)	kʰ	i	54	阳去	
友	闽中区			明溪(城关话)	0	iu	31	上声	
叔	闽中区			明溪(城关话)	s	iu	5	入声	
取	闽中区			明溪(城关话)	tsʰ	y	31	上声	
受	闽中区			明溪(城关话)	s	iu	54	阳去	
变	闽中区			明溪(城关话)	p	ieŋ	24	阴去	
叛	闽中区			明溪(城关话)	pʰ	uõ	24	阴去	
叟	闽中区			明溪(城关话)	s	ay	31	上声	
口	闽中区			明溪(城关话)	kʰ	ay	31	上声	
句	闽中区			明溪(城关话)	k	ay	33	阴平	
叫	闽中区			明溪(城关话)	k	iau	24	阴去	
可	闽中区			明溪(城关话)	kʰ	ɤ	31	上声	
史	闽中区			明溪(城关话)	s	ɿ	31	上声	
司	闽中区			明溪(城关话)	s	ɿ	33	阴平	
吉	闽中区			明溪(城关话)	k	i	5	入声	
同	闽中区			明溪(城关话)	tʰ	ɤŋ	21	阳平	
名	闽中区			明溪(城关话)	m	iaŋ/ɛŋ	5/21	入声/阳平	文读，白读。
吒	闽中区			明溪(城关话)	ts	o	33	阴平	
吓	闽中区			明溪(城关话)	x	o	31	上声	
吝	闽中区			明溪(城关话)	l	ɛŋ	54	阳去	
吞	闽中区			明溪(城关话)	tʰ	uõ/ɛŋ	33	阴平	
吠	闽中区			明溪(城关话)	f/pʰ	u/y	54	阳去	文读，白读。
否	闽中区			明溪(城关话)	pʰ	ay	31	上声	
吨	闽中区			明溪(城关话)	t	ɛŋ	24	阴去	
含	闽中区			明溪(城关话)	x	aŋ	21	阳平	
吸	闽中区			明溪(城关话)	k/x	i	5	入声	
吹	闽中区			明溪(城关话)	tsʰ	ø/ue	33	阴平	文读，白读。
吻	闽中区			明溪(城关话)	v	ɛŋ	31	上声	
吾	闽中区			明溪(城关话)	ŋ	u	21	阳平	
呂	闽中区			明溪(城关话)	l	y	21	阳平	
呈	闽中区			明溪(城关话)	tsʰ	ɛŋ	21	阳平	
告	闽中区			明溪(城关话)	k	au	24	阴去	
呓	闽中区			明溪(城关话)	ŋ	i	54	阳去	
员	闽中区			明溪(城关话)	0	ieŋ	21	阳平	
呢	闽中区			明溪(城关话)	l	i	33/21	阴平/阳平	单字读，疑问词。
周	闽中区			明溪(城关话)	ts	iu	33	阴平	
呪	闽中区			明溪(城关话)	ts	iu	24	阴去	
味	闽中区			明溪(城关话)	v	i	54	阳去	
呻	闽中区			明溪(城关话)	s	ɛŋ	33	阴平	
呼	闽中区			明溪(城关话)	f	u	33	阴平	
命	闽中区			明溪(城关话)	m	iaŋ/ɛŋ	54	阳去	文读，白读。
咨	闽中区			明溪(城关话)	ts	ɿ	33	阴平	
咸	闽中区			明溪(城关话)	x	aiŋ/aŋ	21	阳平	
哀	闽中区			明溪(城关话)	0	a	33	阴平	
品	闽中区			明溪(城关话)	pʰ	ɛŋ	31	上声	
哈	闽中区			明溪(城关话)	x	a	33	阴平	
响	闽中区			明溪(城关话)	s	oŋ	31	上声	
員	闽中区			明溪(城关话)	0	ieŋ	21	阳平	
哥	闽中区			明溪(城关话)	k	ɤ	33	阴平	
哭	闽中区			明溪(城关话)	kʰ	u	5	入声	
哲	闽中区			明溪(城关话)	ts	e	5	入声	
哺	闽中区			明溪(城关话)	pʰ	u	31	上声	
唐	闽中区			明溪(城关话)	tʰ	oŋ	21	阳平	
唱	闽中区			明溪(城关话)	tsʰ	oŋ	24	阴去	
啁	闽中区			明溪(城关话)	t	au	33	阴平	
商	闽中区			明溪(城关话)	s	oŋ	33	阴平	
問	闽中区			明溪(城关话)	m/v	ɛŋ	24	阴去	文读，白读。
啓	闽中区			明溪(城关话)	kʰ	i	31	上声	
啟	闽中区			明溪(城关话)	kʰ	i	31	上声	
啬	闽中区			明溪(城关话)	s	e	5	入声	
啼	闽中区			明溪(城关话)	tʰ	i	5/21	入声/阳平	文读，哭。
喀	闽中区			明溪(城关话)	kʰ	a	21	阳平	
喉	闽中区			明溪(城关话)	x	ay	21	阳平	
喊	闽中区			明溪(城关话)	x	aŋ	31	上声	
喑	闽中区			明溪(城关话)	0	ɛŋ	33	阴平	
喘	闽中区			明溪(城关话)	tsʰ	uõ	31	上声	
喚	闽中区			明溪(城关话)	f	uõ	24	阴去	
喜	闽中区			明溪(城关话)	x	i	31	上声	
喧	闽中区			明溪(城关话)	x	aŋ	33	阴平	
喪	闽中区			明溪(城关话)	s	oŋ	24	阴去	丧失。
單	闽中区			明溪(城关话)	t	uõ/aŋ	33	阴平	文读，白读。
喷	闽中区			明溪(城关话)	pʰ	ɛŋ	24	阴去	
喻	闽中区			明溪(城关话)	0	y	54	阳去	
嗇	闽中区			明溪(城关话)	s	e	5	入声	
嗜	闽中区			明溪(城关话)	ʃ	ɿ	54	阳去	
嗝	闽中区			明溪(城关话)	0	ø	5	入声	
嗷	闽中区			明溪(城关话)	ŋ	au	21	阳平	
嘈	闽中区			明溪(城关话)	tsʰ	au	21	阳平	
嘉	闽中区			明溪(城关话)	k	o	33	阴平	
嘱	闽中区			明溪(城关话)	ts	iu	5	入声	
嘻	闽中区			明溪(城关话)	s	e	33	阴平	
器	闽中区			明溪(城关话)	kʰ	i	24	阴去	
噴	闽中区			明溪(城关话)	pʰ	ɛŋ	24	阴去	
噸	闽中区			明溪(城关话)	t	ɛŋ	24	阴去	
嚇	闽中区			明溪(城关话)	x	o	31	上声	
嚴	闽中区			明溪(城关话)	0	ieŋ	21	阳平	
嚻	闽中区			明溪(城关话)	x	iau	33	阴平	
嚼	闽中区			明溪(城关话)	ts/tsʰ	iɤ/iau	5/54	入声/阳去	文读，白读。
囂	闽中区			明溪(城关话)	x	iau	33	阴平	
囈	闽中区			明溪(城关话)	ŋ	i	54	阳去	
囊	闽中区			明溪(城关话)	l	oŋ	21	阳平	
囑	闽中区			明溪(城关话)	ts	iu	5	入声	
囚	闽中区			明溪(城关话)	tsʰ	iu	21	阳平	
四	闽中区			明溪(城关话)	s	i/ɿ	24	阴去	文读，白读。
回	闽中区			明溪(城关话)	f	i/ue	21	阳平	单字读，个回：一次。
因	闽中区			明溪(城关话)	0	ɛŋ	33	阴平	
团	闽中区			明溪(城关话)	tʰ	uõ	5/21	入声/阳平	文读，个团泥。
困	闽中区			明溪(城关话)	kʰ	ueŋ	24	阴去	
固	闽中区			明溪(城关话)	k	u	24	阴去	
国	闽中区			明溪(城关话)	k	u	5	入声	
图	闽中区			明溪(城关话)	tʰ	u	21	阳平	
圆	闽中区			明溪(城关话)	0/v	ieŋ/uõ	21	阳平	
國	闽中区			明溪(城关话)	k	u	5	入声	
圍	闽中区			明溪(城关话)	v	i	21	阳平	
園	闽中区			明溪(城关话)	0/s	ieŋ	21/5	阳平/入声	文读，旱地。
圖	闽中区			明溪(城关话)	tʰ	u	21	阳平	
團	闽中区			明溪(城关话)	tʰ	uõ	5/21	入声/阳平	文读，个团泥。
