#i
ɓ［53］比毙［44］弊币被屁备篦
x［22］撒［53］讨考烤靠犒［44］扣
h［22］酵［31］桃逃淘陶萄涛豪毫壕［53］套好耗号［44］滔浩
ʔ［44］奥

#ɔu
ɓ［22］褒
pʰ［22］俘［53］否
m［31］谋［44］戊茂贸
ɗ［53］斗抖陡［44］豆逗
l［31］楼搂耧［44］漏陋
ts［22］邹掫周舟州洲［53］走［44］奏
s［22］抽羞［31］丑绸筹愁收仇酬［53］嗽瘦丑手受兽臭［44］寿授售
k［22］勾钩沟［53］狗［44］购
x［53］口［44］寇
h［22］偷好［31］头投喉猴瘊［44］后厚候好{喜好}
ʔ［22］殴呕［44］偶

#iɔu
ɓ［22］膘标彪［53］表
pʰ［22］飘［31］瓢嫖
m［31］苗描［53］秒［44］庙
ɗ［22］刁雕丢［53］钓吊
n［53］鸟尿钮扭
l［31］燎流刘留榴硫琉馏［53］了料柳［44］聊辽撩寥
ts［22］焦蕉椒噍樵瞧［53］酒［44］就
s［22］锹缲消宵霄硝销秋修
j［22］坳幽优忧［31］柔揉邮由油游犹悠［53］有友酉［44］幼又右佑
k［22］丘交郊胶狡铰骄［53］较九久韭灸救旧柩［44］搅教缴叫舅脚
ŋ［31］牛
x［31］侨桥娇轿求球［53］巧
h［31］肴淆条调［53］跳晓［44］孝休

#im
l［31］林淋临
ts［44］浸
k［22］今金襟

#iam
l［31］廉镰帘
ts［22］尖歼
s［22］签
j［31］岩染验焰盐檐淹阉严
k［22］监［44］尴减碱检剑
x［22］欠兼谦歉
h［31］甜［44］险
ʔ［31］嫌

#am
h［31］咸

#ɔm
j［31］吟
x［31］擒

#in
ɓ［22］彬宾槟
pʰ［31］贫
m［31］民闽
ts［44］件进尽阵近菌
s［22］心亲椿春［44］肾信讯顺
j［22］音阴因姻殷稳［31］壬任淫云［53］引［44］纫印隐润闰韵运晕
k［22］君军［44］谨［31］卷
x［31］琴禽擒勤芹群裙郡［44］劝券近
h［22］添熏勋薰荤［44］衅欣

#an
ɓ［22］班斑颁扳板版［53］半［44］犯办般搬伴贩
pʰ［22］泛攀潘藩翻番反［31］凡帆盘烦矾繁［53］饭
m［31］蛮满［44］慢瞒馒漫蔓
v［22］弯［44］湾万
ɗ［22］担丹单旦［53］胆淡［44］担
n［31］南男难
l［31］蓝篮缆兰拦栏烂［44］滥览
ts［22］簪占［31］站［44］暂站斩赞灒盏钻攒
s［22］参三杉衫餐珊山扇［31］残［53］蚕惨伞散铲产［44］散篡
k［22］甘柑泊蚶{蚶子}钳肝竿奸关［53］感敢橄憨［44］干杆秆扞建
ŋ［22］安鞍［44］涯岸雁
x［22］堪龛坎砍看刊［53］刊
h［22］贪探滩摊［31］潭含函谈痰衔坦檀坛弹寒韩闲［53］喊旱炭叹汗焊［44］汉
ʔ［53］按案［44］暗
#ian
ɓ［22］鞭编边蝙扁匾［44］便辨辩变辫
pʰ［22］篇偏［31］蝙［53］片
m［31］绵棉［44］免勉娩面缅
ɗ［53］点店典腆［44］垫颠电佃
n［31］年［44］念
l［31］连怜莲［44］柬拣练炼楝
ts［22］煎毡笺瞻［53］剪［44］展箭荐
s［22］仙鲜千先痫［31］钱前拳权［53］贱践饯选［44］浅善膳羡
j［22］言烟燕［31］然燃颜延筵银炎［53］演［44］眼饮晏宪献
k［22］艰间简裥肩坚捐娟筋［53］茧［44］谏涧铜见
x［31］乾掮［53］犬
h［22］天牵［31］田填贤弦玄悬［53］显［44］现

#ɔn
ɓ［22］奔锛［53］本笨
pʰ［22］扮盼喷芬纷粉愤忿粪［31］盆［44］奋份
m［31］门［44］闷
v［31］文纹蚊［53］闻［44］问院
ɗ［22］敦［53］纯［44］墩炖
t［53］莼醇
n［44］嫩
l［31］邻鳞燐伦沦轮仑［44］论
ts［22］针斟津珍真［44］枕晋振震
s［22］深辛新薪身申伸损逊［31］寻沉沈审婶甚秦陈尘神辰晨臣慎笋旬循巡肫唇［53］衬寸诊
j［31］人仁忍认匀引［53］孕［44］厌
k［22］跟根巾紧斤均钧
x［22］昆［53］垦恳
h［31］痕恨屯［44］陷限顿

#uɔn
pʰ［44］判
v［44］皖
ɗ［22］端［53］断［44］段缎椴
n［53］暖
l［31］联卵
ts［22］专破尊［53］转传纂
s［22］酸宣串川穿喧村［31］全泉旋镟选船传孙［53］算蒜［44］圈
j［22］院渊［31］完丸员圆缘沿铅元原源愿袁辕援［53］远怨［44］软
k［22］官棺冠管馆关［53］惯［44］贯灌罐颧
x［53］款［44］阔
h［22］欢［31］团还恒［44］换
ʔ［53］碗

#on
v［22］温瘟
x［22］坤
h［22］昏婚［31］魂混浑

#un
s［44］串［31］榫
k［53］滚棍
x［53］捆困
h［44］吞
.
#iŋ
ɓ［22］冰兵［53］丙秉柄饼并［44］迸病
pʰ［22］频［31］凭平坪评萍［44］秤聘
m［31］萌明鸣盟名铭［44］命
ɗ［22］丁钉疔［53］顶鼎［44］锭定
n［31］宁
l［31］陵凌菱灵零铃伶［44］另绫
ts［22］精晶睛［53］井净［44］镜郑静靖
s［22］清请青蜻［31情晴［44性姓醒
j［22］应莺鹦樱英婴缨［31］蝇迎盈赢萤荥营茔［44］应鹰硬影映
k［22］茎京惊兢经劲［53］境竟颈锦
x［22］卿轻［31］琼［44］庆倾顷
h［22］兴兄［31］亭停廷庭蜓形型刑［53］挺［44］幸听杏

#iəŋ
pʰ［22］拼
n［31］酿
l［31］谅辆［44］亮量
ts［53］奖［44］酱将
s［53］匠［44］相
k［22］疆姜薑江扛豇［44］讲降
h［22］香乡［44］享响向饷

#aŋ
ɓ［22］帮邦崩［53］绑［44］榜
pʰ［22］方［31］滂旁螃傍肪芳妨房防［44］放
m［31］忙芒茫盲
v［31］亡芒王往虻［44］汪网望旺
ɗ［22］当［53］党荡
n［31］囊［44］嚢
l［31］郎廊狼螂［44］朗浪
ts［22］脏赃张章樟［53］渐丧葬丈仗杖掌帐账胀
s［22］仓苍桑疮昌菖商伤倡［31］藏墙长肠场常尝裳偿厂［53］赏［44］上唱尚
j［22］壤攘嚷央秧殃［31］羊洋杨阳扬疡［53］养［44］祥让样
k［22］冈岗刚纲缸［31］港［44］钢
ŋ［22］昂
x［22］康慷慨肮夯［44］抗炕园
h［22］糠［31］堂棠螳唐糖塘行项巷

#ɔŋ
ɓ［31］磅
m［44］孟
v［31］往［53］忘
ɗ［22］登灯等瞪［53］凳镫［44］邓
n［31］能
l［44］冷
ts［22］曾增憎证蒸争筝贞侦正征［53］症整［44］征政正
s［22］称升胜塍生甥牲笙星腥［31］层曾橙乘承丞剩呈程逞成城诚［53］省［44］胜盛圣
k［22］庚羹粳耕［53］更耿
x［22］腔坑亨［53］肯
h［31］藤腾謄弘衡行

#uɔŋ
ts［22］桩［53］撞［44］壮
s［22］畅窗双［44］创
k［22］光［53］广逛
x［22］旷谎荒况［31］强{勉强}［53］矿［44］匡筐眶
h［31］黄簧皇蝗横

#oŋ
pʰ［22］风枫疯丰封［31］朋膨彭棚篷蓬冯峰锋逢缝［44］蜂
m［31］蒙［44］猛梦
ɗ［22］东冬［53］董懂冻栋［44］动
n［31］农脓浓
l［31］笼聋弄隆龙
ts［22］棕鬃宗综中忠终踪钟表盅［53］总粽中众种［44］重仲
s［22］聪匆葱松充冲舂［31］丛宋虫崇铳从重［53］送讼［44］松颂
j［31］荣戎绒融茸容蓉锫镕甬［53］永泳咏勇涌［44］雍痈拥庸用
k［22］公蚣功攻弓躬宫恭拱巩供［53］贡共
x［22］空孔恐［31］穷
h［22］轰通胸凶［31］虹宏同铜童瞳桐红洪鸿熊雄［53］桶痛洞
ʔ［22］翁

#uŋ
l［44］拢
pʰ［44］凤
n［31］侬
k［22］躬
ʔ［22］瓮

#ip
l［2］立笠粒
ts［4］汁
s［2］习十
k［4］急级给
x［2］及
h［2］吸

#ap
ɗ［4］答搭
n ［4］纳
l［4］腊蜡
ts［4］扎 ［2］闸
s［4］插 ［2］杂
h［4］踏搨［2］塔榻塌溻
ʔ［4］鸭压

#iap
ts［4］接
j［4］业 ［2］入叶页
k［4］劫甲胛匣夹狭峡
h［4］胁［2］帖贴叠碟牒蝶谍协

#uɔp
k［4］鸽 ［2］磕
h［2］合盒

#it
ɓ［4］笔毕弼［2］必
pʰ［4］匹
m［4］密蜜
l［2］律
ts［4］质
s［4］戌术率出七漆疾虱［2］实失室
j［4］乙日
x［4］窟


#at
ɓ［4］八拔
pʰ［4］罚伐筏发
v［4］袜挖
ɗ［4］达
n［4］捺
l［4］辣
ts［4］轧
s［4］察杀擦


#iat
ɓ［4］别鳖
pʰ ［4］撇
m［4］篾 ［2］灭
ɗ［4］跌
n［4］孽虐疟
l［4］列烈裂
ts［4］绝雪节截折哲
s［4］蟀切彻薛撤涉［2］辙舌设
k［4］诀决缺结洁杰［2］吉
x［4］屈乞掘
h［4］血穴铁

#ɔt
pʰ［4］佛
x［4］霍

#uɔt
ɓ［4］拨
pʰ［2］泼
m［4］末沫抹
s［4］说
j［4］月悦阅
k［4］刮割葛渴
h［4］脱夺捋括［2］滑猾活秃

#ot
h［4］忽［2］穴
x［2］掘
ʔ［4］握

#ut
m［4］没
v［2］物勿
k［4］骨
h［4］突

#iʔ
ɓ［4］璧僻碧擘逼
pʰ［4］壁劈
m［4］觅
ɗ［4］的滴嫡笛敌适
l［2］历力
ts［4］侄集绩［2］积迹脊织职识殖植只直值
s［4］戚吃籍藉惜昔赤斥尺射石息熄媳
j［4］译［2］益翼
k［4］菊激极击
h［4］踢剔籴域

#eʔ
s［4］确
j［4］热液腋

#iəʔ
l［4］略掠
s［4］席夕
k［4］觉角
h［4］赫吓［2］学

#aʔ
pʰ［4］法乏
s［2］塞

#ɔʔ
ɓ［4］魄剥驳缚博薄
m［4］莫膜寞
ɗ［2］得
l［4］猎
ts［4］责泽则贼塞卓爵雀嚼着作柞昨［2］酌着
s［4］测铡析策册择色鹊凿索
j［2］乐
k［4］革隔格各阁
ŋ［4］逆额恶［2］扼轭
x［4］客刻克
h［4］黑壳特鹤托讬

#uɔʔ
ts［2］啄
j［2］越药钥弱
k［2］郭

#oʔ
ɓ［4］百柏伯迫白帛陌北泊
ɗ［4］德

#uʔ
pʰ［4］复［2］福幅服伏仆
m［4］目穆牧木麦脉
ɗ［4］笃督读牍犊［2］毒独
l［2］绿录六陆鹿禄
ts［4］蜀属烛嘱促筑逐轴祝粥浊［2］足竹
s［4］束赎触俗续缩 ［2］肃宿畜叔熟淑速族
j［4］粤欲慾浴辱褥郁育［2］玉狱肉
k［4］谷
ʔ［4］握
