		字表		陽西塘口	陽春三甲	信宜思賀	信宜錢排	高州新垌	電白沙琅	化州新安	廉江石角	廉江青平
		1320		1315	1317	1320	1319	1314	1313	1318	1315	1314
P25	1	多		tɔ35	to35	tɔ45	tɔ34	tɔ44	to34	dɔ55	tɔ45	tɔ55
P25	2	拖		tʰɔ35	tʰo35	tʰɔ45	tʰɔ34	tʰɔ44	tʰo44	tʰɔ55	tʰɔ45	tʰɔ55
P25	3	驼		tʰɔ24	tʰo12	tʰɔ24	tʰɔ23	tʰɔ24	tʰo213	tʰɔ35	tʰɔ12	tʰɔ24
P25	4	大		tʰai21	tʰai31	tʰai31	tʰai31	tʰai31	tʰai31	tʰai33	tʰai44	tʰai33
P25	5	锣		lɔ24	lo12	lɔ24	lɔ23	lɔ24	lo213	lɔ35	lɔ12	lɔ24
P25	6	左		tsɔ21	tso31	tsɔ31	tsɔ31	tsɔ31	tso31	tsɔ31	tsɔ31	tsɔ31
P25	7	哥		kɔ35	ko35	kɔ45	kɔ34	kɔ44;kɔ55	ko34	kɔ55	kɔ45	kɔ55
P25	8	歌		kɔ35	ko35	kɔ45	kɔ34	kɔ44	ko34	kɔ55	kɔ45	kɔ55
P25	9	可		hɔ21	ho31	hɔ31	hɔ31;kʰɔ31	hɔ31	ho31	hɔ31	kʰɔ31	kʰɔ31
P25	10	鹅		ŋɔ24	ŋo12	ŋɔ24	ŋɔ23	ŋɔ55;ŋɔ24	ŋo213	ŋɔ35	ŋɔ12	ŋɔ24
P25	11	饿		ŋɔ21	ŋo31	ŋɔ31	ŋɔ31	ŋɔ31	ŋo31	ŋɔ33	ŋɔ44	ŋɔ33
P25	12	河		hɔ24	ho12	hɔ24	hɔ23	hɔ24	ho213	hɔ35	hɔ12	hɔ24
P25	13	贺		hɔ21	ho31	hɔ24	hɔ31	hɔ31	ho31	hɔ33	hɔ44	hɔ33
