
#ɚ
∅[24]儿而[44]尔耳饵[31]二贰{～心}
ɕ[53]仙鲜{新～}掀先[24]咸{～阳}嫌闲贤弦[44]险鲜{～少}癣显[31]陷馅限线羡宪献现县
∅[53]烟[24]炎阎檐盐=延筵缘沿[44]魇演[31]厌艳焰靥{笑～窝儿}晏宴

#uæ̃
l[24]鸾[44]卵[31]乱恋
ʦ[53]钻{动词}[44]攒{积～}[31]钻{木工用具}
ʦʰ[53]汆[44]纂{编～}
s[53]酸[31]算蒜
tʂ[31]赚
k[53]官棺观冠鳏关[44]管馆[31]贯灌罐冠{～军}惯
kʰ[53]宽[44]款
x[53]欢[24]桓还{～原}环[44]缓[31]唤焕换幻患宦
∅[53]豌{～豆}剜弯湾[24]完丸玩=顽=[44]皖碗宛[31]腕

#yæ̃
ʨ[53]捐[44]卷{～起}[31]眷绢倦
ʨʰ[53]圈{圆～}[24]全泉拳权颧[44]犬[31]圈{猪～}劝券
ɕ[53]轩宣喧[24]旋玄悬[44]选[31]楦{鞋～}眩
∅[53]冤渊[24]圆员元原源袁辕园援{～救}[44]阮远[31]院愿怨

#ən
p[53]奔[44]本[31]奔{～头儿}
pʰ[53]喷{～水}[24]盆[31]笨喷{～嚏}
m[53]闷[24]门[31]梦-
pf[53]中-{当～}[44]准准{标～}种-{～类}肿-[31]中-{射～}种-{～树}
pfʰ[53]椿{～树}春[24]虫-纯醇{酒味～}[44]蠢
f[53]分{～开}芬纷风-疯-蜂-[24]唇-焚坟[44]粉[31]顺-舜愤忿粪奋份{分一～两～}缝-{一条～}
v[24]纹蚊闻[44]吻刎[31]润闰问
t[53]登-灯-[44]等-[31]凳-镫-{鞍～}
tʰ[24]腾-誊-{～写}疼-
n[24]脓-[31]嫩
ʦʰ[24]层-
s[53]森
tʂ[53]针珍榛臻真贞侦[44]枕诊疹[31]镇阵振震
tʂʰ[24]沉陈尘辰晨臣[31]趁衬
ʂ[53]参{人～}深身申伸娠[24]神[44]沈婶审[31]葚={桑～}甚渗{～水}肾慎
ʐ[24]壬任{姓氏}人仁[44]忍[31]任{责～}纫{缝～}刃认韧
k[53]跟根
kʰ[44]垦恳啃{老鼠～}肯
ŋ[53]恩
x[24]痕[44]很[31]恨

#iən
p[53]彬宾槟{～榔}[44]禀[31]殡鬓
pʰ[53]拼[24]贫频{～繁}凭[44]品[31]聘
m[24]民[44]皿敏悯抿
l[24]林淋临邻鳞磷[31]赁吝
ʨ[53]今金禁{～不住}襟津巾斤筋[44]锦紧仅谨[31]禁{～止}进晋劲
ʨʰ[53]侵钦亲[24]琴禽擒秦勤芹[44]寝[31]浸妗{舅母}尽近戚
ȵ[53]阴音[24]银吟[44]饮{～酒}隐-[31]荫窨
ɕ[53]心新欣馨辛薪[24]寻[31]葚{桑～}信讯衅{挑～}
∅[53]因姻洇{湮}殷[24]淫寅匀[44]引隐允尹[31]印

#uən
t[53]敦{～厚}墩蹲东-冬-[44]董-[31]顿钝遁盾冻-洞-
tʰ[53]吞通[24]屯豚饨{馄～}臀铜筒[44]桶-捅-{～破了}[31]囤沌盾{矛～，赵～}动-
l[24]论{～语}伦沦轮笼-聋-拢-[44]□{用竹条编织而成的小篮子}[31]论{议～}弄-
ʦ[53]尊[44]撙
ʦʰ[53]村葱-[24]存[44]忖[31]寸
s[53]孙松-[44]损=[31]送=
k[53]公-[44]滚[31]棍
kʰ[53]空=坤昆[44]捆[31]困
x[53]昏婚荤[24]魂馄浑红-洪-[44]哄-{～骗}[31]混{相～，～沌}
∅[53]温瘟[44]稳[31]瓮-

#yən
ʨ[53]遵均钧君军[44]窘[31]俊菌
ʨʰ[53]皴{脸～}[24]群裙穷-[31]郡
ɕ[53]熏勋薰[24]荀旬循巡[44]损-笋榫{～头}[31]逊迅殉焌{火～手了}训
∅[24]云{子曰诗～}云{～彩}[31]熨{煴}韵运晕孕

#əŋ
p[53]帮邦崩{～}[44]榜绑[31]谤棒蚌蚌迸
pʰ[53]滂烹[24]旁螃庞朋彭膨棚=篷蓬[44]捧[31]傍胖
m[24]忙芒茫盲虻{牛～}萌盟蒙[44]莽蟒猛=懵{～懂}蠓{～虫}[31]孟梦=
pf[53]庄=装=桩=中={当～}忠终钟锺盅[44]种={～类}[31]壮中={射～}仲众种={～树}
pfʰ[53]疮=窗=充冲[24]床=虫=崇重{～复}[44]闯宠[31]创状撞重{轻～}
v[24]亡芒={麦～儿}绒茸{参～}[44]网辋[31]忘=妄望
t[53]当{～时，应～}登=灯=铛{烙饼用具}[44]党挡={阻～}等=[31]荡当{～作，典～}宕凳=镫=邓澄瞪
tʰ[53]汤=[24]堂棠唐糖塘腾=誊=藤疼=[44]倘躺[31]烫趟
n[24]囊能[44]曩攮
l[24]朗廊狼=蜋[44]朗冷=[31]浪楞
ʦ[53]赃曾{姓氏}增憎[31]葬藏{西～}脏{心～}赠
ʦʰ[53]仓苍[24]藏={隐～}曾{～经}层=[31]蹭
s[53]桑=丧{～事}僧[44]嗓搡{用力推}[31]丧{～失}
tʂ[53]张=章蒸=争=筝睁=正{～月}征[44]长={生～}涨={長}掌拯{～救}整=[31]丈=仗杖帐账胀障证症郑正政
tʂʰ[53]昌称={～重量}撑[24]长={～短}肠=场常尝偿澄惩橙乘承丞澄橙呈程成城诚[44]厂逞{～能}[31]畅唱倡{提～}称{相～}秤{一杆～}
ʂ[53]商伤升=生=牲=笙=甥=声=[24]绳[44]赏晌={～午}省{～长}省={节～}[31]上={～山}尚上={～面}胜{～任}剩=胜{～败}圣盛
k[53]冈刚=纲钢缸更庚羹耕[44]岗港梗{～子}耿[31]杠更{～加}
kʰ[53]康糠=慷{～慨}坑[31]抗炕=
ŋ[24]昂
x[53]亨[24]行=航杭恒衡横{～直}[31]横{蛮～}

#iəŋ
p[53]冰=兵[44]丙秉柄饼[31]病=并{合～}并
pʰ[24]平坪评瓶屏萍
m[24]明=鸣名=铭[31]命=
