
#ɚ
∅[24]儿而[44]尔耳饵[31]二贰{～心}

#ʅ
tʂ[53]知蜘{～蛛}支枝肢栀{～子花}脂之芝[24]职[44]纸只{～有}旨指止趾址[31]滞{停～}制智致稚{幼～}至痔置治志痣执汁秩质织只炙
tʂʰ[53]眵{眼～}痴嗤{～笑}[24]池驰迟持侄直值殖植[44]侈{奢～}豉{豆～}耻齿[31]翅赤斥尺
ʂ[53]施匙{钥～}师狮尸{～体}诗[24]时十拾{～起来}实食蚀识石[44]矢屎使史驶始[31]世势誓逝是氏视嗜士仕柿事市试侍湿失室式
ʐ[53]扔[31]日

#ɿ
ʦ[53]资姿咨兹滋[24]□{~闷：原本已经}[44]紫姊子梓[31]渍{~恶水}
ʦʰ[53]疵{吹毛求～}[24]雌瓷{～砖}慈磁{～石}辞词祠[44]此[31]刺赐次自字
s[53]斯厮撕私司丝思[44]死[31]四肆似祀{祭～}伺{～机}思{意～}寺嗣饲塞

#i
p[53]杯背{～包袱}碑卑悲[44]彼鄙比{～较}[31]蔽敝弊币毙闭箅{～子}臂备笔毕必弼北=逼碧璧壁
pʰ[53]批胚{～胎}坯{土～}披丕[24]培陪赔陪裴疲脾琵{～琶}枇{～杷}鼻[44]匹{一～布，一～马}劈[31]贝沛倍辈配佩背{～课文}焙{烘～}被{～卧，}婢譬{～喻}被{～打，～迫}避庇痹{麻～}屁僻辟
m[24]迷谜梅枚媒煤弥眉楣霉[44]米每美[31]妹昧秘泌媚密蜜墨觅
pf[53]追锥=[31]缀{点～}赘坠
pfʰ[53]吹=炊[24]垂=槌锤=
f[53]非飞妃[24]肥=[44]水=匪翡{～翠}[31]废肺吠税痱{～子}费={～用}
v[53]微[24]维惟[44]蕊尾[31]芮{姓}锐瑞未味
t[53]低堤[24]得-{~病}德-[44]底抵[31]帝第滴
tʰ[53]梯[24]题提蹄啼嫡笛[44]体[31]弟替涕{鼻～}剃屉{抽～，笼～}递地踢剔
l[24]来-犁黎离{～别}篱璃{玻～}梨厘狸{~猫换太子}[44]礼履李里理鲤[31]例=厉励丽{美～}隶荔{～支}离{～玻璃}利吏立笠粒栗肋勒力历{～史}历{日～}
ʨ[53]鸡稽饥{～饿}肌基几{～乎}机讥饥{～荒}[24]急级疾吉极籍藉{狼～}[44]挤几{茶～}己几{～个}给-{供～}[31]祭际荠济计系{～鞋带}寄冀纪{～律}记既季给={～东西}即鲫屐{木～}积迹脊绩寂击激
ʨʰ[53]妻欺期{时～}[24]齐脐奇骑岐祁其棋旗祈集辑{编～}[44]启企=起杞岂乞[31]去-{～皮}砌剂{面～子}契{～约}技妓器弃忌气汽泣七漆
ȵ[53]倪衣依[24]泥宜仪尼疑沂{～蒙山}[44]蚁倚椅你拟乙[31]艺谊义议腻毅匿逆={～风}益-溺{～死}
ɕ[53]西栖溪牺希稀飞-昔夕析[24]肥-习袭席[44]洗玺喜[31]细系{连～}系{关～}戏费-{～水}吸悉膝息熄锡
k[31]胳-{～膊}
kʰ[53]开-咳-{～嗽}[44]起-[31]刻-{用刀～}克-
x[31]黑
∅[53]伊医揖{作～}[24]移夷姨饴{高粱～}一[44]矣已以尾-[31]易{难～}肄{～业}意异逸忆亿抑翼益=亦译易{交～}疫役

#u
p[44]补堡-[31]布{~料}布{～置}怖{恐～}不卜
pʰ[53]铺{～设}[24]蒲菩{～萨}脯{胸～}仆{～人}[44]谱普浦脯{杏～}朴{～素}[31]部簿铺{店～}步捕扑曝瀑{～布}
m[24]模{～子}模{～范}毛-谋[44]某亩牡母拇[31]暮慕墓募幕木目穆牧
pf[53]猪诛蛛株朱硃珠锥-[44]煮拄{～拐杖}主[31]著{显～}箸{筷子}驻注{～释}注蛀铸
pfʰ[53]吹-[24]除储{姓氏}厨锤-[44]处{～相}杵[31]处{～所}柱住出
f[53]书舒肤敷俘{～虏}孵{～小鸡}麸{麦～子}枢输殊[24]符扶芙{～蓉}谁浮佛{仿～}服伏[44]暑鼠黍署{专～}薯{白～}府腑俯甫斧抚釜腐辅水-否[31]恕父付赋傅赴讣附输{运～}树睡妇负阜富副复{～兴}术{白～}术{手～}述福幅蝠{蝙～}腹覆{反～}复{～原}
v[24]如无巫诬儒[44]汝武舞侮鹉{鹦～}乳擩{～进去}[31]务雾入物勿
t[53]都{～城}[24]毒=[44]堵赌[31]度渡镀笃督
tʰ[53]突[24]徒屠途涂图独读牍犊{牛～子}毒-[44]土吐{～痰}[31]肚{鱼～，猪～}杜肚{腹～}妒吐{呕～}兔秃
ʦ[24]足=
ʦʰ[31]促
s[31]肃=宿=
tʂ[53]诸
tʂʰ[44]褚{姓}
ʂ[44]蜀
k[53]姑孤箍[44]古估{～计}股鼓谷{～子}[31]故固锢{～露锅}雇顾骨{筋～，～头}谷{稻～}
kʰ[53]枯[44]苦[31]库裤窟{～窿}哭酷
x[53]呼忽[24]胡湖狐壶乎葫{～芦}胡{～须}核{果子～}[44]虎浒{水～}[31]户沪互护
∅[53]乌污坞屋[24]吴蜈吾梧[44]五伍午[31]误悟恶{可～}戊杌{～子，～凳}沃{曲~}

#y
l[24]驴[44]吕旅缕{丝～}屡[31]虑滤类=泪=律率{速～}
ʨ[53]居车{象棋中的～马炮}拘驹[24]橘足-[44]举矩{规～}嘴-[31]巨拒距据锯{～木头}聚俱句具惧醉-剧剧菊
ʨʰ[53]蛆趋区驱[24]渠瞿局[44]取娶曲{歌～}[31]去={～皮}趣翠-粹-{纯～}柜黢{～黑}屈
ȵ[44]女语
ɕ[53]虚嘘{吹～}须{必～}须{胡～}需虽-绥-[24]徐随-俗-[44]许髓-[31]序叙绪絮续婿{女～}遂-隧-{～道}穗-恤肃-宿-畜{～牧}蓄{储～}续
∅[53]淤迂[24]鱼渔余{姓～}余{剩～}愚虞娱于{姓氏}逾愉围-[44]雨宇禹羽[31]御誉{荣～}预豫遇寓愈{病～}芋喻裕位-慰-域郁育玉狱欲欲浴

#ɤ
p[53]波菠{～菜}玻{～璃}[24]勃博驳伯=[44]跛{～足}簸{～一～}[31]簸{～箕}钵拨剥
pʰ[53]颇坡[24]婆薄[44]□{~上命：豁出去，不顾任何后果}[31]破泼钹迫=魄=
m[24]魔磨{～刀}摩馍摹膜[44]抹{~油}[31]磨{石～}末沫没{水～过膝盖}莫寞摸墨=默陌{～生}
pf[53]庄-装-[24]琢啄浊镯{鋜～子}[31]桌卓捉
pfʰ[53]窗-疮-[24]床-[31]戳
f[53]霜-孀-双-{一~筷子}双-{～生}[24]佛{神～}[44]所-纺[31]缩
v[24]芒-{麦～儿}[44]网-{~绳：用来固定牛轭的绳子}[31]忘-
t[31]挡-{阻～}
tʰ[53]汤-[24]铎踱[31]托{嘱～}特
n[24]挪
ʦ[31]责=
ʦʰ[31]厕={～所，茅～}侧=测=策=册=
s[31]瑟色=啬{吝～}
tʂ[53]遮=张-睁-[24]折={～叠}褶={襵～子，皱纹}哲=折={～断}[44]者=长-{生～}涨-{長}[31]蔗=蛰-{蝎子～人}浙=
tʂʰ[53]车=[24]辙长-{～短}肠-[44]扯=[31]彻=撤=丈-着{睡～}
ʂ[53]奢赊=佘{姓氏}[24]蛇=舍={～不得}舌=折={弄～了}裳{衣}勺{～子}芍{～药花}[44]晌-{～午}[31]社=射=麝={～香}赦=舍={宿～}摄=涉=设=上-{～山}上-{～面}
ʐ[24]瓤-{瓜～}[31]若弱
k[53]歌哥戈[24]阁格=革=隔=[44]葛[31]鸽割各搁{閣}胳={～臂}
kʰ[53]咳={欬～嗽}糠-[24]壳[44]可[31]磕渴炕-刻{时～}刻={用刀～}克=客=
ŋ[24]蛾鹅俄阿讹额=[44]我[31]饿鄂恶{善～}扼轭
x[24]河何荷{～花}合盒{烟～}行-{～列}[44]□{里头，指一定空间的内部}[31]荷{薄～}贺喝{～酒}喝{～采，吆～}鹤巷-赫吓{恐～}

#iɤ
t[53]多
tʰ[53]拖[24]驼驮{～东西}[31]舵大驮{～子}
l[24]凉-量-{～长短}[44]两-{斤～}[31]略掠
ʨ[53]浆-[31]脚觉-{知～}角
ʨʰ[24]墙-嚼[44]强-{勉～，倔～}[31]爵雀{麻～}鹊{喜～}却
ȵ[24]娘-[44]影-
ɕ[24]学[44]响-醒-[31]像削
∅[24]羊-杨-[44]仰-养-痒-[31]约药钥{～匙}

#uɤ
t[44]朵躲[31]惰剁掇{掂～}
tʰ[24]夺[44]妥椭{～圆}[31]唾{～沫}脱
n[31]糯{～米}诺
l[53]啰{～唆}[24]罗锣箩骡螺狼[44]裸{～体}[31]摞{～起来}落烙骆洛络乐{快～}
ʦ[24]昨[44]左[31]佐撮{一～米}作{工～}
ʦʰ[53]搓梭{织布～}[31]坐锉座措错{～误}错{～杂}凿
s[53]蓑唆{啰~}莎{～草}桑-[44]锁琐{～碎}所索{绳～}
tʂ[31]拙
tʂʰ[31]绰{宽～}
ʂ[31]朔
k[53]锅光-[24]国=[44]果裹馃[31]过桄{一～线}郭
kʰ[53]科棵{科}颗{一～珠}[31]课括{包～}阔廓扩
x[53]慌-[24]和{～气}禾活黄-[44]火伙[31]祸货和{～面}豁{～～口}霍藿{～香}或=惑=获
∅[53]倭窝[31]卧握

#ɛ
p[24]伯=白={~血病}[44]摆[31]百=柏=拜
pʰ[24]排牌[31]派败迫-拍=
m[24]埋[44]买[31]卖迈
pf[31]拽
pfʰ[44]揣{～度}
f[53]衰摔[31]帅率{～领}蟀
t[53]呆{～板}[44]掸{鸡毛～子}[31]待怠殆戴贷代袋带大{～夫}
tʰ[53]胎[24]台苔{舌～}抬[31]态太泰
n[53]挨{～住}[24]崖捱{～打}[44]乃奶[31]耐奈
l[24]来=[44]□{~紧：用力拉住绳子}[31]赖癞
ʦ[53]灾栽[44]宰载{三年两～}[31]再载{～重}
ʦʰ[53]猜[24]才{～能}材财裁才{刚～}[44]彩采睬在[31]菜载{满～}蔡
s[53]腮鳃[31]赛
tʂ[53]斋债[31]寨
tʂʰ[53]钗差{出～}[24]柴豺
ʂ[53]筛{～子}[44]筛{~晃虫，形容不稳重，爱显摆的人}[31]晒
k[53]该[44]改[31]概溉盖丐{乞～}
kʰ[53]开=[24]揩[44]凯[31]慨{慷～，感～}
ŋ[53]哀埃{尘～}[44]蔼{和～}矮[31]碍艾爱隘
x[24]孩鞋[44]海[31]亥害骇

#iɛ
p[24]别{区～}[31]鳖憋百-柏-掰{用手～开}檗{黄～，药名}
pʰ[24]别-{离～}棚-[31]撇{～捺，～开}拍-魄-病-
m[24]明-[44]猛-[31]灭篾麦-脉-
f[31]说{～话}
t[53]钉-{铁～}[24]爹=敌[44]打[31]跌{跕}钉-{～住}的{目～}
tʰ[53]听-{～话}[24]叠碟蝶谍[44]铁[31]帖贴
l[24]铃-[44]两-{～个}冷-领-岭-[31]例-猎列烈裂
ʨ[53]皆阶街蒸-争-荆-惊-[24]捷折-{～叠}褶-{襵～子，皱纹}哲-折-{～断}杰节结洁泽-择-{选～}宅-[44]姐=者-解{讲～，～开}解{晓也}景-井-整-[31]借=蔗介界芥疥届戒械解{姓氏}接蛰-{惊～}蛰-{蝎子～人}揭窄-摘-责-镜-
ʨʰ[53]车-{马～}称-{～呼，～重量}清-轻-{～重}青-[24]劫辙-截[44]且扯-[31]厕-{～所}妾怯彻撤-切{～开}侧-测-拆-策-册-净-
ȵ[24]凝{汤～成冻了}额-[44]影-[31]聂{姓氏}镊{～子}蹑{～步}业孽捏硬-逆-{顺～，～风}
ɕ[53]些=薛楔{～子，～橛子}虱升-生-笙-甥-惜-声-星-腥-[24]邪斜=谐携胁协舌-折-{弄～了}[44]写省-{节～}[31]泻卸=谢社射-麝-{～香}赦-舍-{宿～}械=懈-摄-涉-涩-泄{～漏}设歇蝎屑{不～}屑{木～}血色-剩-杏-性-姓-
k[24]格-革-隔-
kʰ[31]客-
∅[24]爷=蝇-[44]也{～是}野[31]夜=叶页噎{～住了}应={～对，响应}液腋

#uɛ
k[53]乖[44]拐{～棍}[31]怪
kʰ[31]块会{～计}块快筷
x[24]怀槐淮[31]坏
∅[53]歪[31]外=

#yɛ
l[31]劣
ʨ[24]绝决诀觉={知～}[31]倔{脾气～}
ʨʰ[24]瘸{～腿}掘倔{～强}[31]缺确
ȵ[31]虐疟{～疾}
ɕ[53]靴[24]穴[31]雪
∅[53]曰粤[31]悦阅月越跃=岳{南～}乐{音～}

#ei
m[31]寐
n[31]内
ʦ[24]则
ʦʰ[24]贼

#uei
t[53]堆[31]对碓队兑
tʰ[53]推[44]腿[31]退蜕{～皮}褪
l[24]雷[44]儡{傀～}累{～积}垒[31]累{劳~}累{连～}类=泪=
ʦ[44]嘴=[31]最=醉=
ʦʰ[53]催崔{姓氏}炊[31]罪脆翠=粹={纯～}
s[53]虽=绥=[24]随=[44]髓=[31]碎岁遂=隧={～道}穗=
tʂʰ[53]吹=[24]垂=
ʂ[44]水=
k[53]圭闺龟归[24]国-[44]轨鬼[31]桂诡贵
kʰ[53]盔规亏窥[24]魁奎逵葵[44]傀{～儡}癸[31]溃{～脓}跪愧柜
x[53]恢灰挥辉徽[24]回茴{～香}[44]悔毁[31]贿汇晦会{开～}会{～不～}绘惠慧秽讳汇或-惑-
∅[53]危威[24]为违围=[44]伪萎委伟苇[31]外=卫喂位=魏畏慰=胃

#ɤʊ
t[53]都{～是}兜[44]斗抖陡[31]斗{～争}逗
tʰ[53]偷[24]头投[31]透豆
n[24]奴[44]努[31]怒
l[53]搂{～取}[24]卢炉芦{～苇}庐{茅～}楼[44]鲁橹虏卤篓搂[31]路赂露漏陋鹿禄
ʦ[53]租[44]祖组阻走[31]做{作}
ʦʰ[53]粗[24]卒族[31]醋助凑猝
s[53]苏酥[44]叟[31]素诉塑嗉{鸟～子}嗽{咳～}速粟
tʂ[53]邹周舟州洲[24]竹筑烛[44]肘帚嘱[31]纣昼宙皱骤咒祝粥
tʂʰ[53]初抽[24]锄雏绸稠筹愁仇酬逐轴[44]楚丑瞅[31]臭{～味}畜{～牲}触
ʂ[53]梳{～头}疏{～远}蔬搜飕馊{饭～了}搜{～集}收淑[24]熟{煮～}赎[44]数{动词}手首守蜀属[31]数{名词}瘦受兽寿授售叔束
ʐ[24]柔揉[44]辱[31]肉褥
k[53]勾钩沟[44]狗苟[31]够构购勾{～当}
kʰ[53]抠[44]口[31]扣{～住}抠
ŋ[53]欧[44]藕偶{配～}偶{～然}呕{～吐}[31]沤怄{～气}
x[24]侯喉猴瘊{～子}[44]吼[31]后{～来}厚后{皇～}候

#iɤʊ
m[31]谬
t[53]丢
l[53]溜[24]流刘留榴{石～}硫{～黄}琉{～璃}[44]柳[31]馏六陆绿录
ʨ[53]揪鸠阄纠{～缠}纠{～正}[44]九久韭灸{针～}酒[31]救究
ʨʰ[53]秋{～天}秋{～千}丘[24]囚求球仇{姓氏}[31]就臼舅咎旧柩
ȵ[24]牛[44]扭纽
ɕ[53]修休羞[44]朽[31]秀绣宿锈袖嗅
∅[53]优悠幽[24]邮油游犹[44]有友酉[31]诱又右幼

#ɑ̃
p[53]巴芭疤[44]把{～握}[31]霸把{刀~}坝{堤～}爸罢八
pʰ[24]爬琶{琵～}杷{枇～}拔[31]怕帕耙{～地}
m[24]麻蟆[44]马码[31]骂抹
f[53]摔-[24]乏伐筏罚[44]耍[31]法{方～}涮{～洗}刷发{头～}发{～生}
v[24]□{~两下：洗衣服用手搓的动作}[31]袜
t[24]达[44]打[31]答搭
tʰ[53]他[24]沓{一～纸}[31]塔榻塌溻{汗～湿了}踏搨{～本}
n[24]哪拿[31]纳捺{撇～}那
l[53]拉[31]腊蜡辣
s[44]洒撒[31]萨
tʂ[53]渣[24]闸炸[44]□{量词，张开的大拇指和中指间的距离}[31]诈榨炸乍札扎锃{～明油光}
tʂʰ[53]叉杈差{～不多}车-{三轮木～}差{参～}[24]茶茬{麦～}查铡{～刀}察[44]扯-[31]岔{～路口}插
ʂ[53]沙纱赊-[24]舍-{～不得}[44]傻[31]厦{前～}社-杀
ʐ[44]惹
x[24]蛤匣-{箱～}[31]下-{底～}下-{～降}瞎

#iɑ̃
t[24]爹-
ʨ[53]家加痂嘉家遮-佳[44]假{真～}贾姐-[31]假{放～}架驾嫁稼价借-夹甲胛{肩～}
ʨʰ[24]茄[31]恰掐=洽
ȵ[53]鸦丫{～头}押[24]牙芽衙伢{小孩子}涯{天～}[44]雅哑[31]砑{～平}亚鸭压轧{被车～，～棉花}
ɕ[53]虾{鱼～}哈{～腰}些-[24]霞瑕遐斜-狭峡辖{管～}[31]夏{姓}厦{～门}夏{春～}卸-
∅[24]爷-[44]也-{～是}野-[31]夜-

#uɑ̃
k[53]瓜[44]寡剐[31]挂卦刮
kʰ[53]夸[44]垮[31]跨
x[53]花[24]华{中～}铧划{～船}滑猾{狡～}[31]化华{～山}桦画话划
∅[53]蛙洼蛙挖[24]娃[44]瓦{名词}[31]瓦{动词}

#ɔ̃
p[53]褒{～奖}包胞[44]保堡=宝饱[31]抱报暴鲍{～鱼}豹爆
pʰ[53]泡抛剖[24]袍刨{～地}狍{～子}雹[44]跑[31]炮泡
m[53]猫[24]茅锚矛毛=[44]卯[31]冒帽貌茂贸
t[53]刀叨{唠～}[44]祷岛倒{打～}导[31]道=稻=到倒{～水}盗
tʰ[53]滔掏涛[24]桃逃淘{～米}陶萄[44]讨[31]道-稻-套
n[24]铙挠[44]脑恼[31]闹
l[53]捞唠{～叨}[24]劳牢[44]老[31]涝{旱～}
ʦ[53]遭糟[44]早枣蚤澡[31]皂=造=灶罩
ʦʰ[53]操{~作}糙{粗~}[24]曹槽{马~}[44]草[31]皂-造-躁凿
s[53]骚臊{～气}[44]扫{～地}嫂[31]扫{～帚}
tʂ[53]朝{今～}昭招[44]爪={鸡～}找沼{～气}[31]罩笊{～篱}赵兆召照诏
tʂʰ[53]抄钞超[24]巢朝{～代}潮[44]炒吵[31]焯{～菠菜}
ʂ[53]梢{树～}捎{～带}稍烧[24]韶{～关}[44]少{多～}[31]绍少{～年}邵
ʐ[24]饶[44]扰绕{围～}[31]绕{～线}
k[53]高膏篙羔糕[44]稿[31]告膏{～油}
kʰ[44]考烤[31]靠犒
ŋ[53]熬{～白菜}肮[44]袄[31]傲鏊{烙饼用具}懊奥懊
x[53]蒿{茼～}薅[24]豪毫号{呼～}[44]好{～坏}郝[31]浩好{喜～}耗号{编～}

#iɔ̃
p[53]膘标彪[44]表{～格}表{钟～}
pʰ[53]飘[24]瓢嫖[44]漂{～白粉}[31]票{车～}漂{～亮}
m[24]苗描[44]藐渺秒[31]庙妙
t[53]刁貂雕[31]钓吊掉
tʰ[53]挑[24]条调{～和}[31]跳调{音～}
l[24]燎疗聊辽撩{～起来}寥[44]燎了{～结}[31]料廖{姓}
ʨ[53]交郊胶教焦蕉{香～}椒骄娇[44]绞狡搅剿矫{～诈}缴侥饺[31]校{~对}较窖觉={睡～}叫
ʨʰ[53]敲悄{静～～}[24]瞧乔侨桥荞[44]巧[31]俏鞘{刀～}轿窍
ȵ[24]尧[44]鸟咬[31]尿
ɕ[53]消宵销萧箫[44]小晓[31]酵孝效校笑
∅[53]妖邀腰要{～求}吆{～喝}[24]肴摇谣窑姚[44]舀{～水}杳{～无音信}[31]要{重～}耀跃-

#æ̃
p[53]班斑颁扳{～手}般搬{般}[44]板版[31]扮办半绊
pʰ[53]攀潘[24]盘[31]盼瓣拼{～命}伴拌判叛
m[24]蛮瞒馒{～头}[44]满[31]慢漫
pf[53]砖专[44]转{～眼，～送}[31]撰篆转{～圈}传{～记}
pfʰ[53]穿川[24]传{～达}[44]喘[31]串{穿}篡
f[53]帆拴{～}藩翻番{几～}藩[24]凡船烦矾繁[44]反[31]范范犯泛贩饭
v[44]软晚挽[31]万蔓{瓜~子}
t[53]耽担{～任}丹单{～独}[44]胆[31]担{挑～}诞旦
tʰ[53]贪坍滩摊[24]潭谭谈痰坛弹{～琴}[44]毯坦[31]探淡炭叹但弹{子～}蛋{鸡~}
n[24]南男难{～易}[44]暖[31]难{患～}
l[24]蓝篮兰拦栏[44]漤{～柿子，～菜}览揽榄{橄～}缆懒[31]滥烂
ʦ[53]簪[31]暂錾{～花}赞灒{溅}
ʦʰ[53]餐[24]蚕惭残[44]惨[31]灿
s[53]三[44]伞散{~馍花}[31]散{分～}
tʂ[53]沾粘毡[44]盏斩展[31]站蘸占绽栈战
tʂʰ[53]搀[24]谗馋缠蝉禅{～宗}[44]产铲[31]颤
ʂ[53]杉衫珊山删膻扇[44]陕{～西}闪[31]钐善扇{～子}膳单{姓氏}禅{～让}
ʐ[24]然燃[44]染冉
k[53]甘柑尴干{～涉}肝竿{竹}干{～湿}[44]感敢橄{～榄}杆秆{稻～}擀赶[31]干{～部}
kʰ[53]堪勘{～探}看{～守}刊[44]坎砍[31]看{～见}
ŋ[53]庵安鞍[24]□{预先安排，提前列入计划}[44]揞{～药}[31]暗岸按案
x[53]憨酣鼾[24]含函咸{～淡}寒韩还{～有}[44]喊罕[31]撼憾旱汉汗焊翰

#iæ̃
p[53]鞭编边[44]扁匾贬[31]辨辩变汴便{方～}遍{一～}遍{～地}
pʰ[53]篇偏蝙[24]便{～宜}[31]骗{欺～}辫片
m[24]绵棉眠[44]免勉娩{分～}缅[31]面
t[44]点典[31]店电殿奠佃
tʰ[53]天添[24]甜田填[44]舔[31]簟{席}垫{～钱}
l[24]廉镰帘连联怜莲[44]脸[31]殓练炼
ʨ[53]监{～察}尖歼{～灭}兼艰间{中～}奸煎肩坚[44]减碱检俭简裥柬拣剪茧[31]舰渐剑间{～断，～或}箭溅{～一身水}饯{～行}键建健腱荐见
ʨʰ[53]嵌签签谦迁笺千牵铅[24]潜钳钱乾{～坤}虔前[44]浅遣[31]欠歉践件贱
ȵ[53]淹阉盐-醃腌蔫{食物不新鲜}焉蔫[24]岩黏严=严-颜{～色}言年研[44]掩眼碾[31]验念雁谚燕{～子}咽宴-
