片	区	小片	方言点	声母	韵母	调值	调类	备注
严	汀州片		秀篆(福建詔安)	ŋ	iam	54	陽平	
久	汀州片		秀篆(福建詔安)	k	iu	51	陰上去	
亏	汀州片		秀篆(福建詔安)	kʰ	oi	13	陰平	
井	汀州片		秀篆(福建詔安)	ts	iaŋ	51	陰上去	
仙	汀州片		秀篆(福建詔安)	s	ien	13	陰平	
余	汀州片		秀篆(福建詔安)	z	y	54	陽平	
作	汀州片		秀篆(福建詔安)	ts	ɔu	51	陰上去	
假	汀州片		秀篆(福建詔安)	k	a	51	陰上去	真假
催	汀州片		秀篆(福建詔安)	tsʰ	oi	13	陰平	
傾	汀州片		秀篆(福建詔安)	kʰ	in	13	陰平	
免	汀州片		秀篆(福建詔安)	m	ien	51	陰上去	
全	汀州片		秀篆(福建詔安)	tsʰ	ien	54	陽平	
兩	汀州片		秀篆(福建詔安)	l	iɔŋ	13	陰平	兒倆
冫	汀州片		秀篆(福建詔安)	p	ɛn	13	陰平	
判	汀州片		秀篆(福建詔安)	pʰ	an	51	陰上去	
利	汀州片		秀篆(福建詔安)	l	i	33	陽去	
升	汀州片		秀篆(福建詔安)	ʃ	in	13	陰平	
印	汀州片		秀篆(福建詔安)	z	in	51	陰上去	
叔	汀州片		秀篆(福建詔安)	ʃ	u	24	陰入	
吸	汀州片		秀篆(福建詔安)	kʰ	ip	3	陽入	
告	汀州片		秀篆(福建詔安)	k	ɔu	51	陰上去	
哥	汀州片		秀篆(福建詔安)	k	ɔu	54	陽平	
块	汀州片		秀篆(福建詔安)	kʰ	uai	51	陰上去	
垕	汀州片		秀篆(福建詔安)	h	ɛu	33	陽去	
妹	汀州片		秀篆(福建詔安)	m	ɔi	51	陰上去	
姐	汀州片		秀篆(福建詔安)	ts	ia	51	陰上去	
姑	汀州片		秀篆(福建詔安)	k	u	13	陰平	
孝	汀州片		秀篆(福建詔安)	h	au	51	陰上去	
季	汀州片		秀篆(福建詔安)	k	oi	51	陰上去	
害	汀州片		秀篆(福建詔安)	h	ɔi	33	陽去	
家	汀州片		秀篆(福建詔安)	k	a	13	陰平	
容	汀州片		秀篆(福建詔安)	z	iuŋ	54	陽平	
寸	汀州片		秀篆(福建詔安)	tsʰ	un	51	陰上去	
尽	汀州片		秀篆(福建詔安)	tsʰ	in	33	陽去	
尾	汀州片		秀篆(福建詔安)	m	oi	13	陰平	
山	汀州片		秀篆(福建詔安)	s	sn	13	陰平	
左	汀州片		秀篆(福建詔安)	ts	ɔu	51	陰上去	
帐	汀州片		秀篆(福建詔安)	tʃ	ɔŋ	51	陰上去	
幼	汀州片		秀篆(福建詔安)	z	iu	51	陰上去	
张	汀州片		秀篆(福建詔安)	tʃ	ɔŋ	13	陰平	
得	汀州片		秀篆(福建詔安)	t	ɛt	24	陰入	
恩	汀州片		秀篆(福建詔安)	0	ɛn	13	陰平	
感	汀州片		秀篆(福建詔安)	k	am	51	陰上去	
戴	汀州片		秀篆(福建詔安)	t	ai	51	陰上去	
扁	汀州片		秀篆(福建詔安)	p	ien	51	陰上去	
扫	汀州片		秀篆(福建詔安)	s	ɔu	51	陰上去	掃地
提	汀州片		秀篆(福建詔安)	tʰ	i	54	陽平	
敏	汀州片		秀篆(福建詔安)	m	ɛn	51	陰上去	
曉	汀州片		秀篆(福建詔安)	h	iu	51	陰上去	
木	汀州片		秀篆(福建詔安)	h	m	24	陰入	
朱	汀州片		秀篆(福建詔安)	tʃ	y	13	陰平	
梅	汀州片		秀篆(福建詔安)	m	ɔi	54	陽平	
梯	汀州片		秀篆(福建詔安)	tʰ	ɔi	13	陰平	
步	汀州片		秀篆(福建詔安)	pʰ	u	33	陽去	
毛	汀州片		秀篆(福建詔安)	h/m	m/ɔu	13/13	陰平/陰平	白讀<br>文讀
油	汀州片		秀篆(福建詔安)	0	iu	54	陽平	
潘	汀州片		秀篆(福建詔安)	pʰ	an	13	陰平	
灭	汀州片		秀篆(福建詔安)	m	ɛt	24	陰入	
燕	汀州片		秀篆(福建詔安)	z	ɛn	51	陰上去	
王	汀州片		秀篆(福建詔安)	0	ɔŋ	54	陽平	
瓦	汀州片		秀篆(福建詔安)	ŋ	ua	51	陰上去	
田	汀州片		秀篆(福建詔安)	tʰ	ɛn	54	陽平	
盖	汀州片		秀篆(福建詔安)	k	ɔi	51	陰上去	
破	汀州片		秀篆(福建詔安)	pʰ	ɔu	51	陰上去	
社	汀州片		秀篆(福建詔安)	ʃ	a	33	陽去	
禮	汀州片		秀篆(福建詔安)	l	i	51	陰上去	
禾	汀州片		秀篆(福建詔安)	v	ɔu	54	陽平	
穅	汀州片		秀篆(福建詔安)	kʰ	ɔŋ	13	陰平	
