num	單字	字注	IPA	IPA	声	韵	调	调值
1380	盟	盟	mən21	tən21	m	ən	2	21
1381	銘	銘	mən21	tən21	m	ən	2	21
1382	宏	宏	fən21	tən21	f	ən	2	21
1383	登	登	tən35	tən35	t	ən	1	35
1384	燈	燈	tən35	tən35	t	ən	1	35
1385	丁	丁	tən35	tən35	t	ən	1	35
1386	釘	釘	tən35	tən35	t	ən	1	35
1387	釘	釘	tən35	tʰən35	t	ən	1	35
1388	等	等	tən32	tʰən32	t	ən	3	32
1389	凳	凳	tən52	tʰən52	t	ən	4	52
1390	聽	聽	tʰən35	tʰən35	tʰ	ən	1	35
1391	廳	廳	tʰən35	tʰən35	tʰ	ən	1	35
1392	聽	聽	tʰən35	tʰən35	tʰ	ən	1	35
1393	騰	騰	tʰən21	nən21	tʰ	ən	2	21
1394	藤	藤	tʰən21	nən21	tʰ	ən	2	21
1395	鄧	鄧	tʰən32	nən32	tʰ	ən	3	32
1396	能	能	nən21	nən21	n	ən	2	21
1397	凝	凝	nən21	lən21	n	ən	2	21
1398	寧	寧	nən21	kən21	n	ən	2	21
1399	寧	寧	nən21	kən21	n	ən	2	21
1400	另	另	lən32	kən32	l	ən	3	32
1401	根	根	kən35	kʰən35	k	ən	1	35
1402	跟	跟	kən35	kʰən35	k	ən	1	35
1403	筋	筋	kən35	hən35	k	ən	1	35
1404	近	近	kʰən35	hən35	kʰ	ən	1	35
1405	凝	凝	kʰən21	hən21	kʰ	ən	2	21
1406	痕	痕	hən21	hən21	h	ən	2	21
1407	懇	懇	hən32	hən32	h	ən	3	32
1408	墾	墾	hən32	hən32	h	ən	3	32
1409	很	很	hən32	ŋən32	h	ən	3	32
1410	恨	恨	hən32	ŋən32	h	ən	3	32
1411	肯	肯	hən32	ŋən32	h	ən	3	32
1412	奀	奀	ŋən35	ŋən35	ŋ	ən	1	35
1413	銀	銀	ŋən21	ʦən21	ŋ	ən	2	21
1414	齦	齦	ŋən21	ʦən21	ŋ	ən	2	21
1415	靭	靭	ŋən32	ʦən32	ŋ	ən	3	32
1416	增	增	ʦən35	ʦən35	ʦ	ən	1	35
1417	憎	憎	ʦən35	ʦʰən35	ʦ	ən	1	35
1418	曾	曾	ʦən35	ʦʰən35	ʦ	ən	1	35
1419	僧	僧	ʦən35	ʦʰən35	ʦ	ən	1	35
1420	呻	呻	ʦʰən35	ʦʰən35	ʦʰ	ən	1	35
1421	層	層	ʦʰən21	ʦʰən21	ʦʰ	ən	2	21
1422	曾	曾	ʦʰən21	sən21	ʦʰ	ən	2	21
1423	赠	赠	ʦʰən32	sən32	ʦʰ	ən	3	32
1424	襯	襯	ʦʰən52	sən52	ʦʰ	ən	4	52
1425	星	星	sən35	sən35	s	ən	1	35
1426	腥	腥	sən35	sən35	s	ən	1	35
1427	猩	猩	sən35	ən35	s	ən	1	35
1428	省	省	sən32	tən32	s	ən	3	32
1429	擤	擤	sən52	nən52	s	ən	4	52
1430	恩	恩	ən35	kʰən35	∅	ən	1	35
1431	跌	跌	təp54	ʦəp54	t	əp	6	54
1432	粒	粒	nəp32	ʦʰəp32	n	əp	5	32
1433	冚	冚	kʰəp32	pəp32	kʰ	əp	5	32
1434	拾	拾	ʦəp54	pʰəp54	ʦ	əp	6	54
1435	眨	眨	ʦʰəp32	məp32	ʦʰ	əp	5	32
1436	北	北	pət32	mət32	p	ət	5	32
1437	卜	卜	pʰət54	mət54	pʰ	ət	6	54
1438	擘	擘	mət32	mət32	m	ət	5	32
1439	滅	滅	mət54	mət54	m	ət	6	54
1440	密	密	mət54	mət54	m	ət	6	54
1441	蜜	蜜	mət54	mət54	m	ət	6	54
1442	默	默	mət54	fət54	m	ət	6	54
1443	陌	陌	mət54	tət54	m	ət	6	54
1444	墨	墨	mət54	tət54	m	ət	6	54
1445	或	或	fət54	tʰət54	f	ət	6	54
1446	得	得	tət32	tʰət32	t	ət	5	32
1447	德	德	tət32	nət32	t	ət	5	32
1448	笛	笛	tʰət54	lət54	tʰ	ət	6	54
1449	糴	糴	tʰət54	lət54	tʰ	ət	6	54
1450	捏	捏	nət32	kət32	n	ət	5	32
1451	簕	簕	lət32	kʰət32	l	ət	5	32
1452	栗	栗	lət54	kʰət54	l	ət	6	54
1453	結	結	kət32	kʰət32	k	ət	5	32
1454	乞	乞	kʰət32	kʰət32	kʰ	ət	5	32
1455	刻	刻	kʰət32	hət32	kʰ	ət	5	32
1456	克	克	kʰət32	ʦət32	kʰ	ət	5	32
1457	咳	咳	kʰət54	ʦət54	kʰ	ət	6	54
1458	黑	黑	hət32	ʦʰət32	h	ət	5	32
1459	則	則	ʦət32	ʦʰət32	ʦ	ət	5	32
1460	側	側	ʦət32	sət32	ʦ	ət	5	32
1461	測	測	ʦʰət32	sət32	ʦʰ	ət	5	32
1462	賊	賊	ʦʰət54	sət54	ʦʰ	ət	6	54
1463	蚤	蚤	sət32	sət32	s	ət	5	32
1464	蝨	蝨	sət32	sət32	s	ət	5	32
1465	塞	塞	sət32	pət32	s	ət	5	32
1466	色	色	sət32	pət32	s	ət	5	32
1467	息	息	sət32	pət32	s	ət	5	32
1468	煲	煲	pou35	pou35	p	ou	1	35
1469	波	波	pou35	pou35	p	ou	1	35
1470	菠	菠	pou35	pou35	p	ou	1	35
1471	玻	玻	pou35	pou35	p	ou	1	35
1472	保	保	pou32	pou32	p	ou	3	32
1473	寶	寶	pou32	pou32	p	ou	3	32
1474	堡	堡	pou32	pʰou32	p	ou	3	32
1475	播	播	pou52	pʰou52	p	ou	4	52
1476	報	報	pou52	pʰou52	p	ou	4	52
1477	泡	泡	pʰou35	pʰou35	pʰ	ou	1	35
1478	頗	頗	pʰou35	pʰou35	pʰ	ou	1	35
1479	坡	坡	pʰou35	pʰou35	pʰ	ou	1	35
1480	棵	棵	pʰou35	pʰou35	pʰ	ou	1	35
1481	婆	婆	pʰou21	mou21	pʰ	ou	2	21
1482	浮	浮	pʰou21	mou21	pʰ	ou	2	21
1483	破	破	pʰou52	mou52	pʰ	ou	4	52
1484	摸	摸	mou35	mou35	m	ou	1	35
1485	毛	毛	mou35	mou35	m	ou	1	35
1486	魔	魔	mou35	mou35	m	ou	1	35
1487	摩	摩	mou35	mou35	m	ou	1	35
1488	冇	冇	mou21	mou21	m	ou	2	21
1489	磨	磨	mou32	fou32	m	ou	3	32
1490	帽	帽	mou32	fou32	m	ou	3	32
1491	冒	冒	mou32	fou32	m	ou	3	32
1492	和	和	fou21	fou21	f	ou	2	21
1493	火	火	fou32	tou32	f	ou	3	32
1494	夥	夥	fou32	tou32	f	ou	3	32
1495	貨	貨	fou52	tou52	f	ou	4	52
1496	刀	刀	tou35	tou35	t	ou	1	35
1497	多	多	tou35	tou35	t	ou	1	35
1498	朶	朶	tou32	tou32	t	ou	3	32
1499	島	島	tou32	tou32	t	ou	3	32
1500	倒	倒	tou32	tʰou32	t	ou	3	32
1501	倒	倒	tou32	tʰou32	t	ou	3	32
1502	到	到	tou52	tʰou52	t	ou	4	52
1503	濤	濤	tʰou35	tʰou35	tʰ	ou	1	35
1504	滔	滔	tʰou35	tʰou35	tʰ	ou	1	35
1505	拖	拖	tʰou35	tʰou35	tʰ	ou	1	35
1506	桃	桃	tʰou21	tʰou21	tʰ	ou	2	21
1507	陶	陶	tʰou21	tʰou21	tʰ	ou	2	21
1508	淘	淘	tʰou21	tʰou21	tʰ	ou	2	21
1509	駝	駝	tʰou21	tʰou21	tʰ	ou	2	21
1510	橢	橢	tʰou21	tʰou21	tʰ	ou	2	21
1511	逃	逃	tʰou21	tʰou21	tʰ	ou	2	21
1512	萄	萄	tʰou21	tʰou21	tʰ	ou	2	21
1513	稻	稻	tʰou32	tʰou32	tʰ	ou	3	32
1514	道	道	tʰou32	tʰou32	tʰ	ou	3	32
1515	盜	盜	tʰou32	tʰou32	tʰ	ou	3	32
1516	惰	惰	tʰou32	tʰou32	tʰ	ou	3	32
1517	妥	妥	tʰou52	tʰou52	tʰ	ou	4	52
1518	禱	禱	tʰou52	tʰou52	tʰ	ou	4	52
1519	討	討	tʰou52	nou52	tʰ	ou	4	52
1520	套	套	tʰou52	nou52	tʰ	ou	4	52
1521	導	導	tʰou52	nou52	tʰ	ou	4	52
1522	糯	糯	nou32	lou32	n	ou	3	32
1523	惱	惱	nou32	lou32	n	ou	3	32
1524	腦	腦	nou32	lou32	n	ou	3	32
1525	囉	囉	lou35	lou35	l	ou	1	35
1526	攞	攞	lou35	lou35	l	ou	1	35
1527	羅	羅	lou21	lou21	l	ou	2	21
1528	鑼	鑼	lou21	lou21	l	ou	2	21
1529	箩	箩	lou21	lou21	l	ou	2	21
1530	螺	螺	lou21	lou21	l	ou	2	21
1531	勞	勞	lou21	lou21	l	ou	2	21
1532	牢	牢	lou21	kou21	l	ou	2	21
1533	澇	澇	lou21	kou21	l	ou	2	21
1534	老	老	lou32	kou32	l	ou	3	32
1535	歌	歌	kou35	kou35	k	ou	1	35
1536	哥	哥	kou35	kou35	k	ou	1	35
1537	高	高	kou35	kou35	k	ou	1	35
1538	膏	膏	kou35	kou35	k	ou	1	35
1539	篙	篙	kou35	kou35	k	ou	1	35
1540	糕	糕	kou35	kou35	k	ou	1	35
1541	果	果	kou32	kou32	k	ou	3	32
1542	裹	裹	kou32	kou32	k	ou	3	32
1543	稿	稿	kou32	kʰou32	k	ou	3	32
1544	過	過	kou52	kʰou52	k	ou	4	52
1545	告	告	kou52	hou52	k	ou	4	52
1546	科	科	kʰou35	hou35	kʰ	ou	1	35
1547	可	可	kʰou32	hou32	kʰ	ou	3	32
1548	荷	荷	hou21	hou21	h	ou	2	21
1549	河	河	hou21	hou21	h	ou	2	21
1550	何	何	hou21	hou21	h	ou	2	21
1551	豪	豪	hou21	hou21	h	ou	2	21
1552	壕	壕	hou21	hou21	h	ou	2	21
1553	毫	毫	hou21	hou21	h	ou	2	21
1554	號	號	hou21	hou21	h	ou	2	21
1555	蠔	蠔	hou21	hou21	h	ou	2	21
1556	賀	賀	hou32	hou32	h	ou	3	32
1557	好	好	hou32	hou32	h	ou	3	32
1558	浩	浩	hou32	hou32	h	ou	3	32
1559	號	號	hou32	ŋou32	h	ou	3	32
1560	耗	耗	hou52	ŋou52	h	ou	4	52
1561	好	好	hou52	ŋou52	h	ou	4	52
1562	我	我	ŋou35	ŋou35	ŋ	ou	1	35
1563	俄	俄	ŋou21	ŋou21	ŋ	ou	2	21
1564	蛾	蛾	ŋou21	ŋou21	ŋ	ou	2	21
1565	鵝	鵝	ŋou21	ʦou21	ŋ	ou	2	21
1566	餓	餓	ŋou32	ʦou32	ŋ	ou	3	32
1567	臥	臥	ŋou32	ʦou32	ŋ	ou	3	32
1568	糟	糟	ʦou35	ʦou35	ʦ	ou	1	35
1569	遭	遭	ʦou35	ʦou35	ʦ	ou	1	35
1570	左	左	ʦou32	ʦou32	ʦ	ou	3	32
1571	佐	佐	ʦou32	ʦou32	ʦ	ou	3	32
1572	早	早	ʦou32	ʦou32	ʦ	ou	3	32
1573	棗	棗	ʦou32	ʦou32	ʦ	ou	3	32
1574	做	做	ʦou52	ʦʰou52	ʦ	ou	4	52
1575	竈	竈	ʦou52	ʦʰou52	ʦ	ou	4	52
1576	造	造	ʦou52	ʦʰou52	ʦ	ou	4	52
1577	坐	坐	ʦʰou35	ʦʰou35	ʦʰ	ou	1	35
1578	曹	曹	ʦʰou21	ʦʰou21	ʦʰ	ou	2	21
1579	槽	槽	ʦʰou21	ʦʰou21	ʦʰ	ou	2	21
1580	草	草	ʦʰou32	ʦʰou32	ʦʰ	ou	3	32
1581	座	座	ʦʰou32	sou32	ʦʰ	ou	3	32
1582	吵	吵	ʦʰou32	sou32	ʦʰ	ou	3	32
1583	錯	錯	ʦʰou52	sou52	ʦʰ	ou	4	52
1584	簑	簑	sou35	sou35	s	ou	1	35
1585	唆	唆	sou35	sou35	s	ou	1	35
1586	疏	疏	sou35	sou35	s	ou	1	35
1587	蔬	蔬	sou35	sou35	s	ou	1	35
1588	騷	騷	sou35	sou35	s	ou	1	35
1589	臊	臊	sou35	sou35	s	ou	1	35
1590	鎖	鎖	sou32	sou32	s	ou	3	32
1591	瑣	瑣	sou32	sou32	s	ou	3	32
1592	所	所	sou32	sou32	s	ou	3	32
1593	嫂	嫂	sou32	wou32	s	ou	3	32
1594	掃	掃	sou52	wou52	s	ou	4	52
1595	掃	掃	sou52	wou52	s	ou	4	52
1596	蝸	蝸	wou35	ou35	w	ou	1	35
1597	窩	窩	wou35	ou35	w	ou	1	35
1598	禾	禾	wou21	ou21	w	ou	2	21
1599	屙	屙	ou35	ou35	∅	ou	1	35
1600	蒿	蒿	ou35	ou35	∅	ou	1	35
1601	阿	阿	ou35	pʰou35	∅	ou	1	35
1602	澳	澳	ou52	pʰou52	∅	ou	4	52
1603	奥	奥	ou52	pʰou52	∅	ou	4	52
1604	篷	篷	pʰoŋ21	moŋ21	pʰ	oŋ	2	21
1605	蓬	蓬	pʰoŋ21	moŋ21	pʰ	oŋ	2	21
1606	碰	碰	pʰoŋ52	moŋ52	pʰ	oŋ	4	52
1607	蒙	蒙	moŋ21	foŋ21	m	oŋ	2	21
1608	夢	夢	moŋ32	foŋ32	m	oŋ	3	32
1609	懵	懵	moŋ32	foŋ32	m	oŋ	3	32
1610	風	風	foŋ35	foŋ35	f	oŋ	1	35
1611	楓	楓	foŋ35	foŋ35	f	oŋ	1	35
1612	瘋	瘋	foŋ35	foŋ35	f	oŋ	1	35
1613	豐	豐	foŋ35	foŋ35	f	oŋ	1	35
1614	封	封	foŋ35	foŋ35	f	oŋ	1	35
1615	峰	峰	foŋ35	foŋ35	f	oŋ	1	35
1616	蜂	蜂	foŋ35	foŋ35	f	oŋ	1	35
1617	鋒	鋒	foŋ35	foŋ35	f	oŋ	1	35
1618	虹	虹	foŋ21	foŋ21	f	oŋ	2	21
1619	弘	弘	foŋ21	foŋ21	f	oŋ	2	21
1620	馮	馮	foŋ21	foŋ21	f	oŋ	2	21
1621	紅	紅	foŋ21	foŋ21	f	oŋ	2	21
1622	逢	逢	foŋ21	foŋ21	f	oŋ	2	21
1623	逢	逢	foŋ21	foŋ21	f	oŋ	2	21
1624	縫	縫	foŋ21	foŋ21	f	oŋ	2	21
1625	奉	奉	foŋ32	toŋ32	f	oŋ	3	32
1626	鳳	鳳	foŋ32	toŋ32	f	oŋ	3	32
1627	諷	諷	foŋ32	toŋ32	f	oŋ	3	32
1628	東	東	toŋ35	toŋ35	t	oŋ	1	35
1629	冬	冬	toŋ35	toŋ35	t	oŋ	1	35
1630	捅	捅	toŋ21	toŋ21	t	oŋ	2	21
1631	懂	懂	toŋ32	toŋ32	t	oŋ	3	32
1632	董	董	toŋ32	tʰoŋ32	t	oŋ	3	32
1633	棟	棟	toŋ52	tʰoŋ52	t	oŋ	4	52
1634	凍	凍	toŋ52	tʰoŋ52	t	oŋ	4	52
1635	通	通	tʰoŋ35	tʰoŋ35	tʰ	oŋ	1	35
1636	囪	囪	tʰoŋ35	tʰoŋ35	tʰ	oŋ	1	35
1637	同	同	tʰoŋ21	tʰoŋ21	tʰ	oŋ	2	21
1638	銅	銅	tʰoŋ21	tʰoŋ21	tʰ	oŋ	2	21
1639	桐	桐	tʰoŋ21	tʰoŋ21	tʰ	oŋ	2	21
1640	筒	筒	tʰoŋ21	tʰoŋ21	tʰ	oŋ	2	21
1641	童	童	tʰoŋ21	tʰoŋ21	tʰ	oŋ	2	21
1642	瞳	瞳	tʰoŋ21	tʰoŋ21	tʰ	oŋ	2	21
1643	桶	桶	tʰoŋ32	tʰoŋ32	tʰ	oŋ	3	32
1644	動	動	tʰoŋ32	tʰoŋ32	tʰ	oŋ	3	32
1645	洞	洞	tʰoŋ32	noŋ32	tʰ	oŋ	3	32
1646	統	統	tʰoŋ32	noŋ32	tʰ	oŋ	3	32
1647	痛	痛	tʰoŋ52	loŋ52	tʰ	oŋ	4	52
1648	農	農	noŋ21	loŋ21	n	oŋ	2	21
1649	膿	膿	noŋ21	loŋ21	n	oŋ	2	21
1650	窿	窿	loŋ35	loŋ35	l	oŋ	1	35
1651	聾	聾	loŋ35	koŋ35	l	oŋ	1	35
1652	龍	龍	loŋ21	koŋ21	l	oŋ	2	21
1653	隆	隆	loŋ21	koŋ21	l	oŋ	2	21
1654	弓	弓	koŋ35	koŋ35	k	oŋ	1	35
1655	躬	躬	koŋ35	koŋ35	k	oŋ	1	35
1656	恭	恭	koŋ35	koŋ35	k	oŋ	1	35
1657	供	供	koŋ35	koŋ35	k	oŋ	1	35
1658	公	公	koŋ35	koŋ35	k	oŋ	1	35
1659	蚣	蚣	koŋ35	koŋ35	k	oŋ	1	35
1660	工	工	koŋ35	koŋ35	k	oŋ	1	35
1661	功	功	koŋ35	koŋ35	k	oŋ	1	35
1662	攻	攻	koŋ35	koŋ35	k	oŋ	1	35
1663	宮	宮	koŋ35	koŋ35	k	oŋ	1	35
1664	拱	拱	koŋ32	koŋ32	k	oŋ	3	32
1665	汞	汞	koŋ32	kʰoŋ32	k	oŋ	3	32
1666	鞏	鞏	koŋ32	kʰoŋ32	k	oŋ	3	32
1667	貢	貢	koŋ52	kʰoŋ52	k	oŋ	4	52
1668	空	空	kʰoŋ35	kʰoŋ35	kʰ	oŋ	1	35
1669	窮	窮	kʰoŋ21	kʰoŋ21	kʰ	oŋ	2	21
1670	共	共	kʰoŋ32	kʰoŋ32	kʰ	oŋ	3	32
1671	孔	孔	kʰoŋ32	hoŋ32	kʰ	oŋ	3	32
1672	恐	恐	kʰoŋ32	hoŋ32	kʰ	oŋ	3	32
1673	控	控	kʰoŋ52	hoŋ52	kʰ	oŋ	4	52
1674	轟	轟	hoŋ35	ʦoŋ35	h	oŋ	1	35
1675	洪	洪	hoŋ21	ʦoŋ21	h	oŋ	2	21
1676	鴻	鴻	hoŋ21	ʦoŋ21	h	oŋ	2	21
1677	椶	椶	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1678	宗	宗	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1679	綜	綜	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1680	舂	舂	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1681	中	中	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1682	忠	忠	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1683	終	終	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1684	蹤	蹤	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1685	鐘	鐘	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1686	盅	盅	ʦoŋ35	ʦoŋ35	ʦ	oŋ	1	35
1687	總	總	ʦoŋ32	ʦoŋ32	ʦ	oŋ	3	32
1688	種	種	ʦoŋ32	ʦoŋ32	ʦ	oŋ	3	32
1689	腫	腫	ʦoŋ32	ʦoŋ32	ʦ	oŋ	3	32
1690	糉	糉	ʦoŋ52	ʦoŋ52	ʦ	oŋ	4	52
1691	種	種	ʦoŋ52	ʦoŋ52	ʦ	oŋ	4	52
1692	中	中	ʦoŋ52	ʦʰoŋ52	ʦ	oŋ	4	52
1693	眾	眾	ʦoŋ52	ʦʰoŋ52	ʦ	oŋ	4	52
1694	縱	縱	ʦoŋ52	ʦʰoŋ52	ʦ	oŋ	4	52
1695	椿	椿	ʦʰoŋ35	ʦʰoŋ35	ʦʰ	oŋ	1	35
1696	聰	聰	ʦʰoŋ35	ʦʰoŋ35	ʦʰ	oŋ	1	35
1697	衝	衝	ʦʰoŋ35	ʦʰoŋ35	ʦʰ	oŋ	1	35
1698	充	充	ʦʰoŋ35	ʦʰoŋ35	ʦʰ	oŋ	1	35
1699	蔥	蔥	ʦʰoŋ35	ʦʰoŋ35	ʦʰ	oŋ	1	35
1700	重	重	ʦʰoŋ35	ʦʰoŋ35	ʦʰ	oŋ	1	35
1701	蟲	蟲	ʦʰoŋ21	ʦʰoŋ21	ʦʰ	oŋ	2	21
1702	崇	崇	ʦʰoŋ21	ʦʰoŋ21	ʦʰ	oŋ	2	21
1703	叢	叢	ʦʰoŋ21	ʦʰoŋ21	ʦʰ	oŋ	2	21
1704	從	從	ʦʰoŋ21	ʦʰoŋ21	ʦʰ	oŋ	2	21
1705	松	松	ʦʰoŋ21	ʦʰoŋ21	ʦʰ	oŋ	2	21
1706	重	重	ʦʰoŋ21	ʦʰoŋ21	ʦʰ	oŋ	2	21
1707	重	重	ʦʰoŋ32	soŋ32	ʦʰ	oŋ	3	32
1708	寵	寵	ʦʰoŋ32	soŋ32	ʦʰ	oŋ	3	32
1709	仲	仲	ʦʰoŋ32	soŋ32	ʦʰ	oŋ	3	32
1710	雙	雙	soŋ35	soŋ35	s	oŋ	1	35
1711	兄	兄	soŋ35	soŋ35	s	oŋ	1	35
1712	鬆	鬆	soŋ35	soŋ35	s	oŋ	1	35
1713	嵩	嵩	soŋ35	soŋ35	s	oŋ	1	35
1714	胸	胸	soŋ35	soŋ35	s	oŋ	1	35
1715	凶	凶	soŋ35	soŋ35	s	oŋ	1	35
1716	兇	兇	soŋ35	soŋ35	s	oŋ	1	35
1717	熊	熊	soŋ21	soŋ21	s	oŋ	2	21
1718	雄	雄	soŋ21	soŋ21	s	oŋ	2	21
1719	送	送	soŋ52	soŋ52	s	oŋ	4	52
1720	宋	宋	soŋ52	ȵoŋ52	s	oŋ	4	52
1721	誦	誦	soŋ52	ȵoŋ52	s	oŋ	4	52
1722	頌	頌	soŋ52	ȵoŋ52	s	oŋ	4	52
1723	勇	勇	ȵoŋ35	joŋ35	ȵ	oŋ	1	35
1724	濃	濃	ȵoŋ21	joŋ21	ȵ	oŋ	2	21
1725	湧	湧	ȵoŋ32	joŋ32	ȵ	oŋ	3	32
1726	翁	翁	joŋ35	joŋ35	j	oŋ	1	35
1727	雍	雍	joŋ35	joŋ35	j	oŋ	1	35
1728	擁	擁	joŋ35	joŋ35	j	oŋ	1	35
1729	庸	庸	joŋ35	joŋ35	j	oŋ	1	35
1730	勇	勇	joŋ35	joŋ35	j	oŋ	1	35
1731	榮	榮	joŋ21	joŋ21	j	oŋ	2	21
1732	茸	茸	joŋ21	joŋ21	j	oŋ	2	21
1733	戎	戎	joŋ21	joŋ21	j	oŋ	2	21
1734	絨	絨	joŋ21	joŋ21	j	oŋ	2	21
1735	容	容	joŋ21	joŋ21	j	oŋ	2	21
1736	蓉	蓉	joŋ21	joŋ21	j	oŋ	2	21
1737	鎔	鎔	joŋ21	poŋ21	j	oŋ	2	21
1738	融	融	joŋ21	pʰoŋ21	j	oŋ	2	21
1739	用	用	joŋ32	moŋ32	j	oŋ	3	32
1740	卜	卜	pok32	mok32	p	ok	5	32
1741	撲	撲	pʰok54	mok54	pʰ	ok	6	54
1742	木	木	mok32	mok32	m	ok	5	32
1743	目	目	mok32	fok32	m	ok	5	32
1744	穆	穆	mok32	fok32	m	ok	5	32
1745	牧	牧	mok32	fok32	m	ok	5	32
1746	復	復	fok32	fok32	f	ok	5	32
1747	福	福	fok32	fok32	f	ok	5	32
1748	辐	辐	fok32	fok32	f	ok	5	32
1749	複	複	fok32	fok32	f	ok	5	32
1750	腹	腹	fok32	fok32	f	ok	5	32
1751	覆	覆	fok32	fok32	f	ok	5	32
1752	伏	伏	fok32	fok32	f	ok	5	32
1753	復	復	fok32	fok32	f	ok	5	32
1754	幅	幅	fok54	fok54	f	ok	6	54
1755	蝠	蝠	fok54	tok54	f	ok	6	54
1756	服	服	fok54	tʰok54	f	ok	6	54
1757	袱	袱	fok54	tʰok54	f	ok	6	54
1758	督篤	督	tok32	tʰok32	t	ok	5	32
1759		篤	tok32	lok32	t	ok	5	32
1760	獨	獨	tʰok54	lok54	tʰ	ok	6	54
1761	讀	讀	tʰok54	lok54	tʰ	ok	6	54
1762	毒	毒	tʰok54	lok54	tʰ	ok	6	54
1763	六	六	lok32	lok32	l	ok	5	32
1764	轆	轆	lok54	lok54	l	ok	6	54
1765	鹿	鹿	lok54	lok54	l	ok	6	54
1766	熝	熝	lok54	lok54	l	ok	6	54
1767	陸	陸	lok54	kok54	l	ok	6	54
1768	綠	綠	lok54	kok54	l	ok	6	54
1769	錄	錄	lok54	kok54	l	ok	6	54
1770	谷	谷	kok32	kʰok32	k	ok	5	32
1771	菊	菊	kok32	kʰok32	k	ok	5	32
1772	穀	穀	kok32	kʰok32	k	ok	5	32
1773	曲麴	曲	kʰok32	ʦok32	kʰ	ok	5	32
1774		麴	kʰok32	ʦok32	kʰ	ok	5	32
1775	局	局	kʰok54	ʦok54	kʰ	ok	6	54
1776	焗	焗	kʰok54	ʦok54	kʰ	ok	6	54
1777	濁	濁	ʦok32	ʦok32	ʦ	ok	5	32
1778	燭	燭	ʦok32	ʦok32	ʦ	ok	5	32
1779	囑	囑	ʦok32	ʦok32	ʦ	ok	5	32
1780	觸	觸	ʦok32	ʦok32	ʦ	ok	5	32
1781	竹	竹	ʦok32	ʦok32	ʦ	ok	5	32
1782	築	築	ʦok32	ʦok32	ʦ	ok	5	32
1783	祝	祝	ʦok32	ʦʰok32	ʦ	ok	5	32
1784	粥	粥	ʦok32	ʦʰok32	ʦ	ok	5	32
1785	足	足	ʦok32	ʦʰok32	ʦ	ok	5	32
1786	束	束	ʦʰok32	ʦʰok32	ʦʰ	ok	5	32
1787	畜	畜	ʦʰok32	ʦʰok32	ʦʰ	ok	5	32
1788	速	速	ʦʰok32	ʦʰok32	ʦʰ	ok	5	32
1789	畜	畜	ʦʰok32	ʦʰok32	ʦʰ	ok	5	32
1790	蓄	蓄	ʦʰok32	ʦʰok32	ʦʰ	ok	5	32
1791	促	促	ʦʰok32	ʦʰok32	ʦʰ	ok	5	32
1792	續	續	ʦʰok54	ʦʰok54	ʦʰ	ok	6	54
1793	猝	猝	ʦʰok54	ʦʰok54	ʦʰ	ok	6	54
1794	逐	逐	ʦʰok54	sok54	ʦʰ	ok	6	54
1795	軸	軸	ʦʰok54	sok54	ʦʰ	ok	6	54
1796	族	族	ʦʰok54	sok54	ʦʰ	ok	6	54
1797	贖	贖	sok32	sok32	s	ok	5	32
1798	肅	肅	sok32	sok32	s	ok	5	32
1799	宿	宿	sok32	sok32	s	ok	5	32
1800	縮	縮	sok32	sok32	s	ok	5	32
1801	叔	叔	sok32	sok32	s	ok	5	32
1802	淑	淑	sok32	sok32	s	ok	5	32
1803	粟	粟	sok32	sok32	s	ok	5	32
1804	熟	熟	sok54	ȵok54	s	ok	6	54
1805	俗	俗	sok54	ȵok54	s	ok	6	54
1806	屬	屬	sok54	jok54	s	ok	6	54
1807	肉	肉	ȵok32	jok32	ȵ	ok	5	32
1808	玉	玉	ȵok54	jok54	ȵ	ok	6	54
1809	辱	辱	jok32	jok32	j	ok	5	32
1810	沃	沃	jok54	jok54	j	ok	6	54
1811	褥	褥	jok54	jok54	j	ok	6	54
1812	獄	獄	jok54	jok54	j	ok	6	54
1813	欲	欲	jok54	jok54	j	ok	6	54
1814	慾	慾	jok54	jok54	j	ok	6	54
1815	浴	浴	jok54	ok54	j	ok	6	54
1816	郁	郁	jok54	sok54	j	ok	6	54
1817	育	育	jok54	pok54	j	ok	6	54
1818	屋	屋	ok32	pok32	∅	ok	5	32
1819	傻	傻	sɔ21	pɔ21	s	ɔ	2	21
1820	幫	幫	pɔŋ35	pɔŋ35	p	ɔŋ	1	35
1821	邦	邦	pɔŋ35	pɔŋ35	p	ɔŋ	1	35
1822	綁	綁	pɔŋ32	pʰɔŋ32	p	ɔŋ	3	32
1823	榜	榜	pɔŋ32	pʰɔŋ32	p	ɔŋ	3	32
1824	蒡	蒡	pɔŋ52	pʰɔŋ52	p	ɔŋ	4	52
1825	旁	旁	pʰɔŋ21	mɔŋ21	pʰ	ɔŋ	2	21
