#ɿ																																
Ø	①伊醫衣依一揖逸抑益②移夷姨遺宜③椅倚以已尾[白]議[新]⑤意異易憶億義藝[新]毅谊液[老]																															
#ʋ																																
p	①不②荸醭③卜[卜集]補⑤布部孵佈怖步部簿捕[新]埠																															
pʰ	①撲②潽[溢出]菩僕浮[浮漂]孵③蒲脯甫普⑤鋪捕[老]伏[伏倒：趴著]																															
m	①木目幕③母拇牡畝⑤茂墓慕穆																															
f	①佛[老]複復蝠福幅夫膚敷服呼忽□[打耳光]伏[入伏]②符扶俘胡湖壺鬍狐弧③府腐斧腑釜撫輔虎滸敷⑤付附賦傅赴副富負父腹斛[斛山]瓠戶護滬互護□[手在地上把東西聚集起來]																															
k	①姑谷孤骨穀箍[金箍棒]咕③古估牯股鼓⑤故固錮雇顧																															
kʰ	①枯骷窟哭酷箍[手箍]②跍□[蹲下，或作跍]葫③苦⑤褲庫酷绔																															
Ø	①烏汙誣侮②吳梧無③五伍午武舞□[□飯：做飯]鵡⑤物勿惡[可惡]誤悟務霧戊屋握																															
#əɭ																																
Ø	①日[老]②兒而③爾[文]耳餌⑤二貳																															
#ᴀ																																
p	①巴芭疤八叭扒②爸拔③把[給]靶⑤霸壩罷耙把[門把]□[特□的：特意的]																															
pʰ	①趴葩②鈀爬琶杷⑤怕帕																															
m	①抹[抹布]媽[母親，新派用法]②麻③碼馬媽[老媽媽：年長婦人]⑤罵媽[乳頭、乳汁]																															
t	①答搭達躂跌[白，又作躂]貼[白]妲瘩②沓大[父親，老派用法]③打⑤大[大小]																															
tʰ	①塔塌他它她⑤踏榻																															
l	①拉蠟臘辣納捺鈉②拿③哪⑤那																															
ts	①渣楂雜[又]扎炸紥鍘閘[又]抓□[□咐：囑咐]②雜[又]炸[油炸]閘[又]③眨[新]奓爪□[大拇指到中指的距離]⑤詐榨炸[炸彈]乍蔗[白]																															
tsʰ	①插差[差不多]擦叉②茶查察⑤岔[八里岔]杈浞濯□[淋雨，或作浞、濯]																															
s	①沙紗杉殺㸺撒砂剎刷痧③灑耍⑤薩煞□[淘汰]																															
tʂʰ	③岔[岔了：壞了]																															
ʂ	③傻[新]⑤啥[地普，麼事]																															
k	①咖夾[老]⑤架[架勢：開始]																															
kʰ	①掐[老]②跨[老]③卡[又]⑤胯[老]髂																															
x	①哈蝦[蝦腰]嚇吓⑤下[一下]																															
ŋ	②伢③啞[白，啞巴，啞了]⑤丫[手指丫]椏[枝椏]																															
Ø	①阿啊																															
#iᴀ																																
p	③癟[白]																															
pʰ	⑤□[很]□[拉稀]□[大□：一大片]□[擬聲詞，打耳光的聲音]																															
tɕ	①家加夾[新]佳痂③䀹眨[老]甲假賈⑤嫁傢架[衣架]價駕																															
tɕʰ	①掐[新]恰③卡[又]																															
ɕ	①瞎②霞狹峽俠⑤下[下面]夏																															
Ø	①鴉椏[樹椏]丫[丫頭]壓押②崖[新]衙牙芽□[量詞，小片：一□西瓜]③雅啞[文]⑤軋砑																															
#ʋᴀ																																
k	①瓜呱刮颳胍③剮寡□[□了：壞了]□[拍□：聊天]⑤卦掛[新]褂																															
kʰ	①誇夸③侉垮□[大腿]⑤挎胯[新]跨[新]掛[老]																															
x	①花發髮法伐罰[又]②罰[又]華划[划船]滑猾□[一□：同輩人]⑤話畫劃[計劃]																															
Ø	①蛙挖襪②娃③搲瓦⑤窊窪																															
#ʯᴀ																																
Ø	③噦[老，嘔吐]⑤噦[老，喊叫]																															
#e																																
p	①百北白[白雀]柏伯佰②白[白色]																															
pʰ	①拍□[到處：□倒都是]泊帕迫魄□[聊天]③□[用力折断]																															
m	①墨默陌麥脈③□[用力折断]																															
t	①得德⑤這[又]																															
l	①肋勒⑤這[又]																															
ts	①摘窄則擇[又]澤責仄宅②擇[又]																															
tsʰ	①測側廁[廁所]冊策拆切[切胡蘿蔔]																															
s	①澀瑟塞色嗇虱																															
tʂ	①遮浙褶哲蜇折③者⑤蔗[文]這[文]																															
tʂʰ	①車③扯⑤徹撤轍																															
ʂ	①奢賒設攝②蛇舌佘③捨舍[舊，宿舍]⑤舍[新，宿舍]射麝社																															
ʐ	①熱[新]③惹[新]																															
k	①胳格革隔角[角質]③給[給我]⑤鋸[白]□[ke5 ŋaŋ5 tsɿ0：黃䰴魚]																															
kʰ	①咳克刻客②盍蛤[蛤蟆，又作盍蟆]喫③佢渠[他]⑤□[過分節約]□[用力磨蹭]																															
x	①黑②核																															
ŋ	①額扼軛																															
#ie																																
p	①憋鱉②別③癟[文]秕																															
pʰ	①撇③□[折， □脚]																															
m	①滅篾																															
t	①爹跌[文]疊[又]蝶[又]諜②碟牒疊[又]蝶[又]																															
tʰ	①貼[文]鐵帖特[特别]特[又，特把儿：特意]⑤特[又，特把儿：特意]																															
l	①列烈裂劣獵⑤特[又，特把儿：特意]																															
ȵ	①捏聶鑷躡業孽																															
tɕ	①接捷傑揭節截結潔②□[人稱複數標記，實現為輕聲]③姐⑤借																															
tɕʰ	①妾劫怯切[文]②茄③且																															
ɕ	①脅協歇蠍屑薛雪血②邪斜③寫⑤瀉卸洩謝																															
Ø	①葉液[新]頁噎咽[嗓子咽了]②爺③也野⑤夜腋																															
#ʯe																																
tʂ	①撅②訣[訣人：罵人]掘⑤倔																															
tʂʰ	①缺闋②瘸																															
ʂ	①靴說③□[上衣拉鏈半拉]⑤穴																															
Ø	①熱[老]悅閱月越曰粵③惹[老]噦[新，嘔吐]⑤噦[新，喊叫]																															
#o																																
p	①波菠玻缽撥紱博剝駁⑤簸薄[薄荷]																															
pʰ	①潑[潑水]泡[一泡]蔔坡②婆膊③頗□[□倒：使勁]⑤破潑[潑河]																															
m	①摸末沫默莫寞②磨[摩擦]魔模摩膜③某[又]抹[抹藥]麼⑤磨[推磨]沒[淹沒]																															
t	①多哆奪[老]掇②奪[新]③朵躲⑤剁舵惰																															
tʰ	①拖脫托②駝馱③妥橢⑤唾																															
l	①諾落烙駱酪洛絡樂[老，音樂]樂[快樂]珞②啰騾螺挪羅鑼籮③裸⑤糯摞																															
ts	①撮作桌卓琢濁[又]捉啄□[被動標記]②鐲濁[又]□[敲打，□栗子]昨③左佐⑤坐座																															
tsʰ	①搓戳[戳禍]初[又]②鋤[老]矬③楚[老]礎[老]⑤銼措錯																															
s	①蓑梭唆塑[老]縮[文，縮短]嗍[吮吸]③鎖瑣索數[又，動詞]⑤數[名詞]																															
tʂ	①着[着急]②着[火着了]																															
tʂʰ	①綽焯戳[戳一下]																															
ʂ	①碩[碩士]②勺[又]芍⑤碩[碩倒：斜著]																															
ʐ	①弱[新]若[新]																															
k	①歌戈鴿割鍋葛各擱[又]胳郭角[菱角]②擱[又]③果裹髁哥⑤個過																															
kʰ	①科窠棵顆擴殼角[銀角子：硬幣]磕[磕開了]渴闊[闊氣]廓②搉③可⑤課磕[磕頭]																															
x	①喝霍藿鶴蠚呵[呵□xan：哈欠]呵[吹捧，吹嘘]合②河盒荷[荷花]何和禾③火⑤賀貨禍獲[新]□[欺骗]																															
#io																																
l	①弱[老]虐瘧掠略																															
tɕ	①爵腳覺[覺得]餃[又]角[新]②嚼③角[文，一角錢]																															
tɕʰ	①鵲[喜鵲]雀卻確⑤嚏[白，打喷嚏]																															
ɕ	①學[上學，學生]削②學[學習]勺[又]																															
Ø	①約藥鑰躍岳嶽樂[新，音樂]若[老]																															
#uo																																
Ø	①鄂惡[善惡]阿[阿膠]屙窩②蛾俄鵝訛③我⑤餓臥																															
#ai																																
p	③擺[新]⑤拜稗敗																															
pʰ	②排徘牌簰③擺[老]⑤派湃																															
m	②埋霾③買⑤賣邁																															
f	②懷槐淮獲[老]⑤壞□[受傷後的應激語]																															
t	①待呆[文，呆子]③逮歹□[傳染]⑤戴帶貸待怠殆代袋黛大[大夫]在[語流變體]																															
tʰ	①苔胎②台臺檯颱抬⑤態太泰太[老派稱曾祖父母]																															
l	①□[□ti0：骯髒]賴[玩賴的]②來③乃奶⑤耐奈賴[賴皮]癩																															
ts	①災栽齋哉③宰拽⑤載再在寨裁[裁釦子，或作㩟]㩟拽																															
tsʰ	①猜差[出差]釵②才材財裁[裁縫]柴豺③彩採睬踩⑤菜蔡																															
s	①鰓腮衰摔篩[篩選]②篩[抖動]□[抖動，本字或為篩]③甩□[吃飯]⑤賽曬帥率蟀																															
k	①該街[白，街上]③改解[白，解開]芥[荊芥]⑤蓋丐溉[新]概[新，概率]																															
kʰ	①開③凱楷蟹[螃蟹]⑤溉[老]概[老，大概]慨																															
x	②孩鞋[老]還[還有]③海⑤亥害																															
ŋ	①哀挨埃②呆[白，不變通]捱癌[新]③藹矮⑤愛礙隘																															
#iai																																
tɕ	①街[文，海營街]階皆③解[文，解放]⑤介界芥[芥末]疥屆戒械																															
ɕ	②鞋[新]⑤□[形容人陰險]懈蟹[蟹黃]																															
Ø	②癌[老]崖岩[老]																															
#ʋai																																
k	①乖③拐□[形容人脾氣大、事不吉利]⑤怪																															
kʰ	③塊會[會計]蒯⑤快筷																															
Ø	①歪②□[搖晃]③崴⑤外																															
#ei																																
p	①杯悲筆卑碑③背[背包]⑤輩[輩分]備[新]被[被套]背[背書]倍貝悖																															
pʰ	①呸胚[新]②培[新]陪[新]賠[新]⑤配[新]佩																															
m	②梅[梅花]枚[新]媒[新]煤[新]眉[新]霉[新]玫[新]③美[新]沒⑤昧[新]寐[新]妹媚																															
f	①非飛菲灰麾妃揮輝徽恢②回茴肥③匪悔毀⑤匯晦繪惠慧穢痱費廢肺吠會[不會]或																															
t	①堆[新]③懟抵[老]⑤對[對錯]隊[新]兌																															
tʰ	①推[新]②頹③腿[新]⑤退[新]																															
l	②雷[新]③累[累積]蕾蕊[訓讀]磊⑤累[新]淚[新]擂																															
ts	①追錐③嘴咀觜⑤最綴[點綴]贅墜罪[罪過]醉																															
tsʰ	①吹炊崔催②垂捶槌鎚錘⑤脆碎[老]翠粹淬萃悴																															
s	①雖②誰隨綏髓[新]③水⑤睡稅碎[新]歲遂隧瑞[老]																															
#ʋei																																0
k	①國歸龜硅皈③鬼詭軌⑤櫃貴桂鱖跪[新]																															
kʰ	①盔虧窺②魁葵奎逵③傀⑤愧潰饋跪[老]																															
Ø	①威煨□[躺著不動]微[新]②微[老]桅危圍為[又]唯惟違③偉偽尾[文]緯葦⑤畏衛為[又]味位未魏胃																															
#ʯei																																
Ø	③蕊[新]⑤瑞[新]銳睿芮																															
#ɔu																																
p	①包褒胞雹③保堡寶飽⑤報暴豹爆瀑抱菢鮑																															
pʰ	①泡[燈泡]拋②袍刨③跑⑤泡[泡水]炮砲																															
m	①貓②毛茅錨矛③卯鉚⑤冒帽貌																															
t	①刀叨㧅②搗[老]③禱島倒[打倒，顛倒]搗[新]□[持續體標記，實現為輕聲，俗字常作倒]⑤到倒[倒水]道稻盜導鑄[老]																															
tʰ	①滔掏濤②桃逃淘陶萄③討⑤套																															
l	①撈嘮②勞牢撓③老佬姥鬧瑙惱⑤澇□[拉著，正字或為撈]鬧痨□[下毒，正字或為鬧]																															
ts	①糟遭②鑿③早枣蚤澡找⑤躁灶罩皂造[新]																															
tsʰ	①操抄鈔②曹槽巢③草吵炒⑤造[老]糙耖[用鍋鏟在鍋裏翻]																															
s	①騷臊梢捎稍③掃[掃地]嫂⑤掃[掃帚]																															
tʂ	①朝[今朝]昭招□[□顧：照顧]③沼⑤照召诏櫂赵兆□[行，厲害]																															
tʂʰ	①超②朝[朝代]潮																															
ʂ	①烧②韶③少[多少]⑤少[少年]绍邵																															
ʐ	②饒[新]③擾繞[圍繞]⑤繞[繞線]																															
k	①高膏篙羔糕跤[拌跤：兩個人摔跤玩]③稿搞攪[攪麼事，俗作搞]鎬攪[又，攪屎棍]⑤告教[教化子]窖																															
kʰ	①尻③考烤⑤靠犒																															
x	①蒿薅②豪壕毫號③好[好壞]⑤好[喜好]號[號碼]浩																															
ŋ	①熬[熬粥]□[头仰起来]②熬[熬夜]獒③袄咬拗⑤傲奥坳																															
#iɔu																																
p	①膘標彪飆③表錶⑤□[盯著]																															
pʰ	①飄②瓢嫖③漂[漂白]⑤票漂[漂亮]																															
m	①瞄②苗描③藐渺杪廟妙																															
t	①刁貂雕③屌⑤釣吊掉調[音調]																															
tʰ	①挑②條調[調和]③挑[挑撥]調[調頭，正字或作斢]斢⑤跳調[調換]																															
l	①撩②燎療聊遼寥③了⑤料廖撂[扔]																															
tɕ	①交膠郊焦蕉椒驕嬌澆跤[摔跤]②淆③絞狡鉸剿繳餃[又]僥攪[又，攪屎棍]⑤教[教他去]較酵[新]叫轎																															
tɕʰ	①鍬②樵瞧喬橋僑蕎悄③巧⑤俏鞘竅翹□[生氣]																															
ɕ	①消宵霄硝銷嬌囂蕭簫②肴③小曉⑤孝笑效校酵[老]																															
ȵ	③鳥⑤尿																															
Ø	①妖邀要[要求]腰么②搖謠窯姚堯嬈饒[老]③舀⑤要[想要]耀躍[躍進]																															
#ou																																
m	②謀眸③某[新]⑤貿																															
f	②浮[文，浮力]③否																															
t	①都兜陡[顛簸：陡人]獨[老]讀[老]牘犢[白]毒[老]②犢[文]獨[新]讀[新]毒[新]③堵賭肚[肚子]鬥抖陡[陡峭]⑤鬥逗奏[老]度渡鍍杜妒豆肚[肚裡：裡面]																															
tʰ	①偷突秃②徒屠途图塗偷[偷懒]头投③土吐⑤兔透																															
l	①□[打撈]鹿祿錄六陸綠擼②盧爐蘆鸕樓□[□中不□尾，形容沒有條理]奴③魯虜鹵摟簍努⑤路賂露鷺漏陋橹怒																															
ts	①族[新]租鄒卒足③祖組阻走⑤做奏皺[文]助驟□[有味道]																															
tsʰ	①初[又]粗搊縐族[老]猝促②鋤[新]雛愁矁③楚[新]礎[新]⑤醋凑□[擦：□干净]																															
s	①蘇梳疏蔬颼餿搜速肅宿[老]俗粟③數[又，動詞]⑤素訴嗽數[名詞]瘦漱宿[新]																															
tʂ	①周舟洲州竹築□[塞，正字為築]燭囑③肘⑤晝																															
tʂʰ	①抽畜[畜牲]搐觸束縮[白，縮頭烏龜]②酬仇綢籌稠廚[廚屋]③醜丑⑤臭																															
ʂ	①收叔淑屬②熟③首手守⑤獸壽受授售																															
ʐ	②柔揉③辱褥⑤肉□[慢，愛拖延]																															
k	①勾[勾引]溝鉤③狗苟⑤彀夠構購勾[勾當]																															
kʰ	①摳[新]瞘③口⑤叩扣寇釦																															
x	①□[嗓子啞了]②侯喉猴③吼⑤后後厚候																															
ŋ	①歐甌摳[老]□[□機：挖掘機]③藕偶嘔⑤慪漚																															
#iu																																
m	⑤謬																															
t	①丟																															
l	①溜[溜冰]②流劉留榴硫琉③柳綹縷[白，正字或為綹]⑤溜[一溜：一排]鼬																															
tɕ	①糾[糾纏]揪鳩灸③酒九久韭⑤救究就舊柩舅咎臼																															
tɕʰ	①秋鞦丘邱煪[煙熏]②囚球求③糗																															
ɕ	①修休③朽⑤秀繡宿[星宿]鏽[鐵銹]袖莠蓄[儲蓄]																															
ȵ	②牛[新]③紐⑤扭																															
Ø	①憂優悠幽□[打耳光]②尤郵由油遊猶③有友酉⑤誘幼又右佑釉																															
#æ̃																																
p	①班斑頒扳般[文，般配]③板版扮拌[白，丟棄]⑤絆[文]辦拌[文]瓣																															
pʰ	①攀潘②盤⑤絆[白]盼叛判畔																															
m	②蠻饅③滿⑤慢幔漫[文]																															
f	①翻番[幾番]歡②凡帆煩繁礬還[還錢]③反緩⑤泛販畈範犯飯換環患喚嬎																															
t	①耽[文，耽擱]擔[擔任]丹單[單獨]端[端陽]③膽撣短⑤擔[挑擔]旦淡但彈[子彈]蛋斷段鍛																															
tʰ	①坍灘攤湍貪②潭談痰檀彈[彈琴]團糰壇③毯坦⑤探炭歎																															
l	①拿②男難[困難]藍籃蘭攔欄南③覽攬欖纜懶暖[文]卵⑤難[患難]濫爛亂																															
ts	①簪鑽[鑽進來]③斬盞攢⑤蘸站燦暫站[車站]棧鑽[鑽石]																															
tsʰ	①攙餐②慚讒饞殘蠶涎[白]③產鏟慘⑤燦																															
s	①三衫珊山刪酸閂栓③散[鞋帶散了]傘⑤散[分散]算蒜																															
tʂ	①黏沾粘[粘貼]瞻占[占卜]③展⑤佔戰顫[白，打顫]																															
tʂʰ	②蟾纏單[單于]蟬禪[禪宗]③搧[打耳光：搧爾一耳巴子]⑤顫[文]																															
ʂ	①羶搧[搧風]③陝閃⑤善膳單[姓]疝扇																															
k	①甘柑泔尷乾[乾燥]③感敢橄揀[白，揀好的拿]減[減菜]⑤幹[樹幹]																															
kʰ	①堪龕刊看[看伢]②搛[夾菜]③坎砍冚⑤勘嵌看[看見]																															
x	①酣憨②含函銜寒韓閒[閒踐tɕiæ̃0：頑皮]③喊罕⑤漢撼憾陷[老]旱焊翰莧熯																															
ŋ	①安鞍庵淹淊②沿[沿頭：旁邊]⑤按案晏[晚]暗岸																															
#iæ̃																																
p	①鞭編邊③蝙貶扁匾⑤變遍[一遍]辨辯汴便[方便]辮																															
pʰ	①偏篇翩②便[便宜]駢③諞⑤騙片□[切成薄片]遍[遍地]																															
m	②棉綿眠□[合拢]③免勉冕愐緬□[遮掩]⑤面麺																															
t	①掂颠巔癲滇③点踮典⑤店簟电殿奠佃垫澱靛																															
tʰ	①添天②甜田填③舔腆恬⑤掭																															
l	②廉鐮簾連聯憐蓮③臉斂⑤練煉戀																															
tɕ	①監尖兼艱奸煎肩堅間③減[減法]堿簡柬剪檢儉殮斂繭[手繭]⑤艦劍諫澗箭犍[犍子]建薦賤件漸健鍵腱踐																															
tɕʰ	①簽殲謙遷千牽[牽手]鉛②潛鉗錢乾[乾坤]虔掮前全泉③淺遣⑤欠歉牽[眼牽]																															
ɕ	①鮮仙軒掀先宣②嫌閒涎[文]賢弦旋[旋轉]玹懸鹹咸挦③險癬顯⑤線羨憲獻現旋[頭上的發旋]縣眩炫[又]																															
ȵ	①拈蔫②嚴鯰粘[粘起來]年③研碾輦攆⑤釅念硯驗																															
Ø	①閹焉煙燕[燕京]②炎言鹽閻簷顏延筵沿[邊沿]③眼掩演兗⑤厭堰燕[燕子]宴晏[晏河]諺豔焰咽[咽飯]																															
#ʋæ̃																																
k	①官關棺觀[參觀]③稈[稻稈]杆擀趕管館⑤貫灌罐冠[冠軍]慣觀[王母觀]																															
kʰ	①寬②款⑤摜□[□嫌：礙事]																															
Ø	①豌彎灣壪②完玩丸頑③晚挽碗腕⑤萬																															
#ʯæ̃																																
tʂ	①專磚捐③轉[轉彎]卷[卷起]⑤轉[轉圈]券卷[卷子]眷絹篆傳[傳記]圈[豬圈]倦賺																															
tʂʰ	①川穿圈[圓圈]鱔[黃鱔]②傳[傳說]船拳權③顴犬⑤串勸																															
ʂ	①喧②玄⑤炫[又]																															
Ø	①冤淵②元原緣淵源員園援然燃③軟阮遠染⑤院怨願冤苑																															
#ɑ̃																																
p	①幫邦梆③榜綁膀[翅膀]⑤磅傍謗棒蚌																															
pʰ	①胖[腫]□[□臭：很臭]②旁螃傍龐膀[膀胱]⑤碰[白，莫碰我]胖[胖子]																															
m	②忙芒[麥芒兒]茫盲氓③蟒莽																															
f	①方芳慌荒②坊肪妨房防黃皇蝗簧③紡仿訪謊⑤放晃																															
t	①當[當時]襠端[端午]耽[白，耽誤]③黨擋⑤當[當作]蕩宕氹□[隨便走走]																															
tʰ	①湯②堂棠螳糖塘③躺⑤燙趟橕																															
l	①狼[黃鼠狼子]②囊狼[灰狼]郎螂廊③朗暖[白，暖和]⑤浪晾□[□鼻子]																															
ts	①髒莊裝樁贓□[用腳踢]⑤奘藏[西藏]葬臟壯狀撞[新]																															
tsʰ	①倉蒼瘡窗②床藏[隱藏]③闖⑤創撞[老]																															
s	①喪[婚喪]桑霜雙③嗓爽⑤喪[喪失]																															
tʂ	①張章樟□[裝著，本字是張]③長[長大]漲掌⑤帳賬脹障瘴仗丈杖																															
tʂʰ	①昌菖娼②長[長短]腸常嫦嘗償③廠敞⑤唱暢倡																															
ʂ	①商傷③賞晌⑤尚上																															
ʐ	②瓤③壤攘⑤讓																															
k	①岡[又]綱剛[剛強]缸鋼豇③港崗岡[又，黃岡]⑤鋼[磨刀]杠虹[天上的虹，虹精兒]																															
kʰ	①康糠②慷③扛□[聊天，欺騙]⑤亢炕抗																															
x	②杭航行[銀行]⑤巷[老]																															
ŋ	①肮②昂[文]⑤□[嚷]昂[白，頭昂倒]																															
#iɑ̃																																
t	②打□[開玩笑地輕打，正字或為打]□[一步一步地攞動]□[吊兒郎當地樣子]																															
l	②良涼量[量長短]糧梁粱③兩⑤亮																															
tɕ	①將[將來]漿疆僵薑韁礓薑江剛[剛才]③蔣獎槳講繭[蘿蔔繭子]⑤醬將[大將]降[下降]橡[老]匠																															
tɕʰ	①槍羌腔筐[老]②牆詳[老]祥[老]強降[投降]③搶強[勉強]⑤像[老]嗆																															
ɕ	①相[互相]箱廂襄鑲香鄉②詳[新]祥[新]③想享響⑤相[相貌]向象橡[新]像[新]巷[新]項																															
ȵ	②娘③仰[又]⑤仰[又]釀																															
Ø	①央秧殃鴦②洋羊烊楊陽瘍③養癢氧⑤樣漾恙																															
#ʋɑ̃																																
k	①光[天光]咣③廣獷⑤逛光[打光：形容地面很滑]																															
kʰ	①匡筐[新]②狂凰⑤曠況眶框																															
Ø	①汪[姓]②亡王③網枉往惘⑤汪[水汪汪]忘妄望旺																															
#ən																																
p	①奔般[白，一般多]③本⑤伴拌[白，拌麵，拌命]拚[拚命]笨																															
pʰ	①烹[老，用油微炸]噴[文，噴香水]②盆彭朋[新]⑤憑[白，憑倒]																															
m	①□[蒙著]②明[白，明日]門⑤悶燜漫[白，漫了：滿了]																															
f	①昏婚分渾芬紛葷②魂焚墳橫③粉⑤糞份憤忿噴[白，噴嚏，麻噴子]混																															
t	①蹲敦登燈③等⑤凳飩囤盾鄧																															
tʰ	①吞②腾誊藤疼⑤□[□種：形容人魯莽]褪[白，褪褲子]																															
l	①撚[撚錢]②能論[論語]崘倫淪輪楞③冷⑤嫩論[議論]																															
ts	①尊遵曾[姓]增憎睜爭⑤贈																															
tsʰ	①參[參差]村撐②存曾[曾祖父]層③忖□[用手按著]⑤寸蹭撐																															
s	①森參[人參]孫僧生[新]牲笙甥③損荀筍榫省[省長]⑤生[老，生蛋]																															
tʂ	①針斟珍真征[徵求]蒸貞正[正月]征偵③枕診疹拯整⑤鎮震振證症正[正確]政陣澄鄭																															
tʂʰ	①深[老]伸[老]抻稱[稱呼，稱東西]②陳塵臣娠橙承呈程成城誠③懲逞⑤趁襯稱[相稱]秤[一桿秤]																															
ʂ	①深[新]身申升聲伸[新]②晨[文，早晨]辰神③沈嬸⑤勝甚葚慎腎盛滲																															
ʐ	②人仁⑤認[文，認識]																															
k	①跟根更[幾更]耕庚羹③粳哽埂梗耿⑤更[更加]																															
kʰ	①坑③啃肯懇墾																															
x	①亨②恒衡③很⑤恨杏[老]																															
ŋ	①恩⑤硬																															
#in																																
p	①彬賓檳殯冰兵③丙秉稟餅⑤鬢柄並[並且]病併[文]																															
pʰ	①拼②憑[文，憑藉]貧頻平評坪瓶屏萍品⑤聘姘並[並排]併[白，合併]																															
m	②民鳴明[文，光明]名銘③憫敏抿皿⑤命淩[白，淩冰吊子]																															
t	①丁釘[鐵釘]疔③頂鼎⑤釘[釘住]訂定錠□[弟兄合音：□夥的]																															
tʰ	①廳聽[新]②亭停庭廷蜓③艇挺⑤聽[老]□[抵得上]																															
l	①拎②林淋臨鄰鱗磷陵菱靈零鈴伶寧檸③檁領嶺⑤吝賃淩[文]令另																															
tɕ	①今金襟巾津莖京荊驚擎鯨精晶睛經③錦盡[任憑：盡他去]緊僅景境警井頸⑤浸禁[禁不住，禁止]進晉俊[又]敬竟競鏡勁[勁敵]盡[盡力]淨靜靖																															
tɕʰ	①侵欽親卿清輕青蜻②琴禽勤[新]擒秦情晴□[任憑：□他去]③寢請⑤唚親[親家]慶磬盡[盡是]																															
ɕ	①心辛新薪星勳②旬巡循行[行為]形刑型晨[白，早晨]③醒擤[又]⑤信訊釁迅殉興[高興]性姓腥幸																															
Ø	①音陰蔭因姻鸚櫻英嬰纓②淫盈贏營③飲[飲酒]寅引影隱癮⑤飲[澆：飲水]洇印應映																															
#ʋən																																
k	③滾衮鯀⑤棍																															
kʰ	①昆崑坤鯤③捆⑤困																															
Ø	①溫瘟②文紋蚊聞③穩吻刎⑤問																															
#ʯən																																
tʂ	①肫均軍鈞君③準⑤菌郡俊[又]																															
tʂʰ	①椿春②唇脣純[新]醇[新]群裙瓊[老]③蠢																															
ʂ	①熏勳薰②純[老]醇[老]⑤馴訓舜瞬順																															
