i
p[1]碑卑臂悲[3]蔽彼俾比陛鄙[5]闭痹。
pʰ[1]弊币敝毙批被披备鼻婢丕僻辟[2]皮疲脾[3]避[5]屁琵枇
m[2]迷糜弥谜眉[3]媚米美觅
f[1]飞非挥辉吠磨讳徽[2]肥[3]匪妃[5]废肺费
v[1]微未味
t[1]低[3]底抵的{目~}[5]帝隶
tʰ[1]替涕第递剔[2]题蹄啼[3]梯体[5]弟地剃
l[1]丽荔利痢泪[2]型黎离篱尼梨狸[3]励礼里李鲤理吏[5]厉
ʨ[1]饥肌基几{~乎}机讥鸡稽[3]挤几{茶~}几个已纪[5]祭计济剂继系~{鞋带}记既寄
ʨʰ[1]妻祁鳍欺忌[2]齐荠奇骑歧岐杞旗[3]启企器弃[5]砌技岂气汽其棋期祈
ɕ[1]西犀栖奚兮牺希稀[3]洗起喜熙徙[5]细戏
Ǿ[1]伊医异衣依翼[2]宜仪移夷姨建疑拟饴[3]蚁倚椅矣已以[5]艺谊义议毅易x意忆亿抑

u
p [3]补[5]布
pʰ[1]铺□{汤水沸腾而溢出}部簿步阜[2]蒲菩扶辅[3]普浦谱甫脯
m[3]母拇
f[1]呼户乎互护夫肤傅敷赴附妇缚[2]湖胡狐壶符芙副幅和{~牌}[3]虎浒府俯斧抚父腐苦{~味}[5]裤戽负富
v[1]误悟午伍武舞侮鹉[2]胡{~子}无[3]乌污巫诬戊[5]恶{可~}务雾
t[3]都{首~}赌堵肚{鱼~}
tʰ[1]度渡镀[2]徒屠途涂图肚[3]土杜[5]兔
l[1]路赂□{铁锈}[2]如奴卢炉芦鸬庐[3]努鲁橹卤虏[5]怒露
ts[1]租[3]祖组阻[5]做
tsʰ[1]粗初助[3]楚础[5]醋
s[1]苏酥诉素梳疏蔬[3]所数{动词}[5]数{名词}
k[1]姑孤箍[3]古估股鼓[5]故固雇顾
kʰ[1]枯[3]苦{艰~}[5]库酷

y
t[1]猪[3]厾{用手指或小木棍戳一下}
l[1]滤锐[2]驴[3]吕旅虑履
ʨ[3]举据矩鬼[1]居车{车马炮}拘驹追坠锥剧剧{~烈}[5]句缀赘桂闺嘴醉季贵剧{戏~}
ʨʰ[1]蛆巨拒距趋聚俱区驱具惧脆揣吹炊翠□{身体或心理感到疲惫}[2]槌锤[5]趣脆{木头朽掉了}
ɕ[1]序叙绪舒墟虚嘘须需瑞虽绥粹隧穗[2]徐随髓垂谁[3]许水[5]絮碎岁=税睡=遂
Ǿ[1]御寓遇孟芋愈[2]渔於余于榆围[3]女语与雨宇禹羽愉喻裕[5]誉预豫迂

a
p[1]巴芭疤伯[3]把爸[5]霸坝
pʰ[2]爬耙[5]怕帕白
m[2]麻蟆痳[3]马码蛙[5]骂
f[1]花画划[2]华划{~船}筏[5]化话=
v[1]漥话-{~事:说话}百-
t[3]打
l[1]拉拿只{量词}尺{计量单位}[2]挪[3]萨{菩萨}[5]哪石{计量单位}
ts[1]渣乍抓窄摘扎[5]诈炸蔗闸铡
tsʰ[1]叉杈差岔拆[2]茶搽茬查
s[1]沙纱撒[3]傻
k[1]家加痂嘉佳[3]假[5]贾架驾嫁稼价
kʰ[1]客揢[3]卡[2]虾
ŋ[2]牙芽雅衙伢砑[3]瓦
x[1]厦吓{下降}夏[2]霞瑕遐[5]下{底下}
Ǿ[1]阿{阿哥}[2]鸦丫桠[3]哑[5]亚

ia
p[1]壁
pʰ[1]劈拍-
t[1]爹-{爷爷:[tia45tia5]}[2]嗲{言行撒娇貌}
tʰ[1]厅-踢笛[2]提
l[3]□{舔东西}
