pa	3	35	把
pʰa	2b	24	爬
fa	6	21	劃
ta	3	35	打
tʰa	1	42	車
tsa	1	42	抓
sa	6	21	射
tsʰa	2b	24	茶
ka	5a	33	嫁
ha	6	21	下夏蟹
ma	6	21	罵
ŋa	3	35	啞瓦
la	1	42	拉
sa	1	42	沙杉
ka	3	35	假
ha	1	42	蝦
ma	3	35	馬
ŋa	2a	44	牙
sa	2a	44	蛇
pʰo	5b	213	破
fo	6	21	禍
to	3	35	躲
tʰo	1	42	拖
tso	3	35	左
so	3	35	鎖
tsʰo	6	21	坐
ko	5a	33	個
kʰo	5b	213	課
ho	2a	44	河
mo	6	21	磨
ŋo	6	21	餓
lo	2a	44	鑼螺
pʰo	2b	24	婆
fo	5a	33	貨
to	1	42	多
tsʰo	5b	213	錯
ko	1	42	歌
kʰo	3	35	可
mo	1	42	摸
ŋo	2a	44	鵝
fo	3	35	火
pu	5a	33	布
pʰu	6	21	簿步
fu	6	21	戶父婦
tu	3	35	賭主
tʰu	6	21	杜柱住
ku	3	35	古
kʰu	5b	213	褲
mu	6	21	霧
lu	6	21	路
u	3	35	武
pʰu	5b	213	鋪
fu	5a	33	付富副
tu	1	42	豬州
tʰu	2b	24	圖除綢
ku	1	42	箍
kʰu	3	35	苦
mu	3	35	母
lu	2a	44	奴
u	1	42	烏
pʰu	3	35	譜
fu	3	35	虎府
tʰu	3	35	土
u	2a	44	吳
fu	2a	44	壺
pi	5a	33	貝
pʰi	6	21	幣背被
fi	6	21	會
ti	5a	33	制對
tʰi	6	21	弟遞地類
tɕi	5a	33	寄記嘴醉季劇
ɕi	6	21	系
tɕʰi	6	21	罪
mi	6	21	妹
ȵi	6	21	遇藝義
i	2b	24	姨
pi	3	35	比
pʰi	5b	213	配屁
fi	5a	33	肺費
ti	3	35	紙指
tʰi	5b	213	剃
tɕi	3	35	幾
ɕi	2b	24	隨
tɕʰi	5b	213	契器氣
mi	5a	33	尾
ȵi	3	35	女蟻
i	5a	33	意
pi	1	42	杯碑
pʰi	2b	24	賠皮
fi	3	35	許水
ti	1	42	低
tʰi	2b	24	池遲
tɕi	1	42	雞饑追
ɕi	5a	33	碎歲戲
tɕʰi	2b	24	徐騎棋垂錘
mi	3	35	米
ȵi	2a	44	泥
i	1	42	衣
fi	1	42	灰飛
tʰi	3	35	呂李
ɕi	3	35	洗喜
tɕʰi	3	35	取
mi	2a	44	煤眉
i	2a	44	移
fi	2a	44	回肥
tʰi	1	42	梯
ɕi	1	42	西希
tɕʰi	1	42	溪吹
tʰi	2a	44	犁雷梨
pai	5a	33	拜
