cid	character	initial	final	tone	note
1	多	t	o	35	
2	拖	th	o	35	
3	大	th	ai	42	
4	锣	l	o	31	
5	左	ts	o	31	
6	歌	k	o	35	
7	个	k	i	42	
8	可	kh	o	31	
9	鹅	ŋ	o	13	
10	饿	ŋ	o	31	
11	河	h	o	13	
12	茄	tɕh	io	13	
13	破	ph	o	42	
14	婆	ph	o	13	
15	磨	m	o	42	
16	磨	m	o	42	
17	躲	t	o	31	
18	螺	l	o	13	
19	坐	tsh	o	35	
20	锁	s	o	31	
21	果	k	o	31	
22	过	k	o	42	
23	课	kh	o	42	
24	火	f	o	31	
25	货	f	o	42	
26	祸	f	o	42	
28	把	p	a	31	
29	爬	ph	a	13	
30	马	m	a	35	
31	骂	m	a	42	
32	茶	tsh	a	13	
33	沙	s	a	35	
34	假	k	a	31	
35	嫁	k	a	42	
36	牙	ŋ	a	13	
37	虾	h	a	35	
38	下	h	a	35	
39	夏	h	a	42	
40	哑	∅	a	31	
41	姐	tɕ	ia	31	
42	借	tɕ	ia	42	
43	写	ɕ	ia	31	
44	斜	tɕh	ia	13	
45	谢	tɕh	ia	42	白
45	谢	ɕ	ie	42	文
46	车	tsh	a	35	
47	蛇	s	a	13	
48	射	s	a	42	
49	爷	∅	ia	31	
50	野	∅	ia	35	
51	夜	∅	ia	31	
52	瓜	k	ua	35	
53	瓦	ŋ	a	31	
54	花	f	a	35	
55	化	f	a	42	
56	华	f	a	13	
57	谱	ph	u	31	
58	布	p	u	42	
59	铺	ph	u	35	
61	步	ph	u	42	
62	赌	t	u	31	
63	土	th	u	31	
64	图	th	u	13	
65	杜	th	uʔ	55	
66	奴	l	u	13	
67	路	l	u	42	
68	租	ts	u	35	
69	做	ts	o	42	
70	错	tsh	o	42	
71	箍	kh	u	35	
72	古	k	u	31	
73	苦	f	u	31	
74	裤	f	u	42	
75	吴	∅	ŋ	13	
76	五	∅	ŋ	31	
77	虎	f	u	31	
78	壶	f	u	13	
79	户	f	u	42	
80	乌	v	u	35	
81	女	ȵ	yi	31	
82	吕	∅	yi	31	
83	徐	ɕ	yi	13	
84	猪	ts	u	35	
85	除	tsh	u	13	
86	初	tsh	o	35	又
86	初	tsh	u	35	又
87	锄	tsh	u	13	
88	所	s	o	31	
89	书	s	u	35	
90	鼠	tsh	u	31	
91	如	z	u	31	
92	举	tɕ	yi	31	
93	锯	tɕ	yi	42	
94	去	s	ɿ	42	实际发音近于ɿ:e
95	渠	tɕh	yi	13	
96	鱼	∅	ŋ	13	
97	许	ɕ	yi	31	
98	余	∅	yi	13	
99	府	f	u	31	
100	付	f	u	42	
101	父	f	u	42	
102	武	∅	ŋ	31	
103	雾	v	u	42	
104	取	tɕh	yi	31	实际发音略高，近y:i
105	柱	tsh	u	35	白
105	柱	ts	u	42	文
106	住	tsh	u	42	
107	数	s	u	31	
108	数	s	u	42	
109	主	ts	u	31	
110	输	s	u	35	
111	竖	s	u	42	
112	树	s	u	42	
113	句	tɕ	yi	42	
114	区	tɕh	yi	35	
115	遇	∅	i	42	
117	芋	v	u	42	又
117	芋	∅	yi	42	又
118	裕	∅	yi	42	
119	胎	th	ɔi	35	
120	台	th	ɔi	13	
121	袋	th	ɔi	31	
121	袋	th	ɔi	42	
122	来	l	ɔi	13	
123	菜	tsh	ɔi	42	
124	财	tsh	ɔi	13	
125	该	k	ɔi	35	
126	改	k	ai	31	
127	开	h	ɔi	35	
128	海	h	ɔi	31	
129	爱	ŋ	ai	42	
130	贝	p	ei	42	
131	带	t	ai	42	
132	盖	k	ɔi	42	
133	害	h	ɔi	42	
134	拜	p	ai	42	
135	排	ph	ai	13	
136	埋	m	ai	13	
137	戒	tɕ	ie	42	
138	摆	p	ai	31	
