	音系说明：yʉʔ和yøʔ处于混同的边缘										
白-读- 文=读=	阴平	阳平	上声	阴去	阳去	阴入	阳入	轻声			
	21	35	55	42	213	42	55				
tsɿ	资姿资兹滋支枝肢之芝知蜘脂~油孜咨孳孜龇辎淄栀吱~哩哇啦		仔籽梓紫姊子指址止趾芷纸脂~肪旨祉滓	制智致至志痣置桎帜挚稚翅=							
tsʰɿ	雌差参~蚩嗤痴魑㿳黑~~	瓷慈磁糍词辞祠饲池驰迟匙弛持蜘剚~鱼厕-~缸时~候	此耻齿	刺赐次疵伺翅=雉	恃老派字自治士仕寺柿峙痔滞巳老派莳~秧						
sɿ	厮斯撕私司丝思师狮施尸诗	时鲥	死史使驶始屎矢	四泗俟肆世势誓视示试侍恃新派逝恣	事似氏市是巳祀士新派寺新派						
ti	低氐嘀堤		底抵诋邸	帝谛柢							
tʰi	梯	提题啼蹄堤老派	体绨线~挮~骨头	替去-剃递嚏屉	地第弟涕娣						
ni		尼=呢~子服泥=水~地倪霓阎	你		腻=油~						
li		厘犁梨离=距~篱璃漓黧黎	李礼里狸理俚娌鲤		利痢俐莉厉沥励砺吏例隶丽郦骊俪蠡莅荔离-~他不远泪眼~水			哩			
lɪ			吕姓								
tɕi			姐								
tɕʰi				去-老派							
ȵiᶽ		尼泥			腻						
piᶽ	屄		匕比彼鄙	闭秘泌陛蔽=毙=							
pʰiᶽ	批披砒	皮纰啤脾鼙琵疲	丕痞疲老派庇邳毗罴	屁	被坒一~砖毙-郫璧避譬箅篦敝蔽-弊币备-						
miᶽ	眯咪	迷谜醚眉旧读弥猕糜靡	米蚁-蚂~								
tɕiᶽ	鸡几~乎叽肌机讥饥基嵇稽羁奇~数期满~箕畸		几~何虮挤己	季记纪计系~带子祭穄寄剂=济继既际冀							
tɕʰiᶽ	蹊溪-妻凄期欺栖	其麒旗棋奇~怪骑畸旧读崎齐=~心脐祁祈旧读耆鳍芪前-~子：前天	起岂杞启	器契弃气汽企新派	忌技妓企及-来不~						
ɕiᶽ	西牺茜栖硒栖兮嘻嬉□~缝奚希稀唏烯犀樨羲曦熙携溪=	□毛~~的	喜蟢熹洗徙玺孟姓	戏系~统细□水从容器里慢慢流出							
iᶽ	医衣依伊矣	夷姨怡饴贻眙疑颐遗移黟宜谊仪沂爷=	以倚椅已蚁=	意亿懿忆臆薏	易容~勚磨损艺义议异诣肄翼翌毅刈						
puᶹ			补	布怖							
pʰuᶹ	铺~床潽~出来□~气：喘气	蒲匍葡菩	普普谱甫捕辅-脯哺	铺店~	埠步部蔀孵-簿						
fuᶹ	夫呋衭麸肤敷	符扶芙孚浮烰俘蜉巫诬	府拊俯腑腐辅=斧釜抚	副付咐附驸富负赋傅赴讣阜	父妇						
vuᶹ	乌污	吴蜈吾梧无芜毋胡-~子	五伍俉捂武鹉午仵忤侮舞	焐悟=醒~雾恶可~	瓠误晤悟-务护-~短戊						
tuᶹ	都嘟~~：汽车喇叭声		赌堵=睹肚~儿	妒嘟~嘴睹堵-蠹							
tʰuᶹ		徒途图屠涂荼	土吐	兔唾	杜度渡镀肚~脐眼儿						
luᶹ		如卢炉芦炉鲈栌颅儒撸驴~儿	卤鲁橹虏乳汝		路露赂孺						
tsuᶹ	租猪诸朱株珠蛛诛		主祖组阻煮	蛀注驻铸著贮註							
tsʰuᶹ	粗初	除厨锄储雏	处~理楚础暑鼠褚薯	醋处~长齼	住柱疰~夏炷助箸~笼						
suᶹ	苏输梳疏酥舒杼抒书枢蔬殊		数~九曙署	数~字诉素塑漱黍庶恕墅署旧读曙旧读戍	树竖						
kuᶹ	罟姑箍孤姻辜咕嘀嘀~~箍估=评~		古估-~计牯鼓股蛊	雇顾故固锢崮							
kʰuᶹ	枯骷	□~东：不清洁	苦	库裤	□动词，不整洁：~得一塌胡涂						
xuᶹ	呼乎	胡=~话糊蝴葫湖和笃子~狐弧壶	虎琥㧾~臭水浒水~	戽~水蒦~丝	户护=保~沪互						
tyø	丢										
nyø		牛=揉-蹂	纽扭扭	谬又读							
lyø	溜蹓䗜假~	流硫琉刘浏留瘤榴驴璃-玻~	柳吕侣铝闾榈旅履缕		虑滤						
tɕyø	纠皱阄鸠柩揪		酒久九韭	咎救㾭~筋：抽筋究灸							
tɕʰyø	秋丘邱蚯鬏鳅□~更头:不知好歹	求球裘囚洇仇姓虬酋	搝		就舅旧袖-老派						
ɕyø	休修羞	挦~毛	朽□挣扎	秀绣锈嗅	袖						
yø	忧优攸悠幽	游犹尤疣铀邮油由	有友酉	幼=~稚诱=~惑黝粙	又柚釉右宥佑祐幼-~儿院诱-引~						
pʰyᶨ		便-~宜，又读									
ȵyᶨ			女								
tɕyᶨ	车~马炮居锯锯拘驹苣		嘴举巨-矩距-	句锯据醉-巨=距=拒=							
tɕʰyᶨ	蛆区驱躯趋	徐渠瞿衢齐-~整前-又读，~子：前天	取娶	去=过~砌趣	聚拒-具俱惧穗叙序绪遂隧燧荠剂-一~药						
ɕyᶨ	西-~瓜需虚墟嘘尿-须吁		许浒~澪：地名栩诩煦	絮酗婿岁-续=叙=序=绪=祟-							
yᶨ	迂於淤盂	鱼渔于圩-~岸竽围-~裙愚余俞榆愉渝娱虞予宜-又读，便~	雨羽语与宇予	喂	玉钰纡圩=~子芋吁呼~预豫遇寓裕喻愈誉御驭						
pɒ								吧-语气词			
tɒ			打	大=~学							
nɒ		拿又读		那娜							
lɒ	拉~扯垃啦	拉~尿	喇剌					啦语气词			
sɒ			傻撒-								
kɒ	嘎拟声词：吱~										
kʰɒ	咖										
xɒ	哈笑~~	蛤~蟆虾~蟆									
ɒ	啊	啊			啊						
tiɒ	爹~~：祖父		嗲								
miɒ			瞄~下子								
tɕiɒ	加嘉家=~庭佳稼伽枷袈苴~镇，地名		假姐贾	借价=~钱架=~势驾嫁=~人							
tɕʰiɒ	斜	邪斜=茄犟-~头	且-~得	笡斜撑趄柱子~了	谢榭射-~尿						
ɕiɒ	些虾=	霞暇瑕遐	写	泻卸	下=~降吓=夏厦						
iɒ	鸦耶□躲藏	爷-牙=蚜衙崖涯	野雅惹新派	讶新派亚=	夜讶老派亚-						
tɕʰyɒ		瘸									
ɕyɒ	靴										
yɒ	𦚢		惹又读								
pa	爸~~：叔父		摆	拜湃旧读							
pʰa		排徘牌		派湃	败稗						
ma		埋	买妈新派，~~：母亲	妈姆~：母亲	卖迈						
va	歪		崴□晃□舀水		外=内~坏-破：鞋子~了						
ta	呆		歹	带戴							
tʰa	胎咍~舌头苔	台抬薹	大-口语	太泰	大-~家汰~衣裳袋代袋玳贷埭态待怠代殆绐沙发~下来炱						
na	奶-吃~；~~：祖母		乃艿奶=~粉		耐奈奶-						
la		来莱	褦~襶哪		赖癞籁哪□在						
tsa	灾栽斋哉		载一年半~宰	再载~重债							
tsʰa	猜差出~搋~酵揣-	才财材豺裁柴	彩采睬踩	菜蔡	在						
sa	腮鳃筛衰旧读		洒	赛塞边~晒	揌发抖：抖抖~~						
ka	街该赅阶皆□用手拨开东西秸麦~		改解~开邂	介芥界届诫戒解押~盖丐械尬概溉							
kʰa	开揩	餩~气	凯楷慨忾	隑~椅							
ŋa	艾哀挨哀埃㨟碰	呆~胎挨被：~骂皑癌新派埃旧读	矮蔼	爱暧嫒	艾又读碍隘□~儿：勺子外~里：到处、周围						
xa	哈-~尔滨咳旧读㨟碰	鞋嗐大声喊叫偕谐孩骸	海蟹		害亥骇氦解姓：~主任懈后-~来						
a		还	也								
kuᴀ	乖		拐	怪				呱拟声词			
kʰuᴀ			傀	会~计快块筷侩脍刽 桧	擓蒯						
xuᴀ	歪	怀槐淮徊踝	甩-猛击		坏						
tɕyᴀ		□显摆：格个人~得不得过									
tɕʰyᴀ	揣		揣								
ɕyᴀ	衰率摔		甩=帅-	率新派帅=							
po	巴笆粑芭吧=~台疤		把~手㞎~~:大便	坝霸把~子							
pʰo	趴	扒趴爬耙		怕	罢耙~田						
mo	妈	麻	马马蚂吗=~啡码~砖头玛杩~头		骂						
tʰo	他她它										
no		拿									
tso	查姓渣遮蔗拃一~宽奓嘴~叨			诈榨炸~弹柞~蚕丝							
tsʰo	叉汊钗杈车~子差~别扯~旗茬~口	茶搽查茬新派	扯~布	岔	昨						
so	沙纱赊砂鲨痧奢	蛇佘	舍~得捨	赦嗄社-东~：地名	麝射~水□乱窜：~得快						
ko	家~去			嫁-~妆架-~子							
kʰo		□~食	卡咔								
ŋo	丫桠挜硬挤、塞：~饭鸦-鹗爊	牙-芽伢砑~玉米	哑	垩~田	砑~平						
xo	虾哈~气				下-~去						
kuo	瓜呱~~叫		寡剐	挂褂卦							
kʰuo	夸	括~钢板	侉垮	挎胯跨							
xuo	花劐~竹子	华哗骅桦划=~算	□极碎，稀烂：纸浸~了	化	话=~筒划=计~画戽~儿斗板						
uo	蛙搲抓：~泥剜割肉	娃划-~船	瓦□呕吐	凹	话-说~划-~口子						
tɕyo	抓		爪-~子								
ɕyo			耍								
yo			惹								
pɵ	波玻菠玻跛播		跛	簸							
pʰɵ	坡	婆笸	颇叵		薄~荷						
mɵ		模摩磨~刀蘑魔膜	母拇亩=某=沫-		磨~头：地名幕暮慕墓募						
tɵ	多都哆		朵躲堍	剁垛-跺~脚惰=堕~落							
tʰɵ	拖	驮驼柁~梁坨~粉陀鸵陀	妥椭惰-	毻~毛蜕脱~壳	大-~侯惰-舵驮~子						
nø		奴挪	努	呶~嘴懦	糯怒						
lø	螺-啰~嗦	罗萝锣逻箩脶摞骡螺=~蛳璃-	胬~肉剐割：~头裸虏								
tsø			左佐	做							
tsʰø	搓搓蹉□~斜	矬缩短：柱子~下去了	撮打：~了两记	错措锉挫	坐座痤妯						
sø	蓑梭趖快走：~下来睃看：~来~去唆嗦娑		所锁琐唢								
kɵ	锅哥歌戈过-~头		果馃裹	过=~去个							
kʰɵ	科棵颗苛柯窠		可	课							
ŋɵ			我		饿						
xɵ	烀蒸：~馒头□腰不直欢-~喜	河何荷~花禾和~平	火伙	货	和~面祸贺荷负~						
ɵ	窝莴倭屙	讹鹅俄蛾峨娥		卧	饿=~殍						
pɤ	包胞苞孢煲=~汤		宝保堡褓褒饱鸨煲-鸡~	报釣豹暴=~燥曝爆~炸瀑							
pʰɤ	泡-~儿抛脬尿~	跑袍庖炮~制		炮泡=~茶疱爆~竹	刨疱铇鲍抱暴-~雨						
mɤ		猫毛牦茅锚矛蟊	卯铆		冒帽瑁貌						
tɤ	刀鱽叨唠~朝-今~、明~着-		倒~下来倒岛捣祷导=	到倒~车				叨助词			
tʰɤ	绦掏滔韬涛=	桃逃陶涛-俦萄焘	讨	套	稻蹈道导盗悼						
nɤ		挠蛲	脑恼瑙		闹						
lɤ	捞=~好处	捞-劳牢痨唠涝	老佬姥					了助词			
tsɤ	遭糟招沼昭召=朝~阳		早找爪=~牙笊枣澡藻蚤	照灶噪燥躁罩诏肇=兆=							
tsʰɤ	操超抄钞耖	曹槽漕嘈朝~向潮嘲巢	吵炒钞草	糙操锻炼能力	皂造赵肇-						
sɤ	烧骚搔臊~味稍梢捎	绍=新派韶苕缫	扫~地嫂少多~	扫~帚少~年臊~子潲斜风~雨哨肖~属睄略看一眼䴛咸	召绍-老派邵兆-						
kɤ	高篙羔糕交-胶-教-茭皋膏~药睾家上~，下~		搞稿镐藁杲搅-绞-	告诰膏~车油叫-~花子教-~书酵-~头较-~手劲觉-睏~窖-				家赵~高桥			
kʰɤ	敲-~打		考烤拷	靠拷犒	搅-头脑错乱:你不要~事						
ŋɤ	懊~糟	敖嗷熬鳌螯遨翱	咬袄	傲奧澳懊~悔	拗奡昂首			嗷语气词家唐~闸、杨~湾			
xɤ	蒿薅些-有~人	毫豪嚎濠壕嗥号~哭	好~处郝	好爱~孝戴~浩=昊=皓=耗=消~	号耗-~子浩-皓-昊-						
piɤ	标彪膘肥~镖瞟飙镳		表婊裱	嫑							
pʰiɤ	飘漂~流剽	瓢嫖	殍饿~	票漂~洗鳔							
miɤ		苗描瞄=~准	秒眇斜看渺喵藐	庙妙缪姓谬							
tiɤ	刁雕碉貂凋		屌窎离家~远	吊钓调=~换掉=~队							
tʰiɤ	挑~担佻	条调~整笞迢	誂~事挑~你	跳眺粜	调-~动掉-						
niɤ			鸟袅拗~调:故意与人闹别扭,不讲情理		尿=~素						
liɤ		寮撩潦蹽僚瞭燎镣聊辽疗	了		料廖姓撂						
tɕiɤ	焦蕉醮椒娇交=胶=~鞋郊娇骄矫旧读浇		绞=狡搅=矫皎饺缴	叫=教=~学觉=较=~量窖=							
tɕʰiɤ	锹撬缲敲=~竹杠跷	桥樵乔憔荞瞧翘变形：桌面子~了	巧	俏窍鞘翘	轿较比~						
ɕiɤ	肖消销宵逍硝霄箫潇枭枵薄嚣骁	淆肴	小晓筱	孝~敬哮笑啸酵=	校效较又读，比~						
iɤ	妖邀腰要~求幺夭吆□隔开；切断：~牌儿	摇遥窑瑶谣尧饶姚	扰绕=围~舀窎二~：地名	要~紧跃	鹞绕~线耀						
pe	杯卑碑悲背~包			倍蓓贝狈辈背~书备=							
pʰe	胚坯醅	培陪赔裴	剖掊拨开	呸佩配沛霈	背耳~痱						
me		玫枚煤媒谋霉酶脢莓梅牟眉	美每某亩		贸妹昧茂媚魅						
fe	飞非菲绯扉蜚妃	肥浮-轻狂	匪诽斐翡否菲~薄	费~用肺废吠	费姓						
ve	煨威萎	微危桅围=~巾为作~维惟帷唯违韦	尾委诿萎伪伟苇	喂=畏胃尉蔚慰=（~问）	未味卫魏为~甚尼位外-~头谓会~做慰-（安~）						
te	堆兜		斗升~抖陡	对兑=斗~争碓							
tʰe	推偷颓	投头	腿	退透褪=~色	豆痘逗窦兑-队						
ne			馁		内			呢轻声，语气词			
le		雷蕾擂累~命楼蝼	累积~蕾垒搂屡篓儡㧕~水		累漏泪陋类						
tse	舟州洲州周帚邹		走肘	昼咒宙胄奏骤皱绉纣							
tsʰe	抽揍	愁绸稠仇~人酬踌畴筹	丑	凑臭	纣老派						
se	搜馊嗖飕收		守手首叟	瘦嗖嗽	受授寿兽售						
ke	勾钩沟		狗枸苟给	够构购垢媾彀							
kʰe	扣抠眶		口	扣~押寇叩							
ŋe	呕欧鸥殴讴瓯	牛	藕偶	沤怄							
xe	齁	侯猴喉瘊	吼	鲎虹涸渗透	厚后候後						
e								欸轻声，语气词			
ie		柔揉蹂									
kue	归规皈龟圭硅闺		鬼癸轨诡	桂贵鳜瑰刽桧							
kʰue	亏岿窥魁盔	葵睽揆奎馗逵		餽匮馈=溃崩~刽又读	柜跪匮馈-溃~散						
xue	灰诙恢麾挥辉珲晖徽	回蛔茴	毁悔诲	贿荟晦讳秽彗	会~面烩绘卉汇诲惠慧喙						
tɕye	隹椎锥追			最醉=缀坠赘膇脚肿							
tɕʰye	吹炊崔催摧	随隋老派垂锤陲捶~打槌	璀捶把泥~细	脆翠啐悴粹淬萃	罪						
ɕye	虽绥	谁隋遂	水	睡碎税瑞祟睢隧岁=							
ye			蕊	锐	锐-芮睿						
tɕiᴇ			者								
tɕʰiᴇ			且								
ɕiᴇ			舍宿~		社=~区						
iᴇ			也								
kᴇ				佫~里：这里							
mᴇ		没~有									
ɚ		儿	而耳洱饵迩尔		二贰						
pɒ̃	扳掰斑班般=颁攀~亲		板版坂钣瓣	扮~演绊							
pʰɒ̃	攀	爿攀~山		昐襻纽~	办						
mɒ̃		蛮=粗野：~理			曼慢漫谩蔓蛮-很						
fɒ̃	番蕃翻幡帆藩	凡矾梵烦繁樊藩旧读	反返	贩汳瀿~水泛	犯范饭						
tɒ̃	丹担~负单眈耽		胆疸掸撢	诞担~子旦石一~米							
tʰɒ̃	坍=摊滩瘫	谈痰弹~簧覃谭潭檀坛论~昙	毯坦忐袒	坍-炭叹	蛋弹子~淡氮但						
nɒ̃		难困~			难灾~						
lɒ̃		岚篮蓝兰拦~网栏婪阑	览揽榄缆懒		烂褴滥						
tsɒ̃	沾劗~肉		赞-好斩崭	站战=沾蘸赞=錾盏							
tsʰɒ̃	参~加掺餐搀	馋谗涎残惭	铲产生~惨=	粲璨孱~头灿忏餐又读	暂栈赚绽						
sɒ̃	三杉山赸追疝-闩珊删=		伞馓散~文产~妇陕=	删-~稻草散~伙涮~衣裳疝=							
kɒ̃	间房~监~牢尴		碱拣橄	干~渠监~工□~屁股							
kʰɒ̃	铅嗛啄	钳-蟹~子龛纳~子：诅人夭折	舰槛门~	嵌	嵌						
ŋɒ̃	淹	岩颜癌	眼	晏晚，迟	雁						
xɒ̃		咸衔	喊给	喊	粯~子苋陷-馅限-						
kuɒ̃	关鳏		管莞	惯							
kʰuɒ̃		环寰			掼						
xuɒ̃	顽-~强	还			患幻宦						
uɒ̃	弯湾	还-玩顽=	晚挽	绾~个结腕手~	万						
pᴇ̃	奔锛栟~茶：地名畚~灰贲		本苯	奔~头							
pʰᴇ̃	喷~壶	盆朋-		喷~香；吃~：遭斥责	笨						
mᴇ̃		门扪=们明-~朝			闷焖扪-懑璺蛮-~好						
fᴇ̃	分~开芬纷吩氛	坟焚汾	粉	粪畚~箕奋=愤=	分本~份忿奋-愤-						
vᴇ̃	温瘟	蚊纹文汶雯闻吻-~香	稳紊吻=亲~		问璺						
tᴇ̃	灯登噔蹬瞪敦墩敦蹲扽吨		等戥	凳顿炖抻							
tʰᴇ̃	吞	屯藤腾滕疼誊臀豚	氽	褪-~裤子	囤钝盹盾遁邓段-						
nᴇ̃		能			嫩			恁轻声，们			
lᴇ̃		棱抡轮伦仑沦论~语	冷		愣论议~□口吃						
tsᴇ̃	增争睁筝蒸曾姓憎狰峥诤正~月征针砧斟珍胗诊臻榛祯桢真贞侦箴饤冷~		怎=枕疹缜震-振整拯	镇甑正~确政证怔症□用力圳赈震=新派							
