ɚ53儿而
ɚ55尔耳饵
ɚ312二贰
tʂʅ24支枝肢只资姿咨兹滋辎之芝质织职
tʂʅ53知姊侄直值植
tʂʅ55蜘紫纸脂旨指子梓止趾址殖
tʂʅ312滞制栀智自致雉稚至痔滓字置志痣秩
tʂʰʅ24疵差{参差}痴尺
tʂʰʅ53雌池驰侈瓷迟慈磁辞词祠
tʂʰʅ55此嗤耻齿赤豉持
tʂʰʅ312刺赐翅次伺饬斥
ʂʅ24斯厮撕私师狮尸司丝思诗室虱识矢屍
ʂʅ53匙时饲实食蚀适石
ʂʅ55屎使史驶始失施
ʂʅ312世势誓逝舐释豕是四肆示视嗜似祀巳士仕柿俟市恃寺嗣事试侍式饲伺
ʐʅ312日
pi53鼻
pi55彼婢鄙比秕
pi312蔽敝弊币毙壁璧蓖陛闭箅臂避毕必弼碧
pʰi24批披匹劈
pʰi53皮疲脾琵枇庇辟裴
pʰi55譬丕
pʰi312痹屁僻
mi24密蜜
mi53迷谜
mi55米
mi312泌觅
ti24低堤滴
ti53笛敌狄籴嫡
ti55底抵的
ti312弟帝第递地
tʰi24梯踢剔{剔牙}
tʰi53提蹄啼
tʰi55题体屉
tʰi312替涕剃
ni53泥尼
ni55你
ni312倪腻拟匿逆溺
li24立笠粒栗力
li53犁黎篱梨厘狸
li55礼璃李里理鲤
li312例厉励丽隶离荔利痢吏
ʨi24鸡饥肌绩基机讥级及疾吉极戟积迹籍藉击激
ʨi53集急
ʨi55挤几
ʨi312祭际济剂计继即鲫寂穄{穄子}系{系鞋带}髻技妓寄冀纪记忌既季
ʨʰi24妻欺期祈七漆乞鳍缉{缉鞋口}
ʨʰi53齐脐奇歧骑其棋旗杞戚畦
ʨʰi55启企起岂祈
ʨʰi312砌契器弃气汽泣讫
ɕi24西栖犀溪奚兮犠玺徙熙稀袭吸熄膝惜昔夕锡析息
ɕi53习悉媳席
ɕi55洗嬉喜蟢希
ɕi312细系{连系}戏
i24衣依揖一
i53移夷姨肄已遗疑沂毅
i55倚椅乙
i312艺缢宜仪蚁矣以意异谊义议易医逸忆亿抑翼益亦译疫役饴
pu24不
pu53脯抚饽
pu55补捕卜簿讣
pu312部布佈怖步
pʰu24铺{铺开}蒲捕
pʰu53菩
pʰu55谱普甫仆朴瀑浦
pʰu312铺{地铺}曝
mu24木
mu53模{模子}某
mu55亩牡母拇
mu312暮慕墓募目穆牧幕
fu24夫肤麸芙福蝠腹
fu53敷跗俘孵符扶俯服腐辅附浮否復佛覆伏袱
fu55府腑甫釜傅赴斧
fu312父付赋妇负阜富副缚幅
tu24都{都城}
tu53独读牍犊毒
tu55堵赌肚{鱼肚}笃督
tu312杜肚度渡镀
tʰu24突秃
tʰu53徒屠途塗图
tʰu55土吐
tʰu312唾兔
nu53奴
nu312努怒
lu24鹿禄录橹
lu53炉芦庐
lu55鲁虏卤
lu312路赂露鹭
ku24孤谷骨{筋骨}
ku53骨{骨头}锢
ku55姑箍古估股鼓
ku312故固雇顾
kʰu24窟哭
kʰu55枯苦
kʰu312库裤酷
xu24呼忽
xu53胡湖狐壶浒核{梨核}斛
xu55虎
xu312户互护瓠沪
tʂu24猪蛛株朱珠竹逐足烛
tʂu53组卒族轴
tʂu55租祖诸阻煮诛拄主驻筑嘱
tʂu312著箸助柱住蛀铸祝注杼{（织布机零件）}
tʂʰu24粗初出触
tʂʰu53除储锄厨雏促褚杵
tʂʰu55楚础
tʂʰu312醋处猝畜
ʂu24苏酥梳疏书舒枢输殊速肃宿淑束
ʂu53庶恕述熟俗
ʂu55蔬署鼠黍暑数{动词}叔粟赎属蜀塑
ʂu312素诉嗉薯竖数{名词}树术漱
ʐu24输{输赢}
ʐu53如
ʐu55汝儒乳擩辱褥
u24吾乌污巫诬侮戊屋坞
u53吴蜈梧无武{姓}鹉
u55五伍午武{练武}舞
u312误悟恶务雾物勿杌
ny55女
ly24绿
ly53驴
ly55吕旅缕屡
ly312虑滤律率稆
tɕy24居车拘驹橘菊掬
tɕy53渠巨拒距局矩
tɕy55举
tɕy312据锯俱聚句具惧剧
ʨʰy24蛆趋区驱瞿屈曲
ʨʰy55取娶
ʨʰy312去趣
ɕy24墟虚嘘鬚戌
ɕy53徐许
ɕy55须需
ɕy312序叙绪絮续恤畜{畜牧}蓄
y24淤
y53鱼渔余馀愚虞榆迂盂移{移苗}
y55语雨禹羽宇
y312於与御籞誉预豫娱吁于逾愉愈遇寓喻裕域郁育玉狱欲浴
pa24巴芭疤八
pa53拔
pa55把
pa312霸壩坝爸耙罢
pʰa53爬钯
pʰa312琶杷怕
ma24妈抹
ma53麻
ma55马码
ma312蟆骂
fa24法发髪
fa53乏伐筏罚
ta24答搭
ta53达
ta55打
ta312大
tʰa24塌塔踏榻溻
tʰa53沓
tʰa55他
na24纳捺
na53拿
na55哪
la24拉蜡辣腊
la53剌{剌手}
xa24哈
tʂa24楂札渣
tʂa53乍杂炸{油炸}铡
tʂa55眨闸
tʂa312诈炸{炸弹}栅
tʂʰa24搽叉差插擦察
tʂʰa53茶茬查
tʂʰa312杈岔
ʂa24沙纱撒杀
ʂa55洒傻
ʂa312厦萨
a24阿
ʨia24家加痂嘉傢夹裌甲胛挟佳
ʨia55假贾
ʨia312假{放假}架嫁稼价
ʨʰia24掐
ʨʰia55恰洽
ɕia24虾瞎
ɕia53霞狭峡匣辖
ɕia312吓下厦
ia24鸭押丫涯压崖鸦
ia53牙芽衙伢
ia55雅哑
ia312亚轧
kua24瓜刮剐
kua55寡
kua312挂卦
kʰua24夸
kʰua55垮咵{言不正}
kʰua312跨
xua24花华桦
xua53划滑猾
xua312化画话
ʂua24刷
ʂua55耍
ua24蛙漥挖袜
ua55瓦{名词}
ua312瓦{动词}
pɛ24百柏伯掰
pɛ53白
pʰɛ24迫
mɛ24麦脉默
tɛ24得德
tʰɛ24忒特
lɛ24勒肋
tʂɛ24遮蔗摺蛰哲蛰辙折浙则泽择{选择}窄摘
tʂɛ53择{择菜}责宅
tʂɛ55者
tʂʰɛ24车厕拆{拆开}册
tʂʰɛ55扯策侧测
tʂʰɛ312彻撤
ʂɛ24赊涩塞色啬
ʂɛ53蛇舌折{弄折了}
ʂɛ55奢舍摄涉设佘{姓}
ʂɛ312社射麝
ʐɛ24热
ʐɛ55惹
piɛ24鳖憋
piɛ53别
piɛ312彆{彆扭}
pʰiɛ24拍
pʰiɛ55撇掰
miɛ24灭
tiɛ24爹跌
tiɛ53叠碟牒蝶谍
tʰiɛ24帖贴铁
niɛ24聂镊蹑捏
niɛ53孽
liɛ24猎列烈裂劣
kiɛ24革隔
kʰiɛ24刻克客
kʰiɛ53咳
xiɛ24黑
ʨiɛ24皆阶街接揭节结洁秸
ʨiɛ53捷劫杰截
ʨiɛ55姐解{讲解}
ʨiɛ312借介界芥疥届戒褯{褯子，尿布}
ʨʰiɛ24切{切开}且
ʨʰiɛ53茄
ʨʰiɛ312妾怯
ɕiɛ24歇蝎楔血
ɕiɛ53邪斜谐
ɕiɛ55些写
ɕiɛ312泻卸谢械蟹懈泄屑解{稀}解{姓}
iɛ24耶枼噎{噎住了}
iɛ53爷
iɛ55也野
iɛ312夜页业液腋
kuɛ24国
xuɛ53或惑获
ʂuɛ24说
ʐuɛ55哕
nyɛ312虐疟
ʨyɛ24鳜厥诀掘　决
ʨyɛ53绝掘撅倔{倔强}爵
ʨyɛ312憠倔{脾气倔}
ʨʰyɛ24缺雀鹊却
ʨʰyɛ53瘸
ɕyɛ24靴雪削薛
ɕyɛ53穴茓{茓子}，盛粮具
yɛ24悦阅曰越粤
yɛ312月
kə24歌戈鸽割葛阁各格
kə53搁胳革
kə55哥
kə312个
kʰə24科窠棵颗磕渴壳客刻克
kʰə55可
kʰə312课
xə24喝鹤
xə53河荷和气禾合盒
xə312贺赫嚇
ʂə53瑟
ə24恶
ə53蛾鹅俄讹鄂额扼
ə312饿
puo24波玻拨博泊剥驳
puo53薄檗擘帛
puo55菠簸
puo312簸{簸箕}
pʰuo24颇坡泼魄波
pʰuo53婆
pʰuo55跛
pʰuo312破
muo24末沫莫寞摸
muo53魔馍膜磨{磨刀}
muo55抹
muo312磨陌
tuo24多
tuo53夺铎
tuo55朵掇{掂掇}
tuo312舵惰剁垛踱{驮踱子}掇{拾掇}踱驮{驮子}
tʰuo24拖脱托
tʰuo53驼驮椭唾{唾液}
tʰuo55妥
nuo53挪
nuo312诺糯
luo24啰裸落烙骆洛络乐
luo53罗锣箩骡螺
luo312摞
kuo24锅郭虢
kuo55果裹
kuo312过
kʰuo24廓扩括棵
kʰuo312阔
xuo24豁霍劐
xuo53和活
xuo55火
xuo312祸货藿和{洗一和，投一和}
tʂuo24作桌捉
tʂuo53凿着酌卓琢啄涿浊镯
tʂuo55左佐昨
tʂuo312坐座
tʂʰuo24搓戳
tʂʰuo55绰
tʂʰuo312错
ʂuo24梭索缩
ʂuo53芍勺朔
ʂuo55锁琐所
ʐuo312若弱
uo24窝莴{莴苣菜}
uo55我
uo312卧沃
ʨyo24脚觉
ʨyo53嚼
ʨʰyo24确榷
ɕyo53学
yo24约药钥
pai55摆
pai312拜败稗
pʰai53排牌簰
pʰai312派
mai53埋
mai55买
mai312卖迈
tai24呆待{待见}
tai312待{待会儿}怠戴贷代袋带大{大夫}在
tʰai24胎苔{舌苔}态
tʰai53台抬
tʰai312泰太
nai55奶
nai312乃耐奈
lai53来
lai312赖癞
kai24该
kai55改
kai312概溉盖丐
kʰai24开
kʰai55凯楷
kʰai312慨
xai53孩亥骇还{副词}核
xai55海
xai312害
tʂai24灾栽
tʂai55宰载斋
tʂai312在再载债寨
tʂʰai24猜钗差
tʂʰai53才材财裁豺柴
tʂʰai55彩睬
tʂʰai312菜蔡
ʂai24腮鳃筛
ʂai312赛晒
ai24哀埃挨矮
ai312碍爱艾蔼隘
kuai24乖
kuai312怪
kʰuai312块会{会计}快筷
xuai53怀槐淮
xuai312坏
tʂuai312拽
tʂʰuai24揣
uai24歪
uai55踒{踒了脚}
uai312外
pei24杯背{背东西}北
pei55卑悲
pei312贝倍辈背{背诵}焙被避{避雨}备
pʰei24坯披
pʰei53培陪赔
pʰei55胚裴
pʰei312沛配佩辔
mei24没{没有}
mei53梅煤媒眉楣
mei55枚每美
mei312妹眛媚寐墨
fei24非飞妃匪
fei53肥
fei55翡
fei312废肺吠痱费
nei312内
tʂei53贼
ʂei53谁
ʂei312睡
tuei24堆碓
tuei312对队兑
tʰuei24推
tʰuei55腿
tʰuei312退蜕褪
luei53雷
luei55儡累{累积}垒
luei312累{连累}类泪
kuei24圭闺规龟轨归
kuei55诡鬼
kuei312刽桂跪柜贵
kʰuei24盔亏
kʰuei53魁傀奎逵葵癸
kʰuei312溃愧窥
xuei24恢灰挥辉徽麾
xuei53回
xuei55毁
xuei312贿悔汇晦桧会绘秽惠慧讳
tʂuei24追锥堆
tʂuei55嘴
tʂuei312罪最缀赘醉坠
