ɚ53儿而
tʂʰuei24催崔吹炊
tʂʰuei53垂槌锤
tʂʰuei312脆翠粹
ʂuei53随髓虽绥遂隧
ʂuei55水
ʂuei312碎岁税睡穗
ʐuei312锐瑞
uei24微威
uei53为{作为}围
uei55桅危委伪尾苇萎维惟唯违伟
uei312卫为{为什么}位未味魏畏慰纬胃谓猬煨讳
pau24包胞鲍龅{龅牙}
pau55褒保堡宝饱
pau312报抱暴豹爆
pʰau24泡抛剖
pʰau53袍刨
pʰau55跑
pʰau312炮泡
mau53毛茅猫锚卯矛
mau312冒帽貌
tau24刀叨
tau55祷岛倒{打倒}
tau312到倒{倒水}盗导
tʰau24掏涛滔
tʰau53桃淘陶萄
tʰau312套
nau53挠
nau55脑恼
nau312闹
lau24唠捞{捞一把}
lau53劳捞{捞东西}牢
lau55老
lau312涝
kau24高膏羔糕
kau55稿
kau312告膏{膏油}
kʰau55考烤
kʰau312靠犒
xau24蒿薅
xau53豪壕毫号{呼号}
xau55好{好坏}
xau312浩好{喜好}耗号{号数}
tʂau24遭糟朝{今朝}召昭招沼
tʂau55早枣蚤澡爪{爪牙}找
tʂau312皂造躁灶笊罩赵兆照诏
tʂʰau24操糙抄超钞
tʂʰau53曹槽巢朝{朝代}
tʂʰau55炒草吵
ʂau24骚臊梢捎烧
ʂau53韶
ʂau55扫{扫地}嫂稍少{多少}
ʂau312扫{扫帚}潲绍少{少年}邵
ʐau53饶
ʐau55扰绕{围绕}
ʐau312绕{绕线}
au24爊
au53熬
au55袄
au312傲鏊懊奥坳
piau24臕标
piau55表
piau312摽{摽住，用短棍把绳绞紧}
pʰiau24飘漂
pʰiau53瓢嫖
pʰiau312票
miau53苗描
miau55秒
miau312庙妙
tiau24刁貂雕
tiau312钓吊掉调{调动}
tʰiau24挑
tʰiau53条调{调和}
tʰiau312跳粜
niau55鸟
niau312尿
liau53燎疗聊辽寥
liau55燎{火燎眉毛}撩了{了结}
liau312料尥{尥蹶子}
ʨiau24交郊胶教{教书}狡焦蕉椒娇浇缴
ʨiau55绞搅剿骄矫侥
ʨiau312教{教育}校{校对}较酵窖觉{睡觉}轿叫
ʨʰiau24敲悄锹
ʨʰiau53樵瞧乔桥荞
ʨʰiau55巧
ʨʰiau312俏窍
ɕiau24消宵霄硝销嚣萧箫
ɕiau55小晓
ɕiau312孝效校{学校}笑
iau24妖邀腰要{要求}吆幺
iau53肴淆摇谣窑姚杳尧
iau55咬舀
iau312要{重要}耀鹞
pʰou24剖
mou53某
tou24兜
tou55斗抖陡
tou312豆逗鬥
tʰou24偷
tʰou53头投
tʰou312透
lou24搂{搂取}
lou53楼耧
lou55篓搂{搂抱}
lou312漏陋
kou24勾钩沟
kou55狗
kou312够构购
kʰou24抠
kʰou55口
kʰou312叩{叩头}扣寇
xou53侯喉猴瘊
xou55吼
xou312候后厚後
tʂou24邹绉掫周州洲舟
tʂou53轴{轴承}
tʂou55走肘
tʂou312奏纣昼宙皱骤咒
tʂʰou24抽
tʂʰou53绸稠筹愁仇酬
tʂʰou55丑醜
tʂʰou312臭凑
ʂou24搜飕馊收
ʂou55手首守
ʂou312嗽瘦受兽寿授售叟
ʐou53柔揉
ʐou312肉
ou24偶欧瓯呕殴沤
ou55藕
ou312怄
miou312谬
tiou24丢
niou53牛
niou55纽扭
liou24溜
liou53流刘留硫琉馏
liou55柳
liou312榴{石榴}六陆
ʨiou24揫鸠阄纠灸臼咎究
ʨiou55酒九久韭
ʨiou312就舅救旧柩
ʨʰiou24秋囚泅丘
ʨʰiou53求球仇{姓}
ʨʰiou55糗
ɕiou24修羞休
ɕiou312秀绣宿{星宿}锈袖朽嗅
iou24忧优尤犹悠幽
iou53游邮油
iou55有酉由
iou312友诱又右佑柚幼莠鼬釉
pan24班斑颁扳般搬
pan55板版
pan312扮瓣办伴拌半
pʰan24攀潘
pʰan53盘
pʰan312盼判叛
man53蛮瞒馒
man55满
man312慢漫幔蔓
fan24番藩翻
fan53凡帆烦矾繁
fan55反
fan312范犯泛贩嬎饭
tan24担{担任}丹单旦
tan55胆掸
tan312淡担{挑担}诞但弹{子弹}蛋
tʰan24贪坍滩摊
tʰan53潭谭谈痰檀坛弹
tʰan55毯
tʰan312探炭叹
nan53南男难{困难}
nan312难{遇难}
lan53蓝篮榄缆兰拦栏
lan55览揽懒
lan312滥烂漤
kan24甘柑尴干肝乾泔
kan55感竿桿稈擀赶
kʰan24看{看守}
kʰan55堪龛坎砍勘刊
kʰan312看{看见}
xan24憨酣鼾
xan53含函寒韩罕
xan55喊
xan312撼憾旱汉汗焊翰
tʂan24沾粘占毡簪
tʂan55斩瞻绽盏展攒
tʂan312暂站蘸赞栈战颤
tʂʰan24参搀餐
tʂʰan53蚕惭谗馋残缠蝉禅蟾
tʂʰan55惨铲产
tʂʰan312灿
ʂan24三杉衫珊山删膻
ʂan55闪散伞
ʂan312陕散{分散}疝善扇膳单禅
ʐan53然
ʐan55染冉燃
an24庵安鞍
an312揞暗岸按案
pian24鞭编边
pian55贬蝙扁匾
pian312辨辩变汴便{方便}辫遍
pʰian24篇偏
pʰian53便{便宜}
pʰian312片骗
mian53绵棉眠
mian55免勉娩渑
mian312面麺缅
tian24掂颠
tian55点典
tian312店电殿奠佃垫
tʰian24添天
tʰian53甜田填
tʰian55舔
nian53黏鲇年拈
nian55碾撵辇
nian312念捻
lian53廉镰帘敛连联莲恋
lian55脸
lian312练炼
ʨian24监{监视}尖歼兼艰间奸煎肩坚涧笺
ʨian55减检俭简拣剪茧锏
ʨian312舰鉴监渐荐见掮犍剑谏践件箭溅贱饯建键健腱
ʨʰian24签潜谦迁虔千牵铅
ʨʰian53钳钱乾{乾坤}前
ʨʰian55浅
ʨʰian312欠歉遣嵌
ɕian24仙鲜掀先
ɕian53咸衔闲涎贤弦
ɕian55险嫌鲜{鲜少}显
ɕian312陷馅限线羡宪献现县
ian24淹阉焉烟腌
ian53炎盐阎檐严俨颜言研沿
ian55掩眼演蔫
ian312验厌艳焰雁晏延谚堰砚燕宴筵
tuan24端
tuan55短
tuan312断锻段缎
tʰuan53团糰
nuan55暖
luan53鸾卵
luan312乱
kuan24官棺观冠{衣冠}鳏关
kuan55管馆
kuan312贯灌罐冠{冠军}惯观{寺观}
kʰuan24宽
kʰuan55款
xuan24欢
xuan53桓还{动词}环
xuan55缓
xuan312唤焕换幻患宦
tʂuan24钻{动词}专砖
tʂuan55转
tʂuan312赚纂钻{名词}撰篆转{转圈}传{传记}
tʂʰuan24汆窜川穿
tʂʰuan53传{传达}椽船
tʂʰuan55喘
tʂʰuan312篡串
ʂuan24酸闩拴
ʂuan312算蒜涮
ʐuan55软
uan24剜弯湾
uan53完丸玩顽
uan55皖豌碗腕晚挽宛
uan312万
ʨyan24绢捐
ʨyan55卷
ʨyan312圈{猪圈}眷
ʨʰyan24圈{圆圈}
ʨʰyan53全泉拳颧
ʨʰyan55权犬
ʨʰyan312劝券
ɕyan53旋{旋转}玄悬眩
ɕyan55癣轩宣选
ɕyan312旋{旋吃旋做}镟
yan24冤渊
yan53圆员缘元原源袁辕园援
yan55远
yan312院阮愿怨
pən24奔锛
pən55本
pən312笨
pʰən24喷{喷水}
pʰən53盆
pʰən312喷{喷香}
mən24闷{闷得慌}
mən53门
mən312闷{纳闷}
fən24分{分开}纷
fən53坟
fən55芬焚粉
fən312愤忿粪奋份
kən24跟根
kʰən55恳垦龈肯
xən55很
xən312痕恨
tʂən24针斟珍臻榛真
tʂən55诊疹贞侦
tʂən312枕镇阵振震
tʂʰən53沉陈尘辰晨臣岑
tʂʰən55参{参差}
tʂʰən312趁衬称{相称}
ʂən24森参{人参}深身申伸娠
ʂən53神
ʂən55沈审婶
ʂən312甚渗肾慎葚
ʐən53壬任{姓}人仁
ʐən55忍
ʐən312任{责任}纴刃认韧
ən24恩
piən24彬宾槟
piən312殡鬓
pʰiən24拼
pʰiən53贫频
pʰiən55品
pʰiən312聘
miən53民
miən55闽悯敏抿皿
liən53林淋临邻鳞磷吝
liən55檩拎
liən312赁
ʨiən24今金襟巾斤筋锦
ʨiən55津紧仅谨
ʨiən312浸禁妗尽进晋近劲{有劲}禁
ʨʰiən24亲
ʨʰiən53寝琴禽擒秦勤芹
ʨʰiən55钦侵
ʨʰiən312吣
ɕiən24心辛新薪欣馨
ɕiən312信衅
iən24吟音阴荫因姻殷
iən53银寅
iən55淫饮{饮酒}引隐
iən312饮{饮马}窨印
tuən24敦墩蹲
tuən312沌囤饨顿盾
tʰuən24吞
tʰuən53屯豚臀
luən53伦沦轮
luən312论嫩
kuən55滚
kuən312棍
kʰuən24昆坤
kʰuən55捆
kʰuən312困
xuən24昏婚
xuən53魂馄浑荤
xuən312混
tʂuən55尊遵准
tʂʰuən24村皴椿春
tʂʰuən53存唇纯醇蠢
tʂʰuən312寸
ʂuən24孙
ʂuən55损笋
ʂuən312顺舜
ʐuən55允
ʐuən312润
uən24温瘟
uən53文纹蚊闻吻
uən55稳刎
uən312问璺
ʨyən24均钧君军
ʨyən312俊浚菌郡
ʨʰyən53群裙
ɕyən24薰熏
ɕyən53循巡寻
ɕyən55笋损荀旬殉勋
ɕyən312讯逊训
yən24晕
yən53匀云雲
yən55允
yən312闰熨煴韵运孕
pɑŋ24帮邦浜
pɑŋ55榜傍绑
pɑŋ312谤棒蚌
pʰɑŋ53滂旁螃庞
pʰɑŋ312胖
mɑŋ53忙芒茫盲
mɑŋ55莽蟒
fɑŋ24方
fɑŋ53肪房防
fɑŋ55芳妨仿纺访
fɑŋ312放
tɑŋ24耽当{应当}
tɑŋ55党挡
tɑŋ312荡当{当作}宕
tʰɑŋ24汤螳
tʰɑŋ53堂棠唐糖塘
tʰɑŋ55倘躺
tʰɑŋ312烫趟
nɑŋ53囊
nɑŋ55攮
lɑŋ53郎廊狼
lɑŋ312朗浪
kɑŋ24刚纲钢缸
kɑŋ55岗冈港
kɑŋ312杠
kʰɑŋ24康糠
kʰɑŋ55慷抗扛
kʰɑŋ312炕
xɑŋ24夯
xɑŋ53行航杭
tʂɑŋ24赃张章樟
tʂɑŋ55长{生长}涨掌
tʂɑŋ312葬藏丈仗杖账帐胀障瘴
tʂʰɑŋ24仓苍昌
tʂʰɑŋ53藏长肠场{打场}常尝
tʂʰɑŋ55场{场地}偿厂
tʂʰɑŋ312畅唱倡
ʂɑŋ24桑丧商伤
ʂɑŋ53晌
ʂɑŋ55嗓裳赏
ʂɑŋ312丧上{上山}尚
ʐɑŋ24穰央秧殃
ʐɑŋ53瓤
ʐɑŋ55壤攘嚷
ʐɑŋ312让
ɑŋ53昂
niɑŋ53娘
niɑŋ312酿
liɑŋ53良凉量粮梁
liɑŋ55粱两
liɑŋ312亮谅辆量{数量}
ʨiɑŋ24将蒋疆僵缰姜江
ʨiɑŋ55奖豇讲耩
ʨiɑŋ312浆强{倔强}酱将{大将}匠降
ʨʰiɑŋ24枪羌
ʨʰiɑŋ53墙
ʨʰiɑŋ55抢强
ɕiɑŋ24箱厢襄镶香乡
ɕiɑŋ53详祥享降{投降}
ɕiɑŋ55想响饷
ɕiɑŋ312相湘像象橡向项巷
iɑŋ53仰羊洋杨阳扬
iɑŋ55疡养痒
iɑŋ312样
kuɑŋ24光
kuɑŋ55广
kuɑŋ312逛
kʰuɑŋ24匡筐眶
kʰuɑŋ53狂
kʰuɑŋ312旷况
xuɑŋ24荒慌
xuɑŋ53黄簧皇蝗晃
xuɑŋ55谎
tʂuɑŋ24庄装
tʂuɑŋ312壮状撞
tʂʰuɑŋ24疮窗
tʂʰuɑŋ53床
tʂʰuɑŋ55闯
tʂuɑŋ312创
ʂuɑŋ24霜孀双
ʂuɑŋ55爽
ʂuɑŋ312双{双生}
uɑŋ24汪
uɑŋ53亡芒{麦芒儿}枉
uɑŋ55网辋往
uɑŋ312忘妄望旺
pəŋ24崩迸
pʰəŋ24烹
pʰəŋ53朋彭膨棚篷蓬
pʰəŋ55捧
məŋ24蠓
məŋ53萌蒙
məŋ55猛盟
məŋ312孟梦
fəŋ24风枫疯丰封蜂
fəŋ53冯逢缝{动词}
fəŋ55讽峰锋
fəŋ312凤俸奉缝{名词}
təŋ24登灯
təŋ55等
təŋ312凳邓澄瞪
tʰəŋ53腾誊藤疼
nəŋ53能
ləŋ55冷
ləŋ312愣
kəŋ24更{更换}耕
kəŋ55耿梗哽埂庚羹
kəŋ312更{更加}
kʰəŋ24坑
xəŋ24亨
xəŋ53恒衡
xəŋ312横
tʂəŋ24曾{姓}增憎徵蒸争睁正征
tʂəŋ55拯筝整
tʂəŋ312赠证症郑正政
tʂʰəŋ24称{称呼}撑铛逞{逞能}
tʂʰəŋ53曾{曾经}澄惩橙乘承丞呈程成城诚盛
tʂʰəŋ312蹭秤
ʂəŋ24升生牲笙甥声
ʂəŋ53绳
ʂəŋ55省
ʂəŋ312胜剩圣盛{兴盛}
ʐəŋ55仍扔
piəŋ24冰兵
piəŋ55禀丙秉柄饼
piəŋ312病並
pʰiəŋ53凭平坪评瓶屏萍
miəŋ53鸣明名铭
miəŋ312命
tiəŋ24丁钉{名词}疔
tiəŋ55顶鼎
tiəŋ312锭钉{动词}订定
tʰiəŋ24听厅汀
tʰiəŋ53亭停廷庭蜓艇
tʰiəŋ55挺
niəŋ53凝
niəŋ312宁佞
liəŋ53陵凌菱零灵铃伶翎
liəŋ312另
ʨiəŋ24京荆惊鲸精晶经
ʨiəŋ55景井
ʨiəŋ312擎境敬竟镜竞睛静靖净劲{劲敌}径茎颈
ʨʰiəŋ24卿清轻青蜻
ʨʰiəŋ53情晴
ʨʰiəŋ55请顷
ʨʰiəŋ312庆磬
ɕiəŋ24兴{兴旺}星腥
ɕiəŋ53行{行为}形型刑陉
ɕiəŋ55省{反省}醒
ɕiəŋ312兴{高兴}杏幸性姓
iəŋ24鹰莺鹦樱英婴缨
iəŋ53蝇盈赢营萤茔
iəŋ55应{应用}影
iəŋ312应{应对}硬映
tuŋ24东冬
tuŋ55董懂
tuŋ312动冻栋洞
tʰuŋ24通统
tʰuŋ53同铜桐童瞳
tʰuŋ55筒桶捅囱{烟囱}
tʰuŋ312痛
nuŋ53齈农脓侬
nuŋ312弄浓
luŋ53隆龙笼聋
luŋ55拢
kuŋ24公蚣工功攻弓躬宫恭
kuŋ55汞拱巩
kuŋ312贡供{供养}共
kʰuŋ24空{空气}
kʰuŋ55孔恐
kʰuŋ312控空{有空}
xuŋ24烘
xuŋ53弘红洪鸿虹
xuŋ55哄{哄骗}
tʂuŋ24鬃中{当中}忠终盅
tʂuŋ55总冢种{名词}肿综
tʂuŋ312宗{祖宗}中{射中}众纵重{轻重}种{动词}
tʂʰuŋ24聪匆葱舂充
tʂʰuŋ53丛虫从重{重复}
tʂʰuŋ55崇宠
ʂuŋ24嵩松
ʂuŋ55怂
ʂuŋ312送宋诵颂讼
ʐuŋ53荣戎绒融茸容蓉
ʐuŋ55冗
uŋ24翁
uŋ312瓮
ʨyəŋ312迥
ʨʰyəŋ53琼穷
ʨʰyəŋ55倾
ɕyəŋ24兄胸凶兇
ɕyəŋ53熊雄
yəŋ55永泳咏雍廱庸拥甬勇涌壅
yəŋ312用
