片	区	小片	方言点	声母	韵母	调值	调类	备注
一	宁龙片		全南	0	iʔ	3	阴入	
七	宁龙片		全南	tɕʰ	iʔ	3	阴入	
丄	宁龙片		全南	s	ɔŋ	22	阳去	上山。
丈	宁龙片		全南	tsʰ	ɔŋ	22	阳去	
上	宁龙片		全南	s/s	ɔŋ/ɔŋ	22/24	阳去/阴平	上面。<br>上下
下	宁龙片		全南	h	a	24	阴平	底下、下面读音亦同。
世	宁龙片		全南	s	ɿ	44	阴去	
丗	宁龙片		全南	s	ɿ	44	阴去	
丘	宁龙片		全南	ɕ	iu	24	阴平	
业	宁龙片		全南	n	iaiʔ	5	阳入	
东	宁龙片		全南	t	ɤŋ	24	阴平	
丠	宁龙片		全南	ɕ	iu	24	阴平	
两	宁龙片		全南	l/l	iɔŋ/iɔŋ	24/42	阴平/上声	斤两。<br>两个
严	寧龍片		全南	n	ian	11	陽平	
中	宁龙片		全南	ts	ɤŋ	24	阴平	中间。
主	宁龙片		全南	ts	u	42	上声	
丼	宁龙片		全南	tɕ	iaŋ	42	上声	
义	宁龙片		全南	n	i	22	阳去	
乌	宁龙片		全南	v	u	24	阴平	
乖	宁龙片		全南	k	ai	24	阴平	
乞	宁龙片		全南	tɕʰ	iʔ	3	阴入	
也	宁龙片		全南	0	ia	42	上声	
习	宁龙片		全南	ɕ	iʔ	5	阳入	
书	宁龙片		全南	s	u	24	阴平	
买	宁龙片		全南	m	ai	42	上声	
乱	宁龙片		全南	l	ɔiʔ	22	阳去	
乳	宁龙片		全南	l	ui	42	上声	
亂	宁龙片		全南	l	ɔiʔ	22	阳去	
事	宁龙片		全南	s	ɿ	22	阳去	
二	宁龙片		全南	n	i	22	阳去	
亏	寧龍片		全南	kʰ	ui	24	陰平	
五	宁龙片		全南	0	ŋ̩	42	上声	
井	寧龍片		全南	tɕ	iaŋ	42	上聲	
亖	宁龙片		全南	ɕ	i	44	阴去	
亚	寧龍片		全南	0	a	44	陰去	
亞	宁龙片		全南	0	a	44	阴去	
交	宁龙片		全南	k	au	24	阴平	
产	宁龙片		全南	tsʰ	an	42	上声	
亲	宁龙片		全南	tɕʰ	in	24	阴平	
仓	宁龙片		全南	tsʰ	ɔŋ	24	阴平	
仙	寧龍片		全南	ɕ	iɛn	24	陰平	
件	宁龙片		全南	tɕʰ	iɛn	22	阳去	
任	宁龙片		全南	n	in	22	阳平	责任。
休	宁龙片		全南	ɕ	iu	24	阴平	
会	宁龙片		全南	f/v	ui/ɔi	22/22	阳去/阳去	开会<br>不会。
伤	宁龙片		全南	s	ɔŋ	24	阴平	
伪	宁龙片		全南	ŋ	ui	22	阳去	
伴	宁龙片		全南	pʰ	an	22	阳去	
位	宁龙片		全南	v	ui	22	阳去	
低	宁龙片		全南	t	ɛ	24	阴平	
住	宁龙片		全南	tsʰ	u	22	阳去	
余	寧龍片		全南	0	i	11	陽平	
佛	宁龙片		全南	f	uɪʔ	5	阳入	
作	寧龍片		全南	ts	o	44	陰去	
佳	宁龙片		全南	k	a	24	阴平	
來	宁龙片		全南	l	ɔi	11	阳平	
例	宁龙片		全南	l	i	22	阳去	
供	宁龙片		全南	tɕ	iɤŋ	44	阴去	供鸡。
侵	宁龙片		全南	tɕ	in	24	阴平	
便	宁龙片		全南	pʰ	iɛn	11	阳平	便宜。
俗	宁龙片		全南	ɕ	iɤʔ	5	阳入	
修	宁龙片		全南	ɕ	iu	24	阴平	
俻	宁龙片		全南	pʰ	i	22	阳去	
倉	宁龙片		全南	tsʰ	ɔŋ	24	阴平	
個	宁龙片		全南	k/k	ai/o	44/44	阴去/阴去	一个。<br>个人
候	宁龙片		全南	h	ɛu	22	阳去	
借	宁龙片		全南	tɕ	ia	44	阴去	
倾	宁龙片		全南	tɕʰ	iun	42	上声	
假	寧龍片		全南	k	a	42	上聲	真假、放假讀音亦同。
偏	宁龙片		全南	pʰ	iɛn	24	阴平	
停	宁龙片		全南	tʰ	in	11	阳平	
健	宁龙片		全南	tɕʰ	iɛn	22	阳去	
偪	宁龙片		全南	p	iʔ	3	阴入	
偶	宁龙片		全南	ŋ	ɛu	42	上声	
偷	宁龙片		全南	tʰ	ɛu	24	阴平	
傑	宁龙片		全南	tɕʰ	iɛʔ	5	阳入	
備	宁龙片		全南	pʰ	i	22	阳去	
傲	宁龙片		全南	ŋ	au	22	阳去	
傷	宁龙片		全南	s	ɔŋ	24	阴平	
傾	寧龍片		全南	tɕʰ	iun	42	上聲	
僊	宁龙片		全南	ɕ	iɛn	24	阴平	
像	宁龙片		全南	tɕʰ	iɔŋ	44	阴去	
僞	宁龙片		全南	ŋ	ui	22	阳去	
允	宁龙片		全南	0	in	24	阴平	
元	宁龙片		全南	n	iuɔn	11	阳平	
兄	宁龙片		全南	ɕ	iaŋ	24	阴平	
光	宁龙片		全南	k	ɔŋ	24	阴平	
兒	宁龙片		全南	0	ɜ	11	阳平	
兔	宁龙片		全南	tʰ	u	44	阴去	
入	宁龙片		全南	n	iʔ	5	阳入	
全	寧龍片		全南	tɕʰ	iuɔn	11	陽平	
兩	寧龍片		全南	l/l	iɔŋ/iɔŋ	24/42	陰平/上聲	斤兩。<br>兩個
八	宁龙片		全南	p	aiʔ	3	阴入	
公	宁龙片		全南	k	ɤŋ	24	阴平	
六	宁龙片		全南	l	ɤʔ	3	阴入	
兰	宁龙片		全南	l	an	11	阳平	
共	宁龙片		全南	kʰ/tɕʰ	ɤŋ/iɤŋ	22/22	阳去/阳去	共产党<br>共用。
关	宁龙片		全南	k/kʰ	an/an	24/24	阴平/阴平	姓<br>关门。
兵	宁龙片		全南	p	in	24	阴平	
兼	宁龙片		全南	tɕ	ian	24	阴平	
写	宁龙片		全南	ɕ	ia	42	上声	
军	宁龙片		全南	tɕ	iun	24	阴平	
农	宁龙片		全南	n	ɤŋ	11	阳平	
冤	宁龙片		全南	0	iuɔn	24	阴平	
冫	寧龍片		全南	p	in	24	陰平	
冬	宁龙片		全南	t	ɤŋ	24	阴平	
冰	宁龙片		全南	p	in	24	阴平	
冲	宁龙片		全南	tsʰ	ɤŋ	24	阴平	
冷	宁龙片		全南	l	aŋ	24	阴平	
准	宁龙片		全南	ts	un	42	上声	
凉	宁龙片		全南	l	iɔŋ	11	阳平	
凡	宁龙片		全南	f	an	11	阳平	
凤	宁龙片		全南	f	ɤŋ	22	阳去	
凶	宁龙片		全南	ɕ	iɤŋ	24	阴平	
凷	宁龙片		全南	kʰ	ai	44	阴去	
凿	宁龙片		全南	tsʰ	ɔʔ	5	阳入	
刁	宁龙片		全南	t	iau	24	阴平	
分	宁龙片		全南	f	un	24	阴平	
切	宁龙片		全南	tɕʰ	iɛʔ	3	阴入	
刘	宁龙片		全南	l	iu	11	阳平	
创	宁龙片		全南	tsʰ	ɔŋ	24	阴平	
別	宁龙片		全南	pʰ	iɛʔ	5	阳入	
利	寧龍片		全南	l	i	22	陽去	
刮	宁龙片		全南	k	ɔiʔ	3	阴入	
刴	宁龙片		全南	t	o	44	阴去	
制	宁龙片		全南	ts	ɿ	44	阴去	
刻	宁龙片		全南	kʰ	iɛʔ	3	阴入	
剁	宁龙片		全南	t	o	44	阴去	
削	宁龙片		全南	ɕ	iɔʔ	3	阴入	
剝	宁龙片		全南	p	ɔʔ	3	阴入	
剪	宁龙片		全南	tɕ	iɛn	42	上声	
割	宁龙片		全南	k	ɔiʔ	3	阴入	
創	宁龙片		全南	tsʰ	ɔŋ	24	阴平	
劈	宁龙片		全南	pʰ	iaʔ	3	阴入	
劉	宁龙片		全南	l	iu	11	阳平	
力	宁龙片		全南	l	iʔ	5	阳入	
劝	宁龙片		全南	tɕʰ	iuɔn	44	阴去	
办	宁龙片		全南	pʰ	an	22	阳去	办法、办公室读音亦同。
劣	宁龙片		全南	l	iɛʔ	5	阳入	
动	宁龙片		全南	tʰ/tʰ	ɤŋ/ɤŋ	24/44	阴平/阴去	
助	宁龙片		全南	tsʰ	u	22	阳去	
劲	宁龙片		全南	tɕ	in	44	阴去	
勁	宁龙片		全南	tɕ	in	44	阴去	
