片	区	小片	方言点	声母	韵母	调值	调类	备注
一	于信片		于都	0	iɛ	323	阴去	
七	于信片		于都	tsʰ	iɛ	323	阴去	
丄	于信片		于都	ʃ	ɔ̃	35	上声	上山。
丈	于信片		于都	tʃʰ	ɔ̃	42	阳去	
上	于信片		于都	ʃ	ɔ̃	42	阳去	上下、上面读音亦同。
下	于信片		于都	h	a	42	阳去	底下、下面读音亦同。
世	于信片		于都	ʃ	ʅ	323	阴去	
丗	于信片		于都	ʃ	ʅ	323	阴去	
丘	于信片		于都	ɕ	iu	31	阴平	
业	于信片		于都	ȵ	iɛ	42	阳去	
东	于信片		于都	t	əŋ	31	阴平	
丠	于信片		于都	ɕ	iu	31	阴平	
两	于信片		于都	l/l	iɔ̃/iɔ̃	31/35	阴平/上声	斤两。<br>两个
严	于信片		于都	ȵ	iɪ̃	44	陽平	
中	于信片		于都	tʃ	əŋ	31	阴平	中间。
主	于信片		于都	tʃ	u	35	上声	
丼	于信片		于都	ts	iã	31	阴平	
义	于信片		于都	ȵ	i	323	阴去	
乌	于信片		于都	v	u	31	阴平	
乖	于信片		于都	k	uæ	31	阴平	
乞	于信片		于都	tɕʰ	ieʔ	54	入声	
也	于信片		于都	0	ia	31	阴平	
习	于信片		于都	s	oɛ	42	阳去	
书	于信片		于都	ʃ	u	31	阴平	
买	于信片		于都	m	æ	31	阴平	
乱	于信片		于都	l	ɔ̃	42	阳去	
乳	于信片		于都	l	u	35	上声	
亂	于信片		于都	l	ɔ̃	42	阳去	
事	于信片		于都	s	ɿ	42	阳去	
二	于信片		于都	ȵ	i	42	阳去	
亏	于信片		于都	k	ui	31	陰平	
五	于信片		于都	0	ŋ̩	35	上声	
井	于信片		于都	ts	iã	31	陰平	
亖	于信片		于都	s	ɿ	323	阴去	
亚	于信片		于都	0	a	31	陰平	
亞	于信片		于都	0	a	31	阴平	
交	于信片		于都	k	ɔ	31	阴平	
产	于信片		于都	tsʰ	ã	35	上声	
亲	于信片		于都	tsʰ	ẽ	31	阴平	
仓	于信片		于都	tsʰ	ɔ̃	31	阴平	
仙	于信片		于都	s	iɪ̃	31	陰平	
件	于信片		于都	tɕʰ	iɪ̃	42	阳去	
任	于信片		于都	0	iẽ	42	阳去	责任。
休	于信片		于都	ɕ	iu	31	阴平	
会	于信片		于都	f/v	i/oɛ	42/42	阳去/阳去	开会<br>不会。
伤	于信片		于都	ʃ	ɔ̃	31	阴平	
伪	于信片		于都	v	i	35	上声	
伴	于信片		于都	pʰ	ã	42	阳去	
位	于信片		于都	v	i	42	阳去	
低	于信片		于都	t	e	31	阴平	
住	于信片		于都	tʃʰ	u	42	阳去	
余	于信片		于都	0	y	44	陽平	
佛	于信片		于都	f	a	42	阳去	
作	于信片		于都	ts	o	323	陰去	
佳	于信片		于都	k	a	31	阴平	
來	于信片		于都	l	oɛ	44	阳平	
例	于信片		于都	l	ie	42	阳去	
供	于信片		于都	tɕ	əŋ	323	阴去	供鸡。
侵	于信片		于都	tsʰ	ẽ	31	阴平	
便	于信片		于都	pʰ	iɪ̃	44	阳平	便宜。
俗	于信片		于都	s	iu	42	阳去	
修	于信片		于都	s	iu	31	阴平	
俻	于信片		于都	pʰ	i	42	阳去	
倉	于信片		于都	tsʰ	ɔ̃	31	阴平	
個	于信片		于都	k/k	æ/ɤ	323/323	阴去/阴去	一个。<br>个人
候	于信片		于都	h	ieu	42	阳去	
借	于信片		于都	tɕ	ia	323	阴去	
倾	于信片		于都	tɕʰ	yẽ	35	上声	
假	于信片		于都	k	a	35	上聲	真假、放假讀音亦同。
偏	于信片		于都	pʰ	iɪ̃	31	阴平	
停	于信片		于都	tʰ	ẽ	44	阳平	
健	于信片		于都	tɕʰ	iɪ̃	42	阳去	
偪	于信片		于都	p	eʔ	54	入声	
偶	于信片		于都	ŋ	ieu	35	上声	
偷	于信片		于都	tʰ	ieu	31	阴平	
傑	于信片		于都	tɕʰ	iɛʔ	54	入声	
備	于信片		于都	pʰ	i	42	阳去	
傲	于信片		于都	ŋ	ɔ	42	阳去	
傷	于信片		于都	ʃ	ɔ̃	31	阴平	
傾	于信片		于都	tɕʰ	yẽ	35	上聲	
僊	于信片		于都	s	iɪ̃	31	阴平	
像	于信片		于都	tsʰ	iɔ̃	42	阳去	
僞	于信片		于都	v	i	35	上声	
允	于信片		于都	0	yẽ	35	上声	
元	于信片		于都	ȵ	iɔ̃	44	阳平	
兄	于信片		于都	ɕ	iã	31	阴平	
光	于信片		于都	k	ɔ̃	31	阴平	
兒	于信片		于都	0	ɚ	44	阳平	
兔	于信片		于都	tʰ	u	323	阴去	
入	于信片		于都	0	iɛ	42	阳去	
全	于信片		于都	tɕʰ	iɔ̃	44	陽平	
兩	于信片		于都	l/l	iɔ̃/iɔ̃	31/35	陰平/上聲	斤兩。<br>兩個
八	于信片		于都	p	a	323	阴去	
公	于信片		于都	k	əŋ	31	阴平	
六	于信片		于都	l	iuʔ	54	入声	
兰	于信片		于都	l	ã	44	阳平	
共	于信片		于都	kʰ/tɕʰ	əŋ/iəŋ	42/42	阳去/阳去	共产党<br>共用。
关	于信片		于都	k/kʰ	uã/uã	31/31	阴平/阴平	姓<br>关门。
兵	于信片		于都	p	ẽ	31	阴平	
兼	于信片		于都	tɕ	iɪ̃	31	阴平	
写	于信片		于都	s	ia	35	上声	
军	于信片		于都	tɕ	yẽ	31	阴平	
农	于信片		于都	n	əŋ	44	阳平	
冤	于信片		于都	0	iɔ̃	31	阴平	
冫	于信片		于都	p	ẽ	31	陰平	
冬	于信片		于都	t	əŋ	31	阴平	
冰	于信片		于都	p	ẽ	31	阴平	
冲	于信片		于都	tʃʰ	əŋ	31	阴平	
冷	于信片		于都	l	iã	31	阴平	
准	于信片		于都	tʃ	uẽ	35	上声	
凉	于信片		于都	l	iɔ̃	44	阳平	
凡	于信片		于都	f	ã	44	阳平	
凤	于信片		于都	f	əŋ	42	阳去	
凶	于信片		于都	ɕ	iəŋ	31	阴平	
凷	于信片		于都	kʰ	uæ	323	阴去	
凿	于信片		于都	tsʰ	ɤʔ	54	入声	
刁	于信片		于都	t	iɔ	31	阴平	
分	于信片		于都	f	ẽ	31	阴平	
切	于信片		于都	tsʰ	iɛ	323	阴去	
刘	于信片		于都	l	iu	44	阳平	
