#调值	[1]55 [2]33 [3]35 [5]214 [6]51 [7]21 [8]53
#ɿ	
ts [1]周舟州洲阄纠机滋芝基知支枝栀资咨脂几{茶~}[3]酒九久韭走几子梓止址紫纸姊指[5]咒救制醉季志痣记寄至{~饭，盛饭}纪蛰{惊蛰}[7]鲫	
tsʰ [1]秋抽蛆痴欺雌[2]囚愁求球仇祈慈磁辞词持其棋期旗池奇骑迟祁鳍[3]起杞[5]氣臭刺器次[6]旧臼舅痔[7]吃	
dz [2]牛疑尼腻[6]纽义	
s [1]修搜馊休收筛稀司丝思诗嬉筛施私师狮尸尿[2]祠時匙[3]死[5]秀锈瘦絮试戏四肆示嗽{咳~}[6]士仕柿市是就字寺饲事视[7]惜锡[8]席	
#i	
p [2]蓖[3]比[5]闭[6]弊币[7]逼碧壁	
pʰ [1]披[2]皮疲脾枇[5]屁[6]被吠避备[7]劈	
m [2]眉[6]尾谜	
f [1]飞[2]肥[3]匪[5]废	
v [2]维[6]味	
t [1] 丢低兜堤[3]斗 {量词，一~米}抖[5]斗 {斗争}[7]滴得 {识~：知道}	
tʰ [1]偷[2]头投[5]透[6]豆地[7]踢	
l [2]流刘留榴硫楼厘狸离璃{玻璃}梨里{量词，一~路}[6]李里{~面}理鲤溜漏虑滤吏利[8]力 {吃~}	
tɕ [7]积脊绩	
Ǿ [1]优衣依医[2]邮油游饴宜移痍{痍臭：狐臭}姨[3]椅[5]瞖意易亿[6]右又有 [7]忆[8]翼{翼胛：鸟类的翅膀}	
#u	
p [3]补谱[5]布	
pʰ [1]铺{动词}殕{~毛：食物上长白毛}[2]菩脯[5]铺{名词}[6]部簿步伏{孵，~小鸡}蒲{~扇}[7]卜扑	
m [2]谋[6]某牡穆牧墓[8]木目	
f [1]夫肤敷呼[2]浮[3]府斧虎[5]付富[6]副互[7]福幅覆[8]服复幞{面~：毛巾}	
v [1]巫乌[2]吴梧胡湖狐壶瓠鬍[6]武舞务雾户护[7]屋	
t [1]都{~城；副词，~是}[3]赌肚{猪~}[7]督	
tʰ [1]秃[2]徒途涂图[3]土吐{吐痰}[5]吐{呕吐}兔[6]肚{~皮}度渡[8]毒	
l [2]奴炉芦[6]路露[8]六育肉绿鹿	
ts [1]租[3]组祖[7]祝粥菊䚝{堵、不通畅，~着}竹足烛嘱	
tsʰ [1]初粗[3]楚[5]醋[6]助[7]畜麹促触曲[8]局	
s [1]蔬苏酥[5]数{名词}素诉塑漱[7]肅叔粟速俗[8]熟赎族	
k [1]姑孤[3]古估股鼓[5]故固雇顾[7]谷	
kʰ [1]箍枯[3]苦[5]裤库[7]哭	
#y	
tɕ [1]猪車{象棋棋子}蛛朱珠拘[3]煮举主矩{规矩}[5]拒距	
tɕʰ [1]区吹[2]除储锄厨槌锤[3]取鼠[5]处趣[6]苧{~麻}柱	
dʑ [1]语{~文}[2]鱼渔蜈{~蚣}[6]女	
ɕ [1]梳书舒虚嘘需输[2]徐[3]暑许水[6]树	
Ǿ [2]余围 {~裙}[6]盂痰盂雨宇羽芋	
#a	
p [3]摆[5]拜[7]百柏伯	
pʰ [2]牌排[5]破派[6]败[7]拍孹{用手掰开}檗{药草名}[8]白	
m [1]妈{~~：伯母}[2]埋[5]没 [6]买卖迈[8]麦脉	
f [2]怀槐淮	
v [1]歪[6]坏[8]划	
t [5]带戴	
tʰ [5]态太{~~：曾祖母或曾祖父}[6]大 {大蒜}	
l [5]奶{~儿：乳房}哪 {~个：谁}[6]赖耐[7]□{~着：抓住}	
ts [1]楂斋灾[3]宰□{~~：哥哥}[5]债[7]摘责只咋{~践：干什么}	
tsʰ [1]差{出~}棌{~子树}[2] 豺才材[5]蔡[7] 拆策册赤尺□{~涴：拉屎}[8]择	
s [1]腮鳃[2]柴[3]洒[5]赛帅{元帅}[6]穗[7]栅[8]石	
k [1]街阶[3]解{了解；解开}[5]介界疥届戒个 {哪~：谁}[7]格隔	
kʰ [1]揩[7]客[8]□{~着：关上}	
ɡ [1]挨{~着}[6]艾[7]扼{~断：折断}[8]额	
x [2]鞋蟹{~~：螃蟹}[7]吓[8]核 {审~}	
Ǿ [3]矮[5] □{代词，那，~个}[7]轭	
#ua	
k [1]乖[3]柺[5]怪	
kʰ [5]筷	
#ɛ	
v [2]阅[8]越	
Ǿ [1]也	
#iɛ	
pʰ [7]撇[8]别	
m [8]灭篾	
f [7]刷血	
t [1]帝{皇~}[3]底[7]跌{掉；丢}	
