cid	character	initial	final	tone	note
1	多	t	o	55	
2	拖	th	o	55	
3	大	t	ai	22	
4	锣	l	a	41	
5	左	tʃ	a	35	
6	歌	k	a	55	白读
6	歌	k	o	55	文读
7	个	k	ə	35	白读
7	个	k	i	35	文读
8	可	kh	o	33	
9	鹅	ŋ	a	41	
10	饿	ŋ	o	22	
11	河	h	o	41	
12	茄	k	i	41	
13	破	ph	u	35	
14	婆	p	u	41	
15	磨	m	u	41	
16	磨	m	u	22	
17	躲	t	o	33	
18	螺	l	o	41	
19	坐	tʃ	u	31	
20	锁	ɬ	u	33	
21	果	k	u	33	
22	过	k	u	35	
23	课	kh	o	35	
24	火	h	u	33	
25	货	h	u	35	
26	祸	h	u	22	
27	靴	∅	ue	55	
28	把	p	a	33	
29	爬	p	a	41	
30	马	m	a	31	
31	骂	m	a	22	
32	茶	tʃ	a	41	
33	沙	ʃ	a	55	
34	假	k	a	33	
35	嫁	k	a	35	
36	牙	ȵ	ia	41	
37	虾	h	a	55	
38	下	∅	ia	22	
39	夏	∅	ia	22	
40	哑	∅	a	33	
41	姐	tʃ	e	33	
42	借	tʃ	i	35	白读
42	借	tʃ	e	35	文读
43	写	ɬ	e	33	
44	斜	tʃh	e	41	
45	谢	tʃ	e	22	
46	车	tʃh	e	55	
47	蛇	ʃ	i	41	
48	射	ʃ	e	35	
49	爷	∅	ie	41	
50	野	∅	ie	31	
51	夜	∅	ia	22	
52	瓜	k	a	55	又
52	瓜	k	ua	55	又
53	瓦	∅	ua	31	
54	花	∅	ua	55	
55	化	∅	ua	35	
56	华	∅	ua	41	
57	谱	ph	u	33	
58	布	p	ɐu	35	
59	铺	ph	u	55	
60	簿	p	ɐu	22	
61	步	p	ɐu	22	
62	赌	t	o	33	
63	土	th	o	33	
64	图	t	o	41	
65	杜	t	o	22	
66	奴	n	o	41	
67	路	l	o	22	
68	租	tʃ	o	55	
69	做	tʃ	o	35	
70	错	tʃh	o	35	
71	箍	kh	o	55	
72	古	k	o	33	
73	苦	h	o	33	
74	裤	h	o	35	
75	吴	ŋ	o	41	
76	五	ŋ	o	31	
77	虎	h	o	33	
78	壶	h	u	41	
79	户	h	o	22	
80	乌	∅	u	55	
81	女	n	oi	31	
82	吕	l	oi	31	
83	徐	tʃ	oi	41	
84	猪	tʃ	oi	55	
85	除	tʃ	oi	41	
86	初	tʃh	o	55	
88	所	ʃ	o	33	
89	书	ʃ	oi	55	
90	鼠	ʃ	ui	33	
91	如	h	i	41	
92	举	k	oi	33	
93	锯	k	oi	35	
94	去	h	oi	35	
95	渠	k	oi	41	
