-	-	-	-	-	-	-	綑		kʷʰ	ɐn	213	kʷʰ	ɐn	21	kʰ	ɐn	21	
-	-	-	-	-	-	-	埕		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51	
-	-	-	-	-	-	-	埔		p	u	33	p	u	33	p	u	22	
-	-	-	-	-	-	-	殼		h	ɔk	3	h	ɔk	2	h	ɔk	5	
-	-	-	-	-	-	-	埡											
-	-	-	-	-	-	-	埠		p	u	33	p	u	33	p	u	22	埠頭
-	-	-	-	-	-	-	埠		f	ɐu	33	f	ɐu	33	f	ɐu	22	商埠
-	-	-	-	-	-	-	抬		tʰ	ɔi	51	tʰ	ɔi	51	tʰ	ui	51	
-	-	-	-	-	-	-	礁		ts	iu	55	ts	iu	45	ts	iu	55	
-	-	-	-	-	-	-	啪											
-	-	-	-	-	-	-	呃		ŋ	ɐk	5	ŋ	ɐk	5	ŋ	ɐk	5	欺骗
							呃			ɐk	5		ɐk	5		ɐk	5	
-	-	-	-	-	-	-	呆		ŋ	ɔi	51	ŋ	ɔi	51	ŋ	ui	51	
-	-	-	-	-	-	-	錨		n	au	51	n	au	51	m	au	51	
-	-	-	-	-	-	-	婷		tʰ	ɪŋ	51	tʰ	ɐŋ	51	tʰ	ɐŋ	51	
-	-	-	-	-	-	-	婿		s	ɐi	33	s	ɐi	33	s	ɐi	22	
-	-	-	-	-	-	-	袱		h	ʊk	3	h	ʊk	2	h	ʊk	2	
-	-	-	-	-	-	-	漩		s	yn	51	s	in	51	s	yn	51	
-	-	-	-	-	-	-	卡		kʰ	a	55	kʰ	a	45	kʰ	a	55	
-	-	-	-	-	-	-	鷥											
-	-	-	-	-	-	-	牠											
-	-	-	-	-	-	-	吩		f	ɐn	55	f	ɐn	45	f	ɐn	55	
-	-	-	-	-	-	-	瞇		m	i	55	m	i	45	m	i	55	
-	-	-	-	-	-	-	吔											
-	-	-	-	-	-	-	吊		t	iu	33	t	iu	33	t	iu	22	
-	-	-	-	-	-	-	吆			iu	55		iu	45		iu	55	
-	-	-	-	-	-	-	晌		h	œŋ	213	h	iɔŋ	21	h	œŋ	21	
-	-	-	-	-	-	-	晒		s	ai	33	s	ai	33	s	ai	22	
-	-	-	-	-	-	-	壩		p	a	33	p	a	33	p	a	22	
-	-	-	-	-	-	-	晰		s	ɪk	5	s	ɐk	5	s	ɐk	5	
-	-	-	-	-	-	-	晾		l	ɔŋ	33	l	ɔŋ	33	l	ɔŋ	22	
-	-	-	-	-	-	-	拿		n	a	51	n	a	51	n	a	51	
-	-	-	-	-	-	-	拷		h	au	55	h	au	45	h	au	55	
-	-	-	-	-	-	-	秘		p	i	33	p	i	33	p	i	22	
-	-	-	-	-	-	-	拆		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5	
-	-	-	-	-	-	-	爺		j	a	51	j	a	51	j	a	51	
-	-	-	-	-	-	-	葡		pʰ	u	51	pʰ	u	51	pʰ	u	51	
-	-	-	-	-	-	-	嬸		s	ɐm	213	s	ɐm	21	s	ɐm	21	
-	-	-	-	-	-	-	蟑		ts	œŋ	55	ts	iɔŋ	45	ts	œŋ	55	
-	-	-	-	-	-	-	錳		m	ɐŋ	213	m	ɐŋ	21	m	ɐŋ	21	
-	-	-	-	-	-	-	垃		l	ap	3	l	ap	2	l	ap	2	
端	開	三	幽	平	端	流	丟		t	iu	55	t	iu	45	t	iu	55	
-	-	-	-	-	-	-	毽		k	yn	33	k	in	33	k	yn	22	文
							毽			yn	33		in	33		yn	22	白
-	-	-	-	-	-	-	垮		kʷʰ	a	55	kʷʰ	a	45	kʰ	a	55	
-	-	-	-	-	-	-	菠		p	ɔ	55	p	ɔ	45	p	ɔ	55	
-	-	-	-	-	-	-	菫											
-	-	-	-	-	-	-	哎			ɐi	55		ɐi	45		ɐi	55	
-	-	-	-	-	-	-	菇		k	u	55	k	u	45	k	u	55	
-	-	-	-	-	-	-	潑		pʰ	ut	3	pʰ	ut	2	pʰ	ut	5	
-	-	-	-	-	-	-	戳		tsʰ	ɔk	3	tsʰ	ɔk	2	tsʰ	ɔk	5	
-	-	-	-	-	-	-	鵪			ɔm	55		am	45		ɐm	55	
-	-	-	-	-	-	-	裙		kʷʰ	ɐn	51	kʷʰ	ɐn	51	kʰ	ɐn	51	
-	-	-	-	-	-	-	皂		ts	ou	33	ts	ɐu	33	ts	ɐu	22	
-	-	-	-	-	-	-	皓		h	ou	33	h	ɐu	33	h	ɐu	22	
-	-	-	-	-	-	-	炸		ts	a	33	ts	a	33	ts	a	22	
-	-	-	-	-	-	-	甦		s	u	55	s	u	45	s	u	55	
-	-	-	-	-	-	-	甩		l	ɐt	5	l	ɐt	5	l	ɐt	5	
-	-	-	-	-	-	-	褪		tʰ	ɐn	33	tʰ	ɐn	33	tʰ	ɐn	22	褪落來
							褪		tʰ	ui	33	tʰ	ui	33	tʰ	ui	22	褪色
-	-	-	-	-	-	-	耗		h	ou	33	h	ɐu	33	h	ɐu	22	
-	-	-	-	-	-	-	狠		h	ɐn	213	h	ɐn	21	h	ɐn	21	
-	-	-	-	-	-	-	蒂		t	ɐi	33	t	ɐi	33	t	ɐi	22	
-	-	-	-	-	-	-	坏											
-	-	-	-	-	-	-	乒		pʰ	ɪŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55	
-	-	-	-	-	-	-	乓		pʰ	ɔŋ	55	pʰ	ɔŋ	45	pʰ	ɔŋ	55	
-	-	-	-	-	-	-	么											
-	-	-	-	-	-	-	趴		pʰ	a	55	pʰ	a	45	pʰ	a	55	
-	-	-	-	-	-	-	痺											
-	-	-	-	-	-	-	症		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22	
-	-	-	-	-	-	-	趕		k	ɔn	213	k	ɔn	21	k	ɔn	21	
-	-	-	-	-	-	-	痘		t	ɐu	33	t	ɐu	33	t	ɐu	22	
-	-	-	-	-	-	-	硼		pʰ	ɐŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51	
-	-	-	-	-	-	-	找		ts	au	213	ts	au	21	ts	au	21	
-	-	-	-	-	-	-	扼			ɐk	5		ɐk	5		ɐk	5	
-	-	-	-	-	-	-	扯		tsʰ	ɛ	213	tsʰ	ia	21	tsʰ	ɛ	21	
-	-	-	-	-	-	-	托		tʰ	ɔk	3	tʰ	ɔk	2	tʰ	ɔk	5	
-	-	-	-	-	-	-	硓											
-	-	-	-	-	-	-	蚜		ŋ	a	51	ŋ	a	51	ŋ	a	51	
-	-	-	-	-	-	-	氧		j	ɔŋ	213	j	ɔŋ	21	j	ɔŋ	21	
-	-	-	-	-	-	-	氯		l	ʊk	3	l	ʊk	2	l	ʊk	2	
-	-	-	-	-	-	-	氫		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55	
							氫		kʰ	ɪŋ	55	kʰ	ɐŋ	45	kʰ	ɐŋ	55	
-	-	-	-	-	-	-	煉		l	in	33	l	in	33	l	in	22	
-	-	-	-	-	-	-	煲		p	ou	55	p	ɐu	45	p	ɐu	55	
-	-	-	-	-	-	-	煮		ts	y	213	ts	i	21	ts	y	21	
							饃											
端	合	一	歌	去	端	果	剁		t	ɔ	33	t	ɔ	33	t	ɔ	22	
定	合	一	歌	上	端	果	垛		t	ɔ	213	t	ɔ	21	t	ɔ	21	
來	合		歌	平	來	果	腡											
來	合	一	歌	上	來	果	瘰											
來	合		歌	去	來	果	摞											
清	合		歌	去	精	果	銼		tsʰ	ɔ	33	tsʰ	ɔ	33	tsʰ	ɔ	22	
清	合	一	歌	去	精	果	莝											
從	合	一	歌	平	精	果	矬											
心	合	一	歌	平	精	果	唆		s	ɔ	55	s	ɔ	45	s	ɔ	55	
溪	合	一	歌	平	見	果	窠											
影	合		歌	平	影	果	倭		w	ɔ	55	w	ɔ	45	w	ɔ	55	
影	合	一	歌	去	影	果	涴											
群	合	三	歌	平	見	果	瘸		kʰ	ɛ	51	kʰ	ia	51				
幫	開	二	麻	去	幫	假	欛											
幫	開	二	麻	去	幫	假	垻		p	a	33	p	a	33	p	a	22	
							鈀		p	a	213	p	a	21	p	a	21	
來	開	三	侵A	平	來	深	痳											
澄	開		麻	平	知	假	搽		tsʰ	a	51	tsʰ	a	51	tsʰ	a	51	
初	開		麻	平	莊	假	杈		tsʰ	a	55	tsʰ	a	45	tsʰ	a	55	
初	開		麻	去	莊	假	汊											
見	開	二	麻	平	見	假	痂											
見	開	二	麻	去	見	假	稼		k	a	33	k	a	33	k	a	22	
							伢		ŋ	a	51	ŋ	a	51	ŋ	a	51	
							伢		ŋ	a	55	ŋ	a	45	ŋ	a	55	伢仔
疑	開	二	麻	去	見	假	迓											
精	開	三	麻	平	精	假	嗟		ts	ɛ	55	ts	ia	45	ts	ɛ	55	
從	開	三	麻	去	精	假	褯											
							麝		s	ɛ	33	s	ia	33	s	ɛ	22	
書	開	三	麻	平	章	假	賒		s	ɛ	55	s	ia	45	s	ɛ	55	
							佘		s	ɛ	51	s	ia	51	s	ɛ	51	
見	合	二	麻	上	見	假	剮											
影	開	一	歌	去	影	果	侉											
匣	合	二	麻	平	影	假	鏵											
端	開	一	模	去	端	遇	蠹		t	u	33	t	u	33	t	u	22	
來	開	一	模	平	來	遇	鸕											
來	開	一	模	上	來	遇	鹵		l	u	213	l	u	21	l	u	21	
心	開	一	模	去	精	遇	嗉											
見	開	一	模	上	見	遇	牯		k	u	213	k	u	21				狗牯
見	開	一	模	上	見	遇	蠱		k	u	213	k	u	21	k	u	21	
曉	合		模	去	影	遇	戽											
清	開	三	魚	平	精	遇	疽											
心	合	三	魚	平	精	遇	胥		s	y	55	s	i	45	s	y	55	
徹	合	三	魚	上	知	遇	褚		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21	
澄	開	三	魚	上	知	遇	苧											
澄	合	三	魚	去	知	遇	箸		ts	y	33	ts	i	33	ts	y	22	
影	合	三	魚	平	影	遇	淤			y	55		i	45		y	55	
							跗											
幫	合	三	虞	上	幫	遇	腑		h	u	213	h	u	21	h	u	21	
滂	合	三	虞	平	幫	遇	麩		h	u	55	h	u	45	h	u	55	
滂	合	三	虞	去	幫	遇	訃		h	u	33	h	u	33	h	u	22	
並	合	三	虞	上	幫	遇	釜		h	u	213	h	u	21	h	u	21	
影	開	一	模	平	影	遇	鎢			u	55		u	45		u	55	
知	合	三	虞	平	知	遇	誅		ts	y	55	ts	i	45	ts	y	55	
初	合	三	虞	平	莊	遇	芻		tsʰ	ɔ	55	tsʰ	ɔ	45	tsʰ	ɔ	55	
章	合	三	虞	平	章	遇	硃		ts	y	55	ts	i	45	ts	y	55	
書	合	三	虞	去	章	遇	戍		s	y	33	s	i	33	s	y	22	
見	合	三	虞	平	見	遇	駒		kʰ	y	55	kʰ	i	45	kʰ	y	55	
疑	開	一	咍	平	見	蟹	獃											
從	開		咍	平	精	蟹	纔		tsʰ	ɔi	51	tsʰ	ɔi	51	tsʰ	ui	51	
溪	開	一	咍	上	見	蟹	愷			ɔi	213		ɔi	21		ui	21	
影	開		泰	去	影	蟹	靄			ɔi	213		ɔi	21		ui	21	
崇	開	二	皆	平	莊	蟹	豺		tsʰ	ai	51	tsʰ	ai	51	tsʰ	ai	51	
見	開		皆	平	見	蟹	稭											
見	開	二	皆	去	見	蟹	疥		k	ai	33	k	ai	33	k	ai	22	
溪	開		皆	平	見	蟹	揩		h	ai	55	h	ai	45	h	ai	55	
並	開	二	佳	去	幫	蟹	稗											
初	開	二	佳	平	莊	蟹	釵											
生	開	二	佳	去	莊	蟹	曬		s	ai	33	s	ai	33	s	ai	22	
影	開	二	佳	去	影	蟹	隘			ɐi	33		ɐi	33		ɐi	22	
精	開	三	祭A	去	精	蟹	穄											
疑	開	三	祭A	去	見	蟹	囈											
疑	開	三	廢	去	見	蟹	刈		ŋ	ai	33	ŋ	ai	33				
幫	開	四	齊	平	幫	蟹	蓖		p	i	55	p	i	45	p	i	55	
幫	開	四	齊	去	幫	蟹	箅											
從	開		齊	上	精	蟹	薺		tsʰ	ɐi	213	tsʰ	ɐi	21	tsʰ	ɐi	21	
疑	開	四	齊	去	見	蟹	詣		ŋ	ɐi	33	ŋ	ɐi	33	ŋ	ɐi	22	
影	開	四	齊	去	影	蟹	瞖											
滂	合	一	灰	平	幫	蟹	坯		pʰ	ui	55	pʰ	ui	45	pʰ	ui	55	
							裴		pʰ	ui	51	pʰ	ui	51	pʰ	ui	51	
端	合	一	灰	去	端	蟹	碓		t	ui	33	t	ui	33	t	ui	22	
定	合	一	灰	平	端	蟹	頽		tʰ	ui	51	tʰ	ui	51	tʰ	ui	51	
溪	合	一	灰	平	見	蟹	詼		h	ui	55	h	ui	45	h	ui	55	
匣	合	一	灰	平	影	蟹	茴		h	ui	51	h	ui	51	h	ui	51	
影	合	一	灰	平	影	蟹	煨			ui	55		ui	45		ui	55	
見	合	一	泰	去	見	蟹	劊		kʰ	ui	33	kʰ	ui	33	kʰ	ui	22	
溪	合	二	皆	去	見	蟹	蒯											
日	合	三	祭A	去	日	蟹	芮		j	ɵy	33	j	ɐi	33	j	ui	22	
溪	合	四	齊	平	見	蟹	奎		h	ui	55	h	ui	45	h	ui	55	
幫	開	三	支A	平	幫	止	裨		pʰ	i	51	pʰ	i	51	pʰ	i	51	
幫	開	三	支A	上	幫	止	俾		p	i	213	p	i	21	p	i	21	
來	開	三	支A	去	來	止	荔		l	ai	33	l	ɐi	33	l	ai	22	荔枝
							荔		l	ɐi	33				l	ɐi	22	文
心	開	三	支A	上	精	止	璽		s	ai	213	s	ai	21	s	ai	21	
章	開	三	支A	平	章	止	梔		ts	i	55	ts	i	45	ts	i	55	
書	開	三	支A	上	章	止	豕		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21	
禪	開	三	支A	去	莊	止	豉		s	i	33	s	i	33	s	i	22	
見	開	三	支B	平	見	止	羈		k	i	55	k	i	45	k	i	55	
群	開	三	支A	平	見	止	岐		kʰ	i	51	kʰ	i	51	kʰ	i	51	
							徛		kʰ	i	213	kʰ	i	21	kʰ	i	21	
幫	開	三	脂A	去	幫	止	痹		p	i	33	p	i	33	p	i	22	
幫	開	三	脂A	上	幫	止	秕		p	i	213	p	i	21	p	i	21	
幫	開	三	脂B	去	幫	止	轡		p	i	33	p	i	33	p	i	22	
滂	開	三	脂B	平	幫	止	丕		pʰ	i	55	pʰ	i	45	pʰ	i	55	
幫	開	四	齊	平	幫	蟹	篦		p	i	33	p	i	33	p	i	22	
精	開	三	脂A	平	精	止	咨		ts	i	55	ts	i	45	ts	i	55	
從	開	三	脂A	平	精	止	糍		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
澄	開	三	脂B	上	知	止	雉		ts	i	33	ts	i	33	ts	i	22	
昌	開	三	脂A	平	章	止	鴟		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55	
書	開	三	脂A	平	章	止	尸		s	i	55	s	i	45	s	i	55	
書	開	三	脂A	平	章	止	鈰											
							祁		kʰ	i	51	kʰ	i	51	kʰ	i	51	
群	開	三	脂A	平	見	止	耆		kʰ	i	51	kʰ	i	51	kʰ	i	51	
以	開	三	脂A	去	以	止	肄			i	33		i	33		i	22	
從	開	三	之	去	精	止	牸		ts	i	33							
徹	開	三	之	平	知	止	癡		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55	
澄	開	三	之	上	知	止	痔		ts	i	33	ts	i	33	ts	i	22	
莊	開	三	之	平	莊	止	輜		ts	i	55	ts	i	45	ts	i	55	
崇	開	三	之	上	莊	止	俟		ts	i	33	ts	i	33	ts	i	22	
章	開	三	之	去	章	止	痣		ts	i	33	ts	i	33	ts	i	22	
禪	開	三	之	平	莊	止	鰣											
疑	開	三	微	平	見	止	沂		ŋ	i	51	ŋ	i	51	ŋ	i	51	
							沂		kʰ	i	51							
曉	合	三	支B	平	影	止	麾		f	ɐi	55	f	ɐi	45	f	ɐi	55	
							餧											
心	合	三	脂A	平	精	止	綏		s	ɵy	55	s	ɐi	45	s	ui	55	
群	合	三	脂B	平	見	止	夔											
幫	合	三	微	上	幫	止	榧		f	i	213	f	i	21	f	i	21	
幫	合		微	去	幫	止	痱		f	i	213	f	i	21	f	i	21	
並	開	一	豪	去	幫	效	菢		p	u	33	p	u	33	p	u	22	孵
							澇		l	ou	51	l	ɐu	51	l	ɐu	51	
心	開	一	豪	平	精	效	臊		s	ou	55	s	ɐu	45	s	ɐu	55	
溪	開	一	豪	去	見	效	犒											
曉	開	一	豪	平	影	效	薅		h	ou	55	h	ɐu	45	h	ɐu	55	
匣	開	一	豪	平	影	效	壕		h	ou	51	h	ɐu	51	h	ɐu	51	
影	開		豪	平	影	效	爊											
							麅											
							鉋											
娘	開	二	肴	平	知	效	鐃											
莊	開		肴	去	莊	效	笊		ts	au	33	ts	au	33	ts	au	22	
生	開		肴	平	莊	效	捎		s	au	55	s	au	45	s	au	55	
生	開	二	肴	去	莊	效	潲		s	au	33	s	au	33	s	au	22	
見	開		肴	上	見	效	鉸		kʰ	au	33	kʰ	au	33	kʰ	au	22	
影	開	二	肴	平	影	效	坳			au	33		au	33		au	22	
影	開	二	肴	上	影	效	拗			au	33		au	33		au	22	
幫	開	三	宵B	平	幫	效	臕											
幫	開	三	宵A	平	幫	效	飈											
並	開	三	宵A	平	幫	效	嫖		pʰ	iu	51	pʰ	iu	51	pʰ	iu	51	
並	開	三	宵A	上	幫	效	鰾		pʰ	iu	213	pʰ	iu	21	pʰ	iu	21	
明	開	三	宵A	上	幫	效	藐		m	iu	213	m	iu	21	m	iu	21	
精	開	三	宵A	上	精	效	剿		ts	iu	213	ts	iu	21	ts	iu	21	
精	開	三	宵A	去	精	效	醮		ts	iu	33	ts	iu	33	ts	iu	22	
清	開	三	宵A	平	精	效	鍬											
清	開	三	宵A	平	精	效	繰											
心	開	三	宵A	去	精	效	鞘		tsʰ	iu	33	tsʰ	iu	33	tsʰ	iu	22	
章	開	三	宵A	去	章	效	詔		ts	iu	33	ts	iu	33	ts	iu	22	
							橈		ŋ	iu	51	ŋ	iu	51	ŋ	iu	51	
				平			蕎											
曉	開	三	宵B	平	影	效	枵											
				去			鷂			iu	33		iu	33		iu	22	
透	開	四	蕭	去	端	效	糶		tʰ	iu	33	tʰ	iu	33	tʰ	iu	22	
							敨		tʰ	ɐu	213	tʰ	ɐu	21	tʰ	ɐu	21	
泥	開	一	侯	去	端	流	耨											
來	開	一	侯	平	來	流	耬											
見	開	一	侯	去	見	流	彀											
見	開	一	侯	去	見	流	媾		k	ɐu	33	k	ɐu	33	k	ɐu	22	
影	開	一	侯	平	影	流	瞘											
影	開	一	侯	平	影	流	甌			ɐu	55		ɐu	45		ɐu	55	
影	開	一	侯	上	影	流	毆			ɐu	213		ɐu	21		ɐu	21	
影	開	一	侯	去	影	流	漚			ɐu	33		ɐu	33		ɐu	22	
影	開	一	侯	去	影	流	慪			ɐu	33		ɐu	33		ɐu	22	
並	合	三	尤	上	幫	流	阜		f	ɐu	33	f	ɐu	33	f	ɐu	22	
明	合	三	尤	平	幫	流	眸		m	ɐu	51	m	ɐu	51	m	ɐu	51	
							餾		l	ɐu	51	l	ɐu	51	l	ɐu	51	
精	開	三	尤	平	精	流	揫											
清	開	三	尤	平	精	流	鞦		tsʰ	ɐu	55	tsʰ	ɐu	45	tsʰ	ɐu	55	
邪	開	三	尤	平	精	流	泅		tsʰ	ɐu	51	tsʰ	ɐu	51	tsʰ	ɐu	51	
							搊											
生	開	三	尤	平	莊	流	餿		s	ʊk	5	s	ʊk	5	s	ʊk	5	
章	開	三	尤	上	章	流	帚		ts	ɐu	213	ts	ɐu	21	ts	ɐu	21	
禪	開	三	尤	平	莊	流	讎											
見	開	三	尤	平	見	流	鬮		kʰ	ɐu	55	kʰ	ɐu	45				
群	開	三	尤	去	見	流	柩		k	ɐu	33	k	ɐu	33	k	ɐu	22	
云	開	三	尤	去	影	流	宥		j	ɐu	33	j	ɐu	33	j	ɐu	22	
以	開	三	尤	上	以	流	莠		j	ɐu	213	j	ɐu	21	j	ɐu	21	
端	開	一	談	入	端	咸	搨		tʰ	ap	3	tʰ	ap	2	tʰ	ap	2	
精	開	一	覃	平	精	咸	簪											
透	開		談	平	端	咸	坍		tʰ	am	55	tʰ	am	45	tʰ	am	55	
匣	開	一	談	入	影	咸	盍								h	ɐp	2	
來	開	一	談	入	來	咸	鑞		l	ap	3	l	ap	2	l	ap	2	
							鏨		ts	am	33	ts	am	33	ts	am	22	
見	開	一	談	平	見	咸	泔		k	ɔm	55	k	am	45	k	ɐm	55	
曉	開	一	談	平	影	咸	蚶		h	ɔm	55	h	am	45	h	ɐm	55	
匣	開	一	談	平	影	咸	邯		h	ɔn	51	h	ɔn	51	h	ɔn	51	
知	開	二	咸	入	知	咸	劄											
崇	開		咸	平	莊	咸	讒		tsʰ	am	51	tsʰ	am	51	tsʰ	am	51	
見	開	二	咸	入	見	咸	裌		k	ap	3	k	ap	2	k	ap	2	
見	開		咸	入	見	咸	袷		k	ap	3	k	ap	2	k	ap	2	
生	開	二	銜	去	莊	咸	釤											
初	開	二	銜	去	莊	咸	懺		tsʰ	am	33	tsʰ	am	33	tsʰ	am	22	
見	開	二	銜	入	見	咸	胛		k	ap	3	k	ap	2	k	ap	2	
匣	開	二	銜	入	影	咸	狎		h	ap	3	h	ap	2	h	ap	2	
娘	開	三	鹽B	入	知	咸	鑷		n	ip	3	n	ip	2	n	ip	2	
來	開	三	鹽A	平	來	咸	奩											
精	開	三	鹽A	平	精	咸	殲		tsʰ	im	55	tsʰ	im	45	tsʰ	im	55	
清	開	三	鹽A	平	精	咸	僉		tsʰ	im	55	tsʰ	im	45	tsʰ	im	55	
心	開	三	鹽A	平	精	咸	暹		tsʰ	im	33	tsʰ	im	33	tsʰ	im	22	
禪	開	三	鹽A	去	莊	咸	贍		s	im	33	s	im	33	s	im	22	
影	開	三	鹽B	平	影	咸	閹			im	55		im	45		im	55	
							魘			im	213		im	21		im	21	
以	開	三	鹽A	平	以	咸	檐		s	im	51	s	im	51	s	im	51	
							檐			im	51		im	51		im	51	偷檐蛇
以	開	三	鹽A	去	以	咸	艷			im	33		im	33		im	22	
疑	開	三	嚴	去	見	咸	釅		ŋ	im	51	ŋ	im	51	ŋ	im	51	
曉	開		嚴	平	影	咸	鍁											
曉	開	三	嚴	平	影	咸	杴											
							腌			ip	3		ip	2		ip	2	
影	開	三	鹽B	平	影	咸	崦											
端	開		添	平	端	咸	掂		t	im	33	t	im	33	t	im	22	
透	開		添	上	端	咸	忝		tʰ	im	213							
透	開	四	添	去	端	咸	㮇											
定	開	四	添	上	端	咸	簟											
定	開	四	添	入	端	咸	牒		t	ip	3	t	ip	2	t	ip	2	
定	開	四	添	入	端	咸	諜		t	ip	3	t	ip	2	t	ip	2	
泥	開	四	添	平	端	咸	鮎		n	im	51	n	im	51	n	im	51	
							苶											
見	開	四	添	平	見	咸	蒹		k	im	55	k	im	45	k	im	55	
							搛											
精	開	四	添	去	精	咸	僭		tsʰ	im	33	tsʰ	im	33	tsʰ	im	22	
娘	開	三	侵B	去	知	深	賃		j	ɐm	33	j	ɐm	33	j	ɐm	22	
來	開	三	侵A	上	來	深	檁		l	ɐm	213							
來	開	三	侵A	上	來	深	廪		l	ɐm	213	l	ɐm	21	l	ɐm	21	
從	開	三	侵A	上	精	深	蕈		s	ɐn	33	s	ɐn	33	s	ɐn	22	
徹	開	三	侵B	平	知	深	琛		s	ɐm	55	s	ɐm	45	s	ɐm	55	
莊	開	三	侵A	平	莊	深	簪		ts	ɐm	55	ts	ɐm	45	ts	ɐm	55	
崇	開	三	侵B	平	莊	深	岑		s	ɐm	51	s	ɐm	51	s	ɐm	51	
日	開	三	侵A	去	日	深	妊		j	ɐm	33	j	ɐm	33	j	ɐm	22	
日	開	三	侵A	平	日	深	紝		j	ɐm	33	j	ɐm	33	j	ɐm	22	
							撳		k	ɐm	33	k	ɐm	33	k	ɐm	22	
							妗		kʰ	ɐm	213	kʰ	ɐm	21	kʰ	ɐm	21	
影	開	三	侵B	去	影	深	窨											
精	開	一	寒	去	精	山	灒											
見	開		寒	上	見	山	擀		k	ɔn	213	k	ɔn	21	k	ɔn	21	
匣	開	一	寒	入	影	山	曷		h	ɔt	3	h	ɔt	2	h	ɔt	2	
見	開	二	山	去	見	山	襇											
見	開	二	山	上	見	山	柬		k	an	213	k	an	21	k	an	21	
匣	開	二	山	平	影	山	閑		h	an	51	h	an	51	h	an	51	
匣	開	二	山	去	影	山	莧		h	in	33	h	in	33	h	in	22	
							莧		h	an	33	h	an	33	h	an	22	莧菜
幫	開	二	刪	平	幫	山	扳		p	an	55	p	an	45	p	an	55	
滂	開	二	刪	平	幫	山	扳											
滂	開	二	刪	去	幫	山	襻											
							爿		pʰ	an	51	pʰ	an	51	pʰ	an	51	
生	開		刪	去	莊	山	疝		s	an	33	s	an	33	s	an	22	
見	開	二	刪	去	見	山	鐧		k	an	213	k	an	21	k	an	21	
幫	開	三	仙A	入	幫	山	鱉		p	it	3	p	it	2	p	it	5	
幫	開	三	仙A	入	幫	山	憋		p	it	3	p	it	2	p	it	5	
明	開	三	仙B	上	幫	山	娩		m	in	213	m	in	21	m	in	21	
							澠											
來	開	三	仙A	上	來	山	輦		l	in	213	l	in	21	l	in	21	
心	開	三	仙A	上	精	山	癬		s	in	213	s	in	21	s	in	21	
心	開	三	仙A	入	精	山	褻		s	it	3	s	it	2	s	it	2	
邪	開	三	仙A	平	精	山	涎		s	in	51	s	in	51	s	in	51	
知	開	三	仙B	入	知	山	蜇		ts	it	3	ts	it	2	ts	it	5	
書	開	三	仙A	平	章	山	羶		ts	in	55	ts	in	45	ts	in	55	
定	開	一	寒	上	端	山	膻											
禪	開	三	仙A	去	莊	山	膳		s	in	33	s	in	33	s	in	22	
見	開	三	仙A	入	見	山	孑		kʰ	it	3	kʰ	it	2	kʰ	it	2	
							掮		kʰ	in	55							
							掮		kʰ	in	51							
							犍		k	yn	55	k	in	45	k	yn	55	
							犍											
疑	開	三	仙B	入	見	山	孽		ŋ	it	5	ŋ	it	5	ŋ	it	5	
							蔫			yn	55		in	45		yn	55	不新鮮
							拽		j	ɐi	33	j	ɐi	33	j	ɐi	22	
							犍											
群	開		元	去	見	山	腱		k	yn	33	k	in	33	k	yn	22	
曉	開	三	元	入	影	山	蠍											
影	開	三	元	入	影	山	謁			it	3		it	2		it	2	
影	開		元	平	影	山	蔫			in	55		in	45		in	55	
							憋											
並	開	四	先	平	幫	山	駢		pʰ	in	51	pʰ	in	51	pʰ	in	51	
泥	開	四	先	上	端	山	撚		n	in	213	n	in	21	n	in	21	
泥	開		先	上	端	山	攆		n	in	213	n	in	21	n	in	21	
來	開	四	先	去	來	山	楝		l	in	33	l	in	33	l	in	22	
並	開	一	寒	入	幫	山	鈸											
端	合		寒	入	端	山	掇		ts	yt	3	ts	it	2	ts	yt	2	
知	合	三	仙A	入	知	山	掇											
透	合	一	寒	上	端	山	疃											
定	合	一	寒	去	端	山	椴		t	yn	33	t	in	33	t	yn	22	
來	合	一	寒	平	來	山	鸞		l	yn	51	l	in	51	l	yn	51	
來	合	一	寒	入	來	山	捋		l	yt	3	l	it	2	l	yt	2	
精	合	一	寒	上	精	山	纂		ts	yn	213	ts	in	21	ts	yn	21	
							攢		ts	an	213	ts	an	21	ts	an	21	
							汆											
匣	合	一	寒	平	影	山	紈			yn	51		in	51		yn	51	
匣	合	二	刪	上	影	山	皖		kʰ	un	213	kʰ	un	21	kʰ	un	21	
影	合	一	寒	平	影	山	豌			un	213		un	21		un	21	
影	合	一	寒	平	影	山	剜			un	213		un	21		un	21	
見	合	二	山	平	見	山	鰥		kʷ	an	55	kʷ	an	45	k	an	55	
影	合	一	寒	入	影	山	斡		w	at	3	w	at	2	w	at	2	
