字	音	注
蛇	sie[2]	文读
佘	sie[2]	文读
写	sie[3]	文读
捨	sie[3]	文读
洗	sie[3]	白读
社	sie[4]	文读
懈	sie[4]	
细	sie[5]	
税	sie[5]	
雪	sie[6]	白读
塞	sie[6]	白读
释	sie[6]	解～
鸡	kie[1]	
个	kie[2]	
几	kie[3]	几个
挟	kie[4]	白读，挤
疥	kie[5]	白读
计	kie[5]	
颊	kie[6]	
□	kie[6]	吝啬
溪	kʰie[1]	
街	kʰie[1]	
启	kʰie[3]	
契	kʰie[5]	～纸
䀹	kʰie[6]	
霓	gie[2]	白读
爷	gie[2]	文读
耶	gie[2]	白读
野	gie[3]	文读
也	gie[3]	文读
逆	gie[6]	白读
歇	hie[6]	
波	po[1]	
菠	po[1]	
坡	po[1]	
玻	po[1]	
跛	po[1]	
薄	po[1]	～荷
鄱	po[1]	
婆	po[2]	老～
保	po[3]	白读
宝	po[3]	
薄	po[4]	厚薄
报	po[5]	白读
播	po[5]	
博	po[6]	交换
婆	pʰo[2]	文读
颇	pʰo[3]	
剖	pʰo[3]	
部	pʰo[4]	白读
抱	pʰo[4]	白读
破	pʰo[5]	文读
粕	pʰo[6]	油～
帽	bo[1]	白读
磨	bo[1]	白读
无	bo[2]	白读
母	bo[3]	背称
拇	bo[3]	
莫	bo[4]	
多	to[1]	
刀	to[1]	白读
躲	to[2]	
朵	to[3]	
垛	to[3]	
剁	to[3]	文读
着	to[3]	拍～，打着
倒	to[3]	
舵	to[4]	
惰	to[4]	
道	to[4]	公～
桌	to[6]	
拖	tʰo[1]	文读
驼	tʰo[2]	
陀	tʰo[2]	
桃	tʰo[2]	白读
砣	tʰo[2]	称～
萄	tʰo[2]	
妥	tʰo[3]	
椭	tʰo[3]	
讨	tʰo[3]	白读
唾	tʰo[4]	
痑	tʰo[4]	傻瓜
糯	lo[1]	
骡	lo[2]	
螺	lo[2]	～旋
啰	lo[2]	～嗦
罗	lo[2]	
锣	lo[2]	
揉	lo[2]	
努	lo[2]	
老	lo[3]	
裸	lo[3]	
落	lo[4]	
曹	tso[2]	白读
槽	tso[2]	白读
左	tso[2]	
佐	tso[2]	
枣	tso[2]	
少	tso[2]	白读
坐	tso[4]	文读
座	tso[4]	
做	tso[5]	
照	tso[5]	白读
作	tso[6]	～水，～田水
石	tso[8]	
搓	tsʰo[1]	
臊	tsʰo[1]	臭～
初	tsʰo[1]	文读
躜	tsʰo[2]	踩
草	tsʰo[3]	～字
蓆	tsʰo[4]	
锉	tsʰo[5]	
莝	tsʰo[5]	～厝，满屋地板弄得很髒
措	tsʰo[5]	
错	tsʰo[5]	
笑	tsʰo[5]	白读
糙	tsʰo[5]	白读
梭	so[1]	
唆	so[1]	
蔬	so[1]	
梳	so[1]	文读
疏	so[1]	文读
臊	so[1]	文读，～味
骚	so[1]	发牢～
锁	so[3]	
琐	so[3]	
所	so[3]	
嫂	so[3]	文读
镯	so[4]	
索	so[6]	
嗍	so[6]	
膏	ko[1]	
羔	ko[1]	
糕	ko[1]	
歌	ko[1]	文读
哥	ko[1]	
锅	ko[1]	
戈	ko[1]	
篙	ko[1]	竹～
稿	ko[3]	
稞	ko[3]	
果	ko[3]	文读
裹	ko[3]	文读
馃	ko[3]	文读
个	ko[5]	
告	ko[5]	白读，～状
过	ko[5]	文读，～失
各	ko[6]	
科	kʰo[1]	
稞	kʰo[1]	
□	kʰo[1]	反复煮
苛	kʰo[1]	
蝌	kʰo[1]	
柯	kʰo[1]	
可	kʰo[3]	
考	kʰo[3]	文读
洘	kʰo[3]	
㪃	kʰo[4]	敲
课	kʰo[5]	
饿	go[1]	
鹅	go[2]	
号	ho[1]	
贺	ho[1]	
河	ho[2]	
何	ho[2]	
荷	ho[2]	
和	ho[2]	～面
豪	ho[2]	～猪
禾	ho[2]	文读
好	ho[3]	
祸	ho[4]	
鹤	ho[4]	
货	ho[5]	文读
荷	ho[5]	薄～
阿	∅o[1]	～胶
倭	∅o[1]	
窝	∅o[1]	
蠔	∅o[2]	海蛎
袄	∅o[3]	
学	∅o[4]	
恶	∅o[6]	难慢
潮	tio[2]	～州
跳	tio[2]	
钓	tio[5]	白读
吊	tio[5]	白读
着	tio[6]	～棋，下棋
锹	tʰio[1]	
着	tʰio[4]	对
粜	tʰio[5]	～米
尿	lio[1]	
饶	lio[2]	姓
嚼	tsio[1]	白读
蕉	tsio[1]	白读
椒	tsio[1]	白读
招	tsio[1]	白读，入赘
醮	tsio[5]	白读
借	tsio[6]	白读
俏	tsʰio[1]	
缲	tsʰio[1]	～边
悄	tsʰio[1]	
烧	sio[1]	
小	sio[3]	白读
俗	sio[4]	吝啬
鞘	sio[5]	
惜	sio[6]	
轿	kio[1]	
茄	kio[2]	白读，～仔，茄子
桥	kio[2]	白读
荞	kio[2]	白读
挢	kio[4]	
脚	kio[6]	担～
笕	kʰio[5]	以竹通水
拾	kʰio[6]	捡
腰	gio[1]	白读
绕	gio[2]	～纱
摇	gio[2]	白读
窑	gio[2]	白读
鬻	gio[3]	～糜，稀饭
药	gio[4]	
约	gio[6]	猜
蓖	pai[1]	虱～
排	pai[2]	
牌	pai[2]	
摆	pai[3]	
败	pai[4]	
□	pai[4]	原作<忄艹有>，副词，非常
拜	pai[5]	
排	pʰai[2]	
□	pʰai[2]	原作<土非>，坪
沛	pʰai[4]	
派	pʰai[5]	
背	pʰai[6]	白读，～东西
密	bai[2]	周密
眉	bai[2]	
歹	bai[3]	白读不好，坏
呆	tai[1]	
埋	tai[2]	
鲤	tai[2]	白读
滓	tai[3]	
怠	tai[3]	
歹	tai[3]	～撩，癖气古怪
待	tai[4]	
袋	tai[4]	白读
殆	tai[4]	
代	tai[4]	
大	tai[4]	～黄
戴	tai[5]	姓
带	tai[5]	
贷	tai[5]	
胎	tʰai[1]	
苔	tʰai[1]	舌～𥭘～斗，筛子
台	tʰai[2]	
抬	tʰai[2]	
夷	tʰai[2]	杀
苔	tʰai[2]	
癞	tʰai[3]	生～，麻疯
□	tʰai[3]	鸡爪溅泥
太	tʰai[5]	
泰	tʰai[5]	
态	tʰai[5]	
利	lai[1]	～刀
来	lai[2]	
梨	lai[2]	
莱	lai[2]	
李	lai[2]	
里	lai[4]	内
利	lai[5]	～息
灾	tsai[1]	
栽	tsai[1]	
斋	tsai[1]	文读，～公
知	tsai[1]	白读，～掌，知道
崽	tsai[1]	～仔，女孩子
财	tsai[2]	白读，发～
脐	tsai[2]	
宰	tsai[3]	
指	tsai[3]	白读
载	tsai[3]	年～
趾	tsai[3]	
在	tsai[4]	
再	tsai[5]	
载	tsai[5]	运～
叉	tsʰai[1]	
钗	tsʰai[1]	
猜	tsʰai[1]	
差	tsʰai[1]	出～
才	tsʰai[2]	
材	tsʰai[2]	
裁	tsʰai[2]	
豺	tsʰai[2]	
柴	tsʰai[2]	文读
财	tsʰai[2]	文读
彩	tsʰai[3]	
采	tsʰai[3]	
睬	tsʰai[3]	
菜	tsʰai[5]	
蔡	tsʰai[5]	文读
腮	sai[1]	
鳃	sai[1]	文读
筛	sai[1]	～选
狮	sai[1]	白读
师	sai[1]	白读，～傅，爷
姒	sai[1]	
屎	sai[3]	白读
使	sai[3]	白读
赛	sai[5]	
婿	sai[5]	
该	kai[1]	
皆	kai[1]	
阶	kai[1]	
改	kai[2]	
解	kai[2]	～放
丐	kai[4]	
箇	kai[4]	如此，这样
械	kai[5]	
界	kai[5]	
届	kai[5]	
介	kai[5]	
盖	kai[5]	文读
戒	kai[5]	警～
开	kʰai[1]	文读
凯	kʰai[3]	
楷	kʰai[3]	
概	kʰai[5]	
慨	kʰai[5]	
溉	kʰai[5]	
害	hai[1]	动词
谐	hai[1]	
孩	hai[2]	
鞋	hai[2]	文读
海	hai[3]	
亥	hai[4]	
骇	hai[4]	
害	hai[4]	形容词
哀	∅ai[1]	
埃	∅ai[1]	
挨	∅ai[1]	
蔼	∅ai[3]	
矮	∅ai[3]	文读
隘	∅ai[3]	文读
衰	suai[1]	文读
率	suai[2]	
蟀	suai[2]	
乖	kuai[1]	
拐	kuai[3]	
会	kuai[3]	文读，～计
怪	kuai[5]	
块	kʰuai[5]	
蒯	kʰuai[5]	
快	kʰuai[5]	
筷	kʰuai[5]	
怀	huai[2]	
槐	huai[2]	
淮	huai[2]	
坏	huai[4]	
歪	∅uai[1]	
包	pau[1]	
胞	pau[1]	
保	pau[3]	文读
宝	pau[3]	文读
褒	pau[3]	
饱	pau[3]	文读
堡	pau[3]	
抱	pau[4]	文读
报	pau[4]	文读
豹	pau[4]	文读
暴	pau[7]	～芽
暴	pau[8]	
爆	pau[8]	
曝	pau[8]	文读
瀑	pau[8]	
抛	pʰau[1]	
枹	pʰau[1]	柚子
鲍	pʰau[1]	姓
袍	pʰau[2]	
铇	pʰau[2]	
跑	pʰau[3]	
抱	pʰau[4]	文读
炮	pʰau[5]	
卯	bau[1]	寅～
铆	bau[1]	
谋	bau[2]	～人，暗算杀人
贸	bau[4]	包揽
刀	tau[1]	文读
叨	tau[1]	文读
逗	tau[1]	
兜	tau[1]	
投	tau[2]	哭告
祷	tau[3]	
岛	tau[3]	
倒	tau[3]	
斗	tau[3]	量词
抖	tau[3]	
稻	tau[4]	
盗	tau[4]	
道	tau[4]	
豆	tau[4]	
斗	tau[5]	动词
到	tau[5]	
倒	tau[5]	～茶
昼	tau[5]	中～
导	tau[6]	向～
滔	tʰau[1]	
偷	tʰau[1]	
掏	tʰau[1]	
桃	tʰau[2]	文读
逃	tʰau[2]	
淘	tʰau[2]	
萄	tʰau[2]	文读
头	tʰau[2]	
投	tʰau[2]	
叨	tʰau[2]	白读
敨	tʰau[3]	解开
讨	tʰau[3]	文读
透	tʰau[5]	
套	tʰau[5]	文读
捞	lau[1]	
涝	lau[1]	
漏	lau[1]	水～
劳	lau[2]	
唠	lau[2]	
牢	lau[2]	
挠	lau[2]	
搂	lau[2]	
耧	lau[2]	
流	lau[2]	白读
刘	lau[2]	白读
留	lau[2]	白读
瘤	lau[2]	白读
闹	lau[2]	～热
老	lau[3]	文读
篓	lau[3]	
佬	lau[3]	欺骗
陋	lau[4]	
落	lau[5]	白读，～去
糟	tsau[1]	
遭	tsau[1]	
昭	tsau[1]	
招	tsau[1]	
邹	tsau[1]	
搊	tsau[1]	～起来，皂～人
爪	tsau[3]	
找	tsau[3]	
沼	tsau[3]	
走	tsau[3]	
罩	tsau[4]	
赵	tsau[4]	
兆	tsau[4]	
召	tsau[4]	
皱	tsau[4]	
绉	tsau[4]	
骤	tsau[4]	
灶	tsau[5]	
照	tsau[5]	文读
诏	tsau[5]	
抄	tsʰau[1]	
钞	tsʰau[1]	
操	tsʰau[1]	
曹	tsʰau[2]	文读
槽	tsʰau[2]	文读
潮	tsʰau[2]	文读
朝	tsʰau[2]	文读
草	tsʰau[3]	文读
炒	tsʰau[3]	文读
吵	tsʰau[3]	文读
造	tsʰau[5]	
躁	tsʰau[5]	
糙	tsʰau[5]	文读
凑	tsʰau[5]	
燥	tsʰau[5]	
骚	sau[1]	文读
烧	sau[1]	文读
巢	sau[2]	
剿	sau[2]	
韶	sau[2]	
搜	sau[2]	～査
少	sau[3]	多～
□	sau[4]	打
扫	sau[5]	～帚
嗽	sau[5]	
少	sau[5]	少年
高	kau[1]	
膏	kau[1]	
羔	kau[1]	
糕	kau[1]	
勾	kau[1]	
沟	kau[1]	
猴	kau[2]	
稿	kau[3]	
狗	kau[3]	
搞	kau[3]	
苟	kau[3]	
九	kau[3]	
厚	kau[4]	
告	kau[5]	
够	kau[5]	
构	kau[5]	
购	kau[5]	
到	kau[5]	
抠	kʰau[1]	
呕	kʰau[1]	目～
箍	kʰau[1]	～桶，动词
阉	kʰau[1]	
考	kʰau[3]	文读
口	kʰau[3]	
靠	kʰau[5]	
扣	kʰau[5]	
烤	kʰau[5]	～房
寇	kʰau[5]	
叩	kʰau[5]	
𠢕	gau[2]	贤，能干
薅	hau[1]	
候	hau[1]	
号	hau[1]	文读
侯	hau[2]	
猴	hau[2]	文读
豪	hau[2]	
毫	hau[2]	
壕	hau[2]	
豪	hau[2]	文读，～猪
吼	hau[3]	
否	hau[3]	
耗	hau[4]	
浩	hau[4]	
号	hau[4]	文读
后	hau[4]	文读
厚	hau[4]	文读
瓯	∅au[1]	
喉	∅au[2]	
袄	∅au[3]	文读
呕	∅au[3]	
后	∅au[4]	
懊	∅au[5]	
拗	∅au[5]	～蛮
沤	∅au[5]	～田
怄	∅au[5]	
镳	piau[1]	
标	piau[1]	
彪	piau[1]	
臕	piau[1]	
表	piau[3]	
裱	piau[3]	
婊	piau[3]	
飘	pʰiau[1]	
铇	pʰiau[2]	白读
嫖	pʰiau[2]	
漂	pʰiau[3]	
票	pʰiau[5]	
刁	tiau[1]	
雕	tiau[1]	
貂	tiau[1]	
碉	tiau[1]	
条	tiau[2]	
调	tiau[2]	～查
朝	tiau[2]	～代
掉	tiau[4]	
调	tiau[4]	曲～
钓	tiau[5]	文读
吊	tiau[5]	
挑	tʰiau[1]	
调	tʰiau[2]	～和
调	tʰiau[3]	对换
柱	tʰiau[4]	
跳	tʰiau[5]	
粜	tʰiau[5]	
廖	liau[1]	姓
料	liau[1]	
撩	liau[2]	
燎	liau[2]	
辽	liau[2]	
疗	liau[2]	
聊	liau[2]	
□	liau[2]	黏
撩	liau[2]	惹取笑
了	liau[3]	
料	liau[4]	动词，预～
焦	tsiau[1]	文读
蕉	tsiau[1]	文读
椒	tsiau[1]	文读
樵	tsiau[1]	
礁	tsiau[1]	动词，～头壳
褿	tsiau[2]	均匀
剿	tsiau[3]	文读
缴	tsiau[3]	文读
饺	tsiau[3]	文读
矫	tsiau[3]	文读
醮	tsiau[5]	文读
悄	tsʰiau[1]	
俏	tsʰiau[1]	
锹	tsʰiau[1]	
敲	tsʰiau[1]	
桥	tsʰiau[2]	
翘	tsʰiau[2]	
巧	tsʰiau[3]	
臭	tsʰiau[5]	
肖	siau[1]	
消	siau[1]	
宵	siau[1]	
销	siau[1]	
霄	siau[1]	
梢	siau[1]	
萧	siau[1]	
啸	siau[1]	
器	siau[1]	
逍	siau[1]	
痟	siau[1]	下～
枭	siau[1]	
□	siau[2]	打
佋	siau[2]	男精
小	siau[3]	文读
笑	siau[5]	文读
交	kiau[1]	
郊	kiau[1]	
骄	kiau[1]	
娇	kiau[1]	
浇	kiau[1]	
蛟	kiau[1]	
胶	kiau[1]	
狡	kiau[3]	
绞	kiau[3]	
搅	kiau[3]	
矫	kiau[3]	
缴	kiau[3]	
饺	kiau[3]	
教	kiau[5]	～官
校	kiau[5]	～对
窖	kiau[5]	
叫	kiau[5]	
较	kiau[6]	
敲	kʰiau[1]	白读
乔	kʰiau[2]	
侨	kʰiau[2]	
桥	kʰiau[2]	文读
荞	kʰiau[2]	文读
挢	kʰiau[2]	敲榨
巧	kʰiau[3]	
窍	kʰiau[5]	
□	kʰiau[5]	死
翘	kʰiau[6]	白读
夭	giau[1]	
幺	giau[1]	
吆	giau[1]	
邀	giau[1]	
腰	giau[1]	文读
枵	giau[1]	肚空
要	giau[1]	要求，～得
肴	giau[2]	
淆	giau[2]	
摇	giau[2]	文读
谣	giau[2]	
尧	giau[2]	
姚	giau[2]	文读
遥	giau[2]	
扰	giau[3]	
咬	giau[3]	
舀	giau[3]	
要	giau[5]	重～
耀	giau[6]	
鹞	giau[6]	
药	giau[6]	文读
𡀒	hiau[1]	骗人
姣	hiau[2]	性欲强
晓	hiau[3]	
校	hiau[4]	学～
效	hiau[4]	
孝	hiau[5]	
担	tam[1]	～心、负～
㴷	tam[2]	湿
胆	tam[3]	文读
淡	tam[4]	
氮	tam[4]	
担	tam[5]	文读，量词
贪	tʰam[1]	
探	tʰam[1]	用手～下
潭	tʰam[2]	
谈	tʰam[2]	
痰	tʰam[2]	
谭	tʰam[2]	
罎	tʰam[2]	
探	tʰam[5]	
南	lam[1]	
□	lam[1]	用于伸洞内抓
男	lam[1]	
楠	lam[1]	
蓝	lam[1]	～色
染	lam[3]	文读
揽	lam[3]	
缆	lam[3]	
览	lam[3]	
榄	lam[3]	
舰	lam[3]	
濫	lam[4]	浪费
览	lam[5]	身体逐衰弱
□	lam[5]	原作<女览>，令人笑话称～水
沾	tsam[1]	
粘	tsam[1]	～米
瞻	tsam[1]	
拈	tsam[1]	
簪	tsam[1]	
斩	tsam[3]	
站	tsam[4]	
錾	tsam[4]	用手按住
占	tsam[5]	
搀	tsʰam[1]	
渗	tsʰam[1]	
掺	tsʰam[1]	
参	tsʰam[1]	
潜	tsʰam[2]	
缠	tsʰam[2]	纠缠不清
惭	tsʰam[2]	
惨	tsʰam[3]	
谗	tsʰam[5]	诅咒
杉	sam[1]	
森	sam[1]	
三	sam[1]	
糁	sam[3]	滥～乱来
糂	sam[3]	饭粒
椹	sam[3]	
□	sam[4]	坏
□	sam[5]	破～，有缺陷
鬖	sam[5]	毛发散乱
甘	kam[1]	
疳	kam[1]	
柑	kam[1]	
含	kam[2]	
赣	kam[3]	
感	kam[3]	
敢	kam[3]	
橄	kam[3]	
鉴	kam[3]	
□	kam[3]	原作<冖贛>，盖
监	kam[5]	
鉴	kam[5]	
龛	kʰam[1]	
堪	kʰam[1]	
嵌	kʰam[1]	
禽	kʰam[2]	动词，盖住，～鸡
坎	kʰam[3]	
砍	kʰam[3]	
勘	kʰam[3]	
墈	kʰam[3]	
坎	kʰam[5]	田～
岩	gam[1]	
癌	gam[1]	
□	gam[3]	～背、驼背
馅	ham[1]	
蚶	ham[1]	
□	ham[1]	～着，占住
咸	ham[2]	
衔	ham[2]	
含	ham[2]	
涵	ham[2]	
喊	ham[4]	赶，～猪仔
掩	∅am[1]	
庵	∅am[1]	
淹	∅am[1]	
□	∅am[2]	受气，～气
□	∅am[3]	没阳光
饮	∅am[3]	米汤
□	∅am[4]	指关节裂开，断～
暗	∅am[5]	
答	tap[7]	
搭	tap[7]	
搨	tʰap[7]	～本
□	tʰap[7]	～事，爱管闲事
塌	tʰap[7]	
塌	lap[7]	陷落
纳	lap[8]	
杂	tsap[7]	
插	tsʰap[7]	～事
涉	sap[5]	
什	sap[5]	
涩	sap[7]	
虱	sap[7]	
啬	sap[7]	
鸽	kap[7]	
蛤	kap[7]	
合	kap[7]	～并
□	kʰap[7]	倒盖过来
□	kʰap[8]	沾边，kie～
合	hap[7]	～作
压	∅ap[7]	
盒	∅ap[8]	
匣	∅ap[8]	
砧	tiam[1]	
甜	tiam[2]	
点	tiam[3]	
垫	tiam[4]	
怗	tiam[4]	性情安静，形容词
店	tiam[5]	
添	tʰiam[1]	
悿	tʰiam[3]	熟
□	tʰiam[5]	用脚平踩
唸	liam[1]	
黏	liam[2]	
廉	liam[2]	
镰	liam[2]	
帘	liam[2]	
粘	liam[2]	
敛	liam[3]	
殓	liam[4]	
念	liam[4]	纪～
□	liam[5]	量词瓣
尖	tsiam[1]	
针	tsiam[1]	
斟	tsiam[1]	～酌
渐	tsiam[4]	
暂	tsiam[4]	
签	tsʰiam[1]	
□	tsʰiam[1]	原作<竹千>
歼	tsʰiam[1]	
扦	tsʰiam[1]	
纤	tsʰiam[1]	
忏	tsʰiam[1]	
缄	tsʰiam[1]	
橙	tsʰiam[2]	
锓	tsʰiam[4]	动词刺
□	tsʰiam[5]	象声词钹子的声音
蟾	siam[2]	
兼	kiam[1]	
搛	kiam[1]	
鹹	kiam[2]	
减	kiam[3]	
检	kiam[3]	
谦	kʰiam[1]	
俭	kʰiam[4]	节～
歉	kʰiam[5]	
欠	kʰiam[5]	
盐	giam[2]	
阎	giam[2]	
啗	giam[2]	
严	giam[2]	
俨	giam[2]	
染	giam[3]	传～
炎	giam[4]	
焰	giam[4]	
验	giam[4]	
厌	giam[5]	
蔹	hiam[1]	气味呛人
嫌	hiam[2]	
熊	hiam[2]	
险	hiam[3]	
陷	hiam[4]	
燃	hiam[4]	风，～状
贴	tiap[7]	
喋	tiap[8]	
谍	tiap[8]	
叠	tiap[8]	打～
蹀	tiap[8]	作弄人～人
帖	tʰiap[7]	
贴	tʰiap[7]	～钱
略	liap[7]	
聂	liap[7]	
镊	liap[7]	动词
粒	liap[8]	
入	liap[8]	
接	tsiap[7]	
汁	tsiap[7]	
楫	tsiap[7]	舟～
十	tsiap[8]	
捷	tsiap[8]	～步，地名
洽	tsʰiap[7]	
睫	tsʰiap[7]	窥视
妾	tsʰiap[7]	
拾	siap[8]	收～
怯	kʰiap[7]	吝啬
业	giap[8]	
叶	giap[8]	姓
狭	hiap[7]	
胁	hiap[8]	威～
协	hiap[8]	
□	hm[5]	那
伓	∅m[1]	不肯
梅	∅m[2]	白读
茅	∅m[2]	禾～根，茅根
姆	∅m[2]	姑娌之间背称，～婆，同姒
唔	∅m[3]	回答的象声词
姆	∅m[4]	通称母亲
燂	tim[1]	蒸
沉	tim[2]	
□	tim[5]	点萌合音，播种
□	tim[5]	丈姆合音，～姐，称岳母
林	lim[2]	文读
淋	lim[2]	
霖	lim[2]	
临	lim[2]	
琳	lim[2]	
□	lim[3]	不够一点
凛	lim[3]	
斟	tsim[1]	接吻
寻	tsim[2]	白读，跟踪
蟳	tsim[2]	
枕	tsim[3]	
浸	tsim[5]	
侵	tsʰim[1]	
深	tsʰim[1]	
潜	tsʰim[2]	
寝	tsʰim[3]	
心	sim[1]	
芯	sim[1]	
寻	sim[2]	文读，动词，～找
沈	sim[3]	
审	sim[3]	
甚	sim[4]	
寻	sim[4]	量词，一～
渗	sim[5]	
今	kim[1]	
金	kim[1]	
衿	kim[1]	
禁	kim[1]	～不住
妗	kim[2]	
锦	kim[3]	
剑	kim[5]	
禁	kim[5]	～止
钦	kʰim[1]	
岑	kʰim[2]	
琴	kʰim[2]	
禽	kʰim[2]	
擒	kʰim[2]	
衿	kʰim[2]	
黔	kʰim[2]	
钳	kʰim[2]	
噤	kʰim[4]	闭口
音	gim[1]	
阴	gim[1]	
壬	gim[2]	
吟	gim[2]	
淫	gim[2]	
饮	gim[3]	文读
任	gim[4]	
纴	gim[4]	
荫	gim[5]	
立	lip[8]	
笠	lip[8]	文读
执	tsip[7]	固执
缉	tsip[7]	
集	tsip[8]	
□	tsip[8]	不新鲜
辑	tsʰip[7]	
袭	sip[7]	
湿	sip[7]	潮～
慴	sip[7]	胆小，害怕
习	sip[8]	
急	kip[7]	
给	kip[7]	
及	kip[8]	
级	kʰip[7]	
吸	kʰip[7]	
泣	kʰip[7]	
熻	hip[7]	～芋头
胁	hip[8]	威～
班	pan[1]	
斑	pan[1]	
颁	pan[1]	
扳	pan[1]	
般	pan[1]	
搬	pan[1]	
攀	pan[1]	
崩	pan[1]	白读
便	pan[2]	～宜
瓶	pan[2]	
板	pan[3]	
版	pan[3]	
瓣	pan[4]	
办	pan[4]	
范	pan[4]	～例，样子
扮	pan[5]	打～
潘	pʰan[1]	文读，姓
盘	pʰan[2]	文读
伴	pʰan[4]	文读
拌	pʰan[4]	
绊	pʰan[4]	
叛	pʰan[4]	
判	pʰan[4]	文读
万	ban[1]	白读
蛮	ban[2]	
馒	ban[2]	
闽	ban[2]	
挽	ban[3]	拔
慢	ban[4]	
漫	ban[4]	
蔓	ban[4]	
丹	tan[1]	
单	tan[1]	
陈	tan[2]	白读
诞	tan[4]	
但	tan[4]	
弹	tan[4]	子～
蛋	tan[4]	
惮	tan[4]	讨价钱，张～人
旦	tan[5]	
滩	tʰan[1]	文读
摊	tʰan[1]	文读
瘫	tʰan[1]	
蛏	tʰan[1]	白读
檀	tʰan[2]	
坛	tʰan[2]	
弹	tʰan[2]	文读，动词，～棉花
掸	tʰan[3]	
坦	tʰan[3]	
毯	tʰan[3]	
疸	tʰan[3]	黄～
趁	tʰan[5]	白读
炭	tʰan[5]	文读
叹	tʰan[5]	
碳	tʰan[5]	
难	lan[2]	
兰	lan[2]	
拦	lan[2]	文读
栏	lan[2]	
篮	lan[2]	文读
鳞	lan[2]	白读
懒	lan[3]	
烂	lan[4]	文读
膦	lan[4]	～脬，男阴
难	lan[5]	患难
赠	tsan[1]	
曾	tsan[1]	姓
层	tsan[2]	
展	tsan[3]	文读
盏	tsan[3]	文读
赞	tsan[5]	
栈	tsan[5]	客～
馋	tsʰan[1]	
搀	tsʰan[1]	
残	tsʰan[2]	
蚕	tsʰan[2]	文读
禅	tsʰan[2]	文读
蝉	tsʰan[2]	
潺	tsʰan[2]	
塍	tsʰan[2]	田
珊	san[1]	
山	san[1]	文读
删	san[1]	
星	san[1]	
衫	san[1]	
三	san[1]	
疝	san[1]	～气
散	san[3]	文读，～开
伞	san[3]	文读
产	san[3]	
陕	san[3]	
闪	san[3]	
潵	san[4]	放热水锅中热一热，～酒
散	san[5]	分～
锈	san[5]	
干	kan[1]	
竿	kan[1]	
肝	kan[1]	文读
乾	kan[1]	文读
艰	kan[1]	
奸	kan[1]	
杆	kan[1]	
杆	kan[3]	
秆	kan[3]	文读
捍	kan[3]	文读
赶	kan[3]	文读
姦	kan[5]	
刊	kʰan[1]	
看	kʰan[1]	文读
牵	kʰan[1]	白读
看	kʰan[5]	～守
鼾	han[1]	文读
寒	han[2]	文读
韩	han[2]	
翰	han[2]	
罕	han[3]	
旱	han[4]	
汗	han[4]	文读
焊	han[4]	
限	han[4]	
汉	han[5]	好～
氨	∅an[1]	
安	∅an[1]	
縆	∅an[2]	紧
鞍	∅an[5]	
按	∅an[5]	
案	∅an[5]	
晏	∅an[5]	
桉	∅an[5]	
八	pat[7]	文读
拍	pʰat[7]	
密	bat[8]	
鞑	tat[7]	
□	tat[7]	累得够称做够～得密
达	tat[8]	
值	tat[8]	白读，～得
窒	tʰat[7]	～洞
塌	tʰat[7]	
榻	tʰat[7]	
遢	tʰat[7]	
癞	lat[7]	
辣	lat[7]	文读
躐	lat[7]	
力	lat[8]	白读
扎	tsat[7]	
乍	tsat[7]	
节	tsat[7]	
实	tsat[8]	充实
察	tsʰat[7]	
擦	tsʰat[7]	
漆	tsʰat[7]	
贼	tsʰat[8]	
萨	sat[7]	
杀	sat[7]	文读
煞	sat[7]	文读
锡	sat[7]	白读
撤	sat[7]	
塞	sat[7]	～着
实	sat[7]	荆棘多
葛	kat[7]	文读
结	kat[7]	白读，～头
虼	kat[7]	～蚤
揩	kʰat[7]	
渴	kʰat[7]	文读
刻	kʰat[7]	
确	kʰat[7]	
喝	hat[7]	
□	hat[7]	估量
辖	hat[7]	
轧	∅at[7]	
潘	pʰuan[1]	文读
盘	pʰuan[2]	说服，劝就
叛	pʰuan[4]	白读
满	buan[3]	文读
端	tuan[1]	
短	tuan[3]	文读
段	tuan[4]	
锻	tuan[4]	
缎	tuan[4]	
断	tuan[5]	文读果～
团	tʰuan[2]	文读
湍	tʰuan[2]	
鸾	luan[2]	
恋	luan[2]	文读
滦	luan[2]	
栾	luan[2]	～生
汆	luan[3]	文读，～<米圆>仔
卵	luan[3]	文读
软	luan[3]	
暖	luan[3]	
乱	luan[4]	
砖	tsuan[1]	文读
专	tsuan[1]	文读
转	tsuan[3]	
撰	tsuan[4]	
赚	tsuan[4]	
钻	tsuan[5]	
餐	tsʰuan[1]	文读
穿	tsʰuan[1]	文读
川	tsʰuan[1]	文读
船	tsʰuan[2]	文读
灿	tsʰuan[3]	
喘	tsʰuan[3]	文读
窜	tsʰuan[4]	
串	tsʰuan[5]	
篡	tsʰuan[5]	
酸	suan[1]	文读
旋	suan[2]	
漩	suan[2]	
算	suan[4]	
蒜	suan[4]	
官	kuan[1]	文读
棺	kuan[1]	文读
观	kuan[1]	
冠	kuan[1]	
鳏	kuan[1]	
关	kuan[1]	文读
管	kuan[3]	
馆	kuan[3]	
惯	kuan[5]	
贯	kuan[5]	
灌	kuan[5]	
罐	kuan[5]	
宽	kʰuan[1]	
款	kʰuan[3]	
弯	guan[1]	
湾	guan[1]	
完	guan[2]	
丸	guan[2]	文读
顽	guan[2]	
豌	guan[3]	
