片	区	小片	方言点	声母	韵母	调值	调类	备注
一	桂南片	西南小片	富宁(剥隘)	0	ɐt	55	上阴入	
丁	桂南片	西南小片	富宁(剥隘)	t	ɯn	44	阴平	
七	桂南片	西南小片	富宁(剥隘)	tsʰ	ɐt	55	上阴入	
丄	桂南片	西南小片	富宁(剥隘)	s	ɐŋ	21	阳上	上山。
丈	桂南片	西南小片	富宁(剥隘)	ts	Eŋ	22	阳去	
三	桂南片	西南小片	富宁(剥隘)	ɬ	am	44	阴平	
上	桂南片	西南小片	富宁(剥隘)	s	ɐŋ	22	阳去	上面。
下	桂南片	西南小片	富宁(剥隘)		ia	13	阴去	底下。
与	桂南片	西南小片	富宁(剥隘)	0	y	33	阴上	给与。
丑	桂南片	西南小片	富宁(剥隘)	tsʰ	ou	33	阴上	
专	桂南片	西南小片	富宁(剥隘)	ts	in	44	阴平	
且	桂南片	西南小片	富宁(剥隘)	tsʰ	ɛ	33	阴上	
丕	桂南片	西南小片	富宁(剥隘)	pʰ	øi	44	阴平	
世	桂南片	西南小片	富宁(剥隘)	s	i	13	阴去	
丗	桂南片	西南小片	富宁(剥隘)	s	i	13	阴去	
丘	桂南片	西南小片	富宁(剥隘)	tsʰ	ou	44	阴平	
丙	桂南片	西南小片	富宁(剥隘)	p	ɯn	44	阴平	
业	桂南片	西南小片	富宁(剥隘)	n	ip	22	上阳入	
丛	桂南片	西南小片	富宁(剥隘)	ts	oŋ	31	阳平	
东	桂南片	西南小片	富宁(剥隘)	t	ɔŋ	44	阴平	
丝	桂南片	西南小片	富宁(剥隘)	ɬ	øi	44	阴平	
丞	桂南片	西南小片	富宁(剥隘)	tsʰ	ɯn	31	阳平	
丠	桂南片	西南小片	富宁(剥隘)	tsʰ	ou	44	阴平	
丣	桂南片	西南小片	富宁(剥隘)		iou	21	阳上	
两	桂南片	西南小片	富宁(剥隘)	l	Eŋ	21	阳上	两个、几两几钱读音亦同。
严	桂南片	西南小片	富宁(剥隘)		im	31	阳平	
並	桂南片	西南小片	富宁(剥隘)	p	ɯn	22	阳去	
丧	桂南片	西南小片	富宁(剥隘)	s	aŋ	44	阴平	丧失。
丩	桂南片	西南小片	富宁(剥隘)	ts	iu	44	阴平	纠缠。
中	桂南片	西南小片	富宁(剥隘)	ts	oŋ	44	阴平	当中。
串	桂南片	西南小片	富宁(剥隘)	tsʰ	ɔn	44	阴平	
临	桂南片	西南小片	富宁(剥隘)	l	əm	31	阳平	
丸	桂南片	西南小片	富宁(剥隘)	v	in	31	阳平	肉丸。
丹	桂南片	西南小片	富宁(剥隘)	t	an	44	阴平	
为	桂南片	西南小片	富宁(剥隘)	w	øi	31	阳平	作为。
主	桂南片	西南小片	富宁(剥隘)	ts	øi	33	阴上	
丼	桂南片	西南小片	富宁(剥隘)	ts	ɯn	33	阴上	
丽	桂南片	西南小片	富宁(剥隘)	l	Ei	22	阳去	
举	桂南片	西南小片	富宁(剥隘)	k	øi	33	阴上	
久	桂南片	西南小片	富宁(剥隘)	k	ou	33	阴上	
之	桂南片	西南小片	富宁(剥隘)	ts	i	44	阴平	
乌	桂南片	西南小片	富宁(剥隘)	ʔ	u	44	阴平	
乎	桂南片	西南小片	富宁(剥隘)	h	u	33	阴平	
乏	桂南片	西南小片	富宁(剥隘)	f	at	33	下阴入	
乐	桂南片	西南小片	富宁(剥隘)	ŋ	ɔk	22	上阳入	音乐。
乔	桂南片	西南小片	富宁(剥隘)	k	iu	31	阳平	
乖	桂南片	西南小片	富宁(剥隘)	kʷ	ai	44	阴平	
乗	桂南片	西南小片	富宁(剥隘)	s	ɯn	31	阳平	
乘	桂南片	西南小片	富宁(剥隘)	s	ɯn	31	阳平	
乞	桂南片	西南小片	富宁(剥隘)	h	øi	44	阴平	
也	桂南片	西南小片	富宁(剥隘)		iɛ	21	阳上	也是。
习	桂南片	西南小片	富宁(剥隘)	ts	əp	22	上阳入	
乡	桂南片	西南小片	富宁(剥隘)		iɐŋ	44	阴平	
书	桂南片	西南小片	富宁(剥隘)	s	øi	44	阴平	
买	桂南片	西南小片	富宁(剥隘)	m	ai	21	阳上	
乱	桂南片	西南小片	富宁(剥隘)	l	un	22	阳去	
乳	桂南片	西南小片	富宁(剥隘)	0	yu	21	阳上	
乾	桂南片	西南小片	富宁(剥隘)	tsʰ	in	31	阳平	乾坤。
亂	桂南片	西南小片	富宁(剥隘)	l	un	22	阳去	
了	桂南片	西南小片	富宁(剥隘)	l	iu	21	阳上	了结。
事	桂南片	西南小片	富宁(剥隘)	s	Ei	22	阳去	
二	桂南片	西南小片	富宁(剥隘)	ȵ	i	22	阳去	
于	桂南片	西南小片	富宁(剥隘)	0	y	31	阳平	
亏	桂南片	西南小片	富宁(剥隘)	kʰʷ	Ei	44	阴平	
五	桂南片	西南小片	富宁(剥隘)	ŋ	ɔ	21	阳上	
井	桂南片	西南小片	富宁(剥隘)	ts	ɯn	33	阴上	
亖	桂南片	西南小片	富宁(剥隘)	ɬ	øi	13	阴去	
亞	桂南片	西南小片	富宁(剥隘)		ia	13	阴去	
亡	桂南片	西南小片	富宁(剥隘)	m	oŋ	31	阳平	
交	桂南片	西南小片	富宁(剥隘)	k	ao	44	阴平	
亥	桂南片	西南小片	富宁(剥隘)	h	ai	21	阳上	
产	桂南片	西南小片	富宁(剥隘)	tsʰ	an	33	阴上	
亨	桂南片	西南小片	富宁(剥隘)	h	ɐŋ	44	阴平	
享	桂南片	西南小片	富宁(剥隘)	s	Eŋ	33	阴上	
京	桂南片	西南小片	富宁(剥隘)	k	ɯn	44	阴平	
亭	桂南片	西南小片	富宁(剥隘)	t	ɯn	31	阳平	
亯	桂南片	西南小片	富宁(剥隘)	s	Eŋ	33	阴上	
亲	桂南片	西南小片	富宁(剥隘)	tsʰ	ɐn	42	阴平	
人	桂南片	西南小片	富宁(剥隘)	ȵ	ɐn	31	阳平	
亿	桂南片	西南小片	富宁(剥隘)		iek	55	上阴入	
什	桂南片	西南小片	富宁(剥隘)	s	əp	22	上阳入	
仁	桂南片	西南小片	富宁(剥隘)	ȵ	ɐn	31	阳平	
仅	桂南片	西南小片	富宁(剥隘)	k	ɐn	33	阴上	
介	桂南片	西南小片	富宁(剥隘)	k	ai	13	阴去	
从	桂南片	西南小片	富宁(剥隘)	ts	oŋ	31	阳平	跟从。
仓	桂南片	西南小片	富宁(剥隘)	tsʰ	aŋ	44	阴平	
仕	桂南片	西南小片	富宁(剥隘)	ɬ	ʅ	22	阳去	
他	桂南片	西南小片	富宁(剥隘)	tʰ	a	44	阴平	
仗	桂南片	西南小片	富宁(剥隘)	ts	Eŋ	13	阴去	
仙	桂南片	西南小片	富宁(剥隘)	ɬ	in	44	阴平	
仝	桂南片	西南小片	富宁(剥隘)	t	ɔŋ	31	阳平	
代	桂南片	西南小片	富宁(剥隘)	t	ai	22	阳去	
令	桂南片	西南小片	富宁(剥隘)	l	ɯn	22	阳去	
以	桂南片	西南小片	富宁(剥隘)	0	i	13	阴去	
仪	桂南片	西南小片	富宁(剥隘)	0	i	31	阳平	
仲	桂南片	西南小片	富宁(剥隘)	ts	oŋ	13	阴去	
件	桂南片	西南小片	富宁(剥隘)	k	in	21	阳上	
任	桂南片	西南小片	富宁(剥隘)		iəm	22	阳去	责任。
仿	桂南片	西南小片	富宁(剥隘)	f	oŋ	33	阴上	相似。
企	桂南片	西南小片	富宁(剥隘)	kʰ	øi	33	阴上	
伍	桂南片	西南小片	富宁(剥隘)	ŋ	ɔ	21	阳上	
伏	桂南片	西南小片	富宁(剥隘)	f	ɷk	33	下阴入	
伐	桂南片	西南小片	富宁(剥隘)	f	at	33	下阴入	
休	桂南片	西南小片	富宁(剥隘)		iou	44	阴平	
会	桂南片	西南小片	富宁(剥隘)	kʰʷ	ai	13	阴去	
伞	桂南片	西南小片	富宁(剥隘)	ɬ	an	13	阴去	
伟	桂南片	西南小片	富宁(剥隘)	w	Ei	21	阳上	
传	桂南片	西南小片	富宁(剥隘)	ts	in	13	阴去	传记。
伤	桂南片	西南小片	富宁(剥隘)	s	Eŋ	44	阴平	
伪	桂南片	西南小片	富宁(剥隘)	w	øi	22	阳去	
伯	桂南片	西南小片	富宁(剥隘)	p	Ek	33	下阴入	
估	桂南片	西南小片	富宁(剥隘)	k	ɔ	33	阴上	估计。
伱	桂南片	西南小片	富宁(剥隘)	n	øi	21	阳上	
伴	桂南片	西南小片	富宁(剥隘)	p	an	21	阳上	
伶	桂南片	西南小片	富宁(剥隘)	l	ɯn	31	阳平	
伸	桂南片	西南小片	富宁(剥隘)	tsʰ	ɐn	44	阴平	
似	桂南片	西南小片	富宁(剥隘)	s	i	22	阳去	
佀	桂南片	西南小片	富宁(剥隘)	s	i	22	阳去	
佈	桂南片	西南小片	富宁(剥隘)	p	ou	13	阳上	
位	桂南片	西南小片	富宁(剥隘)	w	Ei	22	阳去	
低	桂南片	西南小片	富宁(剥隘)	t	Ei	44	阴平	
住	桂南片	西南小片	富宁(剥隘)	ts	øi	22	阳去	
佐	桂南片	西南小片	富宁(剥隘)	ts	a	13	阴去	
余	桂南片	西南小片	富宁(剥隘)	0	y	31	阳平	
佛	桂南片	西南小片	富宁(剥隘)	f	ɐt	22	上阳入	
作	桂南片	西南小片	富宁(剥隘)	ts	ɔ	13	阴去	《广韵》「作」同「做」。
你	桂南片	西南小片	富宁(剥隘)	n	øi	21	阳上	
佩	桂南片	西南小片	富宁(剥隘)	pʰ	œi	13	阴去	
佳	桂南片	西南小片	富宁(剥隘)	k	a	44	阴平	
使	桂南片	西南小片	富宁(剥隘)	s	Ei	33	阴上	
來	桂南片	西南小片	富宁(剥隘)	l	Ei	31	阳平	
侈	桂南片	西南小片	富宁(剥隘)	s	i	33	阴上	奢侈。
例	桂南片	西南小片	富宁(剥隘)	l	oi	22	阳去	
侍	桂南片	西南小片	富宁(剥隘)	s	øi	22	阳去	
供	桂南片	西南小片	富宁(剥隘)	k	ɔŋ	44	阴平	供养。
依	桂南片	西南小片	富宁(剥隘)	ʔ	øi	44	阴平	
侦	桂南片	西南小片	富宁(剥隘)	ts	ɯn	44	阴平	
侧	桂南片	西南小片	富宁(剥隘)	tsʰ	ɐk	33	下阴入	
侨	桂南片	西南小片	富宁(剥隘)	k	iu	31	阳平	
侬	桂南片	西南小片	富宁(剥隘)	n	oŋ	31	阳平	我、你。
侮	桂南片	西南小片	富宁(剥隘)	m	u	31	阳平	
侯	桂南片	西南小片	富宁(剥隘)	h	ou	31	阳平	
侵	桂南片	西南小片	富宁(剥隘)	tsʰ	əm	44	阴平	
係	桂南片	西南小片	富宁(剥隘)	s	i	22	阳去	
促	桂南片	西南小片	富宁(剥隘)	tsʰ	ɷk	33	下阴入	
俄	桂南片	西南小片	富宁(剥隘)	ŋ	a	31	阳平	
俊	桂南片	西南小片	富宁(剥隘)	ts	ɐn	13	阴去	
俗	桂南片	西南小片	富宁(剥隘)	s	ɷk	22	上阳入	
俘	桂南片	西南小片	富宁(剥隘)	f	u	31	阳平	俘虏。
保	桂南片	西南小片	富宁(剥隘)	p	ao	33	阴上	
信	桂南片	西南小片	富宁(剥隘)	ɬ	ɐn	13	阴去	
俭	桂南片	西南小片	富宁(剥隘)	k	im	33	阴上	
修	桂南片	西南小片	富宁(剥隘)	ɬ	ou	44	阴平	
俯	桂南片	西南小片	富宁(剥隘)	f	ou	33	阴上	
俱	桂南片	西南小片	富宁(剥隘)	k	øi	21	阳上	
俸	桂南片	西南小片	富宁(剥隘)	f	ɔŋ	21	阳上	
俻	桂南片	西南小片	富宁(剥隘)	p	øi	22	阳去	
