振	tsɐn3	粵借詞*	B類借詞*								
陣	tin5										
診	tsʰɐn3	粵借詞*	B類借詞*								
疹	tsʰɐn3	粵借詞*	B類借詞*								
枕	tsim3										
榛	tsɐn1	粵借詞*	B類借詞*								
斟	tsim1										
偵	tsɐŋ1										
針	tsɛm1										
砧	tɛm1	∼板	∼板								
真	tsin1										
胗	kin5	鳥類的胃	鳥類的胃								
貞	tsɐŋ1										
珍	tsin1	∼珠	∼珠								
着	tuɵʔ6										
鷓	tsiɛ2	粵借詞	A類借詞								
蔗	tsiɛ4										
浙	tsiɛt6										
者	tsiɛ3										
摺	tsiɛp6										
矺	taʔ6	壓	壓								
折	tsiɛt6										
遮	tsiɛ1										
趙	tsiɛu5										
罩	tsau5										
照	tsiɛu4										
詔	tsiɛu4										
棹	tsau4										
笊	tsau4	∼籬	∼籬								
兆	tsʰiɛu2										
召	tsiɛu4										
沼	tsiu3	粵借詞*	B類借詞*								
找	tsau3										
爪	tsau3										
釗	tsʰiu1	粵借詞*	B類借詞*								
招	tsiɛu1										
賬	tsiɵŋ4										
障	tsiɵŋ4										
脹	tsiɵŋ4										
帳	tsiɵŋ4										
杖	tsiɵŋ5										
仗	tsiɵŋ5										
丈	tiɔŋ5										
漲	tsiɵŋ4										
掌	tsiɵŋ3										
樟	tsiɵŋ1										
彰	tsiɵŋ1										
獐	tsiɵŋ1										
張	tsiɵŋ1	粵借詞	B類借詞								
章	tsiɵŋ1										
棧	tsan5	客∼	客∼								
站	tsam5										
占	tsɛm4										
䁪	tsam3	眨	眨								
盞	tsan3										
斬	tsam3										
展	tsin3	粵借詞*	B類借詞*								
瞻	tsim1	粵借詞*	B類借詞*								
詹	tsim1	粵借詞*	B類借詞*								
粘	tsiɛm1										
沾	tsɛm1										
寨	tsai5										
債	tsuɵ4										
窄	tsak7	粵借詞*	A類借詞*								
齋	tsɛ1										
摘	tiɛʔ6										
榨	tsa6										
摣	tsa1	抓著	抓著								
詐	tsa4	∼傻:裝傻;∼假意:假裝	∼傻:裝傻;∼假意:假裝								
詐	ta4	∼癲:裝瘋;∼嬌:撒嬌;∼假:假裝	∼癲:裝瘋;∼嬌:撒嬌;∼假:假裝								
炸	tsau5										
乍	tsa2	粵借詞*	A類借詞*								
煠	sap8	白灼	白灼								
閘	tsap8										
楂	tsa1										
渣	tsa1										
喳	tsa1										
紮	tsat6										
吒	tsa1										
贈	tsɐŋ5										
憎	tsɛŋ1										
增	tsɐŋ1										
賊	tsʰɛk8										
責	tsak7	粵借詞*	A類借詞*								
灶	tsau4										
藻	tsɐu3	粵借詞*	B類借詞*								
棗	tsɔ3										
蚤	tsou3	粵借詞*	A類借詞*								
早	tsa3										
鑿	tsɔʔ6	名詞	名詞								
鑿	tshɛk6	動詞	動詞								
糟	tsau1	亂∼∼:亂七八糟	亂∼∼:亂七八糟								
遭	tsɐu1	粵借詞*	B類借詞*								
臟	tsɔŋ5										
葬	tsɔŋ5										
髒	tsɔŋ1										
贓	tsɔŋ1										
贊	tsan4										
暫	tsam5										
䭕	tsiɛm3	(味道)淡	(味道)淡								
簪	tsam1										
再	tsɔi5										
載	tsai4										
崽	tsɐi3	同“仔”	同“仔”								
宰	tsɔi3										
仔	tsɐi3	粵借詞	B類借詞								
栽	tsai1	幼苗、魚苗等	幼苗、魚苗等								
災	tsɔi1										
雜	tsap8										
韻	un5										
運	un5										
隕	uɐn3	粵借詞*	B類借詞*								
允	uɐn3	粵借詞*	B類借詞*								
雲	un2										
躍	iɵk7	粵借詞*	A類借詞*								
嶽	ŋɔk7										
樂	ŋɔʔ6	音∼	音∼								
樂	lɔk8	快∼	快∼								
月	ŋuɵt8										
約	iɔʔ6										
願	ŋiɛn5										
院	in2	粵借詞*	A類借詞*								
怨	iɐn4										
遠	ɸuɵn5										
緣	iɐn2										
圓	iɐn2										
園	ɸuɵn2										
原	ŋiɛn2										
元	ŋiɛn2	∼朝	∼朝								
鴛	in1										
淵	in1										
冤	in1	粵借詞*	B類借詞*								
鬱	ut6										
譽	i2	粵借詞*	A類借詞*								
禦	ŋi2	粵借詞*	A類借詞*								
嫗	u3	□au1∼婆:故事中吃人的巫婆	□au1∼婆:故事中吃人的巫婆								
預	i2	粵借詞*	A類借詞*								
愈	i4										
裕	i2	粵借詞*	A類借詞*								
寓	ŋi2	粵借詞*	A類借詞*								
御	ŋi2	粵借詞*	A類借詞*								
喻	i5	粵借詞*	A類借詞*								
遇	ŋi5										
育	iok7	粵借詞*	A類借詞*								
郁	iok8	粵借詞	A類借詞								
芋	uɔ5										
玉	iok8										
語	ŋi3										
與	i3										
雨	ɸuɵ5										
羽	i3										
宇	i3										
予	i3										
与	i3										
輿	i5	粵借詞*	A類借詞*								
餘	i2										
漁	ŋi5	粵借詞*	A類借詞*								
愚	ŋi5	粵借詞*	A類借詞*								
榆	i5	粵借詞*	A類借詞*								
愉	i5	粵借詞*	A類借詞*								
逾	i5	粵借詞*	A類借詞*								
魚	ŋi2										
娛	ŋi5	粵借詞*	A類借詞*								
禺	ŋi2	番∼	番∼								
於	i1										
余	i2										
汙	u1										
淤	i1										
迂	i1										
誘	iu3										
柚	iɐu5										
佑	iu5										
幼	iu4	細	細								
右	iu5										
又	iɐu5										
有	u2	同u5	同u5								
有	u5										
友	iu3										
魷	iu2										
遊	iu2										
油	iu2										
由	iɐu2	從、自	從、自								
優	iɐu1	粵借詞*	B類借詞*								
憂	iu1										
幽	iɐu1	粵借詞*	B類借詞*								
用	ioŋ5										
蛹	ioŋ3										
湧	ioŋ3										
恿	ioŋ3										
涌	tsʰoŋ1										
勇	ioŋ3										
永	uɐŋ3	粵借詞*	B類借詞*								
鱅	soŋ2										
壅	ɛŋ1	壅肥	壅肥								
擁	iɔŋ3										
庸	ioŋ5	粵借詞*	A類借詞*								
應	in4										
應	ɐŋ1										
硬	ŋaŋ5										
映	iɐŋ3										
影	iaŋ3										
贏	hɛŋ2	同iaŋ2	同iaŋ2								
贏	iaŋ2										
蠅	sin2	蚨∼:蒼蠅	蚨∼:蒼蠅								
營	ɐŋ2										
螢	ɐŋ5	粵借詞*	A類借詞*								
瑩	ɐŋ5	粵借詞*	A類借詞*								
熒	ɐŋ5										
盈	ɐŋ5	粵借詞*	A類借詞*								
迎	ŋɐŋ2										
鸚	ɐŋ1										
鷹	ɐŋ1										
纓	ɐŋ1										
鶯	ɐŋ1										
櫻	ɐŋ1										
嬰	ɐŋ1										
英	ɐŋ1										
印	in4										
癮	iɐn3	粵借詞	B類借詞								
隱	iɐn3	粵借詞*	B類借詞*								
飲	am3	飯∼:米湯	飯∼:米湯								
飲	ŋim3	∼水:喝水	∼水:喝水								
蚓	iɐn3	粵借詞*	B類借詞*								
引	in3										
尹	uɐn3	粵借詞*	B類借詞*								
銀	nun2										
欽	iɐm1	粵借詞*	B類借詞*								
陰	im1										
殷	iɐn1	粵借詞*	B類借詞*								
姻	iɐn1	粵借詞*	B類借詞*								
音	im1										
茵	iɐn1	粵借詞*	B類借詞*								
因	in1										
議	ŋi3										
譯	ɐk8										
藝	ŋiɛ5										
翼	ɐk8	雞∼:雞翅膀	雞∼:雞翅膀								
翼	sip8	單用時	單用時								
墿	tuɵʔ6	路	路								
誼	ŋi5										
億	ɐk8	粵借詞	A類借詞								
義	ŋi2	粵借詞*	A類借詞*								
意	i4										
肄	i2	粵借詞*	A類借詞*								
異	i5										
益	ɐk6										
疫	ɐk7	粵借詞*	A類借詞*								
易	ɐk8	交∼	交∼								
易	i5	∼易	∼易								
役	uɐk7										
抑	ŋɐk8	粵借詞*	A類借詞*								
亦	ɐk7	粵借詞*	A類借詞*								
蟻	ŋiɛ5										
椅	ia3										
倚	kʰiɛ5	站立	站立								
以	i3										
已	i3										
乙	it7	粵借詞*	A類借詞*								
儀	ŋi5	粵借詞*	A類借詞*								
疑	ŋi2										
移	iɵ2	同ia2	同ia2								
移	ia2										
姨	i1										
宜	ŋi5	粵借詞*	A類借詞*								
夷	i5	粵借詞*	A類借詞*								
醫	i1										
壹	it6										
揖	ŋɐp6										
依	i1										
衣	i1										
伊	i1										
一	ɔ2	同a2	同a2								
一	it6	第∼	第∼								
一	a2	∼個	∼個								
業	ŋiɛp8										
液	ɐk7	粵借詞	A類借詞								
頁	hiɛp8	一∼	一∼								
夜	ia5										
野	ia3										
冶	iɛ3										
也	ia3										
爺	ia2	老∼	老∼								
椰	ia2										
鑰	iɔk7	粵借詞*	A類借詞*								
藥	iɔʔ6										
要	iu4										
咬	ka5										
搖	ŋiɛu2										
肴	ŋau2	豬肉	豬肉								
邀	iu1	粵借詞*	B類借詞*								
腰	iɐu1										
妖	iu1										
妖	iu3										
幺	iu1	∼九:一九,粵借詞	∼九:一九,粵借詞								
樣	iɔŋ5										
癢	iɔŋ3										
養	iɔŋ3										
氧	iɔŋ3										
仰	ɔŋ3										
楊	iɔŋ2										
揚	iɔŋ2										
陽	iɔŋ2										
洋	iɔŋ2										
羊	iɔŋ2										
鴦	iɔŋ1										
秧	ɔŋ1										
殃	iɔŋ1										
央	ɔŋ1	厝當∼:大廳	厝當∼:大廳								
驗	ŋiɛm5										
燕	iɐn4										
厭	iɐm4										
雁	ŋɛn5										
硯	iɐn4	~月:硯	~月:硯								
晏	an4	晚	晚								
咽	in1										
厴	iɐm4	尿∼:尿布	尿∼:尿布								
演	in3	粵借詞*	B類借詞*								
眼	ŋɛn3	龍∼:桂圓	龍∼:桂圓								
眼	ŋan3										
掩	ɛm3										
衍	in3	粵借詞*	B類借詞*								
鹽	iɐm2										
簷	siɛm2										
嚴	ŋim2										
顏	ŋan5	粵借詞*	A類借詞*								
研	ŋɛn3										
岩	ŋam2										
言	ŋiɛn2										
芫	iɐn5	∼茜:香菜	∼茜:香菜								
延	iɐn2										
閹	iɐm1										
醃	iɐp6										
煙	in1										
淹	im1										
亞	a2	粵借詞*	A類借詞*								
雅	ŋa3										
啞	a3										
衙	ŋa2										
崖	ŋai5	粵借詞*	A類借詞*								
蚜	ŋa2										
芽	ŋa2										
牙	ŋa2										
壓	ɛt6										
鴨	ap6										
鴉	a1										
押	ɛt6										
訓	kʰun4										
殉	sɐn1	粵借詞*	B類借詞*								
巡	tsʰun2										
勳	fɐn1	粵借詞*	B類借詞*								
熏	uɐn1	粵借詞*	B類借詞*								
血	hɛt6										
雪	siɛt6										
學	hɔʔ6										
薛	siɛt6										
靴	huɵ1										
削	suɵʔ6	薄∼:薄	薄∼:薄								
眩	hin2	暈	暈								
癬	tsʰiɛn3										
選	siɛn3										
懸	kɛn2	高	高								
玄	hin5	粵借詞	A類借詞								
喧	hin1										
軒	hin1	粵借詞*	B類借詞*								
宣	sin1	粵借詞*	B類借詞*								
續	tsok8										
緒	si3										
婿	sai4										
徐	tsʰi2										
鬚	su1										
需	si1										
墟	hi1	集市	集市								
須	si1										
虛	hi1										
戌	sut6										
繡	siu4										
袖	tsiu5										
烌	ɸu1	灰	灰								
羞	siu1										
修	siu1										
休	hiɛu1										
熊	hoŋ2										
雄	ɛŋ1										
胸	hoŋ1										
洶	hoŋ1										
匈	hoŋ1										
兄	hɐŋ1										
凶	hoŋ1										
興	hɐŋ4	高∼	高∼								
興	hɐŋ1	∼隆	∼隆								
姓	saŋ4										
性	saŋ4										
擤	sin4										
醒	tsʰaŋ3										
型	hɐŋ2										
形	hɐŋ2										
行	kiɛŋ2	走路	走路								
行	hɔŋ2	銀∼	銀∼								
刑	ɐŋ2										
腥	sɐŋ1										
猩	sɐŋ1										
星	sɐŋ1										
信	sin4										
囟	sin4	腦∼:囟門	腦∼:囟門								
薪	sɐn1	粵借詞*	B類借詞*								
鋅	sɐn1	粵借詞*	B類借詞*								
新	sin1										
欣	hin1										
辛	sin1										
芯	sim1										
心	sim1										
蟹	hɛ5										
謝	tsiɛ5										
械	hai2	粵借詞*	A類借詞*								
卸	siɛ4										
寫	siɛ3										
鞋	ɛ2										
斜	tsʰiɛ2										
脅	hiɛp8										
協	hiɛp8										
邪	tsʰiɛ2										
歇	hiɛt6	∼nai5:休息	∼nai5:休息								
些	siɛ1										
效	hau4										
笑	tsʰiɛu4										
哮	hau1										
校	hau2	學∼，粵借詞	學∼，A類借詞								
校	kau2	∼對，粵借詞	∼對，A類借詞								
肖	siɛu1	由“蕭”改姓而成	由“蕭”改姓而成								
孝	hau4										
曉	hiɛu3										
小	siɛu3										
囂	hiu1	粵借詞*	B類借詞*								
簫	siɛu1										
蕭	siɛu1	老~:姓蕭的	老~:姓蕭的								
銷	siu1	粵借詞*	B類借詞*								
硝	siu1	粵借詞*	B類借詞*								
宵	siɛu1										
消	siɛu1										
嚮	hiɵŋ4										
橡	tsiɵŋ5										
像	tsiɵŋ5										
項	hɔŋ5										
象	tsiɵŋ5										
巷	hɔŋ5										
向	hiɵŋ4										
響	hiɵŋ3										
想	siɵŋ3										
享	hiɵŋ3										
詳	tsʰiɵŋ2										
箱	siɵŋ1										
湘	siɵŋ1										
廂	siɵŋ1										
鄉	hiɵŋ1										
香	hiɵŋ1										
相	siɵŋ1										
相	siɵŋ4										
餡	am5										
縣	kɛn5										
線	siɛn4										
現	hiɛn5										
陷	ham5										
莧	hiɛn3	馬齒∼	馬齒∼								
限	han5										
顯	hiɛn3										
䘆	hɔn3	猴∼:蚯蚓	猴∼:蚯蚓								
險	hiɛm3										
蜆	hiɛn3										
跣	siɛn4	滑、滑倒	滑、滑倒								
冼	sin3	粵借詞*	B類借詞*								
賢	hiɛn2										
銜	kam2										
嫌	ɛm2										
閑	ɛn2										
弦	hiɛn2										
鮮	tsʰiɛn1	生∼:新鮮	生∼:新鮮								
鮮	siɛn1										
暹	tsʰiɛm1	∼羅	∼羅								
掀	hin1	粵借詞*	B類借詞*								
秈	sin1	粵借詞*	B類借詞*								
先	sɛn1										
仙	siɛn1										
夏	ha5										
下	ha5	∼秧	∼秧								
下	a5										
霞	a5	嵐∼:嵐霞村	嵐∼:嵐霞村								
暇	ha5	粵借詞*	A類借詞*								
狹	ɛp8	窄	窄								
匣	hap8										
蝦	ha2										
戲	kʰi4										
細	sɛ4										
係	hɐi5										
喜	kʰi3	恭∼	恭∼								
徙	sai3	粵借詞*	B類借詞*								
洗	sɛ3										
蓆	tsʰuɵʔ6	席子	席子								
席	tsʰuɵʔ6	席子	席子								
席	tsɐk8	量词	量词								
犧	hi1										
曦	hi1										
蟋	si1										
錫	sɐk6										
樨	sɐi1	欒∼	欒∼								
熄	sɐk6										
熙	hi1										
溪	kʰɛ1	河∼墿:銀河	河∼墿:銀河								
犀	sɐi1	粵借詞*	B類借詞*								
粞	tsʰɛ4	米粉末	米粉末								
稀	hi1										
惜	tsʰiɛʔ6	疼愛	疼愛								
悉	sɐk8	粵借詞*	A類借詞*								
息	sɐk6										
析	sɐk8	粵借詞*	A類借詞*								
昔	sɐk8	粵借詞*	A類借詞*								
希	hi1										
西	sɛ1										
霧	mu4										
塢	u1										
務	muɵ5										
物	muɵt8	儂∼:人物	儂∼:人物								
鵡	mu3										
舞	mu3										
侮	mu3										
武	mu3										
仵	ŋ3	∼作佬:仵工	∼作佬:仵工								
伍	ŋ3										
午	ŋ3										
五	ŋ5										
無	mɔ2										
唔	m5	不	不								
吳	ŋ2										
嗚	u1										
烏	u1										
屋	ok8	粵借詞	A類借詞								
齷	ɔ2	∼□lou33:骯髒	∼□lou33:骯髒								
臥	ŋɔ2	粵借詞*	A類借詞*								
沃	uɔʔ6	∼澹:淋濕	∼澹:淋濕								
我	ua3										
蝸	uɔ1										
窩	uɔ1										
渦	uɔ1										
甕	ɛŋ4										
翁	ɛŋ1	男性;雄性	男性;雄性								
揾	uɐn3	找	找								
問	mun4										
穩	un3										
紊	uɐn3	粵借詞*	B類借詞*								
吻	mɐn3	粵借詞*	B類借詞*								
聞	mɐn2	粵借詞	B類借詞								
紋	mɐn2	粵借詞	B類借詞								
蚊	mɐn1	粵借詞	B類借詞								
文	muɵn2	南∼:南文村	南∼:南文村								
瘟	un1										
溫	uɐn1	粵借詞*	B類借詞*								
喂	uɐi53	特殊聲調	特殊聲調								
喂	uɐi3										
胃	uɐi5										
畏	ui4										
味	mi5										
位	ui5										
未	muɵi5										
緯	uɐi3	粵借詞*	B類借詞*								
葦	uɐi3	粵借詞*	B類借詞*								
偉	uɐi3	粵借詞*	B類借詞*								
委	uɐi3	粵借詞*	B類借詞*								
尾	muɵi3										
圍	ui2										
韋	uɐi3	粵借詞*	B類借詞*								
為	ui2										
圩	hi1	同“墟”,集市,隆圩:隆圩村	同“墟”,集市,隆圩:隆圩村								
煨	ui1										
微	mi2	雨∼囝:毛毛雨	雨∼囝:毛毛雨								
威	uɐi1	粵借詞	B類借詞								
危	ŋɐi2										
望	mɔŋ5										
旺	uɔŋ5										
忘	uɔŋ5										
網	mɔŋ3										
往	uɔŋ3										
枉	uɔŋ3										
王	uɔŋ2										
亡	mɔŋ2										
汪	uɔŋ1										
尪	uɔŋ5	∼病:生病	∼病:生病								
萬	mɛn5										
碗	uɐn3										
晚	man3										
挽	uan3										
頑	ŋɛn2										
玩	ŋun2										
完	iɐn2										
丸	uɐn2										
灣	uɐn1										
彎	uɐn1										
外	ŋiɛ5										
歪	uɐi1										
襪	mɛt8										
瓦	ŋuɵ5										
娃	ua1										
窪	ua1										
蛙	ua1										
橢	tʰɔ3										
妥	tʰɔ3										
駝	tʰɔ2										
馱	tɔ2	扛	扛								
陀	tʰɔ2	懷揣,∼表:懷錶	懷揣,∼表:懷錶								
佗	tʰɔ5	粵借詞*	A類借詞*								
脫	tʰɔt6										
拖	tʰuɵ1										
托	tʰɔʔ6										
吞	tʰɔn1										
褪	tʰɔŋ4										
退	tʰɔi4										
腿	tʰai3										
推	tʰɔi1										
團	tʰɔn2										
兔	tʰu4										
吐	tʰu4										
土	tʰu3										
圖	tʰu2										
塗	tʰu2	泥土	泥土								
屠	tʰu5	粵借詞*	A類借詞*								
途	tʰu2										
徒	tʰu2										
突	tɐt8										
禿	tʰok8										
凸	tɐt8										
透	tʰau4										
㪗	tʰau3	∼氣:呼吸	∼氣:呼吸								
頭	tʰau2										
投	tʰau2										
偷	tʰau1										
痛	tʰiɛŋ4										
統	tʰoŋ3										
筒	tɛŋ2										
桶	tʰɛŋ3										
捅	tʰoŋ3										
潼	tsʰoŋ1	涌本字	涌本字								
銅	tɛŋ2										
桐	tɛŋ2	∼油	∼油								
同	tɛŋ2	∼學	∼學								
同	tɐŋ2										
通	tʰoŋ1										
艇	tʰɛŋ3										
挺	tʰɐŋ3										
停	tʰɐŋ2										
庭	tiɛŋ2	地∼:場院	地∼:場院								
亭	tɐŋ2										
廷	tʰɐŋ2										
廳	tʰiɛŋ1										
聽	tʰiɛŋ1										
听	tʰiɛŋ1										
鐵	tʰiɛt6										
貼	tʰɛp6										
帖	tʰɛp6										
糶	tʰiu4	粵借詞	B類借詞								
跳	tiɛu4										
條	tɛu2										
挑	tʰiɛu1										
填	tiɛn2										
甜	tɛm2										
添	tʰiɛm1										
天	tʰiɛn1										
替	tʰɛ4										
惕	tʰɐk8	粵借詞*	A類借詞*								
剃	tʰiɛ4										
體	tʰɛ3										
題	tɛ2										
蹄	tɛ2										
啼	tʰiɛ2										
提	tɛ2										
銻	tʰɐi1	鋁,粵借詞	鋁,B類借詞								
踢	tʰɐk6										
梯	tʰai1										
藤	tin2										
特	tɐk8										
套	tʰɔ4										
討	tʰɔ3										
桃	tʰɔ2										
滔	tʰɐu1	粵借詞*	B類借詞*								
燙	tʰɔŋ4	∼斗:熨斗	∼斗:熨斗								
躺	tʰɔŋ3										
淌	tʰɔŋ3										
帑	tʰɔŋ3										
糖	tʰɔŋ2										
膛	tʰɔŋ5	粵借詞*	A類借詞*								
塘	tɔŋ2										
棠	tʰɔŋ2										
堂	tɔŋ2										
唐	tʰɔŋ2										
湯	tʰɔŋ1										
歎	tʰan4										
探	tʰam4										
炭	tʰan4										
毯	tʰan3										
坦	tʰan3										
譚	tʰam2										
檀	tʰan5	粵借詞*	A類借詞*								
壇	tʰan2	神壇、道壇	神壇、道壇								
潭	tʰam2	水∼	水∼								
談	tʰam2										
痰	tʰam2										
癱	tʰan3										
灘	tʰan1										
攤	tʰan1										
貪	tʰam1										
坍	tʰan1										
態	tʰai2	粵借詞*	A類借詞*								
泰	tʰai2	粵借詞*	A類借詞*								
太	tʰai4										
檯	tʰɔi2										
颱	tʰai1										
臺	tʰɔi2										
苔	tʰɔi2										
抬	tɔi2										
台	tʰɔi2										
胎	tʰɔi1										
踏	tap6										
鰨	tʰap8	∼沙:舌鰨	∼沙:舌鰨								
塔	tʰap6										
她	tʰa1										
它	tʰa1										
他	tʰa1										
鎖	sɔ3										
瑣	sɔ3										
索	sɔʔ6										
所	sɔ3										
縮	sok6										
蓑	sɔ1	∼衣	∼衣								
梭	sɔ1										
損	sɔn3	受傷	受傷								
筍	sun3										
孫	sɔn1										
歲	sui4										
碎	sui4										
隨	tsui2										
雖	sui1										
荽	sɛ1	芫∼:香菜	芫∼:香菜								
算	sɔn4										
蒜	sɔn4										
酸	sɔn1										
肅	sok8	粵借詞*	A類借詞*								
塑	su2	∼像，粵借詞*	∼像，A類借詞*								
塑	sɔk7	∼膠，粵借詞*	∼膠，A類借詞*								
訴	su4										
粟	tsʰuɵʔ6	穀子	穀子								
宿	sok8	酸臭味;食物放臭了	酸臭味;食物放臭了								
宿	sok8	粵借詞*	A類借詞*								
速	tsʰok6										
素	su4										
俗	sok6	粵借詞*	A類借詞*								
蘇	su1										
穌	su1										
酥	su1										
甦	su1										
搜	sɐu3	粵借詞*	B類借詞*								
頌	soŋ5	穿衣服	穿衣服								
送	sɛŋ4										
宋	sɛŋ4	∼朝	∼朝								
鬆	soŋ1										
松	tsʰoŋ5										
飼	tsʰi4	喂	喂								
肆	si4										
四	si4										
死	si3										
鷥	si1										
撕	si1										
絲	si1										
斯	si1										
思	tsʰu4	意∼	意∼								
思	su1	∼疑:懷疑	∼疑:懷疑								
私	su1										
司	si1										
說	siɛt6										
順	sun5										
睡	sɐi5										
稅	suɵi4										
水	tsui3										
爽	sɔŋ3										
雙	siɵŋ1										
霜	siɵŋ1										
栓	sɔn1	門∼	門∼								
閂	san1										
蟀	sɐt8	粵借詞	A類借詞								
衰	sui1										
耍	sa3										
刷	tsʰat6										
樹	tsʰiu5										
數	su4	數∼	數∼								
數	su3	∼數	∼數								
豎	si5	粵借詞	A類借詞								
術	sut8										
沭	mok7	粵借詞*	A類借詞*								
束	tsʰok6										
戍	tsʰuɵ4	屋子	屋子								
屬	sok8										
薯	si2										
鼠	tsʰi3										
署	si3										
黍	si3										
暑	si3										
贖	sok8										
熟	sok8										
輸	suɵ1										
樞	si1										
蔬	sɔ1										
疏	si1										
舒	su1										
梳	si1										
書	si1										
殊	si5	粵借詞*	A類借詞*								
叔	tsok6										
抒	si1										
壽	siu5										
受	siu5										
首	tsʰiu3	∼先	∼先								
守	siu3										
手	tsʰiu3										
收	siu1										
匙	siɛ2	鎖∼:鑰匙	鎖∼:鑰匙								
釋	sɐk8	粵借詞*	B類借詞*								
適	sɐk8	粵借詞*	A類借詞*								
試	si4										
