#i		
ts	[2]脐诸钱[3]紫姊子旨指{～导}止趾址[5]制智致稚至置志挤祭聚煎箭痣[4]舌治舐{“舔”的本字}[1]之蜘肢脂芝痴知{文}支{文}枝{文}[9]际济荠剂滞痔	
dz	[2]夷遗矣已以渔余娱盂逾羽移如[3]儒迂语与宇禹雨{文}[5]喻[4]易异遇[1]二贰[9]榆愉御豫预愈输寓玉	
∅	[2]姨圆[3]椅[5]意[1]医依淤尹伊{“她他它”的本字}衣砚[9]亿	
b	[2]迷谜[3]米{～饭}[1]味	
ɓ	[3]彼比[5]痹[4]弊箅篦备被{～动}[1]蓖鞭边{白}[9]憋蔽敝币毙闭陛婢避庇	
m	[2]糜靡楣媚[3]米{千～}[1]面[9]□{东西}物{东西}	
ɸ	[2]鄙秕枇琵胚裴疲脾痞[3]疕{伤口结的痂}[1]鼻[9]屁	
t	[2]匙时莳始[3]死[5]四世势扇肆[4]是豉氏[1]丝施尸诗思{白}[9]示{表～}逝寺视恃侍□{些，原文作“些”}泄	
ɗ	[2]迟抵[5]帝戴{白}[4]碟弟地[9]蒂涕	
n	[2]弥泥倪霓尼拟[3]女[1]呢□{原文认为是“乳”的白读}[9]腻匿	
l	[2]璃离篱梨旅[3]礼履李理鲤里[5]丽{美～}励[4]厉利[1]隶吏[9]蜊痢栗泣虑滤丽{文}荔{文}	
s	[2]瓷茨池驰踟持齿玺粟雏黍徐迟{姓氏“迟”}[3]取使{大～}处[5]鹧刺次试娶趣肆{放～}伺[4]市序[1]奢资姿咨疵疵斯撕{原文作擘，认为是“撕”的本字}厮私司思{文}蛳饲狮妻凄栖兮储舒殊趋需绪腮鳃师犀{～利}书{文，用在名字中}须{必～}鲜{海～}[9]戍柿竖树{文}	
k	[2]祀棋旗杞[3]己纪矩举几{茶～}[5]计见记{“痣”的本字}季{姓氏“季节”}[4]忌俱据具惧妓[1]肌基机讥饥居拘驹支{白，一～笔}枝{白，一～花}[9]稽继技冀既企{～业}巨拒距剧渠瞿	
ŋ	[2]宜仪疑沂谊[4]义议[9]艺蚁	
x	[2]啼奇{～怪}期岐歧祁麒祈其[3]体起岂企{～图}[5]剃器气{文}[1]欺枢区驱天{～空}[9]弃铁嚏	
ɦ	[2]年[3]嬉喜[5]戏[4]系耳[1]奚牺熙希稀虚嘘于[9]芋{文}	
#u		
∅	[2]伍[4]有{白}[1]污坞污乌	
b	[2]侮无[3]武鹉[4]戊	
ɓ	[2]□{量词，一～，表示一堆，原文作“墩”}[5]怖[4]部[1]孵[9]步{文}	
m	[2]馍巫诬[5]漠幕雾[4]务[9]暮慕募睦	
ɸ	[2]捕蒲脯葡圃普浦俘符芙浮甫脯抚辅扶泅[3]谱府腑俯腐{文}[5]赴富[4]付咐赋附驸副{～班长}负妇[1]肤夫敷麸脬[9]傅讣	
