汉字	拼音	注释											
多	tɔ1												
他	tʰa1												
舵	tʰɔ6												
大	tʰai6												
拖	tʰɔ1												
駝	tʰɔ2												
陀	tʰɔ2												
馱	tʰɔ2	～打，～骂											
挪	nɔ2												
羅	lɔ2	打～个：指街头混混											
鑼	lɔ2												
籮	lɔ2												
左	tsɔ3												
佐	tsɔ3												
佐	tsɔ6	～料											
做	tsɔ5												
搓	tsʰɔ1												
搓	tsʰɛ6	训											
娑	sɔ1												
歌	kɔ1												
哥	kɔ1												
個	kɔ5												
個	kɔ3	近指											
□	i5	远指											
□	uɛi3	极远指											
軻	kʰɔ1												
可	kʰɔ3												
蛾	ŋɔ2												
鵝	ŋɔ2												
俄	ŋɔ2												
我	ŋɒ3												
餓	ŋɔ6												
何	xɔ2												
河	xɔ2												
荷	xɔ2	～包											
苛	kʰɔ1												
荷	xɔ6												
賀	xɔ6	姓											
阿	ŋɔ1	～胶，～弥陀佛											
阿	a1												
茄	kɒ1	雪～											
波	pɔ1												
簸	pɔ5	～箕											
播	pɔ1												
頗	pʰɔ1												
坡	pɔ1												
玻	pɔ1												
婆	pʰɔ2												
魔	mɔ2												
磨	mɔ2	动词											
摩	mɔ2												
磨	mɔ6	名词											
朵	tɔ1	一～											
朵	tɛu0	耳～											
躲	tɔ3												
剁	tɔ5												
妥	tʰɔ3												
唾	tʰɔ5												
惰	tʰɔ6												
墮	tʰɔ6												
糯	nɔ6	～米											
騾	lɔ2												
螺	lɔ2												
腡	lɔ2	圆形指纹											
裸	lɔ3												
坐	tsʰɔ6												
座	tsʰɔ6												
蓑	sɔ1												
梭	sɔ1												
唆	sɔ1												
鎖	sɔ3												
瑣	sɔ3												
鍋	uɔ3												
過	kɔ5	～去											
過	ku5	～年											
戈	kɔ1												
果	ku3	水～，～子											
裹	ku3	～粽儿											
科	kʰɔ1												
棵	kʰɔ1												
窠	kʰɔ1	动物的窝											
顆	kʰɔ1												
課	kʰɔ5												
訛	ŋɔ2												
臥	ŋɔ6												
火	xuɔ1												
夥	xuɔ1	～计											
貨	xuɔ5												
禾	uɔ2	水稻											
和	uɔ2	～尚											
和	xuɔ2	～平											
禍	xuɔ6												
和	xu2	和牌											
倭	uɔ1												
窩	uɔ1												
靴	ɕiɒ1												
巴	pɒ1												
疤	pɒ1												
芭	pɒ1												
把	pa3	给，嫁											
爸	pɒ5												
垻	pɒ5												
霸	pɒ5												
怕	pʰɒ5												
琶	pʰɒ2												
爬	pʰɒ2												
麻	mɒ2												
蟆	mɒ0	蛤～											
媽	mɒ3												
馬	mɒ3												
碼	mɒ3												
罵	mɒ6												
拿	nɒ2												
茶	tsʰɒ2												
搽	tsʰɒ2												
查	tsʰɒ2												
渣	tsɒ2												
詐	tsɒ5												
榨	tsɒ5												
炸	tsɒ5												
叉	tsʰɒ1												
杈	tsʰɒ1												
差	tsʰɒ1												
差	tsʰɿ1	参差											
岔	tsʰɒ5												
汊	tsʰɒ5	道～：地名											
查	tsɒ1	姓											
乍	tsɒ5												
沙	sɒ1												
紗	sɒ1												
灑	sɒ3												
嘉	kɒ1												
家	kɒ1												
傢	kɒ1												
加	kɒ1												
假	kɒ3												
賈	kɒ3												
稼	kɒ5												
價	kɒ5												
架	kɒ5												
駕	kɒ5												
嫁	kɒ5												
牙	ŋɒ2												
芽	ŋɒ2												
衙	ŋɒ2												
雅	ŋɒ3												
訝	ŋɒ6												
蝦	xɒ1	～儿											
嚇	xa6												
霞	xɒ2												
下	xɒ6												
夏	xɒ6												
廈	xɒ6												
鴉	ŋɒ1												
啞	ŋɒ3												
亞	ŋɒ5												
姐	tɕiɒ3												
借	tɕiɒ5												
且	tɕʰiɒ1												
褯	tɕʰiɒ6	尿片											
些	ɕi5												
寫	ɕiɒ1												
邪	ɕiɒ2												
邪	tɕʰiɒ2	疯											
斜	tɕʰiɒ2												
謝	ɕiɒ6												
謝	tɕʰiɒ6	姓											
爹	tiɛ1	～～：父亲（面称）											
爹	tiɒ1	～～：祖父											
遮	tsɒ1												
者	tsɒ3												
蔗	tsɒ5												
車	tsʰɒ1												
車	tɕy1	车马炮											
扯	tsʰɒ3												
蛇	sɒ2												
□	sɒ2	看守											
射	sɒ6												
奢	sɒ1												
賒	sɒ1												
捨	sɒ1												
赦	sɒ5												
舍	sɒ5												
社	sɒ6												
惹	iɒ3												
耶	iɒ2	～稣											
椰	iɒ2												
爺	iɒ2	父亲（背称）											
也	ia3												
野	iɒ3												
夜	iɒ6												
傻	sɒ3												
瓜	kuɒ1												
寡	kuɒ3												
跨	kʰɒ2												
胯	kʰɒ5												
娃	uɒ2												
瓦	uɒ3												
花	xuɒ1												
化	xuɒ5												
華	xuɒ2												
華	xuɒ6												
蛙	uɒ2												
補	pu3												
譜	pu3												
布	pu5												
佈	pu5												
鋪	pʰu1												
普	pʰu3												
浦	pʰu3												
鋪	pʰu5												
怖	pu5												
菩	pʰu2	～萨											
蒲	pʰu2	～扇											
脯	pʰu2	胸～											
脯	pʰu3	果～											
部	pʰu6												
簿	pʰu6												
步	pʰu6												
捕	pʰu6												
模	mu2												
暮	mu6												
墓	mu6												
募	mu6												
慕	mu6												
都	tu1												
堵	tu3												
賭	tu3												
肚	tu3	单说											
肚	tʰu6												
妒	tu5												
蠹	tu5												
土	tʰu3												
