cid	character	initial	final	tone	note
1	多	t	o	35	
2	拖	th	o	35	
3	大	t	a	213	
4	锣	l	o	31	
5	左	ts	o	342	
6	歌	k	o	35	
7	个	k	o	213	
8	可	kh	o	342	
9	鹅	∅	o	31	
10	饿	∅	o	213	
11	河	x	o	31	
12	茄	tɕh	ye	31	
13	破	ph	o	213	
14	婆	ph	o	31	
15	磨	m	o	31	
16	磨	m	o	213	
17	躲	t	o	342	
18	螺	l	o	31	
19	坐	ts	o	213	
20	锁	s	o	342	
21	果	k	o	342	
22	过	k	o	213	
23	课	kh	o	213	
24	火	x	o	342	
25	货	x	o	213	
26	祸	x	o	213	
27	靴	ɕ	ye	35	
28	把	p	a	342	
29	爬	ph	a	31	
30	马	m	a	342	
31	骂	m	a	213	
32	茶	tsh	a	31	
33	沙	s	a	35	
34	假	tɕ	ia	342	
35	嫁	tɕ	ia	213	
36	牙	∅	ia	31	
37	虾	ɕ	ia	35	
38	下	ɕ	ia	213	
39	夏	ɕ	ia	213	
40	哑	∅	ia	342	
41	姐	tɕ	ie	342	
42	借	tɕ	ie	213	
43	写	ɕ	ie	342	
44	斜	ɕ	ie	31	
45	谢	ɕ	ie	213	
46	车	tsh	e	35	
47	蛇	s	e	31	
48	射	s	e	213	
49	爷	∅	ie	31	
50	野	∅	ie	342	
51	夜	∅	ie	213	
52	瓜	k	ua	35	
53	瓦	∅	ua	342	
54	花	x	ua	35	
55	化	x	ua	213	
56	华	x	ua	31	
57	谱	ph	u	342	
58	布	p	u	213	
59	铺	ph	u	35	
60	簿	p	u	213	
61	步	p	u	213	
62	赌	t	u	342	
63	土	th	u	342	
64	图	th	u	31	
65	杜	t	u	213	
66	奴	l	u	31	
67	路	l	u	213	
68	租	ts	u	35	
69	做	ts	u	213	
70	错	tsh	o	213	
71	箍	kh	u	35	
72	古	k	u	342	
73	苦	kh	u	342	
74	裤	kh	u	213	
75	吴	∅	u	31	
76	五	∅	u	342	
77	虎	x	u	342	
78	壶	x	u	31	
79	户	x	u	213	
80	乌	∅	u	35	
81	女	l	y	342	
82	吕	l	y	342	
83	徐	ɕ	y	31	
84	猪	ts	u	35	
85	除	tsh	u	31	
86	初	tsh	u	35	
87	锄	tsh	u	31	
88	所	s	o	342	
89	书	s	u	35	
90	鼠	s	u	342	
91	如	z	u	31	
92	举	tɕ	y	342	
93	锯	tɕ	y	213	
94	去	kh	e	213	又
94	去	tɕh	ie	213	又
95	渠	tɕh	y	31	
96	鱼	∅	y	31	
97	许	ɕ	y	342	
98	余	∅	y	31	
99	府	x	u	342	
100	付	x	u	213	
101	父	x	u	213	
102	武	∅	u	342	
103	雾	∅	u	213	
104	取	tɕh	y	342	
105	柱	ts	u	213	
106	住	ts	u	213	
107	数	s	u	342	
108	数	s	u	213	
109	主	ts	u	342	
110	输	s	u	35	
111	竖	s	u	213	
112	树	s	u	213	
113	句	tɕ	y	213	
114	区	tɕh	y	35	
115	遇	∅	y	213	
116	雨	∅	y	342	
117	芋	∅	y	213	
118	裕	∅	y	213	
119	胎	th	ai	35	
120	台	th	ai	31	
121	袋	t	ai	213	
122	来	l	ai	31	
123	菜	tsh	ai	213	
124	财	tsh	ai	31	
125	该	k	ai	35	
126	改	k	ai	342	
127	开	kh	ai	35	
128	海	x	ai	342	
129	爱	ŋ	ai	213	
130	贝	p	ei	213	
131	带	t	ai	213	
132	盖	k	ai	213	
133	害	x	ai	213	
134	拜	p	ai	213	
135	排	ph	ai	31	
136	埋	m	ai	31	
137	戒	k	ai	213	白
137	戒	tɕ	iai	213	文
138	摆	p	ai	342	
139	派	ph	ai	213	
140	牌	ph	ai	31	
141	买	m	ai	342	
142	卖	m	ai	213	
143	柴	tsh	ai	31	
