花	fa33												
化	fa33												
块	fai33												
快	fai33												
犯	fan21												
饭	fan21												
翻	fan33												
反	fan55												
罚	fat21												
法	fat55												
发	fat55												
缚	fɔk21												
房	fɔŋ22												
防	fɔŋ22												
慌	fɔŋ33												
方	fɔŋ33												
放	fɔŋ33												
纺	fɔŋ55												
裤	fu21												
户	fu21												
付	fu21												
父	fu21												
妇	fu21												
富	fu33												
副	fu33												
苦	fu55												
虎	fu55												
府	fu55												
课	fua33												
货	fua33												
火	fua55												
灰	fuai33												
宽	fuan33												
欢	fuan33												
阔	fuat33												
肥	fui22												
肺	fui33												
飞	fui33												
费	fui33												
服	fʊk21												
福	fʊk55												
粪	fun21												
坟	fun22												
婚	fun33												
分	fun33												
熏	fun33												
粉	fun55												
凤	fʊŋ21												
缝	fʊŋ22												
风	fʊŋ33												
丰	fʊŋ33												
封	fʊŋ33												
蜂	fʊŋ33												
佛	fut21												
虾	ha21												
下	ha21												
夏	ha21												
系	hai21												
鞋	hai22												
梯	hai33												
剃	hai33												
蟹	hai55												
刻	hak55												
黑	hak55												
客	hak55												
潭	ham21												
含	ham22												
咸	ham22												
贪	ham33												
淡	ham33	tam21											
喊	ham33												
限	han21												
恨	han21												
弹	han22												
炭	han33												
毯	han55												
藤	haŋ22												
行	haŋ22												
坑	haŋ33												
肯	haŋ55												
盒	hap21												
塔	hap55												
瞎	hat33												
鹤	hɔk21												
壳	hɔk21												
学	hɔk21												
托	hɔk55	hɔk33											
项	hɔŋ21												
糖	hɔŋ22												
降	hɔŋ22												
汤	hɔŋ33												
糠	hɔŋ33												
后	hei21												
厚	hei21												
头	hei22												
偷	hei33												
休	hei33												
口	hei55												
戏	hi33												
器	hi33												
气	hi33												
希	hi33												
喜	hi55												
靴	hia33												
吃	hiak33												
向	hiaŋ33												
轻	hiaŋ33	hɪŋ33											
厅	hiaŋ33												
听	hiaŋ33	hɪŋ33											
响	hiaŋ55												
甜	him22												
欠	him33												
添	him33												
险	him55												
田	hin22												
天	hin33												
牵	hin33												
劝	hin33												
显	hin55												
圈	hin55												
挺	hɪŋ21												
停	hɪŋ22												
兴	hɪŋ33												
庆	hɪŋ33												
兄	hɪŋ33												
协	hip21												
贴	hip55	hip33											
铁	hit33												
血	hit33												
歇	hit55												
条	hiu22												
号	hou21												
校	hou21												
桃	hou22												
孝	hou33												
讨	hou55												
好	hou55												
敲	hou55												
图	hu22												
土	hu55												
河	hua22												
拖	hua33												
可	hua55												
害	huai21												
台	huai22												
胎	huai33												
开	huai33												
海	huai55												
汗	huan21												
看	huan33												
汉	huan33												
断	huan33												
渴	huat33												
脱	huat33												
去	hui33												
许	hui55												
哭	hʊk55												
吞	hun33												
铜	hʊŋ22												
红	hʊŋ22												
熊	hʊŋ22												
雄	hʊŋ22												
通	hʊŋ33												
痛	hʊŋ33												
烘	hʊŋ33												
凶	hʊŋ33												
桶	hʊŋ55												
统	hʊŋ55												
雨	ʝi21												
裕	ʝi21												
余	ʝi22												
移	ʝi22												
姨	ʝi22												
意	ʝi33												
衣	ʝi33												
野	ʝia21												
夜	ʝia21												
爷	ʝia22												
药	ʝiak21												
约	ʝiak55												
痒	ʝiaŋ21												
样	ʝiaŋ21												
赢	ʝiaŋ22												
秧	ʝiaŋ33												
益	ʝɪk55												
炎	ʝim21												
盐	ʝim22												
嫌	ʝim22												
厌	ʝim33												
音	ʝim33												
现	ʝin21												
院	ʝin21												
县	ʝin21												
引	ʝin21												
隐	ʝin21												
延	ʝin22												
完	ʝin22												
圆	ʝin22												
铅	ʝin22												
园	ʝin22												
烟	ʝin33												
冤	ʝin33												
恩	ʝin33												
印	ʝin33												
远	ʝin55												
蝇	ʝɪŋ22												
形	ʝɪŋ22												
营	ʝɪŋ22												
影	ʝɪŋ55												
叶	ʝip21												
入	ʝip21												
越	ʝit21												
一	ʝit55												
有	ʝiu21	ʝiu33											
右	ʝiu21												
摇	ʝiu22												
油	ʝiu22												
腰	ʝiu33												
要	ʝiu33												
优	ʝiu33												
幼	ʝiu33												
育	ʝʊk21												
浴	ʝʊk21												
用	ʝʊŋ21												
容	ʝʊŋ22												
翁	ʝʊŋ55												
拥	ʝʊŋ55												
嫁	ka33												
瓜	ka33												
假	ka55												
街	kai21	kai55											
戒	kai33												
鸡	kai33												
怪	kai33												
解	kai55												
拐	kai55												
隔	kak33												
格	kak55	kak21											
甘	kam33												
监	kam33												
感	kam55												
敢	kam55												
减	kam55												
间	kan33												
奸	kan33												
肩	kan33	kin33											
关	kan33												
惯	kan33												
更	kaŋ33												
耕	kaŋ33												
梗	kaŋ55												
鸽	kap21												
夹	kap21												
甲	kap55												
角	kɔk21												
各	kɔk55												
国	kɔk55												
钢	kɔŋ21												
光	kɔŋ33												
江	kɔŋ33												
讲	kɔŋ55												
旧	kei21												
够	kei33												
狗	kei55												
九	kei55												
挂	kʰa33												
溪	kʰai33												
契	kʰai33												
刮	kʰat33	kat33											
郭	kʰɔk55												
霍	kʰɔk55												
狂	kʰɔŋ22												
筐	kʰɔŋ33												
舅	kʰei21												
球	kʰei22												
骑	kʰi22												
棋	kʰi22												
茄	kʰia21												
剧	kʰiak21												
琴	kʰiam22												
勤	kʰian22												
近	kʰian33	kian21											
吸	kʰiap55												
钳	kʰim22												
权	kʰin22												
决	kʰit55												
缺	kʰit55	hit55											
桥	kʰiu22												
靠	kʰou33												
箍	kʰu33												
渠	kʰui22												
区	kʰui33												
规	kʰui33												
亏	kʰui33												
曲	kʰʊk55												
裙	kʰun22												
困	kʰun33												
滚	kʰun55	kun55											
穷	kʰʊŋ22												
孔	kʰʊŋ55												
寄	ki33												
饥	ki33												
记	ki33												
几	ki55												
脚	kiak33												
金	kiam33												
根	kian33												
筋	kian33												
紧	kian55												
姜	kiaŋ33												
镜	kiaŋ33												
急	kiap55												
吉	kiat55												
极	kɪk21												
击	kɪk55												
剑	kim33												
件	kin21												
健	kin21												
建	kin33												
见	kin33												
卷	kin55												
劲	kɪŋ21												
经	kɪŋ33												
及	kip21												
杰	kit21												
结	kit55												
轿	kiu21												
叫	kiu33												
高	kou33												
交	kou33												
古	ku55												
歌	kua21												
个	kua33												
过	kua33												
果	kua55												
该	kuai33												
盖	kuai33												
改	kuai55												
肝	kuan33												
官	kuan33												
割	kuat33												
锯	kui21												
跪	kui21												
柜	kui21												
句	kui33												
桂	kui33												
龟	kui33												
季	kui33												
贵	kui33												
举	kui55												
鬼	kui55												
局	kʊk21												
谷	kʊk55												
菊	kʊk55												
均	kun33												
军	kun33												
共	kʊŋ21												
公	kʊŋ33												
宫	kʊŋ33												
恭	kʊŋ33												
骨	kut55												
橘	kut55												
犁	lai22												
拉	lai33												
蓝	lam22												
烂	lan21												
兰	lan22												
懒	lan33												
冷	laŋ33												
蜡	lap21												
辣	lat21												
落	lɔk21												
浪	lɔŋ21												
楼	lei22												
流	lei22												
梨	li22												
李	li55												
林	liam22												
邻	lian22												
亮	liaŋ21												
领	liaŋ21	lɪŋ21											
零	liaŋ22	lɪŋ22											
两	liaŋ55												
立	liap21												
力	lɪk21												
历	lɪk21												
连	lin22												
莲	lin22												
列	lit21												
料	liu21												
老	lou55												
路	lu21												
锣	lua22												
螺	lua22												
来	luai22												
乱	luan21												
吕	lui21												
类	lui21												
雷	lui22												
鹿	lʊk21												
六	lʊk21												
绿	lʊk21												
轮	lun22												
弄	lʊŋ21												
聋	lʊŋ22												
龙	lʊŋ22												
栗	lut21												
律	lut21												
吴	m̍22												
五	m̍55												
马	m͡ba21												
骂	m͡ba21												
卖	m͡bai21												
埋	m͡bai22												
买	m͡bai33												
米	m͡bai55												
墨	m͡bak21												
麦	m͡bak21												
慢	m͡ban21												
晚	m͡ban21												
万	m͡ban21												
猛	m͡baŋ21	m͡baŋ33											
袜	m͡bat21												
剥	m͡bɔk55												
忙	m͡bɔŋ22												
网	m͡bɔŋ55												
味	m͡bi21												
眉	m͡bi22												
尾	m͡bi55												
蚊	m͡bian21												
问	m͡bian21												
民	m͡bian22												
命	m͡biaŋ21	m͡bɪŋ21											
名	m͡biaŋ22	m͡bɪŋ22											
密	m͡biat21												
物	m͡biat21												
面	m͡bin21												
面	m͡bin21												
棉	m͡bin22												
明	m͡bɪŋ22												
灭	m͡bit21												
篾	m͡bit21												
憋	m͡bit33												
庙	m͡biu21												
猫	m͡biu55												
帽	m͡bou21												
毛	m͡bou22												
武	m͡bu21												
雾	m͡bu21												
母	m͡bu21												
磨	m͡bua21												
磨	m͡bua22												
摸	m͡bua55												
妹	m͡buai21												
煤	m͡buai22												
门	m͡buan22												
满	m͡buan55												
末	m͡buat21												
木	m͡bʊk21												
目	m͡bʊk21												
梦	m͡bʊŋ21												
泥	n͡dai22												
南	n͡dam22												
难	n͡dan22												
能	n͡daŋ22												
娘	n͡diaŋ22												
念	n͡dim21												
黏	n͡dim33												
年	n͡din22												
捏	n͡dit55												
鸟	n͡diu21	tiu55											
闹	n͡dou21												
脑	n͡dou55												
奴	n͡du22												
暖	n͡duan33												
女	n͡dui55												
嫩	n͡dun21												
脓	n͡dʊŋ22												
牙	ŋ͡ɡa22												
瓦	ŋ͡ɡa55												
艺	ŋ͡ɡai21												
蚁	ŋ͡ɡai55												
额	ŋ͡ɡak21												
岩	ŋ͡ɡam22												
颜	ŋ͡ɡan22												
顽	ŋ͡ɡan22												
银	ŋ͡ɡan22												
眼	ŋ͡ɡan55												
硬	ŋ͡ɡaŋ21												
藕	ŋ͡ɡei21												
牛	ŋ͡ɡei22												
钩	ŋ͡ɡei33												
义	ŋ͡ɡi21												
二	ŋ͡ɡi21												
儿	ŋ͡ɡi22												
耳	ŋ͡ɡi55												
弱	ŋ͡ɡiak21												
任	ŋ͡ɡiam21												
认	ŋ͡ɡian21												
人	ŋ͡ɡian22												
让	ŋ͡ɡiaŋ21												
日	ŋ͡ɡiat21												
验	ŋ͡ɡim21												
严	ŋ͡ɡim22												
染	ŋ͡ɡim33												
言	ŋ͡ɡin22												
原	ŋ͡ɡin22												
软	ŋ͡ɡin33												
迎	ŋ͡ɡɪŋ22												
业	ŋ͡ɡip21												
热	ŋ͡ɡit21												
月	ŋ͡ɡit21												
孽	ŋ͡ɡit55												
绕	ŋ͡ɡiu21												
熬	ŋ͡ɡou22												
饿	ŋ͡ɡua21												
鹅	ŋ͡ɡua22												
外	ŋ͡ɡuai21												
岸	ŋ͡ɡuan21												
遇	ŋ͡ɡui21												
如	ŋ͡ɡui22												
鱼	ŋ͡ɡui22												
危	ŋ͡ɡui22												
肉	ŋ͡ɡʊk21												
褥	ŋ͡ɡʊk21												
玉	ŋ͡ɡʊk21												
闰	ŋ͡ɡun21												
浓	ŋ͡ɡʊŋ22												
把	pa55												
败	pai21												
币	pai21												
拜	pai33												
摆	pai55												
白	pak21												
百	pak33	pak55											
北	pak55												
扮	pan21												
办	pan21												
班	pan33												
板	pan55												
八	pat33												
薄	pɔk21												
帮	pɔŋ33												
绑	pɔŋ55												
爬	pʰa22												
排	pʰai22												
牌	pʰai22												
派	pʰai55												
拍	pʰak33												
棒	pʰaŋ21												
朋	pʰaŋ22												
棚	pʰaŋ22												
被	pʰi21												
皮	pʰi22												
屁	pʰi33												
劈	pʰiak33	pʰɪk55											
踢	pʰiak33												
贫	pʰian22												
平	pʰiaŋ22	pʰɪŋ22											
匹	pʰiat55												
骗	pʰin33												
片	pʰin33												
瓶	pʰɪŋ21												
票	pʰiu21												
抱	pʰou21												
炮	pʰou33												
浮	pʰu22	fei22											
铺	pʰu33												
谱	pʰu55												
婆	pʰua22												
破	pʰua33												
赔	pʰuai22												
配	pʰuai33												
盘	pʰuan22												
盆	pʰuan22												
判	pʰuan33												
蓬	pʰʊŋ22												
鼻	pi21												
碑	pi33												
比	pi55												
品	pian55												
柄	piaŋ21	pɪŋ55											
病	piaŋ21												
饼	piaŋ55												
笔	piat55												
逼	pɪk55												
壁	pɪk55												
便	pin21												
变	pin33												
扁	pin55												
冰	pɪŋ33												
兵	pɪŋ33												
别	pit21												
表	piu33												
包	pou33												
宝	pou55												
饱	pou55												
簿	pu21												
步	pu21												
布	pu33												
贝	puai33												
杯	puai33												
背	puai33												
胖	puan21												
搬	puan33												
半	puan33												
本	puan55												
拨	puat33	puat55											
泼	puat55												
沙	sa33												
晒	sai33												
世	sai33												
西	sai33												
洗	sai55												
塞	sak55												
衫	sam21												
三	sam33												
伞	san33												
山	san33												
闩	san33												
生	saŋ33												
省	saŋ55												
杀	sat33												
刷	sat33												
索	sɔk55												
霜	sɔŋ33												
双	sɔŋ33												
愁	sei22												
修	sei33												
瘦	sei33												
竖	si21												
树	si21												
市	si21												
时	si22												
书	si33												
输	si33												
四	si33												
试	si33												
鼠	si55												
死	si55												
射	sia21												
蛇	sia22												
写	sia55												
石	siak21												
锡	siak33	sɪk55											
削	siak55	siak33											
心	siam33												
新	sian33												
星	siaŋ21	sɪŋ33											
尝	siaŋ22												
城	siaŋ22	sɪŋ22											
伤	siaŋ33												
上	siaŋ33												
声	siaŋ33	sɪŋ33											
想	siaŋ55												
食	sɪk21												
息	sɪk55												
色	sɪk55												
式	sɪk55												
惜	sɪk55												
深	sim33												
善	sin21												
船	sin22												
神	sin22												
辰	sin22												
鲜	sin33												
线	sin33												
扇	sin33												
先	sin33												
身	sin33												
选	sin55												
绳	sɪŋ22												
升	sɪŋ33	sɪŋ55											
姓	sɪŋ33												
十	sip21												
舌	sit21												
实	sit21												
设	sit55												
雪	sit55												
虱	sit55												
失	sit55												
寿	siu21												
笑	siu33												
烧	siu33												
箫	siu33												
小	siu55												
手	siu55												
嫂	sou55												
祠	su21												
柿	su21												
事	su21												
数	su33												
刺	su33												
师	su33												
丝	su33												
数	su55												
使	su55												
锁	sua55												
所	sua55												
酸	suan33												
算	suan33												
垂	sui22												
碎	sui33												
岁	sui33												
水	sui55												
熟	sʊk21												
赎	sʊk21												
属	sʊk21												
宿	sʊk55												
缩	sʊk55												
叔	sʊk55												
顺	sun21												
唇	sun22												
纯	sun22												
孙	sun33												
笋	sun55												
送	sʊŋ33												
松	sʊŋ33												
宋	sʊŋ33												
打	ta55												
大	tai21												
弟	tai21												
递	tai21												
带	tai33												
低	tai33												
特	tak21												
得	tak55												
胆	tam55												
单	tan33												
凳	taŋ21												
灯	taŋ33												
等	taŋ55												
踏	tap21												
搭	tap33												
达	tat21												
党	tɔŋ55												
豆	tei21												
抖	tei55												
茶	tʰa22												
柴	tʰai21												
贼	tʰak21												
拆	tʰak33												
测	tʰak55												
策	tʰak55												
蚕	tʰam21												
杉	tʰam33												
参	tʰam33	siam33											
铲	tʰan55												
产	tʰan55												
层	tʰaŋ22												
插	tʰap33												
擦	tʰat33												
床	tʰɔŋ22												
仓	tʰɔŋ33												
疮	tʰɔŋ33												
窗	tʰɔŋ33												
厂	tʰɔŋ55												
绸	tʰei22												
凑	tʰei33												
抽	tʰei33												
臭	tʰei33												
池	tʰi22												
迟	tʰi22												
斜	tʰia22												
车	tʰia33												
尺	tʰiak21	tʰiak33											
桌	tʰiak55												
寻	tʰiam22												
沉	tʰiam22												
陈	tʰian22												
