ṇ	1	翁恩	
ṇ	2	人鱼银疑你	
ṇ	5	藝義議	
ʦɿ	1	之茲	
ʦɿ	2	遲	
ʦɿ	3	子紙	
ʦɿ	5	至志致翅	
ʦʰɿ	1	雌	
ʦʰɿ	3	此恥	
ʦʰɿ	5	滯自字痔次伺	
sɿ	1	師斯思施	
sɿ	3	始使	
sɿ	5	世似士事示市賜四是	
ə	2	而兒	
ə	3	耳爾	
ə	5	二貳	
pi	3	比	
pi	7	必碧逼壁秘畢	
pʰi	5	敝被	
fi	1	飛	
fi	2	肥	
fi	5	肺廢	
ti	1	爹（父）	
ti	3	底	
ti	5	帝	
ti	7	的	
tʰi	1	梯	
tʰi	3	體	
tʰi	5	地第	
tʰi	7	笛	
li	2	梨離	
li	3	李禮履里理	
li	5	例	
li	7	立栗力歷	
ʦi	2	齐	
ʦi	5	祭	
ʦi	7	績	
ʦʰi	1	棲	
ʦʰi	7	集七戚緝	
si	1	西	
si	3	洗徙	
si	7	席息恤	
ʨi	1	基知	
ʨi	2	奇其期	
ʨi	3	己	
ʨi	5	計季繼	
ʨi	7	急吉質執及	
ʨʰi	3	起	
ʨʰi	5	器氣	
ʨʰi	7	吸姪直極吃乞	
ɕi	1	希奚溪	
ɕi	5	系戲	
ɕi	7	十石食實	
i	1	衣依	
i	2	夷移	
i	3	以矣	
i	5	憶	
i	7	邑日逸亦噎一	
pu	5	布	
pu	7	不	
pʰu	3	譜	
pʰu	5	步	
fu	1	夫	
fu	2	符	
fu	3	府	
fu	5	附婦父	
fu	7	服福	
u	1	烏	
u	2	吾無	
u	3	武五	
u	5	戊務誤	
u	7	屋物	
ly	3	呂	
ly	7	律疫	
ʨy	1	猪諸拘	
ʨy	2	徐除隨	
ʨy	3	主	
ʨy	5	句著	
ʨy	7	橘	
ʨʰy	1	樞區	
ʨʰy	5	序巨柱樹娶遂₁	
ʨʰy	7	屈	
ɕy	1	須書虛	
ɕy	2	垂	
ɕy	3	許鼠	
ɕy	5	稅瑞遂₂	
ɕy	7	戌	
y	1	於	
y	2	如余餘儒	
y	3	女羽與	
y	7	入	
tui	5	对	
tʰui	5	兌	
lui	3	屢	
lui	5	內累類彙	
ʦʰui	3	揣	
ʦʰui	5	粹罪	
sui	5	歲帥₂	
kui	1	龜歸	
kui	2	葵	
kui	5	贵桂	
kʰui	1	亏	
hui	1	灰	
hui	2	回	
hui	3	毀	
hui	5	會慧彗諱	
ui	1	威	
ui	2	危維惟爲	
ui	3	委	
ui	5	未畏魏	
ʦa	7	雜₂	
ʦʰa	7	插察雜₁	
sa	1	沙衫	
sa	3	傻	
sa	7	刹殺	
ka	7	夾	
ŋa	2	牙	
ŋa	7	鸭	
ha	2	霞	
ha	7	匣瞎	
a	1	也	
ʦia	1	嗟	
ʦʰia	5	謝	
sia	1	些	
sia	3	寫	
ʨia	1	家佳	
ʨia	3	假	
ʨia	5	架	
ʨia	7	甲	
ʨʰia	7	恰喫	
ɕia	2	蛇	
ɕia	7	狭	
kua	1	瓜	
kua	3	垮	
kua	5	掛	
kua	7	刮	
kʰua	1	濶	
hua	5	化畫話	
ua	1	蛙	
ua	3	瓦	
ua	5	话	
ua	7	閱曰	
ɕya	1	靴	
ya	1	挖	
ya	7	滑	
pæ	2	牌	
pæ	5	拜	
pʰæ	5	派	
mæ	2	埋	
mæ	3	買	
tæ	5	帶	
tʰæ	5	代待大泰	
læ	2	來	
læ	3	奶乃	
læ	5	賴	
ʦæ	1	齋災	
ʦæ	2	柴	
ʦæ	5	再	
ʦʰæ	5	在菜蔡	
sæ	5	赛帥₁	
kæ	1	該	
kæ	5	屆	
kʰæ	1	開	
kʰæ	5	概	
hæ	2	鞋諧還	
hæ	5	亥害	
ʨiæ	1	街皆偕	
ʨiæ	3	解改	
ʨiæ	5	界介械蓋	
kuæ	5	怪	
kʰuæ	5	快塊會（₁，～計）	
huæ	2	懷	
huæ	5	壞	
uæ	1	歪	
uæ	5	外	
iæ	1	哀	
iæ	3	矮	
iæ	5	艾愛	
pe	1	悲碑	
pe	5	贝	
pe	7	百北	
pʰe	5	倍佩	
pʰe	7	白勃	
me	2	梅謀	
me	3	某畝	
me	5	謬	
me	7	麥	
fe	3	否	
te	2	頭	
te	3	斗	
te	5	鬥	
te	7	得德	
tʰe	1	偷	
tʰe	5	豆透	
le	5	漏	
le	7	劣	
ʦe	2	愁	
ʦe	3	走	
ʦe	5	奏	
ʦe	7	則側責	
ʦʰe	7	擇測	
se	7	色澀瑟	
ke	3	狗	
ke	7	格革	
kʰe	7	刻客	
he	2	侯	
he	5	後	
he	7	黑赫	
e	1	歐	
pʰie	7	撇	
mie	7	滅	
tie	7	跌	
tʰie	7	鐵帖	
lie	7	列勒	
ʦie	7	接節	
ʦʰie	7	切絕	
sie	7	薛屑	
ʨie	7	刦結激	
ʨʰie	7	徹澈竭傑	
ɕie	7	設涉舌脅協	
ie	7	熱逆厄葉業	
kue	7	國	
hue	7	活忽獲或	
ʨye	7	綴拙決	
ʨʰye	7	缺決	
ɕye	7	穴説	
po	1	波玻	
po	2	婆	
po	7	剝	
pʰo	1	坡	
pʰo	5	破	
mo	7	末木目莫	
to	1	多	
to	2	駝	
to	3	朵	
to	7	奪	
tʰo	3	妥	
tʰo	7	脫托	
lo	2	羅騾	
lo	7	洛	
ʦo	3	左	
ʦo	7	捉作桌做	
ʦʰo	5	座	
so	3	所	
ko	1	哥	
ko	3	果	
ko	5	過	
ko	7	割各郭	
kʰo	3	可	
kʰo	5	課	
ŋo	2	鹅	
ŋo	3	我	
ho	2	何	
ho	3	火	
ho	5	禍	
ho	7	合盍鴿喝霍	
o	1	倭鍋	
o	7	惡握	
lio	7	略	
ʦʰio	7	雀	
sio	7	削	
ʨio	7	覺酌	
ɕio	7	學	
io	7	若虐約	
pɔ	1	包	
pɔ	3	保	
pɔ	5	報	
pʰɔ	3	跑	
