字	音	注
勞	lɔ[2]	
牢	lɔ[2]	
癆	lɔ[2]	
澇	lɔ[2]	
□	lɔ[2]	～□li41：穿山甲
萄	lɔ[2]	葡～
栳	lɔ[6]	□pu44～：針綫筐，豬頭～：一種簸箕
了	lɔ[0]	1助詞。常讀得接近[lɐ0]
老	lɔ[12]	2～鴉：烏鴉
□	lɔ[12]	～緩：拖拉
勒	lɔ[11]	彌～佛
曹	tsɔ[2]	
做	tsɔ[5]	則箇切
左	tsɔ[6]	
佐	tsɔ[6]	
座	tsɔ[6]	
棗	tsɔ[6]	
皂	tsɔ[6]	胰～：肥皂
造	tsɔ[6]	
搓	tsʰɔ[1]	
臊	tsʰɔ[1]	食～：吃葷
措	tsʰɔ[5]	
錯	tsʰɔ[5]	算～
操	tsʰɔ[5]	1曹～
躁	tsʰɔ[5]	
糙	tsʰɔ[5]	
□	tsʰɔ[6]	食用碱
梭	sɔ[1]	
嗦	sɔ[1]	囉～
騷	sɔ[1]	
槽	sɔ[2]	
□	sɔ[2]	鴨子啄物
燥	sɔ[5]	先到切，雨～了：雨停了
鎖	sɔ[6]	
瑣	sɔ[6]	
嫂	sɔ[6]	兄～：嫂子
歌	kɔ[1]	
哥	kɔ[1]	
高	kɔ[1]	
膏	kɔ[1]	
篙	kɔ[1]	
羔	kɔ[1]	
糕	kɔ[1]	
鎬	kɔ[1]	洋～
□	kɔ[1]	力～：勤快
個	kɔ[5]	3
告	kɔ[5]	
稿	kɔ[6]	菜～：菜梗
□	kɔ[12]	～□lɔt4：剮
□	kɔ[11]	～□lɔn11年：整年，～□lɔn11村：全村
柯	kʰɔ[1]	
荷	kʰɔ[1]	薄～
靠	kʰɔ[5]	2
薧	kʰɔ[5]	蝦～：蝦皮
可	kʰɔ[6]	
考	kʰɔ[6]	
烤	kʰɔ[6]	
蛾	ŋɔ[2]	
俄	ŋɔ[2]	
熬	ŋɔ[2]	
餓	ŋɔ[6]	
傲	ŋɔ[6]	
鏊	ŋɔ[6]	平底鍋
何	hɔ[2]	
荷	hɔ[2]	～花
豪	hɔ[2]	
壕	hɔ[2]	
毫	hɔ[2]	
喉	hɔ[2]	～嚨
耗	hɔ[5]	
賀	hɔ[6]	
好	hɔ[6]	形容詞
浩	hɔ[6]	
號	hɔ[6]	幾～
河	∅ɔ[2]	田間的水溝，□lin11～：畦溝
奧	∅ɔ[5]	
澳	∅ɔ[5]	三都～：地名
襖	∅ɔ[6]	
懊	∅ɔ[6]	
嶴	∅ɔ[12]	～村：地名
對	tɔi[5]	
□	tɔi[5]	哪裡
□	tɔi[5]	塊，量詞；各～：別的地方
代	tɔi[6]	1第幾～
袋	tɔi[6]	
兌	tɔi[6]	
退	tʰɔi[5]	
蛻	tʰɔi[5]	蟬～
□	tʰɔi[5]	老犬～：狗洞，涵□mœuŋ11～：陰溝的進水口
□	nɔi[2]	𣍐□ma11～：左撇子
內	nɔi[6]	
螺	lɔi[2]	
腡	lɔi[2]	兼指「髮旋」
雷	lɔi[2]	2姓
擂	lɔi[2]	～舂臼：臼、擂鉢；九都話不分「臼」和「擂鉢」，都說「擂舂臼」[lɔi11yuŋ24ŋou41ʔ]。
臺	lɔi[2]	1燭～
□	lɔi[6]	～空：鑽孔。陽去
晬	tsɔi[5]	做～：做一周歲
最	tsɔi[5]	
罪	tsɔi[6]	
莝	tsʰɔi[5]	砍
碎	tsʰɔi[5]	
賽	sɔi[5]	
帥	sɔi[5]	
□	sɔi[5]	一塊。「蜀□」[ɕy44 lɔi35]的合音
□	hɔi[2]	揪住頭髮
愛	∅ɔi[5]	1要
苧	tœ[6]	
坐	tœ[6]	
驢	lœ[2]	
犁	lœ[2]	2～剪：理髮推剪
□	lœ[2]	禿～：和尚。駡人話
□	lœ[5]	豆扣～：礤牀
助	tsœ[6]	
初	tsʰœ[1]	
差	tsʰœ[1]	1欽～
妻	tsʰœ[1]	
凄	tsʰœ[1]	
粞	tsʰœ[5]	米磨的粉
□	tsʰœ[5]	擦
楚	tsʰœ[6]	1國名
礎	tsʰœ[6]	
梳	sœ[1]	
疏	sœ[1]	
蔬	sœ[1]	
黍	sœ[6]	高粱
璽	sœ[6]	
□	kʰœ[2]	傻，愚蠢
哈	hœ[2]	張口呼氣
□	hœ[6]	起哄
□	pe[17]	～□len41ʔ：翻轉。「反」的分音詞
呢	ne[0]	
□	ke[2]	～□leu22：蜷曲
蠣	tie[6]	牡蠣
□	tie[11]	～官：公公
□	nie[1]	卵～：蛋胚
□	nie[5]	□ham55～：打哈欠。有時讀作[mie35]
奢	sie[1]	
賒	sie[1]	
邪	sie[2]	
斜	sie[2]	2
蛇	sie[2]	
佘	sie[2]	
畲	sie[2]	
□	sie[2]	～□βau55花：杜鵑花
捨	sie[5]	四～五入
瀉	sie[5]	
卸	sie[5]	
赦	sie[5]	
舍	sie[5]	
寫	sie[6]	
社	sie[6]	
謝	sie[6]	多～汝：謝謝你；姓
麝	sie[6]	
蔗	tɕie[5]	
漈	tɕie[5]	小瀑布
車	ɕie[1]	汽～；～下來：滾下來
斜	ɕie[17]	1～眼
□	ɕie[5]	～農：傳染
迦	kie[2]	釋～
枷	kie[2]	鐵～
寄	kie[5]	
去	kʰie[17]	3～年
徛	kʰie[5]	2陡；～戍：蓋房子
徛	kʰie[6]	1站立
鵝	ŋie[2]	
艾	ŋie[5]	1草名
外	ŋie[6]	1～婆
蟻	ŋie[6]	
耶	∅ie[2]	
爺	∅ie[2]	做老～：當官
椰	∅ie[2]	
也	∅ie[6]	
夜	∅ie[6]	
□	∅ie[6]	撒
野	∅ie[6]	1原文單字音。2很。本書中寫作「野」
丫	∅ie[17]	～頭
悲	pei[1]	
脾	pei[2]	內臟之一
啤	pei[2]	
□	pei[2]	平～：做生意沒有利潤也沒有虧損
幣	pei[3]	
斃	pei[3]	
婢	pei[3]	
備	pei[3]	
篦	pei[3]	～梳：篦子
痹	pei[5]	
鼻	pʰei[5]	鼻子
迷	mei[2]	
謎	mei[2]	
彌	mei[2]	
眉	mei[2]	
楣	mei[2]	
維	mei[2]	
惟	mei[2]	
遺	mei[2]	～腹囝：遺腹子
唯	mei[2]	
微	mei[2]	
昧	mei[3]	
寐	mei[3]	
未	mei[3]	3地支之一
味	mei[3]	1味道
□	mei[3]	潛水
眯	mei[5]	
遲	tei[2]	
地	tei[3]	～基，～方
痔	tei[3]	
治	tei[3]	政～
蒂	tei[5]	
智	tei[5]	
致	tei[5]	
置	tei[5]	
苔	tʰei[2]	青～
堤	tʰei[2]	
提	tʰei[2]	1
持	tʰei[2]	
□	nei[17]	稈～頭：稻茬
膩	nei[3]	細～：小心
二	nei[3]	
奶	nei[5]	2乳房，乳汁
餌	nei[5]	魚餌
□	nei[5]	貓～：貓
來	lei[2]	1
梨	lei[2]	
狸	lei[2]	狐～
薺	lei[2]	□mu55～：荸薺
鷀	lei[2]	鸕～
利	lei[3]	2鋒利
痢	lei[3]	做～：患赤痢
吏	lei[3]	
利	lei[5]	1～息，勝～
地	lei[0]	3□pɔk5命～：拼命地
糍	sei[2]	
時	sei[2]	
是	sei[3]	
氏	sei[3]	
示	sei[3]	
視	sei[3]	1電～
寺	sei[3]	
四	sei[5]	1
肆	sei[5]	放～
試	sei[5]	
字	tʃei[3]	
稚	tʃei[5]	
至	tʃei[5]	夏～
志	tʃei[5]	
誌	tʃei[5]	
痣	tʃei[5]	
□	tʃei[5]	2這裡
市	tʃʰei[3]	
飼	tʃʰei[5]	1餵養，～豬：養豬
個	kei[2]	1的
奇	kei[2]	
祁	kei[2]	
其	kei[2]	
棋	kei[2]	
期	kei[2]	
旗	kei[2]	
祈	kei[2]	
葵	kei[2]	向日～
忌	kei[3]	
冀	kei[5]	
記	kei[5]	
既	kei[5]	
騎	kʰei[2]	
蟣	kʰei[2]	渠希切，螞蟥，也指蝸牛
柿	kʰei[3]	
器	kʰei[5]	
氣	kʰei[5]	1天～，～農：生氣
汽	kʰei[5]	
儀	ŋei[2]	
誼	ŋei[2]	
疑	ŋei[2]	
耳	ŋei[3]	1耳朵
子	ŋei[3]	1扣～：紐襻
籽	ŋei[3]	2桐～
費	hei[5]	
□	hei[5]	2那裡
兒	∅ei[2]	2
夷	∅ei[2]	
姨	∅ei[2]	
而	∅ei[2]	
□	∅ei[2]	□□nam11mi22～：螢火蟲
易	∅ei[3]	容～
異	∅ei[3]	
意	∅ei[5]	
憶	∅ei[5]	
億	∅ei[5]	
薏	∅ei[5]	～米：薏仁
櫥	teu[2]	碗～，雞～：雞舍
綢	teu[2]	
住	teu[6]	1
紂	teu[6]	
粙	teu[6]	稻子。本書中寫作「粙」
籌	tʰeu[2]	
□	tʰeu[5]	換
柱	tʰeu[6]	
柔	neu[2]	
揉	neu[2]	
燎	leu[2]	
療	leu[2]	
遼	leu[2]	
寮	leu[2]	2烌～：廁所
流	leu[2]	2寒～
留	leu[2]	2～學
榴	leu[2]	
硫	leu[2]	
琉	leu[2]	
瘤	leu[2]	
□	leu[2]	□ke11～：蜷曲
縷	leu[6]	
囚	seu[2]	
泅	seu[2]	～水：游泳
仇	seu[2]	～恨
售	seu[2]	
秀	seu[5]	
綉	seu[5]	
銹	seu[5]	
獸	seu[5]	
□	seu[5]	窩
受	seu[6]	
壽	seu[6]	
授	seu[6]	
蛀	tʃeu[5]	
就	tʃeu[6]	
樹	tʃʰeu[5]	
求	keu[2]	
球	keu[2]	
裘	keu[2]	
□	keu[2]	□□kø11løn44～：蜷曲，也指「刨花」
灸	keu[5]	
救	keu[5]	
究	keu[5]	
□	kʰeu[5]	飯煮得硬
嗅	heu[5]	許救切，聞
尤	∅eu[2]	
郵	∅eu[2]	
由	∅eu[2]	
油	∅eu[2]	
游	∅eu[2]	
猶	∅eu[2]	
魷	∅eu[2]	
幼	∅eu[5]	嫩；～沙：細沙
又	∅eu[6]	
右	∅eu[6]	
佑	∅eu[6]	
柚	∅eu[6]	
釉	∅eu[6]	
□	ko[17]	～□lou41ʔ：蹲
去	kʰio[5]	1
簸	puo[5]	
斧	puo[12]	～頭
破	pʰuo[5]	～柴：劈柴，～水：從田裡排水
魔	muo[2]	～術
磨	muo[2]	動詞
摩	muo[2]	
麻	muo[2]	1草名
大	tuo[6]	1形容詞
朵	tuo[6]	讀字
道	tuo[13]	1～士
拖	tʰuo[1]	
□	nuo[6]	多少。「若夥」的合音
籮	luo[2]	
瀨	luo[5]	水流較急、較淺的地方
櫓	luo[6]	
抓	tsuo[1]	
□	tsuo[5]	這麼，如，～貴：這麼貴
沙	suo[1]	1
鯊	suo[1]	
過	kuo[1]	古禾切，菜老
瓜	kuo[1]	
掛	kuo[5]	～瓶：點滴
卦	kuo[5]	
芥	kuo[12]	～菜
誇	kʰuo[1]	
垮	kʰuo[1]	
靠	kʰuo[5]	1
花	huo[1]	
華	huo[2]	1中～
華	huo[2]	姓
化	huo[5]	
□	huo[5]	那麼，如，～懸：那麼高
禍	huo[6]	
瓦	∅uo[6]	
畫	∅uo[6]	名詞
話	∅uo[6]	
肥	poi[2]	
沸	poi[5]	沸騰，水～了：水開了
吠	poi[6]	
屁	pʰoi[5]	
捶	toi[2]	～腰
隊	toi[6]	
墜	toi[6]	釣～：釣魚時用的鉛墜，耳～
錘	tʰoi[2]	
槌	tʰoi[2]	
□	tʰoi[2]	捲□niu55～：髮髻
□	noi[2]	踩
累	loi[6]	形容詞
累	loi[6]	積～
累	loi[6]	連～
壘	loi[6]	
類	loi[6]	
淚	loi[6]	
醉	tsoi[5]	
翠	tsoi[5]	
喙	tsʰoi[5]	1嘴。本書中寫作「喙」
粹	tsʰoi[5]	
隨	soi[2]	
隋	soi[2]	
垂	soi[2]	
誰	soi[2]	
瑞	soi[6]	
遂	soi[6]	
隧	soi[6]	
逵	koi[2]	
癸	koi[5]	
貴	koi[5]	
跪	koi[6]	～下來
櫃	koi[6]	
潰	kʰoi[5]	
氣	ŋoi[5]	2雲～：地名
外	ŋoi[6]	2～國
魏	ŋoi[6]	
慰	hoi[5]	
緯	hoi[5]	
為	∅oi[2]	行～
為	∅oi[2]	介詞
違	∅oi[2]	
圍	∅oi[2]	
浿	∅oi[5]	虎～：地名
衛	∅oi[6]	
位	∅oi[6]	
諱	∅oi[6]	忌～
胃	∅oi[6]	
謂	∅oi[6]	
妹	muoi[5]	
未	muoi[6]	2沒有，副詞。單念時的讀音
怪	kuoi[5]	責怪；奇～
快	kʰuoi[5]	4爽～
愧	kʰuoi[5]	
懷	huoi[2]	
槐	huoi[2]	
淮	huoi[2]	
匏	pou[2]	白～：瓠子
炮	pou[2]	薄交切，煨
□	pou[2]	～死：溺死
腐	pou[3]	1爛～：腐朽；也可以單說「腐」[pou41ʔ]。
伏	pou[3]	扶富切，孵
富	pou[5]	
背	pou[5]	1刀～
浮	pʰou[2]	
□	pʰou[2]	用油炸
霧	mou[3]	
婦	mou[3]	1新～：兒媳婦
徒	tou[2]	
塗	tou[2]	2動詞
屠	tou[2]	
途	tou[2]	
圖	tou[2]	
廚	tou[2]	～師父：廚師
度	tou[3]	
渡	tou[3]	
鍍	tou[3]	
塗	tʰou[2]	1泥土
吐	tʰou[5]	嘔吐
兔	tʰou[5]	
奴	nou[2]	～才
怒	nou[3]	
咐	nou[5]	吩～
盧	lou[2]	
爐	lou[2]	
蘆	lou[2]	
鸕	lou[2]	
虜	lou[2]	
廬	lou[2]	
露	lou[3]	2老□tɕi～：精液
鷺	lou[3]	
□	lou[3]	□ko44～：蹲
肚	lou[3]	豬～
露	lou[5]	1露水
瓷	tsou[2]	
茲	tsou[2]	
滋	tsou[2]	
慈	tsou[2]	
磁	tsou[2]	
自	tsou[3]	2
醋	tsʰou[5]	
次	tsʰou[5]	
辭	sou[2]	
詞	sou[2]	
祠	sou[2]	
伺	sou[2]	
嗣	sou[2]	
飼	sou[2]	2～料
似	sou[3]	
祀	sou[3]	
巳	sou[3]	
士	sou[3]	2相～：看相；棋子之一
仕	sou[3]	
事	sou[3]	
侍	sou[3]	
素	sou[5]	
訴	sou[5]	
塑	sou[5]	
數	sou[5]	名詞
賜	sou[5]	
四	sou[5]	2～川
糊	kou[2]	糨糊；貼
舅	kou[3]	
舊	kou[3]	
故	kou[5]	
固	kou[5]	
雇	kou[5]	
顧	kou[5]	
臼	kʰou[3]	
庫	kʰou[5]	
褲	kʰou[5]	
吳	ŋou[2]	
蜈	ŋou[2]	
吾	ŋou[2]	
梧	ŋou[2]	
牛	ŋou[2]	
五	ŋou[3]	1
誤	ŋou[3]	
悟	ŋou[3]	
胡	hou[2]	～椒：辣椒；姓
湖	hou[2]	
壺	hou[2]	
蝴	hou[2]	
符	hou[2]	
戶	hou[3]	
滬	hou[3]	
互	hou[3]	
護	hou[3]	
扶	hou[3]	2攙
父	hou[3]	
釜	hou[3]	
腐	hou[3]	2豆～
輔	hou[3]	
附	hou[3]	
婦	hou[3]	2
負	hou[3]	
阜	hou[3]	
戽	hou[5]	
付	hou[5]	
賦	hou[5]	
傅	hou[5]	
副	hou[5]	
無	∅ou[2]	
巫	∅ou[2]	
誣	∅ou[2]	
務	∅ou[3]	
有	∅ou[3]	1
塢	∅ou[5]	灣～：地名
□	pø[11]	～□løt2：撫摸
□	pø[11]	～□løt4鑽：木工鑽
□	kø[17]	～□løn41ʔ：捲，～□□løn44keu22：蜷曲，也指「刨花」，讀作[kø11løn44keu22]。「捲」的分音詞
□	kø[11]	1～□løn44：屁股
杯	pøy[1]	
飛	pøy[1]	1
胚	pʰøy[1]	
坯	pʰøy[1]	磚坯
沛	pʰøy[3]	
每	møy[3]	
尾	møy[3]	
堆	tøy[1]	
除	tøy[2]	
箸	tøy[3]	筷子
短	tøy[3]	
儲	tøy[5]	～蓄
推	tʰøy[1]	～刀：刨子
鋤	tʰøy[2]	
腿	tʰøy[3]	2狗～：走狗
□	tʰøy[3]	痲瘋病
□	nøy[2]	傢具等不穩定
□	nøy[5]	想睡覺
視	nøy[5]	2近～。陰去
慮	løy[3]	
濾	løy[3]	2
儡	løy[3]	1原文單字音。2傀～：小孩兒。本書中寫作「儡」
鑢	løy[5]	銼
駐	tʃøy[3]	
住	tʃøy[3]	2對𣍐～：對不起
催	tʃʰøy[1]	
崔	tʃʰøy[1]	
吹	tʃʰøy[1]	
炊	tʃʰøy[1]	
髓	tʃʰøy[3]	
處	tʃʰøy[5]	相～
處	tʃʰøy[5]	～長
娶	tʃʰøy[5]	
趣	tʃʰøy[5]	
衰	søy[1]	瘦
徐	søy[2]	
蜍	søy[2]	
薯	søy[2]	山藥
殊	søy[2]	
序	søy[3]	
緒	søy[3]	
嶼	søy[3]	三～：地名
絮	søy[5]	
庶	søy[5]	
恕	søy[5]	
渠	køy[2]	
瞿	køy[2]	
衢	køy[2]	
裹	køy[3]	1～粽：包粽子
餜	køy[3]	油□lœk5～：油條
巨	køy[3]	
拒	køy[3]	
距	køy[3]	
俱	køy[3]	
炬	køy[3]	
具	køy[3]	
懼	køy[3]	
據	køy[5]	
鋸	køy[5]	
句	køy[5]	2
盔	kʰøy[1]	
魁	kʰøy[1]	
奎	kʰøy[1]	
□	kʰøy[1]	謎語
□	kʰøy[1]	拍～：拾子兒
跪	kʰøy[3]	去委切，～壽：祝壽
魚	ŋøy[2]	
漁	ŋøy[2]	
愚	ŋøy[2]	
娛	ŋøy[2]	
□	ŋøy[2]	骹肚～：腿肚子
遇	ŋøy[3]	
寓	ŋøy[3]	
□	ŋøy[11]	～桶囝：馬桶
恢	høy[1]	
灰	høy[1]	石～
火	høy[3]	
如	∅øy[2]	
余	∅øy[2]	
餘	∅øy[2]	
儒	∅øy[2]	
虞	∅øy[2]	
榆	∅øy[2]	
逾	∅øy[2]	
愉	∅øy[2]	
俞	∅øy[2]	
譽	∅øy[3]	
愈	∅øy[3]	
喻	∅øy[3]	
裕	∅øy[3]	
培	pui[2]	
陪	pui[2]	
賠	pui[2]	
貝	pui[5]	
輩	pui[5]	
褙	pui[5]	裱糊
痱	pui[5]	
倍	pui[6]	
背	pui[6]	背誦
焙	pui[6]	
□	pui[6]	□lat24～：椿象
背	pui[12]	2～褡：背心
裴	pʰui[2]	
皮	pʰui[2]	
配	pʰui[5]	
□	pʰui[5]	從嘴裡往外吐
佩	pʰui[6]	
被	pʰui[6]	被子
梅	mui[2]	
枚	mui[2]	
媒	mui[2]	
煤	mui[2]	
黴	mui[2]	
莓	mui[2]	
糜	mui[2]	～粥：稀飯
□	mui[2]	猜～：劃拳
未	mui[6]	1沒有，副詞
追	tui[1]	
蕊	lui[3]	
椎	tsui[1]	栗子。較小
脆	tsʰui[5]	
雖	sui[1]	
歲	sui[5]	2萬～
稅	sui[5]	
穗	sui[5]	
饑	kui[1]	1餓
虧	kui[1]	吃～：疲勞。不送氣音
龜	kui[1]	
歸	kui[1]	當～
幾	kui[3]	～歲
蟣	kui[3]	虱～：蟣子
詭	kui[3]	
軌	kui[3]	
鬼	kui[3]	
髻	kui[5]	雞～：雞冠
會	kui[12]	～計
開	kʰui[1]	1～門
危	ŋui[2]	
揮	hui[1]	
輝	hui[1]	
徽	hui[1]	
回	hui[2]	
茴	hui[2]	
蛔	hui[2]	
毀	hui[3]	1
悔	hui[5]	荒內切，～𣍐到：後悔
歲	hui[5]	1幾～
賄	hui[6]	
匯	hui[6]	
會	hui[6]	開～
繪	hui[6]	
毀	hui[6]	2
衣	∅ui[1]	1胎盤
威	∅ui[1]	
機	∅ui[1]	1□ka44～：織布機
委	∅ui[3]	
偽	∅ui[3]	
偉	∅ui[3]	
葦	∅ui[3]	
杮	∅ui[5]	柴～：木柴碎片
畏	∅ui[12]	～寒：發冷
薸	pʰiu[2]	浮萍
票	pʰiu[5]	
嫖	pʰiu[6]	
漂	pʰiu[6]	～白
苗	miu[2]	
描	miu[6]	
廟	miu[6]	
妙	miu[6]	
謬	miu[6]	
繆	miu[6]	姓
朝	tiu[2]	唐～
潮	tiu[2]	
調	tiu[2]	～羹，～整
釣	tiu[5]	
□	tiu[5]	絎
趙	tiu[6]	
兆	tiu[6]	
召	tiu[6]	
調	tiu[6]	～動
抽	tʰiu[1]	1間苗
丑	tʰiu[3]	地支之一
跳	tʰiu[5]	
饒	niu[2]	寬恕
扭	niu[3]	
尿	niu[6]	
□	niu[12]	捲～□tʰoi22：髮髻
溜	liu[1]	
鬚	liu[1]	1喙～：鬍子
鰍	liu[1]	塗～：泥鰍
□	liu[1]	酒～：酒糟篦子
□	liu[2]	蜆
柳	liu[3]	
鞘	liu[5]	刀～
□	liu[6]	攪拌
□	liu[14]	□kʰa44～：玩兒
□	liu[11]	～～蒜：藠頭。讀作[liu11liu44lɔn35]
修	siu[1]	
收	siu[1]	
□	siu[1]	彈～：彈簧
韶	siu[2]	
邵	siu[2]	
首	siu[3]	
守	siu[3]	
肖	siu[5]	～兔：屬兔
紹	siu[6]	
珠	tɕiu[1]	1目～：眼睛
鄒	tɕiu[1]	
周	tɕiu[1]	
舟	tɕiu[1]	
州	tɕiu[1]	
洲	tɕiu[1]	
鳥	tɕiu[3]	1～囝：鳥兒
酒	tɕiu[3]	
照	tɕiu[5]	
秋	ɕiu[1]	
休	ɕiu[1]	
手	ɕiu[3]	
笑	ɕiu[5]	
鳩	kiu[1]	
糾	kiu[1]	
喬	kiu[2]	
僑	kiu[2]	
橋	kiu[2]	
蕎	kiu[2]	
久	kiu[3]	
韭	kiu[3]	
叫	kiu[5]	鳥鳴，公雞叫
轎	kiu[6]	
九	kiu[12]	2～仙：地名
丘	kʰiu[1]	2
邱	kʰiu[1]	
□	kʰiu[3]	揪
竅	kʰiu[5]	
翹	kʰiu[5]	頭髮等竪起，秤尾高
快	kʰiu[12]	3～活：舒服
堯	ŋiu[2]	
憂	∅iu[1]	
優	∅iu[1]	
悠	∅iu[1]	
搖	∅iu[2]	
謠	∅iu[2]	
窑	∅iu[2]	
姚	∅iu[2]	
有	∅iu[3]	2
友	∅iu[3]	
酉	∅iu[3]	
耀	∅iu[6]	
鷂	∅iu[6]	紙～：風箏
要	∅iu[12]	2～緊
□	tim[6]	滿
□	tʰim[3]	～頭：點頭
拈	nim[1]	
黏	nim[2]	
念	nim[6]	2紀～
臁	lim[17]	骹～□mɔŋ35：脛骨
廉	lim[2]	
鐮	lim[2]	
簾	lim[2]	
林	lim[2]	2姓
心	sim[1]	
鹽	sim[2]	名詞
蟬	sim[2]	
禪	sim[2]	
沈	sim[3]	
審	sim[3]	
嬸	sim[3]	
鹽	sim[5]	以贍切，醃製
陝	sim[12]	～西
蟾	sim[11]	～蜍
侵	ɕim[1]	
深	ɕim[1]	
嫌	ɕim[2]	
尋	ɕim[2]	1庹
寢	ɕim[3]	
顯	ɕim[3]	
今	kim[1]	3
金	kim[1]	
錦	kim[3]	
□	kim[3]	蜀～葡萄：一串葡萄
劍	kim[5]	
欽	kʰim[1]	
擒	kʰim[2]	
□	kʰim[3]	啃
欠	kʰim[5]	
歉	kʰim[5]	
殮	ŋim[6]	併～：收殮
驗	ŋim[6]	
音	∅im[1]	
陰	∅im[1]	2
炎	∅im[2]	1
淫	∅im[2]	
厴	∅im[3]	螺螄頭上的圓蓋
飲	∅im[3]	2～料
厭	∅im[5]	
□	tɕym[12]	～母：女人這是連讀音。發音人認為與「煮」[tɕy41]同音。
擔	tam[1]	動詞
擔	tam[1]	2扁～，槍～：柴擔
談	tam[2]	
澹	tam[2]	濕
膽	tam[3]	
疸	tam[3]	
擔	tam[5]	1名詞。單說
□	tam[5]	洇
淡	tam[6]	
但	tam[6]	
貪	tʰam[1]	
坍	tʰam[1]	
潭	tʰam[2]	
譚	tʰam[2]	
痰	tʰam[2]	～瓶：痰盂
探	tʰam[5]	
□	nam[1]	□an11～：肮髒
南	nam[2]	
男	nam[2]	
楠	nam[2]	
□	nam[11]	～□□mi22ei22：螢火蟲
藍	lam[2]	
籃	lam[2]	
林	lam[2]	1樹～九都不說「柴林」而說「樹林」[tSʰeu44lam553]。
覽	lam[3]	
攬	lam[3]	擁抱
欖	lam[3]	橄～
□	lam[11]	□tsʰa11～□met5：麻雀
□	lam[11]	□ka11～吞：囫圇吞
簪	tsam[1]	
斬	tsam[3]	
𩟗	tsam[3]	淡
暫	tsam[6]	
鏨	tsam[6]	
站	tsam[6]	1車～
□	tsam[6]	叢，量詞
參	tsʰam[1]	～加
摻	tsʰam[1]	
慘	tsʰam[3]	
鏟	tsʰam[3]	
三	sam[1]	
杉	sam[1]	
衫	sam[1]	
□	sam[13]	～母：蟑螂
甘	kam[1]	
柑	kam[1]	
泔	kam[1]	米～水：洗過米的水
□	kam[1]	强迫給人
含	kam[2]	1在嘴裡含
銜	kam[2]	1
感	kam[3]	
㔶	kam[3]	蓋子；蓋上，～瓦：蓋瓦
敢	kam[3]	
監	kam[5]	太～
鑒	kam[5]	
監	kam[12]	～督
□	kam[12]	～□moŋ44：蕨
堪	kʰam[1]	
勘	kʰam[1]	
刊	kʰam[1]	
蚶	ham[1]	
含	ham[2]	2～義
函	ham[2]	
涵	ham[2]	
咸	ham[2]	1～豐
銜	ham[2]	2軍～
衡	ham[2]	
喊	ham[5]	呼陷切，相～：吵架
陷	ham[6]	
餡	ham[6]	
□	ham[12]	～□nie35：打哈欠
庵	∅am[1]	
鵪	∅am[1]	～鶉卵：鵪鶉蛋
母	∅am[3]	3□tsu0伯～：妯娌
飲	∅am[3]	1米湯
暗	∅am[5]	
□	∅am[12]	～蟣：蛞蝓
咸	∅am[11]	2～村：地名
艦	kʰiam[3]	
店	tɛm[5]	
簟	tɛm[6]	
墊	tɛm[6]	
沉	tʰɛm[2]	
念	nɛm[6]	1～經
蠶	tsʰɛm[2]	
□	tsʰɛm[12]	～□ma44：銅鈸
鹹	kɛm[2]	
□	kʰɛm[5]	蓋子
□	tem[1]	甜
□	tem[1]	觸著凸起的東西覺得不舒服
點	tem[3]	1幾～；～火
典	tem[3]	
奠	tem[3]	
□	tem[6]	～藥：煎藥
□	tem[13]	～奶：丈母娘
添	tʰem[1]	
染	nem[3]	
棯	nem[3]	刺～：野生的草莓
糝	nem[3]	飯～：飯粒
𡳞	lem[17]	～脬：陰囊
□	lem[5]	桔子的瓣；用於墨的量詞
森	sem[1]	
參	sem[1]	洋～：人參
尋	sem[2]	2尋找
蟳	sem[2]	一種海裡的螃蟹
甚	sem[6]	
腎	sem[6]	
慎	sem[6]	
尖	tʃem[1]	
櫼	tʃem[1]	楔子
瞻	tʃem[1]	
詹	tʃem[1]	
針	tʃem[1]	
占	tʃem[5]	～領
浸	tʃem[5]	
殲	tʃʰem[1]	
籤	tʃʰem[1]	牙～，～詩：神籤
簽	tʃʰem[1]	～字
遷	tʃʰem[1]	
□	tʃʰem[2]	楊梅
兼	kem[1]	
□	kem[2]	雞～：一種用來罩在雞上面的罩子，桌～：一種用來罩在菜碗上面的罩子
減	kem[3]	
碱	kem[3]	
檢	kem[3]	
禁	kem[5]	～止
妗	kem[6]	舅母，～媽：父親的舅母
腎	kem[6]	雞～：雞胃
□	kem[6]	～喙：忌口
謙	kʰem[1]	
琴	kʰem[2]	
禽	kʰem[2]	
遣	kʰem[3]	
熊	hem[2]	
險	hem[3]	
掩	∅em[1]	躲；捂
陰	∅em[1]	1～信：陰天
壬	∅em[2]	
任	∅em[6]	
蔭	∅em[6]	曬不到太陽的地方
孕	∅em[6]	
□	siem[2]	引誘
纖	ɕiem[1]	
鉗	kʰiem[2]	～囝：鉗子，鐵～：火鉗
岩	ŋiem[2]	
閻	ŋiem[2]	姓
嚴	ŋiem[2]	～格；姓
□	ŋiem[2]	坎子
□	ŋiem[2]	麥～：麥芒
岸	ŋiem[6]	
□	nip[7]	掐
接	tɕip[7]	
折	tɕip[7]	折疊
妾	ɕip[7]	
切	ɕip[7]	一～
劫	kip[7]	
莢	kip[7]	
□	ŋip[15]	□huon55～：牛鼻桊兒
答	tap[7]	
