音标	调类	调值	辖字
tʰai	3	42	㘆
dai	3	42	詒
nai	3	42	乃𱼁嬭廼妳
tsai	3	42	宰崽
tsʰai	3	42	采採彩綵
dzai	3	42	在
戒韵			
kai	5	35	戒誡蓋介芥丐匃匄价界屆疥恝魀
kʰai	5	35	慨概咳欬
ŋai	6	24	愛嬡艾曖隘礙閡碍餲
ai	5	35	喝
xai	5	35	噧𢗊
ɣai	6	24	害薤械懈{俗音}邂{俗音}廨{俗音}獬{俗音}劾駭蟹韰𢬿
pai	5	35	拜湃輩貝
pʰai	5	35	派沛斾
bai	6	24	敗椑稗憊
mai	6	24	賣邁勱
tai	5	35	帶戴螮蒂
tʰai	5	35	態太泰貸汰
dai	6	24	代岱袋黛大殆逮怠
nai	6	24	賚賴籟瀨奈柰耏耐鼐
tsai	5	35	再載債
tsʰai	5	35	蔡菜瘥蠆
dzai	6	24	在{俗音}豸寨
sai	5	35	曬賽
宫韵			
tɕiuŋ	1	55	宮弓躬恭供
tɕʰiuŋ	1	55	舂衝
dʑiuŋ	2	12	蟲蛩
ȵiuŋ	2	12	濃醲穠骱顒
jiuŋ	1	55	雍雝癰廱灉饔
ɕiuŋ	1	55	穹芎
ʑiuŋ	2	12	雄戎絨狨茸
jiuŋ	2	12	容蓉庸鎔鱅墉傭融肜鏞溶
踵韵			
tɕiuŋ	3	42	踵
tɕʰiuŋ	3	42	充
jiuŋ	3	42	勇湧俑踊
ɕiuŋ	3	42	宂
眾韻			
tɕiuŋ	5	35	眾
tɕʰiuŋ	5	35	銃
dʑiuŋ	6	24	仲
jiuŋ	5	35	用
ɕiuŋ	5	35	嗅
國韻			
kuɛ	5	35	國幗虢
xuɛ	5	35	或惑
姐韻			
tɕiɛ	3	42	姐{俗音}
tɕʰiɛ	3	42	且
jiɛ	3	42	也野{俗音}冶
ɕiɛ	3	42	寫瀉
miɛ	3	42	哶咩
niɛ	3	42	䧉
tsiɛ	3	42	姐
tsʰiɛ	3	42	且
tʃiɛ	3	42	者{俗音}赭{俗音}
tʃʰiɛ	3	42	扯{俗音}撦{俗音}
ʃiɛ	3	42	舎
ʒiɛ	3	42	惹
接韻			
tɕiɛ	5	35	接揭節{俗音}潔絜結羯癤{俗音}借黠頡挈訐孑給蛣拮劫刦詰
tɕʰiɛ	5	35	切{俗音}竭碣睫捷桀傑{俗音}竊妾{俗音}截杰
dʑiɛ	6	24	藉{俗音}謝{俗音}榭{俗音}籍{俗音}
ȵiɛ	6	24	業鄴闑臬臲𡾹聶讞捏涅{俗音}苶齧殜隉{俗音}孽
jiɛ	5	35	葉夜液腋饁頁{俗音}謁噎靨
ɕiɛ	5	35	洩歇褺褻隙襲脅嶭{俗音}薛泄叶協{俗音}屑穴疶卸恊夑卻
jiɛ	6	24	頁
piɛ	5	35	鼈瞥𧢍别{俗音}撇
pʰiɛ	5	35	撇别{俗音}覕
biɛ	6	24	㧙蹩
miɛ	6	24	篾蔑搣滅
fiɛ	5	35	拂弗沸佛髮伐笏忽黻綍
βiɛ	6	24	勿{俗音}物{俗音}
tiɛ	5	35	迭{俗音}垤咥疊𦤻耋{俗音}墊牒
tʰiɛ	5	35	帖貼驖鐵鉄怗
diɛ	6	24	蝶揲碟牒{俗音}絰耋媟諜屧迭褶䢡
niɛ	6	24	列烈裂躐獵例涅洌冽
tsiɛ	5	35	節癤
tsʰiɛ	5	35	截萐妾𦩌捷
dziɛ	6	24	藉謝榭籍
siɛ	5	35	薛屑歰澁𦵮嶭
ziɛ	6	24	熱
