日头ɤ44tiao31
日头脚(太阳照到的地方)ɤ⁴⁴tiao31ʨio13
向阳ɕiaŋ45iaŋ31
背光pei³³kuaŋ13
月亮nye44liaŋ31
月亮底脚(月亮照到的地方)nye44liaŋ31ti31tɕio13
星子xiən13ʦɿ³¹
风xoŋ³¹
动风toŋ13xoŋ31
大风tai13xoŋ31
细风ɕi45xoŋ31
风停嘎xoŋ31tin31ka³¹
云yn³³
黑云xæ44yn³³
雷lei31
打雷ta44lei31
炸雷ʦa44lei31
雷打滴lei31ta44ti³¹
雨y44
落雨luo³³y44
落几颗luo³³ʨi44kʰuo³³
细雨ɕi45y⁴⁴
毛毛雨mao31mao31y44
大雨tai13y44
泼风雨pʰo³³xoŋ31y44
雨停嘎y44tiŋ31ka³¹
着雨淋（被雨淋）tʰuo45y44lin31
冰□子pin13kiao31ʦɿ³¹
结冰tɕie³³pin13
雪ɕie44
落雪luo³³ɕie44
雨掺雪y44ʦʰan³³ɕie44
雪融嘎ɕie44ioŋ³³ka³¹
霜saŋ31
打霜ta³³saŋ31
雾u13
起雾tɕʰ³³u13
天气tʰian13tɕʰi45
开日头kʰai13ɤ44tiao31
阴天yin13tʰian31
(天气)㸊læ45
(天气)热ɤ³³
(天气)冷liɛn44
天干tʰian13kuan31
淹(了)ian¹³
地ti³³
田tian31
畲地（菜地）sa³³ti13
荒地faŋ³³ti13
山san³³
半山腰puan31san³³iao13
山界脚san³³kai45tɕio13
□凼uo31taŋ13
冲tʰoŋ31
山沟san³³kiao31
江kaŋ31
沟kiao31
湖fu³³
水凼ɕy³³taŋ13
江边kaŋ31pian31
水ɕy³³
清水tɕʰin13ɕy³³
□□水（浑水）uo45lan³³ɕy³³
雨水y44ɕy³³
洪水xoŋ31ɕy³³
发大水fa³³tai13ɕy³³
冷水liɛn44ɕy³³
井水tɕin44ɕy³³
㸊水（烫水）lai31ɕy³³
温开水uən13kʰai31ɕy³³
开水kʰai31ɕy³³
岩头ai³³tiao31
细岩头ɕi45ai³³tiao31
沙子sa13ʦɿ
砖tɕyan31
瓦ua³³
碎瓦sei31ua³³
灰fei13
烂泥lan³³ni31
泥巴ni31pa
金ʨin³³
银nien³³
汽油ʨʰi45iou31
石灰tʂʅ45fei31
水泥ɕy³³ni31
玉y45
城滴ʦʰən³³ti³¹
城内头ʦʰən³³nei13tiao31
城外头ʦʰən³³uai13tiao31
城门tsʰən³³men³³
巷子xaŋ³³ʦɿ
乡下xiaŋ³³xa³³
场上(农村或小城市中定期买卖的市场)taŋ31saŋ13
街上kai31saŋ13
路lu13
大路tai13lu13
细路ɕi45lu13
春天ʨʰyn13tʰian31
冷天liɛn44tian31
秋天tɕʰiou13tian31
开春kʰai13tɕʰyn13
清明tɕʰin31min³³
农历(阴历)noŋ³³li31
阳历iaŋ31li31
三十夜san13ʂɤ45iᴀ31
大年初一tai13nian13ʦʰu31i³³
拜年pai31nian13
过小年(农历正月十五)kuo45le45nian³³
五月节(农历五月初五)u³³nye³³tɕie44
中秋节(农历八月十五)tsoŋ13ʨʰiou13tɕie44
七月半(农历七月十五)ʨʰi³³nye³³puan³³
老人节(农历九月初九)lao13en31ʨie44
今年ʨin13nian³³
去年kʰə⁴⁵nian³³
明年min13nian³³
前年ʨian³³nian³³
向前年xiaŋ31tɕian³³nian³³
往年(以往的年头)uaŋ³³nian³³
后年xiao13nian³³
大后年tai13xiao13nian³³
年年nian³³nian³³
年头nian³³tiao31
年中nian³³toŋ13
年尾nian³³uei³³
上半年saŋ13puan³³nian³³
下半年xa³³puan³³nian³³
一年到头（整年）i44nian³³tao31tiao31
正月ʦən13nye³³
月初nye³³ʦʰu13
月半nye³³puan³³
月底nye³³ti13
一个月i44kuo45nye³³
上个月saŋ13kuo45nye³³
这个月tai31kuo45nye³³
下个月xa³³kuo45nye³³
今日ʨie³³ɤ44
昨日ʦʰuo31ɤ44
明日mæ31ɤ44
后日xiao13ɤ44
大后日tai13xiao13ɤ44
前日ʨian³³ɤ44
第日（第二天）ti13ɤ44
前几日tɕian³³ʨi³³ɤ44
星期天ɕin13tɕi31tʰian31
一个星期i44kuo45ɕin13ʨi31
日当天（整天）ɤ44taŋ³³tʰian31
每日mei³³ɤ44
十几日(比十天多)ʂɤ45tɕi³³ɤ44
上半日saŋ¹³puan³³ɤ⁴⁴
下半日xa³³puan³³ɤ⁴⁴
半日puan³¹ɤ⁴⁴
大半日tai¹³puan³³ɤ⁴⁴
清早(日出前后的一段时间)tɕʰin¹³tsao³³
半日间（中午）po⁴⁴nian³³kan¹³
日滴ɤ⁴⁴ti³¹
夜头(从天黑到天亮的一段时间)iᴀ¹³tiao³¹
半夜puan³³iᴀ¹³
上半夜saŋ¹³puan³³iᴀ¹³
下半夜xa³³puan³³iᴀ¹³
夜到光（一整夜）iᴀ¹³tao³¹kuaŋ¹³
夜夜iᴀ¹³iᴀ¹³
哪年(指某一年)nai⁴⁴nian³³
哪个月(指某一月)nai⁴⁴ko⁴⁵nye³³
哪日子(指日期)nai⁴⁴ɤ⁴⁴ʦɿ
哪个时候(他～来？)nai⁴⁴ko⁴⁵ʂɤ³³xiao³¹
先前ɕian¹³tɕian³¹
这下子tai³¹xa¹³ʦɿ
后来(指过去某事之后)xiao¹³lai³³
耕田kan¹³tian³³
打谷子ta³³ku³³tsɿ
栽秧ʦai¹³iaŋ¹³
插秧tsʰa³³iaŋ¹³
薅草xao¹³ʦʰao³³
割谷子kuo³³ku³³ʦɿ
晒谷子sai⁴⁵ku³³ʦɿ
淤(注意各种粪肥的名称)y¹³
化肥(注意各种常见化肥的名称)fa³¹fei¹³
井凼(饮用的水井)tɕin³³taŋ¹³
水桶ɕy³³tʰoŋ³³
板车pan³³ʦʰæ³¹
□□（犁耙）kua⁴⁵kua⁴⁵
风箱(使米粒跟谷壳分离的农具)xoŋ¹³ɕiaŋ³³
缸kaŋ¹³
打米碓(脱去稻谷外皮的农具)ta³³mi³³tei³¹
筛(筛稻、米用的)sai¹³
糠筛(筛粉末状细物用的器具)kaŋ¹³sai¹³
捞筛lao³³sai¹³
簸箕po⁴⁵tɕi³³
锄头ʨy³³tiao³¹
柴刀ʦai³³tao³¹
镰刀lian³³tao³¹
斧头fu³³tao³¹
撮箕(撮垃圾用)po⁴⁵tɕi³¹
拉撒（垃圾）la³³sa³³
箩lo³³
扁担pian³³tan³¹
□扫把(用竹枝扎成,比笤帚大,扫地用)ka¹³sao³³pa³¹
谷子ku³³ʦɿ
包谷pao¹³ku³³
早谷子ʦao³³ku³³ʦɿ
迟谷子tʂɤ³¹ku³³tsɿ
米(稻的子实去壳后。各种米的名称)mi³³
糯米nuo¹³mi³³
新米ɕin¹³mi³³
糙米(未舂碾过的米)tsʰao¹³mi³³
棉花mian³³fa¹³
芝麻tʂɤ¹³ma³³
向阳花（向日葵）ɕiaŋ⁴⁵iaŋ³¹fa¹³
红薯xoŋ³³ɕy³¹
果薯kuo⁴⁴ɕy³¹
洋芋豆iaŋ³¹y¹³tiao³³
魔芋mo³³y¹³
山药(学名叫薯蓣)san¹³io³³
莲子(莲蓬的子)lian³³ʦɿ
黄豆uaŋ³³tiao³¹
绿豆liou³³tiao³¹
黑豆xæ⁴⁴tiao³¹
红豆xoŋ³³tiao³¹
豌豆uan¹³tiao³¹
豇豆子(细长条的)kaŋ¹³tiao³¹ʦɿ
蚕豆子ʦan³³tiao³¹tsɿ
茄子ʨiᴀ³¹tsɿ
黄瓜uaŋ³¹kua¹³
丝瓜sɿ¹³kua¹³
苦瓜kʰu³³kua¹³
南瓜nan³¹kua¹³
冬瓜toŋ¹³kua¹³
萫料（葱）ɕiaŋ⁴⁵liao³¹
洋葱iaŋ³¹tsʰoŋ¹³
蒜(指这种植物)suan⁴⁵
蒜头(蒜的鳞茎,由蒜瓣构成)suan⁴⁵tiao³¹
酱茄子（西红柿）ʨiaŋ⁴⁵tɕia³¹tsɿ
姜tɕiaŋ¹³
辣子la³³tsɿ
菠菜po¹³tsʰai³¹
白菜pʰæ⁴⁵tsʰai³¹
莴笋(指茎部)uo¹³sen³¹
莴笋叶uo¹³sen³¹ie³³
生菜sɿæn¹³tsʰai³¹
胡萝卜fu³³lo³³po³¹
复萝卜（白色）fu⁴⁵lo³³po³¹
油麦菜iou³¹mai³¹ʦʰai³¹
树ɕy³³
林lin³¹
树秧ɕy³³iaŋ¹³
树干ɕy³³kan⁴⁵
树尖ɕy³³tɕian¹³
树根ɕy³³kiæn¹³
树叶ɕy³³ie³³
树桍桍ɕy³³kua³¹kua³¹
栽树(动宾)tsai¹³ɕy³³
剁树(动宾)tuo⁴⁵ɕy³³
松树soŋ¹³ɕy³³
杉木树san¹³mo³³ɕy³³
木姜子树mo³³tɕiaŋ¹³ʦɿ³¹ɕ³³
茶树ʦa³¹ɕy³³
桐油子树toŋ³¹iou³¹ʦɿ³¹ɕy³³
竹(注意当地各种竹子名,有无方竹)tou¹³
观音竹kuan¹³in¹³tou¹³
笋sen⁴⁴
冬笋toŋ¹³sen⁴⁴
春笋tɕʰyn¹³sen⁴⁴
篾片(竹子劈成的薄片)mie⁴⁴pʰian⁴⁴
果木东西（水果）kuo⁴⁴mo³³toŋ¹³ɕi³¹
桃tao³¹
李子li⁴⁴ʦɿ³¹
苹果pin³¹kuo³¹
枣子ʦao³³ʦɿ³¹
梨子li³³ʦɿ³¹
枇杷子pi³¹pa³¹ʦɿ³¹
柿子ʂ³³ʦɿ³¹
柿饼ʂ³³pin³¹
石榴子ʂɤ⁴⁵liou³¹ʦɿ³¹
橙子ʦen³¹ʦɿ³¹
橘子(注意当地橘与柑有无分别)kæ³³ʦɿ³¹
木瓜mo³³kua³¹
龙眼loŋ³¹ŋan³³
荔枝li⁴⁵tʂɤ³¹
芒果maŋ³¹kuo⁴⁴
菠萝po¹³lo³³
核桃xæ³³tao³¹
西瓜ɕi¹³kua¹³
瓜子kua¹³ʦɿ³¹
白瓜pæ⁴⁵kua¹³
白果（银杏果）pæ⁴⁵kuo⁴⁴
梗（甘蔗）kuaŋ⁴⁴
笆栗子（板栗）pa³³li³¹ʦɿ³¹
花生fa¹³sən¹³
桂花kuei⁴⁵fa³¹
菊花tɕy³³
梅花mei³¹fa³¹
荷花xo³³fa³¹
荷叶xo³¹ie³³
喇叭花（牵牛花）la³³pa³¹fa³¹
花苞(没有开放的花)fa¹³pao³¹
花瓣fa¹²pan³¹
香菇ɕiaŋ¹³ku¹³
蘑菇mo³³ku¹³
冻菌toŋ⁴⁵tɕyn³³
养牲iaŋ¹³sen³¹
牛niou³¹
黄牛uaŋ³³niou³¹
水牛ɕy³³niou³¹
牛崽niou³¹
羊iaŋ³¹
狗kiao⁴⁴
公狗koŋ¹³kiao³³
母狗mu⁴⁴kiao⁴⁴
列狗崽(脱奶后的幼犬)le³¹kiao⁴⁴zæ³¹
猫mao¹³
猪tɕy¹³
种猪toŋ³³tɕy¹³
母猪mu³³tɕy¹³
猪崽tɕy¹³ʦai³¹
兔子tʰu⁴⁵ʦɿ³¹
鸡tɕi¹³
公鸡(成年的打鸣的公鸡)koŋ¹³tɕi¹³
列鸡崽(小鸡)ɕi⁴⁵tɕi¹³ʦæ³¹
母鸡mu⁴⁴tɕi¹³
菢鸡婆(正在孵蛋的母鸡)pao³³tɕi¹³po³¹
鸡蛋tɕi¹³tan³³
生蛋锅（鸡下蛋）sɿɛn¹³tan³³kuo³¹
菢(～小鸡儿)pao³³
鸡爪爪tɕi¹³kua³¹kua³¹
鸭ŋa³³
鸭蛋ŋa³³tan³³
鹅ŋo³¹
猴子xiao³¹ʦɿ³¹
老鼠子（老鼠）lao³³ɕy³³ʦɿ³¹
蛇(注意各种蛇的叫名)sa³¹
五步蛇u³³pu¹³sa³¹
菜花蛇tsʰai³¹fa¹³sa³¹
眼镜蛇ŋan³³tɕin³³sa³¹
竹叶青tu³³ie³³tɕʰin¹³
鸟崽（鸟儿）tiao⁴⁴ʦæ³¹
燕子ian⁴⁵tsɿ³¹
斑鸠pan¹³tɕiou³¹
竹鸡tou⁴⁴tɕi¹³
白幻pʰa⁴⁵xuan⁴⁴
布谷pu⁴⁵ku³³
猫姑（猫头鹰）mao⁴⁵ku³¹
蚕tsan³¹
波梭（蜘蛛）po¹³suo³³
蚂蚁子（蚂蚁）ma⁴⁴nian⁴⁵ʦɿ³¹
火蚂蚁xuo³³ma⁴⁴nian³¹
细蚂蚁ɕi⁴⁵ma⁴⁴nian³¹
毛蚂蚁mao³¹ma⁴⁴nian³¹
土米虫（蚯蚓）tʰu⁴⁴mi⁴⁴toŋ³¹
土蚕（蜗牛）tʰu¹³ʦan³¹
四脚蛇（壁虎）sɿ⁴⁵tɕio⁴⁴sa³¹
米虫米里的米色虫)mi³³toŋ³¹
瞎眼蚊（牛蚊子）xa⁴⁴ŋan⁴⁴men¹³
蚊子men¹³ʦɿ³¹
布东子（绿色的飞虫）pu⁴⁵toŋ¹³ʦɿ³¹
飞蛾子fei¹³ŋo³¹ʦɿ³¹
狗蚤（跳蚤）kiao⁴⁴ʦao³¹
打屁虫（臭虫）ta⁴⁴pʰi⁴⁵toŋ¹³
鸡哨子（蟋蟀）tɕi¹³sao⁴⁵ʦɿ³¹
骚嘎子（蟑螂）sao¹³ka⁴⁴ʦɿ³¹
马虫□（螳螂）ma⁴⁴toŋ³³kuaŋ³¹
唧唧虫(蝉)tɕi⁴⁵tɕi⁴⁵toŋ³¹
糖蜂（密峰）taŋ³³xoŋ³¹
蜂窝xeŋ³¹uo¹³
蜂蜜mi⁴⁵xeŋ³¹
洋火虫（萤火虫）iaŋ³¹xuo⁴⁴toŋ³¹
大飞蛾子（蝴蝶）tai⁴⁴fei¹³ŋuo⁴⁴ʦɿ³¹
拉力蝈（蜻蜓）la¹³li⁴⁵kuo³¹
花壳虫(学名“瓢虫”)fa¹³ko³³toŋ³¹
