汉字	ipa	声母	韵母	声调
遭	tsou	ts	ou	陰平
糟	tsou	ts	ou	陰平
早	tsou	ts	ou	陰上
又	tsou	ts	ou	陰上
騷	θou	θ	ou	陰平
臊	θou	θ	ou	陰平
搔	θou	θ	ou	陰平
糟	θou	θ	ou	陽平
曹	θou	θ	ou	陽平
嫂	θou	θ	ou	陰上
皂	θou	θ	ou	陽上
造	θou	θ	ou	陽上
掃	θou	θ	ou	陽上
帚	θou	θ	ou	陽上
掃	θou	θ	ou	陰去
糙	θou	θ	ou	陽去
高	kou	k	ou	陰平
膏	kou	k	ou	陰平
羔	kou	k	ou	陰平
糕	kou	k	ou	陰平
稿	kou	k	ou	陰上
告	kou	k	ou	陰去
窖	kou	k	ou	陰去
臥	ŋou	ŋ	ou	陽去
熬	ŋou	ŋ	ou	陽去
肉	ŋou	ŋ	ou	陽去
熬	ŋou	ŋ	ou	陽去
傲	ŋou	ŋ	ou	陽去
薅	xou	x	ou	陰平
蒿	xou	x	ou	陽平
毫	xou	x	ou	陽平
好	xou	x	ou	陰上
好	xou	x	ou	陰去
號	xou	x	ou	陽去
蒿	øou	ø	ou	陰平
襖	øou	ø	ou	陰去
標	piu	p	iu	陰平
彪	piu	p	iu	陰平
瓢	piu	p	iu	陽平
嫖	piu	p	iu	陽平
表	piu	p	iu	陰上
飄	pʰiu	pʰ	iu	陰平
漂	pʰiu	pʰ	iu	陰平
亮	pʰiu	pʰ	iu	陰平
又	pʰiu	pʰ	iu	陰平
漂	pʰiu	pʰ	iu	陰去
亮	pʰiu	pʰ	iu	陰去
又	pʰiu	pʰ	iu	陰去
漂	pʰiu	pʰ	iu	陰去
白	pʰiu	pʰ	iu	陰去
票	pʰiu	pʰ	iu	陰去
苗	miu	m	iu	陽平
描	miu	m	iu	陽平
秒	miu	m	iu	陽上
妙	miu	m	iu	陽上
廟	miu	m	iu	陽去
丟	tiu	t	iu	陰平
刁	tiu	t	iu	陰平
貂	tiu	t	iu	陰平
雕	tiu	t	iu	陰平
條	tiu	t	iu	陽平
調	tiu	t	iu	陽平
釣	tiu	t	iu	陰去
弔	tiu	t	iu	陰去
掉	tiu	t	iu	陽去
調	tiu	t	iu	陽去
鍬	tʰiu	tʰ	iu	陰平
挑	tʰiu	tʰ	iu	陰平
跳	tʰiu	tʰ	iu	陰去
鳥	niu	n	iu	陽上
尿	niu	n	iu	陽去
聊	liu	l	iu	陽平
遼	liu	l	iu	陽平
療	liu	l	iu	陽平
了	liu	l	iu	陽上
料	liu	l	iu	陽去
樵	tsiu	ts	iu	陰平
焦	tsiu	ts	iu	陰平
蕉	tsiu	ts	iu	陰平
椒	tsiu	ts	iu	陰平
俏	tsʰiu	tsʰ	iu	陰平
梢	θiu	θ	iu	陰平
消	θiu	θ	iu	陰平
宵	θiu	θ	iu	陰平
硝	θiu	θ	iu	陰平
蕭	θiu	θ	iu	陰平
簫	θiu	θ	iu	陰平
捎	θiu	θ	iu	陰平
小	θiu	θ	iu	陰上
笑	θiu	θ	iu	陰去
朝	tʃiu	tʃ	iu	陰平
昭	tʃiu	tʃ	iu	陰平
招	tʃiu	tʃ	iu	陰平
趙	tʃiu	tʃ	iu	陽上
照	tʃiu	tʃ	iu	陽上
兆	tʃiu	tʃ	iu	陽去
超	tʃʰiu	tʃʰ	iu	陰平
燒	ʃiu	ʃ	iu	陰平
朝	ʃiu	ʃ	iu	陽平
瞧	ʃiu	ʃ	iu	陽平
潮	ʃiu	ʃ	iu	陽平
少	ʃiu	ʃ	iu	陰上
少	ʃiu	ʃ	iu	陰去
紹	ʃiu	ʃ	iu	陽去
搖	ȵiu	ȵ	iu	陽平
謠	ȵiu	ȵ	iu	陽平
遙	ȵiu	ȵ	iu	陽平
澆	ȵiu	ȵ	iu	陽平
饒	ȵiu	ȵ	iu	陽平
擾	ȵiu	ȵ	iu	陰上
繞	ȵiu	ȵ	iu	陰上
圍	ȵiu	ȵ	iu	陰上
繞	ȵiu	ȵ	iu	陰上
道	ȵiu	ȵ	iu	陰上
竅	kʰiu	kʰ	iu	陰去
曉	xiu	x	iu	陰上
邀	øiu	ø	iu	陰平
腰	øiu	ø	iu	陰平
要	øiu	ø	iu	陰平
窰	øiu	ø	iu	陽平
姚	øiu	ø	iu	陽平
妖	øiu	ø	iu	陰上
舀	øiu	ø	iu	陽上
要	øiu	ø	iu	陰去
牌	pai	p	ai	陽平
排	pai	p	ai	陽平
擺	pai	p	ai	陰上
拜	pai	p	ai	陰去
敗	pai	p	ai	陽去
稗	pai	p	ai	陽去
派	pʰai	pʰ	ai	陰去
埋	mai	m	ai	陽平
歪	mai	m	ai	陰上
買	mai	m	ai	陽上
賣	mai	m	ai	陰去
快	fai	f	ai	陰去
筷	fai	f	ai	陰去
塊	fai	f	ai	陰去
歹	tai	t	ai	陰平
戴	tai	t	ai	陰去
帶	tai	t	ai	陰去
大	tai	t	ai	陽去
太	tʰai	tʰ	ai	陰去
泰	tʰai	tʰ	ai	陰去
態	tʰai	tʰ	ai	陰去
乃	nai	n	ai	陽上
奶	nai	n	ai	陽上
拉	lai	l	ai	陰平
賴	lai	l	ai	陰去
腮	θai	θ	ai	陰平
又	θai	θ	ai	陰平
齋	tʃai	tʃ	ai	陰平
債	tʃai	tʃ	ai	陰去
差	tʃʰai	tʃʰ	ai	陰平
猜	tʃʰai	tʃʰ	ai	陰平
篩	ʃai	ʃ	ai	陰平
柒	ʃai	ʃ	ai	陽平
曬	ʃai	ʃ	ai	陰去
揩	kai	k	ai	陰平
佳	kai	k	ai	陰平
皆	kai	k	ai	陰平
街	kai	k	ai	陰平
階	kai	k	ai	陰平
解	kai	k	ai	陰上
界	kai	k	ai	陰去
芥	kai	k	ai	陰去
戒	kai	k	ai	陰去
介	kai	k	ai	陰去
啟	kʰai	kʰ	ai	陰上
又	kʰai	kʰ	ai	陰上
捱	ŋai	ŋ	ai	陽平
鞋	xai	x	ai	陽平
蟹	xai	x	ai	陰去
械	xai	x	ai	陰去
乖	kʷai	kʷ	ai	陰平
拐	kʷai	kʷ	ai	陰上
怪	kʷai	kʷ	ai	陰去
矮	øai	ø	ai	陰上
懷	wai	w	ai	陽平
槐	wai	w	ai	陽平
淮	wai	w	ai	陽平
閉	pɐi	p	ɐi	陰去
批	pʰɐi	pʰ	ɐi	陰平
米	mɐi	m	ɐi	陽上
低	tɐi	t	ɐi	陰平
題	tɐi	t	ɐi	陽平
提	tɐi	t	ɐi	陽平
啼	tɐi	t	ɐi	陽平
蹄	tɐi	t	ɐi	陽平
堤	tɐi	t	ɐi	陽平
抵	tɐi	t	ɐi	陰上
牴	tɐi	t	ɐi	陰上
底	tɐi	t	ɐi	陰上
帝	tɐi	t	ɐi	陰去
第	tɐi	t	ɐi	陽去
隸	tɐi	t	ɐi	陽去
遞	tɐi	t	ɐi	陽去
弟	tɐi	t	ɐi	陽去
梯	tʰɐi	tʰ	ɐi	陰平
體	tʰɐi	tʰ	ɐi	陰上
替	tʰɐi	tʰ	ɐi	陰去
涕	tʰɐi	tʰ	ɐi	陰去
剃	tʰɐi	tʰ	ɐi	陰去
尼	nɐi	n	ɐi	陽平
泥	nɐi	n	ɐi	陽平
犁	lɐi	l	ɐi	陽平
黎	lɐi	l	ɐi	陽平
禮	lɐi	l	ɐi	陽上
麗	lɐi	l	ɐi	陽去
例	lɐi	l	ɐi	陽去
厲	lɐi	l	ɐi	陽去
勵	lɐi	l	ɐi	陽去
擠	tsɐi	ts	ɐi	陰平
劑	tsɐi	ts	ɐi	陰平
祭	tsɐi	ts	ɐi	陰去
際	tsɐi	ts	ɐi	陰去
濟	tsɐi	ts	ɐi	陰去
妻	tsʰɐi	tsʰ	ɐi	陰平
淒	tsʰɐi	tsʰ	ɐi	陰平
西	θɐi	θ	ɐi	陰平
犀	θɐi	θ	ɐi	陰平
齊	θɐi	θ	ɐi	陽平
臍	θɐi	θ	ɐi	陽平
洗	θɐi	θ	ɐi	陰上
婿	θɐi	θ	ɐi	陰去
細	θɐi	θ	ɐi	陰去
制	tʃɐi	tʃ	ɐi	陰去
製	tʃɐi	tʃ	ɐi	陰去
使	ʃɐi	ʃ	ɐi	陰上
駛	ʃɐi	ʃ	ɐi	陰上
勢	ʃɐi	ʃ	ɐi	陰去
世	ʃɐi	ʃ	ɐi	陰去
誓	ʃɐi	ʃ	ɐi	陽去
雞	kɐi	k	ɐi	陰平
計	kɐi	k	ɐi	陰去
繼	kɐi	k	ɐi	陰去
溪	kʰɐi	kʰ	ɐi	陰平
啟	kʰɐi	kʰ	ɐi	陰上
契	kʰɐi	kʰ	ɐi	陰去
魏	ŋɐi	ŋ	ɐi	陽去
僞	ŋɐi	ŋ	ɐi	陽去
藝	ŋɐi	ŋ	ɐi	陽去
系	xɐi	x	ɐi	陽去
歸	kʷɐi	kʷ	ɐi	陰平
龜	kʷɐi	kʷ	ɐi	陰平
規	kʷɐi	kʷ	ɐi	陰平
葵	kʷɐi	kʷ	ɐi	陽平
軌	kʷɐi	kʷ	ɐi	陰上
鬼	kʷɐi	kʷ	ɐi	陰上
貴	kʷɐi	kʷ	ɐi	陰去
桂	kʷɐi	kʷ	ɐi	陰去
季	kʷɐi	kʷ	ɐi	陰去
又	kʷɐi	kʷ	ɐi	陰去
跪	kʷɐi	kʷ	ɐi	陽去
櫃	kʷɐi	kʷ	ɐi	陽去
虧	kʰʷɐi	kʰʷ	ɐi	陰平
愧	kʰʷɐi	kʰʷ	ɐi	陰去
威	wɐi	w	ɐi	陰平
揮	wɐi	w	ɐi	陰平
輝	wɐi	w	ɐi	陰平
徽	wɐi	w	ɐi	陰平
葦	wɐi	w	ɐi	陽平
爲	wɐi	w	ɐi	陽平
維	wɐi	w	ɐi	陽平
違	wɐi	w	ɐi	陽平
帷	wɐi	w	ɐi	陽平
桅	wɐi	w	ɐi	陽平
圍	wɐi	w	ɐi	陽平
委	wɐi	w	ɐi	陰上
毀	wɐi	w	ɐi	陰上
偉	wɐi	w	ɐi	陽上
畏	wɐi	w	ɐi	陰去
餵	wɐi	w	ɐi	陰去
慧	wɐi	w	ɐi	陰去
胃	wɐi	w	ɐi	陽去
謂	wɐi	w	ɐi	陽去
猬	wɐi	w	ɐi	陽去
衛	wɐi	w	ɐi	陽去
爲	wɐi	w	ɐi	陽去
諱	wɐi	w	ɐi	陽去
惠	wɐi	w	ɐi	陽去
位	wɐi	w	ɐi	陽去
災	toi	t	oi	陰平
抬	toi	t	oi	陽平
臺	toi	t	oi	陽平
載	toi	t	oi	陰上
年	toi	t	oi	陰上
再	toi	t	oi	陰去
載	toi	t	oi	陰去
重	toi	t	oi	陰去
貸	toi	t	oi	陽去
待	toi	t	oi	陽去
怠	toi	t	oi	陽去
代	toi	t	oi	陽去
袋	toi	t	oi	陽去
胎	tʰoi	tʰ	oi	陽平
彩	tʰoi	tʰ	oi	陰上
採	tʰoi	tʰ	oi	陰上
睬	tʰoi	tʰ	oi	陰上
蔡	tʰoi	tʰ	oi	陰去
菜	tʰoi	tʰ	oi	陰去
奈	noi	n	oi	陽去
耐	noi	n	oi	陽去
來	loi	l	oi	陽平
栽	tsoi	ts	oi	陰平
災	tsoi	ts	oi	陽平
又	tsoi	ts	oi	陽平
腮	θoi	θ	oi	陰平
才	θoi	θ	oi	陽平
財	θoi	θ	oi	陽平
材	θoi	θ	oi	陽平
裁	θoi	θ	oi	陽平
纔	θoi	θ	oi	陽平
在	θoi	θ	oi	陽上
該	koi	k	oi	陰平
改	koi	k	oi	陰上
蓋	koi	k	oi	陰去
艾	ŋoi	ŋ	oi	陰去
開	xoi	x	oi	陰平
孩	xoi	x	oi	陽平
海	xoi	x	oi	陰上
害	xoi	x	oi	陽上
礙	xoi	x	oi	陽上
哀	øoi	ø	oi	陰平
愛	øoi	ø	oi	陰去
杯	pui	p	ui	陰平
悲	pui	p	ui	陰平
又	pui	p	ui	陰平
培	pui	p	ui	陽平
陪	pui	p	ui	陽平
賠	pui	p	ui	陽平
倍	pui	p	ui	陽上
輩	pui	p	ui	陽上
背	pui	p	ui	陽上
貝	pui	p	ui	陽上
疿	pui	p	ui	陽去
坯	pʰui	pʰ	ui	陰平
佩	pʰui	pʰ	ui	陰去
配	pʰui	pʰ	ui	陰去
梅	mui	m	ui	陽平
枚	mui	m	ui	陽平
媒	mui	m	ui	陽平
霉	mui	m	ui	陽平
每	mui	m	ui	陽上
美	mui	m	ui	陽上
妹	mui	m	ui	陽去
灰	fui	f	ui	陰平
悔	fui	f	ui	陰上
堆	tui	t	ui	陰平
嘴	tui	t	ui	陰上
對	tui	t	ui	陰去
隊	tui	t	ui	陽去
兌	tui	t	ui	陽去
推	tʰui	tʰ	ui	陰平
腿	tʰui	tʰ	ui	陰上
脆	tʰui	tʰ	ui	陰去
退	tʰui	tʰ	ui	陰去
女	nui	n	ui	陽上
又	nui	n	ui	陽上
雷	lui	l	ui	陽平
擂	lui	l	ui	陽平
累	lui	l	ui	陽上
疲	lui	l	ui	陽上
累	lui	l	ui	陽上
積	lui	l	ui	陽上
類	lui	l	ui	陰去
淚	lui	l	ui	陽去
催	tsʰui	tsʰ	ui	陰平
崔	tsʰui	tsʰ	ui	陰平
隨	θui	θ	ui	陽平
隋	θui	θ	ui	陽平
碎	θui	θ	ui	陰去
歲	θui	θ	ui	陰去
罪	θui	θ	ui	陽去
翠	θui	θ	ui	陽去
睡	θui	θ	ui	陽去
穗	θui	θ	ui	陽去
追	tʃui	tʃ	ui	陰平
吹	tʃʰui	tʃʰ	ui	陰平
炊	tʃʰui	tʃʰ	ui	陰平
衰	ʃui	ʃ	ui	陰平
垂	ʃui	ʃ	ui	陽平
誰	ʃui	ʃ	ui	陽平
槌	ʃui	ʃ	ui	陽平
錘	ʃui	ʃ	ui	陽平
水	ʃui	ʃ	ui	陰上
稅	ʃui	ʃ	ui	陰去
帥	ʃui	ʃ	ui	陰去
賽	ʃui	ʃ	ui	陰去
塞	ʃui	ʃ	ui	陰去
錐	ȵui	ȵ	ui	陰平
潰	kʰui	kʰ	ui	陰去
繪	kʰui	kʰ	ui	陰去
外	ŋui	ŋ	ui	陽上
回	øui	ø	ui	陽平
會	øui	ø	ui	陽去
計	øui	ø	ui	陽去
匯	øui	ø	ui	陽去
會	øui	ø	ui	陽去
擔	tam	t	am	陰平
任	tam	t	am	陰平
談	tam	t	am	陽平
痰	tam	t	am	陽平
譚	tam	t	am	陽平
膽	tam	t	am	陰上
淡	tam	t	am	陽上
擔	tam	t	am	陰去
挑	tam	t	am	陰去
貪	tʰam	tʰ	am	陰平
探	tʰam	tʰ	am	陰去
試	tʰam	tʰ	am	陰去
男	nam	n	am	陽平
南	nam	n	am	陽平
籃	lam	l	am	陰平
藍	lam	l	am	陽平
覽	lam	l	am	陰上
攬	lam	l	am	陰上
覽	lam	l	am	陽上
又	lam	l	am	陽上
濫	lam	l	am	陽去
參	tsʰam	tsʰ	am	陰平
差	tsʰam	tsʰ	am	陰平
慘	tsʰam	tsʰ	am	陰上
三	θam	θ	am	陰平
蠶	θam	θ	am	陽平
斬	tʃam	tʃ	am	陰上
蘸	tʃam	tʃ	am	陰去
站	tʃam	tʃ	am	陽去
滲	tʃʰam	tʃʰ	am	陰去
衫	ʃam	ʃ	am	陰平
監	kam	k	am	陰平
減	kam	k	am	陰上
坎	kʰam	kʰ	am	陰上
砍	kʰam	kʰ	am	陰上
巖	ŋam	ŋ	am	陽平
函	øam	ø	am	陽平
銜	øam	ø	am	陽平
喊	øam	ø	am	陰去
莧	øam	ø	am	陽去
陷	øam	ø	am	陽去
餡	øam	ø	am	陽去
林	lɐm	l	ɐm	陽平
淋	lɐm	l	ɐm	陽平
臨	lɐm	l	ɐm	陽平
心	θɐm	θ	ɐm	陰平
尋	θɐm	θ	ɐm	陽平
今	tʃɐm	tʃ	ɐm	陰平
金	tʃɐm	tʃ	ɐm	陰平
針	tʃɐm	tʃ	ɐm	陰平
斟	tʃɐm	tʃ	ɐm	陰平
琴	tʃɐm	tʃ	ɐm	陽平
禽	tʃɐm	tʃ	ɐm	陽平
擒	tʃɐm	tʃ	ɐm	陽平
枕	tʃɐm	tʃ	ɐm	陰上
禁	tʃɐm	tʃ	ɐm	陰去
止	tʃɐm	tʃ	ɐm	陰去
禁	tʃɐm	tʃ	ɐm	陰去
不	tʃɐm	tʃ	ɐm	陰去
住	tʃɐm	tʃ	ɐm	陰去
侵	tʃʰɐm	tʃʰ	ɐm	陰平
寢	tʃʰɐm	tʃʰ	ɐm	陰去
參	ʃɐm	ʃ	ɐm	陰平
人	ʃɐm	ʃ	ɐm	陰平
森	ʃɐm	ʃ	ɐm	陰平
深	ʃɐm	ʃ	ɐm	陰平
沉	ʃɐm	ʃ	ɐm	陽平
嬸	ʃɐm	ʃ	ɐm	陰上
審	ʃɐm	ʃ	ɐm	陰上
沈	ʃɐm	ʃ	ɐm	陰上
甚	ʃɐm	ʃ	ɐm	陽去
陰	ȵɐm	ȵ	ɐm	陰上
任	ȵɐm	ȵ	ɐm	陽去
襟	kʰɐm	kʰ	ɐm	陰平
音	jɐm	j	ɐm	陰平
陰	jɐm	j	ɐm	陰平
甘	kʌm	k	ʌm	陰平
柑	kʌm	k	ʌm	陰平
泔	kʌm	k	ʌm	陰平
敢	kʌm	k	ʌm	陰上
感	kʌm	k	ʌm	陰上
堪	xʌm	x	ʌm	陰平
含	xʌm	x	ʌm	陽平
暗	øʌm	ø	ʌm	陰去
甜	tim	t	im	陽平
點	tim	t	im	陰上
典	tim	t	im	陰上
舔	tim	t	im	陽上
店	tim	t	im	陰去
黏	nim	n	im	陰平
拈	nim	n	im	陰平
驗	nim	n	im	陽去
念	nim	n	im	陽去
鐮	lim	l	im	陽平
簾	lim	l	im	陽平
帘	lim	l	im	陽平
廉	lim	l	im	陽平
臉	lim	l	im	陽上
鮎	lim	l	im	陽上
斂	lim	l	im	陽上
尖	tsim	ts	im	陰平
漸	tsim	ts	im	陽去
籖	tsʰim	tsʰ	im	陰平
簽	tsʰim	tsʰ	im	陰平
箋	tsʰim	tsʰ	im	陰平
殲	tsʰim	tsʰ	im	陰平
遷	tsʰim	tsʰ	im	陰平
沾	tʃim	tʃ	im	陰平
粘	tʃim	tʃ	im	陰平
貼	tʃim	tʃ	im	陰平
佔	tʃim	tʃ	im	陰去
蟬	ʃim	ʃ	im	陽平
陜	ʃim	ʃ	im	陰上
嚴	ȵim	ȵ	im	陽平
染	ȵim	ȵ	im	陽上
兼	kim	k	im	陰平
鉗	kim	k	im	陽平
檢	kim	k	im	陰上
劍	kim	k	im	陰去
謙	xim	x	im	陰平
險	xim	x	im	陰上
欠	xim	x	im	陰去
鹽	jim	j	im	陽平
簷	jim	j	im	陽平
嫌	jim	j	im	陽平
掩	jim	j	im	陰上
淹	jim	j	im	陰去
厭	jim	j	im	陰去
閻	jim	j	im	陽去
醃	jim	j	im	陽去
班	pan	p	an	陰平
斑	pan	p	an	陰平
頒	pan	p	an	陰平
板	pan	p	an	陰上
版	pan	p	an	陰上
扮	pan	p	an	陽去
辦	pan	p	an	陽去
攀	pʰan	pʰ	an	陰平
盼	pʰan	pʰ	an	陰去
蠻	man	m	an	陽平
晚	man	m	an	陽上
萬	man	m	an	陽去
蔓	man	m	an	陽去
漫	man	m	an	陽去
幔	man	m	an	陽去
慢	man	m	an	陽去
邁	man	m	an	陽去
翻	fan	f	an	陰平
番	fan	f	an	陰平
帆	fan	f	an	陽平
凡	fan	f	an	陽平
煩	fan	f	an	陽平
繁	fan	f	an	陽平
礬	fan	f	an	陽平
反	fan	f	an	陰上
販	fan	f	an	陰去
範	fan	f	an	陽去
犯	fan	f	an	陽去
飯	fan	f	an	陽去
丹	tan	t	an	陰平
單	tan	t	an	陰平
檀	tan	t	an	陽平
彈	tan	t	an	陽平
旦	tan	t	an	陰去
但	tan	t	an	陽去
彈	tan	t	an	陽去
蛋	tan	t	an	陽去
餐	tʰan	tʰ	an	陰平
灘	tʰan	tʰ	an	陰平
攤	tʰan	tʰ	an	陰平
坦	tʰan	tʰ	an	陰上
毯	tʰan	tʰ	an	陰上
炭	tʰan	tʰ	an	陰去
歎	tʰan	tʰ	an	陰去
難	nan	n	an	陽平
難	nan	n	an	陽去
蘭	lan	l	an	陽平
攔	lan	l	an	陽平
欄	lan	l	an	陽平
爛	lan	l	an	陽去
贊	tsan	ts	an	陰去
濺	tsan	ts	an	陽去
餐	tsʰan	tsʰ	an	陰平
又	tsʰan	tsʰ	an	陰平
殘	θan	θ	an	陽平
傘	θan	θ	an	陰去
散	θan	θ	an	陰去
了	θan	θ	an	陰去
散	θan	θ	an	陰去
盞	tʃan	tʃ	an	陰上
賺	tʃan	tʃ	an	陽去
棧	tʃan	tʃ	an	陽去
產	tʃʰan	tʃʰ	an	陰上
鏟	tʃʰan	tʃʰ	an	陰上
山	ʃan	ʃ	an	陰平
閂	ʃan	ʃ	an	陰平
栓	ʃan	ʃ	an	陰平
姦	kan	k	an	陰平
奸	kan	k	an	陰平
艱	kan	k	an	陰平
間	kan	k	an	陰平
繭	kan	k	an	陰上
簡	kan	k	an	陰上
柬	kan	k	an	陰上
揀	kan	k	an	陰上
碱	kan	k	an	陰上
間	kan	k	an	陰去
顏	ŋan	ŋ	an	陽平
眼	ŋan	ŋ	an	陽上
雁	ŋan	ŋ	an	陽去
閑	xan	x	an	陽平
閒	xan	x	an	陽平
限	xan	x	an	陽上
晏	øan	ø	an	陰去
賓	pɐn	p	ɐn	陰平
殯	pɐn	p	ɐn	陰平
奔	pɐn	p	ɐn	陰平
頻	pɐn	p	ɐn	陽平
貧	pɐn	p	ɐn	陽平
墳	pɐn	p	ɐn	陽平
又	pɐn	p	ɐn	陽平
笨	pɐn	p	ɐn	陽去
品	pʰɐn	pʰ	ɐn	陰上
噴	pʰɐn	pʰ	ɐn	陰去
文	mɐn	m	ɐn	陽平
紋	mɐn	m	ɐn	陽平
民	mɐn	m	ɐn	陽平
聞	mɐn	m	ɐn	陽平
問	mɐn	m	ɐn	陽去
葷	fɐn	f	ɐn	陰平
婚	fɐn	f	ɐn	陰平
熏	fɐn	f	ɐn	陰平
薰	fɐn	f	ɐn	陰平
芬	fɐn	f	ɐn	陰平
紛	fɐn	f	ɐn	陰平
分	fɐn	f	ɐn	陰平
勳	fɐn	f	ɐn	陰平
墳	fɐn	f	ɐn	陽平
粉	fɐn	f	ɐn	陰上
糞	fɐn	f	ɐn	陰去
奮	fɐn	f	ɐn	陰去
訓	fɐn	f	ɐn	陰去
份	fɐn	f	ɐn	陽去
憤	fɐn	f	ɐn	陽去
忿	fɐn	f	ɐn	陽去
敦	tɐn	t	ɐn	陰平
墩	tɐn	t	ɐn	陰平
鈍	tɐn	t	ɐn	陰平
遁	tɐn	t	ɐn	陰平
盾	tɐn	t	ɐn	陽去
頓	tɐn	t	ɐn	陽去
屯	tɐn	t	ɐn	陽去
吞	tʰɐn	tʰ	ɐn	陰平
麟	lɐn	l	ɐn	陽平
燐	lɐn	l	ɐn	陽平
鄰	lɐn	l	ɐn	陽平
崙	lɐn	l	ɐn	陽平
輪	lɐn	l	ɐn	陽平
倫	lɐn	l	ɐn	陽平
論	lɐn	l	ɐn	陽去
津	tsɐn	ts	ɐn	陰平
進	tsɐn	ts	ɐn	陰去
俊	tsɐn	ts	ɐn	陰去
親	tsʰɐn	tsʰ	ɐn	陰平
辛	θɐn	θ	ɐn	陰平
薪	θɐn	θ	ɐn	陰平
新	θɐn	θ	ɐn	陰平
秦	θɐn	θ	ɐn	陽平
旬	θɐn	θ	ɐn	陽平
循	θɐn	θ	ɐn	陽平
巡	θɐn	θ	ɐn	陽平
筍	θɐn	θ	ɐn	陰上
儘	θɐn	θ	ɐn	陽上
信	θɐn	θ	ɐn	陰去
盡	θɐn	θ	ɐn	陰去
迅	θɐn	θ	ɐn	陰去
訊	θɐn	θ	ɐn	陰去
斤	tʃɐn	tʃ	ɐn	陰平
筋	tʃɐn	tʃ	ɐn	陰平
巾	tʃɐn	tʃ	ɐn	陰平
珍	tʃɐn	tʃ	ɐn	陰平
真	tʃɐn	tʃ	ɐn	陰平
勤	tʃɐn	tʃ	ɐn	陽平
芹	tʃɐn	tʃ	ɐn	陽平
僅	tʃɐn	tʃ	ɐn	陰上
準	tʃɐn	tʃ	ɐn	陰上
緊	tʃɐn	tʃ	ɐn	陰上
近	tʃɐn	tʃ	ɐn	陽上
振	tʃɐn	tʃ	ɐn	陰去
震	tʃɐn	tʃ	ɐn	陰去
鎮	tʃɐn	tʃ	ɐn	陰去
陣	tʃɐn	tʃ	ɐn	陽去
春	tʃʰɐn	tʃʰ	ɐn	陰平
蠢	tʃʰɐn	tʃʰ	ɐn	陰上
趁	tʃʰɐn	tʃʰ	ɐn	陰去
診	tʃʰɐn	tʃʰ	ɐn	陰去
疹	tʃʰɐn	tʃʰ	ɐn	陰去
襯	tʃʰɐn	tʃʰ	ɐn	陰去
身	ʃɐn	ʃ	ɐn	陰平
申	ʃɐn	ʃ	ɐn	陰平
伸	ʃɐn	ʃ	ɐn	陰平
純	ʃɐn	ʃ	ɐn	陽平
蒓	ʃɐn	ʃ	ɐn	陽平
醇	ʃɐn	ʃ	ɐn	陽平
神	ʃɐn	ʃ	ɐn	陽平
陳	ʃɐn	ʃ	ɐn	陽平
塵	ʃɐn	ʃ	ɐn	陽平
晨	ʃɐn	ʃ	ɐn	陽平
辰	ʃɐn	ʃ	ɐn	陽平
臣	ʃɐn	ʃ	ɐn	陽平
腎	ʃɐn	ʃ	ɐn	陰去
慎	ʃɐn	ʃ	ɐn	陽去
順	ʃɐn	ʃ	ɐn	陽去
仁	ȵɐn	ȵ	ɐn	陽平
人	ȵɐn	ȵ	ɐn	陽平
忍	ȵɐn	ȵ	ɐn	陽上
引	ȵɐn	ȵ	ɐn	陽上
閏	ȵɐn	ȵ	ɐn	陽去
認	ȵɐn	ȵ	ɐn	陽去
潤	ȵɐn	ȵ	ɐn	陽去
跟	kɐn	k	ɐn	陰平
根	kɐn	k	ɐn	陰平
銀	ŋɐn	ŋ	ɐn	陽平
很	xɐn	x	ɐn	陰上
墾	xɐn	x	ɐn	陰上
懇	xɐn	x	ɐn	陰上
恨	xɐn	x	ɐn	陽去
恩	øɐn	ø	ɐn	陰平
因	jɐn	j	ɐn	陰平
姻	jɐn	j	ɐn	陰平
欣	jɐn	j	ɐn	陰平
殷	jɐn	j	ɐn	陰平
恩	jɐn	j	ɐn	陰平
又	jɐn	j	ɐn	陰平
寅	jɐn	j	ɐn	陽平
勻	jɐn	j	ɐn	陽平
隱	jɐn	j	ɐn	陰上
印	jɐn	j	ɐn	陰去
孕	jɐn	j	ɐn	陽去
肝	køn	k	øn	陰平
竿	køn	k	øn	陰平
乾	køn	k	øn	陰平
干	køn	k	øn	陰平
趕	køn	k	øn	陰上
桿	køn	k	øn	陰上
稈	køn	k	øn	陰上
幹	køn	k	øn	陰去
岸	ŋøn	ŋ	øn	陽去
寒	xøn	x	øn	陽平
韓	xøn	x	øn	陽平
刊	xøn	x	øn	陰上
旱	xøn	x	øn	陽上
看	xøn	x	øn	陰去
守	xøn	x	øn	陰去
看	xøn	x	øn	陰去
見	xøn	x	øn	陰去
漢	xøn	x	øn	陰去
汗	xøn	x	øn	陽去
安	øøn	ø	øn	陰平
鞍	øøn	ø	øn	陰平
按	øøn	ø	øn	陰去
案	øøn	ø	øn	陰去
鞭	pin	p	in	陰平
邊	pin	p	in	陰平
便	pin	p	in	陽平
匾	pin	p	in	陰上
變	pin	p	in	陰去
便	pin	p	in	陽去
辮	pin	p	in	陽去
辨	pin	p	in	陽去
辯	pin	p	in	陽去
扁	pin	p	in	陽去
篇	pʰin	pʰ	in	陰平
偏	pʰin	pʰ	in	陰平
徧	pʰin	pʰ	in	陰平
編	pʰin	pʰ	in	陰平
