ʅ
tʂ[1]知蜘支枝肢栀只{一~}资姿咨兹滋之芝龇孜[2]执直值职殖侄植汁织质掷只{~有}咫帜[3]紫纸姊脂旨指子梓滓{渣~}止趾址籽芷秭[5]炙滞制智自致蛭桎窒稚至字置痔治志痣雉{吕~}挚峙渍
tʂh[1]疵差{參~}痴嗤[2]斥尺雌池驰弛瓷餈{~粑}无迟慈磁辞词祠持匙饲{~养员}踟[3]此侈{奢~}耻齿[5]赤刺赐翅次秩{~序}叱伺{~候}
ʂ[1]斯厮撕嘶施私师狮尸司丝思诗蛳[2]湿十拾实失室食豉{豆~}矢{有的放~}蚀识释石时[3]死屎使史驶始[5]式饰世势誓逝舐{舔~}是氏四肆示视嗜似祀巳寺嗣士仕柿事试市侍适谥噬拭恃轼伺{~机而动}
ʐ[2]日

i
p[1]屄[2]鼻荸笔毕必逼[3]彼鄙{～视}比匕[5]箅敝鄙{卑～}痹弼碧璧壁篦毙蔽=蓖=避=弊=闭=
ph[1]批劈砒霹坯丕{曹～}[2]皮疲琵枇匹庇{包～}脾[3]痞□{用于“~气”一词，意思是“狐臭”}否{～极泰来}[5]屁辟僻癖譬媲
m[1]眯咪[2]迷谜弥猕密糜{～烂}靡{风~—时}麋{～鹿}[3]米[5]秘泌蜜觅幂
t[1]低[2]的{目~}滴嫡笛迪敌狄涤[3]底抵邸第[5]帝谛蒂弟递娣地
tʰ[1]梯[2]堤题提蹄啼踢醍{~醐灌顶}[3]体[5]替剃屉剔倜惕递={痛哭流~}
n[2]泥犁黎离{~别}篱璃漓尼梨厘狸立笠力霓逆倪怩昵旎栗娌{妯~}律{法~}率{频~}[3]礼你李里理鲤拟[5]例历厉雳励沥砺蛎丽俪鹂隶荔腻利莉痢蜊吏匿溺粒砾莅戾
ʨ[1]鸡姬稽基髻奇{~数}几{~乎}机讥饥饥肌箕畸[2]几{茶~}缉集急及疾吉积极迹脊籍藉击激级橘辑{编~}鲫棘瘠亟汲即[3]挤己几{~个}给{供~}[5]祭际济剂计继系{~鞋带}寄伎技妓冀纪记忌既暨季悸绩寂嫉稷蓟
ʨʰ[1]欺期妻凄萋栖[2]齐脐哇奇崎骑祁鳍其棋琪麒旗七漆乞吃蕲琦歧祈膝[3]启企起杞岂绮[5]契锲{~而不含}器弃气汽泣戚砌讫迄葺
ɕ[1]溪西犀兮牺嬉{~戏}熙希稀浠吸奚淅晰皙羲曦蟋嘻隙蹊{另辟~径}[2]习袭悉息熄媳惜昔席夕锡析婿恤{抚~金}膝[3]洗玺{玉~}喜禧徙{迁~}[5]细系{联~}戏
Ǿ[1]伊医衣依[2]宜怡贻颐仪漪蚁谊移夷姨胰疑矣饴{高粱~}沂{~蒙山}遗揖{作~}一壹彝痍液疫役[3]椅已以乙矣倚{~靠}[5]艺屹义议意薏臆异毅忆亿抑翼易懿熠邑羿弈奕诣弋翌益溢缢逸亦译绎驿轶裔

u
p[2]不卜{萝~}[3]补哺[5]布怖部步埠{商~}
pʰ[1]铺{~设}[2]蒲葡匍菩朴{~素}朴{姓氏}扑仆瀑[3]普谱浦脯甫圃捕{逮~}濮溥讣{～告}[5]铺{店~}
m[2]木目穆牧[3]亩牡母拇[5]沐睦
f[1]夫肤敷孵麸{麦~子}[2]蝠符扶芙芾浮俘拂佛{仿~}匐福幅服伏袱茯缚复[3]府腑俯斧抚釜腐辅[5]付咐赋父附驸富副妇负阜傅赴腹覆馥
t[1]都{首~}督[2]独读牍犊椟渎笃毒㞘{用于“碗~子、锅~子”等，指称这些容器具内底部及内底部残剩的物品}[3]堵赌肚{牛~、猪~}[5]杜度渡镀妒肚{~子}
tʰ[1]秃凸[2]徒屠途涂图突荼[3]土吐{~痰}[5]吐{呕~}兔
n[2]奴卢庐泸芦鲈颅鸬{~鹚}炉六绿弩驽[3]努鲁橹虏掳卤[5]怒路璐赂露鹿麓陆录禄碌戮鹭{~鸶}
tʂ[1]租猪诸诛蛛株朱珠侏茱[2]卒竺竹筑祝粥足烛逐帚妯{~娌}触{接~}[3]祖组阻煮主嘱瞩俎诅[5]著助驻柱住注蛀炷铸伫
tʂʰ[1]粗初[2]除锄厨蹰橱躇雏出族[3]储楚础处{相~}杵拄[5]促醋怵猝黜蹙簇蹴畜{~生}处{~所}触{~角}
ʂ[1]苏酥稣疏{~远}蔬书舒抒枢输{运~}殊淑姝[2]速宿叔孰熟塾俗续赎术{武~}缩[3]暑鼠署薯曙数{动词}蜀属[5]嗉{鸡~子}庶恕数{名词}竖树漱述肃粟素诉束戍墅溯夙谡
ʐ[1]输{打牌~哒}[2]如茹儒濡蠕孺汝[3]乳孺辱褥缛[5]入
k[1]姑孤菇咕估辜沽[2]骨谷[3]古牯股鼓蛊汩[5]故固锢雇顾梏
kʰ[1]箍枯窟骷[2]哭[3]苦[5]库裤酷
x[1]呼乎惚[2]胡湖狐弧壶葫{~芦}忽蝴糊瑚醐鹄核{苹果~}[3]虎琥浒[5]户沪互护扈瓠{~瓜}
Ǿ[1]乌污坞呜巫诬[2]吴蜈梧无芜屋[3]吾五伍午忤武舞鹉侮[5]误务雾勿悟物戊晤毋骛兀婺

y
n[2]驴[3]女旅屡{~次}履缕褛吕铝侣[5]虑滤
ʨ[1]居倨车拘驹疽雎苣鞠掬珠{玻璃弹球}[2]菊局[3]举矩咀{~嚼}[5]剧据锯踞巨拒距炬具俱惧飓聚句
ʨʰ[1]蛆趋区驱岖躯蛐黢屈{~原}[2]渠瞿衢屈{委~}曲{酒~}[3]取娶曲{歌~}[5]趣觑祛去=
ɕ[1]墟虚嘘须需戌[2]徐[3]许诩栩[5]絮序叙绪畜{~牧}蓄煦旭酗
Ǿ[1]淤迂[2]鱼渔于余竽愚虞娱圄{身陷囹~}盂臾庾萸腴俞愉榆瑜渝逾{~期}[3]语雨宇禹羽予与屿[5]御誉预豫遇寓吁芋愈喻谕裕域育玉狱郁驭欲浴峪毓尉{~迟恭}鹬{~蚌相争}

a
p[1]巴芭疤粑扒[2]爸八拔叭[3]把□{一般叠用为“~~”,意思是“屎、粪便”,如“眼屎~~、鼻屎~~”等}[5]霸欛{伞~}坝罢
