#a				
p	[1]包班爸胞[3]饱板反把-[5]扮[7]百伯=泊柏			
ph	[1]扑□{捧~：拍马屁}[5]炮泡脬{卵~儿：阴茎}			
b	[6]办[8]罢			
m	[1]猫妈[6]慢万-			
v	[2]还[6]换饭万=[8]活顽滑罚			
t	[1]单担摊[3]胆[5]担[7]搭褡答			
th	[1]塌[3]毯[5]炭太[7]塔			
d	[2]潭弹[4]淡[6]大-[8]踏达			
n	[1]□{挠痒}[2]难[6]闹[8]捺			
l	[1]拉[2]蓝兰澜阑拦栏[3]懒[6]赖烂滥[8]蜡辣			
ts	[1]抓掺[3]找爪[5]罩[7]扎			
tsh	[1]抄差[3]产[5]讃{骂}[7]插擦			
s	[1]三杉衫山[3]伞[7]杀刹虱			
z	[8]闸□{挡}寨煠{炸煮}			
k	[1]交监间奸更教[3]简减□{镯子}槛[5]监间绞教[7]夹甲胛□{~丼：池塘}			
kh	[1]敲[8]掐			
g	[2]爻衔[6]□{~~抖：发抖}个-[8]峡			
ŋ	[2]岩颜[3]眼咬拗			
h	[1]哈蛤[3]喊谎-{~话}[5]孝[7]呷{喝}喝-			
ɦ	[2]咸嫌限何-{~乜：什么}黄-{~昏：晚上}[6]校[8]狭峡侠			
∅	[1]蛙[3]下{~爬斗：下巴}拗-{撬开}也-[7]鸭压			
#ɛ				
p	[1]包苞[3]宝保[7]不=			
b	[4]抱			
m	[2]毛蟊{不好}[4]氓[6]帽冒貌物-{~事：东西}			
v	[8]佛物=或勿			
t	[1]刀叨[3]捣倒道导[5]到			
th	[3]讨[7]脱			
d	[2]桃匋陶逃淘萄[4]道□{~鱼：甲鱼}[6]稻悼			
n	[3]脑恼瑙			
l	[2]牢[3]老佬铑[6]痨			
ts	[1]糟遭[3]早枣蚤[5]灶皂造[7]汁急吉卒橘击			
tsh	[1]糙[3]草[5]糙[7]七			
dz	[6]茄[8]侄			
s	[1]骚[3]嫂[5]臊燥室[7]吸虱失			
z	[4]造[8]集习十入及侄实日			
k	[1]高皋篙膏糕羔[3]搞稿[5]告			
kh	[1]铅匄{给；~人：嫁人}[3]考烤拷[5]靠铐犒			
ŋ	[2]熬			
h	[3]好[7]许-{那}			
ɦ	[2]豪濠[6]号			
∅	[1]熝{炒}[3]袄			
#o				
m	[1]嬷[2]忙茅麻[3]马网[6]磨雾望瞙[7]摸[8]袜膜莫摸抹			
t	[1]当□{感染}[3]档党[5]宕[7]躲			
th	[1]拖汤[3]躺[5]烫□{出~：大方}			
d	[2]糖唐堂棠[3]盪荡趤宕[6]瞊[8]擢			
l	[2]狼郎廊[3]朗㝗[6]浪[8]落			
ts	[1]装[3]抯{拿}[5]壮藏[7]作			
tsh	[1]车仓疮叉杈			
s	[1]沙莎痧{~气：中暑}[3]所爽[7]索			
z	[2]茶[4]坐[8]謺{骂}			
k	[1]瓜光江家傢加缸肛钢刚[3]假讲[5]假嫁挂钢杠[7]各郭角			
kh	[1]康糠[3]可[5]伉炕忼囥{放置}伉{和}[7]壳			
ŋ	[2]牙[3]瓦[8]鹤			
h	[1]虾慌谎=荒[7]吓霍			
ɦ	[2]黄=狂皇癀湟篁潢艎隍煌磺[6]夏旺巷[8]学镬			
∅	[1]鸦亚肮[3]下哑项[7]恶握			
#e				
p	[7]北			
t	[5]□{最}[7]得			
th	[1]胎台[7]□{盖上}			
d	[2]台抬[6]袋逮{对着；把}[8]代特□{~拢：一共}			
n	[2]南男[8]日			
l	[2]俫徕			
ts	[5]再最			
tsh	[1]猜[3]踩彩采睬[5]菜[7]侧测			
s	[5]塞赛[7]塞色			
z	[2]才材财[8]贼			
k	[1]该居-{这}[3]改几-[5]概溉盖[7]鸽			
kh	[1]开[3]慨{大~：大方}[7]刻克氪			
g	[6]徛{站；靠}			
ŋ	[2]呆			
h	[3]海[7]黑			
ɦ	[6]害			
∅	[5]爱暗[7]一-解-{会，闽南借词}			
#ø				
p	[1]钵[5]半[7]拨			
ph	[5]判[7]泼			
b	[2]搬盘盆雹{龙~：冰雹}			
m	[2]馒[3]满[8]末			
t	[1]端墩蹲[3]短[7]掇			
th	[1]贪吞[7]脱托			
d	[2]臀豚□{给动物阉割}[4]断[6]钝顿炖[8]夺			
n	[3]暖[6]嫩囡			
l	[6]乱[8]粒			
ts	[1]砖专[3]转			
tsh	[1]村[3]忖[5]寸			
s	[1]酸闩孙[5]算蒜[7]刷			
z	[2]蚕[8]杂			
k	[7]割			
kh	[3]看[7]渴丐钙			
h	[1]鼾[5]汉[7]喝=			
ɦ	[2]核[4]旱[6]岸汗[8]盒			
∅	[1]安恩[5]按			
#uo				
p	[1]帮吧巴疤笆[3]把=靶绑[5]怕[7]八剥扒			
b	[2]爬[4]棒[8]薄拔			
h	[1]花方芳[3]仿访坊纺[5]化放			
ɦ	[2]华房防[6]画话[8]缚霍藿			
#ɿ				
ts	[1]知资蜘之芝[3]止址旨紫指子姊[5]置志痣□{~世：害羞}[7]只			
tsh	[1]雌疵嗤痴[3]此齿[5]次翅刺眙{看}			
dz	[2]迟驰[4]痔[6]治			
s	[1]师丝梳筛尸鸶[3]死使始史驶[5]四试肆赐			
z	[2]锄祠[4]柿市是匙糍士仕[6]字寺治事时自示视			
#i				
p	[3]比			
ph	[1]㓟[5]屁			
b	[2]皮肥便[4]被[6]币[8]鼻			
m	[2]搣[3]米[6]味			
f	[1]飞非[3]匪[5]肺费废			
v	[2]肥微			
t	[1]低爹[3]底[5]帝蒂[7]滴			
th	[1]梯[5]剃嚏[7]踢			
d	[2]啼提题蹄[4]弟第[6]递地□{调~人：故意}[8]笛狄			
l	[2]来犁梨[3]里鲤李[6]利痢泪[8]力历立笠			
tɕ	[1]猪鸡饥箕肩□{煮}几支[3]姐纸即几=訾{~乜：怎么}[5]借制寄记既鲫[7]侧织积			
tɕh	[1]车溪欺溪奚[3]鼠起[5]契刺器气[7]尺吃			
dʑ	[2]斜蛇徐池骑棋其旗期骑奇席夕疾嫉[6]谢射徐忌[8]直食席石齐荠			
ɕ	[1]西希嘻嬉悉[3]写洗喜[5]世泄戏擤[7]设息式惜锡□{认识}			
ȵ	[2]泥[3]你□{囡~：小母猪}[6]艺义			
kh	[5]去			
g	[2]渠-{他}			
ɦ	[2]系移兮[4]已[6]夜宜[8]姨协亦			
∅	[1]衣依伊医[3]椅倚[5]爷意以[7]亿			
#y				
t	[3]赌肚堵			
th	[3]土吐[5]吐兔			
d	[2]图途涂屠[4]肚杜[6]度渡镀			
l	[3]吕[6]路鹭露璐□{土~瓜：丝瓜}			
ts	[1]租粗规追龟居朱珠株[3]举主嘴鬼[5]句桂醉季贵据剧			
tsh	[1]区吹[3]取=娶=[5]醋			
s	[1]书输尿-[3]许=数水[5]岁			
dʑ	[2]除锄如渠=垂锤厨随隋[4]柱跪巨□{弟~奶：弟妹}[6]住树随柜拒睡			
k	[5]锯[7]合			
kh	[7]窟			
ɦ	[2]余围于盂[6]芋裕卫位胃为			
∅	[3]遇雨宇予			
#u				
p	[5]布簸=			
ph	[1]铺[3]谱[5]破[7]趴			
b	[2]婆孵伏渤勃[4]簿[6]步荸[8]卜□{疙瘩}			
m	[2]磨魔蘑[3]母姆[8]木目			
f	[1]夫[3]斧府不-否[5]付			
v	[2]和合河壶浮何=胡糊湖葫[4]无祸户父武妇负[6]腐			
t	[1]多[3]朵[5]剁妒			
th	[1]兔			
d	[2]读徒[6]大=[8]读毒独渎犊			
n	[2]奴[4]□{新~：儿媳妇}			
l	[2]锣螺萝罗[4]□{抽屉}[8]鹿			
ts	[1]粥[3]左[5]做[7]竹粥菊			
tsh	[1]初[5]错[7]畜			
dz	[8]族			
s	[1]靴[3]锁[5]数[7]宿缩叔			
z	[8]熟褥辱			
k	[1]歌姑估咕[3]果古牯[5]过[7]谷骨			
kh	[1]窠[3]苦[5]课库裤[7]哭			
ŋ	[2]鹅吴[3]我五□{叔伯~：妯娌}			
h	[3]火虎[5]货富副[7]福			
∅	[1]乌污屋[5]屙[7]屋服			
#ai				
p	[1]背杯碑悲卑簸-{~箕}[5]背辈狈贝□{打哈~：打哈欠}			
ph	[1]胚坯[5]配沛			
b	[2]赔陪培醅[4]倍蓓[6]背佩焙悖			
m	[1]娒{小孩}[2]煤媒霉梅[3]枚玫每尾[6]妹面-{上~}			
v	[2]回茴桅蛔徊[6]会			
t	[1]堆[5]对兑碓			
th	[1]刣{宰杀}			
n	[2]挼[6]内			
l	[2]雷擂[3]蕾儡垒[6]类			
ts	[5]醉			
tsh	[5]脆斫			
s	[1]衰[3]细小[5]碎			
z	[2]昨[4]罪[6]粹锐睿芮			
k	[1]归[5]个			
#au				
m	[4]冇			
t	[1]兜[3]抖斗{格~：抽屉}[5]斗{格~：肢体对抗}			
th	[1]偷[3]敨			
n	[4]冇			
l	[1]□{撬开}[2]楼			
ts	[3]走[5]皱			
tsh	[5]凑			
s	[5]嗽			
z	[2]愁			
k	[1]勾钩沟[3]狗苟枸诟[5]够构购[7]彀{这里}			
kh	[1]箍抠[3]口[5]扣			
g	[4]厚臼			
ŋ	[2]牛[3]藕			
h	[1]佝[3]吼[5]鲎[7]犼{那里}			
ɦ	[2]喉候侯猴			
∅	[3]后[5]塸{埋}			
#əu				
t	[1]丢			
d	[2]头[6]豆			
l	[2]流刘留[3]柳溜遛[8]六			
ts	[1]州[3]酒[5]昼			
tsh	[1]抽秋篘[5]臭			
dz	[2]绸[6]袖寿就			
s	[1]修收[3]手			
z	[6]寿袖			
#ia				
p	[1]绷掰[3]摆伯-[5]拜			
ph	[1]㯱{柚子}[3]□{丢弃}[5]破派[7]拍			
b	[2]排牌跋[6]败[8]白			
m	[3]买猛[6]卖[8]埋麦脉			
t	[1]□{~哥：哥哥}[3]典打点[5]带店			
th	[1]拖添[7]贴			
d	[2]甜[4]簟{筛子}[6]大-{~箩：箩筐}垫趟[8]碟叠蝶谍			
l	[2]掠{梳头}[3]冷两□{~伏鸡娘：下蛋老母鸡}			
tɕ	[1]争[3]□{舔}[7]脚摘爵			
tɕh	[1]撑[3]铲□{捞鱼}[7]雀拆策鹊			
dʑ	[2]柴[6]㾹{瘦}[8]嚼及着勺弱极择剧			
ɕ	[1]生{孵}[3]省闪晓=[5]晒[7]削			
ȵ	[1]奶蚁[2]昂[3]蚁□{眨}[6]义念硬[7]捏[8]额			
k	[1]街更耕豇拐-{支}羹[3]解拐哽梗[5]戒怪界届[7]格隔			
kh	[1]坑[5]快[7]客			
g	[2]茄			
h	[3]蟹			
ɦ	[2]鞋行[8]药			
∅	[3]矮[5]杏[7]约			
#iɛ				
p	[1]边编煸鞭屄[3]扁匾[5]变[7]憋笔逼壁璧避			
ph	[3]撇[5]骗片[7]匹劈			
b	[6]便[8]别			
