ɿ
ts [1]  知蜘芝珠脂朱猪{~娘：母猪} 滋{~美；长的耐看} //志智著蛀□{~落去：头朝下掉下去} [3]  旨指纸紫主嘴{~唇皮} 子趾齿鼠 眵{眼~恶：眼屎}
tsʰ [1]  雌痴吹{（白）~牛屄}//刺翅次厕痣 疵{~品} 处{~理} [3]  处{相~} 耻此
dz [2]  瓷迟池驰磁除持锄词辞祠 餈{糯米~}//助治柱 [4]  痔 [6]  稚
s [1]  撕施师筛狮蛳{~螄} 尸私司丝思 诗书舒梳//试四肆世势逝 [3]  水暑始史驶
z [2]  匙时如{~果} 薯{番~} 树事视字饲 [4]  乳{（白）腐~} 柿市竖
i
p [1]  屄{吹牛~}//臂闭蔽泌蓖 [3]  比鄙
pʰ [1]  批披秕{~谷} 砒{~霜} □{削：~薄}//屁譬庇
b [2]  皮{~毛} 疲琵{（文）~琶} 枇{~粑} 啤脾//避 弊{作~} 毙鐾{~刀布} 痞{地~} 被{~头} 痹味{（白）~道}
m [1]  微{（白）~~小：一丁点大} □{喝：~口酒} 咪{~猫：儿语唤猫} 眯{~一瞟眼：小而细的眼睛} 棉{~袄} [2]  迷弥{~勒}佛 眉{（白）} 拇{大~指头} //未{（白）~些：晚一些/来~：来了吗？} [4]  米尾{（白）~巴}
f [1]  非飞榧妃菲绯{~~红：很红} 蜚{流言~语} 啡{咖~}//费废肺痱沸{~~扬扬} [3]  匪翡{~翠}
v [2]  维唯肥{~胖} 微{（文）~笑}//未{（文）~知数} 味{（文）~精} [4]  尾{（文）结~}
t [1]  低//帝蒂{~头} 渧{水慢慢渗下} [3]  底{~罗：盛器底部} 抵
tʰ [1]  梯{扶~：梯子}//替剃屉嚏{打~：打喷嚏} [3]  体{~面} 涕
d [2]  题提啼蹄{~膀：肘子} 堤//弟递第地
l [2]  梨篱璃{~璃} 狸{~狸} 犁黎离//荔{~枝} 利痢{瘌~} 厉莉{茉~} [4]  李旅里理鲤吕{姓} 礼屡 [6]  虑泪{眼~水} 笠{斗~}
tɕ [1]  鸡饥肌机基稽{滑~} 脊{背~：可笑 }讥 笪{编~：篦子}//济计继系{~鞋带} 寄记 际祭剂鲫纪季暨{诸~：地名} 嫉{~妒} [3]  几挤姐己
tɕʰ [1]  妻欺凄蛆//汽器气弃去{来~} 睽{近~眼：近视眼} [3]  企杞{枸~子} 起启趣{有~}
dʑ [2]  奇渠骑其棋旗期{过~} 鳍//技
