cid	character	initial	final	tone	note
1	多	ɗ	oa	51	
2	拖	th	oa	51	
3	大	t	ai	213	
4	锣	l	oa	231	
5	左	t	oa	35	
6	歌	k	oa	51	
7	个	k	uoa	35	
8	可	kh	oa	44	
9	鹅	ŋ	oa	231	
10	饿	ŋ	oa	213	
11	河	∅	oa	231	
12	茄	k	iea	231	
13	破	ph	oa	35	
14	婆	p	oa	231	
15	磨	m	oa	213	
16	磨	m	oa	213	
17	躲	ɗ	oa	44	
18	螺	l	oa	231	
19	坐	θ	oa	13	
20	锁	θ	oa	44	
21	果	k	uoa	44	
22	过	k	uoa	35	
23	课	kh	uoa	35	
24	火	f	oa	44	
25	货	f	oa	35	
26	祸	∅	uoa	13	
27	靴	x	ø	51	
28	把	ɓ	a	44	
29	爬	p	a	231	
30	马	m	a	13	
31	骂	m	a	213	
32	茶	tʃ	a	231	
33	沙	ʃ	a	51	
34	假	k	a	44	
35	嫁	k	a	35	
36	牙	ŋ	a	231	
37	虾	x	a	51	
38	下	∅	a	13	
39	夏	∅	a	213	
40	哑	∅	a	44	
41	姐	t	iea	44	
42	借	t	iea	35	
43	写	θ	iea	44	
44	斜	θ	iea	231	
45	谢	θ	iea	213	
46	车	tʃh	iea	51	
47	蛇	ʃ	iea	231	
48	射	ʃ	iea	213	
49	爷	∅	iea	51	
50	野	∅	iea	13	
51	夜	∅	iea	213	
52	瓜	k	ua	51	
53	瓦	ŋ	a	13	
54	花	f	a	51	
55	化	f	a	35	
56	华	∅	ua	231	
57	谱	ph	u	44	
58	布	ɓ	u	35	
59	铺	ph	u	51	
60	簿	p	u	13	
61	步	p	u	213	
62	赌	ɗ	ɵu	44	
63	土	th	ɵu	44	
64	图	t	ɵu	231	
65	杜	t	ɵu	213	
66	奴	n	ɵu	231	
67	路	l	ɵu	213	
68	租	t	ɵu	51	
69	做	t	ɵu	35	
70	错	th	oa	35	
71	箍	kh	u	51	
72	古	k	u	44	
73	苦	kh	u	44	
74	裤	f	u	35	
75	吴	∅	m	231	
76	五	∅	m	13	
77	虎	f	u	44	
78	壶	∅	u	231	
79	户	∅	u	13	
80	乌	∅	u	51	
81	女	n	ɒi	13	
82	吕	l	ɒi	13	
83	徐	θ	ɒi	231	
84	猪	ɗ	ɒi	51	
85	除	tʃ	y	231	
86	初	tʃh	oa	51	
87	锄	ʃ	oa	231	
88	所	ʃ	oa	44	
89	书	ʃ	y	51	
90	鼠	ʃ	y	44	
91	如	∅	y	231	
92	举	k	ɒi	44	
93	锯	k	ɒi	35	
94	去	x	ɒi	35	
95	渠	k	ɒi	13	
96	鱼	ȵ	y	231	
97	许	x	ɒi	44	
98	余	∅	y	231	
99	府	f	u	44	
100	付	f	u	213	
101	父	f	u	13	
102	武	m	u	13	
103	雾	m	u	213	
104	取	th	ɒi	44	
105	柱	tʃ	y	13	
106	住	tʃ	y	213	
107	数	ʃ	ɵu	44	
108	数	ʃ	ɵu	35	
109	主	tʃ	y	44	
110	输	ʃ	y	51	
111	竖	tʃ	y	13	
112	树	tʃ	y	213	
113	句	k	ɒi	35	
114	区	kh	ɒi	51	
115	遇	ŋ	ɒi	213	
116	雨	∅	y	13	
117	芋	∅	y	213	
118	裕	∅	y	213	
119	胎	th	ui	51	
120	台	t	ui	231	
121	袋	t	ui	213	
122	来	l	ui	231	
123	菜	th	ui	35	
124	财	θ	ui	231	
125	该	k	oi	51	
126	改	k	oi	44	
127	开	x	oi	51	
128	海	x	oi	44	
129	爱	∅	oi	35	
130	贝	ɓ	ui	35	
131	带	ɗ	ai	35	
132	盖	k	oi	35	
133	害	∅	oi	213	
134	拜	ɓ	ai	35	
135	排	p	ai	231	
136	埋	m	ai	231	
137	戒	k	ai	35	
138	摆	ɓ	ai	44	
139	派	ph	ai	44	
140	牌	p	ai	231	
141	买	m	ai	13	
142	卖	m	ai	213	
143	柴	tʃ	ai	231	
144	晒	ʃ	ai	35	
145	街	k	ai	51	
146	解	k	ai	44	
147	鞋	∅	ai	231	
148	蟹	x	ai	44	
149	矮	∅	ai	44	
150	败	p	ai	213	
151	币	p	ai	213	
152	制	tʃ	ai	35	
153	世	ʃ	ai	35	
154	艺	ŋ	ai	213	
155	米	m	ai	13	
156	低	ɗ	ai	51	
157	梯	th	ai	51	
